1300000005	Psalm
2b0b19005a	Iesus kotin masani ong i: Ngai kamaur o maur, me poson ia, pan memaureta pil murin a mela.
2b0b1a004a	A meamen me maur o poson ia, sota pan mela kokolata; koe kamelele mepukat?
2b0b1b005e	A potoan ong i: Ei Maing, i poson, me ir me Kristus Sapwilim en Kot, me udan pwara dong sappa.
2b0b1c005d	A lao indada met, ap koieila ren Maria ri a li, monginki ong i: Saunpadak kotidor kainoma uk.
2b0b1d0028	A lao rongadar, ap uda, madang wei re a,
2b0b1e004a	A Iesus saikenta lel ong kanim o, pwe a kotikoteta wasa Marta tu ong i ia.
2b0b1f00a1	Sus oko, me mi re a nan im o, pwen kamait i ala, lao kilangada, me Maria madang uda tang wei, rap idauenla i, indinda: A pan ko ong ni sousou, pwen sangesang ia.
2b0b200078	Maria lao lel wasa o, o kilang i, ap poridi ong ni aluwilu a indang i: Maing, ma re kotikot met, ri ai ol sota pan mela.
2b0b210055	Iesus lao masani i sangesang, o Sus oko, me iang i kokodo pil sangesang, ap kupurola,
2b0b220048	Masani: Komail pwilikidi ia i? Irail potoan ong i: Maing, kotido masani.
2b0b230015	Iesus kotin tontonir.
2b0b240029	Sus oko ap inda: Kilang duen a pok ong i!
2b0b250065	A akai ir me indada: A so kak pan men et me kapad pasang mas en me maskun o, me ol men et ender mela?
2b0b260055	Iesus pil kupurola koti dong sousou o. A por o ulong nan kisin dol o takai eu mi poa.
2b0b27007d	Iesus kotin masani: Katapure wei takai en! A Marta, en me melar ri a li, indada: Maing, a matalar, pwe a mi met pong pa pong.
2b0b28005b	Iesus kotin masani ong i: I so indai ong uk, ma koe poson, koe pan kilangada lingan en Kot.
2b0b290067	Irail ap katapure sang takai o. A Iesus kotin masanda masani: Sam, I danke komui, me komui mangi ia er.
2b0b2a0087	A i asa, me komui kin mangi ia ansau karos, a pweki pokon o, me u sili, I indaki mepukat, pwe irail en poson, me komui, me kadar ia do.
2b0b2b0044	A lao kotin masani met, ap kapitie laudeta masani: Lasarus, koieido!
2b0b2c009b	A me melar o ap pedoido, likau en sousou kidim pena na o pa kan, o mas a me pirapinki pena lim en puto. A Iesus kotin masani ong irail: Lapwada kapitila i!
2b0b2d004d	Men Sus toto, me ko dong Maria, o kilanger, me Iesus kotin wiadar, posonla i.
2b0b2e0048	A akai ir kowei ren Parisär oko, kaire kin irail me Iesus kotin wiadar.
2b0b2f0078	Samero lapalap o Parisär akan ap pokon pena kapung indada: Da me kitail en wiada? Pwe aramas men et kin wia kilel toto.
2b0b30006c	Ma kitail sota pan mokidi ong i, karos pan posonla i, o men Rom pan kodo, ki sang kitail wei o atail kainok.
2b0b31005c	A amen irail ad a Kaipas, me samoro lapalap ni par o, indang irail: Komail meid so lolekong.
2b0b32006f	O sota lamelame, me a mau ong komail, aramas ta men en kam kila aramas akan, pwe kainok pokon ender lokidokila.
2b0b330076	A kaidik sang pein i, me a katitiki met, a i me samero lapalap ni par o, i ari kopada, me Iesus pan kamataki kainok o.
2b0b34005e	A kaidik kainok eta, pwe a pil pan kapokon pena seri en Kot akan, me muei pasang nin sap akan.
2b0b35002d	Sang ni ran o irail raparapaki en kamatala i.
2b0b360097	Iesus ap solar kotikot sili sansal ren Sus oko, pwe a kotilang eu sap impan sap tan ni kanim eu ad a Epren, o kotikot ia iang sapwilim a tounpadak kan.
2b0b370077	A pasa en Sus oko me korendor, o me toto koeie sang nan sap karos, kodalang Ierusalem mon pasa, pwen kamaui pein irail.
2b0b380088	Irail ari raparapaki Iesus idedok nan pung arail, ni ar pokopokon nan im en kaudok: Da me komail lamelame, a sota pan ko dong kamadip o?
2b0b390072	A samero lapalap o Parisär akan wiadar kusoned eu, meamen me asa wasa a kot ia, i en kasaleda, pwe ren saikidi i.
2b0c010084	PONG wonu pong mon pasa Iesus kotilang Petanien, wasa Lasarus me melar, kauson ia, me Iesus kotin kamauredar sang ren me melar akan.
2b0c02007b	Irail ari kaonopada konot, pwe a en kotin kasipong re ’rail; Marta papa, a Lasarus amen irail me iang I kotikot ni tepel.
2b0c0300a9	Maria ap wado paun en men kei eu, udan pil en narde, me kasampwalia, keiedi ong ni aluwilu en Iesus o limwieki a pwilipeipei aluwilu a; a im o me dir kila po en men kei.
2b0c04005b	Iudas Iskariot, amen ren sapwilim a tounpadak kan, nain Simon, me pan pangala i, ap indada:
2b0c05004a	Da men kei wet sota netilar, kareda denar silepuki, ap nek ong samama kan?
2b0c06007b	Kaidik a pok ong me samama kan, me a idokki met, a pweki lipirap amen i, o saunkanikid en moni, wewa moni, me aramas kidar.
2b0c070050	Iesus ap kotin masani: Der mokidi ong i! Pwe a kaonopadang ran en ai pan saredi.
2b0c08004d	Pwe me samma kan kin potopot re omail, a ngai sota sota kin potopot re omail.
2b0c090090	Sus oko me toto ari asaer, me a kot wasa o, irail ari kodo pweki Iesus o pil, pwen kilang Lasarus, me a kotin kamauredar sang ren me melar akan.
2b0c0a003a	Samero lapalap akan pil raparapaki, en pil kamela Lasarus.
2b0c0b002c	Pwe Sus oko toto kola o poson Iesus pweki i.
2b0c0c005c	Mandan ran o aramas toto, me toun iang kamadip o, lao rong, me Iesus pan kotilang Ierusalem,
2b0c0d007c	Ap paledi ran tuka kan o koieila tu ong i, ngisingisida: Osiana! Meid iasanai me kotido ni mar en Kaun o Nanmarki en Israel!
2b0c0e004d	A Iesus lao kotin masani esel pul amen, ap kaipokedi poa, duen a intingidier:
2b0c0f0056	Der masak nain Sion seripein! Kilang om Nanmarki kotido, kaipokedi pon nain esel amen.
2b0c10009a	A sapwilim a tounpadak kan sota madang weweki mepukat. A Iesus lao linganlar, irail ap tamanda mepukat, me indingidier duen i, o me ir wiai ong i mepukat.
2b0c11007c	A pokon o, me iang i ni a kotin molipei Lasarus sang nan sousou o, ni a kotin kamauredar i sang ren me melar akan, kadede i!
2b0c12004d	Iei me aramas kokiieilang i, pwe irail rongadar, me a kotin wiadar kilel wet.
2b0c130073	Parisär oko ap indada nan pung ar: Komail kilang, me komail sota kak wia meakot. Kilang, toun sap akan idauenla i.
2b0c14003e	Akai men Krik iang irail, me koda dong kamadip o, pwen kaudok.
2b0c150060	Mepukat ko dong Pilipus, men Petsaida en Kaliläa, poeki re a indada: Maing, se men udial Iesus.
2b0c160043	Pilipus ap kodo kaireki Andreas, a Andreas o Pilipus kaireki Iesus.
2b0c17004e	A Iesus kotin sapeng irail masani: Ansau leler, me Nain aramas pan kalinganla.
2b0c180085	Melel, melel I indai ong komail, ma wan korn so moredi ong nan pwel o mela, a pan kelepata, a ma a pan mela, a pan kaparapar wa toto.
2b0c19005b	Me pokepoke maur i, pan salongala; a me tounmeteki maur i pali pa, pan diarada maur soutuk.
2b0c1a0080	Meamen papa ia, i en idauen ia! A wasa I mi ia, i wasa me papa ia, pan pil mi ia. Ma meamen papa ia, i me Sam o pan kasapwilada.
2b0c1b0067	I ap lol olar, a da me I en inda? Sam kamaio wei sang ia ansau wet, ari so, i me I koki dong ansau wet.
2b0c1c006c	Sam, kalinganada mar omui! Ngil eu ap peidido sang nanlang indada: I kalinganadaer, o I pan pil kalinganada.
2b0c1d0066	A aramas akan me u sili me rongadar, indada: A nansapwe. A akai indada: Tounlang amen me kasoia ong i.
2b0c1e0053	Iesus kotin sapeng masani: Kaidik pweki ngai, me ngil wet wiauikier a pweki komail.
2b0c1f0046	Met ansau en kadeik en sappa wet. Met kaun en sappa et pan lokidokila.
2b0c20003c	A ngai lao langada sang sappa, I pan kainonga dong ia karos.
2b0c21002d	I me a kotin kokop kidar duen a pan kamatala.
2b0c220099	Aramas akan sapeng i: Se rongadar sang nan kapung o, me Kristus pan potopoteta, a iaduen, kom kasoiada, me Nain aramas en kakauda. Is Nain aramas men et?
2b0c2300c4	Iesus ap kotin masani ong irail: Marain mi re omail ansau kis. Weweid, ni ansau marain mi re omail, pwe rotorot ender kono komail edi. Pwe me kin weweid nan rotorot, kin sasa wasa, me a ko ong ia.
2b0c240083	Poson marain, ni a mimi re omail, pwe komail en seri en marainla. Iesus kotin masani mepukat, ap kotila karukila pein i sang irail.
2b0c250046	A i me kotin wiadar kilel toto mo ’rail, ari so, irail sota poson i,
2b0c260072	Pwe kokop en saukop Iesaia en pwaida, me a masani: Kaun o, is me poson at kasoi? O is me lim en Kaun kasansal ong?
2b0c270032	Irail ari sota kak poson, pwe Iesaia pil katitiki:
2b0c280093	A kotin karotongala mas arail o kakekaluakala mongiong arail, pwe ren so kilangki mas arail, o asaki mongiong arail, o wukila, o I en kakel ir ada.
2b0c29003d	Mepukat Iesaia masanier, ni a kilanger a lingan o katitiki i.
2b0c2a007d	Ari ren saumas lapalap me toto, me poson i, a pweki Parisär akan re sota ponasa i, pwe ren der lokidokila sang nan sinakoke.
2b0c2b0039	Pwe re mauki konekon ren aramas akan mon konekon ren Kot.
2b0c2c0060	Iesus kotin kapitie laudeda masani: Me poson ia, kaidin ngai, me a kin poson, a me kadar ia dor.
2b0c2d002e	A me kilang ia, a pil kilang, me kadar ia dor.
2b0c2e004e	I kodon kamaraini sappa, pwe amen amen me poson ia, ender mimieta nan rotorot.
2b0c2f0082	A ma meamen rong ai padak kan, ap sota apapwali, I sota kin kadeikada i, pwe I sota kodon kadeikada sappa, a pwen kamaurida sappa.
2b0c30006f	Me kase ia la o so oke ai padak kan, nan kadeikapa mia: Ai padak, me I kida, i me pan kadeikada i ni ran nik o.
2b0c310075	Pwe I sota padaki wei sang pein ngai. A Sam, me kadar ia dor, i me ki ong ia er kusoned eu, me I en inda o padakieki.
2b0c320062	O I asa, maur soutuk a kusoned o. Ari, karos me I padaki wei, I kin padaki duen Sam masani ong ia.
2b0d0100c5	MON kamadip en pasa Iesus lao kotin mangier, me ansaun a pan kotila sang sappa, kotila ren Sam a korendor, duen a kotin kupuramauki sapwilim a kan, me mi sappa, iduen a kotin kupura irail lel imwi,
2b0d020066	Ni ar kotin kasipong ansau me tewil ki ong er nan mongiong en Iudas Iskariot nain Simon, en pangala i.
2b0d03007a	Iesus lao kotin mangier, me Sam kotiki onger ni lim a kan meakaros, o me a kotido sang ren Kot, o me a pan kotila ren Kot,
2b0d04005e	Ap kotida sang ni kasipong, kotikidi sapwilim a likau en liki ap ale dauel eu pirakidi pein i,
2b0d05006c	A wutoki pil nan dal, ap pikikidi widen nä en sapwilim a tounpadak kan, o limwieki dauel, me a piraki pena.
2b0d060055	A lao kotin lel Simon Petrus, a ap potoan ong i: Maing, re pan kotin widen nä i kat?
2b0d070053	Iesus kotin sapeng masani ong i: Koe kin sasa, me I wia metet, a mur koe pan asala.
2b0d080082	Petrus potoan ong i: Re sota pan kotin widen nä i kat kokolata. Iesus kotin sapeng i: Ma I sota widen uk, nan sota pwais om re i.
2b0d090048	Simon Petrus ap potoan ong i: Maing, kaidin nä eta, a pil pa o mong ai!
2b0d0a0094	Iesus kotin masani ong i: Me duduer, solar mau ong omiom o opinok, pwe a makelekeler, a nä eta, me pan wideut; komail me makelekel, a kaidin karos.
2b0d0b005f	Pwe a kotin mangi, me pan pangala i; i me a kotin masanieki: Kaidin komail karos me makelelkel.
2b0d0c009b	A lao kotin widener nä ar akan, a kotin pur ong sapwilim a likau en liki. A pil kaipokedi ni tepel masani ong irail: Komail asaer me I wiai ong komail er?
2b0d0d0044	Komail kin adane kin ia Saunpadak o Kaun, ari me pung, pwe iei ngai.
2b0d0e0054	Ari, ma ngai, Kaun o Saunpadak widen nä omail, komail ari pil widen nä omail pena.
2b0d0f0061	Pwe I ki ong komail er sansal mau eu, pwe komail en kaalemongi ia, o wia, duen I wiai ong komail.
2b0d100075	Melel, melel I indai ong komail, ladu me sota laude sang a saumas, de me pakadarado me sota laude sang me kadarado i.
2b0d110038	Ma komail asa mepukat, komail meid pai, ma komail wiada.
2b0d12007f	Kaidin komail karos, me I indinda. I asa, me I piladar. A pwe kisin likau en pwaida: Me iang ia kangkang prot, kin tiaki ia di.
2b0d130062	Ansau wet I indai ong komail mepukat mon a pan wiaui, pwe a lao wiaui, komail en poson, me ngai i.
2b0d140081	Melel, melel I indai ong komail, meamen me kasamo, me I kadar wei, kin kasamo ia, a me kin kasamo ia, kin kasamo, me kadar ia do.
2b0d15007b	Iesus lao kotin masani wei mepukat, ap kupurola kadede masani: Melel, melel I indai ong komail, amen komail pan pang ia la.
2b0d16004b	Sapwilim a tounpadak kan ap soupei pena o sasa, is i, me a kotin masanieki.
2b0d170059	A amen sapwilim a tounpadak kan, me Iesus kotin kupura mauki, momod ni tepel impan Iesus.
2b0d18003c	Simon Petrus ap olol ong i, en idok, is i me a kotin masani.
2b0d19003a	I ap kai ong pan kupur en Iesus potoan ong i: Maing, is i?
2b0d1a009c	Iesus kotin sapeng: Iei i, me I pan ki ong kisin prot i lao kaduedier nan dal o. A lao kotin kaduedier kisin prot o, a kotiki ong Iudas Iskariot nain Simon.
2b0d1b006e	A lao tungole kisin prot o, Satan ap tilong lole. Iesus ap kotin masani ong i: Wiada madang, me koe pan wiada!
2b0d1c0046	A sota, ren me momod ni tepel, asa, da me a kotin masanieki ong i met.
2b0d1d0094	Pwe akai kiki ong, me Iesus kotin masani ong i: Netie dong kitail kapwa en kamadip o, de a en ki ong me samama ko meakot, pwe a kin wewa ed en moni.
2b0d1e003f	A lao tungoler kisin prot, ap madang pedoi wei, a wasa pongier.
2b0d1f005f	A lao pedoi sanger, Iesus ap kotin masani: Nain aramas ari linganlar, o Kot me lingana kilar i.
2b0d200055	Ma Kot lingan kilar i, Kot ap pan pil kalinganaki pein i. A pan madang kalinganada i.
2b0d2100b7	Seri ko, I pan ieiang komail ansau kis, komail pan rapa kin ia, a duen I indai ong Sus akan: Wasa me I pan kola ia, komail sota pan kak ong. Iei duen I pil indai ong komail ansau wet.
2b0d220070	I ki ong komail kusoned kap eu, pwe komail en poke pena, duen I pok ong komail er, iei duen komail en poke pena!
2b0d23004c	Pwe i me karos pan asaki, me komail ai tounpadak kan, ma komail limpok pena.
2b0d24009e	Simon Petrus potoan ong i: Maing, re pan kotila ia? Iesus kotin sapeng i: Wasa me I pan kola ia, koe sota kak idauen ia ansau wet, a koe pan idauen ia eu ran.
2b0d25005d	Petrus potoan ong i: Maing, da me i so kak idauen ir ki met? I pan kasela maur i pweki komui.
2b0d260096	Iesus kotin masani ong i: Koe pan kasela maur om pweki ngai? Melel, melel I indai ong uk, mon malek pan kakorot, koe pan kamam kin ia pan me sili pak.
2b0e010040	MONGIONG omail der padau! Komail kin poson Kot; en pil poson ia!
2b0e020066	Nan tanpas en Sam ai pera toto mia. Ma so I pan indai ong komail. Pwe I kokolan kaonopada deu ’mail,
2b0e03006c	Ma I kola kaonopada deu ’mail, I pan puredo, uk komail dong ia. Pwe wasa I kin mi ia, komail en pil mi ia.
2b0e040030	A komail asa, wasa I kola ia, o komail asa al o.
2b0e050052	Tomas potoan ong i: Maing, se sasa, wasa re pan kotila ia, o pala se pan asa al o?
2b0e06005a	Iesus kotin masani ong i: Ngai me al, o melel, o maur, sota me kak kodong Sam, ma so ngai.
2b0e070062	Ma komail asa ia er, komail pil asa Sam ai. A komail asa i sang ansau wet kokolata o kilangadar i.
2b0e08004b	Pilipus potoan ong i: Maing, kotin kasale dong kit Sam, kit ap pan nenenla!
2b0e0900a5	Iesus kotin masani ong i: Pilipus, I ieiang komail er ansau warai, a koe so wewe kin ia? Me kilang ia er i me kilangadar Sam. A iaduen om indada: Kasale ong kit Sam?
2b0e0a00a0	Koe so kamelele, me ngai podidi ong Sam o Sam podidi ong ia? A padak kan, me I ki ong komail, kaidin pein ai, a en Sam, me mi re i, i me kin wiawia dodok pukat.
2b0e0b006b	Kamelele ia, ngai podidi ong Sam, o Sam kin podidi ong ia; a ma so, komail kamelele ia pweki ai wiawia kan.
2b0e0c009a	Melel, melel I indai ong komail, meamen poson ia, a pil pan wiawia dodok kan me I kin wiawia, o a pan wiada, me lapa sang mepukat, pweki I kokola ren Sam.
2b0e0d0051	A meakot komail pan poeki ni ad ai, iei me I pan wia, pwe Sam en lingana kida Na.
2b0e0e002f	Ma komail pan poeki maekot ni ad ai, I pan wia.
2b0e0f0033	Ma komail pok ong ia, en kapwaiada ai kusoned akan!
2b0e100060	A I pan poeki ren Sam, a i me pan porone dong komail amen saunkamait, pwen mi re omail kokolata.
2b0e110084	Ngen en melel, me sappa so kak ale, pwe re sota kilang i pil sota asa i. A komail asa i pwe a kin mi re omail, o a pan mi lol omail.
2b0e12003f	I sota pan mueid ong komail, en sapoupou, I pan ko dong komail.
2b0e13006b	Ansau kis sappa solar pan kilang ia, a komail kin kilang ia. Ngai me maur, o i me komail pil pan memaureki.
2b0e14005c	Ni ran o komail pan asa, me ngai podidi ong Sam ai o komail podidi ong ia o ngai ong komail.
2b0e150099	Me aleer ai kusoned akan o kapwaiada, iei me kin pok ong ia, a me kin pok ong ia, kin konekon ren Sam ai, a I pan pok ong i, o kasansale ong i pein ngai.
2b0e16006b	Iudas, kaidik Iskariot, potoan ong i: Maing, iaduen re pan kotin kasansale ong kit pein ir, a ong sappa so?
2b0e170091	Iesus kotin sapeng masani ong i: Ma meamen pok ong ia, a pan kapwaiada ai padak kan, a Sam ai pan pok ong i, a se pan ko ong re a kaukauson re a.
2b0e180078	A me so pok ong ia, sota kin kapwaiada ai padak kan. A kaidik ai padak, me komail kin rong, a en Sam o, me kadar ia dor.
2b0e190031	Mepukat I padaki ong komail er ni ai mi re omail.
2b0e1a008e	A saunkamait, Ngen saraui, me Sam o pan poronedo ni ad ai, i me pan kawewe ong komail meakaros o kataman kin komail me I padaki ong komail er.
2b0e1b008d	I mueid ong komail popol. Ai popol me I ki ong komail, kaidin duen sappa kikida, me I ki ong komail. Mongiong omail der patau, pil der masak.
2b0e1c00a7	Komail rongadar, me I indai ong komail er, I koko wei o pan pure dong komail. Ma komail pok ong ia, komail pan perenki, me I kokola ren Sam, pwe Sam o me lapa sang ia.
2b0e1d005b	Ansau wet I indai ong komail er mepukat, mon a pan wiaui, pwe a lao wiaui, komail en poson.
2b0e1e0058	I solar pan kasokasoi toto ong komail, pwe kaun en sappa o kokodo, a sota a meakot re i.
2b0e1f0070	A pwe sappa en asa, me I kin pok ong Sam, o me I kin wiawia duen me Sam masani ong ia er, kitail en uda kokowei!
2b0f010025	NGAI wain melel pot, a Sam ai saumat.
2b0f020065	Ra karos, me podidi ong ia, ap sota wa, a kin lepuke sang, a karos me wa, a kin koko, pwen wa totola.
2b0f030038	Komail ari makelekel kidar padak, me I ki ong komail er.
2b0f04007f	Komail podidi ong ia o ngai ong komail. Ra sota kak pein wa, ma a so podidi ong wain, iduen komail, ma komail so podidi ong ia.
2b0f050084	Ngai wain pot, a ra kan komail. Me podidi ong ia o ngai ong i, iei i, me kin wawa toto; pwe komail sota kak wia meakot ma sota ngai.
2b0f060080	Meamen so podidi ong ia, pan lokidokila dueta ra, ap mongedi; aramas kin wasa ir pena, kase ir ala nani iai, ir ari pan rongala.
2b0f07007d	Ma komail podidi ong ia, o ai padak kan podidi ong komail, komail pan poeki meakot, me komail mauki, a a pan pwai ong komail.
2b0f080055	Nan i me Sam ai kalingana kila, omail wawa toto, o komail pan wiala ai tounpadak kan.
2b0f090051	Due Sam o pok ong ia er, iduen I pil pok ong komail; komail podidi ong ai limpok!
