2800000007	MATHIƠ
2c0f1f0057	Wì đŏc jàiq aih, rìm ngai lem bùi majah qmang aih wì khoe jah tàng bàu alòng.
2c0f200066	Juđe xam Sila wa aih raq mangai pajàu, wa hadai yŏc bàc trong hnài hu pariaq manoh oh daq tadêh.
2c0f210075	Oe ta aih toq ƀiaq hì, oh daq wiang waiq kan catèm ka wa khoe aih dôq wa hlài dèh ti mangai khoe thê wa trùh.
2c0f230077	Mahaq Phaulô xam Ƀanaba dìq oe hlài ta Antiôt, hnài Bàu lem rai hnài trong da Chuaq am ka bàc ngai qnoeq hòm.
2c0f2400cb	Atìq ka aih toq biaq, Phaulô hatuàng ka Ƀanaba: Beq ba hlài hmàih dìq dŏng ka oh daq oe roc gùng ba ma khoe anoe ka wì trong Chuaq enh adroe kô nèh, ngan wì haq manòeq kô qmang leq cadèh.
2c0f25002c	Ƀanaba enh qnung Jon ma creo Mŏc lam tiaq.
2c0f260076	Mahaq Phaulô ùh waq qnung Mŏc lam diq, majah qmang aih tagùng Bamphili, haq khoe cađac wa, pi abroq pajùm ti wa.
2c0f27007c	Ajang aih, wa haq majah loh kan tarahen kàn, loh qmòe ka talah ka dabau, Ƀanaba qnung Mŏc tŏc boang lam ta pleo Chipro.
2c0f280069	Phaulô ràih Sila, canòm ka oh daq waiq khàn dèch wa haq ta kan loq waq da Chuaq, khoe aih wa hi lam.
2c0f290054	Phaulô lam trong gùng Siri, Silisi, broq ka ƀài Tagop Hadròeh ta aih jah hagau.
2c10010096	Phaulô lam trùh ta Đetbo xam Litro. Ta aih i mòeq ngai tiaq hŏc yiniq haq Timothê, miq haq aih mangai Juđa khoe lùi, baq haq aih mangai Gorec.
2c10020035	Oh daq oe ta Litro xam Ycôni dìq capoch lem ka haq.
2c1003009c	Phaulô enh qnong haq tiaq, mahaq mangai Juđa oe ta aih dìq loq baq da Timothê aih mangai Gorec, aih ìq Phaulô majah broq ramènh kat akia ka Timothê.
2c1004007b	Wì thia phôq leq, wì toq ti tanap oh daq ep wèq tiaq ranenh mangai tiaq cla xam ƀài gucraq ta Jêrusalem khoe paqnoh.
2c10050053	Qmang aih, ƀài Tagop hadròeh jah cajap manoh lùi, mangai tiaq rai èh rai bàc.
2c10060096	Khoe aih, lam catech trong gùng Phirigi xam taneh gùng Galati, majah qmang aih Yiang Hadròeh khoe ùh lòh wì haq lam anoe Bàu lem ta cròng Asi.
2c1007005a	Ten trùh gùng Misi, wa padon mùt tagùng Bithini, mahaq Yiang Hadròeh da Jesus ùh am,
2c10080037	wa drah lam khoe ka gùng Misi, èh wa loh ta Trô-ach,
2c1009009d	Jò damang, Phaulô hnoq kan mahno, i mòeq ngai Maxêđoan yòng eh ngèa rađeh, cali calo ka haq rameh: “Drah trùh ta Maxêđoan hu dèch nhèn diq.”
2c100a00a1	Atìq ka Phaulô hnoq kan mahno aih, nhèn hi drah lam padon lam ta Maxêđoan, majah qmang aih nhèn loq Boc Plình khoe creo ka nhèn lam anoe Bàu lem ta aih.
2c100b0062	Qmang aih, enhTrô-ach nhèn tŏc bong pajang trùh ta Samôtra, hì atìq nhèn trùh ta Napôli;
2c100c0081	enh aih, nhèn trùh ta Philip, gùng aih khoe jah diac Roma, aih phôq basèm da tình Masêđoan. Nhèn oe ta aih toq biaq hì.
2c100d00d1	Trùh hì sabat, nhèn loh enh gùng ka phôq, lam roc kênh cròng diac, nhèn hèm dèh wì tagop dabau ta aih đòeq hu waiq khàn, nhèn hi hangui, khoe aih hi ta hatuàng ti ƀài mangai cadrì oe ta aih.
2c100e00ce	I mòeq ngai ta aih tamàng bàu nhèn, yiniq haq Lyđi, mangai gùng Thia-tiro, haq aih mangai padro bai gòh. Haq aih mangai loq iu yùq ka Boc Plình. Chuaq pèh manoh, haq dìq jaq tamàng bàu Phaulô.
2c100f00d0	Jò haq xam dìq ka hnim haq khoe jah broq ƀaptem, haq doe: “Tàng joq pì khoe doe au kô mangai dìq manoh ka Chuaq, aih pì ep mùt oe padài ta hnim au”; khoe aih haq hi àu pachùh waq qmòe ka jah.
2c101000b5	I mòeq hì, nhèn lam waiq khàn, glàm mòeq ngai hapŏng cadrì i kiac Phitôn mùt oe enh dalam ka haq, haq loh ka loq blàih blŏng, broq ka cla craq haq jah ƀac jènh haraya.
2c1011009b	Haq ti tiaq Phaulô xam dìq ka nhèn, rai cachech cadêh rameh: Ƀài wì kô, aih dìq hapŏng Boc plình haqnhèq, anoe am ka pì trong jah dèch claih.
2c101200bd	Bàc hì haq broq qmang aih, Phaulô loh ka mahèu, haq hwi doe ka kiac: “Au canòm ka yiniq Chuaq Jesus Christ thê gè loh enh gùng ka mangai cadrì kô.” Kiac loh qmòe jò aih raq.
2c101300b7	Mahaq cla craq da mangai gucadrì aih, wì hnoq đeh pi oe jah bac jèn enh mangai hapŏng aih, wì rùp Phaulô xam Sila, hua wa trùh tanòe broq bìac, enh ngèa ƀài mangai cwan,
2c10140075	khoe èh aràng wa ta cwan haqnhèq hòm, wì doe: Wa kô dìq mangai Juđa, broq ka gùng bèn loh dŏng ka manhài.
2c10150068	Hnài toq trong bèn ùh khòh tamàng yŏc, ùh khòh broq tiaq, majah qmang aih bèn kô mangai Rôma.
2c10160080	Ƀài mangai ta aih hanoh wiang yòng tablêq ka wa, jò cwan haqnhèq khoe thê hich da wa haq eo, haq hi thê wì tong wa aih.
2c1017006a	Jò wì tong wa khoe bàc, wì hi lam clêh wa, rai tanap ka cwan wèq hnim clêh aih ep ngan wa ja cajoq.
2c1018004d	Jah bàu aih, cwan aih hi clêh wa haq ta cadrong clam rai clang da wa jènh.
2c10190087	Qnah ta qne mang, Phaulô xam Sila qnang waiq khàn, calêu manè apôi Boc Plình, ƀài mangai wì ma clêh ta aih hadai tàng dŏng.
2c101a00af	Ùh xài oq, taneh loh ka ralàng kàn, xàn hnim ma clêh wì haq loh ka dalàc, adrình hloe mòeq yàng ƀài qmŏc qmang tapèh dŏng, ƀài caxi datoeq clìh dìq haqneq.
2c101b00a4	Mangai wèq hnim clêh rarì cadrat, hnoq qmŏc qmang khoe tapèch dŏng, haq hèm ta manoh ƀài wì cadàu khoe dìq, haq hroe qnoh deh chang hu pàc đac rađeh.
2c101c0058	Mahaq Phaulô creo cadêh: “Apaq broq cleq ti haƀo ka rađeh, nhèn oe dìq tacô.”
2c101d0075	Mangai wèq hnim clêh drah creo ka wì qnoh đen, haq rai tùh rai crè, hacùn cràng ajang jènh Phaulô xam Sila.
2c101e0057	Khoe aih, haq qnoh wa loh enh gùng rai bòch: Wì craq! au ep broq cleq men jah dèch?
2c101f005b	Wa padreo bàu: “Drah lùi Chuaq Jesus, aih èh ìh xam dìq ka hnim ìh hi jah dèch.”
2c1020003f	Wa hi hnài ka haq xam rìm mngai ta hnim haq trong Boc plình,
2c10210097	Mang aih, hloe jò aih raq mangai wèq hnim clêh qnoh wa aih, qnheo da wa habau, khoe aih xam cla haq xam mangai oe ta hnim haq dìq jah broq ƀaptem.
2c1022009d	Khoe aih, akhen ka wa hlài deh ta hnim, padon qnoh ka wa acaq, cla haq xam dìq ka mangai ta hnim lem bùi ka rađeh jò wì khoe jah tiaq trong Boc Plình.
2c10230066	Trùh qngah, cwan enh qnhèq thê lình lam anoe ka mangai wèq hnim clêh rameh: Drah caqnaih wa beq.
2c10240073	Haq aih anoe ka Phaulô: Ƀài cwan enh qnhèq khoe thê au caqnaih chôp lam, chôp loh beq, lam ma catèm haq oq.
2c1025013b	Mahaq Phaulô doe ka mangai lình: “Nhèn kô mangai diac Rôma, qnhòq loq ma i yiniq lui cleq, wì khoe blai ma qne mangai đùng đam, khoe aih clêh ma ta hnim cadrong, manòeq kô aih wì haq caqnaih atùng ma qmòh? Qmang aih ùh jah. Cla ƀài cwan ep lam jang kô hu caqnaih ma, xài qmang aih ma troq.”
2c1026006e	Ƀài cwan enh qnhèq tàng lình anoe hlài qmang aih, loq ka wa haq aih mangai Rôma, wì haq yùq pi cajaq.
2c1027004e	Wì lam alìa èh hi caqnaih wa, rai cali calo dôq wa loh khoe gùng wì haq.
2c10280052	Jò khoe jah caqnaih, wa lam ta hnim Liđy, hmàih ra pariaq, khoe aih wa men lam.
2c11010096	Phaulô xam Sila pagat trong gùng Amphi-bôlit xam gùng Abôloni, khoe aih wa trùh ta Têsalonica, ta aih mangai Juđa i mòeq toq hnim tagop qyoh.
2c11020053	Phaulô tiaq dèh cla khoe hmaq, ta piq hì saƀat haq mùt ta aih hu rahen ka wì.
2c110300a9	Yŏc Hset Hadròeh patô ka hloh dôq wì loq Christ ep xalep, khoe aih rìh hlài enh kan cachìt. Haq doe: “Chuaq Jesus au ma khoe anoe ka pì kô aih raq Christ.”
2c110400bb	Taqne mangai Juđa, aih i ƀiaq ngai lùi tiaq bàu rai taq mùt ti Phaulô xam Sila, èh hadai i bàc ngai Gorec loq iu yùq ka Boc plình hloe xam ƀài mangai gucadrì padrŏng ta aih.
2c110500fb	Mahaq mangai Juđa toq tajìq, ti adràc ƀài mangai lam ròe ratauq roc trong rai baxrùq mangai gùng aih broq kan manhài ta phôq aih. Wì haq clàm mùt ta hnim Jasôn, ti chaq Phaulô xam Sila đòeq hu rùp qnoh taqne mangai đung đam ta aih.
2c110600dd	Chaq ùh hnoq, wì haq hi hua qnoh Jasôn xam biaq ngai oh daq loh enh ngèa ƀòe cwan wèq gùng aih, wì cachech: Kô raq ƀài mangai khoe broq ka phù cròng loh toq kan manhài, manoèq wì haq khoe trùh tacô diq.
2c110700b1	Jasôn khoe đìh wì haq mùt oe dèh ta hnim! Wì haq kô dìq ƀài mangai yòng tablêq ka Sêsa, majah qmang aih wì haq doe oe i mòeq toq bùa qnoeq, yiniq haq aih Jesus.
2c1108004c	Tàng bàu aih dìq ka mangai ta aih hloe xam ƀài cwan loh dŏng ka rawè.
2c11090059	Mahaq jò cwan khoe thê Jasôn xam bua haq ep clìh ka ƀac, aih hi caqnaih wì haq lam.
2c110a0084	Ùh batrò, mang aih raq oh daq drah thê Phaulô xam Sila lam ta Ƀêrê. Trùh ta aih, wa mùt ta hnim tagop qyoh da mangai Juđa.
2c110b00d6	Mangai Bêrê i manoh ùh hnau ka mangai Têsalônica, majah qmang aih wì haq toq enh tamàng yŏc bàu hnài, hì leq hì meh toq ti ngan ta Hset hadròeh đòeq hu ngan bàu Phaulô xam Sila hnài ajoq troq ùh.
2c110c0070	Ta aih i bàc ngai Juđa lùi tiaq, i bàc ngai gucadrì Gorec ma padrŏng, i bàc ngai gucalô hanoh lùi tiaq.
2c110d00a7	Mahaq jò mangai Juđa oe ta Têsalônica tàng doe Phaulô anoe trong Boc Plình ta Bêrê, wì haq drah trùh ta aih hu rai kan manhài đòeq baxrùq mangai ta aih.
2c110e005a	Oh daq drah thê Phaulô lam trong diac raxìq, mahaq Sila xam Timôthê oe raq ta Bêrê.
2c110f0096	Ƀài oh daq ma ajèn Phaulô wì aràng haq trùh ta Athen, èh wì hi bròc, ahlài bàu ka Sila xam Timôthê, thê wa drah rênh trùh ti Phaulô.
2c1110007b	Phaulô oe ta Athen gòm wa aih trùh, haq jìq qmòe ta manoh majah qmang aih haq hnoq ta aih bình toq qmù dua kan kiac.
2c11110098	Qmang aih, ta hnim tagop qyoh haq rahen ka mangai Juđa xam mangai Gorec ma loq iu yùq ka Boc Plình, xam mangai haq glàm rìm hì tanòe padro atech.
2c1112013f	I ƀài mangai hŏc tiaq trong da Êpicurien xam trong da Stocien, hadai wiang ta rahen ka haq. Qnah ngai doe: Cleq bàc bàu kô haq enh anoe cleq? Qnah ngai doe: Tìah gleq haq enh anoe ka bèn ƀài kiac diac wì. (Majah qmang aih Phaulô qnang anoe trùh Chuaq Jesus xam trong rìh hlài enh kan cachìt am ka wì).
2c1113005c	Wì rùp aràng haq trùh ta Arêoba, wì bòch: Nhèn ajah loq trong ìh neo hnài aih ùh?
2c11140054	Majah qmang aih ìh hnài ka nhèn trong joq halac, nhèn enh loq qmang leq ka dèh.
2c11150069	(Dìq ka mangai Athen xam mangai diac wì ma oe ta aih enh toq tamàng rai ta anoe trong maneo ma halac.)
2c11160083	Jò aih, Phaulo mahi yòng taqne Arêoba, haq doe: “Mangai Athen tamàng kô, au hnoq yac ka trong leq dua pì loq nhet pi cajaq.
2c111700fd	Majah qmang aih au lam dudan tanòe pì, au ngan qmòe ka adia hnoq ƀài ngè pì kùh waiq, ta aih mòeq toq prang i achìh: KÙH WAIQ KIAC NHÈN QNHÒQ QNÌ, manòeq kô Yiang au qnang anoe ka pì, aih raq Mangai pì qnhòq qnì mahaq khoe kùh waiq.
2c111800b4	Boc Plình ma khoe broq loh plình crŏng taneh xam rìm yiniq rìh oe ta aih, aih raq Chuaq da plình crŏng taneh. Haq ùh oe ta hnim kùh waiq broq loh enh tì kŏng kon mangai.
2c111900bd	Haq hadai ùh ep waq ka i tì kon mangai patìh ka rađeh, tìah taiq ka haq ma i nan no cleq, majah qmang aih haq raq ma am ka rìm ngai jah kan rìh, hiwa rìh, xam hloe rìm yiniq qnoeq.
2c111a0091	Haq khoe broq dìq ka phù cròng ha-uang loh enh mòeq ngai raq, am wì oe jàp crŏng taneh, pajaq adroe qnhòng rìh rai acang ka wì nòe oe.
2c111b008a	Boc Plình khoe broq qmang aih dôq kon mangai loq chaq haq, àu qmòe dìq ka padren waq ka jah bèq, yac ka haq ùh i oe hangai ka bèn.
2c111c009e	Majah qmang aih enh dalam ka haq, bèn jah rìh, jah tadroq, jah i, tìah ka calah nèh taqne pì ƀài mangai ma loq cachôi i doe: Bèn kô hadai xinoe haq.
2c111d008c	Qmang aih, bèn kô xinoe Boc plình, apaq hèm haq tìah taiq ka wang, ƀac, ka hmo, tìah ka qmù broq loh enh tì kŏng mangai ma rabiaq.
2c111e007a	Enh nèh, Boc Plình khoe cađac da wì kan blùng aih, manòeq haq thê dìq dŏng kon mangai oe rìm nòe ep loq raxach,
2c111f00e9	Majah qmang aih Boc plình khoe ràih đòeq dèh mòeq hì, yŏc kan taq atoq hu hadrah crŏng taneh xi mangai haq ma khoe dì deh adroe, Boc Plình khoe broq ka haq aih rìh hlài enh kan cachìt, đòeq panhìn ka cajap trong kô.
2c11200091	Jò wì tàng anoe trùh mangai cachìt rìh hlài, qnah ngai aih hi halê haq, qnah ngai doe: Hêq trong aih yàng qnoeq èh nhèn tamàng ònh.
2c11210032	Aih ìq Phaulô majah cadiang loh khoe ka wì haq.
2c112200a7	Mahaq i ƀiaq ngai tiaq haq wì hi lùi Chuaq Jesus, ta aih i Đêni, mangai cwan hadrah ta Arêoba, i tam mòeq ngai gucadrì yiniq haq Đamari xam ƀài mangai qnoeq
2c12010031	Khoe èh, loh enh Athen Phaulô lam ta Côrintô.
2c120200e8	Ta aih haq glàm mòeq ngai Juđa, yiniq haq Aquila mangai gùng Ƀông xam Ƀêritsin aih mai haq, wa aih neo trùh tacô majah qmang aih bùa Kolôt i thê dìq dŏng mangai Juđa ep loh ma khoe ka Rôma, Phaulô hi taqmùt ti wa.
2c12030074	Haq hanoh mangai ajìp traiq qmang ka wa, aih ìq Phaulô majah oe mòeq hnim ti wa đòeq hu abroq pajùm ti dabau.
2c12040057	Rìm hì Saƀat Phaulô hnài ta hnim tagop qyoh, pariaq mangai Juđa xam mangai Gorec.
2c120500a8	Jò Sila xam Timôthê enh gùng Maxêđoan trùh ta aih, aih Phaulô hi cađac ka ajìp đòeq toq ti hnài. Anoe patô ka mangai Juđa loq Chuaq Jesus aih raq Christ.
2c120600b3	Mahaq wì tablêq rai jù cađac haq, aih ìq haq majah da arù deh eo rai doe: Mahim pì da hrôq hlài tagàu cla pì! Au ùh pòq, pang kô èh au lam trùh ti mangai diac wì.
2c12070097	Loh enh aih Phaulô mùt ta hnim mòeq ngai yiniq haq Titiu Juptu, aih mangai loq iu yùq ka Boc Plình, hnim haq aih pajùm panàt ka hnim tagop qyoh.
2c120800b7	Koritbu mangai broq gàu hnim tagop qyoh, xam dìq ka hnim haq lùi dŏng Chuaq Jesus. Khoe èh i bàc ngai Côrintô khoe hmaq tàng Phaulô hnài, hadai lùi rai chìuq broq Baptem.
2c12090059	I mòeq mang Chuaq doe ka Phaulô ta kan mahno: “Apaq yùq cleq! anoe beq! apaq hatinh;
2c120a006a	au oe ti ìh, ùh i cabô jah dèch tì broq habo cleq ka ìh, majah qmang aih au i bàc ngai oe tacô.”
2c120b004a	Phaulô oe ta aih mòeq hanam tadràu khê, hnài ka wì trong Boc Plình.
2c120c00a0	Jò Galiôn qnang broq cwan kàn tagùng Achai, mangai Juđa mòeq manoh wiang ti dabau hu taƀlêq ka Phaulô wì rùp aràng haq trùh ajang nòe hnim hadrah,
2c120d0061	wì doe: Haq kô toq ti baxrùq mangai tagùng bèn kùh waiq Boc Plình ùh troq tiaq ka ranenh.
2c120e00cd	Phaulô qnang hah bàu hu hatèu, Galiôn khoe doe ka mangai Juđa: Dìq ka mangai Juđa pì tamàng kô, tàng joq i cleq ma ùh troq, tàng joq loq i yiniq lui cleq, ma aih au troq ka hangui tamàng pì.
2c120f0089	Mahaq tàng joq tarahen trong bàu tapoch, trong yiniq creo, trong ranenh da pì, aih cla pì hadrah deh, au ùh tamàng trong qmang aih.
2c12100037	Haq hi hnan qnoh đac wì loh enh gùng ka hnim hadrah.
2c1211009a	Jò aih, wì hi tawìh rùp ataq Sôthen, mangai broq craq hnim tagop qyoh, tong rachùq haq aih enh ngèa hnim hadrah, mahaq dua Galiôn ùh waq tamàng.
2c121200df	Phaulô oe tam ta Côrintô toq ƀiaq hì, khoe aih haq hangah ka oh daq, haq tŏc boang ti Bêritsin xam Aquila wì haq lam tagùng Syri, atìq ka haq got gàu ta Sencôrê, majah qmang aih haq khoe i bàu hapah deh adroe;
2c1213008d	khoe aih wì piq ngai trùh ta Êphêsô, Phaulô dôq deh bua oe ta aih. Cla haq aih mùt ta hnim tagop qyoh, capoch tùang ti mangai Juđa.
2c1214004b	Jò wì aih enh àu haq oe tam ti wì toq ƀiaq hì hòm, haq ùh òq bàu.
2c12150087	Haq hangah ka wì aih rameh: Tàng joq Boc plình thê, yàng qnoeq hòm au hi trùh ti pì, khoe aih enh Êphêsô haq tŏc boang lam.
2c12160079	Jò boang khoe trùh ta Sêsarê, haq tŏc ta Jêrusalem, hmàih ka Tagop hadròeh, khoe ka aih, haq loh hòm ta Antiôt.
2c12170091	Oe ta aih toq ƀiaq hì, haq lam hòm, haq lam jàp jìa ka gùng Galati hloe xam gùng Phirigi, broq dìq dŏng ka mangai tiaq hŏc cajap manoh.
2c121800a6	Jò aih i mòeq ngai Juđa, yiniq haq Abôlô, gùng haq oe ta Alecxantri, haq aih mangai rabiaq ka tapoch tùang rai rabiaq ka Hset hadròeh, haq trùh ta Êphêsô.
2c1219008c	Haq khoe hŏc trong Chuaq, dài haq majah dìq ka manoh anoe rai hnài rìm trong da Chuaq Jesus, yac ka haq bu loq đeh toq Ƀaptem da Jon.
2c121a00cf	Qmang aih, enh jò baxèm haq khoe hùa hnài qmòe ka hagau hagình ta hnim tagop qyoh. Bêritsin xam Aquila tàng haq hnài, wa ahlài haq hlài ta wa, anoe trong Boc Plình dôq haq loq tam ùh hnau hòm.
2c121b00fd	Jò Abôlô padon lam ta Achai, dìq dŏng oh daq wiang parông haq rai achìh jàiq tanap ka mangai tiaq hŏc ta aih ep đìh haq ka alàng. Jò haq khoe trùh ta aih, canòm ka kan loq waq jah dech enh Boc Plình haq broq lòeq ka oh daq ma khoe lùi.
2c121c007e	Haq dìq cajaq ƀàt hlài mangai Juđa qne mangai bàc, yŏc Hset Hadròeh đòeq mahnu ka wì loq Chuaq Jesus aih ra Christ.
2c13010097	Jò Aƀôlô oe ta Côrintô, Phaulô lam khoe jàp ta ƀài gùng enh qnhèq, khoe aih haq loh ta Êphêsô, ta aih haq glàm toq biaq ngai tiaq hŏc.
2c130200de	Haq bòch wì: “Pang jò oh daq khoe lùi, akhoe jah yŏc đeh Yiang Hadròeh ùh?” Wì padreo bàu: “Ùh! Nhèn qnhòq lah tàng doe i Yiang Hadròeh. Phaulô bòch hòm: “Tàng qmang aih Ƀaptem leq pì khoe jah?
2c13030022	Wì doe: “Ƀaptem da Jon aih.”
2c13040095	Phaulô doe: “Ƀaptem da Jon aih ƀaptem da kan loq raxach dèh ka yiniq lui, rai thê wì lùi Mangai ma trùh atìq ka haq, aih lùi Chuaq Jesus.
2c13050045	Wì tàng qmang aih, wì hi broq ƀaptem canòm ka yiniq Chuaq Jesus.
2c13060071	Jò Phaulô roh tì ta chac wì haq, Yiang Hadròeh loh ta wì haq, am wì haq capoch bàu qnoeq xam bàu pajàu.
2c1307002c	Dìq ka wì aih jah ta mòeq jàt baiq ngai.
2c130800a7	Phaulô mùt ta hnim tagop qyoh, ta piq khê haq ùh hòq qmòe ka hnài wì ta aih, mahnu ka wì loq bàc trong da Diac Plình đòeq hu pariaq mangai ma tamàng haq.
2c130900ef	Mahaq ta aih i qnah ngai cadoq manoh, wì tàih đac ùh waq lùi, enh ngèa phù cròng wì haq tapoch halê trong Boc Plình, aih ìq Phaulô majah hi lah rađeh, tagop deh crài mangai ma tiaq hŏc, rìm hì haq hnài ta truàng Tiranu.
2c130a0079	Ƀaiq hanam qmang aih, rìm ngai oe ta cròng Asi, yac ka mangai Juđa, yac ka mangai Gorec, dìq tàng trong Boc plình.
2c130b0038	Boc Plình broq bàc bìac halac anòe tì kŏng Phaulo,
2c130c0087	wì yŏc mù yŏc eo haq ma khoe caxùnh taqmàn ka ƀài mangai ùh hrŏc, dìq ka wì aih loh ka jah brêh, jah paclaih enh kiac dù.
2c130d00ea	I bài mangai Juđa, lam dudan enh gùng kô trùh gùng tau, wì haq patìah rađeh canòm yiniq Chuaq Jesus đòeq drùh qnoh kan kiac, wì doe: “Au canòm ka Yiniq Chuaq Jesus, aih la mangai Phaulô ma hnài, au thê gè loh beq!
2c130e006d	Tapèh ngai ma broq qmang aih dìq kon calô da Sêwa, haq aih hanoh mangai broq pajàu kàn ta mangai Juđa.
2c130f006e	I mòeq hì, kiac dù tèu bàu: Chuaq Jesus, au loq, Phaulô aih cabô au hadai loq, mahaq pì kô ìq cabô?
2c131000ad	Mangai kiac ma rùp aih, glàm ta wì aih, haq blêq dŏng wì, haq jêh pani rachùq wì, wì habau habùa dŏng tachac, loh qmòe ka cadàu qmòe rahòng khoe ka hnim aih.
2c13110087	Jò mangai Juđa xam mangai Gorec rìh oe ta Êphêsô hìa qmang aih, wì yùq crè dìq jaq, yiniq Chuaq Jesus jah dèch ka haqnhèq.
2c1312005e	Bàc ngai ma khoe lùi, lam paqnoh dèh yiniq lui, anoe dŏng rìm trong wì haq ma khoe broq.
2c13130090	Bàc ngai adroe ka aih broq pajàu tadreo aràng bùh dèh hset enh ngèa ka phù cròng, wì boq hset aih tàng tech jah padam mùan hliac bac.
2c1314003e	Qmang aih, Bàu lem hlàng hangai jàp jìa rai èh rai cajap.
2c131500b5	Atìq ka ƀài yiniq aih, Phaulô enh pagat trong gùng Maxêđoan xam Achai đòeq hu lam ta Jêrusalem. Haq doe: “Jò au khoe hmàih ta aih, au hadai ep lam hmàih ta Rôma diq.
2c1316007a	Haq thê Timôthê xam Êrat, aih baiq ngai ma wiang ti haq chônh lam ta Maxêđoan, cla haq oe raq ta Asi biaq hì hòm.
2c13170033	Jò aih i kan manhài kàn enh tablêq ka Bàu lem.
2c131800a6	I mòeq ngai thòq ƀac yiniq haq aih Đêmêtriu, haq yŏc ƀac broq loh radua qmù kiac cadrì Đi-an, broq ka bàc ngai thòq ma patìh ka haq jah bàc kùng hang,
2c1319005e	haq gop ƀài wì aih, haq doe: “Oh daq bèn loq, bèn jah padrŏng kan enh bìac abroq kô,
2c131a00ce	pi hadai hnoq, hadai tàng, ùh xài toq ta Êphêsô, mahaq ten dìq hloe ka cròng Asi, Phaulô padô broq ka bàc ngai khoe tawìh manoh, haq doe kiac loh enh tì kŏng kon mangai aih dìq ùh xài kiac.
2c131b0101	Ùh xài bèn toq yùq ka yiniq abroq da bèn kô èh wì loq halê, mahaq bèn hadai yùq ka hnim kùh waiq da Đi-an kiac cadrì kàn kaiq kô èh wì loq jù đac, èh kan ranhòm kiac cadrì da bèn oe tagùng Asi xam dìq crŏng taneh kô loq lùch.”
2c131c0089	Tàng toq aih bàu, tagrùang qmòe wì plôh nòeh, wì cachech cadêh: “Kàn oe i jaq cleq Đi-an kiac cadrì da mangai Êphêsô.”
2c131d00bb	Dìq ka Êphêsô loh dŏng ka manhài, wì rùp Gai-ut xam Aritac, mangai gùng Maxêđoan, wa aih hanoh lam pajùm ti Pahulô, mòeq manoh ka dabau wì hua wa aih qmùt ta hnim kon hat.
2c131e0055	Phaulô enh cla rađeh loh yòng enh ngèa wì ta aih, mahaq mangai tiaq hŏc ùh am.
2c131f0068	Èh hadai i ƀài cwan kàn ta Asi aih bua haq, thê mangai lam doe ka haq ùh dùh lam ta hnim kon hat.
2c1320009c	Qnah ngai cajiah qmang kô, qnah ngai cachech qmang tau, nòe wì tagop loh ka tagrùang, bàc ngai ùh qnì hagleq rađeh majah wiang lam tagop dèh tacô.
