0100000009	創世記
12110f003d	那麼，我的希望在哪裡？ 誰能看到我的希望？
1211100040	我的希望會跟我下到陰間， 與我同歸塵土嗎？」
121201001e	書亞人比勒達回答說：
1212020046	「你要狡辯到何時呢？ 你先想清楚，然後我們再談。
121203003a	為何你把我們當作牲畜， 把我們視為蠢貨？
1212040062	你這氣得要撕碎自己的人， 大地會因你而荒涼嗎？ 磐石會因你而挪移嗎？
1212050037	「惡人的光必熄滅。 他的火焰不再閃耀。
1212060037	他帳篷中燈光暗淡， 他上面的燈熄滅了。
1212070046	惡人強勁的步伐變得蹣跚， 他必被自己的陰謀所害。
1212080022	他自陷網羅， 步入圈套。
1212090037	套索纏住他的腳跟， 網羅緊緊地罩住他。
12120a003d	土裡埋著絆他的繩索， 路上有陷阱等待著他。
12120b0031	恐懼四面籠罩著他， 步步緊追著他。
12120c0031	他餓得氣力衰竭， 災禍隨時臨到他。
12120d0040	疾病侵蝕他的皮肉， 可怕的死亡吞噬他的肢體。
12120e0037	他被拖出安穩的帳篷， 被押到冥王那裡。
12120f003d	他的帳篷燃燒著烈焰， 他的居所撒滿了硫磺。
1212100034	他下面的根莖枯乾， 上面的枝子枯萎。
1212110037	他從世上銷聲匿跡， 無人記得他的名字。
121212003d	他從光明中被趕入黑暗， 他被逐出這個世界。
121213003d	他在本族中無子無孫， 他所居之地無人生還。
121214003d	他的下場令西方的人震驚， 令東方的人戰慄。
1212150046	這就是不義之人的歸宿， 不認識上帝之人的下場。」
1213010012	約伯回答說：
121302003d	「你們要折磨我多久？ 用言語壓碎我到何時？
1213030040	你們侮辱我已有十次之多， 苦待我也不以為恥。
1213040031	即使我真有過錯， 也由我獨自承擔。
1213050040	你們若真要妄自尊大， 利用我的恥辱來指責我，
121306003a	也該知道是上帝冤枉了我， 用網羅套住我。
121307003d	我喊冤，卻無人回應； 我呼救，卻不見公道。
1213080049	上帝築起牆壘，阻斷我的路， 祂使黑暗籠罩我的路途。
1213090034	祂剝去我的榮耀， 摘走我頭上的冠冕。
12130a0058	祂從四面攻擊我，直到我消逝； 祂把我的希望像樹一樣連根拔除。
12130b0028	祂向我發烈怒， 視我為仇敵。
12130c0056	祂的大軍蜂擁而來， 築起圍城坡道攻擊我， 在我帳篷四周紮營。
12130d0040	「祂使我的弟兄遠離我， 我的熟人完全背棄我。
12130e0031	我的親屬離開我， 我的摯友忘記我。
12130f0043	我的客人和婢女都視我如陌路， 把我當作外族人。
1213100049	我呼喚僕人，他卻不回應； 我開口哀求，他也不理睬。
121311003a	我妻子厭惡我的氣息， 我的手足都嫌棄我。
1213120040	連小孩子都鄙視我； 我一出現，他們就嘲笑我。
1213130037	我的密友都憎惡我， 我愛的人也反對我。
121314003d	我瘦得只剩下皮包骨， 我離死亡僅一線之隔。
1213150052	「我的朋友啊，可憐我吧！可憐我吧！ 因為上帝的手擊打我。
1213160049	你們為何像上帝一樣逼我？ 為何吃了我的肉還不滿足？
1213170034	但願把我的話寫下來， 記錄在書卷上，
1213180037	用鐵筆和鉛鐫刻在磐石上， 直存到永遠。
121319003d	我知道我的救贖主活著， 最後祂必站在地上。
12131a003a	我的皮肉雖然要朽爛， 但我必活著見上帝。
12131b0044	我要親自見祂， 我要親眼見祂。 我心中充滿渴望！
12131c0037	你們說禍根在我身上， 還想繼續迫害我。
12131d006e	你們自己應當畏懼刀劍， 因為烈怒會帶來刀劍的懲罰， 那時你們將知道有審判。」
121401001b	拿瑪人瑣法回答說：
1214020037	「我感到煩躁不安， 心中有話不吐不快。
121403003d	我聽見侮辱我的斥責， 我的理智催促我回答。
1214040043	難道你不知道嗎？從古至今， 自從世上有人以來，
1214050043	惡人得勢不會長久， 不信上帝者的快樂轉瞬即逝。
121406002e	雖然他傲氣沖天， 把頭挺到雲端，
121407004f	終必如自己的糞便永遠消亡， 見過他的人都不知他在何處。
1214080046	他如夢消逝，蹤影杳然； 如夜間的異象，飛逝而去。
1214090043	見過他的人不會再見到他， 他將從家鄉消失無蹤。
12140a0043	他的兒女要向窮人乞憐， 他要親手償還不義之財。
12140b0037	他的筋骨依然強健， 卻要隨他葬入塵土。
12140c0031	「他以邪惡為甘飴， 將其藏在舌下，
12140d001f	含在口中， 慢慢品味。
12140e0034	這食物在腹中變質， 變成了蛇的毒液。
12140f0043	他要吐出所吞下的財富， 上帝要倒空他腹中之物。
1214100031	他吸吮蛇的毒液， 被蛇的舌頭害死。
121411002a	他無法享用流淌不盡的奶與蜜。
121412003d	他留不住勞碌的成果， 無法享用所賺的財富。
1214130034	他欺壓、拋棄窮人， 強佔他人的房屋。
1214140031	他貪慾無度， 不放過任何喜愛之物。
1214150034	他吞掉一切所有， 他的福樂不能長久。
1214160040	他在富足時將陷入困境， 各種災禍將接踵而至。
121417003d	上帝的怒火如雨降在他身上， 填滿他的肚腹。
121418002b	他躲過了鐵刃， 卻被銅箭射穿。
1214190056	利箭穿透他的後背， 閃亮的箭頭刺破他的膽囊， 恐怖籠罩著他。
12141a005c	他的財寶消失在幽冥中， 天火要吞噬他， 焚毀他帳篷中殘留的一切。
12141b0037	天要揭露他的罪惡， 地要站出來指控他。
12141c003d	在上帝發烈怒的日子， 洪流將席捲他的家產。
12141d004c	這便是上帝給惡人的歸宿， 是上帝讓他們承受的結局。」
1215010012	約伯回答說：
1215020034	「你們仔細聽我說， 便是給我的慰藉。
1215030037	請容忍我把話說完， 之後任憑你們嘲笑。
1215040031	我豈是向人抱怨？ 我有理由不耐煩。
1215050037	你們看到我會大吃一驚， 嚇得用手掩口。
1215060037	我一想到自己，就心驚膽戰， 渾身發抖。
1215070034	為何惡人活著，得享長壽， 勢力強大？
1215080040	他們的兒孫圍繞膝前， 他們得見後代茁壯成長。
1215090037	他們家中平安無懼， 他們不被上帝杖打。
12150a003d	他們的公牛繁殖力強， 他們的母牛從不掉胎。
12150b0040	他們讓孩童像羊群一樣走到戶外， 盡情地歡跳。
12150c0040	他們伴著鈴鼓和豎琴歌唱， 在笛聲中歡喜不已。
12150d002b	他們一生幸福， 安然下到陰間。
12150e0046	他們對上帝說，『離開我們， 我們不想學習你的道。
12150f0049	全能者是誰，竟要我們事奉祂？ 向祂禱告有何益處？』
1215100058	看啊，他們的幸福不在他們手中； 因此，我決不苟同他們的謀劃。
121511005f	「惡人的燈何曾熄滅？ 災難何曾臨到他們？ 上帝何曾發怒使他們受苦？
1215120040	他們何曾像風中的碎稭， 像被暴風捲去的糠秕？
121513007a	你們說上帝會把懲罰留給他們的兒女， 我認為不如報應在他們本人身上， 讓他們親自領教。
1215140049	願他們親眼看見自己滅亡。 願他們喝下全能者的烈怒。
1215150046	因為他們的歲月一旦度盡， 又怎會關心身後的家人？
1215160043	「上帝既審判身居高位者， 誰還能傳授知識給祂？
1215170034	有人至死仍充滿活力， 盡享平靖安逸。
1215180022	他營養充足， 骨骼健壯。
121519003a	有人至死心中苦痛， 從未嘗過幸福的滋味。
12151a002b	二者都埋入塵土， 被蛆蟲覆蓋。
12151b003a	我知道你們的想法， 並那些冤枉我的詭計。
12151c0052	你們問，『權貴的房子如今何在？ 惡人住的帳篷今在何方？』
12151d003d	難道你們沒有問過旅客， 不接受他們的說法？
12151e0049	就是惡人在災難之日倖存， 在上帝發怒之日得以逃脫。
12151f0049	誰會當面斥責他們的惡行， 因其所作所為而報應他們？
1215200034	他們被抬入墳墓後， 還有人看守墓地。
121521004c	他們在谷中的沃土安息， 送葬的人前擁後隨，不計其數。
1215220043	你們的空談怎能安慰我？ 你們的回答純屬荒謬。」
121601001e	提幔人以利法回答說：
1216020043	「人對上帝能有何益處？ 即使智者對祂又有何益？
121603004c	全能者豈會因你為人公義而喜悅， 因你行為純全而獲利？
1216040030	祂豈會因你敬虔而責備你、審判你？
121605002b	你豈不是罪惡深重， 過犯無數？
121606005b	你無故強取弟兄的物品作抵押， 剝去貧寒者的衣服，任其赤身露體。
121607003a	你不給疲乏的人水喝， 不給饑餓的人食物。
121608002b	土地歸了權貴， 只讓顯要佔有。
1216090037	你讓寡婦空手而去， 你打斷孤兒的臂膀。
12160a0037	因此你周圍佈滿網羅， 恐懼突然籠罩你。
12160b002e	黑暗遮掩你的視線， 洪水淹沒你。
12160c0049	「上帝豈不在高天之上嗎？ 看，天上的星宿何其高遠！
12160d0049	你卻說，『上帝知道什麼？ 祂怎能穿透幽暗施行審判？
12160e003a	當祂在穹蒼巡弋時， 密雲擋住祂的視線。』
12160f0037	難道你要走惡人的古道， 步他們的後塵？
1216100043	他們死期未到便已夭逝， 他們的根基被洪濤捲走。
121611004f	他們對上帝說，『離開我們吧！ 全能者能把我們怎麼樣？』
121612005b	然而，是上帝把美物充滿他們的家； 因此，我決不苟同他們的謀劃。
1216130043	義人看見他們的結局便歡喜， 無辜者見了便嘲笑，
121614004f	說，『我們的仇敵果然被剷除， 他們的財產已被火吞噬。』
1216150040	「你要順從上帝，與祂和好， 福樂就會臨到你。
1216160037	你要接受祂的教誨， 把祂的話謹記在心。
1216170058	你若歸向全能者，就必得到恢復。 你若將罪惡從帳篷中遠遠趕走，
1216180049	將金子扔進塵土， 將俄斐的金子丟在佈滿石頭的溪谷，
121619003d	全能者必成為你的金子， 成為你珍貴的銀子。
12161a0040	那時，你必以全能者為樂， 你必抬頭仰望上帝。
12161b0040	你向祂禱告，祂必垂聽， 你必向祂還所許的願。
12161c003d	你想做的事都會成功， 必有光照亮你的道路。
12161d0058	人遭貶抑時，你說，『他們太高傲了。』 上帝拯救眼目低垂的人。
12161e004c	祂甚至會解救有罪之人， 他們必因你的手清潔而獲救。」
1217010012	約伯回答說：
1217020046	「我的哀訴至今充滿苦楚， 祂的責罰使我呻吟不止。
1217030046	但願我知道何處能尋見上帝， 知道怎樣去祂的居所。
1217040043	我好在祂面前陳明案情， 滔滔不絕地為自己申辯；
1217050037	我好知道祂的答覆， 明白祂對我說的話。
1217060049	祂會用大能與我爭辯嗎？ 不會的，祂會垂聽我的申訴，
1217070043	允許正直的人與祂理論， 審判者會讓我永遠脫罪。
121708004f	「然而，我去東邊，祂不在那裡； 我到西邊，也找不到祂。
121709004f	祂在北邊工作，我看不見祂； 祂轉到南邊，我也看不見祂。
12170a0043	但祂知道我的一舉一動， 我被祂試煉後必如純金。
12170b003a	我緊隨祂的腳步， 持守祂的道，沒有偏離。
12170c0055	我沒有違背祂口中的誡命， 我珍視祂的話語勝過我日用的飲食。
12170d0043	祂獨行其事，誰能阻擋祂？ 祂按自己的意願行事。
12170e0049	祂在我身上的計劃必然實現， 祂還有許多這樣的計劃。
12170f0055	所以，我在祂面前驚恐不安。 我想起這一切，便對祂充滿恐懼。
121710003a	上帝使我心驚膽戰， 全能者使我驚恐不安。
1217110049	然而，我不會因為置身黑暗， 被幽暗籠罩而緘默不言。
1218010055	「全能者為何不定下審判的日期？ 為何認識祂的人要空等一場？
121802002e	惡人挪移界石， 搶奪羊群去牧養。
121803003a	他們牽走孤兒的驢， 強取寡婦的牛作抵押。
1218040043	他們把貧民趕離正路， 地上的窮人被迫東躲西藏。
1218050049	窮人如荒漠中的野驢， 在荒地殷勤覓食，給兒女糊口。
1218060037	他們割田間的草料， 摘惡人剩餘的葡萄。
1218070037	他們整夜赤身露體， 沒有被子可以禦寒。
1218080034	他們被山雨澆透， 只能在巖石下棲身。
1218090046	惡人奪去寡母懷中的孤兒， 強取窮人的孩子作抵押，
12180a003a	使他們赤身露體地流浪， 餓著肚子扛禾捆。
12180b004f	他們在惡人的橄欖林中榨油， 在酒池踩踏，卻受乾渴之苦。
12180c0056	城中傳來垂死之人的呻吟， 受傷者不斷呼救， 上帝卻置之不理。
12180d004d	「有人與光明為敵， 不認識光明之道， 也不走光明之路。
12180e0041	兇手黎明起來， 殺害貧苦的人， 夜晚又去做賊。
12180f0059	姦夫的眼睛盼著黃昏， 心想，『沒人會看見我』， 並把臉蒙起來。
1218100047	盜賊夜間挖牆行竊， 日間躲藏起來， 不想認識光明。
1218110040	因為他們把暗夜當白晝， 他們熟知暗夜的恐怖。
1218120056	「惡人如水上的泡沫。 他們的產業被咒詛， 無人踏足其葡萄園。
1218130037	陰間吞噬犯罪之人， 如同乾熱吞噬融雪。
1218140078	他們的生母忘記他們， 蟲子在他們身上飽餐。 沒有人再記得他們， 惡人像樹木一樣折斷。
1218150034	他們惡待不育的婦人， 毫不善待寡婦。
1218160043	但上帝用大能擄走權貴， 他們再強大也難保性命。
1218170040	上帝讓他們暫享安逸， 但他們逃不過祂的眼睛。
1218180071	他們一時得勢，轉瞬消逝； 他們淪為卑賤，像其他人一樣滅亡， 像麥穗一樣被割掉。
121819004c	我說的都是實情，誰能否認？ 誰能證明我的話是空談？」
