2800000009	Mattheüs
2c050a00ac	En zij viel terstond voor zijn voeten en gaf den geest; en de jongelingen binnengekomen zijnde vonden haar dood, en droegen haar naar buiten en begroeven haar bij haar man.
2c050b0050	En een groote vrees kwam over de geheele gemeente en over allen die dit hoorden.
2c050c008c	Door de handen der Apostelen nu geschiedden veel teekenen en mirakelen onder het volk, en allen waren eensgezind in de gaanderij van Salomo.
2c050d0057	Doch niemand van de anderen durfde zich bij hen voegen, maar het volk verhief hen zeer.
2c050e0065	En steeds meer geloovigen werden den Heere toegevoegd, een menigte zoowel van mannen als van vrouwen,
2c050f00ac	zoodat men zelfs de kranken naar de straten uitdroeg en nederleide op bedden en matrassen, opdat, als Petrus kwam, ten minste zijn schaduw iemand van hen zou overschaduwen.
2c0510008f	Ook de schare van de rondom liggende steden kwam naar Jerusalem, brengende kranken en door onreine geesten gekwelden, die allen werden genezen.
2c05110078	Maar de hoogepriester stond op, en allen die met hem waren (de sekte der sadduceërs), en werden vervuld met nijdigheid,
2c0512004f	en sloegen de handen aan de Apostelen en zetten hen in een openbare gevangenis.
2c05130063	Maar een engel des Heeren opende des nachts de deuren der gevangenis en leidde hen er uit en zeide:
2c05140057	Gaat heen, en staat, en spreekt in den tempel tot het volk al de woorden van dit leven!
2c051500ed	Zij nu hoorden dit en gingen tegen den morgen naar den tempel en leerden. En de hoogepriester kwam, en die met hem waren, en riep den Raad te zamen en al de oudsten der kinderen Israëls; en zij zonden naar de gevangenis om hen te halen.
2c05160075	Doch de dienstknechten, die kwamen, vonden hen in de gevangenis niet; en zij keerden terug en boodschapten, zeggende:
2c05170094	De gevangenis vonden wij met alle verzekerdheid gesloten, en de wachters staande aan de deuren, maar die geopend hebbende vonden wij niemand binnen!
2c051800a0	Toen nu de hoogepriester en de hoofdman des tempels, en de overpriesters deze woorden hoorden, waren zij in verlegenheid over hen, wat er toch van worden mocht!
2c0519007f	Maar iemand kwam hun boodschappen: Ziet, de mannen die gij in de gevangenis gezet hebt, staan in den tempel het volk te leeren!
2c051a0082	Toen ging de hoofdman met de dienaren heen en haalde hen, zonder geweld, want zij vreesden het volk, om niet gesteenigd te worden.
2c051b005c	En hen gehaald hebbende stelden zij hen in den Raad, en de hoogepriester vroeg hun zeggende:
2c051c00a7	Hebben wij u niet streng bevolen in dezen Naam niet te leeren, en ziet, gij hebt Jerusalem met uw leer vervuld en gij wilt over ons het bloed van dien mensch brengen!,
2c051d005f	Maar Petrus en de Apostelen antwoordden en zeiden: Men moet Gode meer gehoorzamen dan menschen;
2c051e005f	de God onzer vaderen heeft Jezus opgewekt, dien gij omgebracht hebt, Hem hangende aan een hout;
2c051f008d	dezen heeft God tot een Vorst en Verlosser door zijn rechterhand verhoogd, om boetvaardigheid en vergiffenis van zonden aan Israël te geven;
2c0520007a	en wij zijn getuigen van deze dingen, en ook de Heilige Geest, dien God gegeven heeft aan degenen die Hem gehoorzaam zijn.
2c0521004e	Toen zij dit nu hoorden werden zij woedend en beraadslaagden om hen te dooden.
2c052200a9	Maar een zeker fariseër stond op in den Raad, genaamd Gamaliël, een leeraar der wet, gezien bij het geheele volk, en gebood dat men de mannen wat zou doen buiten gaan.
2c05230078	En hij zeide tot hen: Gij Israëlitische mannen, past op voor u zelven, met het oog op deze menschen, wat gij gaat doen!
2c052400e1	Want vóór deze dagen stond Theudas op, die van zich zelven zeide dat hij heel wat was, wien een getal van omtrent vierhonderd man aanhing; en hij is omgebracht, en allen die hem volgden zijn verstrooid en tot niet gebracht.
2c052500a0	Na hem stond Judas de Galileër op, in de dagen der opschrijving, en trok veel volks achter zich; ook hij is omgekomen en allen die hem volgden zijn verstrooid.
2c0526008a	En nu zeg ik u: Onthoudt u van deze menschen, en laat ze begaan; want is deze raad of dit werk uit menschen, dan zal het verbroken worden;
2c0527007b	maar is het uit God, dan kunt gij dat niet verbreken, opdat gij niet misschien bevonden zoudt worden tegen God te strijden!
2c05280095	En zij luisterden naar hem, en riepen de Apostelen binnen en geeselden hen, en geboden hun niet te spreken in den Naam van Jezus, en lieten hen gaan.
2c05290071	Dezen nu gingen verheugd van voor den Raad, verblijd dat zij waardig geacht waren voor dien Naam smaad te dragen.
2c052a006f	Den geheelen dag nu hielden zij in den tempel en bij de huizen niet op te leeren en Jezus Christus te prediken.
2c060100bc	In die dagen nu, toen de discipelen vermenigvuldigden, ontstond er een murmuratie van de Hellenisten tegen de Hebreërs, dat hun weduwen bij de dagelijksche bediening werden voorbijgezien.
2c06020091	De twaalven nu riepen de menigte der discipelen bijeen en zeiden: Het is niet behoorlijk dat wij het woord Gods verzuimen om tafelen te bedienen;
2c06030096	ziet daarom uit, broeders! naar zeven mannen uit u, van goed getuigenis, vol van den Heiligen Geest en wijsheid, die wij stellen zullen over dit werk;
2c06040044	wij zullen dan volharden in het gebed en in de bediening des woords.
2c060500e2	En dit woord behaagde aan de geheele menigte, en zij verkozen Stefanus, een man vol van geloof en van den Heiligen Geest, en Filippus, en Prochorus, en Nikanor, en Timon, en Parmenas, en Nikolaas, een proseliet van Antiochië,
2c0606005b	die zij voor de Apostelen stelden; en als deze gebeden hadden, leiden zij hun de handen op.
2c06070099	En het woord Gods vermeerderde, en het getal der discipelen in Jerusalem nam zeer toe, en een groote schare der priesters werd gehoorzaam aan het geloof.
2c06080058	Stefanus nu, vol van genade en kracht, deed groote mirakelen en teekenen onder het volk.
2c060900af	En sommigen stonden op van de synagoge, genaamd der Libertijnen, en der Cyreneërs, en der Alexandrijnen, en van die uit Cilicië en Asië waren, en redetwistten met Stefanus;
2c060a0049	en zij konden de wijsheid en den Geest niet wederstaan waarmede hijsprak.
2c060b0071	Toen stookten zij mannen op, die zeiden dat zij hem lasterlijke woorden hadden hooren spreken tegen Mozes en God.
2c060c0093	En zij brachten het volk in oproer, met de oudsten en de schriftgeleerden en zij overvielen hem en sleepten hem mede en brachten hem voor den Raad,
2c060d007e	en zij stelden valsche getuigen, die zeiden: Deze mensch houdt niet op woorden te spreken tegen deze heilige plaats en de wet;
2c060e0099	want wij hebben hem hooren zeggen dat die Jezus de Nazarener deze plaats zal verwoesten en de gewoonten zal veranderen, die Mozes ons heeft overgeleverd!
2c060f0068	En allen die in den Raad zaten, keken hem aan en zagen zijn aangezicht als het aangezicht van een engel.
2c07010028	En de hoogepriester zeide: Is dit alzoo?
2c070200a4	En Stefanus zeide: Mannen broeders en vaders, luistert! De God der glorie verscheen aan onzen vader Abraham, die in Mesopotamië was, vóórdat hij in Haran woonde,
2c07030061	en zeide tot hem: Ga uit uw land, en uit uw familie, en kom naar het land dat Ik u zal aanwijzen.
2c070400a2	Toen ging hij uit het land der Chaldeërs en woonde in Haran; en vandaar, nadat zijn vader gestorven was, deed God hem verhuizen naar het land dat gij nu bewoont.
2c070500ac	En Hij gaf hem geen erfdeel daarin, zelfs geen voet gronds, en beloofde hem dit tot een erfdeel te zullen geven, en aan zijn nakomelingen na hem, terwijl hij geen kind had.
2c07060097	En God sprak alzoo, dat zijn nakomelingschap vreemd zou zijn in een vreemd land en dat zij het zouden dienstbaar maken en mishandelen vierhonderd jaar.
2c0707007e	En het volk, dat zij zullen dienen, zal Ik oordeelen, sprak God, en daarna zullen zij uittrekken en Mij dienen in deze plaats.
2c070800a0	En Hij gaf hem het verbond der besnijdenis; en alzoo gewon hij Isaäk en besneed hem op den achtsten dag; en Isaäk gewon Jakob, en Jakob de twaalf aartsvaders.
2c0709004a	En de aartsvaders waren jaloersch van Jozef en verkochten hem naar Egypte.
2c070a00c3	En God was met hem en verloste hem uit al zijn verdrukkingen, en gaf hem gunst en wijsheid voor Farao, den koning van Egypte, en stelde hem tot een heerscher over Egypte en over geheel zijn huis.
2c070b0078	Er kwam nu een hongersnood over geheel Egypte en Kanaän, en een groote verdrukking, en onze vaders vonden geen voedsel.
2c070c0065	Doch toen Jakob gehoord had dat er koorn was in Egypte, zond hij onze vaders voor de eerste maal uit.
2c070d0069	En de tweede maal werd Jozef aan zijn broeders bekend, en het geslacht van Jozef werd aan Farao openbaar.
2c070e0064	Jozef nu zond heen om Jakob, zijn vader, te halen, en het geheele geslacht, vijf en zeventig zielen.
2c070f003b	En Jakob kwam af naar Egypte; en hij stierf en onze vaders,
2c07100090	en zij werden overgebracht naar Sichem, en begraven in het graf dat Abraham voor een somme gelds had gekocht van de zonen van Heinor, in Sichem.
2c0711007e	Maar als nu de tijd der belofte naderde, die God aan Abraham met eede beloofd had, nam het volk toe en vermeerderde in Egypte,
2c0712004b	totdat er een andere koning over Egypte opstond, die Jozef niet had gekend.
2c0713009e	Deze ging listig te werk met ons geslacht, en mishandelde onze vaders, zoodat zij hun pasgeboren kinderen moesten wegdoen, opdat zij niet zouden voortplanten.
2c07140077	In dien tijd werd Mozes geboren, en hij was Gode aangenaam; hij nu werd drie maanden opgevoed in het huis zijns vaders.
2c0715006c	Maar toen hij weggedaan, was nam de dochter van Farao hem op, en voedde hem op voor zich zelve tot een zoon.
2c07160064	En Mozes werd onderwezen in alle wijsheid der Egyptenaars, en was machtig in zijn woorden en werken.
2c07170077	Toen hij nu veertig jaar oud geworden was, kwam het in zijn hart op om zijn broeders, de kinderen Israëls te bezoeken.
2c0718006f	En toen hij iemand onrecht zag aandoen, beschermde hij hem en wreekte den verdrukte en versloeg den Egyptenaar.
2c0719007e	En hij meende dat zijn broeders zouden verstaan dat God door zijn hand hun verlossing zou geven; maar zij verstonden het niet.
2c071a00a3	En den volgenden dag kwam hij bij eenigen die twist hadden, en hij drong hen tot vrede, zeggende: Mannen, gij zijt broeders! waarom doet gij malkander onrecht aan?
2c071b0077	Maar hij, die zijn naaste onrecht deed, stiet hem weg en zeide: Wie heeft u aangesteld tot overste en rechter over ons?
2c071c0055	Gij wilt mij toch niet ombrengen, zooals gij gisteren den Egyptenaar hebt omgebracht?
2c071d006f	Op dat woord nu nam Mozes de vlucht, en hij werd een vreemdeling in het land Midian, waar hij twee zonen gewon.
2c071e0086	En toen er veertig jaar verloopen waren, verscheen hem in de woestijn van den berg Sinaï een engel in de vuurvlam van een braambosch.
2c071f008a	Toen Mozes nu dit zag verwonderde hij zich over het visioen, en toen hij naderbij kwam om dat te bezien, sprak de stem des Heeren tot hem:
2c07200075	Ik ben de God uwer vaderen, de God van Abraham en van Isaäk en van Jakob! En Mozes beefde en durfde het niet bezien.
2c07210070	De Heere nu zeide tot hem: Doe de schoenen af van uw voeten, want de plaats, waarop gij staat, is heilige grond!
2c072200b2	Ik heb zeer wel de verdrukking gezien van mijn volk in Egypte, en hun zuchten heb Ik gehoord, en Ik ben nedergekomen om hen te verlossen; en nu, kom, u zal Ik naar Egypte zenden!
2c072300dc	Dezen Mozes, dien zij verworpen hadden, zeggende: Wie heeft u tot overste en rechter aangesteld? — dezen heeft God gezonden tot overste en verlosser onder leiding van den engel die hem was verschenen in den braambosch.
2c0724007d	Deze heeft hen uitgeleid, mirakelen en teekenen doende in Egypteland en in de Roode Zee en in de woestijn, veertig jaar lang.
2c07250088	Deze is die Mozes die tot de kinderen Israëls sprak: Een profeet zal God u verwekken uit uw broeders, zooals mij; dien zult gij hooren.
2c072600aa	Deze is het, die in de vergadering in de woestijn met den engel was, die tot hem sprak op den berg Sinaï en met onze vaders; die levende woorden ontving om ons te geven;
2c07270071	wien onze vaders niet wilden gehoorzaam zijn, maar zij verwierpen hem en keerden in hun harten weder naar Egypte,
2c0728009d	en zeiden tot Aäron: Maak ons goden, die vóór ons heengaan; want die Mozes, die ons uit het land Egypte geleid heeft, wij weten niet wat hem overkomen is!
2c0729007d	En zij maakten een kalf in die dagen en brachten een offerande aan den afgod, en waren vroolijk over de werken hunner handen.
2c072a00ed	Maar God keerde zich om en gaf hen over om het heirleger des hemels te dienen, zooals geschreven is in het boek der profeten: Aan Mij hebt gij toch geen slachtoffers en offerande gebracht, veertig jaar in de woestijn, o huis van Israël?
2c072b00c0	Hebt gij niet zelfs den tabernakel van Moloch en de ster van den God Remfan opgenomen, de beelden die gij gemaakt hebt om te aanbidden? Ik zal u ook wegvoeren naar de andere zijde van Babylon!
2c072c00ab	Onze vaders hadden den tabernakel der getuigenis in de woestijn, zooals Hij had bevolen, die tot Mozes zeide, dat hij dien maken zou naar het voorbeeld dat hij gezien had.
2c072d00b4	En dien namen ook onze vaderen en brachten hem met Josua in het land dat de heidenen bezaten, die God verdreven heeft voor het aangezicht onzer vaderen, tot de dagen van David toe.
2c072e005b	Deze vond genade voor Gods aangezicht en begeerde een woning te vinden voor den God Jakobs.
2c072f001e	En Salomo bouwde Hem een huis.
2c07300059	Maar de Allerhoogste woont niet in hetgeen met handen gemaakt is, zooals de profeet zegt:
2c07310095	De hemel is mijn troon en de aarde een voetbank mijner voeten! Welk huis zoudt gij Mij bouwen? zegt de Heere, — of welke is de plaats mijner ruste?
2c07320027	Heeft niet mijn hand dit alles gemaakt?
2c0733007f	Hardnekkige en onbesnedenen van hart en ooren! altijd wederstaat gij den Heiligen Geest, gelijk uw vaders, alzoo ook gijlieden!
2c073400bd	Wien der profeten hebben uw vaders niet vervolgd? — Zij hebben zelfs hen gedood die vooraf spraken van de komst des Rechtvaardigen, van wien gij nu verraders en moordenaars zijt geworden!
2c07350056	gij, die de wet ontvangen hebt, door bemiddeling der engelen, en ze niet hebt bewaard!
2c07360054	Toen zij nu dit hoorden, barstte hun het harte, en zij knarsten de tanden tegen hem.
2c07370088	Maar hij was vol van den Heiligen Geest, en hield de oogen naar den hemel, en zag de glorie Gods en Jezus, staande aan Gods rechterhand;
2c07380063	en hij zeide: Ziet, ik zie de hemelen geopend, en den Zoon des menschen staan aan Gods rechterhand!
2c07390058	Maar zij schreeuwden met luide stem, en stopten hun ooren en vielen eenparig op hem aan.
2c073a0089	En zij wierpen hem de stad uit en steenigden hem. En de getuigen leiden hun kleederen af aan de voeten van een jongeling, genaamd Saulus.
2c073b0052	En zij steenigden Stefanus, die aanriep en zeide: Heere Jezus! ontvang mijn geest!
2c073c00b4	En hij viel op de knieën en riep met een luide stem: Heere! reken hun deze zonde niet toe! — En als hij dit gezegd had, ontsliep hij. — En Saulus stemde mede toe in zijn dood.
2c080100ab	Te dien dage nu ontstond er een groote vervolging tegen de gemeente in Jerusalem; en zij werden allen verstrooid door de landen van Judea en Samaria, behalve de Apostelen.
2c08020052	Eenige godvruchtige mannen nu begroeven Stefanus en maakten grooten rouw over hem.
2c08030088	En Saulus verwoestte de gemeente, daar hij de huizen binnenging, en mannen en vrouwen wegslepende, leverde hij ze over in de gevangenis.
2c0804004d	Zij nu die verstrooid waren, trokken rond terwijl zij het woord verkondigden.
