2800000007	Mathayo
2e050700c5	Mwiyoshe emwe abhene echifwibhya cha kala, koleleki mubhone kubha chilengo chiyaya, koleleki mubhe mukate gunu gutana chifwibhya. Kulwokubha, Kristo, Mwana Kondoo weswe owaipasaka amalile kubhagwa.
2e050800c4	Kulwejo chikole olunaku lukulu lunu lutali na chifwibhya chakala, echifwibhya chajintugwa jimbibhi no bhunyamuke. Nawe chikole olumula no mukate gunu gutana chifwibhya kwo bhulengelesi ne chimali.
2e05090038	Nandikile munyalubha yani ati mutasasikana na bhalomesi.
2e050a00a9	Ntana nsonga ati abhalomesi abhechalo chinu, nolo abhaligisi nolo abhasakusi nolo bhanu abhalamya ebhisusano kwokwikala kula nabho, kulwejo jakabheile musoke kunsi kunu.
2e050b0102	Nawe woli enibhandikila olema okusasikana na wona wona unu katogwa mulawasu nolo muyala wasu mu Kristo, nawe nalama mubhusiyani nolo ali munu muligisi, nolo musakusi, nolo unu kalamya amasusano, nolo omufumi nolo omutamiji. Mutalya nage omunu wa intugwa eyo.
2e050c007c	Kulwejo enifulubhenda atiki okubhalamula bhanu bhalianja ya Ikanisa? Nemwe, emwe mutabhalamuye bhanu bhali munda ya ikanisa?
2e050d005a	Nawe Nyamuanga kabhalamula bhanu bhali anja. “Mumusoshemo omunu omubhibhi agati yemwe”
2e06010086	Omwi mwimwe akabha nomusango no wejabho, natula okugenda mwibhalaja lya bhanu bhatali bhalengelesi okukila okuja imbele ya bhekilisha?
2e06020079	Mutakumenya ati abhekilisha bhalilamula echalo? Labha mulilamula echalo, mutakutula kulamula amagambo ganu gatana nsonga?
2e0603006f	Mutakumenya ati chililamula bhamalaika? Kwa insongaki kukila eyo, echitula okulamula amagambo go bhulame bhunu?
2e06040088	Labha echitula okulamula amagambo go bhulame bhunu, kulwaki omutula okubhasilila amalalamiko imbele ya bhanu bhatakwimelegulu mwikanisa?
2e0605006f	Enaika ganu kunswalo jemwe. Atalio owobhwenge umwi mwimwe owokuta emisango jibhe amwi agati yo omuili no muili?
2e06060096	Nawe kutyo jili woli, omwikilisha umwi kaja mwibhalaja ingulu yo mwikilisha oundi, na malalamiko ago agatulwa imbele yo mulamusi unu atali mwikilisha!
2e0607009b	Echimali nati jilio emisango agati ya bhekilisha ganu galetele jinyanko kwimwe. Kulwaki musige okunyansibhwa kwa mabhibhi? Kulwaki omwikilisha okujigibhwa?
2e06080057	Nawe mwakolele obhunyamuke no kujiga abhandi, nabho nibhamula bhanyu na bhayala bhanyu!
2e060900c4	Mutakumenya ati bhanu bhatali bhalengelesi bhatalilya omwandu gwo bhukama bhwa Nyamuanga? Mutekilisha olubheyi. Abhasiyani, abho abhalamya amasusano, abhalomesi, bhanu abhalosha abhalume bhejabho,
2e060a0069	Abhefi, abhatubhe, abhamywi, abhasakusi, abhafumi, atalio agati yebhhwe unu alilya omwandu gwa Nyamuanga.
2e060b00d7	Nabho agati yebhwe aliga alimwe. Nawe mwamalile kwosibhwa, nawe mwamalile kwaulwa na Nyamuanga, nawe mwakolelwe bhalengelesi imbele ya Nyamuanga mwisina lya Latabhugenyi Yesu Kristo na kwo Mwoyo gwa Nyamuanga weswe.
2e060c0094	“Ebhinu bhyona bhiile kwanye” nawe jitalyati bhuli chinu echinsakila. “Ebhinu bhyona bhiile kwanye,”nawe nitakutungwa nachona chona mwibhyo.
2e060d00c2	“Ebhilyo nikwainda, na inda nikwebhilyo, “nawe Nyamuanga alimalao bhyona. Omubhili gutamogelwe kulwobhulomesi, nawe gwamogelwe kulwa Latabhugenyi, na Latabhugenyi aligufulubhendela omubhili.
2e060e0046	Nyamuanga amusuluye Latabhugenyi eswe ona alichisulula kwa managa gae.
2e060f0087	Mutakumenya ati emibhili jemwe jigwatene na Kristo? omutula atiki okusosha omubhili gwa Kristo mugugwatanya no musiani? Jitakutulikana!
2e0610008a	Mutakumenya ati unu kagwatana no musiani ona abhee mubhili gumwi nage? Lwakutyo elyandiko elyaika, “Abhabhili bhalibha mubhili gumwi.”
2e0611003c	Nawe unu kagwatana na Latabhugenyi kabha nomwoyo gumwi nage.
2e06120098	Mwigagane obhulomesi! Bhuli chibhibhi chinu kakola omunu nianja yo mubhili gwae. Nawe obhulomesi, omunu kakola echibhibhi ingulu yo mubhili gwae omwene.
2e06130095	Mutakumenya ati emibhili jemwe ni nyumba yo Mwoyo Mwelu, unu ekae munda yemwe, unu mwayanilwe okusoka ku Nyamuanga? Mutakumenya ati mutalimwe abhene?
2e06140056	Kulwejo mwagulilwe kwo bhugusi bhunene. Kulwejo mumulamye Nyamuanga kwe mibhili jemwe.
2e07010067	Okulubhana na magambo ganu nabhandikiye: Gulio omwanya guli gwa kisi omulume asige omama no mugasi wae.
2e0702006f	Nawe kulwokusakwa kwamfu kwo bhusiani jiile bhuli mulume abhe no mugasi wae, na bhuli mugasi abhe nomulume wae.
2e07030061	Omulume jimwiile okumuyana omugasi wae agobhutwasi, kutyo kutyo nomugasi ona amuyane omulume wae.
2e07040093	Omugasi atana bhuinga ingulu yo mubhili gwae, tali omulume. Na kutyo kutyo, omulume atana bhuinga ingulu yo mubhili gwae, tali omugasi wae anabhwo.
2e070500de	Mutajaga kwiima mukamama amwi, tali mwikilishanyishe kwo mwanya gwakisi. Mukole kutyo koleleki mubhone omwanya gwo kusabha. Mukamala omutula okusubhilana lindi amwi, Koleleki Shetani ataja kubhalegeja kwo kubhulwa indengo.
2e0706003f	Nawe anaika amagambo ganu bila kulazimisha na gatali chilagilo.
2e070700a7	Enisigombela bhuli umwi akabhee kama anye kutyo nili. Nawe bhuli munu ana echiyanwa chae okusoka ku Nyamuanga. Unu ana echiyanwa chinu, na uliya ana echiyanwa chiliya.
2e07080070	Kubhanu bhatatwawe na bhatumba gasi enaikati, nijakisi kubhene ati bhakasigae bila kutwalwa, lwakutyo anye nili.
2e07090063	Nawe labha bhatakutula kwiganya, jibheile bhatwalwe. Kulwokubha akili okutwalwa bhataja kuligilana.
2e070a0079	Woli kubhanu bhatwawe enibhayana echilagilo, atali anye tali ni Latabhugenyi. “Omugasi ataja kusigana no mulume wae.”
2e070b009e	Nawe labha akasoka kumulume wae, asigale kutyo ataja kutwalwa kala jili kutyo angwane no mulume wae. Na “Omulume atamuyana omugasi wae inyalubha yo kumulema
2e070c00a2	Nawe kubhanu bhasigae, enaika anye ati, atali Latabhugenyi- ati labha alio omuili ali no mugasi atali mwikilisha na ekilisishe okwikala nage, jitamwiile kumusiga.
2e070d005f	Labha omugasi ali no mulume unu atali mwikilisha, na labha ekilisishe okwikala nage, atamusiga.
2e070e00f1	Kumulume unu atali mwikilisha kesibhwa okulubhana ne likilisha lyo mugasi wae. No mugasi unu atali mwikilisha kesibhwa kwa insonga yomulume wae omwikilisha. Kenda bhitali kutyo abhana bhemwe bhakabhee bhatali bhelu, nawe kuchimali bhesibhwe.
2e070f0095	Nawe atekilisishe akagenda nagende. Kulwejo, omulawasu no muyala wasu atakubhwohya ne bhilailo bhyebhwe. Nyamuanga achibhilikiye chikale kwo mulembe.
2e07100077	Oumenya atiki labha omugasi, labha ulimuchungula omulume wao? Angu oumenya atiki labha omulume, alimukisha omugasi wae?
2e071100a3	Bhuli umwi ekale obhulame lwakutyo Latabhugenyi abhagabhiye, bhuli umwi lwakutyo Nyamuanga abhabhilikiye abhene. Bhunu nibhwo obhwisombolo bhwani ku makanisa gona.
2e071200b5	Alio unu aliga atendelwe anu abhilikiwe okwikilisha? Atalegeja okusoshao olunyamo lwo kutendwa kwae. Alio wona wona unu abhilikiwe mukwikilisha achali kutendwa? Jitamwiile kutendwa.
2e07130085	Kulinu abhe atendelwe nolo akabha atatendelwe chitalio chibhibhi. Chinu chili chibhibhi ni kulema okugwata ebhilagilo bhya Nyamuanga.
2e0714005b	Bhuli umwi asigale mukubhilikilwa kwae kutyo aliga anu abhilikiwe na Nyamuanga okwikilisha.
2e07150072	Aliga uli mugaya omwanya gunu Nyamuanga akubhilikiye? Siga okusaswa elyo. Nawe labha outula okwitanya, kola kutyo.
2e071600a2	Kuumwi unu abhilikiwe na Latabhugenyi kuti mugaya ni munu unu ketanya ku Latabhugenyi. Lwakutyo, oumwi unu ketanya anu abhilikiwe okwikilisha ni mugaya wa Kristo.
2e0717004e	Mwamalile kugulwa kwo bhugusi bhunene, kulwejo mutaja kubha bhagaya bha bhanu.
2e07180082	Bhamula bhasu na bhayala bhasu, mubhulame bhwona bhwona bhuli umwi weswe kutyo chabhilikiwe okwikilisha, chisigale lwakutyo chili.
2e071900b2	Woli, bhanu bhona bhachali kutwala, ntana chilagilo okusoka ku Latabhugenyi. Nawe enibhayana obhwiganilisha bhwani kutyo bhuli. Kwe chigongo cha Latabhugenyi, jinu ejiikanyibhwa.
2e071a005c	Kulwejo, eniganilisha kutyo kwa insonga yo kunyansibhwa, nijakisi omulume asigale kutyo ali.
2e071b009c	Ubhoelwe no mugasi kwe chilailo cho bhutwasi? Utaja kwenda kwitanya okusoka mwicho. Uli no kwitanya okusoka ku mugasi angu uchali kutwalwa? Utayenja mugasi.
2e071c00c6	Nawe labha ukatwala, uchali kukola chibhibhi. Nalabha omugasi achali kutwalwa akatwalwa, achali kukola chibhibhi. Bado bhanu abhatwalana abhabhona jinyako jabhuli mbaga. Anye enenda nibhakishe nago.
2e071d008d	Nawe enaikati, bhamula bhasu na bhayala bhasu omwanya ni mufuyi. Okusoka woli no kugendelela, bhanu bhali na bhagasi bhekale kuti bhatanabho.
2e071e00c2	Bhona bhanu bhajubhile bhekole kuti bhaliga bhatajubhile, na bhona bhanu bhakondelewe kuti bhatakondelewe, na bhona bhanu abhagula echinu chona chona, kuti bhachaliga kubha na chinu chona chona.
2e071f007f	Nabhona bhanu abhafulubhenda nechalo, bhabhe kuti bhatakufulubhenda nacho. Kulwokubha ebhyainsi bhyajokinga kubhutelo bhwabhyo.
2e07200093	Enenda mubhe no bhwiyaganyulo munyanko jona. Omulume atakutwala afulubhende ne bhinu bhinu bhimwiile Latabhugenyi, ingulu yo kumukondelesha omwene.
2e0721005d	Nawe omulume unu atwae kafulubhendela amagambo gechalo, ingulu yo kumukondelesha omugasi wae,
2e072200f7	aulene. Omugasi unu atatwawe amwi muyala juma unu kafulubhendela ingulu ye bhinu bhya Latabhugenyi, ingulu yo kwiyaula kubhyomubhili no mwoyo. Nawe omugasi unu atwawe kafulubhenda ingulu ye bhinu bhya kuchalo, ingulu yo kumukondelesha omulume wae.
2e072300ba	Enaika kutya ingulu ya libhona lyemwe, na ntatulileo omutego kwimwe. Enaika kutya kwokubha ni chimali, koleleki omutula okwitula mukolelega Latabhugenyi mutabha na chikujulo chona chona.
2e072400b7	Nawe labha omunu keganilisha atakutula kumukolela kwa lisima omuyala juma wae, kwa insonga yo bwiganilisha bhae bhuna amanaga muno, siga atwalane nage kutyo kenda. Chitalio chibhibhi.
2e072500a1	Nawe labha akolele obhulamusi okulema okutwala, na chitalio chinu cha bhusibhusi, na labha katula okutangasha inamba yae, kakola jansonga labha akalema omutwala.
2e07260077	Kulwejo, unu kamutwala omuyala juma wae kakola jabhwana, na wona wona unu kasola okulema okutwala kakola jabhwana muno.
2e072700a8	Omugasi abhoelwe no mulume wae omwanya gunu achali kufwa. Nawe omulume akafwa, Ali no bhwiyaganyulo okutwalibhwa na wona wona unu kamwenda, nawe ni mu Latabhugenyi ela.
2e07280083	Nchali mubhulamusi bhwani, kabha nalikondelewe enene muno akekala kutyo alila. Na eniganilisha ati anyona nino Mwoyo gwa Nyamuanga.
2e080100a3	Woli ingulu ye bhilyo bhinu bhisosibhwe bhiyanwa ku masusano: echimenya ati “Eswe bhona chili no bhwenge.” Obhwenge obhuleta echigundu, tali elyenda elyumbaka.
2e0802006b	Ikabhati omunu wona wona ketogelati kamenya omusango mulebhe, omunu oyo atakumenya kutyo jimwiile okumenya.
2e08030040	Nawe umwi wemwe akamwenda Nyamuanga, omunu oyo kamenyekana nage.
2e080400aa	Mbe ingulu yo kulya bhilyo bhinu bhisosibhwe bhiyanwa ku masusano: echimenya ati “amasusano bhitali bhinu kuchalo anu,” na ati atalio Nyamuanga undi ila ni umwila.”
2e0805008a	Kulwokubha bhalio bhamfu bhanu abhabhilikilwa bha mungu yakabhee nolo mulwile nolo munsi, lwakutyo bhali “bhamungu na bhakulu bhamfu.”
2e080600d0	“Nawe kwiswe chili na Nyamuanga umwila unu ali Lata, ebhinu bhyona bhisokele kumwene, neswe chikae kumwene, na Latabhugenyi umwi Yesu Kristo, unu kumwene ebhinu bhyona bhyabheewo, na kumwene eswe chilio.”
2e080700e7	Nolo kutyo, obhumenyi bhunu bhutali munda ya bhuli munu. nawe, abhandi abhasangila okutambila ebhisusano munsiku jainyuma, nolo woli abhalya ebhilyo kuti bhisosibhwe bhiyanwa kumasusano. Emitima jebhwe jijigilwe kwokubha nimilenga.
2e08080079	Nawe ebhilyo bhitachikomesha eswe ku Nyamuanga. Eswe chitali bhabhibhi muno chikalema okulya, nolo bhakisi muno chikalya.
2e0809006a	Nawe mubhe nobhwitegelesha ati obhwiyaganyulo bhwemwe bhutaja kubha chikujulo kuunu ali mulenga mulikisha.
2e080a00ba	Ebu iganilishati omunu akulola, awe unu uli no bhwenge, nulya ebhilyo mwi yekalu lya masusano. Omutima gwo munu oyo gutakulamula ona alye ebhinu bhinu bhisosibhwe bhiyanwa bhya masusano?
2e080b00ac	Kulwejo ingulu yo bhumenyi bhwao bhwe chimali ingulu yo bhwambilo bhwe bhisusano, mulawasu na muyala wanyu unu ali mulenga, unu ona Kristo afuye ingulu yae, kasimagisibhwa.
2e080c0099	Kulwejo, ukamenya ebhibhibhi ingulu yo mumula wanyu na bhayala bhanyu no kujijimya emitima jebhwe jinu jili milenga, omukola ebhibhibhi ingulu ya Kristo.
2e080d00a1	Kulwejo, bhikabha ebhilyo nibhikola okwikujula kwa bhamula bhasu na bhayala bhasu, ntakulya nyama kata, koleleki ntaja kumukola omula wasu no muyala wasu okugwa.
2e09010086	Anye ntali mwibhule? Anye ntali ntumwa? Anye ntamulolele Yesu Latabhugenyi weswe? Emwe mutali matwasho ge milimu jani ku Latabhugenyi?
2e09020093	Ikabhee ati labha anye ntali ntumwa kubhandi, akilimo ndi ntumwa kwimwe. Kulwokubha emwe nemwe echibhalikisho cha obhutumwa bhwani mu Latabhugenyi.
2e0903003f	Bhunu nibhwo obhubhalikisho bhwani kubhanu abhambusilisha anye.
2e0904002c	Angu chitana kwikilisibhwa okulya no kunywa?
2e09050080	Chitana kwikilisibhwa okugega omugasi unu ali mwikilisha lwakutyo abhakola jintumwa ejindi, na bhaili bha Latabhugenyi, na Kefa?
2e09060034	Angu nanyela na Barnababhanu jichiile okola emilimu?
2e090700ae	Nigaunu kakola emilimu kuti musilikale neliila omwene? Niga unu kayamba omujabhibhu nasiga okulyako amatwasho gendeko? Angu niga unu kalebha liijo nasigwa okunywa amata gajo?
2e09080045	Angu enaika ganu kwo bhuinga bhwa bhanu? Ebhilagilo bhitakwaika ganu?
2e09090094	Kulwokubha jandikilwe mubhilagilo bhya Musa, “utabhoya omunwa ing'a omunwa anu eilebha obhunyansi.”Nichimali ati anu Nyamuanga kaikilila jing'a?
2e090a00c3	Angu atakwaika ago ingulu yeswe? jandikilwe ingulu yeswe, kulwokubha omwene unu kalima obhulo jimwiile alime kwo kwiikanya, na unu kagesa jimwiile agese kwo kwokwiikanya kwo kusangangila okugesa.
2e090b007c	Labha chayambile ebhinu bhya mumioyo agati yemwe, Angu nimusango munene kweswe chikagesa ebhinu bhyo mubhili okusoka kwimwe?
2e090c00e5	Ikabha abhandi bhwabhwene obhulengelesi bhunu okusoka kwimwe, Angu eswe chitakukila abho? Nolo kutyo, chiataisabhile obhulengelesi obhwo. Tali, chekomesishe kumagambo gona nchisiga kubha chikujulo kwe misango jobhwana eja Kristo.
2e090d00ca	Mutakumenyati bhona bhanu abhakola emilimu mwi yekalu abhabhona ebhilyo okusoka mwi yekalu? Mutakumenyati bhona bhanu abhakola emilimu muchigabhilo abhabhona olubhaju lwa chinu chisosibhwe muchigabhilo?
2e090e007e	Kulwainsonga eyo eyo, Latabhugenyi alagiliye ati bhona bhanu abhalasha emisango jo bhwana nibhusibhusi bhekale okusokana nayo.
2e090f00c6	Nawe nchali kubhatonga obhulengelesi bhwona bhunu. Nantakwandika ganu koleleki musango gwona gwona gukolekane ingulu yani. Niakili anye nifwe okusiga munu wona wona okuindula enu nekuya ingulu yani.
2e091000a7	Okubha nakabhee nindasha emisango jo bhwana, ntana njuno yo kwikuya, kulwokubha nibhusibhusi jinyiile nikole kutyo. Jilimbona anye ndilema okulasha emisango jo bhwana!
2e0911008e	Kulwokubha nikakola kutya kwokwisosha kwani, nili no muyelo. Nawe ikabha itali kwokwisosha, nichali no mulimu gunu nayanilwe okubha mutangasi.
2e09120097	Mbe omuyelo gwani niki? Ati nilalashaga, enisosha emisango jo bhwana kulihya uli nokukolela kwo bhulengelesi bhwani bhunu ninabhwo mumisango Jo bhwana.
2e09130069	Kulwa insonga nili no obhwanya, nakolelwe okubha mugaya wa wa bhuli munu, koleleki nibhabhone bhafu muno.
2e09140114	Kubhayaudi nekoshaga kuti nili Muyaudi, koleleki nibhabhone Abhayaudi. Kubhanu bhaliga emwalo ye ebhilagilo, nekoshaga kuti nili emwalo ye ebhilagilo koleleki nibhabhone bhanu bhali emwalo ye ebhilagilo. Nakolele ejo nolwo kutyo anye omwene naliga mutali emwalo ye ebhilagilo.
2e091500f4	Kubhanu bhali anja ye ebhilagilo, naliga nili lwa abhene anja ye ebhilagilo, nawe anye naliga nitali anja ye echilagilo cha Nyamuanga, tali nili emwalo ye echilagilo cha Kristo. Nakolele kutyo koleleki nibhabhone bhanu bhali anja ye ebhilagilo.
2e09160095	Kubhalenga nabhaga mulenga, koleleki nibhabhone abhalenga. Naliga nili wa mbala jona kubhanu bhona, koleleki munjila jona nitule okuchungula abhandi.
2e09170060	Anye enikola who jona kulwa injuno ya Omusango gwe Kisi, koleleki nibhengilwa amwi na amabhando.
2e091800a8	Mbe mutakumenya ati akatungu kokubhilimyanya bhanu abhasindana abhabhuma jintambi, nawe unu kalamila likusho ni umwi? Kulwejo mubhume jintambi koleleki mubhone likusho.
2e091900c4	Omwenyi wobhwenywa kejibhila amagambo gona akabha ali mumeigisho. Abho abhakola kutyo koleleki bhabhone likusho linu elinyamuka, nawe eswe echibhilima koleleki chibhone likusho linu litakunyamuka.
2e091a0055	Kulwejo anye nitakubhilima bhila njuno amo ati enibhuma infune kuti enibhuma omuyaga.
2e091b0077	Tali eninyasha omubhili gwani ningukola nko omugaya, koleleki nikamala okulasisha abhandi, anye omwene nasiga okulemwa.
2e0a010084	Bhamula bhasu na bhayala bhasu enenda mumenye jinu kutya, bhalata bheswe bhaliga bhali emwalo ye elile na bhona nibhalabha munyanja.
2e0a020044	Nibhabhatijibhwa bhabhe bha Musa munda ye elile na munda ya inyanja,
2e0a03002e	ka bhona bhaliye ebhilyo bhiliya ebhyo omwoyo.
2e0a040095	Ka bhona bhanyweye amanji galiya ago omwoyo. Kulwokubha bhanyweye okusoka kwitale elyo omwoyo linu lyabhalubhaga, na litale elyo lyaliga lili Kristo.
2e0a05004c	Nawe Nyamuanga atakondelesibhwe nabhafu, ne emitumbi jebhwe jalalile ibhara.
2e0a060088	Mbe ago gona galiga gali bhijejekanyo kwiswe, koleleki eswe chasiga kubha bhanu bha inamba yokwenda amabhibhi lwakutyo abhene bhakolele.
2e0a0700bd	Mwasiga okulamya ebhisusano, lwa kutyo abhandi bhaliga bhali. Jinu jili lwakutyo jandikilwe, “Abhanu bheyanjile ansi nibhalya no okunywa, nibhemelegulu okubhina na inamba yo obhusiani.”
2e0a080081	Chitakola obhusiani lwa abhandi kutyo bhakolele. Lunaku lumwi abhanu bhiumbi makumi gabhili na bhasatu nibhafwa kulwa injuno eyo.
2e0a09004f	Chasiga okumusaka Kristo, lwa abhandi kutyo bhakolele nibhanyamulwa na jinjoka.
2e0a0a005d	Ka ona mwasiga okulukuma, lwakutyo abhandi ona bhalukumile nibhanyamulwa na malaika wo olufu.
2e0a0b007e	Mbe amagambo lwago gakolekene lwe ebhijejekanyo kwiswe. Nigandikwa koleleki gachionye - bhanu chakingiwe na jinsiku jobhutelo.
2e0a0c003f	Kulwejo bhuli munu unu kelola ati emeleguyu emenye asiga kugwa.
2e0a0d00ea	Litaliwo esakwa linu lyabhabhwene lili egenyi ku bhana bhanu. Nawe Nyamuanga nimulengelesi. Atabhasiga mukasakwa okutambuka indengo yemwe. Amwi na lisakwa elyo, omwene alibholesha omulyango gwo okutulamo, koleleki mubhone okwikomesha.
2e0a0e003b	Kulwejo, bhendwa bhani, mulibhilime lilamya lye ebhisusano.
2e0a0f004e	Enaika nemwe lwa abhanu bho obhwenge, koleleki mulamule ingulu ya linu enaika.
2e0a1000a1	Echikombe cha libhando chinu echibheleleka, bhutali ubhwikofyanya bhwa amanyinga ga Kristo? Omukate guliya echibhegaga, bhutali obhumwi bhwo omubhili gwa Kristo?
2e0a11006c	Kulwokubha omukate ni gumwi, eswe abhafu chili mubhili gumwi. Eswe bhona echilamila mukate gumwi chili amwi.
2e0a12005e	Mulole abhanu bha Israeli: Enibhusha, bhanu bhona abhalya echitambo bhatali amwi kubhigabhilo?
2e0a130082	Mbe enaika chinuki? Ati echisusano ni chinu chinu chikobhele? Amo ebhilyo bhinu bhisosibhwe kubhisusano ni chinu chinu chikobhele?
2e0a1400bb	Nawe enaikilila ingulu ye ebhinu bhinu abhasosha Abhanyamaanga bhili bhiyanwa, lwakutyo abhasosha ebhinu ebhyo kumasambwa ntikwo mu Nyamuanga. Anye nitakwenda emwe mugwatane na amasambwa!
2e0a150082	Mutakutula okunywela echikombe cho Omukama necha amasambwa. Mutakutula okubha no obhumwi kumeja yo Omukama na kumeja ya amasambwa.
2e0a160035	Ati chitamuyana Omukama libhubha? Echimukila amanaga?
2e0a17008c	“Ebhinu bhyona ebhikilisibhwa,” nawe bhitakondele bhyona. “Ebhinu bhyona ebhikilisibhwa,” nawe bring bhyona bhinu ebhyumbaka abhanu.
2e0a180071	Atalio nolwo na umwi unu akalondele amakonde gaye enyele. Okusiga ago, bhuli munu akalondele amakonde agowejabho.
2e0a190060	Omutula okulya bhuli chinu chinu echigusibhwa musokoni obhutabhusha-bhusha kwa injuno yo omwoyo.
2e0a1a0043	Kwo kubha, “echalo ni mali yo Omukama na bhyona bhinu bhilimo.”
2e0a1b007e	Unu atalimwikilisha akabhakoka kwilya, na mukenda okugenda, mulye chona chona echo kabhayana, mutabhusha amabhusho ago omwoyo.
2e0a1c00ac	Nawe omunu akabhabhwila ati, “ebhilyo bhinu bhisokene me ebhiyanwa bhya abhapagani,” mutalya. Okubha jinu ejisasa unu abhabhwila kutyo, na kulwa injuno yo omwoyo gwaye.
2e0a1d007f	Anye nitakwaikilila emyoyo jemwe, tali omwoyo gwo oundi uliya. Kulwokubha kubhaki obhwanya bhulamulwe no omwoyo gwo omunu undi?
2e0a1e004f	Labha anye enilya nokusima, kubhaki nifumilwe echinu chinu namalile okuchisima?
2e0a1f007e	Kulwejo, chonachona chinu omulya amo okunywa, amo chonachona chinu omukola, mukole gona kulwa injuno ya likusho lya Nyamuanga.
2e0a200048	Mutaja okuyabhisha Abhayaudi amo Abhayunani, amo likanisa lya Nyamuanga.
2e0a2100b8	Mulegeje lwakutyo anye enilegeja okukondelesha abhanu bhona ku magambo gona. Nitakulonda okwiyendeja anye omwene, tali enendeja abhafu. Enikola ejo kutyo koleleki bhabhone okuchunguka.
2e0b010039	Mundubhilishe anye, lwakutyo anye enimulubhilisha Kristo.
2e0b02007e	Olyanu enibhakuya kulwa kutyo omunyichuka ku magambo gona. Enibhakuya kulwa kutyo mugwatile a ijadi lwakutyo nailetele kwimwe.
