0100000006	Farawa
0d063d0053	Aka ba sauran zuriyar Kohat rabon garuruwa goma daga gidajen rabin kabilar Manasse.
0d063e00a1	Aka ba zuriyar Gershom, gida-gida, rabon garuruwa goma sha uku daga kabilan Issakar, Asher da Naftali, da kuma daga sashen rabi kabilar Manasse da yake a Bashan.
0d063f0062	Aka ba zuriyar Merari, gida-gida, rabon garuruwa goma sha biyu daga kabilan Ruben, Gad da Zebulun.
0d06400050	Saboda haka Isra’ilawa suka ba Lawiyawa waɗannan garuruwa da wuraren kiwonsu.
0d0641005a	Daga kabilan Yahuda, Simeyon da Benyamin suka ba su rabon sunayen garuruwan da aka ambata.
0d06420051	Aka ba wa waɗansu na mutanen gidan Kohat yankin garuruwansu daga kabilar Efraim.
0d06430041	A ƙasar tudun Efraim aka ba su Shekem (birnin mafaka), da Gezer,
0d06440014	Yokmeyam, Bet-Horon,
0d0645002f	Aiyalon da Gat-Rimmon, tare da wuraren kiwonsu.
0d06460083	Daga rabin kabilar Manasse kuwa, Isra’ilawa suka ba da Aner da Bileyam, tare da wuraren kiwonsu, ga sauran gidajen mutanen Kohat.
0d06470089	Mutanen Gershom suka sami waɗannan. Daga gidan rabin kabilar Manasse, sun sami Golan a Bashan da kuma Ashtarot, tare da wuraren kiwonsu;
0d0648002f	daga kabilar Issakar suka sami Kedesh, Daberat,
0d06490027	Ramot da Anem, tare da wuraren kiwonsu;
0d064a002b	daga kabilar Asher suka sami Mashal, Abdon,
0d064b0028	Hukok da Rehob, tare da wuraren kiwonsu;
0d064c0064	daga kabilar Naftali kuwa suka sami Kedesh a Galili, Hammon da Kiriyatayim, tare da wuraren kiwonsu.
0d064d0090	Mutanen Merari (sauran Lawiyawan) suka sami waɗannan. Daga kabilar Zebulun suka sami Yokneyam, Karta, Rimmon da Tabor, tare da wuraren kiwonsu;
0d064e0052	daga kabilar Ruben a hayin Urdun a gabashi Yeriko suka sami Bezer a hamada, Yahza,
0d064f002e	Kedemot da Mefa’at, tare da wuraren kiwonsu;
0d0650003b	daga kabilar Gad kuwa suka sami Ramot a Gileyad, Mahanayim,
0d0651002a	Heshbon da Yazer, tare da wuraren kiwonsu.
0d07010050	’Ya’yan Issakar maza su ne, Tola, Fuwa, Yashub da Shimron, su huɗu ne duka.
0d070200cd	’Ya’yan Tola maza su ne, Uzzi, Refahiya, Yeriyel, Ibsam da Sama’ila, su ne kuma kawunan iyalansu. A zamanin mulkin Dawuda, an rubuta zuriyar Tola a matsayin mayaƙa a cikin tarihinsu, sun kai 22,600.
0d0703007a	Ɗan Uzzi shi ne, Izrahiya.’Ya’yan Izrahiya maza su ne, Mika’ilu, Obadiya, Yowel da Isshiya. Dukansu biyar manya ne.
0d0704006c	Bisa ga tarihin iyalinsu, sun kai mutane 36,000 shiryayyu don yaƙi, gama suna da mata da’ya’ya da yawa.
0d07050081	Dangin da suke maza masu yaƙi sun kasance na dukan gidajen Issakar ne, kamar yadda aka rubuta a cikin tarihi, su 87,000 ne duka.
0d07060040	’Ya’ya uku maza na Benyamin su ne, Bela, Beker da Yediyayel.
0d070700b8	’Ya’yan Bela maza su ne, Ezbon, Uzzi, Uzziyel, Yerimot da Iri, su ne kawunan iyalai, kuma su biyar ne duka. Rubutaccen tarihin zuriyarsu ya nuna suna mazan da sun isa yaƙi 22,034.
0d07080095	’Ya’yan Beker maza su ne, Zemira, Yowash, Eliyezer, Eliyohenai, Omri, Yeremot, Abiya, Anatot da Alemet. Dukan waɗannan’ya’yan Beker maza ne.
0d0709005e	Rubutaccen tarihin zuriyarsu ya nuna suna da kawunan iyalai da mazan da suka isa yaƙi 20,200.
0d070a007e	Ɗan Yediyayel shi ne, Bilhan.’Ya’yan Bilhan maza su ne, Yewush, Benyamin, Ehud, Kena’ana, Zetan, Tarshish da Ahishahar.
0d070b0067	Dukan waɗannan’ya’yan Yediyayel maza kawunan iyalai ne. Akwai mazan da suka isa yaƙi waje 17,200.
0d070c0046	Shuffiyawa da Huffiyawa zuriyar Ir ne, kuma Hushiyawa zuriyar Aher ne.
0d070d0055	’Ya’yan Naftali maza su ne, Yaziyel, Guni, Yezer da Shallum, su zuriyar Bilha ne.
0d070e0077	Zuriyar Manasse su ne, Asriyel zuriyarsa ne ta wurin ƙwarƙwararsa mutuniyar Aram. Ta haifa wa Makir mahaifin Gileyad.
0d070f00a2	Makir ya auri mata daga cikin Huffiyawa da Shuffiyawa.’Yar’uwarsa ita ce Ma’aka. Wani daga zuriyar, sunansa Zelofehad, shi yana da’ya’yan mata ne kawai.
0d0710008b	Ma’aka matar Makir ta haifi ɗa ta kuma ba shi suna Feresh. Sunan ɗan’uwansa Sheresh,’ya’yan Feresh maza kuwa su ne Ulam da Rakem.
0d0711006b	Ɗan Ulam shi ne, Bedan. Duka waɗannan zuriyar Gileyad ne. Gileyad ɗan Makir ne, Makir kuma ɗan Manasse.
0d0712004b	’Yar’uwarsa Makir mai suna Hammoleket ta haifi Ishod, Abiyezer da Mala.
0d0713003f	’Ya’yan Shemida maza su ne, Ahiyan, Shekem, Liki da Aniyam.
0d0714003b	Zuriyar Efraim su ne, Shutela, Bered, Tahat, Eleyada, Tahat
0d07150080	Zabad da Shutela. Wani ɗan ƙasa haifaffen mutanen Gat ya kashe Ezer da Elad, sa’ad da suka gangara don su ƙwace dabbobinsu.
0d07160069	Mahaifinsu Efraim ya yi makoki dominsu kwanaki masu yawa sai danginsa suka zo don su yi masa ta’aziyya.
0d07170086	Sa’an nan ya sāke kwana da matarsa, sai ta yi ciki ta haifi ɗa. Ya ba shi suna Beriya, saboda masifar da ta auko a cikin iyalinsa.
0d0718006d	’Yarsa ita ce Sheyera, wadda ta gina Bet-Horon na kwari da na tudu da kuma Uzzen-Sheyera. Zuriyarsa ita ce,
0d0719001a	Refa, Reshef, Tela, Tahan,
0d071a0019	Ladan, Ammihud, Elishama,
0d071b0014	Nun da kuma Yoshuwa.
0d071c00c7	Ƙasarsu da wuraren zamansu sun haɗa da Betel da ƙauyukan kewayenta, Na’aran wajen gabas, Gezer da ƙauyukanta wajen yamma, da kuma Shekem da ƙauyukan da suka nausa har zuwa Aiya da ƙauyukanta.
0d071d0091	A iyakokin Manasse akwai Bet-Sheyan, Ta’anak, Megiddo da Dor, tare da ƙauyukansu. Zuriyar Yusuf ɗan Isra’ila ta zauna a waɗannan garuruwa.
0d071e0057	’Ya’yan Asher maza su ne, Imna, Ishba, Ishwi da Beriya.’Yar’uwarsa ita ce Sera.
0d071f004f	’Ya’yan Beriya maza su ne, Heber da Malkiyel, wanda yake mahaifin Birzayit.
0d0720004b	Heber shi ne mahaifin Yaflet, Shomer da Hotam da kuma’yar’uwarsu Shuwa.
0d0721005f	’Ya’yan Yaflet maza su ne, Fasak, Bimhal da Ashwat. Waɗannan su ne’ya’yan Yaflet maza.
0d0722003a	’Ya’yan Shemer maza su ne, Ahi, Roga, Yehubba da Aram.
0d07230043	’Ya’yan ɗan’uwansa Helem su ne, Zofa, Imna, Shelesh da Amal.
0d07240040	’Ya’yan Zofa maza su ne, Suwa, Harnefer, Shuwal, Beri, Imra,
0d0725002b	Bezer, Hod, Shamma, Shilsha, Itran da Bera.
0d07260034	’Ya’yan Yeter maza su ne, Yefunne, Fisfa da Ara.
0d07270035	’Ya’yan Ulla maza su ne, Ara, Hanniyel da Riziya.
0d072800ca	Dukan waɗannan zuriyar Asher ne, kawunan iyalai, zaɓaɓɓun mutane, jarumawa sosai da kuma fitattun shugabanni. Yawan mutanen da suke a shirye don yaƙi, kamar yadda aka lissafta zuriyarsu, 26,000 ne.
0d08010053	Benyamin shi ne mahaifin, Bela ɗansa na fari, Ashbel ɗansa na biyu, Ahara na uku,
0d0802001f	Noha na huɗu da Rafa na biyar.
0d08030030	’Ya’yan Bela maza su ne, Addar, Gera, Abihud
0d0804001b	Abishuwa, Na’aman, Ahowa,
0d08050018	Gera, Shefufan da Huram.
0d0806007a	Waɗannan su ne zuriyar Ehud, waɗanda suke kawunan iyalan waɗanda suke zama a Geba waɗanda aka kuma kwasa zuwa Manahat.
0d0807006d	Na’aman, da Ahiya, da Gera. Gera ne shugabansu lokacin da aka kai su bauta, shi ne ya haifi Uzza da Ahilud.
0d08080057	An haifa’ya’ya maza wa Shaharayim a Mowab bayan ya saki matansa Hushim da Ba’ara.
0d08090027	Ya haifi Yobab, Zibiya, Hodesh, Malkam,
0d080a005d	Yewuz, Sakiya da Mirma ta wurin Hodesh matarsa. Waɗannan su ne’ya’yansa, kawunan iyalai.
0d080b002c	Ya haifi Abitub da Efa’al ta wurin Hushim.
0d080c006d	’Ya’yan Efa’al maza su ne, Eber, Misham, Shemed (wanda ya gina Ono da Lod tare da ƙauyukan kewayensu),
0d080d0073	da Beriya da Shema, waɗanda suke kawunan iyalan waɗanda suke zama a Aiyalon waɗanda kuma suka kori mazaunan Gat.
0d080e0017	Ahiyo, Shashak, Yeremot
0d080f0015	Zebadiya, Arad, Eder,
0d08100036	Mika’ilu, Isfa da Yoha su ne’ya’yan Beriya maza.
0d08110022	Zebadiya, Meshullam, Hizki, Heber,
0d08120039	Ishmerai, Izliya da Yobab su ne’ya’yan Efa’al maza.
0d08130014	Yakim, Zikri, Zabdi,
0d0814001b	Eliyenai, Zilletai, Eliyel,
0d0815003a	Adahiya, Berahiya da Shimra su ne’ya’yan Shimeyi maza.
0d08160015	Ishfan, Eber, Eliyel,
0d08170014	Abdon, Zikri, Hanan,
0d08180019	Hananiya, Elam, Antotiya,
0d08190032	Ifdehiya da Fenuwel su ne’ya’yan Shashak maza.
0d081a001f	Shamsherai, Shehariya, Ataliya,
0d081b003c	Ya’areshiya, Iliya da Zikri su ne’ya’yan Yeroham maza.
0d081c0070	Dukan waɗannan su ne kawunan iyalai, manya kamar yadda aka lissafta a cikin zuriyarsu, suka zauna a Urushalima.
0d081d003e	Yehiyel na Gibeyon ya zauna a Gibeyon. Sunan matarsa Ma’aka,
0d081e0045	ɗansa na fari kuwa shi ne Abdon, sai Zur, Kish, Ba’al, Ner, Nadab,
0d081f0013	Gedor, Ahiyo, Zeker
0d08200059	da Miklot, wanda ya zama mahaifin Shimeya. Su ma sun zauna kusa da danginsu a Urushalima.
0d08210078	Ner shi ne mahaifin Kish, Kish mahaifin Shawulu, kuma Shawulu ne mahaifin Yonatan, Malki-Shuwa, Abinadab da Esh-Ba’al.
0d0822003f	Ɗan Yonatan shi ne, Merib-Ba’al wanda ya zama mahaifin Mika.
0d0823003a	’Ya’yan Mika maza su ne, Fiton, Melek, Tereya da Ahaz.
0d08240074	Ahaz shi ne mahaifin Yehowadda, Yehowadda shi ne mahaifin Alemet, Azmawet da Zimri, Zimri kuwa shi ne mahaifin Moza.
0d08250038	Moza shi ne mahaifin Bineya; Rafa, Eleyasa da kuma Azel.
0d08260096	Azel yana da’ya’ya maza shida, kuma ga sunayensu. Azrikam, Bokeru, Ishmayel, Sheyariya, Obadiya da Hanan. Dukan waɗannan’ya’yan Azel maza ne.
0d08270063	’Ya’yan ɗan’uwansa Eshek su ne, Ulam ɗan farinsa, Yewush ɗansa na biyu da Elifelet na uku.
0d082800a6	’Ya’yan Ulam maza jarumawa ne sosai waɗanda suke iya riƙe baka. Suna da’ya’ya maza masu yawa da jikoki, 150 gaba ɗaya. Dukan waɗannan zuriyar Benyamin ne.
0d0901009f	Haka aka lissafta dukan Isra’ila a tarihin zuriyoyi a littafin sarakunan Isra’ila. Aka kwasa mutanen Yahuda zuwa zaman bauta a Babilon domin rashin aminci.
0d09020092	To, na farkon da aka sāke zaunar da su a mallakarsu a garuruwansu, su ne waɗansu Isra’ilawa, firistoci, Lawiyawa da kuma masu hidimar haikali.
0d09030070	Waɗanda suke daga Yahuda, daga Benyamin, da kuma daga Efraim da Manasse waɗanda suka zauna a Urushalima su ne,
0d0904004f	Uttai ɗan Ammihud, ɗan Omri, ɗan Imri, ɗan Bani, zuriyar Ferez ɗan Yahuda.
0d09050044	Na mutanen Shilo kuwa su ne, Asahiya ɗan fari da’ya’yansa maza.
0d0906003f	Na mutanen Zera su ne, Yewuyel. Mutane daga Yahuda sun kai 690.
0d09070047	Na Benyamin su ne, Sallu ɗan Meshullam, ɗan Hodawiya, ɗan Hassenuwa;
0d09080069	Ibnehiya ɗan Yeroham; Ela ɗan Uzzi, ɗan Mikri; da Meshullam ɗan Shefatiya, ɗan Reyuwel, ɗan Ibniya.
0d09090072	Mutane daga Benyamin, kamar yadda aka lissafta zuriyarsu, sun kai 956. Dukan waɗannan mutane kawunan iyalansu ne.
0d090a002f	Na firistoci su ne, Yedahiya; Yehoyarib; Yakin;
0d090b0074	Azariya ɗan Hilkiya, ɗan Meshullam, ɗan Zadok, ɗan Merahiyot, ɗan Ahitub, shugaban da yake lura da gidan Allah;
0d090c0086	Adahiya ɗan Yeroham, ɗan Fashhur, ɗan Malkiya; da Ma’asai ɗan Adiyel, ɗan Yazera, ɗan Meshullam, ɗan Meshillemit, ɗan Immer.
0d090d006f	Firistocin da suke kawunan iyalai, sun kai 1,760. Dukansu ƙwararru ne, masu hakkin hidima a cikin gidan Allah.
0d090e0058	Na Lawiyawa su ne, Shemahiya ɗan Hasshub, ɗan Azrikam, ɗan Hashabiya, mutumin Merari;
0d090f0047	Bakbakkar, Heresh, Galal da Mattaniya ɗan Mika, ɗan Zikri, ɗan Asaf;
0d09100079	Obadiya ɗan Shemahiya, ɗan Galal, ɗan Yedutun; da Berekiya ɗan Asa, ɗan Elkana, wanda ya zauna a ƙauyukan Netofawa.
0d0911005d	Matsaran ƙofofi su ne, Shallum, Akkub, Talmon, Ahiman da’yan’uwansu. Shallum ne babbansu
0d09120073	da aka ajiye a Ƙofar Sarki a gabas, har zuwa wannan lokaci. Waɗannan su ne matsaran ƙofofi na sansanin Lawiyawa.
0d091300f0	Shallum ɗan Kore, ɗan Ebiyasaf, ɗan Kora, da’yan’uwansa matsaran ƙofofi daga iyalin (mutanen Kohat) su suke da hakkin tsaron madogaran ƙofar Tenti kamar dai yadda kakanninsu suka kasance da hakkin tsaron mashigin mazaunin Ubangiji.
0d0914005b	A dā Finehas ɗan Eleyazar ne yake lura da matsaran, kuma Ubangiji ya kasance tare da shi.
0d09150044	Zakariya ɗan Meshelemiya shi ne mai tsaro a mashigin Tentin Sujada.
0d091600c3	Duka-duka, waɗanda aka zaɓa don su zama matsaran madogaran ƙofa sun kai 212. Aka rubuta su zuriya-zuriya a ƙauyukansu. Dawuda da Sama’ila mai duba ne suka sa matsaran a wurarensu na aminci.
0d09170059	Su da zuriyarsu, su suke lura da tsaron ƙofofin gidan Ubangiji, gidan da ake kira Tenti.
0d0918003d	Matsaran suna a kusurwoyi huɗu, gabas, yamma, arewa da kudu.
0d0919005b	’Yan’uwansu a ƙauyukansu sukan zo lokaci, lokaci su yi ayyukansu kwana bakwai, bakwai.
0d091a007d	Amma manyan matsara huɗu, waɗanda suke Lawiyawa, an danƙa musu hakkin lura da ɗakuna da kuma wuraren ajiya a gidan Allah.
0d091b0075	Sukan kwana a kewayen gidan Allah, domin dole su tsare shi; kuma su suke lura da mabuɗi don buɗewa a kowace safiya.
0d091c009b	Waɗansunsu su ne suke lura da kayayyakin da ake amfani da su a hidimar haikali; sukan ƙirga su sa’ad da ake shigar da su da sa’ad da ake fitar da su.
0d091d0092	An sa waɗansu su lura da kayayyakin da kuma dukan waɗansu kayan wuri mai tsarki, da kuma gari da ruwan inabi, da mai, turare da kuma kayan yaji.
0d091e0035	Amma waɗansu firistoci ne suke harhaɗa kayan yajin.
0d091f006f	Wani Balawe mai suna Mattitiya, ɗan farin Shallum mutumin Kora ne aka danƙa masa hakkin toya burodin miƙawa.
0d09200069	Waɗansu’yan’uwansu Kohatawa ne suke lura da shiryawa burodin da ake kaiwa a tebur a kowane Asabbaci.
0d09210098	Waɗanda suke mawaƙa, kawunan iyalan Lawiyawa, sukan zauna a ɗakunan haikali kuma ba sa yin waɗansu ayyuka domin su suke da hakkin aiki dare da rana.
0d0922007a	Dukan waɗannan su ne kawunan iyalan Lawiyawa, manya kamar yadda aka lissafta su a zuriyarsu, kuma suna zama a Urushalima.
0d09230044	Yehiyel mahaifin Gibeyon ya zauna a Gibeyon. Matarsa ita ce Ma’aka
0d09240045	ɗansa na fari kuwa shi ne Abdon, sai Zur, Kish, Ba’al, Ner, Nadab,
0d09250021	Gedor, Ahiyo, Zakariya da Miklot.
0d0926004f	Miklot shi ne mahaifin Shimeyam. Su ma sun zauna kusa da danginsu a Urushalima.
0d09270079	Ner shi mahaifin Kish, Kish mahaifin Shawulu, kuma Shawulu shi ne mahaifin Yonatan, Malki-Shuwa, Abinadab da Esh-Ba’al.
0d0928003e	Ɗan Yonatan shi ne, Merib-Ba’al wanda shi ne mahaifin Mika.
0d0929003a	’Ya’yan Mika maza su ne, Fiton, Melek, Tareya da Ahaz.
0d092a006a	Ahaz shi ne mahaifin Yada, Yada shi ne mahaifin Alemet, Azmawet da Zimri, Zimri kuwa shi ne mahaifin Moza.
0d092b003c	Moza shi ne mahaifin Bineya; Refahiya, Eleyasa da kuma Azel.
0d092c0093	Azel yana da’ya’ya maza shida, kuma ga sunayensu. Azrikam, Bokeru, Ishmayel, Sheyariya, Obadiya da Hanan. Waɗannan su ne’ya’yan Azel maza.
0d0a010086	To, fa, Filistiyawa suka yi yaƙi da Isra’ilawa; Isra’ilawa kuwa suka gudu a gabansu, da yawa kuma suka mutu a kan Dutsen Gilbowa.
0d0a020087	Filistiyawa suka matsa sosai suna bin Shawulu da’ya’yansa maza, suka kuma kashe’ya’yansa maza Yonatan, Abinadab da Malki-Shuwa.
0d0a030067	Yaƙin ya yi tsanani kewaye da Shawulu, kuma sa’ad da maharba suka rutsa shi, sai suka ji masa rauni.
0d0a040110	Sai Shawulu ya ce wa mai riƙe masa kayan yaƙi, “Zare takobinka ka soke ni, in ba haka ba waɗannan marasa kaciya za su zo su yi mini ba’a.” Amma mai ɗaukar masa kayan yaƙi ya ji tsoro bai kuwa yi haka ba; saboda haka Shawulu ya zāre takobinsa ya fāɗi a kansa.
0d0a050064	Da mai ɗaukar masa kayan yaƙi ya ga Shawulu ya mutu, sai shi ma ya fāɗi a kan takobinsa ya mutu.
0d0a060056	Ta haka Shawulu da’ya’yansa maza uku suka mutu, dukan gidansa kuwa suka mutu tare.
0d0a0700d2	Sa’ad da dukan Isra’ilawa a cikin kwari suka ga cewa mayaƙansu suna gudu, kuma cewa Shawulu da’ya’yansa maza sun mutu, sai suka bar garuruwansu suka gudu. Filistiyawa kuwa suka zo suka zauna a cikinsu.
0d0a08008b	Kashegari, da Filistiyawa suka zo don su tuttuɓe waɗanda suka mutu, sai suka sami Shawulu da’ya’yansa maza sun mutu a Dutsen Gilbowa.
0d0a0900b6	Suka tuttuɓe shi suka yanke kansa suka ɗauka duk da kayan yaƙinsa, suka kuma aika’yan aika ko’ina a ƙasar Filistiyawa, a yi shela labarin a cikin gumakansu da kuma mutanensu.
0d0a0a0053	Suka sa kayan yaƙinsa a haikalin allahnsu suka kuma rataye kansa a haikalin Dagon.
0d0a0b0058	Sa’ad da mazaunan Yabesh Gileyad suka ji dukan abin da Filistiyawa suka yi wa Shawulu,
0d0a0c00ce	sai dukan jarumawa suka tafi suka ɗauki jikunan Shawulu da na’ya’yansa maza suka kawo Yabesh. Sa’an nan suka binne ƙasusuwan a ƙarƙashin babban itace oak a Yabesh, suka kuma yi azumi kwana bakwai.
0d0a0d0073	Shawulu ya mutu domin rashin aminci ga Ubangiji; bai kiyaye maganar Ubangiji ba, ya ma nemi shawarar mace mai duba,
0d0a0e0069	bai kuwa nemi nufin Ubangiji ba. Saboda haka Ubangiji ya kashe shi, ya miƙa mulkin ga Dawuda ɗan Yesse.
0d0b010056	Dukan Isra’ila fa suka taru wurin Dawuda a Hebron suka ce, “Mu jiki da jininka ne.
0d0b0200d4	A dā, ko a lokacin da Shawulu yake sarki, ai, kai ne kake shugabantar Isra’ila a yaƙe-yaƙe. Kuma Ubangiji Allahnka ya ce maka, ‘Za ka zama makiyayin mutanena Isra’ila, za ka kuma zama mai mulkinsu.’”
0d0b0300e2	Sa’ad da dukan dattawan Isra’ila suka zo wurin Sarki Dawuda a Hebron, suka yi yarjejjeniya da shi a gaban Ubangiji, suka kuwa shafe Dawuda ya zama sarki a bisa Isra’ila, yadda Ubangiji ya yi alkawari ta wurin Sama’ila.
0d0b04006b	Dawuda tare da dukan Isra’ilawa suka taka zuwa Urushalima (wato, Yebus). Yebusiyawan da suke zama a wurin
0d0b05006a	suka ce wa Dawuda, “Ba za ka shiga nan ba.” Duk da haka, Dawuda ya ci kagarar Sihiyona, Birnin Dawuda.
0d0b0600a1	Dawuda ya ce, “Duk wanda ya jagoranci yaƙi a kan Yebusiyawa zai zama babban shugaban mayaƙa.” Yowab ɗan Zeruhiya ya fara haurawa, ta haka ya zama shugaba.
0d0b07003a	Dawuda zauna a kagarar, ta haka aka kira ta Birnin Dawuda.
0d0b08007b	Sai ya gina birni kewaye da shi, daga madogaran gini zuwa katangar da take kewaye, yayinda Yowab ya maido da sauran birnin.
0d0b090048	Dawuda kuwa ya ƙara ƙarfi, domin Ubangiji Maɗaukaki yana tare da shi.
0d0b0a00af	Waɗannan su ne manyan jarumawan Dawuda, su ne, tare da dukan Isra’ila, suka ba wa mulkinsa goyon baya mai ƙarfi da ya kai bisa dukan ƙasar, yadda Ubangiji ya yi alkawari.
0d0b0b00a9	Ga jerin sunayen jarumawan Dawuda. Yashobeyam wani ɗan Hakmoni, shi ne babban shugaba; ya ɗaga māshinsa a kan mutum ɗari uku, waɗanda ya kashe a ƙarawa guda kawai.
0d0b0c0052	Biye da shi, shi ne Eleyazar ɗan Dodo mutumin Aho, ɗaya daga cikin jarumawa uku.
0d0b0d00a1	Yana tare da Dawuda a Fas Dammim sa’ad da Filistiyawa suka taru can don yaƙi. A wani wuri inda akwai gona cike da sha’ir, sojoji suka gudu daga Filistiyawa.
0d0b0e0093	Sai shi da Dawuda suka shiga gonar sha’ir ɗin, suka tsaya ciki don su tsare ta. Suka ragargaza Filistiyawa, Ubangiji kuma ya kawo babban nasara.
0d0b0f00a1	Wata rana uku cikin manyan mutanen nan talatin suka gangara wurin Dawuda zuwa dutse a kogon Adullam, yayinda ƙungiyar Filistiyawa suke sansani a Kwarin Refayim.
0d0b10004d	A lokacin Dawuda yana cikin mafaka, sojojin Filistiyawa kuma suna a Betlehem.
0d0b110082	Dawuda ya ji marmarin ruwan sha sai ya ce, “Kash, a ce wani zai sami mini ruwan sha daga rijiya kusa da ƙofar Betlehem mana!”
0d0b1200d8	Sai Ukun suka kutsa kai cikin sansanin Filistiyawa, suka ja ruwa daga rijiyar da take kusa da ƙofar Betlehem suka ɗauko shi suka kawo wa Dawuda. Amma ya ƙi yă sha; a maimako, sai ya zubar da shi a gaban Ubangiji.
0d0b1300f1	Ya ce, “Allah yă sawwaƙe in yi haka, ya kamata in sha jinin waɗannan mutanen da suka yi kasai da rayukansu?” Domin sun yi kasai da rayukansu don su dawo da shi, Dawuda bai sha shi ba. Irin abubuwan da jarumawa ukun nan suka yi ke nan.
0d0b140097	Abishai ɗan’uwan Yowab shi ma babba ne cikin Ukun nan. Ya ɗaga māshinsa a kan mutum ɗari uku, waɗanda ya kashe, ya kuma zama sananne kamar Ukun.
0d0b15005d	Aka ninka girmama shi bisa Ukun, sai ya zama shugaba, ko da yake ba a haɗa shi a cikinsu ba.
0d0b1600cd	Benahiya ɗan Yehohiyada shi ma wani barden yaƙi ne daga Kabzeyel, wanda ya yi manyan abubuwa. Ya bugi gwanayen Mowab biyu. Ya kuma gangara zuwa cikin rami a ranar da aka yi dusar ƙanƙara ya kashe zaki.
0d0b1700fc	Ya kuma kashe wani mutumin Masar mai tsayi ƙafa bakwai da rabi. Ko da yake mutumin Masar yana da māshi kamar sandan masaƙa a hannunsa, Benahiya ya yaƙe shi da kulki. Ya ƙwace māshin daga hannun mutumin Masar ya kuma kashe shi da māshin nan nasa.
0d0b180067	Irin abubuwan da Benahiya ɗan Yehohiyada ya yi ke nan; shi ma sananne ne kamar waɗannan jarumawa uku.
0d0b19008b	Aka ɗauka shi da bangirma fiye da Talatin nan, amma ba a haɗa shi cikin Ukun ba. Dawuda kuwa ya sa shi yă lura da masu tsaron lafiyarsa.
0d0b1a004f	Jarumawan nan su ne, Asahel ɗan’uwan Yowab, Elhanan ɗan Dodo daga Betlehem,
0d0b1b002b	Shammot mutumin Haror, Helez mutumin Felon,
0d0b1c0032	Ira ɗan Ikkesh daga Tekowa, Abiyezer daga Anatot,
0d0b1d0029	Sibbekai mutumin Husha, Ilai mutumin Aho,
0d0b1e003b	Maharai mutumin Netofa, Heled ɗan Ba’ana mutumin Netofa,
0d0b1f0042	Ittai ɗan Ribai daga Gibeya a Benyamin, Benahiya mutumin Firaton,
0d0b200031	Hurai daga kogunan Ga’ash, Abiyel mutumin Arba,
0d0b210032	Azmawet mutumin Harum, Eliyaba mutumin Sha’albo,
0d0b22004a	’ya’yan Hashem mutumin Gizon maza, Yonatan ɗan Shageye mutumin Harar,
0d0b230030	Ahiyam ɗan Sakar mutumin Harar, Elifal ɗan Ur,
0d0b24002b	Hefer mutumin Mekerat, Ahiya mutumin Felon,
0d0b25002b	Hezro mutumin Karmel, Na’arai ɗan Ezbai,
0d0b26002c	Yowel ɗan’uwan Natan, Mibhar ɗan Hagiri,
0d0b270051	Zelek mutumin Ammon Naharai Baroti, mai ɗaukar kayan yaƙin Yowab ɗan Zeruhiya,
0d0b280025	Ira mutumin Itra, Gareb mutumin Itra,
0d0b290024	Uriya mutumin Hitti Zabad ɗan Alai,
0d0b2a0063	Adina ɗan Shiza mutumin Ruben, wanda shi ne babba na mutanen Ruben, kuma talatin suna tare da shi,
0d0b2b002a	Hanan ɗan Ma’aka, Yoshafat mutumin Mit,
