2800000007	Mathayi
2b0f1800c3	Wadi ni yíhangaku mihangu mina myakonda kedi hangama kwena mutu, hana kati dya bawu, wadi bakhaniku kala yi disumu. Kinga, buthwena bamonimya mihangu myama kaasi batumengi yi meni yi Tata wama.
2b0f190078	Kaasi bwabuna buhangamini ndangu ndinga meni yina básonika muna mitsiku mya bawu yalungila: "Bámbenga konda kikuma."
2b0f1a00a1	«Tangwa kakwísa Muhombi wuna yilúhitika meni, wuna watúka kwena Tata, Kitembu wuna wenina kyedika wuna wátuka kwena Tata, yandi wuna wathíla kimbangi.
2b0f1b004f	Benu phi lwata kimbangi, kikuma hakimosi lwenina yi meni tukidila ku luyandiku.
2b1001004d	«Yíluzonzila bwabuna, ndangu hakalaku kisinza kya kubwila kikuma kya benu.
2b1002008b	Balúkukwasa mu nzu za kimvuka za Bayuta. Tangwa dyakwísa, wosu wuna walúhonda, kabánza ni Nzambi kabati sadila muna mutindu wawuna.
2b1003003e	Amana bahánga bwabuna kikuma bázayaku keti Tata keti meni.
2b100400cb	Kaasi kima yiluzimbwadini bwabuna ndangu ha dyalungila tangwa meni dyadina, lwalenga yubuka ni yíluzimbwalabwa kedi.» «Yíluzimbwalamoku kedi tukidila ku luyandiku, kikuma yíkala hakimosi yi benu.
2b10050078	Buthwena, yekina kwenda kwena wuna wáthuma amana keti mutu mosi hana kati dya benu, kabatiku phyula ni "wendi kubiki?"
2b10060041	Kaasi buna yiluzimbwadini bwabuna, kiwayi kilubasini muna mbundu.
2b100700ac	Kinga ma kyedika kwama mbati luzimbwala: "Bulungi mboti kwena benu, ni meni yenda kwama, kondi loni Muhombi kakwísaku kwena benu. Kaasi yuka ni yenda, yilúhitika yandi.
2b1008007d	Tangwa kakwísa yandi, kasóngila kwena batu ba tsi ni báhunana mu mana matadidini masumu, masonga ma Nzambi yi pfundusu.
2b1009003d	Mu mambu matadidini disumu, kikuma bisiku kwikila mwena meni.
2b100a0053	Mu mana matadidini masonga, kikuma meni yendi kwena Tata amana lwambónaku hika»;
2b100b0049	Mu mana matadidini pfundusu, kikuma pfumu wa tsi yayi bámufundisa kedi.
2b100c0064	«Mambu ma lawu yenina mawu hika ma kuluzimbwala, kaasi lweku kedi yi ngolu za kusimbilama buthwena.
2b100d00b9	Ha kakwísa Kitembu wa kyedika, kalúnatisa muna kyedika kyosu, mukuma kazónzilaku mu khumbu ya yandi meni, kaasi kazímbula byosu bina kayúka amana kalúsamwana mana makwísa.
2b100e0051	Yandi kakhémbisa, kikuma kabónga mana menina kwena meni ndangu kalusamwanama.
2b100f0084	Byosu bina kenina byawu Tata, byenina phi kwena meni. Yihana nzimbwadiki ni kabónga mana menina kwena meni ndangu kalusamwanama.»
2b10100050	«Ka thama ku lwambónaku hika, amana kunima dya tangwa dyakhunda lwambóna.»
2b101100b2	Ndambu ya balonguki bandi bakala dihyula bawu yi bawu: «Biki byabina kabati tuzimbwala? "Ka thama ku lwambónaku hika, amana kunima lwambóna", amana: "Yendi kwena Tata wama."
2b10120059	Amana bakala zimbula: Biki disongidila dya "ka thama ku"? Tuzayimoku mana kabati zonza.»
2b101300ca	Yesu bwosu kázaya ni bazodi bamuhyula kyufu, hanga wubazimbwadini: «Lubati tendanina kikuma kya buna yiluzimbwadini: "Ka thama ku lwambónaku hika, amana phi kunima dya tangwa dyakhunda lwambóna?"
2b1014009c	Mu kyedika yiluzimbwadini ni lwadíla, lwayánana phi, kaasi batu ba tsi basángwala; benu, mu kiwayi lwakála, kaasi kiwayi kyenu kyabáluka mu kyesi.
2b101500ca	Ha kisi buta mukhetu, mu kiwayi kisi kala kikuma tangwa dyandi dya phasi dilungidini; kaasi tangwa kabutini mwana, kisiku yubuka hika misongu mina; kyesi kya lawu kenina kyawu kikuma wubuti mutu ha tsi.
2b101600a1	Phila mosi yi benu, buthwena, mu kiwayi lwenina; kaasi yilúmona hika, mbundu zenu zasángwala lawu, amana hakálaku mutu walúnga mu kulukatula kyesi kyenu.
2b1017008d	«Muna kilumbu meni kyakina, lwaphyúlaku hika kima. Mu kyedika yiluzimbwadini: kina lwalómba kwena Tata mu khumbu ya meni, kalúhekakya.
2b10180088	Yi bwa buthwena bwabu, khaku kedi lumulomba kima mu khumbu ya meni. Lombenu amana lwatámbula, ndangu kyesi kyenu kyakala kyalungila.»
2b101900a0	«Moosu mana, mu bingana yisima luzimbwala. Tangwa dyakwísa dina yilúzonzilaku hika mu bingana, kaasi dina yilúsamwana wengele mambu mana matadidini Tata.
2b101a007b	Muna kilumbu meni kyakina, lwalómba mu khumbu ya meni, amana yiluzimbwadiku ni meni yilómba kwena Tata kikuma kya benu,
2b101b007e	kikuma, yandi-meni Tata wama kisi luzola, mukuma benu phi lwisi nzola meni, amana lwisi kwikila ni meni kwena Nzambi yítuka.
2b101c005e	Kwena Tata yítuka amana yisi ha tsi. Buthwena, mbati katuka ha tsi amana yendi kwena Tata.»
2b101d005b	Balonguki bandi bazimbudini: «Buthwena wekatuzonzila wengele, konda wasadila hika bingana.
2b101e0081	Buthwena tuzayi ni mambu moosu wuzayima, amana weku yi mupfunu ni mutu kakuhyula. Yi hana tukwikididi ni kwena Nzambi wátuka.»
2b101f002c	Yesu wubavutwadini: «Buthwena, lukwikidini?
2b102000b3	Talenu, tangwa dyakwísa, amana dilungidi kedi, dina lwahúmbalakana, kosu mutu yi nzila yandi, amana lwasala nzukula meni hika. Kaasi yeku meni hika kikuma Tata kenina yi meni.
2b1021008d	Yiluzonzidini bwabuna ndangu lwavwa ngemba mwena meni. Kiwayi kya lawu lwamóna ha tsi yayi. Kaasi kalenu yi kikesa! Meni yínungaya tsi!»
2b110100bc	Kunima dya kuzonza bwabuna, Yesu wávumbula mesu ku zilu amana wuzimbudini: «A Tata, tangwa dilungidini. Monikisa khembu ya Mwana waku, ndangu Mwana yandi phi kamonikisa khembu ya ngeyi,
2b11020076	amana bwosu wámuheka hamu ha thandu ya mutu wosu, kisi hana luzingu lwa mvula yi mvula kwena batu babana wámuheka.
2b1103007c	-Kinga luzingu lwa mvula yi mvula, lwenina ni bakuzaya ngeyi Nzambi mosi wakyedika, yi wuna wátuma ngeyi, Yesu Kidisitu. -
2b11040057	Meni yímonikisa khembu ya ngeyi hana tsi; ndungisini kisalu kina wáthuma mu kusala.
2b1105006b	Amana buthwena bwabu, Tata, pheka khembu yina yíkala yawu ku mesu ma ngeyi hana tsi khaku kedi yihangama.
2b1106009f	Ngyadikisiya khumbu yaku kwena batu bana wálubula mu tsi amana wábapheka. Bákala batu ba ngeyi amana wábahana kwena meni, bálunda phi ku ndinga yaku.
2b11070042	Buthwena, bazayini ni byosu bina wápheka, kwena ngeyi byátuka.
2b1108008f	Mukuma yíbaheka ndaka zina wápheka ngeyi; bátambulaza. Bázayabwa ni kyedika, kwena ngeyi yítuka amana bákwikila ni ngeyi wáthuma.
2b11090088	«Kikuma kya bawu mbati lombila meni. Mbatiku lombila kikuma kya batu ba tsi, kaasi kikuma kya babana wápheka, kikuma benina ba ngeyi.
2b110a0087	Kyosu kina kyenina kya meni, kya ngeyi kyenina, amana kina kya ngeyi, kyenina phi kya meni; amana mwena bawu yisi monikina khembu yama.
2b110b00c4	Yenamwoku hika muna tsi, kaasi bawu mu tsi benina; meni yekina mu kukwisa kwena ngeyi. Tata watoma, balema muna khumbu yaku, khumbu yina wápheka, ndangu bákala kima kimosi hanga ngeyi yi meni.
2b110c00de	Tangwa khadikini yi bawu, yikala balunda muna ngolu za khumbu yaku, ngolu zina wápheka. Yikala balema amana, hana kati dya bawu, keti mosi kátotaku, katula lwesi wuna wáfwana mu kuditotisa, ndangu Masonuku malungila.
2b110d0097	Buthwena yekina mu kwisa kwena ngeyi. Kima nzonzidini bwabuna buna yenina hika mu tsi, ndangu bavwa mwena bawu-meni kyesi kyama; kyesi kina kyalungila.
2b110e0076	Meni yíbaheka ndinga yaku, kaasi batu ba tsi bábamenga kikuma beku bisi tsi yayi, bwosu yeku meni phi wa tsi yayi.
2b110f0039	Yikulombiku ni wabakatula ha tsi, kaasi wabalunda ku Mbi.
2b11100035	Beku batu ba ha tsi, bwosu yeku meni phi mutu wa tsi.
2b11110033	Batambika muna kyedika; ndinga yaku yenina kyedika.
2b11120035	Yíbatuma muna tsi bwosu wáthuma ngeyi phi mu tsi.
2b1113007b	Amana meni yiditambikini meni wosu kwena ngeyi kikuma kya bawu, ndangu bawu phi bakala ba kutambika kwena ngeyi mu kyedika.
2b11140069	«Ndombidiku lwesi kikuma kya bawu, kaasi kikuma phi kya babana bakwíkila mwena meni ku ndinga ya bawu;
2b111500a0	ndangu boosu bakala kima kimosi, bwosu wenina ngeyi, Tata, mwena meni, yi meni mwena ngeyi, bawu phi bakala mwena betu, ndangu tsi yakwikila ni ngeyi wáthuma.
2b1116006d	Amana meni yibahekini khembu yina wápheka ngeyi, ndangu bakala kima kimosi bwosu thwenina betu kima kimosi.
2b11170096	Meni mwena bawu amana ngeyi mwena meni; ndangu balungila muna kithwadi, amana tsi yazaya ni ngeyi wáthuma, wábazola phi bwosu buna wánzola meni.
2b111800c9	Tata, bana wábapheka, amana nzodi ni kwosu kuna yenina meni, bawu phi bakala kwakuna hakimosi yi meni ndangu bamona khembu yama, khembu yina wápheka, kikuma watekila nzola hana tsi khaku yihangama.
2b11190066	Tata wa masonga, tsi yákuzayaku, kaasi meni yíkuzaya, amana baba-baba babakudi ni ngeyi wáthuma.
2b111a009e	Yízayikisaya khumbu yaku kwena bawu amana yibázayikisaya hika, ndangu zola dina wenina dyawu kikuma kya meni, dyakala mwena bawu, hanga meni mwena bawu.»
2b120100c9	Tangwa kámanisa mu kuzonza bwabuna, Yesu wálubuka yi balonguki bandi ndangu benda ku sambwa dya mwana mamba ma Setoni, kwakuna kwákala yi masamba mamosi; Yesu yi balonguki bandi bákota mwamuna.
2b12020086	Yutasi, wuna wámulambula, wázaya phi homa hahana; kikuma Yesu yi balonguki bandi bakala kwenda kutakaninaka mbala za lawu kwakuna.
2b120300ce	Amana Yutasi wisa tula kwakuna, wánata kibuka kya baphumbulu yi batsinzidi bana bámuheka kwena bambuta ba banganga Nzambi yi bafwadisi. Bákala yi binwaninu amana basimbiki mwinda mya mbweta yi masoka.
2b1204006f	Yesu wázaya mambu moosu makhana mubwila, wábwesuka kuna thwala amana wubazimbwadini: «Nati lubati sanda?»
2b12050097	Bamuvutwadini: «Yesu mwisi Nazaleti.» Yandi wubazimbwadini: «Meni yandu.» Amana Yutasi, wuna wakhana mulambula, watelama kákala hakimosi yi bawu.
2b12060054	Buna kábazimbwala: «Meni yandu», bávutwakisa kinima-nima amana bábwa ha tsi.
2b1207005e	Yesu wábahyula hika: «Nati lubati sanda?» Bawu phi bamuvutwadini: «Yesu mwisi Nazaleti.»
2b1208007e	Yesu wuvutudini: «Yiluzimbwadikibwa kedi ni meni yandu; amana yuka ni meni lubati sanda, yambulenu baba-baba benda kwabawu.»
2b1209006f	Kázimbula bwabuna ndangu yalungila ndinga yina katekila zonza: «Thotisikiku keti mosi wa babana wápheka.»
2b120a00a9	Kinga Simoni Phetelu, mbedi ya phoku kákala yawu, wáholaya, wáhuta kutu dya kitata dya musadi wa mbuta wa banganga Nzambi. Khumbu ya musadi wuna yákala Malukusu.
2b120b0093	Yesu wázimbula kwena Phetelu: «Vutula mbedi yaku ya phoku muna kilalu kyandi. Ngeyi wubanzi ni bungu dya phasi dyadi kaphekini Tata ndwadyoku?»
2b120c0067	Kibuka kya baphumbulu yi bapfumu ba bawu yi batsinzidi ba Bayuta bámukwatidila Yesu amana bámukasa.
2b120d0082	Hanga bamunatini theti kwena Ana, yandi, buko bwa Khayifu kákala, wuna wákala mbuta wa banganga Nzambi muna mvula meni yayina.
2b120e0079	Khayifu meni wuna, yandi wáhana ndongisila yayi kwena Bayuta: «Bulungi ni mutu mosi kafwa kikuma kya kanda dya batu.»
2b120f00e4	Simoni Phetelu yi mulonguki wahika bakala mulanda Yesu kuna manima. Mulonguki meni wuna wázayasana yi mbuta wa banganga Nzambi, yihakana kákotila nzila mosi yi Yesu muna kati dya kyanzala kya nzu ya mbuta wa banganga Nzambi;
2b121000e4	Phetelu, yandi sadikini hana phenza, bela-bela yi mwelu. Hanga mulonguki wuna wázayakana yi mbuta wa banganga Nzambi wulubukini amana wendi zonza yi tsinzidi wa mukhetu wuna wakala tadikina mwelu, kunima, wámukotisa Phetelu.
2b121100b1	Hanga musadi wa mukhetu meni yana wakala tsinzidi ku mwelu wuzimbudi kwena Phetelu: «Ngeyi phi weku mosi wa balonguki ba mutu wuna?» Yandi wumuvutwadini: «Loni, ka meni ku.»
2b1212009f	Basadi yi batsinzidi hana bákala; báwika mbawu amana bekina yeta mukuma kuma kyosi kwákala. Phetelu phi hana kákala yi kuyetaka mbawu hakimosi yi bawu.
2b12130064	Mbuta wa banganga Nzambi wumuhyudini Yesu mu mambu mana matadidini balonguki bandi yi malongi mandi.
2b121400e2	Yesu wumuvutwadini: «Meni yikala zonza phwelele kwena mutu wosu. Yikala longa kosu tangwa muna nzu za kimvuka za Bayuta yi muna nzu ya Nzambi, muna bisi kutakanina Bayuta boosu. Amana yízonzaku keti kima kimosi mu kitsweki.
2b12150086	Kikuma kya biki wubati phyudila? Mambu mana nzonzini, hyulama kwena batu babana bángyuka; bawu bazayi bukheti mana yízonza meni.»
2b121600a4	Yesu buna kázimbula bwabuna, mosi wa batsinzidi bana bákala hakana, hanga wumuti mbata mu kuzimbula: «Yibwabuna wubati vutula kwena mbuta wa banganga Nzambi?»
2b12170078	Yesu wumuvutwadini: «Yuka ni mbi nzonzini, songilaya; kaasi yuka ni bukheti nzonzini, kikuma kya biki wubati mbetila?»
2b1218004a	Hanga Ana wumuhitikini, wakukasa, kwena Khayifu, mbuta wa banganga Nzambi.
2b1219009e	Simoni Phetelu hana kákala yi kuyetaka mbawu. Bamuzimbwadini: «Ngeyi phi weku mosi wa balonguki bandi?» Kaasi yandi wátuna mu kuzimbula: «Ka meni ku.»
2b121a00a9	Mosi wa basadi ba mbuta wa banganga Nzambi, wuna wákala kiwutu kya mutu wuna káhuta Phetelu kutu, wuzimbudini: «Meni yikumonikiku muna masamba, hakimosi yi yandi?»
2b121b0045	Kaasi Phetelu wátuna hika. Muna tangwa meni dina, khoku wákokula.
2b121c00de	Hanga muna suka, bapfumu ba banganga Nzambi bamunatini Yesu tukidila ku nzu ya Khayifu yi kuna nganda ya pfumu wa mbanza wa Loma. Bawu-meni bákotamwoku mu nganda hanga badisumuna nana, ndangu balenga ta mukinzi wa Phaki.
2b121d0064	Philatu wálubuka kuna bákala bawu amana wuzimbudini: «Khi dyambu lubati mufundila mutu yandu?»
2b121e005f	Bamuvutwadini: «Wadi ni mutu yandi kákadikiku mutu wambi, wadi tukhaniku kulambwala yandi.»
2b121f00a7	Hanga Philatu wubazimbwadini: «Mubongenu benu-benu amana mufundisenu bwosu milombi mitsiku myenu.» Bayuta bamuzimbwadini: «Betu thweku yi muswa wa kuhondisa mutu.»
2b1220007a	Bwáhangama bwabuna ndangu yalungila ndinga yina kázimbula Yesu, mu kusongila phila ya lufwa luna kálunga mu kufwila.
2b12210068	Philatu wávutuka mu nganda, wámutedisa Yesu amana wumuzimbwadini: «Ngeyi wenina kyamvu wa Bayuta?»
2b12220069	Yesu wuvutudini: «Dyambu dina wubati phyula, kwena ngeyi-meni ditukini ho batu bahika bakuzimbwadibwa?»
2b12230094	Philatu wumuhyudini: «Disongidila ni meni Muyuta yenina? Kanda dyaku yi bambuta ba banganga Nzambi bisi kulambula kwena meni; biki wuhangi ngeyi?»
2b122400d5	Yesu wuvutudini: «Luyalu lwama lweku lwa ha tsi yayi. Wadi ni lwákala lwa ha tsi yayi, wadi basadi bama bakhani ndwanina ndangu bandambulaku kwena Bayuta. Mu kuzonza kwamboti, luyalu lwama lweku lwa tsi yayi.»
2b12250101	Philatu wumuzimbwadini: «Disongidila ni ngeyi kyamvu wenina?» Yesu wumuvutwadini: «Ngeyi-meni wuzonzibwa ni kyamvu yenina. Meni yuka ni yíbutuka, yisa phi mu tsi, ndangu yita kimbangi kwena kyedika. Wosu wuna wenina mu kyedika, kisi yuka ndinga yama.»
2b122600d5	Philatu wumuhyudini: «Biki kyedika?» Kunima dya kuzimbula bwabuna, Philatu wálubuka hika mu kumona Bayuta amana wubazimbwadini: «Kikuma kya meni, mboniku keti kikuma kimosi kya kumubedisila mukanu mutu yandu.
2b12270098	Bwosu lwáyikana kedi ni kosu mvula, yiluyambwalaka mutu wa boloku mosi mu mukinzi wa Phaki; zengenuti buthwena bwabu, yiluyambwala kyamvu wa Bayuta?»
2b12280069	Hanga boosu bayandikini mu kukalunga: «Ka yandi ku! Kaasi Balabasi!» Kinga, Balabasi ndwandwa kákala.
2b13010041	Hanga Philatu wutumi ni bamubonga Yesu amana bamuzyatula mafimbu.
2b1302006c	Baphumbulu bátunga mukhonzi wa tsaku wuna bámuvwatisa kuna mutwa, amana bámuvwatisa muzaka wa kabengi.
2b1303005e	Bakala kwisa kwena yandi yi kuzimbulaka: «Mboti, kyamvu wa Bayuta!» Amana bakala muta mbata.
2b130400ab	Philatu wálubuka hika amana wázimbula kwena Bayuta: «Yilunatini yandi ku phenza, ndangu lwazaya ni mboniku keti kikuma kimosi, mwena yandi, kya kumubedisila mukanu.»
2b13050077	Yesu phi wálubuka; wuvwatiki mukhonzi wa tsaku yi muzaka wa kabengi. Amana Philatu wubazimbwadini: «Yandi-wu mutu!»
2b13060110	Bambuta ba banganga Nzambi yi batsinzidi, buna bámumona, hanga bakalungini: «Mukhoka ha kitakani! Mukhoka ha kitakani.» Philatu wubazimbwadini: «Mubongenu benu-benu amana mukhokenu ha kitakani; mukuma meni mboniku kwama kikuma, mwena yandi, kya kumubedisila mukanu.»
2b1307008a	Bayuta bamuvutwadini: «Betu thwenina yi mitsiku amana mitsiku meni mina mibati lomba ni kafweti fwa, kikuma wudikitudi Mwana wa Nzambi.»
2b1308003e	Tangwa káyuka Philatu ndinga yina, wáyuka hika bweya lawu.
2b13090074	Wávutuka hika muna nganda amana wáhyula kwena Yesu: «Kubiki wutukini ngeyi?» Kaasi Yesu kámuvutwalaku mvutu.
2b130a0092	Hanga Philatu wumuzimbwadini: «Abweti wubatiku ngyakula? Wuzayiku ni meni yenina yi kiyeka kya kukuyambwadila holo kya kukukhokisa ha kitakani?»
2b130b00b1	Yesu wuvutudini: «Weku yi kiyeka kimosi hana thandu ya meni yuka ni kakuhekikyoku Nzambi. Ihana ni mutu wuna wisi ndambula kwena ngeyi, disumu dyandi dilutini dina dya ngeyi.»
2b130c00d4	Tukidila bwabuna, Philatu kákala sanda phila ya kumusudila Yesu. Kaasi Bayuta bakalungini: «Yuka ni wamusula, weku nduku wa Khayisala. Kosu mutu wuna wudikitudini kyamvu, kipfumu kabati nwanina yi Khayisala!»
2b130d00e6	Philatu, buna káyuka mihowu meni mina, hanga wumulubudini Yesu kuna nzila amana yandi wendi zakala hana kiti kyandi kya pfundusu, hana batedini: «Homa bákunga mu matadi, amana mu ndinga ya Bahebelu bisiha tela ni "Ngabata".»
2b130e0081	Kyákala kilumbu kya kuyidika mukinzi wa Phaki, bela-bela yi tsinzi; Philatu wázimbula kwena Bayuta: «Ayanduwu kyamvu wenu!»
2b130f00de	Kaasi bawu bakalungini: «Kafwa! Kafwa! Mukhoka hana kitakani!» Philatu wubahyudini: «Fwani yimukhoka ha kitakani kyamvu wenu?» Bambuta ba banganga Nzambi bamuvutwadini: «Betu thweku yi kyamvu wahika, kaka Khayisala.»
2b1310004e	Hanga wubaheki yandi Yesu ndangu bamukhoka ha kitakani. Amana bámunata Yesu.
2b131100b1	Bwosu kakala nata yandi-meni kitakani kyandi, wálubuka mu hata amana wénda homa hana bisi tela: «Kibelengenzi kya mutwa»; mu ndinga ya Bahebelu, bisiha tela: «Kolukota».
2b131200ac	Hahana bámukhokila ha kitakani. Hakimosi yi yandi, bakhoki hika batu bodi ha kitakani, mosi ku koku dya kitata dya Yesu, mukwawu ku koku dya kimama; yandi bamusi ha kati.
2b13130096	Philatu wáyidikisa koma ka dibaya, bánamikadya hana thandu ya kitakani kya Yesu; dyákala dyakusonika: «Yesu mwisi Nazaleti, kyamvu wa Bayuta.»
2b131400e5	Bayuta balawu bakala tanga bisona byabina, kikuma homa hana bámukhokila ha kitakani Yesu hákala bela-bela yi mbanza. Masonuku mana makala mu ndinga tatu: yimosi ndinga ya Bahebelu, yikwawu ndinga ya bisi Loma yi ya Bangeleki.
2b131500a8	Bambuta ba banganga Nzambi ba Bayuta bázimbula kwena Philatu: «Wusonikaku buna: "Kyamvu wa Bayuta" kaasi sonika: "Mutu yandu kázimbula: Yenina kyamvu wa Bayuta".»
2b13160037	Philatu wuvutudini: «Mana tsonikini, tsonikima kedi.»
2b13170115	Kunima dya kumukhoka ha kitakani Yesu, baphumbulu bátambula miledi myandi, bákabisamya mu ndambu ya, ndambu mosi-mosi kikuma kya kosu phumbulu. Bátambula hika mvwela yandi yina bakonda nunga mu bitini, kaasi bátungaya yi muledi wamuthu, tukidila ku londi yi kuna banda.
2b13180107	Baphumbulu badizimbwadini bawu yi bawu: «Tuyatayoku mvwela yayi, kaasi tubetilenuyoku zeki ndangu twazaya keti nati watámbulaya.» Bwabuna malungidila Masonuku: «Badikabisidini miledi myama, amana lophu dyama, babetididya zeki.» Bwabuna báhanga baphumbulu.
2b13190093	Hana kabeta ka kitakani kya Yesu hákala yi ngudi wandi yi phangi wa mukhetu wa ngudi wandi, Madiya mukhetu wa Kolophasi yi Madiya mwisi Makatala.
2b131a00a7	Yesu buna kámona ngudi wandi, amana hana kabeta ka yandi, hákala yi mulonguki wuna kakala zola lawu, hanga wuzimbudi kwena ngudi wandi: «Ngudi, tala mwana waku.»
2b131b0084	Kunima wuzimbudi hika kwena mulonguki: «Tala ngudi waku.» Amana tukidila thangwa meni dyadina, mulonguki wámubonga ku nzu yandi.
2b131c0088	Kunima dya bwabuna, Yesu bwosu kázaya ni moosu malungidi kedi; mu kusya ti Masonuku malungila, wuzimbudini: «Kihwinya yenina kyawu.»
2b131d00d9	Hákala hakana yi kilekwa kimosi kyákala kyabasa yi vinu dya ngani. Bátambula vuya, bázitikiladya kuna tsongi ya luswaswa lwa Yizophi, bávundikadya muna vinu dya ngani, amana báthutadya yi kuna munwa wandi.
2b131e0077	Yesu, buna káfiya vinu dya ngani, wuzimbudini: «Moosu malungidini!» Kunima wázenzika mutwa amana wátabula moyu.
2b131f010b	Kilumbu mekina kyákala kitanu, kilumbu kina bakala yidikila sabata amana Bayuta bisa lomba kwena Philatu ndangu bakatula bamvumbi mu bitakani kunima dya kubatolula malu, ndangu mvumbi zinangaku ha kitakani mu kilumbu kya sabata -kikuma kyákala kilumbu kyambuta. -
2b13200079	Hanga baphumbulu bisini amana batoludini malu ma mutu watheti, kunima ma wuna mukwawu wuna bákhoka ha kitakani yi Yesu.
