2800000007	Mattiyu
2e0304007a	Domin in wani ya ce, “Ina bayan Bulus,” wani kuma ya ce, “Ina bayan Afollos,” ashe, ba zaman mutuntaka kuke yi ba?
2e0305007c	To wanene Afollos? Wanene kuma Bulus? Bayi ne wadanda kuka bada gaskiya ta wurin su, kowannen su kuwa Allah ya bashi ayyuka.
2e0306003e	Ni nayi shuka, Afolos yayi banruwa, amma Allah ne ya sa girma.
2e03070053	Don haka, da mai shukar da mai banruwan, ba komi bane. Amma Allah ne mai sa girman.
2e03080067	Da mai shukar, da mai banruwan, duk daya suke, kuma kowannen su zai sami nasa lada, gwargwadon aikinsa.
2e03090045	Gama mu abokan aiki ne na Allah. Ku gonar Allah ne, ginin Allah kuma.
2e030a00a5	Bisa ga alherin Allah da aka bani a matsayin gwanin magini, na kafa harsashi, wani kuma yana dora gini a kai. Sai dai kowane mutum, ya lura da yadda yake dora ginin.
2e030b0061	Gama ba wanda ke iya kafa wani harsashin daban da wanda aka rigaya aka kafa, wato, Yesu Almasihu.
2e030c007d	Yanzu fa in wani ya dora gini a kan harashin da zinariya, ko azurfa, ko duwatsu masu daraja, ko itace, ko ciyawa, ko tattaka,
2e030d0089	aikinsa zai bayyanu, domin ranar nan zata tona shi. Gama za a bayyana shi cikin wuta. Wutar kuwa zata gwada ingancin aikin da kowa ya yi.
2e030e002b	Duk wanda aikinsa ya tsaya, zai karbi lada;
2e030f0068	amma duk wanda aikinsa ya kone, zai sha Asara, amma shi kansa zai tsira, sai dai kamar ta tsakiyar wuta.
2e0310004f	Ashe, baku san ku haikalin Allah ne ba, Ruhun Allah kuma yana zaune a cikin ku?
2e0311006d	Idan wani ya lalata haikalin Allah, Allah zai lalata shi. Gama haikalin Allah mai tsarki ne, kuma haka ku ke.
2e0312008b	Kada kowa ya rudi kansa. Idan wani a cikin ku na ganin shi mai hikima ne a wannan zamani, bari ya zama” wawa” domin ya zama mai hikima.
2e03130072	Gama hikimar duniyar nan wauta ce a gun Allah. Gama a rubuce yake, “Yakan kama masu hikima a cin makircin su.”
2e0314003f	Har wa yau, “Ubangiji ya san tunanin masu hikima banza ne.”
2e0315003b	haka ba sauran fariya akan mutane! Domin kuwa kome naku ne,
2e03160076	Ko Bulus, ko Afollos, ko kefas, ko duniya, ko rai, ko mutuwa, ko abubuwa na yanzu, ko abubuwa masu zuwa. Duka naku ne,
2e03170032	Ku kuwa na Almasihu ne, Almasihu kuma na Allah ne.
2e0401004e	Ga yadda za ku dauke mu, kamar bayin Almasihu da kuma masu rikon asiran Allah.
2e04020036	Hade da wannan, ana bukatar wakilai su zama amintattu.
2e04030070	Amma a gare ni, karamin abu ne ku yi mani shari'a, ko a wata kotu irin ta mutane. Gama bani yi wa kaina shari'a.
2e04040075	Ban sani ko akwai wani zargi a kaina ba, amma wannan bai nuna cewa bani da laifi ba. Ubangiji ne mai yi mani shari'a.
2e040500c7	Sabili da haka, kada ku yanke shari'a kafin lokaci, kafin Ubangiji ya dawo. Zai bayyana dukkan boyayyun ayyuka na duhu, ya kuma tona nufe-nufen zuciya. San nan kowa zai samu yabonsa daga wurin Allah.
2e040600ee	Yan'uwa, ina dora wadannan ka'idoji a kaina da Afollos domin ku, yadda ta wurin mu za ku koyi ma'anar maganar nan cewa, “kada ku zarce abin da aka rubuta.” Ya zama haka domin kada waninku ya kumbura yana nuna fifiko ga wani akan wani.
2e04070097	Gama wa yaga bambanci tsakanin ku da wasu? Me kuke da shi da ba kyauta kuka karba ba? Idan kyauta kuka karba, don me kuke fahariya kamar ba haka ba ne?
2e040800c6	Kun rigaya kun sami dukkan abubuwan da kuke bukata! Kun rigaya kun zama mawadata! Kun rigaya kun fara mulki- kuma ba tare da mu ba! Hakika, marmarina shine ku yi mulki, domin mu yi mulki tare da ku.
2e040900a2	A tunanina, mu manzanni, Allah ya sa mu a jerin karshe kamar mutanen da aka zartar wa hukuncin mutuwa. Mun zama abin kallo ga duniya, ga mala'iku, ga mutane kuma.
2e040a00a8	Mun zama marasa wayo sabili da Almasihu, amma ku masu hikima ne a cikin Almasihu. Mu raunana ne, amma ku masu karfi ne. Ana ganin mu marasa daraja, ku kuwa masu daraja.
2e040b007b	Har zuwa wannan sa'a, muna masu yunwa da kishi, marasa tufafi masu kyau, mun sha kazamin duka, kuma mun zama marasa gidaje.
2e040c0078	Mun yi fama sosai, muna aiki da hanuwanmu. Sa'adda an aibata mu, muna sa albarka. Sa'adda an tsananta mana, muna jurewa.
2e040d008e	Sa'adda an zage mu, muna magana da nasiha. Mun zama, kuma har yanzu an dauke mu a matsayin kayan shara na duniya da abubuwa mafi kazamta duka.
2e040e0069	Ban rubuta wadannan abubuwa domin in kunyata ku ba, amma domin in yi maku gyara kamar kaunatattun yayana.
2e040f0089	Ko da kuna da masu riko dubu goma a cikin Almasihu, ba ku da ubanni da yawa. Gama ni na zama ubanku cikin Almasihu Yesu ta wurin bishara.
2e04100036	Don haka, ina kira gare ku da ku zama masu koyi da ni.
2e041100b0	Shiyasa na aiko Timoti wurin ku, kaunatacce da amintaccen dana cikin Ubangiji. Zai tunashe ku hanyoyina cikin Almasihu, kamar yadda nake koyar da su ko'ina da kowace Ikilisiya.
2e04120054	Amma yanzu, wadansun ku sun zama masu fahariya, suna yin kamar ba zan zo wurinku ba.
2e04130082	Amma zan zo gare ku ba da dadewa ba, idan Ubangiji ya nufa. Sannan zan san fiye da maganar masu fahariya, amma kuma zan ga ikonsu.
2e04140042	Gama Mulkin Allah ba magana kadai ya kunsa ba, amma ya kunshi iko.
2e04150048	Me kuke so? In zo wurin ku da sanda ne ko kuwa da kauna da ruhun nasiha?
2e050100b7	Mun ji cewa akwai lalata mai kazanta a cikin ku, irin lalatar ba ba a yarda da ita ba ko a cikin al'ummai. Labarin da na samu shine, wani daga cikin ku yana kwana da matar mahaifinsa.
2e05020073	Kuma kuna fahariya sosai! Ba bakinciki ya kamata ku yi ba? Shi wanda ya yi haka, dole a fitar da shi daga cikin ku.
2e05030080	Gama Kodashike ba ni tare da ku cikin jiki, amma ina tare daku a ruhu, na rigaya na hukunta wanda yayi wannan, tamkar ina wurin.
2e0504008d	Lokacin da ku ka taru a cikin sunan Ubangijinmu Yesu, ruhuna yana nan tare da ku cikin ikon Ubangiji Yesu, na rigaya na hukunta wannan mutum.
2e05050071	Na yi haka ne domin in mika wannan mutum ga Shaidan domin a hallaka jikin, don ruhunsa ya tsira a ranar Ubangiji.
2e05060057	Fahariyarku bata yi kyau ba. Ko baku sani ba yisti dan kadan ya kan bata dukan dunkule?
2e05070091	Ku tsarkake kan ku daga tsohon yisti domin ku zama sabon dunkule, wato gurasar da ba ta da yisti. Gama an yi hadayar Almsihu, dan ragonmu na idi.
2e050800ae	Don haka, bari mu yi idinmu ba da tsohon yisti ba, wato yisti irin na rashin tabi'a da mugunta. Maimakon haka, bari muyi bukin idi da gurasa marar yisti ta aminci da gaskiya.
2e05090048	Na rubuta maku a cikin wasikata cewa kada ku yi hudda da fasikan mutane.
2e050a009b	Ba ina nufin fasikan mutane na wannan duniya ba, ko masu zari, ko 'yan'damfara, ko masu bautar gumaka, tunda kafin ku rabu da su sai kun bar wannan duniya.
2e050b00e8	Amma yanzu ina rubuta maku cewa kada ku yi hudda da duk wanda ake kira dan'uwa amma yana zama cikin fasikanci, ko zari, ko bautar gumaka, ko in shi mai ashar ne, ko mashayi, ko dan'damfara. Kada ko abinci ku ci da irin wannan mutum.
2e050c0083	Domin ta yaya zan iya shar'anta wadanda ba 'yan Ikklisiya ba? Maimakon haka, ba ku ne zaku shar'anta wadanda ke cikin ikilisiya ba?
2e050d0057	Amma Allah ke shar'anta wadanda ke waje. “Ku fitar da mugun mutumin daga cikin ku.”
2e06010079	Idan wani a cikin ku yana jayayya da wani, to sai ya tafi kotu gaban alkali marar bada gaskiya, a maimakon gaban masu bi?
2e0602008f	Ko ba ku sani ba, masubi ne za su yiwa duniya shari'a? Kuma idan ku za ku yi wa duniya shari'a, sai ku kasa sasanta al'amura marasa mahimmanci?
2e06030051	Baku sani ba mu za mu yiwa mala'iku shari'a? Balle shari'ar al'amuran wannan rai?
2e06040079	Idan kuna shar'anta al'amuran yau da kullum, don me ku ke kai irin wadannan matsaloli gaban wadanda ba 'yan ikilisiya ba?
2e06050078	Na fadi wannan domin ku kunyata. Babu wani mai hikima a cikin ku ko daya da zai iya sasanta gardama a tsakanin 'yan'uwa?
2e06060069	Amma kamar yadda yake, mai bi ya na kai karar mai bi a kotu, kuma a gaban mai shari'a wanda ba mai bi ba!
2e06070093	Kasancewar rashin jituwa a tsakanin Kirista na nuna cewa kun rigaya kun gaza. Don me ba za ka shanye laifi ba? Don me ba za ka yarda a kware ka ba?
2e06080047	Amma kun yi wa wadansu laifi kun kuma cutar su, su kuwa 'yan'uwanku ne!
2e060900a0	Ba ku sani ba marasa adalci ba za su gaji Mulkin Allah ba? Kada ku gaskata karya. Da fasikai, da masu bautar gumaka, da mazinata, da karuwai maza, da masu ludu,
2e060a006e	da barayi, da masu zari, da mashaya, da masu zage-zage, da 'yan damfara - ba waninsu da zai gaji Mulkin Allah.
2e060b00bc	Kuma da haka wadansu a cikinku suke, amma an tsarkake ku, an mika ku ga Allah, an maida tsayuwar ku dai-dai a gaban Allah a cikin sunan Ubangji Yesu Almasihu, kuma ta wurin Ruhun Allahnmu.
2e060c0098	Dukkan abu halal ne a gare ni”, amma ba kowanne abu ne mai amfani ba. “Dukan abu halal ne a gare ni,” amma ba zan yarda wani abu ya mallake ni ba.
2e060d00c1	“Abinci don ciki ne, kuma ciki don abinci ne”, amma Allah za ya kawar da su duka. Ba a yi jiki saboda fasikanci ba. Maimakon haka, jiki don Ubangiji ne, kuma Ubangiji zai yi wa jiki tanaji.
2e060e003c	Allah ya tada Ubangiji, kuma za ya tashe mu ta wurin ikonsa.
2e060f0070	Ba ku sani ba jikunanku gabobi ne na Almasihu? Na dauki gabobin Almasihu in hada su da karuwa? Allah ya sawwake!
2e06100050	Ko baku sani ba dukan wanda yake hade da karuwa, ya zama jiki daya da ita kenan?
2e06110082	Kamar yadda Littafi ya fadi, “Su biyun za su zama nama daya.” Amma wanda yake hade da Ubangiji ya zama ruhu daya da shi kenan.
2e06120084	Ku gujewa fasikanci! Kowane zunubi mutum yake aikatawa a waje da jikinsa yake, amma mutum mai fasikanci yana zunubi gaba da jikinsa.
2e0613009c	Ba ku sani ba jikinku haikali ne na Ruhu Mai-tsarki, wanda yake zaune a cikinku, wanda ku ka samu daga wurin Allah? Ba ku sani ba cewa ku ba na kanku ba ne?
2e0614003c	An saye ku da tsada. Don haka, ku daukaka Allah da jikin ku.
2e0701004c	Game da abubuwan da kuka rubuto: “Yayi kyau ga mutum kada ya taba mace.”
2e0702008a	Amma Saboda jarabobi na ayyukan fasikanci masu yawa, ya kamata kowane mutum ya kasance da matarsa, kowace mace kuma ta kasance da mijinta.
2e07030068	Kowanne maigidanci ya ba matarsa hakin ta, kuma kowace mace ta ba maigidan ta hakinsa na saduwa da juna.
2e0704006d	Matan ba ta da iko akan jikin ta amma maigidan ne. Haka ma, maigidan bashi da iko akan jikinsa amma matar ce.
2e070500d1	Kada ku hana wa junanku saduwa, sai dai da yardar junanku domin wani dan lokaci. Kuyi haka domin ku bada kanku ga addu'a. Daganan sai ku sake saduwa, domin kada Shaidan ya jarabce ku saboda rashin kamun kanku.
2e07060050	Amma ina fada maku wadannan abubuwa ne a matsayin nuni, ba a matsayin umurni ba.
2e07070080	Na so da kowa da kowa kamar ni yake. Amma kowa na da baiwarsa daga wurin Allah. Wani na da irin wannan baiwar, wani kuma waccan.
2e0708005f	Ga marasa aure da gwamraye, Ina cewa, yana da kyau a garesu su zauna ba aure, kamar yadda nike.
2e07090070	Amma idan baza su iya kame kansu ba, ya kamata su yi aure. Gama yafi masu kyau su yi aure da su kuna da sha'awa.
2e070a0066	Ga masu aure kwa, ina bada wannan umarni- ba ni ba, amma Ubangiji: “Kada mace ta rabu da mijinta.”
2e070b007b	Amma idan har ta rabu da mijinta, sai ta zauna ba aure ko kuma ta shirya da shi. Haka kuma “Kada miji ya saki matarsa.”
2e070c0095	Amma ga sauran ina cewa-Ni, ba Ubangiji ba-idan wani dan'uwa yana da mata wadda ba mai bi ba, kuma idan ta yarda ta zauna da shi, to kada ya sake ta.
2e070d0067	Idan kuwa mace tana da miji marar bi, idan ya yarda ya zauna tare da ita, to kada ta kashe aure da shi.
2e070e00d1	Gama miji marar bada gaskiya ya zama kebabbe saboda matarsa, sannan mata marar bada gaskiya ta zama kebbiya saboda mijinta mai bi. In ba haka ba 'ya'yanku za su zama marasa tsarki, amma a zahiri su kebabbu ne.
2e070f00b0	Amma idan abokin aure marar bi ya fita, a bar shi ya tafi. A irin wannan hali, dan'uwa ko 'yar'uwa ba a daure suke ga alkawarinsu ba. Allah ya kira mu da mu zauna cikin salama.
2e07100061	Yaya kika sani, ke mace, ko za ki ceci mijinki? ko yaya ka sani, kai miji, ko za ka ceci matarka?
2e0711007f	Bari dai kowa ya yi rayuwar da Ubangiji ya aiyana masa, kamar yadda Allah ya kirawo shi. Wannan ce ka'idata a dukkan ikilisiyu.
2e071200b5	Mutum na da kaciya sa'adda aka kira shi ga bada gaskiya? Kada yayi kokarin bayyana kamar marar kaciya. Mutum ba shi da kaciya sa'adda aka kira ga bangaskiya? To kada ya bidi kaciya.
2e07130063	Gama kaciya ko rashin kaciya ba shine mahimmin abu ba. Mahimmin abu shine biyayya da dokokin Allah.
2e0714004f	Kowa ya tsaya cikin kiran da yake lokacin da Allah ya kira shi ga bada gaskiya.
2e07150074	Kai bawa ne lokacin da Allah ya kirawo ka? Kada ka damu da haka. Amma idan kana da zarafin samun 'yanci, ka yi haka.
2e071600b4	Domin wanda Ubangiji ya kira shi lokacin da yake bawa, shi 'yantacce ne na Ubangiji. Hakanan kuma, wanda shike 'yantacce lokacin da aka kira shi ga bada gaskiya, Bawan Almasihu ne.
2e07170037	An saye ku da tsada, donhaka kada ku zama bayin mutane.
2e0718006e	Yan'uwa, a kowace irin rayuwa kowannenmu ke ciki lokacin da aka kira mu ga bada gaskiya, bari mu tsaya a haka.
2e0719009c	Game da wadanda basu taba aure ba, ba ni da wani umarni daga wurin Ubangiji. Amma ina bada ra'ayina kamar mutum wanda, ta wurin jinkan Allah, yake yardajje.
2e071a0064	Don haka, Ina ganin saboda yamutsin dake tafe ba da jimawa ba, ya yi kyau mutum ya zauna yadda yake.
2e071b0062	Kana daure da mace? Kada ka nemi 'yanci daga gare ta. Baka daure da mace? Kada ka nemi auren mace.
2e071c00cd	Amma idan ka yi aure, ba ka yi zunubi ba. Kuma idan mace marar aure ta yi aure, bata yi zunubi ba. Saidai su wadanda suka yi aure za sha wahalhalu iri-iri a yayinda suke raye, kuma ina so in raba ku da su.
2e071d0072	Amma wannan nike fadi ya'nuwa: lokaci ya kure. Daga yanzu, bari wadanda suke da mata suyi rayuwa kamar basu da su.
2e071e0072	Masu kuka su zama kamar marasa kuka, masu farinciki kamar marasa farinciki, masu sayen abubuwa kamar marasa komai.
2e071f0067	Wadanda suke harka da duniya kamar ba su harka da ita, domin ka'idar duniyan nan tana kawowa ga karshe.
2e07200072	Ina so ku kubuta daga damuwa mai yawa. Mutum marar aure yana tunani akan al'amuran Ubangiji, yadda zai gamshe shi.
2e0721004c	Amma mai aure yana tunani akan al'amuran duniya, yadda za ya gamshi matarsa,
2e072200c4	hankalinsa ya rabu. Mace marar aure ko budurwa tana tunanin al'amuran Ubangiji, yadda za ta kebe kanta a jiki da ruhu. Amma mace mai aure tana tunanin al'amuran duniya, yadda za ta gamshi mijinta.
2e0723009e	Ina fadar wannan domin amfaninku ne, ba domin in takura ku ba. Na fadi wannan domin abinda ke daidai, yadda zaku bi Ubangiji ba tare da hankalinku ya rabu ba.
2e072400bc	Amma idan wani yana tunani da cewa baya yin abinda ya dace ga budurwarsa- idan ta wuce shekarun aure, kuma hakan ya zama dole- sai yayi abinda yake so. Ba zunubi yake yi ba. Sai suyi aure.
2e072500c2	Amma idan ya tsaya da karfi a zuciyarsa, idan baya shan wani matsi kuma yana iya kame kansa, har ya kudurta a zuciyarsa yayi haka, wato ya kiyaye budurwarsa da yake tashi, to hakan ya yi daidai.
2e0726006b	Don haka, shi wanda ya auri budurwarsa yayi daidai, sannan shi wanda ya zabi yaki yin aure yafi yin daidai.
2e07270096	Mace tana a daure ga mijinta a duk tsawon rayuwarsa. Amma idan mijin ya mutu, tana da 'yanci ta auri duk wanda take so ta aura, amma a cikin Ubangiji.
2e07280069	Amma a ganina, za ta fi farinciki idan za ta zauna yadda take. Kuma ina tunanin ni ma ina da Ruhun Allah.
2e08010088	Game da abinci da ake yiwa gumakai hadaya: Mun sani cewa, “Dukanmu muna da ilimi.” Ilimi ya kan kawo takama, amma kauna tana ginawa.
2e08020065	Idan wani yana tunanin ya san wani abu, wannan mutumin bai rigaya ya san abinda ya kamata ya sani ba.
2e0803003c	Amma idan wani yana kaunar Allah, to ya san da wannan mutum.
2e08040094	Game da abincin da aka yiwa gumakai hadaya: Mun san cewa, “Gunki a duniyan nan ba wani abu bane,” kuma cewa” Babu wani Allah sai guda daya.”
2e080500dd	To wata kila ma a ce wadanda ake kira alloli sun kasance, ko a cikin sama ko duniya, kamar yadda akwai wadanda ake ce dasu “alloli dabam dabam a duniya ko a sama,” kamar yadda akwai “alloli da iyayengiji” da yawa.
2e080600cc	“Amma a wurin mu, Allah daya ne, Uban dukan duniya, daga wurinsa aka halita dukan abu, domin sa muke rayuwa, Ubangiji Yesu Almasihu daya, wanda ta wurin sa kome ya kasance, mu kuma daga wurinsa muke.”
2e080700bc	Amma ba kowa ke da wannan ilimi ba. Shi ya sa tun da, wadan su na bauta wa gunki, kuma suna cin wannan abincin kamar abin da aka mika wa gunki. Lamirin su ya kazantu sabo da yana da rauni.
2e08080082	Amma ba abinci ke bamu tagomashi a wurin Allah ba. Ko mun ci, bamu kara karbuwan mu ba, ko ba mu ci ba, ba mu rage karbuwan mu ba.
2e0809005c	Amma, ka yi hatara kada 'yancin ka ya zama sanadiyar tuntuben wani mai rarraunar bangaskiya.
2e080a00b1	Anar misali, idan wani mai rarraunar lamiri ya hango ka mai ilimi, kana cin abincin da aka mika wa gunki, ai ba ka bashi kwarin gwiwa kenan yaci abincin da aka mika wa gunki ba?
2e080b0062	Sabili da ganewar ka akan yanayin gumaka, dan'uwa rarrauna wanda Yesu ya mutu domin sa ya hallaka.
2e080c005a	Saboda haka, idan ka saba wa 'yan'uwa masu raunin a lamiri, ka yi zunubi a gaban Almasihu.
2e080d0067	Idan abinci zai sa dan'uwa na yayi tuntube, zan huta cin nama, domin kada in jawo wa 'yan'uwana faduwa.
2e0901006d	Ni ba yantacce bane? Ni ba Manzo ba ne? Ban ga Ubangijinmu Yesu ba? ba ku ne aikin hannuna cikin Ubangiji ba?
2e0902006b	Idan ni ba Manzo ba ne ga wadansu, hakika ni Manzo ne a gare ku. Ai kune shedar manzanci na cikin Ubangiji.
2e09030020	Ga kariya ta zuwa masu zargi na,
2e0904001d	Ba mu da 'yanci mu ci mu sha?
2e09050064	Ba mu da 'yanci mu dauki mace mai bada gaskiya kamar sauran manzanni da Kefas da 'yan'uwan Ubangiji?
2e0906002e	ko ni da Barnabas ne kawai muka cancanci aiki?
2e09070081	Wake aikin soja daga aljihunsa? Wake shuka gonar inabi baya ci daga 'ya'yan ta ba? Ko kuwa wake kiwon tumaki ba ya shan madarasu?
2e0908003a	Ina wannan zance da ikon mutum ne? Doka bata fadi haka ba?
2e09090087	Gama a rubuce yake a attaura ta Musa cewa, Takarkari mai tattake hatsi kada a sa masa takunkumi. Amma shanu ne Ubangiji ke zance a kai?
2e090a0083	Ba don mu yake magana ba? An rubuta domin mu ne. Domin wanda yake noma, yayi cikin bege. mai tattake hatsi kuma yayi da begen samu.
2e090b0051	Idan mun yi shuka ta ruhaniya a rayuwarku, mai wuya ne mu girbi kayan ku na jiki?
2e090c00c8	Idan wadansu sun mori wannan 'yanci a gurin ku, ba mu fi su cancanta ba? duk da haka bamu yi amfani da wannan 'yancin ba, maimakon haka, mun yi jimriya da duk abin da zaya hana bisharar Yesu Almasihu.
2e090d009c	Baku sani ba masu bauta a haikali suna samun abincinsu ne daga haikalin? Baku sani ba masu bauta a bagadi, suna da rabo daga abin da ake kawowa kan bagadin?
2e090e0054	Haka kuma Ubangiji ya umarta masu aikin bishara zasu ci abincinsu ta hanyar bishara.
2e090f009b	Amma ban yi amfani da wannan 'yanci ba, ba kuma ina rubuta maku domin ayi mani wani abu bane, na gwanmace in mutu maimakon wani ya hana ni wannan fahariya.
2e09100072	Ko nayi shelar bishara, ba ni da dalilin fahariya domin ya zama dole in yi. Kaito na idan ban yi shelar bishara ba
2e09110080	Idan na yi hidimar nan da yardar zuciyata, ina da sakamako, idan kuma ba da yaddar zuciyata ba, harwa yau akwai nauwaya akai na.
2e09120072	To menene sakamako na? shi ne in yi shelar bishara kyauta, da haka ba zan yi amfani the 'yanci na cikin bishara ba
2e0913005f	Ko da shike ni 'yantacce ne ga duka, amma na mai da kaina bawan kowa domin in ribato masu yawa,
2e091400ce	Ga yahudawa, na zama bayahude, domin in ribato yahudawa, ga wadanda ke karkashin shari'a, na maishe kaina kamarsu, domin in ribato wadanda ke karkashinta. Na aikata wannan ko da shike bana karkashin shari'a
2e091500c9	Ga wadanda basu karkashin shari'a, na maishe kaina kamar su. Ko da shike ban rabu da shari'ar Allah ba. Amma ina karkashin dokar Almasihu. Na yi haka ne domin in ribato wadanda ba sa karkashin shari'a.
