2a00000004	Luke
2c02220074	Davide djabeni asamamate o djulu, tumbe amavose rye: “Fumu Nzambi amatsingule Fumu ami yiri: Yitsane omabale mami,
2c02230033	tena nyusunze bavinitsi baghu otsi makulu maghu.”
2c0224008a	Mukute wotsu wu Yisrayele widjabi na bureti yiri Nzambi amamubyatse Fumu na Kirisete. Djesu édjine adji dutsi ghomine noboke va kurusu.»
2c02250098	Bapikile ba botsu abamawulu mbembu édjine baketsyemughe, na bamawivule Pyere na bilumbi bimosi yiri: «Bane ba tadji, yike tsyeni turungule wuvayile?»
2c022600a9	Pyere amabawaghule rye: «Fungulanu nodunde mabi menu, na kale mutu mbé obatusu mu dine di Djesu Kirisete. Vaghanu nane, mabi menu motandu, na dukedile Yinyuni Yisyeme.
2c02270084	Nzambi amaghane wudivaghe ombu bane benu, djenubeni, na botsu abetsani o malongu mavale, batu botsu nane Fumu Nzambi obanengilile.»
2c02280095	Pyere amabwévose pwele mambu, na amabawarise novose rye: «Singanu dughobutsu mumbari monyu enu, wukekakene na mutsanu wubive wu bulongu bwébubu!»
2c0229007f	Botsu abamawulu nosinge mbembu Pyere, bamabatusu. Mu yilumbu yeni, tangudji tosini-yiryeru tsi batu bamasobene nowu mu yinombu.
2c022a007e	Temu tsyotsu, bamawulungu ndonzulu bilumbi na musighe, bakebeghange monyu dibure-ngudji, bamadjangaange nosambilaange va mosi.
2c022b0066	Kale mutu amawulungu keri, mumbari Nzambi amadughusungu pwele bilimbe na bimaghe mu nzalusulu bilumbi.
2c022c0059	Bango yitu botsu bamabangaange mbure mosi na bamaghabenaange byotsu abimabangaange byowu.
2c022d0065	Bamasumbisaange maboti mowu, na bakeghabenaange badoli djobotsu, nane kale mutu amabilaange na nzale.
2c022e00a5	Bilumbu byotsu, na murime mosi, bamaghukemange o dulombili du ndaghu Nzambi. Bameneghabaange bighudji mu mandaghu mowu na bamadjangaange na nzangu na murime pwelele.
2c022f0084	Bamayitsaange Nzambi na mukute wotsu wumabanyungilaange. Na Fumu amabwesaange kale yilumbu mu yinombu yowu botsu abe amaghobulaange.
2c03010062	Mwa yilumbu, va murekemunu wisi, Pyere na San bamawendaange o ndaghu Nzambi, va diweru di dusambu.
2c030200f3	Lake, bamatsyetaange dibaale dimaburu yikoyi, awu amasunzungu kadi yilumbu va dikotulu di ngande ndaghu Nzambi, va mune ndaghu awinengulu «Diwuyi Diboti». Djandi amavondaange mbongu na yingebe, ombu djowu abamakotaange o ghari ndaghu Nzambi.
2c03030061	Anolabe Pyere na San bwé yikukote bakekote o ghari ngande eni, dibaale dyeni, akebavonde mbongu.
2c03040041	Pyere djone San bakemughengise na bakemutsingule yi: «Tutsuni.»
2c03050038	Djandi akebatsune, amatase yiri odile mwa yime mu djowu.
2c03060094	Tumbe Pyere akemutsingule rye: «Ngane badoli vo lore, tumbe ayivu nami, nyighuve yoni. Mu dine di Djesu Kirisete mwise Nasarete, releme na wende!»
2c03070075	Akemughaange mu dikake dyandi di mabaale, akemurelighe. Vane-vane, matambi mandi na bapanzi bandi bikesundile wuware,
2c03080094	akereleme fungelini na akebande uwende. Amakote nowu o ghari ngande ndaghu Nzambi, amayenewendaange djabeni, amayenedumughaange, noyitsaange Nzambi.
2c0309002f	Mukute wotsu wumamulabe uwende, noyitse Nzambi.
2c030a00a1	Bamamudjabaange yiri djandi awu amabangaange atsane va Diwuyi Diboti di ndaghu Nzambi, mu vondaange mbongu. Banolabe adimamuruyile, batu bamakambulu na bamasutu.
2c030b009b	Tumbe djandi, asamamwékakene na Pyere na San. Mukute wotsu wumawende mbangu wukebakande o dulombili du ngande ndaghu Nzambi, o Pyasu dji Salemu, bamasutu.
2c030c00bd	Ave Pyere amalabile nane, akevosile mughungi yi: «Batu ba Yisrayele, mumba yi dumasutulu mu aditsilabene? Yi dwitutsunini, nane bwé mu mangolu metu vo yitu yetu, mutu éwuwu atsirelemine?
2c030d00e6	Nesi, tumbe Nzambi Aberaame, adji Nzambi Yisaake, Nzambi Sakobe na Nzambi baghulu betu, amabase Djesu musalitsi andi na bundumbe. Djesu eni adji dumasumbise ombu Pilate na dumamughale va wusu andi. Nenane Pilate mbé amudjeyisile.
2c030e0067	Yine dumamughale, djandi awu asyeme na asungeme. Va yivinze yandi, dumavonde musughe wudjeyise yikongu.
2c030f0052	Mu dyoni, dumaboke oyive monyu, tumbe Nzambi atsimurambuse o dufu, tudji bambedji.
2c031000ab	Kaboghu, dwilabi mutu éwuwu na dwimudjabi. Mu dine di Djesu atsiwarusulu, mumbari djetu twivali Djesu yitu. Mu yitu mu Djesu atsibelusu djandi wotsu, va wusu djetu botsu.
2c03110066	Na vave, baane ba tadji, nyidjabi yiri dutsighambu na dudjabu mu nzalesulu tsyenu, nane bivunde byenu.
2c03120074	Nzambi amadidughusu nane djabeni amadikunzile va dibandu mu munu babiyitsi botsu yi Kirisete adji otinde, otsoghusu.
2c03130057	Kaboghu, fungulanu mabi menu na ghabughanu manzinzimze, mumbari mabi menu maketsindulu.
2c03140050	Anane Fumu oduveghile duvotsu, na odutindile djandi awu amasolu, Djesu Kirisete.
2c0315009d	Diwelimine bwé Djesu mbé olebe o djulu na Nzambi, tena yilumbu ayi mambu motsu moghabuyile maghone, nane Nzambi amavosile mu munu babighitsi bandi basyeme.
2c03160085	Dingenze Moyise amavose: “Fumu Nzambi enu odupalisile va ghari mukute enu mubiyitsi nane menu. Dumuwululu mu motsu ame odutsingule.
2c03170049	Wotsu owubuse uwulu mubiyitsi, oboku na obungu va ghari mukute Nzambi.”
2c03180076	Babiyitsi botsu, ubandile va Samwele na botsu abamarughe va yinzime yandi, bamavose djowandi mu temu adjidji tuvu anu.
2c031900c3	Djenu dudji baane ba babiyitsi, mba bibyalile bi disyale adi Nzambi amavangene na baghulu betu. Lanu adi Nzambi amatsingule Aberaame: “Bifumbe byotsu bi butambe na bakule bowu, bodile myule.”
2c031a0071	Pangini édjidji adji enu, adjimarombise Nzambi utinde musalitsi andi muduveghe myule, nodukakene mu mabi menu.»
2c0401009d	Bavaghulitsi ba paghu na yivunde yi baghore abamakelisaange ndaghu Nzambi, na bise dibuli di baSadisi bamaruyile ave Pyere djone San bamavosilaange mughungi.
2c04020098	Djobotsu bamabase na kabu djineni, mumbari bamalabe Pyere djone San ulonze mukute yi: botsu abafu wandi boghabughe monyu, nane Djesu amaghabuyile monyu.
2c0403004e	Bakebaghaange na bakebabwaghe o tsughu tena kedi, mumbari wisi mbé wumatsime.
2c04040086	Tumbe, bapwele va ghari botsu abamawulu mbembu Nzambi, bakesinge ube bango yitu. Durangu dwowu dumabe tangudji tosini-yiranu tsi batu.
2c04050055	Va kedi, bidjeti, bivunde bi baSwife na milonzi mi mighaghe bakeghukeme o Serusaleme.
2c0406008f	Va ghari owu vamabe: Ane yivunde yi bavaghulitsi ba paghu, Kayife, San, Alesandere na botsu abamabe mu mukute yivunde yi bavaghulitsi ba paghu.
2c04070066	Bakebeghe bilumbi va wusu owu na bakebawivule rye: «Mu musughe nyi vo mu dine di nyi dutsidivayile?»
2c04080069	Pyere, abasulungu na Yinyuni Yisyeme, akebatsingule rye: «Djenu bidjeti bi mukute na bivunde bi baSwife,
2c04090089	djetu tutsivaghe diboti ombu djandi awu abetsi yikoyi. Na nyangu yike wuwivule dwituwivuli, tsyeni dibaale dyédine ditsidilile dubelusu?
2c040a00fd	Djenu botsu na mukute wotsu wu Yisrayele, dune dyambu dimosi adi mbé durungule udjabe: mu dine di Djesu Kirisete mwise Nasarete, dibaale adivu va wusu enu atsi dilile dubelusu. Djesu Kirisete adji djenu dumaghomine va kurusu, Nzambi akemughabuse monyu.
2c040b00a6	Mu Dibuku di Mbembu Nzambi direndu: “Dimani adi djenu barungitsi dumabwaghe, dimakalughe yike dimani, adi neni adi siki yibughe yi ndaghu.” Djesu la dimani dyeni.
2c040c0085	Djandi wandi pinze, awu orungulu wutughobule. Adine, mu bulongu bwotsu, Nzambi asamaveghe mutu susu, awu djetu botwanu tughobululu.»
2c040d00d5	Bidjeti byeni bike kambulu, binolabe Pyere djone San bévosi na musighe. Vane-vane, bimabwélabe yiri badji batu ba kulini, abasamanenge mba baghane dudjabu. Djowu, bamabadjabaange bwé bamayenewendaange na Djesu.
2c040e006d	Tumbe, ave bamalabilaange yikoyi ayi mabelusu, diteli va mughule bilumbi, bidjeti byeni bisamadile adi uvose.
2c040f005e	Kaboghu, baketsingule bilumbi yi: «Palanu o ndaghu dusosusu!» Na bakesyale djobeni notsunde.
2c041000a5	Bakewivusenaange: «Yike tsyeni turungule wuvayile batu bebabe? Dingenze, bamavaghe yimaghe, batu botsu ba musyengi Serusaleme bamadidjabe, na tughorungule udighale.
2c041100a8	Tumbe, turungule uvaghe yiri yilumbi yéyine yikényave va ghari mukute. Kaboghu, tubaghandisyanu nobanyangile bwé bayabwé bile uvosile mutu wotsu mu dine di Djesu.»
2c0412005d	Lake bakenengile Pyere na San, nobatsingule rye: «Duyabwévose vo ulonze mu dine di Djesu.»
2c0413007f	Tumbe Pyere na San bamabawaghule rye: «Va wusu Nzambi, yi yisungeme: wudughobise djenu, vo wughobise Nzambi? Sosanu djenubeni!
2c04140050	Tumbe mu djetu, tughorungule ubuse uvose nolonze mu motsu ame tumalabe nowulu.»
2c041500c0	Bidjeti byeni bike bwévale Pyere na San mapemi maghone na bakebadunde, basamadile tonu djubakilisile. Yike mukute wotsu wumawimbilaange noyitse bundumbe bu Nzambi dibandu yimaghe ayimalabene.
2c04160057	Dibaale adimabelusu na yimaghe yéyine mbé amavyoghe maghumi-mana ma bilime bi duburu.
2c041700a3	Pyere djone San banodundu, bamawende kwase uyélabe bambatsi bowu, noyebatsingule motsu ame bivunde bi bavaghulitsi ba paghu, na bivunde bi baSwife bamabatsingule.
2c041800b3	Banomane ughuwulu ame Pyere na San bamabatsingule, djobotsu bamasambile Nzambi na murime wumosi, novose rye: «Mulonzi, ndedju wumasunde djulu, butambe, mubu na byotsu abivu mune.
2c041900ba	Ndedju, mu munu Davide kaaghe etu, musatsi aghu awumabase na Yinyuni Yisyeme, wumavose rye: “Mumbari yi mikute mimanyoyile? Mba mitungili Nzambi fundu, tumbe mambu motsu mane ma nzolu.
2c041a0074	Bakaghe ba butambe bamakunzeme mutoghe divite, bidjeti bimawulusunu mube mimbini mi Fumu Nzambi na Kirisete andi.”
2c041b00cb	Dingenze, Yirode ayi Atipa na Ponze Pilate djowandi, bamaghukeme o musyengi éwuwu, djone beni na mukute Yisrayele, mu toyise Djesu. Djandi awu amabe musatsi awusyeme, awu ndebeni wumasole nane Kirisete.
2c041c0057	Yike bamadughusu motsu ame ndebeni, mu matase na mangolu maghu, wumakunze vane dibandu.
2c041d0084	Avave Fumu, labe nane bétukwanini, na veghe bisatsi byaghu mangolu moyenetsingulaange nolonze mbembu aghu na duvotsu vo na musighe.
2c041e009f	Kaboghu, lase mangolu maghu yi va ghari etu vakelabene biryaryamu, bimaghe, dubelusu na bilimbe bimosi mu dine di musalitsi aghu Djesu, djandi odjivu asyeme.»
2c041f009a	Ave bamamanine wusambile, butambe bumaregheme va mbure adji bamabe. Djobotsu bakebase na Yinyuni Yisyeme na bamayenetsingulaange mbembu Nzambi na musighe.
2c042000ce	Botsu abamakalughe bango yitu, bamawulusunungu, na dinonge di murime na ditase dimabe diware va ghari owu. Vagha mutu amavosaange rye: «Bime abibi, abyami!» Tumbe, bamaghabenaange byotsu abi bamadilaange.
2c04210090	Yike na mangolu maneni, bilumbi bamayenesamunaange durambughulu du Fumu Djesu o dufu. Mba yese yi Nzambi yimalabenaange na mangolu mu kale mutu.
2c04220090	Vasamabe mutu va ghari owu amaghambu na yime, mumbari botsu abamabe na banungi vo mandaghu, bamamasumbisaange na bamabeghaange badoli beni botsu
2c04230052	ombu bilumbi. Lake djowu bamatsighabaange, na kale mutu amadilaange dyandi dikabu.
2c042400c7	Nane yibaghunu yi dibaale bamanengilaange Sosefe, amabe na nungi. Djandi awu bilumbi bamalughe yike Barenabase, diwendili yi: «Mutu awiwarisi», amabaange musalitsi wu dilongu di Levi, mwise Sipere.
2c0425003d	Akesumbise nungi andi, akebeghe madila na akimaveghe bilumbi.
2c05010057	Tumbe dibaale dimanengulungu Ananyase, na mughatsi andi Safire, bakesumbise nungi mosi.
2c05020056	Banowulusunu, bakesweghe dikabu di mbongu, na bakelase dikabu adimasyale ombu bilumbi.
2c050300a1	Pyere akemuwivule rye: «Ananyase, tsyé dyabu amabasile murime aghu nane? Wumafure Yinyuni Yisyeme, mba wumasweghe dikabu di mbongu atsi dutsidile mu nungi enu.
2c050400cd	Ne wukedjisumbise tsya djibetsi djaghu? Wuno dji sumbise, ughabetsi na musughu wubonge badoli baghu? Yike tsyeni, wutsibile na ditase divelughe nane o ghari murime aghu? Tsi batu wutsifure, tumbe Nzambi!»
2c05050064	Yike edighulu, Ananyase akeberughe na akesuke muvumu. Mba botsu abamadiwulu bakeghangu na dunzyenzi.
2c05060035	Minzambu bakibonge mvumbi, bakedji pyete noyetswighe.
2c05070057	Tangudji maweru maryeru manovyoghe, mughatsi Ananyase akerughe, asamadjabe adimavyoghe.
2c05080068	Pyere akemuwivule yi: «Nzinguli, dufunu adu dutsisumbisile nungi enu adudu?» Akewake: «Yine, adune.»
2c0509009f	Kaboghu Pyere akemutsingule rye: «Tsyé dutsiwulusununu mumange Yinyuni yi Fumu? Wulu! Abatsiyetswighe mulumi aghu, bake va mune ndaghu, bowubeghe ndewandi.»
2c050a009b	Vane-vane akeberughe va makulu ma Pyere na akesuke muvumu. Minzambu mikekote, mikemurasunu amafu, mikemunangule na bakeyémutswighe va mughule mulumi andi.
2c050b0042	Dibundu dyotsu na botsu abamamawulu bakeghangu tindi na dunzyenzi.
2c050c0076	Bimaghe na bilimbe bipwele bimavaghungu na bilumbi va ghari mughungi. Bango yitu bamatsanaange va mosi o Pyasu Salemu.
2c050d005f	Djobotsu bamabaghobisaange pwele, yotsu yine, vagha ne mutu wumosi wumarondaange wusobene nowu.
2c050e004c	Baghetu na babaale bapwele, abamavayile Fumu yitu bamafunaange temu tsyotsu.
2c050f00b9	Adine bamabeyilaange bibedu, mba bakebasunzaange mu tsyengi vo mu matoghu mu manzile. Bamavayilaange nane, mumbari ave Pyere ovyoyile, yidumbitsi yandi yikewumbe ne wumosi va ghari owu.
2c051000d2	Yinombu yineni yimarughaange o misyengi amibambene na Serusaleme. Yinombu yeni yimaghukeme o musyengi Serusaleme. Aghune, bamabeghaange bibedu, na batu abamakwanungu na binyuni bibive, na botsu bamabelughaange.
2c05110087	Kaboghu, yivunde yi bavaghulitsi ba paghu na botsu abamabe nandi, diwendi yi na dibuli di baSadisi, bakebalabe ngusu na bakeghane kake.
2c0512003b	Va wusu batu botsu, bakebaghaange na bakebabwaghe o tsughu.
2c05130067	Tumbe, vane mukolu, yanze yi Fumu yikedibule mune ndaghu, yikebapalise. Yanze yeni, yikebatsingule rye:
2c0514004f	«Wendanu o ndaghu Nzambi, na tsingulanu mukute mambu motsu ma monyu wughone.»
2c05150111	Bilumbi banomawulu, bamawende kedi neni o ndaghu Nzambi na bamalonzaange. Yivunde yi bavaghulitsi ba paghu na botsu abamabe nandi, bakerughe na bakeghukighe fundu dji banzonzi ba baSwife na bivunde bi dibundu di mukute Yisrayele. Bamatinde batu muyélande bilumbi o tsughu.
2c05160072	Tumbe baghore banotole, basamabarasune o tsughu. Bakeghabughe ombu bidjeti muyebatsingule bikumbu. Na bakevose yi:
2c05170092	«Tutsirasene tsughu dji dibeme na burange, kale ghore abe va mbure andi va wusu byabutsu. Tumbe ave tutsidjidibulile, tugharasene mutu o ghari.»
2c05180078	Banodighulu, yivunde yi baghore ba ndaghu Nzambi na yivunde yi bavaghulitsi ba paghu bakekambulu nokewivule adimavyoghe.
2c05190078	Mba mutu akibatsingule yi: «Wulwanu! Batu abe dutsisunze o tsughu, badji o ndaghu Nzambi obélonzili batu mambu mowu.»
2c051a00a6	Vane-vane yivunde yi baghore ba ndaghu Nzambi akewende na batu bandi muyéghange bilumbi. Tumbe basamavaghe buvape, mumba bamadumange yi mughungi wukébatinde mamani.
2c051b0061	Banobabeghe, bakebawakise ombu fundu dji banzonzi. Yivunde yi bavaghulitsi ba paghu akebafundise.
2c051c00e6	Djandi akebatsingule yi: «Tumadughandise kile-kingi ulonze mu dine di mutu ewune. Tumbe yi dumavaghe? Dumanyavise ndonzulu enu ombu batu botsu abetsani o musyengi Serusaleme, mba dwirondi usunze dufu du Djesu va djulu muru etu!»
2c051d005c	Pyere na bilumbi bimosi, bakebawaghule yi: «Diwelimine yi tughobisaange Nzambi, tsiri batu.
2c051e0050	Nzambi baghulu betu amarambuse Djesu adji djenu dumaghomine va kurusu mu muboke.
2c051f009f	Nzambi amamumatise o mabaale mandi, mba amamubyatse Yidjeti na Mughobutsi. Amavayile nane, muveghe Yisrayele yese yukalughe dyele nodile dutandu du mabi mandi.
2c0520005a	Tudji bambedji ba mambu meni, djetu na Yinyuni Yisyeme ayi Nzambi amaveghe abemughobisi.»
2c0521005f	Bivunde bi fundu dji banzonzi banowulu nane, bakenyoghe tinde unyoghe tena bamaronde ubabokise.
2c052200c3	Tumbe va ghari owu, vamabe muFarisi wumanengulungu Ghamalyele, mulonzi mighaghe wumaghobusungu na batu botsu. Djandi akereleme va ghari fundu dji banzonzi na akevaghe bakepalise bilumbi mwa temu.
2c0523005d	Mba aketsingule dibundu yi: «Bise Yisrayele, kebenanu na adi dwirondi uvaghe batu beni bane.
2c052400df	Vasekabe yitsingu tumalabe Tedase ureleme vave, amavumbaange wube yidjeti. Tangudji vamabe ne kame-djine tsi batu bamasobene nandi. Tumbe akeboku, botsu abamamuduke baketsyamughe mba vasamasyale ne yisalu mu dighane dyandi.
2c05250097	Va djulu vane, va temu sanzeme, tumalabe Sudase mwise Ngalile, amadute tinde bapwele nandi. Tumbe akeboku djawandi, na botsu abamamuduke baketsyamughe.
2c0526008e	Vave nyidutsinguli: duyamwéghengile ame bévayi, basilyanu bayenewende. Mumba payi matase mowu na bisalu birambuyili ombu batu, byutsyemughe.
2c05270083	Tumbe payi birambuyili ombu Nzambi, dughorungule ubipanze. Duyakubene utoghe na Nzambi». Bise dibuli dyeni bakeghululu Ghamalyele.
2c05280067	Bakenengile bilumbi, bakebadimbise na mangwangu, bakebaghandise urangune dine di Djesu mba bakebadunde.
2c05290090	Bilumbi banodusughe o ndaghu dusosusu. Bamayene wende na nzangu mumbari, bamadjabe yiri Nzambi atsibalabe yi bawelimine ukwanu mu dine di Djesu.
2c052a0082	Mba kale yilumbu, va dulombili du ndaghu Nzambi na mu ndaghu mowu, bamabwelaange ulonze na uwanze musamu wuboti wu Djesu Kirisete.
2c060100e8	Mu temu eni, durangu du badukitsi dumafunaange. Kaboghu baSwife abamavosaange mbembu baNgereke, bakengugerene mu djowu abamavosaange mbembu baEberu. Mumbari bakwili ba baNgereke, bamafwimbungu mu bighudji abimaghabungu kale yilumbu.
2c06020093	Dighumi na babedji bakenengile yinombu yi badukitsi nobatsingule riye: «Dighadiwelimine yi tukedunde ulonze musamu wu Nzambi mughabaange bighudji.
2c06030092	Ladibandu, baane ba tadji, solanu yisambwali yi babaale bavu na bumbedji buboti, babase na Yinyuni Yisyeme na dyele. Tukebaveghe yisalu yeni yine.
2c06040041	Tumbe djetu, tuvyosaange temu mu dusambu nolonze musamu Nzambi.»
2c06050103	Dibundu dyotsu dikesinge ditase dyeni. Bakesole Yityene, dibaale dibase na Yinyuni Yisyeme, divu na yitu yandi yotsu mu Nzambi. Bakemwésole Filipe, Porekore, Nikanore, Timone, Paremenase na Nikolase, mwise Atyose dji Siri, djandi awu amasinge Nzambi baSwife.
2c0606003e	Bakebawakise ombu bilumbi, bakebasambilile nobasakighe makake.
2c06070087	Mbembu Nzambi djimanyavaange. Durangu du badukitsi dumafunaange o Serusaleme, na pwele bavaghulitsi ba paghu bamavayilaange Djesu yitu.
2c0608006c	Na mangolu na yese yi Nzambi amamuveghe, Yityene amalasaange bilimbe novaghe bimaghe bineni va ghari mukute.
2c060900dc	Mwa dikabu di batu, bakemutsundise. Djowu batu ba ndaghu dusambu adjimanengulu «Bavighe abamadjeghusu». Mu ndaweni, mumabe baSwife ba misyengi mi Sirene na Alesanderi. Dikabu dimosi baSwife ba binange bi Silisi na Asi.
2c060a0055	Tumbe basamarungule ughaghene nandi, mumbari amavosaange na dyele di Yinyuni Yisyeme.
2c060b0057	Kaboghu bakefute batu muyéfure bumbedji yi: «Tutsimughulu esyengi Moyise na Nzambi.»
2c060c0091	Anane bamarulile batu botsu, bivunde bi mukute na milonzi mi mighaghe. Mba bakesutusu Yityene nomughange, bakemubeghe va wusu fundu dji banzonzi.
2c060d007a	Bakebeghe bambedji ba ufure, abamavose yi: «Mutu éwuwu aghedundi ulenze ndaghu adjisyeme dji Nzambi, na mughaghe Moyise!
2c060e0068	Tutsimughulu evosi yi Djesu mwise Nasarete, opanze ndaghu Nzambi na osanze mutsanu awu Moyise amasile.»
2c060f0065	Batu botsu abamabe va ghari fundu dji banzonzi, bamalabe yinzi yi Yityene yimabaghunu nane ayi yanze.
2c07010045	Mulonzi awuvu yivunde akemuwivule: «Adibevosi mu ndedju, dingenze?»
2c070200b4	Yityene akewaghule yiri: «Baane ba ngudji na batate nkululwanu, Nzambi bundumbe amalabene na kaaghe etu Aberaame, ave amabile o yinange yi Mesopotami ne akewende o musyengi Arane.
2c07030068	Nzambi akemutsingule yiri: “Sile bulongu bwaghu na yifumbe yaghu, na wende o bulongu abu nyuwulase.”
