0100000008	Postanak
1720050054	pokvarenjaka neće više zvati plemenitim, varalicu neće više držat' odličnikom.
17200600a8	Jer, pokvarenjak govori ludosti i srce mu bezakonje snuje, da počini zlodjela, da o Jahvi oholo govori; da gladnoga ostavi prazna želuca, da žednome napitak uskrati.
1720070073	U varalice pakosno je oružje; on spletke samo kuje, da lažima upropasti uboge, pa i kad nevoljnik pravo dokazuje.
1720080037	U plemenita nakane su plemenite i plemenito on djeluje.
172009004f	Ustajte, žene nehajne, slušajte moj glas; kćeri lakoumne, čujte mi besjedu.
17200a0063	Za godinu i nekoliko dana drhtat ćete, lakoumnice, jer jematve neće biti, plodovi se neće brati.
17200b0061	Dršćite, nehajnice, strepite, lakoumnice, svucite se, obnažite, oko bedara kostrijet opašite!
17200c0036	Bijte se u prsa zbog ljupkih polja, plodnih vinograda;
17200d0062	zbog njiva naroda mojega što rađaju trnjem i dračem; zbog svih kuća veselih, grada razigranog.
17200e0093	Jer, napuštena bit će palača, opustjet će bučni grad; Ofel i kula postat će brlog dovijeka - bit će radost divljim magarcima, paša stadima,
17200f006b	dok se na nas ne izlije duh iz visina. Tad će pustinja postat' voćnjak, a voćnjak se u šumu pretvorit'.
1720100046	U pustinji će se nastaniti pravo, i pravda će prebivati u voćnjaku.
1720110047	Mir će biti djelo pravde, a plod pravednosti - trajan pokoj i uzdanje.
172012004e	Narod će moj prebivati u nastambama pouzdanim, u bezbrižnim počivalištima.
1720130030	A šuma će biti oborena, grad će biti snižen.
1720140053	Blago vama: sijat ćete kraj svih voda, puštajući vola i magarca da slobodno idu!
1721010095	Teško tebi koji nepustošen pustošiš, koji pljačkaš nepljačkan, kad prestaneš, tebe će opustošiti, opljačkat' te kad prestaneš pljačkati.
172102005f	Jahve, smiluj nam se, u te se uzdamo! Budi mišica naša svako jutro, naš spas u doba nevolje.
1721030041	Od silna tutnja pobjegoše narodi, ti ustade, raspršiše se puci
1721040054	i plijen se skuplja kao što se kupe šaške, na nj će navaliti kao jato skakavaca.
172105004c	Uzvišen je Jahve jer u visini stoluje, on puni Sion pravom i pravednošću.
1721060062	Pouzdan je tvoj vijek: mudrost i znanje spasonosno su blago - a strah Gospodnji njegovo bogatstvo.
172107004d	Gle, stanovništvo Arielovo kuka po ulicama, glasnici mironosni plaču gorko.
172108006e	Opustješe ceste, s putova nesta putnika; raskidaju se savezi, preziru se svjedoci, ni prema kome nema obzira.
172109005d	Gine zemlja u žalosti, u stidu vene Libanon. Šaron je kao stepa, Bašan i Karmel ogolješe.
17210a0047	“Sada ću ustati”, veli Jahve, “sada ću se dići, sada uzvisiti.
17210b004a	Začeste sijeno, rodit ćete slamu; dah moj proždrijet će vas kao oganj.
17210c0049	Narodi će biti sažgani u vapno, kao posječeno trnje što gori u vatri.
17210d0057	Čujte, vi koji ste daleko, što sam učinio, a vi koji ste blizu poznajte mi snagu!”
17210e0096	Na Sionu strepe grešnici, trepet spopada bezbožnika: “Tko će od nas opstati pred ognjem zatornim, tko će od nas opstati pred žarom vječnim?”
17210f00bb	Onaj koji hodi u pravdi i pravo govori, koji prezire dobit od prinude, koji otresa ruku da ne primi mito, koji zatiskuje uši da ne čuje o krvoproliću, koji zatvara oči da ne vidi zlo:
172110007c	on će prebivati u visinama, tvrđe na stijenama bit će mu utočište, imat će dosta kruha i vode će mu svagda dotjecati.
1721110050	Oči će ti gledati kralja u njegovoj ljepoti, promatrat će zemlju nepreglednu.
1721120083	Srce će ti u strahu misliti: Gdje li je onaj što je brojio, gdje li onaj što je mjerio, gdje li onaj što je prebrajao mladiće?
172113007a	Nećeš više vidjeti divljega naroda, naroda nerazumljiva i neshvatljiva govora, jezika strana što ga nitko ne razumije.
17211400bd	Pogledaj na Sion, grad blagdana naših: oči će ti Jeruzalem vidjeti, prebivalište zaštićeno, šator što se ne prenosi, kojem se kolčići nikad ne vade, nit' mu se ijedno uže otkida.
172115008c	Ondje nam je Jahve silni, umjesto rijeka i širokih rukavaca: neće onud proći nijedna lađa s veslima niti će koji bojni brod projedriti.
1721160056	Jer Jahve je sudac naš, Jahve naš vojvoda, Jahve je kralj naš - on će nas spasiti.
1721170089	Užad ti je popustila, ne može držati jarbola ni razviti stijega, pa se dijeli golemo blago oteto - kljasti će se naplijeniti plijena!
1721180066	I nijedan građanin neće reći: “Bolestan sam!” Narodu što živi ondje krivnja će se oprostiti.
1722010086	Pristupite, puci, da čujete, pomno slušajte, narodi; čuj, zemljo, i sve što te ispunja, kruže zemaljski i sve što raste po tebi!
1722020072	Jer razgnjevi se Jahve na sve narode, razjari se na svu vojsku njihovu. Izruči ih uništenju, pokolju ih predade.
172203004d	Leže njihovi pobijeni, smrad se diže od trupla mnogih, krv gorama proteče,
1722040093	raspade se sva vojska nebeska. Nebesa se sviše kao knjiga i pada sva njihova vojska k'o što lozov list otpada, k'o što se trusi lišće smokovo.
1722050059	Jer na nebu je opijeni mač moj: gle, na Edom on se obara da kazni narod što ga prokleh.
17220600b4	Mač Jahvin krvlju je opijen, omašćen pretilinom, krvlju janjećom i jarećom, pretilinom bubrega ovnujskih. Jer Jahvi se u Bosri žrtva prinosi, veliko klanje u zemlji edomskoj.
1722070083	S njima će biti poklani bivoli i junad s bikovima. Zemlja će se njihovom napojiti krvlju, i prašina njihova omastit' pretilinom,
172208003c	jer Jahvi je ovo dan odmazde, godina naplate da Sion osveti.
1722090062	Potoci se njegovi obrću u smolu, prašina njegova u sumpor, i zemlja će mu postat smola goreća.
17220a009a	Ni noću ni danju ugasit' se neće, dim će joj se dizati dovijeka, iz koljena u koljeno pusta će ostati, za vjekove vjekova nitko neće prolaziti njome.
17220b007a	Zaposjest će je jež i čaplja, sova i gavran prebivat će u njoj. Rastegnut će nad njom uže pustoši i visak praznine.
17220c0092	Ondje će se nastaniti jarci, neće biti više plemića njezinih, ondje se više neće proglašavat' kraljevi, svi će joj knezovi biti uništeni.
17220d0074	Nići će trnje u njenim dvorcima, u tvrđavama kopriva i stričak, ona će biti jazbina čagljima, ležaj nojevima.
17220e0081	Ondje će se sretat divlje mačke s hijenama, jarci će dozivati jedan drugoga; ondje će se odmarati Lilit našav počivalište.
17220f0089	Ondje će se gnijezditi guja, odlagati jaja, ležat' na njima, u sjeni ih tvojoj izleći; onamo će slijetati jastrebovi jedan za drugim.
172210007d	Istražujte u knjizi Jahvinoj i čitajte, nijedno od tog ne izosta, jer usta njegova tako narediše i duh njegov njih sakupi.
172211008f	Jer on im je ždrijeb bacio i ruka im njegova užetom zemlju odmjeri: dovijeka će je oni posjedovati, od koljena do koljena nju će obitavati.
1723010057	Nek' se uzraduje pustinja, zemlja sasušena, neka kliče stepa, nek' ljiljan procvjeta.
17230200af	Nek' bujno cvatom cvate, da, neka od veselja kliče i nek' se raduje. Dana joj je slava Libanona, divota Karmela i Šarona; oni će vidjeti slavu Jahvinu, divotu Boga našega.
1723030034	Ukrijepite ruke klonule, učvrstite koljena klecava!
1723040087	Recite preplašenim srcima: “Budite jaki, ne bojte se! Evo Boga vašega, odmazda dolazi, Božja naplata, on sam hita da nas spasi!”
172305003c	Sljepačke će oči progledati, uši će se gluhih otvoriti,
1723060070	tad će hromi skakati k'o jelen, njemakov će jezik klicati. Jer će u pustinji provreti voda, i u stepi potoci,
1723070074	sažgana će zemlja postat' jezero, a tlo žedno - izvori. U brlozima gdje ležahu čaglji izrast će rogoz i trska.
1723080074	Bit će ondje čista cesta, a zvat će se Sveti put: nitko nečist njime neće proći, bezumnici njime neće lutati.
172309005f	Ondje neće više biti lÓava, nit' će onud zvijer prolaziti, već će hodit' samo otkupljeni,
17230a00a2	vraćati se otkupljenici Jahvini. Doći će u Sion kličuć' od radosti, s veseljem vječnim na čelima; pratit će ih radost i veselje, pobjeći će bol i jauci.
1724010072	Četrnaeste godine Ezekijina kraljevanja asirski kralj Sanherib napade sve utvrđene judejske gradove i osvoji ih.
17240200a8	Tada pošalje asirski kralj iz Lakiša u Jeruzalem kralju Ezekiji velikoga peharnika s jakom vojskom. On stade kod vodovoda Gornjeg ribnjaka, na putu u Valjarevo polje.
1724030062	K njemu iziđe upravitelj dvora Elijakim, sin Hilkijin, pisar Šebna i savjetnik Joah, sin Asafov.
172404007e	Veliki im peharnik reče: “Kažite Ezekiji: Ovako govori veliki kralj, kralj asirski: 'Kakvo je to uzdanje u koje se uzdaš?
172405006c	Misliš li da su prazne riječi već i savjet i snaga za rat? U koga se uzdaš da si se pobunio protiv mene?
17240600a9	Eto, oslanjaš se na Egipat, na slomljenu trsku koja prodire i probada dlan onomu tko se na nju nasloni. Takav je faraon, kralj egipatski, svima koji se uzdaju u njega.'
17240700c7	Možda ćete mi odgovoriti: 'Uzdamo se u Jahvu, Boga svojega.' Ali nije li njemu Ezekija uklonio uzvišice i žrtvenike i zapovjedio Judejcima i Jeruzalemu: 'Samo se pred ovim žrtvenikom klanjajte!'
1724080078	Hajde, okladi se s mojim gospodarom, kraljem asirskim: dat ću ti dvije tisuće konja ako mogneš naći jahače za njih.
1724090086	Kako ćeš onda odoljeti jednome jedinom od najmanjih slugu moga gospodara? Ali ti se uzdaš u Egipat da će ti dati kola i konjanike!
17240a008c	Naposljetku, zar sam ja mimo volju Jahvinu krenuo protiv ove zemlje da je razorim? Sam mi je Jahve rekao: 'Idi na tu zemlju i razori je!'”
17240b00b5	Elijakim, Šebna i Joah rekoše velikom peharniku: “Molimo te, govori svojim slugama aramejski, jer mi razumijemo; ne govori s nama judejski da čuje narod koji je na zidinama.”
17240c00d6	Ali im veliki peharnik odgovori: “Zar me moj gospodar poslao da ovo kažem tvojem gospodaru i tebi, a ne upravo onim ljudima koji sjede na zidinama, osuđeni da s vama jedu svoju nečist i piju svoju mokraću?”
17240d0081	Tada se veliki peharnik uspravi i u sav glas povika na judejskom ove riječi: “Čujte riječ velikoga kralja, kralja asirskoga!
17240e0058	Ovako veli kralj: 'Neka vas Ezekija ne zavarava, jer vas ne može izbaviti iz moje ruke.
17240f0086	Neka vas Ezekija ne hrabri pouzdanjem u Jahvu govoreći: Jahve će nas sigurno izbaviti: ovaj grad neće pasti u ruke kralju asirskom.
17241000c5	Ne slušajte Ezekije, jer ovako veli asirski kralj: Sklopite mir sa mnom, predajte mi se, pa neka svaki od vas jede plodove iz svoga vinograda i sa svoje smokve i neka pije vode iz svojega studenca
1724110072	dok ne dođem i ne odvedem vas u zemlju kao što je vaša, u zemlju pšenice i mošta, u zemlju kruha i vinograda.
1724120092	Ne dajte da vas Ezekija zaludi govoreći vam: Jahve će vas izbaviti. Jesu li bogovi drugih naroda izbavili svoje zemlje iz ruku asirskoga kralja?
172413007c	Gdje su bogovi hamatski i arpadski, gdje su bogovi sefarvajimski, gdje su bogovi samarijski da izbave Samariju iz moje ruke?
172414007b	Koji su među svim bogovima tih zemalja izbavili svoju zemlju iz moje ruke, da bi Jahve izbavio Jeruzalem iz ruke moje?'”
1724150063	Šutjeli su i ni riječi mu nisu odgovorili, jer kralj bijaše zapovjedio: “Ne odgovarajte mu!”
17241600a9	Upravitelj dvora Elijakim, sin Hilkijin, pisar Šebna i savjetnik Joah, sin Asafov, dođoše k Ezekiji, razdrijevši haljine, i saopćiše mu riječi velikoga peharnika.
1725010056	Čuvši to, kralj Ezekija razdrije svoje haljine, obuče kostrijet i ode u Dom Jahvin.
1725020095	Zatim posla Elijakima, upravitelja dvora, kraljevskog pisara Šebnu i svećeničke starješine, odjevene u kostrijet, k proroku Izaiji, sinu Amosovu.
1725030082	Oni mu rekoše: “Ovako veli Ezekija: 'Ovo je dan nevolje, kazne i rugla: prispješe djeca do porođaja, a nema snage da se rode.
17250400fa	Možda je Jahve, Bog tvoj, čuo riječi velikog peharnika koga je kralj asirski, gospodar njegov, poslao da se izruguje Bogu živome, i možda će Jahve, Bog tvoj, kazniti riječi koje je čuo! Pomoli se pobožno za Ostatak koji je još preostao!'”
172505002c	Kad su sluge kralja Ezekije stigle k Izaiji,
1725060087	on im reče: “Kažite svome gospodaru: 'Ovako veli Jahve: Ne boj se riječi koje si čuo kada su na me hulile sluge kralja asirskoga.
1725070086	Udahnut ću u njega duh, i kad čuje jednu vijest, vratit će se u svoju zemlju. I učinit ću da u svojoj zemlji pogine od mača.'”
1725080076	Veliki peharnik vrati se i nađe asirskoga kralja gdje opsjeda Libnu, jer bijaše čuo da je kralj otišao iz Lakiša.
172509007c	Dočuo je, naime, da je Tirhaka, etiopski kralj, zavojštio na njega. Tada Sanherib ponovo uputi poslanike da kažu Ezekiji:
17250a0092	“Ovako recite judejskom kralju Ezekiji: 'Neka te ne vara tvoj Bog, u koga se uzdaš, govoreći ti: Jeruzalem neće pasti u ruke asirskog kralja.
17250b0072	Ti znaš što su kraljevi asirski učinili svim zemljama izručivši ih prokletstvu! A ti, ti li ćeš se spasiti?
17250c006b	Jesu li bogovi spasili narode koje su uništili moji oci: Gozance, Harance, Resefce i Edence, u Tel Basaru?
17250d004a	Gdje je kralj hamatski, kralj arpadski, kralj Sefarvajima, Hene i Ive?'”
17250e006c	Ezekija primi pismo iz ruke poslanikove i pročita ga. Zatim uđe u Dom Jahvin i razvi ga ondje pred Jahvom.
17250f0020	I pomoli se Ezekija Jahvi ovako:
1725100093	“Jahve nad Vojskama, Bože Izraelov, koji stoluješ nad kerubima, ti si Bog jedini nad svim kraljevstvima na zemlji, ti si stvorio nebo i zemlju.
172511007b	Prikloni uho, Jahve, i počuj! Otvori oči, Jahve, i vidi! Sanheribove čujder riječi koje poruči da izruga Boga živoga.
172512004b	Istina je, o Jahve, asirski su kraljevi zatrli sve narode i zemlje njihove;
1725130076	pobacali im u oganj bogove, jer ne bijahu bogovi to, već djela ruku ljudskih, od drva i kamena; zato ih i uništiše.
172514007b	Ali sada, Jahve, Bože naš, izbavi nas iz ruke njegove, da spoznaju sva kraljevstva zemlje da si ti, Jahve, Bog jedini!”
172515008e	Tad Izaija, sin Amosov, poruči Ezekiji: “Ovako veli Jahve, Bog Izraelov: 'Uslišah molitvu koju mi uputi zbog Sanheriba, kralja asirskoga.'
1725160086	Evo riječi što je Jahve objavi protiv njega: Prezire te, ruga ti se, djevica, Kći sionska; za tobom maše glavom kći jeruzalemska.
1725170055	Koga si grdio, hulio? Na koga si glasno vikao, ohol pogled dizao? Na Sveca Izraelova!
17251800e6	Po slugama si svojim vrijeđao Gospoda. Govorio si: s mnoštvom kola ja popeh se na vrh gorÄa, na najviše vrhunce Libanona. Posjekoh mu ja cedre najviše i čemprese ponajljepše. Dosegoh mu vrh najviši, i vrt njegov šumoviti.
172519004b	Kopao sam i pio sam vode tuđe; stopalima tad isuših sve rijeke egipatske.
17251a0083	Čuješ li dobro? Odavna to sam snovao, odiskona smišljao, sada to ostvarujem: na tebi je da prometneš gradove tvrde u razvaline;
17251b008f	stanovnici njini, nemoćni, prepadnuti i smeteni, bjehu kao trava u polju kao mlado zelenilo, kao trava vrh krovova opaljena vjetrom istočnim.
17251c0042	Znam kad se dižeš i kad sjedaš, kad izlaziš i kad se vraćaš.
17251d009d	Jer bjesnio si na me i jer obijest tvoja do ušiju mi dođe, prsten ću ti provući kroz nozdrve, uzde stavit' u žvale, vratit ću te putem kojim si došao!
17251e00a8	A znak nek' ti bude ovo: ove će se godine jesti što se samo okrÄunÄi, dogodine što samo uzraste, a treće godine sijte i žanjite, sadite vinograde, jedite im rod.
17251f0051	Preživjeli iz kuće Judine, žilje će pustit' u dubinu, plodom rodit' u visinu.
172520006f	Jer će iz Jeruzalema izaći Ostatak. Sačuvani s gore Siona. Sve će to učinit' ljubomora Jahve nad Vojskama.
17252100a7	Zato ovo govori Jahve o kralju asirskom: U ovaj grad on ući neće, ovamo strijele svoje neće izmetati, k njemu neće ni štit okrenuti, niti oko njega nasipe kopati.
1725220052	Vratit će se putem kojim je i došao, u grad ovaj neće ući - riječ je Jahvina.
172523004b	Grad ću ovaj štitit, zakriliti ga, sebe radi i rad sluge svoga Davida.”
1725240097	Tad iziđe Anđeo Jahvin i pobi u asirskom taboru sto osamdeset i pet tisuća ljudi. Ujutru, kad je valjalo ustati, gle, bijahu ondje sve sami mrtvaci.
1725250031	Sanherib podiže tabor i ode. Vratio se u Ninivu.
17252600be	Jednoga dana, dok se klanjao u hramu svoga boga Nimroka, njegovi ga sinovi Adramelek i Sareser ubiše mačem i pobjegoše u zemlju araratsku. Na njegovo se mjesto zakralji sin mu Asar-Hadon.
17260100aa	U ono se vrijeme Ezekija razbolje nasmrt. Prorok Izaija, sin Amosov, dođe mu i reče: “Ovako veli Jahve: 'Uredi kuću svoju, jer ćeš umrijeti, nećeš ozdraviti.'”
172602002f	Ezekija se okrenu zidu i ovako se pomoli Jahvi:
1726030091	“Ah, Jahve, sjeti se da sam pred tobom hodio vjerno i poštena srca i učinio što je dobro u tvojim očima.” I Ezekija briznu u gorak plač.
1726040021	Tada dođe riječ Jahvina Izaiji:
17260500d0	“Idi i reci Ezekiji: Ovako kaže Jahve, Bog oca tvoga Davida: 'Uslišao sam tvoju molitvu, vidio tvoje suze. Izliječit ću te; za tri dana uzići ćeš u Dom Jahvin. Dodat ću tvome vijeku petnaest godina.
1726060058	Izbavit ću tebe i ovaj grad iz ruku asirskoga kralja. Jest, zakrilit ću ovaj grad!'”
1726070048	Izaija odgovori: “Evo ti znaka od Jahve da će učiniti što je rekao:
17260800b5	sjenu koja je sišla po stupnjevima Ahazova sunčanika vratit ću za deset stupnjeva natrag.” I vrati se sunce deset stupnjeva natrag po stupnjevima po kojima bijaše već sišlo.
