0100000009	UGenesisi
0c0e0e009f	Wasethatha lonke igolide lesiliva, lezitsha zonke ezatholakala endlini kaJehova lezendlini zenotho zendlu yenkosi, kanye labayisibambiso, wasebuyela eSamariya.
0c0e0f00a8	Ezinye-ke zezindaba zikaJehowashi azenzayo, lamandla akhe, lokuthi walwa njani loAmaziya inkosi yakoJuda, kakubhalwanga yini egwalweni lwemilando yamakhosi akoIsrayeli?
0c0e10008f	UJehowashi waselala laboyise, wangcwatshelwa eSamariya emakhosini akoIsrayeli. UJerobhowamu indodana yakhe wasesiba yinkosi esikhundleni sakhe.
0c0e110098	UAmaziya indodana kaJowashi, inkosi yakoJuda, wasephila iminyaka elitshumi lanhlanu emva kokufa kukaJehowashi indodana kaJehowahazi inkosi yakoIsrayeli.
0c0e12005b	Ezinye-ke zezindaba zikaAmaziya, kazibhalwanga yini egwalweni lwemilando yamakhosi akoJuda?
0c0e13006b	Basebemenzela ugobe eJerusalema, wabalekela eLakishi; kodwa bathuma bamlandela eLakishi, bambulalela khona.
0c0e14004e	Basebemthwala ngamabhiza, wangcwatshelwa eJerusalema kuboyise emzini kaDavida.
0c0e150086	Bonke abantu bakoJuda basebethatha uAzariya, owayeleminyaka elitshumi lesithupha, bambeka waba yinkosi esikhundleni sikayise uAmaziya.
0c0e160048	Yena wakha iElathi, wayibuyisela koJuda emva kokulala kwenkosi laboyise.
0c0e1700be	Ngomnyaka wetshumi lanhlanu kaAmaziya indodana kaJowashi inkosi yakoJuda uJerobhowamu indodana kaJowashi inkosi yakoIsrayeli waba yinkosi eSamariya; wabusa iminyaka engamatshumi amane lanye.
0c0e180072	Wasesenza okubi emehlweni eNkosi; kasukanga ezonweni zonke zikaJerobhowamu indodana kaNebati owenza uIsrayeli one.
0c0e1900f8	Yena wabuyisela umngcele wakoIsrayeli kusukela ekungeneni kweHamathi kuze kufike elwandle lwamagceke, njengokwelizwi leNkosi, uNkulunkulu kaIsrayeli, eyalikhuluma ngesandla senceku yayo uJona indodana kaAmithayi umprofethi, owayevela eGathi-Heferi.
0c0e1a009b	Ngoba iNkosi yabona ukuhlupheka kukaIsrayeli, kwakubaba kakhulu, ngoba kwakungekho ovalelweyo, njalo engekho okhululekileyo, njalo kungelamsizi kaIsrayeli.
0c0e1b0091	INkosi yayingatshongo-ke ukuthi izalesula ibizo likaIsrayeli ngaphansi kwamazulu; kodwa yabasindisa ngesandla sikaJerobhowamu indodana kaJowashi.
0c0e1c00e4	Ezinye-ke zezindaba zikaJerobhowamu, lakho konke akwenzayo, lamandla akhe, ukuthi walwa njani, lokuthi wayibuyisela njani koIsrayeli iDamaseko leHamathi, engeyeJuda, kakubhalwanga yini egwalweni lwemilando yamakhosi akoIsrayeli?
0c0e1d0076	UJerobhowamu waselala laboyise, emakhosini akoIsrayeli. UZekhariya indodana yakhe wasesiba yinkosi esikhundleni sakhe.
0c0f010089	Ngomnyaka wamatshumi amabili lesikhombisa kaJerobhowamu, inkosi yakoIsrayeli, uAzariya indodana kaAmaziya, inkosi yakoJuda, waba yinkosi.
0c0f0200a2	Wayeleminyaka elitshumi lesithupha lapho esiba yinkosi; wasebusa iminyaka engamatshumi amahlanu lambili eJerusalema. Lebizo likanina lalinguJekoliya weJerusalema.
0c0f030051	Wasesenza okulungileyo emehlweni eNkosi njengakho konke uAmaziya uyise akwenzayo.
0c0f040076	Kodwa indawo eziphakemeyo kazisuswanga; abantu babelokhu benikela imihlatshelo betshisa impepha endaweni eziphakemeyo.
0c0f0500b9	UJehova wayitshaya inkosi, yasisiba ngumlephero kwaze kwaba lusuku lokufa kwayo. Yahlala endlini eyehlukanisiweyo. UJothamu indodana yenkosi wasephatha indlu, esahlulela abantu belizwe.
0c0f060072	Ezinye-ke zezindaba zikaAzariya, lakho konke akwenzayo, kakubhalwanga yini egwalweni lwemilando yamakhosi akoJuda?
0c0f07007d	UAzariya waselala laboyise, bamngcwaba kuboyise emzini kaDavida. UJothamu indodana yakhe wasesiba yinkosi esikhundleni sakhe.
0c0f0800a8	Ngomnyaka wamatshumi amathathu lesificaminwembili kaAzariya inkosi yakoJuda uZekhariya indodana kaJerobhowamu wabusa phezu kukaIsrayeli eSamariya inyanga eziyisithupha.
0c0f090083	Wasesenza okubi emehlweni eNkosi njengokwenza kwaboyise; kasukanga ezonweni zikaJerobhowamu indodana kaNebati owenza uIsrayeli one.
0c0f0a0070	UShaluma indodana kaJabeshi wasemenzela ugobe, wamtshaya phambi kwabantu wambulala, wasebusa esikhundleni sakhe.
0c0f0b0062	Ezinye-ke zezindaba zikaZekhariya, khangela, zibhaliwe egwalweni lwemilando yamakhosi akoIsrayeli.
0c0f0c009d	Leli yilizwi leNkosi eyalikhuluma kuJehu isithi: Amadodana akho azahlala esihlalweni sobukhosi sikaIsrayeli kuze kube sesizukulwaneni sesine. Kwaba njalo-ke.
0c0f0d0097	UShaluma indodana kaJabeshi waba yinkosi ngomnyaka wamatshumi amathathu lesificamunwemunye kaUziya inkosi yakoJuda; wabusa inyanga egcweleyo eSamariya.
0c0f0e009c	Ngoba uMenahema indodana kaGadi wenyuka esuka eTiriza, weza eSamariya, wamtshaya uShaluma indodana kaJabeshi eSamariya wambulala; wabusa esikhundleni sakhe.
0c0f0f0079	Ezinye-ke zezindaba zikaShaluma, logobe lwakhe alwenzayo, khangela, kubhaliwe egwalweni lwemilando yamakhosi akoIsrayeli.
0c0f1000b9	Khona uMenahema wasetshaya iThifisa, lakho konke okwakukiyo, lemingcele yayo kusukela eTiriza, ngoba bengamvulelanga. Ngakho wayitshaya; bonke abesifazana bayo abakhulelweyo wabaqhaqha.
0c0f1100ab	Ngomnyaka wamatshumi amathathu lesificamunwemunye kaAzariya inkosi yakoJuda uMenahema indodana kaGadi waba yinkosi phezu kukaIsrayeli; wabusa iminyaka elitshumi eSamariya.
0c0f120080	Wasesenza okubi emehlweni eNkosi; kasukanga ezonweni zikaJerobhowamu indodana kaNebati owenza uIsrayeli one, insuku zakhe zonke.
0c0f1300ab	UPhuli inkosi yeAsiriya weza wamelana lelizwe; uMenahema wasenika uPhuli amathalenta esiliva ayinkulungwane ukuze isandla sakhe sibe laye ukuqinisa umbuso esandleni sakhe.
0c0f1400e2	UMenahema wasekhuphisa uIsrayeli imali, yabo bonke abantu abalamandla enothweni, ukupha inkosi yeAsiriya; amashekeli esiliva angamatshumi amahlanu kuleyo laleyondoda. Inkosi yeAsiriya yasibuyela, kayaze yahlala lapho elizweni.
0c0f150077	Ezinye-ke zezindaba zikaMenahema, lakho konke akwenzayo, kakubhalwanga yini egwalweni lwemilando yamakhosi akoIsrayeli?
0c0f16005b	UMenahema waselala laboyise; uPhekahiya indodana yakhe wasesiba yinkosi esikhundleni sakhe.
0c0f17009a	Ngomnyaka wamatshumi amahlanu kaAzariya inkosi yakoJuda uPhekahiya indodana kaMenahema waba yinkosi phezu kukaIsrayeli eSamariya, wabusa iminyaka emibili.
0c0f18006c	Wasesenza okubi emehlweni eNkosi; kasukanga ezonweni zikaJerobhowamu indodana kaNebati owenza uIsrayeli one.
0c0f1900ef	Kodwa uPheka indodana kaRemaliya, induna yakhe, wamenzela ugobe wamtshaya eSamariya enqabeni yendlu yenkosi, kanye loArigobi loAriye, njalo kanye laye abantu abangamatshumi amahlanu bamaGileyadi. Wambulala, waba yinkosi esikhundleni sakhe.
0c0f1a0079	Ezinye-ke zezindaba zikaPhekahiya, lakho konke akwenzayo, khangela, kubhaliwe egwalweni lwemilando yamakhosi akoIsrayeli.
0c0f1b00ab	Ngomnyaka wamatshumi amahlanu lambili kaAzariya inkosi yakoJuda uPheka indodana kaRemaliya waba yinkosi phezu kukaIsrayeli eSamariya; wabusa iminyaka engamatshumi amabili.
0c0f1c006c	Wasesenza okubi emehlweni eNkosi; kasukanga ezonweni zikaJerobhowamu indodana kaNebati owenza uIsrayeli one.
0c0f1d00e3	Ensukwini zikaPheka inkosi yakoIsrayeli kwafika uTigilathi Pileseri inkosi yeAsiriya, wathatha iIjoni, leAbeli-Beti-Mahaka, leJanowa, leKedeshi, leHazori, leGileyadi, leGalili, ilizwe lonke lakoNafithali; wabathumbela eAsiriya.
0c0f1e00bb	UHosheya indodana kaEla wasesenza ugobe emelene loPheka indodana kaRemaliya, wamtshaya wambulala, waba yinkosi esikhundleni sakhe ngomnyaka wamatshumi amabili kaJothamu, indodana kaUziya.
0c0f1f0075	Ezinye-ke zezindaba zikaPheka, lakho konke akwenzayo, khangela, kubhaliwe egwalweni lwemilando yamakhosi akoIsrayeli.
0c0f20007a	Ngomnyaka wesibili kaPheka indodana kaRemaliya inkosi yakoIsrayeli uJothamu indodana kaUziya inkosi yakoJuda waba yinkosi.
0c0f2100a6	Wayeleminyaka engamatshumi amabili lanhlanu lapho esiba yinkosi; wabusa iminyaka elitshumi lesithupha eJerusalema. Lebizo likanina lalinguJerusha indodakazi kaZadoki.
0c0f220058	Wasesenza okulungileyo emehlweni eNkosi; wenza njengakho konke uUziya uyise ayekwenzile.
0c0f2300a7	Kodwa indawo eziphakemeyo kazisuswanga; abantu babelokhu benikela imihlatshelo betshisa impepha endaweni eziphakemeyo. Yena wakha isango elingaphezulu endlini yeNkosi.
0c0f240065	Ezinye-ke zezindaba zikaJothamu, azenzayo, kazibhalwanga yini egwalweni lwemilando yamakhosi akoJuda?
0c0f250061	Ngalezonsuku iNkosi yaqala ukuthumela koJuda uRezini inkosi yeSiriya loPheka indodana kaRemaliya.
0c0f260085	UJothamu waselala laboyise, wangcwatshelwa kuboyise emzini kaDavida uyise. UAhazi indodana yakhe wasesiba yinkosi esikhundleni sakhe.
0c10010073	Ngomnyaka wetshumi lesikhombisa kaPheka indodana kaRemaliya uAhazi indodana kaJothamu inkosi yakoJuda waba yinkosi.
0c100200c1	UAhazi wayeleminyaka engamatshumi amabili lapho esiba yinkosi; wabusa iminyaka elitshumi lesithupha eJerusalema. Kenzanga-ke okulungileyo emehlweni eNkosi uNkulunkulu wakhe, njengoDavida uyise.
0c100300b6	Kodwa wahamba ngendlela yamakhosi akoIsrayeli, yebo, futhi wenza indodana yakhe idabule emlilweni, njengezinengiso zezizwe iNkosi eyazixotsha elifeni phambi kwabantwana bakoIsrayeli.
0c1004007c	Wanikela imihlatshelo watshisa impepha endaweni eziphakemeyo laphezu kwamaqaqa langaphansi kwaso sonke isihlahla esiluhlaza.
0c100500a1	Khona uRezini inkosi yeSiriya loPheka indodana kaRemaliya, inkosi yakoIsrayeli, benyukela eJerusalema ukulwa, bamvimbezela uAhazi kodwa kababanga lakho ukunqoba.
0c10060097	Ngalesosikhathi uRezini inkosi yeSiriya wabuyisela iElathi eSiriya, waxotsha amaJuda eElathi; amaSiriya asesiza eElathi ahlala khona kuze kube lamuhla.
0c100700ca	UAhazi wasethuma izithunywa kuTigilathi Pileseri inkosi yeAsiriya esithi: Ngiyinceku yakho lendodana yakho; yenyuka ungisindise esandleni senkosi yeSiriya lesandleni senkosi yakoIsrayeli abangivukelayo.
0c10080080	UAhazi wasethatha isiliva legolide okwakutholwa endlini kaJehova lenothweni yendlu yenkosi, wathumela isipho enkosini yeAsiriya.
0c1009008d	Inkosi yeAsiriya yasimlalela, ngoba inkosi yeAsiriya yenyuka imelene leDamaseko yayithumba, yabathumbela eKiri abantu bayo, yabulala uRezini.
0c100a00d8	Inkosi uAhazi yasisiya eDamaseko ukuhlangana loTigilathi Pileseri inkosi yeAsiriya, yabona ilathi elaliseDamaseko. Inkosi uAhazi yasithumela kuUriya umpristi isimo selathi lomfanekiso walo njengokwenziwa kwalo konke.
0c100b009d	U-Uriya umpristi wasesakha ilathi njengakho konke uAhazi akuthumela kuvela eDamaseko; uUriya umpristi wenza njalo, yaze yafika inkosi uAhazi ivela eDamaseko.
0c100c0063	Inkosi isibuyile eDamaseko inkosi yalibona ilathi. Inkosi yasondela elathini, yanikela phezu kwalo.
0c100d009e	Yasitshisa umnikelo wayo wokutshiswa lomnikelo wayo wokudla, yathela umnikelo wayo wokunathwayo, yafafaza igazi leminikelo yokuthula eyayilayo phezu kwelathi.
0c100e009f	Kodwa ilathi lethusi elaliphambi kweNkosi yaliletha lisuka phambi kwendlu, lisuka phakathi kwelathi lendlu yeNkosi, yalifaka ehlangothini lwenyakatho lwelathi.
0c100f01b3	Inkosi uAhazi yasimlaya uUriya umpristi isithi: Phezu kwelathi elikhulu tshisa umnikelo wokutshiswa wekuseni, lomnikelo wokudla wantambama, lomnikelo wokutshiswa wenkosi, lomnikelo wayo wokudla, lomnikelo wokutshiswa wabo bonke abantu belizwe, lomnikelo wabo wokudla, leminikelo yabo yokunathwayo; ufafaze phezu kwalo lonke igazi lomnikelo wokutshiswa lalo lonke igazi lomhlatshelo. Kodwa ilathi lethusi lizakuba ngelami ukubuza ngalo.
0c10100047	U-Uriya umpristi wasesenza njengakho konke inkosi uAhazi eyayikulayile.
0c101100b2	Inkosi uAhazi yasiquma imiphetho yezisekelo, yasusa inditshi yokugezela kuzo, yethula ulwandle phezu kwenkabi zethusi ezazingaphansi kwalo, yalubeka phezu kokugandelwe ngamatshe.
0c1012007b	Lokwembesiweyo kwesabatha ababekwakhe endlini, lentuba yenkosi phandle, yakususa endlini yeNkosi, ngenxa yenkosi yeAsiriya.
0c10130062	Ezinye-ke zezindaba zikaAhazi azenzayo, kazibhalwanga yini egwalweni lwemilando yamakhosi akoJuda?
0c10140081	UAhazi waselala laboyise, wangcwatshelwa kuboyise emzini kaDavida. UHezekhiya indodana yakhe wasesiba yinkosi esikhundleni sakhe.
0c1101009a	Ngomnyaka wetshumi lambili kaAhazi inkosi yakoJuda uHosheya indodana kaEla waba yinkosi eSamariya phezu kukaIsrayeli; wabusa iminyaka eyisificamunwemunye.
0c11020062	Wasesenza okubi emehlweni eNkosi, loba kunjalo kungenjengamakhosi akoIsrayeli ayengaphambi kwakhe.
0c1103006d	UShalimaneseri inkosi yeAsiriya wenyuka wamelana laye; uHosheya wasesiba yinceku yakhe, wathela umthelo kuye.
0c110400d8	Kodwa inkosi yeAsiriya yafica ugobe kuHosheya, ngoba wayethume izithunywa kuSo inkosi yeGibhithe, kazabe esenyusa umthelo enkosini yeAsiriya umnyaka ngomnyaka. Ngakho inkosi yeAsiriya yamvalela yambopha entolongweni.
0c11050068	Inkosi yeAsiriya yasisenyukela kulo lonke ilizwe, yenyukela eSamariya, yayivimbezela iminyaka emithathu.
0c110600aa	Ngomnyaka wesificamunwemunye kaHosheya, inkosi yeAsiriya yathumba iSamariya yathumbela uIsrayeli eAsiriya, yabahlalisa eHala leHabori, umfula weGozani, lemizini yamaMede.
0c110700c7	Lokhu-ke kwenzeka ngoba abantwana bakoIsrayeli babonile eNkosini uNkulunkulu wabo eyayibenyuse elizweni leGibhithe ibasusa ngaphansi kwesandla sikaFaro inkosi yeGibhithe, babesabe abanye onkulunkulu,
0c1108007d	bahamba ezimisweni zezizwe iNkosi eyayizixotshe elifeni phambi kwabantwana bakoIsrayeli, lezamakhosi akoIsrayeli, ayezenzile.
0c110900ce	Abantwana bakoIsrayeli benza ensitha izinto ezingalunganga bemelene leNkosi uNkulunkulu wabo. Babezakhele indawo eziphakemeyo kuyo yonke imizi yabo, kusukela enqabeni yabalindi kuze kube semzini obiyelweyo.
0c110a007f	Basebezimisela insika eziyizithombe lezixuku phezu kwawo wonke amaqaqa aphakemeyo langaphansi kwaso sonke isihlahla esiluhlaza.
0c110b00a3	Basebetshisa lapho impepha endaweni zonke eziphakemeyo, njengezizwe iNkosi eyazikhokhelela ekuthunjweni phambi kwabo; benza izinto ezimbi ukuyithukuthelisa iNkosi.
0c110c004a	Ngoba bakhonza izithombe, iNkosi eyayithe ngazo kubo: Kaliyikuyenza linto.
0c110d011b	Kanti iNkosi yafakaza imelene loIsrayeli njalo imelene loJuda ngesandla sabo bonke abaprofethi lababoni bonke isithi: Phendukani endleleni zenu ezimbi, ligcine imithetho yami, izimiso zami, njengokomlayo wonke engawulaya oyihlo lengawuthumela kini ngesandla senceku zami abaprofethi.
0c110e007d	Loba kunjalo kabalalelanga, kodwa benza lukhuni intamo yabo, njengentamo yaboyise, abangakholwanga eNkosini uNkulunkulu wabo.
0c110f00d6	Njalo bala izimiso zayo lesivumelwano sayo eyasenza laboyise lezifakazelo zayo eyazifakaza imelene labo, balandela ize, baba yize, balandela izizwe ezazibahanqile, iNkosi eyayibalaye ngazo ukuthi bangenzi njengazo.
0c111000b8	Bayitshiya yonke imilayo yeNkosi uNkulunkulu wabo, bazenzela izithombe ezibunjwe ngokuncibilikisa, amathole amabili, benza isixuku, bakhothamela lonke ibutho lamazulu, bakhonza uBhali.
0c11110099	Benza amadodana abo lamadodakazi abo adabule emlilweni, benza ukuvumisa, benza imilingo, bazithengisela ukwenza okubi emehlweni eNkosi ukuyithukuthelisa.
0c11120082	Ngakho iNkosi yamthukuthelela kakhulu uIsrayeli, yabasusa ebusweni bayo; kakusalanga loyedwa ngaphandle kwesizwe sakoJuda kuphela.
0c1113006a	Laye uJuda kayigcinanga imilayo yeNkosi uNkulunkulu wabo, kodwa bahamba ngezimiso zikaIsrayeli abazenzayo.
0c1114007d	INkosi yasiyala yonke inzalo yakoIsrayeli, yayihlupha, yayinikela esandleni sabaphangi, yaze yabalahla yabasusa phambi kwayo.
0c111500ce	Ngoba yamdabula uIsrayeli imsusa endlini kaDavida, basebebeka uJerobhowamu indodana kaNebati ukuthi abe yinkosi. UJerobhowamu wamqhuba wamphambula uIsrayeli ekulandeleni iNkosi, wabenza bona isono esikhulu.
0c11160062	Ngoba abantwana bakoIsrayeli bahamba ngazo zonke izono zikaJerobhowamu azenzayo, kabasukanga kuzo,
0c111700c0	iNkosi yaze yamsusa uIsrayeli phambi kwayo njengokutsho kwayo ngesandla sazo zonke inceku zayo abaprofethi. Ngakho uIsrayeli wathunjwa wasuswa elizweni lakhe wasiwa eAsiriya kuze kube lamuhla.
0c111800ee	Inkosi yeAsiriya yasiletha abantu abavela eBhabhiloni labavela eKutha labavela eAva labavela eHamathi labavela eSefavayimi, yabahlalisa emizini yeSamariya esikhundleni sabantwana bakoIsrayeli, badla ilifa leSamariya, bahlala emizini yayo.
0c11190089	Kwasekusithi ekuqaleni kokuhlala kwabo khona kabayesabanga iNkosi; ngakho iNkosi yathumela izilwane phakathi kwabo ezabulala abanye babo.
0c111a00fd	Ngakho bakhuluma enkosini yeAsiriya besithi: Izizwe owazisusayo wazihlalisa emizini yeSamariya kaziwazi umkhuba kaNkulunkulu walelolizwe; ngakho uthumele izilwane phakathi kwazo, khangela-ke ziyazibulala, ngoba kaziwazi umkhuba kaNkulunkulu walelolizwe.
0c111b009d	Inkosi yeAsiriya yasilaya isithi: Yisani khona omunye wabapristi elabathumbayo besuka lapho; kabayehlala khona, kabafundise umkhuba kaNkulunkulu walelolizwe.
0c111c007c	Ngakho omunye wabapristi ababebathumbe besuka eSamariya weza wahlala eBhetheli, wabafundisa ukuthi bangayesaba njani iNkosi.
0c111d00a2	Loba kunjalo zonke izizwe zenza onkulunkulu bazo, zabafaka ezindlini zezindawo eziphakemeyo amaSamariya azenzayo, yileso laleso isizwe emizini yazo ezihlala kuyo.
0c111e006e	Labantu beBhabhiloni benza uSukothi-Benothi, labantu beKuthi benza uNerigali, labantu beHamathi benza uAshima,
0c111f008d	lamaAvi enza uNibazi loTaritaki, lamaSefavayimi ayetshisa abantwana bawo emlilweni esenzela uAdrameleki loAnameleki onkulunkulu beSefavayimi.
0c1120008b	Babeyesaba leNkosi, bazenzela abapristi bezindawo eziphakemeyo kwabaphansi kakhulu babo, ababebasebenzela ezindlini zezindawo eziphakemeyo.
0c11210065	Babeyesaba iNkosi, njalo babekhonza onkulunkulu babo njengomkhuba wezizwe ezabathumbayo besuka lapho.
0c112200d8	Kuze kube lamuhla benza njengemikhuba yakuqala. Kabayesabi iNkosi, kabenzi njengezimiso zabo lanjengezimiselo zabo lanjengomlayo lanjengomthetho iNkosi eyakulaya abantwana bakaJakobe, owamutha ibizo elithi uIsrayeli.
0c11230088	INkosi eyenza isivumelwano labo, yabalaya isithi: Kaliyikwesaba abanye onkulunkulu, lingabakhothameli, lingabasebenzeli, lingabahlabeli.
0c1124009c	Kodwa iNkosi eyalenyusa elizweni leGibhithe ngamandla amakhulu langengalo eyeluliweyo, yona lizayesaba njalo yona lizayikhothamela njalo yona lizayihlabela.
0c1125007f	Lezimiso lezimiselo lomlayo lomthetho eyalibhalela khona, lizaqaphelisa ukukwenza zonke izinsuku, lingesabi abanye onkulunkulu.
0c1126004a	Lesivumelwano engasenza lani lingasikhohlwa, lingesabi abanye onkulunkulu.
0c1127005c	Kodwa iNkosi uNkulunkulu wenu lizayesaba; yona-ke izalikhulula esandleni sezitha zenu zonke.
0c11280043	Loba kunjalo kabalalelanga, kodwa benza njengomkhuba wabo wakuqala.
0c112900b1	Lezizizwe zayesaba-ke iNkosi, kodwa zakhonza izithombe zazo ezibaziweyo; bobabili abantwana bazo labantwana babantwana bazo, njengokwenza kwaboyise benza labo kuze kube lamuhla.
0c1201008a	Kwasekusithi ngomnyaka wesithathu kaHosheya indodana kaEla, inkosi yakoIsrayeli, uHezekhiya indodana kaAhazi inkosi yakoJuda waba yinkosi.
0c120200b9	Wayeleminyaka engamatshumi amabili lanhlanu lapho esiba yinkosi; wabusa iminyaka engamatshumi amabili lesificamunwemunye eJerusalema. Lebizo likanina lalinguAbhi indodakazi kaZekhariya.
0c12030050	Wasesenza okulungileyo emehlweni eNkosi njengakho konke uDavida uyise akwenzayo.
0c120400ed	Yena wasusa indawo eziphakemeyo, wabhidliza insika eziyizithombe, wagamula izixuku, wachoboza inyoka yethusi uMozisi ayeyenzile, ngoba kuze kube yilezonsuku abantwana bakoIsrayeli babeyitshisela impepha; wayibiza ngokuthi nguNehushitani.
0c1205008e	Wathembela eNkosini, uNkulunkulu kaIsrayeli; okwathi emva kwakhe kakubanga khona onjengaye emakhosini wonke akoJuda, loba ayengaphambi kwakhe.
0c1206006e	Ngoba wanamathela eNkosini, kaphambukanga ekuyilandeleni, kodwa wagcina imilayo yayo iNkosi eyayilaya uMozisi.
0c1207006d	LeNkosi yaba laye; loba ngaphi lapho aphumela khona waphumelela. Wavukela inkosi yeAsiriya, kayisebenzelanga.
0c1208007c	Yena watshaya amaFilisti waze wafika eGaza lemingcele yayo, kusukela emphotshongweni wabalindi kuze kube semzini obiyelweyo.
0c120900c8	Kwasekusithi ngomnyaka wesine wenkosi uHezekhiya, owawungumnyaka wesikhombisa kaHosheya indodana kaEla, inkosi yakoIsrayeli, uShalimaneseri inkosi yeAsiriya wenyuka wamelana leSamariya, wayivimbezela.
0c120a00a7	Basebeyithumba ekupheleni kweminyaka emithathu. Ngomnyaka wesithupha kaHezekhiya, owawungumnyaka wesificamunwemunye kaHosheya inkosi yakoIsrayeli, iSamariya yathunjwa.
0c120b006b	Inkosi yeAsiriya yathumbela uIsrayeli eAsiriya, yababeka eHala leHabori umfula weGozani, lemizini yamaMede.
0c120c009e	Ngoba bengalilalelanga ilizwi leNkosi uNkulunkulu wabo, kodwa baseqa isivumelwano sayo, konke uMozisi inceku yeNkosi eyayikulayile; kabalalelanga, kabenzanga.
0c120d008e	Langomnyaka wetshumi lane wenkosi uHezekhiya, uSenakheribi inkosi yeAsiriya wenyuka wamelana layo yonke imizi yakoJuda ebiyelweyo, wayithumba.
0c120e011f	UHezekhiya inkosi yakoJuda wasethumela enkosini yeAsiriya eLakishi esithi: Ngonile; buyela usuke kimi; okubeka phezu kwami ngizakuthwala. Inkosi yeAsiriya yasibeka phezu kukaHezekhiya inkosi yakoJuda amathalenta esiliva angamakhulu amathathu, lamathalenta angamatshumi amathathu egolide.
