010000000a	Yaradiliş
174203013c	Buğa kəsən şəxs adam öldürən kimidir, Quzunu qurban verən şəxs itin boynunu qıran kimidir, Taxıl təqdimi gətirən şəxs donuz qanını təqdim edən kimidir, Kündür yandıraraq təqdim edən şəxs bütə pərəstiş edən kimidir. Onlar öz yolları ilə gedir, İyrənc işlərindən həzz alır.
17420400fd	Mən də onları çətinliyə düçar edəcəyəm, Qorxduqları bəlanı başlarına gətirəcəyəm. Çünki Mən çağıranda onlardan cavab almadım, Danışanda qulaq asmadılar, Gözümdə pis olanı etdilər, Mənə məqbul olmayanı seçdilər».
1742050102	Ey Rəbbin sözü önündə titrəyənlər, Onun dediklərini eşidin: «Mənim adıma görə sizə nifrət edib təqib edən soydaşlarınız “Qoy Rəbb izzətini göstərsin, Biz də görək, necə sevinərsiniz” deyirdilər. Amma onlar rüsvay olacaq.
174206006d	Şəhərdən nərələr, Məbəddən bir səs eşidilir! Bu, düşmənlərindən qisas alan Rəbbin səsidir.
174207004e	Bir qadın ağrı çəkmədən, Sancısı tutmadan bir oğlan uşağı doğdu.
17420800b9	Belə bir şey eşidən olubmu? Belə şeyləri kim görüb? Bir gündə ölkə yarana bilərmi? Bir anda millət doğula bilərmi? Sion isə ağrısı tutan kimi övladlarını doğdu.
1742090098	Mən doğuş anınadək gətirib Doğmağa güc vermərəmmi?» deyir Rəbb. «Doğuş üçün güc verən Mən Bətni bağlayarammı?» deyir Allahın.
17420a00a4	«Yerusəlimlə birgə sevinin, Ey onu sevənlər, hamınız onun üçün şadlanın. Ey Yerusəlim üçün yas tutanlar, Onunla birgə cuşa gəlin, fərəhlənin!
17420b008d	Siz ananız Yerusəlimin döşlərini əmib Təsəlli tapacaqsınız, doyacaqsınız, Onun bol nemətlərindən dadıb zövq alacaqsınız».
17420c00e4	Rəbb belə deyir: «Budur, Mən əmin-amanlığı bir çay tək, Millətlərin sərvətini daşqın sel kimi Ona sarı axıdacağam. Siz ondan bəslənəcəksiniz, Qucağında daşınacaqsınız, Dizlərində oxşanacaqsınız.
17420d0073	Övladına təsəlli verən bir ana tək Mən sizə təsəlli verəcəyəm. Yerusəlimdə təsəlli tapacaqsınız.
17420e00c9	Bunları görüb ürəyiniz sevinəcək; Bədənləriniz yaşıl ot kimi qüvvətlənəcək. Hər kəs biləcək ki, Rəbbin qoruyucu əli qullarının, Qəzəbi isə düşmənlərinin üstündədir».
17420f0090	Budur, Rəbb odla gəlir, Onun döyüş arabaları qasırğa tək gəlir. Şiddətli qəzəbini, məzəmmətini Alov kimi tökməyə hazırdır.
174210005f	Rəbb bütün bəşəri odla, Qılıncı ilə mühakimə edəcək, Çoxlarını məhv edəcək.
17421100d5	«Bağlara girmək üçün Özlərini təqdis edib pak edənlər, Mərkəzdə duranın ardınca gedərək Donuz, siçan və digər murdar heyvanların Ətini yeyənlərin hamısı məhv olacaq» Rəbb bəyan edir.
17421200b9	«Çünki Mən onların əməllərini də, fikirlərini də bilirəm. Bütün millətləri və dilləri bir yerə topladığım vaxt gəlir. Onlar gəlib Mənim əzəmətimi görəcək.
174213013d	Mən aralarında bir əlamət qoyacağam. Onlardan qaçıb-qurtulanları Mən millətlərə – Tarşişə, Pula, mahir oxatanların vətəni Luda, Tuvala, Yavana, şöhrətimi eşitməyən, əzəmətimi görməyən uzaq diyarlara göndərəcəyəm. Onlar Mənim əzəmətimi bu millətlər arasında bəyan edəcək.
1742140110	İsrail övladları Rəbbin məbədinə pak qablarda təqdimlərini necə gətirirlərsə, onlar da bütün millətlərdən soydaşlarını atlarla, arabalarla, taxt-rəvanlarla, qatırlarla, dəvələrlə müqəddəs dağıma, Yerusəlimə, Rəbbə elə təqdim edəcək.
174215004b	Onlardan bəzisini Mən kahin və Levili seçəcəyəm» Rəbb bəyan edir.
1742160081	«Yaradacağım yeni göylər və yeni yer önümdə necə qalacaqsa, Nəsliniz və adınız da elə qalacaq» Rəbb bəyan edir.
174217007c	«Hər Təzə Ay mərasimində, hər Şənbə günündə Bütün bəşər gəlib qarşımda səcdə edəcək». Rəbb deyir.
17421800cd	«Onlar eşiyə çıxanda Mənə qarşı üsyankar olanların meyitlərini görəcək. Meyitləri yeyən qurd ölməyəcək, Onları yandıran alov sönməyəcək. Bütün bəşər onlardan iyrənəcək».
1800000007	Yeremya
1801010071	Bunlar Binyamin torpağındakı Anatotda yaşayan kahinlərdən biri olan Xilqiya oğlu Yeremyanın sözləridir.
1801020086	Yəhuda padşahı Amon oğlu Yoşiyanın dövründə – padşahlığının on üçüncü ilində Yeremyaya Rəbbin sözü nazil oldu.
18010300ec	Bu, Yəhuda padşahı Yoşiya oğlu Yehoyaqimin dövründən Yəhuda padşahı Yoşiya oğlu Sidqiyanın padşahlığının on birinci ilinin sonunadək, beşinci ayda Yerusəlim əhalisinin sürgünə aparılmasına qədər davam etdi.
1801040024	Mənə Rəbbin bu sözü nazil oldu:
1801050098	«Mən sənə ananın bətnində Surət verməzdən əvvəl səni tanıdım, Doğulmazdan əvvəl səni təqdis edib Millətlərə peyğəmbər etdim».
1801060071	Onda mən dedim: «Ah, ya Xudavənd Rəbb! Axı mənim danışıq qabiliyyətim yoxdur, çünki hələ cavanam».
1801070094	Rəbb mənə dedi: «Sən “cavanam” demə. Mən səni kimin yanına göndərsəm, gedəcəksən, sənə nə əmr etsəm, onu söyləyəcəksən.
1801080066	Adamlardan qorxma, çünki səni qurtarmaq üçün Mən səninlə olacağam» Rəbb belə bəyan edir.
180109005f	Rəbb əlini uzadıb ağzıma toxundu və mənə dedi: «Bax sözlərimi sənin dilinə qoydum.
18010a0098	Bu gün səni millətlər və ölkələr üzərinə təyin etdim ki, onları kökündən yıxıb dağıdasan, qırıb məhv edəsən, əkib tikəsən».
18010b0083	Mənə Rəbbin bu sözü nazil oldu: «Ey Yeremya, nə görürsən?» Mən dedim: «Badam ağacının bir budağını görürəm».
18010c0061	Rəbb mənə dedi: «Düz görmüsən. Axı Mən hər sözümü yerinə yetirməkdə sayığam».
18010d008f	Mənə yenə Rəbbin bu sözü nazil oldu: «Nə görürsən?» Mən dedim: «Şimaldan bu tərəfə yönəlmiş qaynar bir qazan görürəm».
18010e0062	Rəbb mənə dedi: «Bu ölkədə yaşayanların hamısının üzərinə Şimaldan bəla yağacaq.
18010f0106	Çünki Mən şimal ölkələrinin bütün tayfalarını çağıracağam» Rəbb belə bəyan edir. «Hər biri gəlib öz taxtını Yerusəlim darvazalarının girişində, Onun bütün darvazalarının ətrafında Və bütün Yəhuda şəhərlərində quracaq.
18011000b8	Bütün pisliklərinə görə Onların əleyhinə hökmlərimi bildirəcəyəm. Çünki Məndən üz döndərib başqa allahlara buxur yandıraraq Öz əl işlərinə səcdə etdilər.
18011100a2	Sən belini qurşayıb qalx, sənə əmr edəcəyim bütün şeyləri onlara söylə. Onlardan qorxma, yoxsa Mən də səni onların önündə qorxuya salacağam.
18011200ca	Budur, Mən bu gün səni bütün ölkənin – Yəhuda padşahlarının, bu yerin başçılarının, kahinlərinin və ölkə xalqının əleyhinə qalalı şəhər, dəmir sütun və tunc divar etdim.
180113008c	Onlar səninlə vuruşacaq, ancaq gücləri çatmayacaq, çünki səni qurtarmaq üçün Mən səninlə olacağam» Rəbb belə bəyan edir.
1802010047	Mənə Rəbbin sözü nazil oldu: «Get Yerusəlimə ucadan elan et ki,
18020200a1	Rəbb belə deyir: “Mən sənin cavanlığındakı mehrini, Gəlin olanda məhəbbətini, Səhrada, ot bitməyən torpaqda ardımca gəldiyini yadıma saldım.
18020300b6	Onda İsrail Rəbbə həsr olunmuşdu Və Onun məhsulunun nübarı idi. Onu udmaq istəyənlərin hamısı mühakimə olunur, Üstlərinə bəla gəlirdi” Rəbb belə bəyan edir.
1802040054	Ey Yaqub nəsli, ey İsrail nəslinin bütün tayfaları, Rəbbin sözünü eşidin,
18020500a6	Rəbb belə deyir: “Atalarınız Məndə nə haqsızlıq tapdılar ki, Məndən uzaqlaşdılar və puç bütlər ardınca getdilər, Özləri də puç adam oldular.
18020600eb	Daha demədilər ki, Misir torpağından bizi çıxaran, Səhrada, uçurumlarla dolu boz çöllərdə, Ölüm kölgəsində qalan quraq torpaqda, Bir insanın keçmədiyi, heç kəsin yaşamadığı Diyarda gəzdirən Rəbb haradadır?
18020700c8	Mən sizi bərəkətli torpağa gətirdim ki, Onun meyvələrindən və nemətlərindən dadasınız. Ancaq siz oraya girən kimi torpağımı murdar etdiniz, Mülkümü iyrənc bir yerə çevirdiniz.
18020800eb	Kahinlər ‹Rəbbi axtaraq› demədilər, Qanun müəllimləri Məni tanımadılar, Rəhbərlər Mənə qarşı üsyan etdilər, Peyğəmbərlər Baalın adı ilə peyğəmbərlik etdilər, Faydasız şeylərin dalınca getdilər”.
180209008e	Buna görə Rəbb belə bəyan edir: “Mən yenə sizinlə çəkişəcəyəm, Mən övladlarınızın övladları ilə də çəkişəcəyəm.
18020a0065	Siz Kittim adalarına gedib görün, Qedara adam göndərib öyrənin. Görün belə bir şey oldumu?
18020b008a	Bir millət allahlarını dəyişdirdimi? Əslində onlar allah deyil. Ancaq Mənim xalqım öz Calalını faydasız bütlərə dəyişdi.
18020c0063	Ey göylər, siz buna heyrət edib tir-tir əsin və dəhşətə gəlin” Rəbb belə bəyan edir.
18020d0096	“Çünki xalqım iki pis əməl etdi: Məni – axar suların mənbəyini atıb Özlərinə hovuzlar, su saxlamayan çatlı hovuzlar düzəltdilər.
18020e0059	Məgər İsrail quldur? Yoxsa o, kölə doğulmuşdu? Bəs nə üçün qarət malı oldu?
18020f0093	Onun üstünə cavan aslanlar nərildədi və səslərini ucaltdılar. Ölkəsini viran etdilər. Şəhərləri yandı, bir nəfər sakin qalmadı.
1802100035	Nof və Taxpanxes sakinləri sənin başını yardı.
1802110057	Səni yolla aparan Allahın Rəbbi tərk etməklə Bu işi öz başına gətirmədinmi?
1802120077	Bəs Şixor suyundan içmək üçün Misirə niyə gedirsən? Fərat suyundan içmək üçün Aşşura niyə gedirsən?
18021300d9	Səni öz pisliyin cəzalandıracaq, Dönüklüyün töhmətini alacaqsan. Sən də görüb bil ki, Allahın Rəbbi atmağın, Məndən qorxmamağın pis və acı şeydir” Ordular Rəbbi Xudavənd belə bəyan edir.
18021400fe	“Sən boyunduruğunu ta qədimdən qırdın, iplərini qopardın Və ‹sənə qulluq etməyəcəyəm› dedin. Üstəlik hər uca təpənin üstündə, Hər kölgəli ağacın altında yerə sərilib Bütlərə səcdə edərək Mənə xəyanət etdin.
1802150078	Mən səni gözəl meynə, tər-təmiz toxum kimi əkmişdim. Sən necə əleyhimə çıxıb cır, yabanı meynə oldun?
1802160096	İndi isə sən gilabı ilə yuyunsan, çoxlu sabun əritsən də, Yenə günahın önümdə ləkə kimi qalacaq” Xudavənd Rəbb belə bəyan edir.
18021700c7	“Axı necə deyə bilərsən ki, murdar olmadım, Baal bütlərinin ardınca getmədim? Dərədə necə rəftar etdiyinə bax, nə etdiyini gör. Sən qızışan, ora-bura qaçan dişi dəvə kimi,
18021800b5	Şəhvətlə havanı iyləyən, səhraya öyrəşmiş vəhşi eşşək kimisən. Qızanda onu kim saxlaya bilər? Onu istəyənlər özlərini yormaz, cütləşmə vaxtı onu tapar.
18021900a1	Ayaqyalın gəzmə, boğazın susuzluqdan qurumasın. Ancaq sən dedin: ‹Xeyr, olmaz! Çünki mən yad allahları sevdim və onların ardınca gedəcəyəm›.
18021a0091	Oğru tutulanda necə utanırsa, İsrail nəsli də padşahları, başçıları, kahinləri Və peyğəmbərləri ilə birgə eləcə utanırlar.
18021b00cd	Onlar ağaca ‹atamsan›, daşa ‹bizi sən doğdun› deyir. Çünki Mənə tərəf üzlərini deyil, arxalarını çevirdilər. Ancaq üstlərinə bəla gələndə ‹qalxıb bizi qurtar› deyirlər.
18021c00c1	Bəs özün üçün düzəltdiyin bütlərin haradadır? Başına bəla gəldiyi vaxt səni qurtara bilərlərsə, gəlsinlər. Sənin allahların şəhərlərinin sayı qədərdir, ey Yəhuda!
18021d006a	Nə üçün Mənimlə çəkişirsiniz? Hamınız Mənə qarşı üsyan etdiniz” Rəbb belə bəyan edir.
18021e00ad	“Övladlarınızı nahaq yerə cəzalandırdım, Çünki onlar ibrət götürmədilər. Öz qılıncınız qırıb-çatan aslan kimi Peyğəmbərlərinizi tələf etdi”.
18021f00ef	Ey bu nəslin övladları, Rəbbin sözünə diqqət edin: “Məgər Mən İsrail üçün bir səhra oldum? Yaxud bir zülmət ölkəsi oldum? Xalqım nə üçün deyir ki, biz öz-özümüzə ağayıq, Bir daha Sənə tərəf gəlmərik?
1802200066	Qız öz bəzəklərini, gəlin öz cehizini unuda bilərmi? Ancaq xalqım uzun müddət Məni unutdu.
180221006f	Oynaşlarının ardınca düşməkdə nə qədər mahirsən. Ən pis arvadlar belə, səndən dərs ala bilər.
1802220099	Sənin ətəklərin öldürdüyün Məzlum, günahsız adamların qanına bulaşıb, Halbuki onları oğurluq üstündə tutmadın. Hələ bununla belə,
18022300ae	Sən deyirsən: ‹Mən təqsirsizəm, Rəbbin qəzəbi hökmən məndən yan keçəcək›. Bax Mən səni mühakimə edəcəyəm, Çünki günah etmədiyini söyləyirsən.
180224006e	Nə üçün tez-tez dolanıb dönüklük edirsən? Aşşurda pərt olduğun kimi Misirdə də pərt olacaqsan.
1802250090	Oradan da əllərinlə başını tutub çıxacaqsan, Çünki bel bağladıqlarını Rəbb rədd etdi, Onlarla uğur qazana bilməyəcəksən”.
1803010121	Əgər bir adam öz arvadını boşasa, Arvad da onu tərk edib başqasına ərə getsə, O adam bir də arvadının yanına qayıdarmı? Belə etsə, ölkə də tamamilə murdar olmazmı? Sənsə çoxlu oynaşla zina etdin, yenə də Mənə tərəf dönürsən?» Rəbb belə bəyan edir.
18030200e6	«Başını çılpaq təpələrə tərəf qaldırıb bax. Sevişmədiyin yer varmı? Səhrada yaşayan bədəvi kimi Yol kənarında oturdun və oynaşlarını gözlədin. Zinakarlığın və pisliklərinlə ölkəni murdar etdin.
1803030086	Buna görə də yağışların ardı kəsildi və yaz yağışı yağmadı. Tərs sifətli fahişəyə oxşadın, utanmaq istəmədin.
180304003d	İndi Məni “Atam, cavanlığımdan bəri mənim dostumsan.
18030500a3	Sən həmişə qəzəbli olacaqsan, Əbədi kin saxlayacaqsanmı?” deyə çağırırsan. Belə danışırsan, amma gücün çatdığı qədər pislik edirsən».
18030600df	Yoşiyanın padşahlığı dövründə Rəbb mənə dedi: «Dönük İsrailin nə etdiyini gördünmü? Hər uca təpənin üstünə, kölgəli ağacın altına gedib orada bütlərə səcdə edərək Mənə xəyanət etdi.
1803070095	İsrail bütün bunları edəndən sonra “o Mənə tərəf qayıdacaq” dedim, ancaq o qayıtmadı. Xəyanətkar bacısı Yəhuda da bunu gördü.
18030800bc	Dəfələrlə zina etdiyi üçün dönük İsrailə talaq kağızı verib onu boşadım. Ancaq gördüm ki, onun xəyanətkar bacısı Yəhuda yenə qorxmadı, o da gedib fahişəlik etdi.
180309007a	Heç əhəmiyyət vermədən zinakarlığı ilə ölkəni murdar etdi, daşlara və ağaclara səcdə edib xəyanət etdi.
18030a0090	Bütün bunlara baxmayaraq onun xəyanətkar bacısı Yəhuda Mənə bütün qəlbi ilə deyil, hiylə ilə üz tutdu» Rəbb belə bəyan edir.
18030b0055	Rəbb mənə dedi: «Dönük İsrail xain Yəhuda ilə müqayisədə daha saleh oldu.
18030c00ee	Get, bu sözləri şimal səmtinə elan edib söylə: “Ey dönük İsrail, geri qayıt” Rəbb belə bəyan edir. “Sənə qəzəblə baxmayacağam, çünki Mən mərhəmətliyəm” Rəbb belə bəyan edir. “Əbədi kin saxlamaram.
18030d00d0	Ancaq sən öz təqsirini boynuna al ki, Allahın Rəbbə qarşı üsyan etdin, hər kölgəli ağacın altında yad allahlara könül verdin və Mənim sözümə qulaq asmadınız” Rəbb belə bəyan edir.
18030e00ae	“Ey dönük övladlar, geri qayıdın” Rəbb belə bəyan edir. “Çünki ağanız Mənəm. Sizi bir-bir şəhərdən, iki-iki tayfadan çıxarıb Siona gətirəcəyəm.
18030f0069	Ürəyimə yatan çobanları sizə verəcəyəm, sizə ağıl və müdrikliklə rəhbərlik edəcəklər.
1803100111	Sizin törəyib çoxaldığınız günlərdə daha Rəbbin Əhd sandığından danışmayacaqlar” Rəbb belə bəyan edir. “O sandıq bir daha kimsənin ağlına gəlməyəcək, yada salınmayacaq, onun üçün heyfsilənməyəcəklər, yenisi də düzəldilməyəcək.
18031100c9	O zaman Yerusəlimə ‹Rəbbin taxtı› deyəcəklər. Bütün millətlər Rəbbin adı naminə Yerusəlimdə toplaşacaq. Daha pis ürəklərinin inadkarlığına görə hərəkət etməyəcəklər.
1803120091	O günlərdə Yəhuda nəsli İsrail nəsli ilə birləşib şimal ölkəsindən atalarınıza irs olaraq verdiyim torpağa birgə gələcək”.
18031300f7	Mən dedim: “Necə də istərdim, səni oğullarımın arasına qoyum, Sənə füsunkar torpağı – millətlər arasında ən gözəl irsi verim! Güman etdim ki, Məni ‹Ata› deyə çağıracaqsınız, Məndən üz döndərməyəcəksiniz.
180314008f	Bir arvad öz ərinə xəyanət edirsə, Siz də Mənimlə eləcə xəyanətlə rəftar etdiniz, ey İsrail nəsli!” Rəbb belə bəyan edir.
18031500b4	“Çılpaq təpələr üzərində bir səs – İsrail övladlarının Ağlaşma və yalvarışları eşidilir, Çünki onlar yollarını azdı, Özlərinin Allahı Rəbbi unutdu.
18031600a9	Geri qayıdın, ey dönük övladlar, Dönüklüyünüzə şəfa verim”. Onlar da deyəcək: “Budur, biz Sənə tərəf gəlirik, Çünki Allahımız Rəbb Sənsən.
1803170078	Doğrudan da, təpələrdən, dağlardan gələn Hay-küy yalandır. Əslində İsrailin xilası Allahımız Rəbdədir.
180318009c	Cavanlığımızdan bəri Rüsvayçı bütlər Atalarımızın zəhmətini, Sürülərini və mal-qaralarını, Oğullarını və qızlarını tələf etdi.
18031900e8	Biz xəcalətimiz içində yatırıq, Rüsvayçılıq bizim yorğanımızdır, Çünki cavanlığımızdan indiyədək Biz və atalarımız Allahımız Rəbbə qarşı günah etdik, Allahımız Rəbbin sözünə qulaq asmadıq”».
18040100a0	Rəbb bəyan edir: «Ey İsrail, əgər geri qayıtsan, Mənə tərəf qayıtsan, İyrənc bütlərini önümdən götürsən, Bir daha sərgərdan gəzməsən,
18040200a9	Həqiqət, ədalət və doğruluqla “Var olan Rəbbə and olsun!” deyə and içsən, O zaman millətlər Rəbb vasitəsilə bərəkət alacaq, Onunla öyünəcək».
1804030095	Çünki Yəhuda adamlarına və Yerusəlimə Rəbb belə deyir: «Özünüz üçün təzə əkin yeri şumlayın, Ancaq tikanlar arasında əkməyin.
