2800000008	Matthieu
2d070e0075	Oui, nous savons que la Loi elle-même est spirituelle; mais c'est moi qui suis charnel, vendu et asservi au péché.
2d070f0080	Je ne sais pas même ce que je fais: car je ne fais pas ce que je veux; au contraire, ce que je déteste, voilà ce que je fais.
2d07100061	Et alors si je fais ce que je ne veux pas, je rends témoignage à la Loi, je la reconnais bonne,
2d07110050	et, dans ce cas, ce n'est plus moi qui agis, c'est le péché qui habite en moi.
2d07120098	Je sais, en effet, qu'en moi, je veux dire en ma chair, il n'habite rien de bon: vouloir le bien est, il est vrai, à ma portée, mais l'accomplir, non.
2d0713005e	Car je ne fais pas le bien que je veux, mais le mal que je ne veux pas, voilà ce que je fais.
2d07140069	Eh bien, si je fais ce que je ne veux pas, ce n'est plus moi qui agis, mais le péché qui habite en moi.
2d0715006c	Voici donc la situation où je me trouve: quand, ma volonté est de faire le bien, c'est le mal qui est là.
2d0716003a	Mon être intérieure adhère avec joie à la Loi de Dieu;
2d07170094	mais je découvre dans mes membres une autre loi en guerre avec la loi de ma raison et qui m'asservit à la loi du péché qui est dans mes membres.
2d0718003e	Malheureux que je suis! qui me délivrera de ce corps de mort!
2d071900b3	Grâces soient à Dieu par Jésus-Christ notre Seigneur! Ainsi je me soumets, moi-même, par la raison, à la Loi de Dieu, mais, par la chair, je suis soumis à la loi du péché.
2d08010052	Il n'y a donc plus maintenant de condamnation pour ceux qui sont en Jésus-Christ,
2d0802006c	parce que la Loi de l'Esprit de vie nous a affranchis, en Jésus-Christ, de la loi du péché et de la mort.
2d080300e8	Ce qui était impossible à la Loi, la chair lui ôtant toute force, Dieu l'a fait en envoyant son propre Fils, à cause du péché, prendre une chair de péché semblable à la nôtre; il a condamné le péché dans la chair même,
2d08040074	afin que le décret de la Loi s'accomplît en nous, en ceux qui ne marchent pas selon la chair, mais selon l'Esprit.
2d0805007c	Ceux qui sont selon la chair s'attachent à ce qui est de la chair; ceux qui sont selon l'Esprit, à ce qui est de l'Esprit;
2d08060064	or l'attachement pour la chair mène à la mort, l'attachement pour l'Esprit, à la vie et au salut,
2d0807008f	parce que l'attachement pour la chair est une inimitié contre Dieu, puisqu'il ne se soumet pas à la Loi de Dieu (et même il ne le peut pas).
2d08080036	Ceux qui sont dans la chair ne peuvent plaire à Dieu;
2d080900b7	mais vous, vous n'êtes pas dans la chair, mais dans l'Esprit, si toutefois l'Esprit de Dieu habite en vous. — Si quelqu'un n'a pas l'Esprit de Christ, il ne lui appartient pas. —
2d080a0095	Si Christ est en vous, votre corps est, il est vrai, soumis à la mort à cause du péché, mais votre esprit l'est à la vie à cause de la justice.
2d080b00c4	Si l'Esprit de Celui qui a ressuscité Jésus des morts habite en vous, lui qui a ressuscité Jésus des morts donnera aussi la vie à vos corps mortels au moyen de son Esprit qui demeure en vous.
2d080c0059	Ainsi, mes frères, nous sommes obligés non envers la chair pour vivre selon la chair...
2d080d008d	Si vous vivez selon la chair, vous devez vous attendre à mourir. Si, au contraire, vous tuez par l'Esprit l'activité du corps, vous vivrez,
2d080e0055	parce que tous ceux qui se laissent conduire par l'Esprit de Dieu, sont fils de Dieu,
2d080f00a6	et que vous n'avez point reçu un esprit de servitude pour craindre encore, mais que vous avez reçu un Esprit d'adoption, par lequel nous nous écrions: Abba! Père!
2d0810004d	Cet Esprit atteste lui-même à notre esprit que nous sommes enfants de Dieu,
2d081100af	et si nous sommes enfants, nous sommes aussi héritiers; héritiers de Dieu, cohéritiers de Christ, si nous participons à ses souffrances pour participer aussi à sa gloire.
2d08120087	J'estime, en effet, que les souffrances d'à présent ne sont rien en comparaison de la gloire qui doit un jour se révéler pour nous.
2d0813004c	Car la création attend avec impatience cette révélation des fils de Dieu,
2d0814008a	parce que ce n'est pas de son propre gré qu'elle a été assujettie à la fragilité; elle l'a été au gré de celui qui l'a assujettie,
2d08150086	et elle espère être affranchie, elle aussi, de la servitude de la corruption et passer à la glorieuse liberté des enfants de Dieu.
2d0816007d	Nous savons, en effet, que jusqu'à présent la création tout entière gémit, elle est dans les angoisses de l'enfantement;
2d081700be	et ce n'est pas elle seulement, c'est nous aussi qui avons reçu comme prémices l'Esprit et qui gémissons en nous-mêmes, attendant l'adoption, c'est-à-dire la délivrance de notre corps.
2d0818009d	Car c'est en espérance que nous sommes sauvés; or une espérance dont on voit l'objet n'est plus une espérance; ce qu'on voit, pourquoi l'espérer encore?
2d0819005f	Mais si nous espérons ce que nous ne voyons pas, c'est que nous attendons avec persévérance.
2d081a00ca	De plus, l'Esprit supplée aussi à notre faiblesse; nous ne savons pas, en effet, ce qu'il faut demander dans nos prières, mais l'Esprit lui-même intercède pour nous par des soupirs et sans paroles.
2d081b0089	Or, Celui qui scrute les coeurs connaît les désirs de l'Esprit, parce que celui-ci intercède pour les fidèles selon les vues de Dieu;
2d081c006f	et nous savons que tout contribue au bien de ceux qui aiment Dieu, de ceux qui sont élus d'après son décret;
2d081d00a3	nous savons que ceux qu'il a connus d'avance, ont été aussi prédestinés par lui à reproduire l'image de son Fils qui sera ainsi l'aîné de plusieurs frères;
2d081e009c	et ceux qu'il a prédestinés, il les a aussi appelés; ceux qu'il a appelés, il les a aussi justifiés; ceux qu'il a justifiés il les a aussi glorifiés.
2d081f003e	Que dire de plus? Si Dieu est pour nous, qui sera contre nous?
2d0820008e	Lui qui n'a pas épargné son propre Fils, mais l'a livré à la mort pour nous tous, comment ne nous donnerait-il pas toutes choses avec lui?
2d08210049	Qui osera accuser les élus de Dieu? Serait-ce Dieu qui les «justifie?»
2d0822009e	«Qui les condamnera?» Serait-ce Jésus-Christ, qui est mort? plus encore, qui est ressuscité, qui est assis à la droite de Dieu, qui intercède pour nous?
2d0823009f	Qui nous arrachera à l'amour du Christ? Sera-ce la tribulation? ou l'angoisse? ou la persécution? ou la faim? ou le dénuement? ou les périls? ou le glaive?
2d08240093	«A cause de toi», comme dit l'Écriture, «nous sommes mis à mort tout le long du jour; On nous considère comme des brebis pour la boucherie»,
2d08250061	Mais, dans tous ces combats, nous restons plus que vainqueurs, grâce à Celui qui nous a aimés!
2d0826006b	Oui, je suis certain que ni la mort ni la vie, ni les anges ni les dominations, ni le présent ni l'avenir,
2d082700ab	ni les puissances, ni les forces d'en haut ni les forces d'en bas, ni une création quelconque, ne pourra nous arracher à l'amour de Dieu en Jésus-Christ notre Seigneur!
2d09010070	Je parle en vérité, devant Christ, je ne mens point (ma conscience éclairée par l'Esprit saint me l'atteste)
2d0902004d	en disant que j'éprouve une grande tristesse, une continuelle peine de coeur
2d0903006f	et que je voudrais être anathème et séparé du Christ pour mes frères, pour ceux de ma race et de mon sang,
2d09040097	je parle des Israélites qui ont eu le privilège de l'adoption, de la gloire promise, des alliances, de la législature, du vrai culte, des promesses,
2d0905008d	qui ont eu les patriarches et dont est sorti, selon la chair, le Christ qui est au-dessus de tous! (Dieu en soit éternellement béni! Amen.)
2d09060086	Je ne veux cependant pas dire que Dieu ait manqué à ses promesses. Pour être issu d'Israël, on n'est pas toujours vrai Israélite;
2d09070085	pour être de la race d'Abraham, on n'est pas toujours de ses vrais enfants, mais: «C'est d'après Isaac que ta race sera nommée.»
2d090800a9	Cela signifie que les enfants par le sang ne sont pas nécessairement les enfants de Dieu, mais que ce sont les enfants par la promesse qui comptent comme la vraie race;
2d09090075	car c'est d'une promesse qu'il est question dans ce passage: «Vers ce temps-là je viendrai et Sarra aura un fils»;
2d090a006d	et ce n'est pas tout, il y a aussi Rébecca qui fut enceinte des oeuvres d'un seul homme, Isaac, notre père;
2d090b00e5	eh bien, avant que ses jumeaux fussent nés, avant il, qu'ils eussent fait ni bien, ni mal, — pour que fut bien établi le décret de Dieu basé sur un choix qui ne dépend pas des oeuvres, mais uniquement de Celui qui appelle,
2d090c003d	— Rébecca apprit que «l'aîné servirait le plus jeune»,
2d090d003c	car il est écrit: «J'ai aimé Jacob Et j'ai haï Ésaü.»
2d090e004c	Que faut-il en conclure? qu'il y a de l'injustice en Dieu? c'est impossible,
2d090f009a	puisqu'il dit à Moïse: «J'aurai pitié de celui dont il me plaira d'avoir pitié et j'aurai compassion de celui dont il me plaira d'avoir compassion.»
2d0910004f	Ainsi rien ne sert de vouloir et de s'agiter, c'est Dieu qui fait miséricorde.
2d09110094	En effet, l'Écriture dit à Pharaon: «Voici pourquoi je t'ai suscité: Pour montrer en toi ma puissance et proclamer mon nom sur toute la terre.»
2d0912003b	Ainsi, il a pitié de qui il veut, il endurcit qui il veut.
2d09130065	Tu me diras alors: — pourquoi donc se plaint-il encore? qui donc peut résister à sa volonté? —
2d09140087	Mais toi, ô homme, qui es-tu donc pour discuter avec Dieu? Est-ce que le vase d'argile dit au potier: «Pourquoi m'as-tu fait ainsi?»
2d09150090	Est-ce que le potier n'a pas le droit avec la même masse de terre de faire deux vases l'un pour un noble usage, l'autre pour un usage vulgaire?
2d091600b1	Et s'il plaît à Dieu de montrer sa colère et de faire connaître sa puissance! Et s'il a eu la grande patience de supporter des vases de colère fabriqués pour la perdition!
2d0917007e	Et si cela fait ressortir les richesses de sa gloire à l'égard des vases de miséricorde préparés d'avance pour la gloire!
2d09180054	Je parle ici de nous qu'il a appelés et parmi les Juifs et même parmi les païens.
2d0919008e	C'est ce qu'il dit dans Osée: «J'appellerai mon peuple celui qui n'était pas mon peuple, Et bien aimée celle qui n'était pas bien aimée.
2d091a005f	Et là où on leur disait: Vous n'êtes pas mon peuple, On les appellera fils du Dieu vivant.»
2d091b0099	Ésaïe s'écrie aussi à propos d'Israël: «Quand le nombre des fils d'Israël serait comme le sable de la mer, Un petit reste seulement sera sauvé»,
2d091c004b	Car le Seigneur achèvera promptement d'exécuter sa sentence sur la terre;
2d091d00b8	Et comme l'avait déjà dit Ésaïe: «Si le Seigneur des armées ne nous avait laissé une postérité, Nous serions devenus comme Sodome, Nous aurions été semblables à Gomorrhe.»
2d091e007c	Que faut-il en conclure? que les païens qui ne cherchaient pas la justice ont obtenu la justice, celle qui vient de la foi;
2d091f005c	et les Israélites qui cherchaient dans la Loi un principe de justice n'y sont pas arrivés;
2d092000a1	pourquoi donc? parce qu'ils ne le cherchaient pas par la foi, mais comme devant venir des oeuvres de la Loi; ils se sont heurtés à «la pierre d'achoppement»,
2d092100a9	suivant ce mot de l'Écriture: «Voici je place en Sion une pierre d'achoppement, Une pierre qui fait tomber; Mais celui qui aura confiance en elle ne sera pas déçu.»
2d0a01006a	Frères, le désir de mon coeur et la prière que j'adresse à Dieu pour eux, c'est qu'ils soient sauvés.
2d0a020059	Je leur rends le témoignage qu'ils ont du zèle pour Dieu, mais c'est un zèle ignorant,
2d0a03009a	car c'est parce qu'ils ont ignoré la justice de Dieu et qu'ils ont voulu établir leur propre justice qu'ils ne se sont pas soumis à la justice de Dieu.
2d0a040056	En effet, la fin de la Loi c'est Christ donnant la justice à, quiconque a foi en lui.
2d0a050073	Voici comment Moïse déliait la justice obtenue par la Loi: «L'homme qui fera ces choses aura la vie par elles.»
2d0a060094	Mais la justice obtenue par la foi parle ainsi: «Ne dis pas en ton coeur: Qui montera au ciel» (le dire serait vouloir en faire descendre Christ),
2d0a070066	ou: «Qui descendra dans l'abîme?» (le dire serait vouloir faire remonter Christ de chez les morts);
2d0a080061	au contraire, que dit-elle: «Tout près de toi est la parole, dans ta bouche et dans ton coeur»
2d0a0900c6	(il s'agit ici de la parole de la foi que nous prêchons); et alors si tu confesses de ta bouche le Seigneur Jésus et si tu crois dans ton coeur que Dieu l'a ressuscité des morts, tu seras sauvé;
2d0a0a0059	parce que la foi du coeur mène à la justice, la confession de la bouche mène au salut.
2d0a0b004b	L'Écriture dit en effet: «Quiconque aura foi en lui ne sera pas déçu.»
2d0a0c0084	Ainsi, point de différence entre le Juif et le Grec: tous ont un seul et même Seigneur, riche pour tous ceux qui l'invoquent, car:
2d0a0d0037	«Quiconque invoquera le nom du Seigneur sera sauvé.»
2d0a0e00b3	Mais comment l'invoqueront-ils s'ils n'ont pas cru en lui? comment croiront-ils s'ils n'en ont pas entendu parler? Comment en entendront-ils parler si personne ne le leur prêche?
