2800000007	Mathayo
2e070a0056	Kwa wale waliooa ninayo amri, tena si yangu, ila ni ya Bwana: mke asiachane na mumewe;
2e070b0075	lakini kama akiachana naye, basi abaki bila kuolewa; ama la, apatanishwe na mume wake. Mume naye asimpe talaka mkewe.
2e070c00a6	Kwa wale wengine, (mimi binafsi, si Bwana) nasema hivi: Ikiwa mwanamume Mkristo anaye mke asiyeamini, na huyo mwanamke akakubali kuendelea kuishi naye, asimpe talaka.
2e070d007f	Na, kama mwanamke Mkristo anaye mume asiyeamini, na huyo mwanamume akakubali kuendelea kuishi naye, basi, asimpe talaka mumewe.
2e070e00dc	Kwa maana huyo mume asiyeamini hupokelewa kwa Mungu kwa kuungana na mkewe; na huyo mke asiyeamini hupokelewa kwa Mungu kwa kuungana na mumewe. Vinginevyo watoto wao wangekuwa si wa Mungu; kumbe sasa ni watoto wake Mungu.
2e070f00bc	Hata hivyo, ikiwa yule asiyeamini anataka kumwacha mwenzake aliye Mkristo, basi, na amwache tu. Hapo huyo Mkristo, mume au mke, atakuwa huru. Maana Mungu amewaiteni ninyi muishi kwa amani.
2e0710009d	Wewe mama Mkristo, unawezaje kuwa na hakika kwamba hutaweza kumwokoa mume wako? Au wewe mume Mkristo, unawezaje kuwa na hakika kwamba hutaweza kumwokoa mkeo?
2e07110092	Kwa vyovyote kila mmoja na aishi kufuatana na vipaji alivyogawiwa na Bwana, na kama alivyoitwa na Mungu. Hili ndilo agizo langu kwa makanisa yote.
2e07120086	Kama mtu aliitwa akiwa ametahiriwa, basi asijisingizie kwamba hakutahiriwa; na kama alipoitwa hakuwa ametahiriwa, basi na asitahiriwe.
2e07130054	Maana kutahiriwa au kutotahiriwa si kitu; kilicho muhimu ni kuzishika amri za Mungu.
2e0714003b	Basi, kila mmoja na abaki kama alivyokuwa wakati alipoitwa.
2e07150063	Je, wewe ulikuwa mtumwa wakati ulipoitwa? Sawa, usijali; lakini ukipata fursa ya kuwa huru, itumie.
2e0716008c	Maana yeye aliyeitwa na Bwana akiwa mtumwa huyo huwa mtu huru wa Bwana. Hali kadhalika naye aliyeitwa akiwa mtu huru, huwa mtumwa wa Kristo.
2e0717003f	Nyote mmenunuliwa kwa bei; kwa hiyo msiwe tena watumwa wa watu.
2e07180056	Ndugu zangu, kila mmoja wenu basi, na abaki na Mungu kama alivyokuwa wakati alipoitwa.
2e0719008c	Sasa, kuhusu mabikira na waseja, sina amri kutoka kwa Bwana; lakini natoa maoni yangu mimi ambaye kwa huruma yake Bwana nastahili kuaminiwa.
2e071a004b	Basi, kutokana na shida iliyopo sasa nadhani ingefaa mtu abaki kama alivyo.
2e071b004b	Je, umeoa? Basi, usitake kuachana na mkeo. Wewe hukuoa? Basi, usitake kuoa.
2e071c00bd	Lakini ikiwa utaoa hutakuwa umetenda dhambi; na msichana akiolewa hatakuwa ametenda dhambi. Hao watakaooana watapatwa na matatizo ya dunia hii, lakini mimi ningependa hayo yasiwapate ninyi.
2e071d006b	Ndugu, nataka kusema hivi: muda uliobaki ni mfupi. Na tangu sasa wale waliooa na waishi kama vile hawakuoa;
2e071e0068	wenye kulia wawe kama hawalii, na wenye kufurahi wawe kama hawafurahi; wanaonunua wawe kama hawana kitu;
2e071f0077	nao wenye shughuli na dunia hii wawe kama vile hawana shughuli sana nayo. Maana ulimwengu huu, kama tuujuavyo, unapita.
2e07200073	Ningependa ninyi msiwe na wasiwasi. Mtu asiye na mke hujishughulisha na kazi ya Bwana jinsi atakavyompendeza Bwana.
2e0721004b	Mtu aliyeoa hujishughulisha na mambo ya dunia jinsi atakavyompendeza mkewe,
2e072200db	naye amegawanyika. Mwanamke asiyeolewa au bikira hujishughulisha na mambo ya Bwana apate kujitolea mwili na roho kwa Bwana. Lakini mwanamke aliyeolewa hujishughulisha na mambo ya dunia hii jinsi atakavyompendeza mumewe.
2e0723008d	Nawaambieni haya kwa faida yenu, na si kwa kuwawekeeni kizuio. Nataka tu muwe na mpango unaofaa, mpate kumtumikia Bwana kwa moyo na nia moja.
2e07240097	Kama mtu anaona kwamba hamtendei vyema mchumba wake asipomwoa, na kama tamaa zake zinamshinda, na afanye atakavyo; waoane tu; hatakuwa ametenda dhambi.
2e072500be	Lakini kama huyo mwanamume akiamua kwa hiari moyoni mwake kutooa na kama anaweza kuzitawala tamaa zake na kuamua namna ya kufanya, basi, anafanya vizuri zaidi asipomwoa huyo mwenzake bikira.
2e07260077	Kwa maneno mengine: yule anayeamua kumwoa huyo mchumba wake anafanya vema; naye anayeamua kutomwoa anafanya vema zaidi.
2e072700ab	Mwanamke huwa amefungwa na mumewe kwa muda wote mumewe aishipo. Lakini mumewe akifa, mama huyo yuko huru, na akipenda anaweza kuolewa na mtu yeyote, mradi tu iwe Kikristo.
2e07280087	Lakini, nionavyo mimi, atakuwa na heri zaidi kama akibaki hivyo alivyo. Hayo ni maoni yangu, na nafikiri mimi pia ninaye Roho wa Mungu.
2e0801009b	Yahusu sasa vyakula vilivyotambikiwa sanamu: Tunajua kwamba sisi sote tuna ujuzi, lakini ujuzi huo huwafanya watu wawe na majivuno; lakini mapendo hujenga.
2e0802004a	Anayefikiri kwamba anajua kitu, kwa kweli hajui chochote kama inavyompasa.
2e0803002f	Lakini anayempenda Mungu huyo anajulikana naye.
2e08040078	Kwa hiyo, kuhusu vyakula vilivyotambikiwa sanamu, twajua kwamba sanamu si kitu duniani; twajua kwamba Mungu ni mmoja tu.
2e08050064	Hata kama viko vitu viitwavyo miungu duniani au mbinguni, na hata kama wako miungu na mabwana wengi,
2e080600d3	hata hivyo, kwetu sisi yuko Mungu mmoja tu: Baba, Muumba wa vyote, ambaye kwa ajili yake sisi tuko. Pia yuko Bwana mmoja tu, Yesu Kristo, ambaye kwa njia yake vitu vyote viliumbwa, na sisi twaishi kwa njia yake.
2e080700e8	Lakini, si kila mtu anao ujuzi huu. Maana wako watu wengine waliokwisha zoea sanamu, watu ambao mpaka hivi sasa wanapokula vyakula huviona bado kama vyakula vilivyotambikiwa sanamu. Na kwa vile dhamiri zao ni dhaifu, hutiwa unajisi.
2e08080079	Lakini chakula hakiwezi kutupeleka karibu zaidi na Mungu. Tukiacha kukila hatupungukiwi kitu, tukikila hatuongezewi kitu.
2e0809005c	Lakini, jihadharini: huu uhuru wenu usiwafanye walio na imani dhaifu waanguke katika dhambi.
2e080a00b0	Maana, mtu ambaye dhamiri yake ni dhaifu, akikuona wewe mwenye ujuzi unakula vyakula hivyo ndani ya hekalu la sanamu, je, hatatiwa moyo wa kula vyakula vilivyotambikiwa sanamu?
2e080b0066	Hivyo, huyo ndugu yako dhaifu ambaye Kristo alikufa kwa ajili yake, atapotea kwa sababu ya ujuzi wako.
2e080c0063	Kama mkiwakosesha ndugu zenu jinsi hiyo na kuzijeruhi dhamiri zao dhaifu, mtakuwa mmemkosea Kristo.
2e080d0088	Kwa hiyo, ikiwa chakula husababisha kuanguka kwa ndugu yangu, sitakula nyama kamwe, nisije nikamfanya ndugu yangu aanguke katika dhambi.
2e09010083	Je, mimi si mtu huru? Je, mimi si mtume? Je, mimi sikumwona Yesu Bwana wetu? Je, ninyi si matokeo ya kazi yangu kwa ajili ya Bwana?
2e0902009c	Hata kama kwa watu wengine mimi si mtume, lakini walau kwenu ninyi mimi ni mtume. Ninyi ni uthibitisho wa mtume wangu kwa sababu ya kuungana kwenu na Bwana.
2e0903002b	Hoja yangu kwa wale wanaonipinga ndiyo hii:
2e09040022	Je, hatuna haki ya kula na kunywa?
2e0905007e	Je, hatuna ruhusa kumchukua mke Mkristo katika ziara zetu, kama vile wafanyavyo mitume wengine, ndugu zake Bwana, na pia Kefa?
2e09060051	Au ni mimi tu na Barnaba ambao tunapaswa kujipatia maslahi yetu kwa kufanya kazi?
2e090700a2	Je, mwanajeshi gani anayelipia utumishi wake jeshini? Mkulima gani asiyekula matunda ya shamba lake la mizabibu? Mchungaji gani asiyekunywa maziwa ya mifugo yake?
2e09080043	Je, nasema mambo haya kibinadamu tu? Je, Sheria nayo haisemi hivyo?
2e09090087	Imeandikwa katika Sheria ya Mose: “Usimfunge kinywa ng'ombe anapoliwata nafaka.” Je, ndio kusema Mungu anajishughulisha na ng'ombe?
2e090a00b8	Je, hakuwa anatufikiria sisi aliposema hivyo? Naam, haya yaliandikwa kwa ajili yetu; kwani yule anayelima na yule anayevuna, wote wawili wana haki ya kutumaini kupata sehemu ya mavuno.
2e090b0064	Ikiwa sisi tumepanda mbegu ya kiroho kati yenu, je, ni jambo kubwa tukichuma kwenu faida ya kidunia?
2e090c00e2	Ikiwa wengine wanayo haki ya kutazamia hayo kutoka kwenu, je, sisi hatuna haki zaidi kuliko hao? Lakini, sisi hatukuitumia haki hiyo, Badala yake, tumestahimili kila kitu ili tusiiwekee kizuizi chochote Habari Njema ya Kristo.
2e090d008b	Je, hamjui kwamba wanaotumikia Hekaluni hupata chakula chao Hekaluni, na kwamba wanaotolea sadaka madhabahuni hupata sehemu ya hiyo sadaka?
2e090e0055	Bwana aliagiza vivyo hivyo; wahubiri wa Habari Njema wapate riziki zao kutokana nayo.
2e090f00a7	Lakini, mimi sikutumia hata mojawapo ya haki hizo. Na wala siandiki nijipatie haki hizo; kwangu mimi ni afadhali kufa kuliko kumfanya yeyote aone kwamba najisifu bure.
2e09100083	Ikiwa ninaihubiri Habari Njema, hilo si jambo la kujivunia; hilo ni jukumu nililopewa. Na, ole wangu kama sitaihubiri Habari Njema!
2e091100a3	Ningekuwa nimeichagua kazi hii kwa hiari, basi, ningetazamia malipo; lakini maadam naifanya ikiwa ni wajibu, hiyo ina maana kwamba ni jukumu nililopewa nitekeleze.
2e09120087	Mshahara wangu ni kitu gani, basi? Mshahara wangu ni fursa ya kuihubiri Habari Njema bure, bila kudai haki ninazostahili kwa kuihubiri.
2e0913007a	Kwa hiyo, ingawa mimi si mtumwa wa mtu yeyote, nimejifanya mtumwa wa kila mtu ili nimpatie Kristo watu wengi iwezekanavyo.
2e091400ab	Kwa Wayahudi nimeishi kama Myahudi ili niwapate Wayahudi; yaani, ingawa mimi siko chini ya Sheria, nimejiweka chini ya Sheria kwao, ili niwapate hao walio chini ya Sheria.
2e091500c2	Na kwa wale walio nje ya Sheria, naishi kama wao, nje ya Sheria, ili niwapate hao walio nje ya Sheria. Hii haimaanishi kwamba mimi niko nje ya sheria ya Mungu, maana nabanwa na sheria ya Kristo.
2e09160090	Kwao walio dhaifu nimejifanya dhaifu ili niwapate hao walio dhaifu. Nimejifanya kila kitu kwa wote ili nipate kuwaokoa baadhi yao kwa kila njia.
2e0917004a	Nafanya haya yote kwa ajili ya Habari Njema, nipate kushiriki baraka zake.
2e09180071	Je, hamjui kwamba katika uwanja wa michezo, ingawa wapiga mbio wote hukimbia, ni mmoja tu anayejinyakulia zawadi?
2e09190090	Wanariadha hujipa mazoezi na nidhamu kali; hufanya hivyo ili wajipatie taji iharibikayo! Lakini sisi twafanya hivyo tupate taji ya kudumu daima.
2e091a007d	Ndivyo basi, ninavyopiga mbio nikiwa na nia ya kushinda; ndivyo ninavyopigana, na si kama bondia anayetupa ngumi zake hewani.
2e091b0081	Naupa mwili wangu mazoezi magumu na kuutia katika nidhamu kamili, nisije mimi mwenyewe nikakataliwa baada ya kuwahubiria wengine.
2e0a01007b	Ndugu, nataka mjue kwamba babu zetu wote walikuwa chini ya ulinzi wa lile wingu, na kwamba wote walivuka salama ile bahari.
2e0a020043	Wote walibatizwa katika umoja na Mose kwa lile wingu na ile bahari.
2e0a03002a	Wote walikula chakula kilekile cha kiroho,
2e0a040088	wakanywa pia kinywaji kilekile cha kiroho, maana walikunywa kutoka ule mwamba wa kiroho uliowafuata; mwamba huo ulikuwa Kristo mwenyewe.
2e0a05004f	Hata hivyo, wengi wao hawakumpendeza Mungu, na maiti zao zilisambazwa jangwani.
2e0a060061	Sasa, mambo hayo yote ni mfano tu kwetu; yanatuonya sisi tusitamani ubaya kama wao walivyotamani.
2e0a070082	Msiwe waabudu sanamu kama baadhi yao walivyokuwa; kama yasemavyo Maandiko: “Watu waliketi kula na kunywa, wakasimama kucheza.”
2e0a08005c	Wala tusizini kama baadhi yao walivyozini, wakaangamia siku moja watu ishirini na tatu elfu.
2e0a090044	Tusimjaribu Bwana kama baadhi yao walivyomjaribu, wakauawa na nyoka.
2e0a0a0052	Wala msinung'unike kama baadhi yao walivyonung'unika, wakaangamizwa na Mwangamizi!
2e0a0b0082	Basi, mambo hayo yaliyowapata wao ni kielelezo kwa wengine, na yaliandikwa ili kutuonya sisi, ambao mwisho wa nyakati unatukabili.
2e0a0c0030	Anayedhani amesimama imara ajihadhari asianguke.
2e0a0d00d5	Majaribu mliyokwisha pata ni ya kawaida kwa binadamu. Mungu ni mwaminifu, naye hataruhusu mjaribiwe kupita nguvu zenu, ila pamoja na majaribu, yeye atawapeni pia nguvu ya kustahimili na njia ya kutoka humo salama.
2e0a0e002f	Kwa hiyo, wapenzi wangu, epeni ibada za sanamu.
2e0a0f0043	Naongea nanyi, watu wenye busara; jiamulieni wenyewe hayo nisemayo.
2e0a100092	Tunapomshukuru Mungu kwa kikombe kile cha baraka, je, huwa hatushiriki damu ya Kristo? Na tunapoumega mkate, je, huwa hatushiriki mwili wa Kristo?
2e0a110067	Kwa kuwa mkate huo ni mmoja, sisi, ingawa ni wengi, tu mwili mmoja; maana sote twashiriki mkate huohuo.
2e0a120072	Chukueni, kwa mfano, Wayahudi wenyewe: kwao, wenye kula vilivyotambikiwa madhabahuni waliungana na hiyo madhabahu.
2e0a13008d	Nataka kusema nini, basi? Kwamba chakula kilichotambikiwa sanamu ni kitu zaidi ya chakula? Na hizo sanamu, je, ni kitu kweli zaidi ya sanamu?
2e0a140094	Hata kidogo! Ninachosema ni kwamba tambiko wanazotoa watu wasiomjua Mungu wanawatolea pepo, sio Mungu. Sipendi kamwe ninyi muwe na ushirika na pepo.
2e0a150074	Hamwezi kunywa kikombe cha Bwana na kikombe cha pepo; hamwezi kushiriki katika meza ya Bwana na katika meza ya pepo.
2e0a160052	Au je, tunataka kumfanya Bwana awe na wivu? Mnadhani tuna nguvu zaidi kuliko yeye?
2e0a17005e	Vitu vyote ni halali, lakini si vyote vinafaa. Vitu vyote ni halali lakini si vyote vinajenga.
2e0a180039	Mtu asitafute faida yake mwenyewe, ila faida ya mwenzake.
2e0a190056	Kuleni chochote kile kiuzwacho sokoni bila ya kuulizauliza kwa sababu ya dhamiri zenu;
2e0a1a0047	maana Maandiko yasema: “Dunia na vyote vilivyomo ni mali ya Bwana.”
2e0a1b0094	Kama mtu ambaye si muumini akiwaalikeni nanyi mkakubali kwenda, basi, kuleni vyote atakavyowaandalieni bila kuulizauliza kwa sababu ya dhamiri zenu.
2e0a1c008e	Lakini mtu akiwaambieni: “Chakula hiki kimetambikiwa sanamu,” basi, kwa ajili ya huyo aliyewaambieni hivyo na kwa ajili ya dhamiri, msile.
2e0a1d00a1	Nasema, “kwa ajili ya dhamiri,” si dhamiri yenu, bali dhamiri yake huyo aliyewaambieni. Mtaniuliza: “Kwa nini uhuru wangu utegemee dhamiri ya mtu mwingine?
2e0a1e0086	Ikiwa mimi nashiriki chakula hicho huku namshukuru Mungu, kwa nini nilaumiwe kwa chakula ambacho kwa ajili yake nimemshukuru Mungu?”
2e0a1f005b	Basi, chochote mfanyacho iwe ni kula au kunywa, fanyeni yote kwa ajili ya utukufu wa Mungu.
2e0a200042	Msiwe kikwazo kwa Wayahudi au kwa Wagiriki au kwa kanisa la Mungu.
2e0a210080	Muwe kama mimi; najaribu kuwapendeza wote kwa kila njia, bila kutafuta faida yangu mwenyewe ila faida ya wote, wapate kuokolewa.
2e0b010026	Niigeni mimi kama ninavyomwiga Kristo.
2e0b02005f	Nawapeni hongera kwa sababu mnanikumbuka na kwa sababu mnayashikilia yale maagizo niliyowapeni.
2e0b030084	Lakini napenda pia mjue kwamba Kristo ni kichwa cha kila mwanamume, na mwanamume ni kichwa cha mkewe, na Mungu ni kichwa cha Kristo.
2e0b040073	Basi, kila mwanamume anayesali au anayetangaza ujumbe wa Mungu huku amefunika kichwa chake, huyo anamdharau Kristo.
2e0b05009f	Na mwanamke akisali au kutangaza ujumbe wa Mungu bila kufunika kichwa chake, anamdharau mumewe; anayefanya hivyo ni sawa tu na mwanamke aliyenyoa kichwa chake.
2e0b0600a1	Mwanamke asiyefunika kichwa chake, afadhali anyoe nywele zake. Lakini ni aibu kwa mwanamke kukatwa nywele zake au kunyolewa; basi, afadhali afunike kichwa chake.
2e0b070099	Haifai mwanamume kufunika kichwa chake, kwa kuwa yeye ni mfano wa Mungu na kioo cha utukufu wake Mungu; lakini mwanamke ni kioo cha utukufu wa mwanamume.
2e0b080044	Mwanamume hakutoka kwa mwanamke, ila mwanamke alitoka kwa mwanamume.
2e0b090058	Mwanamume hakuumbwa kwa ajili ya mwanamke, ila mwanamke aliumbwa kwa ajili ya mwanamume.
2e0b0a0070	Ndiyo maana mwanamke hufunika kichwa chake, iwe ishara ya mamlaka yaliyo juu yake, na pia kwa sababu ya malaika.
2e0b0b0061	Hata hivyo, mbele ya Bwana mwanamke si kitu bila mwanamume, naye mwanamume si kitu bila mwanamke.
2e0b0c0075	Kama vile mwanamke alivyotokana na mwanamume, vivyo hivyo mwanamume huzaliwa na mwanamke; kila kitu hutoka kwa Mungu.
2e0b0d004c	Amueni wenyewe: Je, inafaa mwanamke kumwomba Mungu bila kuvaa kitu kichwani?
2e0b0e0066	Hata maumbile yenyewe huonyesha wazi kwamba kwa mwanamume kuwa na nywele ndefu ni aibu kwake mwenyewe;
2e0b0f005d	lakini kwa mwanamke kuwa na nywele ni heshima kwake; nywele zake ndefu amepewa ili zimfunike.
2e0b100094	Kama mtu anataka kuleta ubishi juu ya jambo hili, basi, na ajue kwamba sisi hatuna desturi nyingine, wala makanisa ya Mungu hayana desturi nyingine.
2e0b11009f	Nikiwa bado nawapeni maagizo haya, siwezi hata kidogo kuwapa ninyi hongera kuhusu haya yafuatayo: mikutano yenu ninyi waumini yaleta hasara zaidi kuliko faida.
2e0b120062	Awali ya yote, nasikia kwamba mnapokutana pamoja hutokea mafarakano kati yenu. Nami naamini kiasi,
2e0b130062	maana ni lazima fikira tofauti ziweko miongoni mwenu, ili wale walio thabiti wapate kutambulikana.
2e0b14003f	Kweli mnakutana, lakini si kwa ajili ya kula chakula cha Bwana!
2e0b15007c	Maana mnapokula kila mmoja hukikalia chakula chake mwenyewe, hata hutokea kwamba baadhi yenu wana njaa, na wengine wamelewa!
2e0b1600a9	Je, hamwezi kula na kunywa nyumbani kwenu! Au je, mnalidharau kanisa la Mungu na kuwaaibisha hao wasio na kitu? Niwaambie nini? Niwasifu? La hasha! Si kuhusu jambo hili.
2e0b170074	Maana mimi nilipokea kwa Bwana yale maagizo niliyowaachieni: kwamba, usiku ule Bwana Yesu aliotolewa, alitwaa mkate,
2e0b180073	akamshukuru Mungu, akaumega, akasema: “Huu ndio mwili wangu ulio kwa ajili yenu; fanyeni hivi kwa kunikumbuka.”
2e0b1900ad	Vivyo hivyo, baada ya kula, akatwaa kikombe akasema: “Hiki ni kikombe cha agano jipya linalothibitishwa kwa damu yangu. Fanyeni hivi, kila mnapokunywa, kwa kunikumbuka.”
2e0b1a0064	Maana kila mnapokula mkate huu na kunywa kikombe hiki, mwatangaza kifo cha Bwana, mpaka atakapokuja.
2e0b1b007d	Kwa hiyo, kila aulaye mkate huo au kunywa kikombe cha Bwana bila kustahili, atakuwa na hatia dhidi ya mwili na damu ya Bwana.
2e0b1c0057	Basi, kila mtu ajichunguze mwenyewe kwanza, ndipo ale mkate huo na anywe kikombe hicho;
2e0b1d006d	maana anayekula na kunywa bila kutambua maana ya mwili wa Bwana, anakula na kunywa hukumu yake yeye mwenyewe.
2e0b1e004e	Ndiyo maana wengi kati yenu ni dhaifu na wagonjwa, na wengine kadhaa wamekufa.
2e0b1f003a	Kama tungejichunguza wenyewe vizuri hatungeadhibiwa hivyo.
2e0b200068	Lakini tunapohukumiwa na Bwana, tunafunzwa tuwe na nidhamu, ili tusije tukahukumiwa pamoja na ulimwengu.
2e0b210057	Kwa hiyo, ndugu zangu, mnapokutana kula chakula cha Bwana, kila mmoja amngoje mwenzake.
2e0b2200a6	Na kama kuna yeyote aliye na njaa, na ale nyumbani kwake, ili kukutana kwenu kusisababishe hukumu. Lakini, kuhusu yale mambo mengine, nitawapeni maelezo nitakapokuja.
2e0c010043	Ndugu, kuhusu vipaji vya kiroho, napenda mfahamu vizuri mambo haya:
2e0c020051	Mnajua kwamba, kabla ya kuongoka kwenu, mlitawaliwa na kupotoshwa na sanamu tupu.
2e0c0300be	Basi, jueni kwamba mtu yeyote anayeongozwa na Roho wa Mungu hawezi kusema: “Yesu alaaniwe!” Hali kadhalika, mtu yeyote hawezi kusema: “Yesu ni Bwana,” asipoongozwa na Roho Mtakatifu.
2e0c040045	Vipaji vya kiroho ni vya namna nyingi, lakini Roho avitoaye ni mmoja.
2e0c050044	Kuna namna nyingi za kutumikia, lakini Bwana anayetumikiwa ni mmoja.
2e0c06006b	Kuna namna mbalimbali za kufanya kazi ya huduma, lakini Mungu ni mmoja, anayewezesha kazi zote katika wote.
2e0c070033	Kila mtu hupewa mwangaza wa Roho kwa faida ya wote.
2e0c080057	Roho humpa mmoja ujumbe wa hekima, na mwingine ujumbe wa elimu apendavyo Roho huyohuyo.
2e0c090046	Roho huyohuyo humpa mmoja imani, na humpa mwingine kipaji cha kuponya;
2e0c0a00f0	humpa mmoja kipaji cha kufanya miujiza, mwingine kipaji cha kusema ujumbe wa Mungu, mwingine kipaji cha kubainisha vipaji vitokavyo kwa Roho na visivyo vya Roho; humpa mmoja kipaji cha kusema lugha ngeni, na mwingine kipaji cha kuzifafanua.
2e0c0b0068	Hizo zote ni kazi za Roho huyohuyo mmoja, ambaye humpa kila mtu kipaji tofauti, kama apendavyo mwenyewe.
2e0c0c008f	Kama vile mwili ulivyo mmoja wenye viungo vingi, na viungo hivyo vyote—ingawaje ni vingi—hufanya mwili mmoja, ndivyo ilivyo pia kwa Kristo.
2e0c0d00ab	Maana sisi, tukiwa Wayahudi au watu wa mataifa mengine, watumwa au watu huru, sote tumebatizwa kwa Roho mmoja katika mwili huo mmoja; na sote tukanyweshwa Roho huyo mmoja.
2e0c0e0034	Mwili hauna kiungo kimoja tu, bali una viungo vingi.
2e0c0f007d	Kama mguu ungejisemea: “Kwa kuwa mimi si mkono, basi mimi si mali ya mwili”, je, ungekoma kuwa sehemu ya mwili? La hasha!
2e0c100088	Kama sikio lingejisemea: “Kwa vile mimi si jicho, basi mimi si mali ya mwili”, je, kwa hoja hiyo lingekoma kuwa sehemu ya mwili? La!
2e0c11006f	Kama mwili wote ungekuwa jicho, sikio lingekuwa wapi? Na kama mwili wote ungekuwa sikio, mtu angewezaje kunusa?
2e0c120057	Lakini kama ilivyo, Mungu alizipanga sehemu hizo tofauti katika mwili kama alivyopenda.
2e0c13003e	Kama sehemu zote zingekuwa kiungo kimoja, mwili ungekuwa wapi?
2e0c140043	Ukweli ni kwamba, sehemu za mwili ni nyingi, lakini mwili ni mmoja.
2e0c150078	Basi, jicho haliwezi kuuambia mkono: “Sikuhitaji wewe”, wala kichwa hakiwezi kuiambia miguu: “Siwahitaji ninyi.”
