0100000009	Doometsaa
140b0e005b	Kaaletsiyaawe d'ayooppe, kawutetsay kunddee; shin daro zoriyaawanttu de'ooppe, saruu de'ee.
140b0f005f	Erenna uraw waase gidiyaa Asay tumuwaappe metootana; hewaappe waase gidennaan is's'iyaawe lo"a.
140b100058	Uluu keeka mishirata bonchchettaw; shin mek'etsaa iita Asay duretetsaa s'alala durettee.
140b110048	Keeka Asay barew lo"obaa ootsee; shin mek'etsaa iita Asay barena k'ohee.
140b120067	Iita Asay demmiyaa miishshay c'imiyaa miishshaa; shin s'illotetsaa zeriyaa uray tumu woytuwaa c'akkana.
140b13005b	S'illotetsan minniide de'iyaa uray pas'a de'ana; shin iitatetsaa kaalliyaa uray hayk'k'ana.
140b14005c	Med'inaa Goday iita k'ofay de'iyaa asatuwaa is's'ee; shin suure hamettiyaawanttun nashettee.
140b150039	Iita Asay murettenan attena; shin s'illotuu attanawantta.
140b160076	Adussa k'ofi bayinna puulanchcha mac'c'a mishirati puulay guduntsaa siid'iyaan aatseedda work'k'aa alleek'k'uwaa mala.
140b170057	S'illotuwaa amuwaa poluu lo"o s'alala; shin iitatuwaa amuwaa poluu hank'k'uwaa s'alala.
140b1800b0	Itti itti asatuu barenttu miishshaa asaw c'oo laaliino; shin unttunttu ak'uu yaa daree. Hara asatuu k'ay barenttu miishshaw loytsi uuzetiino; shin unttunttu ak'uu haa pac'c'ee.
140b19003a	Keeka Asay durettana; haratuwaa maaddiyaa Asay maadettana.
140b1a006e	Katsay al"ina zal"anaw minjjiyaa uraa Asay shek'k'ee. Shin bare katsaa Asay koyiyaa wode zil"iyaa asaa anjjee.
140b1b005e	Lo"obaa minisiide koyiyaa uray nashshechchaa demmee; shin iitabaa koyiyaa uraa iitabay demmee.
140b1c0058	Bare duretetsan ammanettiyaa Asay kunddana; shin s'illotuu balgguwaa mitsaadan daashana.
140b1d007b	Bare soo asaa bolla c'abbuwaa dentsiyaa uray go'ettanabay ayaynne baawa. Boozatuukka aad'd'eeda eranchchatoo k'ooma gidana.
140b1e0069	S'illo Asay de'uwaa ayifiyaa ayifiyaa mitsaa mala; shemppuwaa ashshiyaawanttu aad'd'eedda eranchchatuwaa.
140b1f008a	S'illotuu sa'aan barenttu oosuwaa gatiyaa akkiyaawaa gidooppe, iitatuunne nagaranchchatuu barenttu oosoo akkana gatii waan daranddeeshsha!
140c010054	Seeriyaawaa dosiyaa uray eratetsaa dosee; shin seeraa is's'iyaa uray donc'c'illowaa.
140c020050	Lo"o Asay Med'inaa Godaappe sabaa demmee; shin Med'inaa Goday iitatuwaa pirddee.
140c030049	Asaa iitatetsay minisiide essenna; shin s'illotuwaa s'ap'uu k'aas's'enna.
140c04007d	Wozanaama mishirata bare asinaw kallachchaa mala; shin bare asinaa kawushshiyaa mishirata Aa mek'etsaa miyaa ajaajjiyaa mala.
140c050038	S'illotuwaa k'ofay suure; shin iitatuwaa zorii c'imuwaa.
140c060051	Iitatuwaa haasayay asaa wod'anaassa; shin s'illotuwaa haasayay unttuntta ashshee.
140c070060	Iita asatuu kunddana; unttunttoo zeretsaykka de'enna; shin s'illotuwaa zeretsay minniide de'ana.
140c08005f	Asay bare aad'd'eeda eratetsaa keeshshaa galatettee; shin geella k'ofay de'iyaa Asay kad'ettee.
140c09006d	Dure asaa malatiide, metuwaan de'iyaa asaappe c'oo asaa malatiide, ootsiidde bare de'uwaa sugiyaa Asay keeka.
140c0a004e	S'illo Asay bare mehiyaw k'arettee; shin iita asaa keekatetsaw mek'etsi baawa.
140c0b006a	Bare biittaa minisi ootsiyaa uray katsaa kallee; shin patsennabaa yederssiyaa uraw akeekay pac'c'eeddawaa.
140c0c0065	Iitatuu nagaranchcha asatuwaa omooduwaa akkanaw amottiino; shin s'illotuwaa s'ap'uu daashiide de'ana.
140c0d0065	Iita asaa Aa doonaappe keseedda haasayay p'ire gidiide oyk'k'ee; shin s'illuu metuwaappe kessi akkee.
140c0e005c	Asay bare doonaappe kesiyaa k'aalan lo"obaa kallee; bare ootseedda oosuwaa gatiyaakka akkee.
140c0f0066	Booza Asay biyaa buussay aw Aa huup'iyaan likke malatee; shin aad'd'eeda eranchcha Asay zoriyaa sisee.
140c100054	Booza uraa hank'k'uu ellekka erettee; shin c'inc'c'a Asay boriyaa kad'iide aad'd'ee.
140c11004e	Tumuwaa haasayiyaa Asay suurebaa odee; shin wordduwaa markkay wordduwaan odee.
140c120062	Akeekenan haasayiyaa haasayay c'ubiyaadan c'addee; shin aad'd'eeda eranchchaa ins's'arssay patsee.
140c130046	Worddo haasayay guutsa wodiyaassa; shin tumo haasayay med'inaw de'ana.
140c140066	Iitaa k'oppiyaawanttu wozanaan c'imuu de'ee; shin sarobaa zorettiyaawanttu wozanaan nashechchay kumee.
140c150049	S'illotuwaa metuu gakkenna; shin iitatoo metoppe attina, harabay de'enna.
140c160050	Med'inaa Goday worddanchchatuwaa is's'ee; shin tumanchcha asatuwaan I nashettee.
140c17004b	C'inc'c'a Asay bare eraa k'osee; shin boozatuu barenttu boozatetsaa odiino.
140c18003f	Minniide ootsiyaa uray deriyaa mooddee; shin azallay moodettee.
140c19005a	Hirggiyaawe asaa nashshechchaa diggee; shin lo"otetsaanna de'iyaa haasayay Aa nashechchee.
140c1a0064	S'illo Asay bare shooruwaa zoriidde, suure ogiyaa kaaletsee; shin iitatuwaa ogii tumuwaappe haassee.
140c1b0072	Azalla Asay shankkatiide aheedda ashuwaa katsenna; shin min ootsiide demeedda uray bare duretaw bonchchuwaa immee.
140c1c003d	S'illotetsaa ogiyaan de'uu de'ee; he ogiyaan hayk'k'uu baawa.
140d01004e	Eranchcha na'ay bare aawuwaa seeraa sisee; shin k'iliic'iyaawe seeraa sisenna.
140d02005f	Asay bare doonaappe kesiyaa k'aalan lo"obaa akkee; shin ammanttennawanttu makkalabaa amottiino.
140d030060	Bare doonaa naagiyaa uray bare shemppuwaa naagee; shin ellekka haasayiyaa uray barena d'ayissee.
140d04004d	Azallay amottee; shin ayaanne demmenna; shin minniide ootsiyaawanttu kallana.
140d050060	S'illo asatuu wordduwaa haasayaa is's'iino. Shin iita asatuwaa haasayay yeellayeenne kawushshee.
140d06005b	Suure de'uwaa de'iyaa uraa Aa s'illotetsay naagee; shin nagaranchchaa Aa nagaray kunddisee.
140d070089	Barena dure malatissiyaa Asay de'ee; shin aw ayaynne baawa; haray k'ay barena hiyyeesaa malatissiyaawe de'ee; shin aw daro duretay de'ee.
140d08005a	Asay bare shaluwaan bare shemppuwaa wozanaw danddayee; shin hiyyeesaa yashissiyaawe baawa.
140d090045	S'illotuwaa s'omppii pooc'umi poo'ee; shin iitatuwaa s'omppii to'ana.
140d0a0047	Otoruu walassaa yelee; shin zoriyaa akkiyaawanttu aad'd'eeda eranchcha.
140d0b006b	Daaburi bayinnan demmeedda miishshay ellekka d'ayee; shin min ootsiide demmeedda duretay, dari dariide bee.
140d0c0057	Koyiyaawe polettennaan gam"iyaawe kayyoyee; shin amotteeddawe polettiyaawe nashechchee.
140d0d0055	Zoriyaa kad'iyaa uray metuwaan gelee; shin azazuwaa bonchchiyaa uray saruwaan de'ana.
140d0e0070	Aad'd'eeda eranchchay immiyaa timirttii de'uwaa pultto; hewe Asay hayk'k'uwaa p'iriyaappe kessi akkanaw maaddee.
140d0f004d	Akeekay de'iyaa uray bonchchetee; shin ammanettennan aggiyaawe bashshaw afee.
140d10004d	C'inc'c'a Asay ubbay eran ootsee; shin boozay bare boozatetsaa k'onc'c'issee.
140d11006d	Asay kiitteedda iita kiitanchchay, metuwaan geliino; shin ammantsiyaa asatuu kiitteeddawe, sarotetsaa ahiino.
140d120054	Seeraa is's'iyaa Asay hiyyeeseenne yeellatee; shin seerina sisiyaa uray bonchchetee.
140d130057	Amotteeddawaa demmiyaawe loytsi nashechchee; shin iitatuu iitaappe haakkanaw koyikkino.
140d140081	Aad'd'eeda eranchcha asatuwaana hamettiyaa Asay aad'd'eeda eranchcha gidee; shin booza asatuwaana hamettiyaa Asay metuwaan gelee.
140d150054	Nagaranchchatuwaa iita kaac'ay kaallee; shin s'illotuu lo"o oosuwaa woytuwaa akkana.
140d16005c	Lo"o Asay bare naanatuwaa naanatuwaa laatissee; shin nagaranchchaa duretay s'illoo dagattee.
140d170066	Hiyyeesaa goshshay daro katsaa ayifanaw danddayee; shin suure pirdday pac'c'eeddawaa gaasuwaan d'ayee.
140d18006f	K'ayis'eeriyaan wad'd'anaw k'arettiyaa uray bare na'aa is's'ee; shin bare na'aa siik'iyaa uray minniide seeree.
140d190043	S'illuu Aa uluu kallana gakkanaw mee; shin nagaranchchay koshattee.
140e010067	Aad'd'eeda eranchcha mishirata bare golliyaa kees's'aw; shin boozata bare golliyaa bare kushiyan kolaw.
140e020065	Suure hamettiyaa Asay Med'inaa Godaw yayyee; shin bare ogiyaa geellayiyaa asay Med'inaa Godaa kad'ee.
140e030066	Booza haasayay Aa zokkiyaw S'am"aa ayee; shin aad'd'eeda eranchchatuwaa ins's'arssay unttuntta naagee.
140e040074	Booratuu bayinna saan yeesii mela de'ee; shin new goshiyaa wolk'k'aama booratuu de'ooppe, ne yeesiyaan katsay kumee.
140e050060	Ammanettiyaa markkay ubbaa gede tumuwaa odee; shin wordduwaa markkay wordduwaa s'alala haasayee.
140e060072	K'iliic'iyaawe aad'd'eeda eratetsaa koyee; shin demmenna; akeekay de'iyaa Asay eratetsaa demmanawe Aa waayissenna.
140e070046	Booza asaappe haakka; ayaw gooppe, neeni Aa haasayaappe eraa demmakka.
140e080088	C'inc'c'a Asay bare ootsiyaawaa eriyaa diraw, aad'd'eeda eranchcha; shin booza Asay ayinne erennankka eriyaawaa malatiyaa diraw c'immee.
140e09007a	Boozatuu nagaraa ootsiide, kayyottiyaawaa aggiide k'iliic'iino; shin suuretuu barenttu nagaray atto geetettanawaa koyiino.
140e0a004f	Bare wozanaa kayyuwaa izaawu eree; Aa nashechchaakka ooninne aanana kos's'enna.
140e0b0044	Iitatuwaa Gollii kolettenna; shin suuretuwaa gollii minniide de'ana.
140e0c0055	Asaw likke malatiyaa ogii de'ee; shin biina, Aa wurssetsay hayk'k'uwaan kessi yeggee.
140e0d005b	Miichchankka wozanay kayyotti eree; nashshechchaa wurssetsaykka kayyuwaa gidanaw danddayee.
140e0e005a	Iita Asay bare iita oosuwaa gatiyaa akkana; lo"o asaykka bare lo"o oosuwaa gatiyaa akkana.
140e0f003c	Booza Asay ubbaa ammanee; shin c'inc'c'ay akeekiide tanggee.
140e10006d	Aad'd'eeda eranchcha asay Med'inaa Godaa yayyee; iitaappekka haakkee; shin boozay alaalle geenanne elleellee.
140e110054	Elle hank'k'ettiyaa asatuu booza oosuwaa ootsiino. Shin c'inc'c'atuu danddayanchcha.
140e120068	Boozatuu barenttu boozatetsaa gatiyaa akkiino; shin c'inc'c'atuu eratetsaa kallachchaadan wotsanawantta.
140e130070	Iita asatuu lo"o asatuwaa sintsan hokkiide, maarotaa woosana. Nagaranchchatuukka s'illotuwaa penggiyaan hokkana.
140e14004b	Hiyyeesay bare shooruwankka dosettenna; shin duretoo daro laggetuu de'iino.
140e150057	Bare shooruwaa kad'iyaa Asay nagaraa ootsee; shin hiyyeesaa maaddiyaawe anjjetteedawaa.
140e16007e	Iitabaa mak'ettiyaawanttu baliino gidikkinoo? Shin lo"obaa ootsanaw halchchiyaawanttu tumatetsaanne aggena siik'uwaa demmiino.
140e17005d	Minniide ootsiyaawaan ubbaan go"ay de'ee; shin c'oo mela haasayay hiyeesatetsaa s'alala ayee.
140e180075	Aad'd'eeda eranchchatoo unttunttu duretetsay kallachchaa; shin boozatuu barenttu boozatetsaa gujji gujjiide booziino.
140e190041	Tumu markkay shemppuwaa ashshee; shin wordduwaa markkay baletsee.
140e1a0065	Med'inaa Godaw yayyiyaa uraw mino geessuu de'ee. I Aa naanatookka bak'atiide attiyaa sa'aa gidanawaa.
140e1b006e	Med'inaa Godaw yayyiyaawe de'uwaa pultto; hewaa diraw, Med'inaa Godaw yayiyaawe hayk'k'uwaa p'iriyaappe ashee.
140e1c0063	Kaatiyaa gitatetsay I mooddiyaa asaa c'oratetsaana; shin I mooddiyaa Asay d'ayooppe, ikka patsenna.
140e1d006c	Danddayanchcha asaw wolk'k'aama akeekay de'ee; shin elle hank'k'ettiyaa Asay bare boozatetsaa k'onc'c'issee.
140e1e005a	Woppu geedda wozanay bollaa pas'a wotsee; shin k'anaatii bollaw ajaajjiyaa harggiyaa mala.
140e1f0079	Hiyyeesatuwaa naak'k'iyaa Asay unttuntta Med'd'eeddawaa c'ashee; shin metootanchchatoo keekkiyaa Asay S'oossaa bonchchee.
140e200067	Iitatuu barenttu iita oosuwaan kunddana; shin s'illotuu barenttu suuretetsan hayk'k'uwaappe naagettana.
140e21006e	Akeekanchcha asaa wozanaan aad'd'eeda eratetsay kumeedda; shin boozatuu aad'd'eeda eratetsaa ayaanne erikkino.
140e22005e	S'illotetsay itti kawutetsaa asaa d'ok'k'u d'ok'k'u ootsee; shin nagaray ay asanne kawushshee.
140e23005b	Kaatii eranchcha k'ooman nashettee; shin yeellayiyaa oosuwaa ootsiyaa k'oomaa hank'k'ettee.
140f010053	Liik'o zaaruu hank'k'uwaa zarbbissee; shin poddolla k'aalay hank'k'uwaa dentsetsee.
140f02005c	Aad'd'eeda eranchchaa ins's'arssay eraa loytsee; shin boozatuwaa doonay boozatetsaa pulttee.
140f030066	Med'inaa Godaa ayifetuu ubbasaa s'eelliino; iitaa ootsiyaawanttakka lo"uwaa ootsiyaawanttakka be'iino.
140f04004c	Liik'o haasayay de'uwaa mitsaa mala; shin c'imiyaa haasayay ayaanaa mentsee.
140f050057	Booza Asay bare aawuwaa seeraa kad'ee; shin bare aawuwaa seeraa akkiyaa Asay c'inc'c'a.
140f060056	S'illo uraa golliyaan daro miishshay de'ee; shin iitaw geliyaa miishshay metuwaa ayee.
140f070058	Aad'd'eeda eranchchatuwaa doonay eraa zeree; shin boozatuwaa wozanay hewaa mala gidenna.
140f080055	Med'inaa Goday iitatuwaa yarshshuwaa shenetee; shin suuretuwaa woosay Aa nashechchee.
140f09005b	Med'inaa Goday iita asatuwaa hemetaa shenetee; shin s'illotetsaa kaalliyaawantta I siik'ee.
140f0a004d	Suure ogiyaa aggeeda asaa iita muruu naagee; seeraa is's'iyaa Asay hayk'k'ee.
140f0b0075	Duufuunne bashshay Med'inaa Godaa sintsan k'onc'c'iyaan beettiino. Yaatina, asaa wozanaa k'ofay waan aappe geemmanee?
140f0c005a	K'iliic'iyaa Asay seeriyaawaa dosenna; aad'd'eeda eranchchatuwaappekka zoriyaa oochchenna.
140f0d004d	Wozanay nashetina, som"ii poo'ee; shin wozanay kayyotooppe, he ayaanay me"ee.
140f0e005f	Akeekiyaa wozanay de'iyaa Asay eratetsaa koyee; shin boozatuu barenttu boozatetsan nashettiino.
140f0f006c	Hiyyeesatuwaa de'uu ubbaa gallassikka baas'e. Shin nashetiyaa asatuu ubbaa gedekka barenttu de'uwaan aliino.
140f10005d	Walassay de'iyaa wolk'k'aama ak'uwaappe Med'inaa Godaa yashshatetsay de'iyaa guutsabay keeka.
140f11005b	Walassay de'iyaa saan mod'd'o ashuwaa maanaappe siik'uu de'iyaa saan santsaa miyaawe keeka.
140f12005f	Hank'k'ettiyaa Asay walassaa kessee; shin hank'k'ettanaw elleellenna Asay walassaa irs's'issee.
140f130056	Azalla uraa metuu Aa ogiyaa ubbaan aguntsa dirssaa mala; shin suure uraa ogii dembbaa.
140f14004c	C'inc'c'a na'ay bare aawuwaa nashechchee; shin booza na'ay bare aato kad'ee.
140f150054	Wozani bayinna Asay bare boozatetsan nashettee; shin wozanaama Asay likkebaa ootsee.
140f160066	Zoretay d'ayooppe, halchcheeddawe polettenna; daro zoriyaawanttu de'iyaa saan halchcheeddawe polettee.
140f170072	Ooshetteeddawoo likke zaaruwaa zaariyaawe he uraa nashechchee; haasayaa likke wodiyaan haasayiyaawe ayiba lo"obee!
140f180077	Aad'd'eeda eranchchay bollaw kaaletsiyaa de'uwaa ogiyaan hametteeppe attina, duge duufuwaa wotsiyaa ogiyaan hamettenna.
140f19004b	Med'inaa Goday otoranchchatuwaa golliyaa kolana; shin am"atii zawaa naagee.
140f1a004f	Med'inaa Goday iitatuwaa k'ofaa shenetee; shin geeshsha k'aalay Aa nashechchee.
140f1b007a	Wordduwaan wod'iyaa demmanaw jaamiyaa Asay bare soo asaa bolla metuwaa ayee; shin mattaayiyaa is's'iyaa Asay pas'a de'ana.
140f1c0059	S'illo Asay haasayanaappe kasetiide k'oppee; shin iitatuwaa ins's'arssay palabaa pulttee.
140f1d0043	Med'inaa Goday iitatuwaappe haakkee; shin s'illotuwaa woosaa sisee.
140f1e005b	Pashikkiide s'eelliyaa s'eelay wozanaa nashechchee; mishiraachchuwaa oduukka bollaa patsee.
140f1f0050	De'uwaa immiyaa zoriyaa sisiyaa Asay aad'd'eeda eranchchatuwaana ittippe de'ana.
140f20004d	Seeraa is's'iyaa Asay barena k'ohee; shin seeraa akkiyaa Asay akeekaa demmee.
140f210081	Med'inaa Godaw yayyiyaawe asaa aad'd'eeda eratetsaa tamaarissee; bonchchettana koyeedda Asay koyiro barena kawushshanaw koshshee.
141001004a	Asay bare wozanaan halchchee; shin likke zaaruu Med'inaa Godaappe beettee.
1410020069	Asay ootsiyaa oosuwaa ubbay aw likke malatee; shin Med'inaa Goday koyiro dendduwaa k'ofaa yiggi s'eellee.
141003005c	Ne ootsiyaawaa ubbaa hadaraa Med'inaa Godaw imma; yaatooppe, neeni halchcheeddawe polettana.
1410040071	Med'inaa Goday med'd'eeddawaa ubbaa bare halchchoo med'eedda; haninttokka makkalanchchatuwaa wurssetsay bayetsaa.
141005004a	Med'inaa Goday otorettiyaa ubbaa shenetee; unttunttu murettenan attikkino.
141006007c	Aggena siik'uwaaninne ammanettiyaawaan nagaray atto geetettee; Asay Med'inaa Godaw yayyiyaawaan iitabaa ootsennan naagettee.
1410070076	Asaa hametay Med'inaa Godaa nashechchiyaawaa gidooppe, he uraw bare morkkatuwaanakka saro de'anaadan, S'oossay ootsee.
141008004c	S'illotetsan beettiyaa guutsabay wordduwaan demmiyaa daro wod'iyaappe keeka.
141009005e	Asay bare wozanaan bare ootsanabaa halchchee; shin halchchuu Med'inaa Goday maaddina polettee.
14100a0040	Kaatii S'oossaappe akkeedda maatan pirddee; pirddiidde I balena.
14100b0084	Miizaanatuunne makkiyaa miishshatuu ammantsiyaawantta gidanaadan, Med'inaa Goday koyee; zal"iyaawaa ubbaan c'imuu de'ennaadan koyee.
14100c0066	Kaatetuu bayzzuwaa oosuwaa shenetiino; ayaw gooppe, unttunttu kawutetsaa araatay s'illotetsan ek'k'ee.
14100d004e	Kaatetuu s'illo ins's'arssan nashettiino; tumuwaa haasayiyaawanttakka dosiino.
14100e0076	Kaatiyaa hank'k'uu hayk'k'uwaa kiitanchchaa mala; shin aad'd'eeda eranchcha Asay hank'k'uwaa irs's'issanaw awuddashee.
14100f0068	Kaatiyaa som"ii pashikkooppe, hewe simmi de'uwaa. I nashshiyaawe bad'd'eesaa iraa ahiyaa shaariyaa mala.
1410100074	Aad'd'eeda eratetsaa demmiyaawe work'k'aa demmiyaawaappe keeka; akeekaa demmiyaawe biraa demmiyaawaappekka aad'd'ee.
141011006d	Suuretuu biyaa ogii iitay de'iyaasaappe haakuwaana aatsee; bare hemetaa naagiyaa uray bare shemppuwaa naagee.
141012004b	Otoruwaa geeduwaa bashshay kaallee; ayyuwaa geeduwaakka kunddetsay kaallee.
1410130065	Ayyiyaawanttuna zuppetiide, omooduwaa shaakki akkanaappe ashkke gidiide, hiyyeesiide de'iyaawe keeka.
1410140078	Med'inaa Godaa k'aalaa loytsiide hayzziyaa uraw I ootsiyaawe ubbay injjetana; S'oossan ammanettiyaa uray anjjetteedawaa.
1410150066	Bare k'ofaan aad'd'eeda eranchcha gideedda Asay akeekanchcha geetettee; lo"o k'aalay eratetsaa gujjee.
1410160066	C'inc'c'a uraw eratetsay de'uwaa pulttuwaa mala; shin boozatuwaa seeriyaawe c'oo wodiyaa wurssiyaawaa.
141017005a	Aad'd'eeda eranchcha Asay haasayanaappe kasetiide k'oppee; Asay akkiyaa haasayaa haasayee.
1410180044	Lo"o k'aalay eessaa ililuwaadan mal"ee; bollaakka maaddeenne patsee.
1410190042	Asaw suure malatiyaa ogii de'ee; shin wurssetsan hayk'k'oo gatsee.
14101a002c	Koshay Asay minniide ootsanaadan dentsetsee.
14101b0042	Iita Asay iitabaa halchchee; Aa haasayaykka s'uuggiyaa tamaa mala.
14101c004e	Geella Asay walassaa dentsee; zigiriyaa Asay ammanettiyaa laggetuwaa shaakkee.
14101d0048	Makkala Asay bare shooruwaa c'immee; lo"o gidenna ogiyaw I Aa kaaletsee.
14101e0066	Bare ayifiyaa sim"iyaa Asay geellabaa k'oppee; bare mettershshaa sa"iide manddiyaa Asay iitabaa polee.
14101f0055	Puulummeedda huup'ii bonchcho kallachchaa; hewekka beettiyaawe s'illo de'uwaa de'ina.
14102000a3	Wolk'k'aama asaa gidiyaawaappe, hank'k'ettanaw elleellenna asaa gidiyaawe lo"a; daro katamatuwaa oliide oyk'k'iyaawaappe, Asay bare huup'iyaa mooddiyaawe aad'd'ee.
1410210045	Asay saamaa yeggee; shin Med'inaa Goday ubbabaa wurssetsaa k'achchee.
1411010076	Walassay de'iyaa saan de'iyaa wolk'k'aama gibiraappe saruunne woppay de'iyaa saan mela ukitsaa pok'uwaa miyaawe keeka.
1411020062	C'inc'c'a k'oomay bare godaa na'aa patsenna laafaa mooddee; yaatiide ishatuwaanna ittippe laattee.
1411030053	Work'k'aynne biray taman paac'ettiyaawaadan, Med'inaa Goday asaa wozanaa paac'c'ee.
141104004d	Iita Asay iita uraa haasayaa sisee; worddanchchaykka makkalaa oduwaa hayzzee.
141105008a	Hiyyeesatuwaa bolla k'iliic'iyaa Asay unttuntta med'd'eedda S'oossaa boree; hara asaa gakkiyaa metuwaan nashetiyaa Asay murettenan attena.
1411060061	Naanatuwaa naanatuu c'imeedda asatoo kallachchaa; aawotuunne aayetuu barenttu naanaatoo bonchcho.
141107006b	Daro lo"o haasayay booza uraw giigenna; hewaappekka aad'uwaa wordduwaa haasayay asaa mooddiyaawoo giigenna.
1411080050	Mattayiyaa immiyaawoo mattaayii bitaa mala; I simmeedda sa'aa ubbay aw injjetee.
1411090089	Naak'ettiide bare naak'uwaa gentsiyaa uray siik'uwaa koyee; shin yewuwaa zaari zaariide wooc'iyaa uray, ammanettiyaa laggetuwaa shaakkee.
14110a0063	Boozay s'eetu gede lissuwaan shoc'ina eriyaawaappe akeekay de'iyaa Asay c'oo seerina eray aad'd'ee.
14110b005e	Iita Asay makkalabaa s'alala koyee; hewaa diraw, mek'etsi bayinna kaappuu Aa bolla kiitettana.
14110c0071	Boozatetsay oyk'k'eedda uraanna gakketiyaawaappe maratuwaa bonk'k'i akki diggeedda maahattina gakketiyaawe keeka.
14110d0055	Lo"uwaa ootseeddawaa kushiyaa iitaa zaariyaa uraw iitay Aa sooppe ubbakka kichchenna.
14110e0069	Walassay doommiidde, zeeruwaa d'uussiyaa haatsaa mala; hewaa diraw, walassaappe kasetaade palumiyaa agga.
14110f0072	Nagaranchchaa s'illissiyaawenne s'illuwaa bolla pirddiyaawe unttunttu laa"uukka Med'inaa Godaa sheneyiyaa oosuwaa.
1411100063	Akeekaakka demanaw amuu aw bayinnaan de'ishshin, booza kushiyan de'iyaa Miishshay Aa ayaa maadanne?
1411110047	Laggii ubbaa wodekka siik'ee; ishaykka metuwaa wode maaddanaw yelettee.
1411120046	Akeekay pac'c'eedda Asay erenna uraa ac'uwaa c'igganaw waasiyaa gelee.
141113005f	Walassaa dosiyaa Asay nagaraa dosee; ubbaa gede c'eek'ettiyaa Asay bayetsaa bare bolla s'eesee.
141114005c	Geella k'ofay de'iyaa Asay lo"obaa demmenna; c'immiyaawaa haasayiyaa asaykka metuwaan gelee.
141115004a	Booza na'aa yeleedda aawuu kayyottee; booza na'aa aawoo nashechchay baawa.
1411160059	Wozanay nashettiyaawe asaw lo"o d'ale; shin kayyottiyaa ayaanay asaw wolk'k'aa d'ayissee.
1411170037	Iita Asay pirddaa geellayanaw geeman mattaayiyaa akkee.
141118007f	Akeekay de'iyaa uray aad'd'eeda eratetsaa sintsan wotsiide bee; shin booza ayifii biittaa sa'aa yuushshuwaa yuuyyiide s'eellee.
1411190045	Booza na'ay bare aawuwaa kayyoyee; barena yeleedda aatokka zil"issee.
14111a003f	S'illo asaa muriyaawe, suure asaakka dechchiyaawe lo"a gidenna.
14111b0058	Amareeda k'aalaa haasayiyaa Asay eranchcha; woppa ayyaanay de'iyaa asaykka akeekanchcha.
14111c0043	Booza uray c'o"u gooppenne bare doonaa barooppe, eranchcha malatee.
141201004d	Shaakkettanaw koyiyaa Asay bare amuwaa kaallee; lo"o era ubbaakka p'alk'k'ee.
1412020064	Boozay bare k'ofaa k'onc'c'issanawaa s'alala dosiyaawaappe attina, hara asaappe era akkanaw dosenna.
