2a00000005	Luuka
2c06060046	Bamoleka bo eNtumwa, nazo zabasaliirira eyi zibalambuliire kw'amaboko.
2c060700a9	Echinwa cha Nnamahanga chaliiri kuyaalagala omu bantu, oluganjo lw'abemeezi lwaliiri kuyushuuka bweneene eYerusaleema, n'echigusho chinene ch'abadaahwa chayemeera Yeesu.
2c06080076	Sitefaano aliyunjwire emigisho n'obuhashe bunene. Byaarhuma agenda ajira ebigiriginjo n'ebimenyeeso binene omu lubaga.
2c060900f9	Aliko bantu baguma, barhondera obuhaka na Sitefaano. Abo bantu bahulikiraga omu sinagoogi ederhwa y'«aBantu Barhengaga omu Buja», barhengaga omu gishagala ch'eKureene n'eche Alegizanduriya. Abandi bahulukiraga omu gihugo ch'eKilikiya n'eche Aziya.
2c060a0079	Aliko barhagalaga guhima Sitefaano kwenge aligwerhe bwenge bunene, na Muuka-Mutagatiifu aliiri kumuha ebinwa by'okuderha.
2c060b0072	Baaja baaha abantu efuranga yi baderha oku: «Rhwamuyunvaga ali aderha ebinwa by'okudukanga Muusa na Nnamahanga.»
2c060c0091	Bararusa olubaga n'abashamuka b'aBayaahudi haguma n'abigiriza b'amarhegeko. Bayegeera Sitefaano, bamurhoola, banamuheeka omu kabuga k'aBayaahudi.
2c060d00a2	Baleerha abahamiiriza b'obubeeshi baliiri baderha ntya: «Oyu muntu arhali aleka kuderha ebinwa bibi elugulu w'eNju ntagatiifu ya Nnamahanga n'eRhegeko lya Muusa.
2c060e007d	Kwenge rhwamuyunvaga aderha oku Yeesu w'eNazareeti ashanda eyi Nju ya Nnamahanga, anahindamula n'emicho Muusa arhulekeraga.»
2c060f0097	Abantu booshi baliiri mw'akoola kabuga k'aBayaahudi babeere bali baheneereza Sitefaano, baava baabona amalanga maage makola mashushire nk'ama malahika.
2c07010055	Omudaahwa mukulu aja abaza Sitefaano ntya: «K'ebi bali bakuderha ko biri by'okuli?»
2c070200d5	Sitefaano ashubiza ntya: «Ba daarha na beene beerhu, munyunvirize! Nnamahanga w'obukuuze abonekeraga Abrahaamu, shookuluza weerhu, egihe aliiri omu gihugo ch'eMezopotamiya, embere alame omu gishagala ch'eHaraani.
2c07030063	Anamubwira ntya: ‹Rhenga omu gihugo chaawe n'omu mulala gwawe, oje omu gihugo nji nakuyeereka.›
2c070400d3	Abrahaamu aja arhenga omu gihugo ch'aBakalidayo aja kulama omu gishagala ch'eHaraani. Enyuma w'olufu lw'eshe, Nnamahanga amubungiisa kandi gurhenga eHaraani, ayinja kulama mu chinoola gihugo mulamire mo bunoola.
2c070500ba	Nnamahanga arhamuhaaga agashambala mu chinoola gihugo, arhamuhaaga chiro ahantu agahira okugulu. Aliko amulaganya okumuheereza cho n'ababurhwa baage nachiro nta mwana abaga aza kugwarha.
2c07060091	Nnamahanga amubwira ntya: ‹Ababurhwa baawe nji baalama nka bahiisi omu gihugo chabeene, nji babajira baja, nji banabalibuza myaaka magana mane.
2c0707007a	Aliko egihugo nji baaba babeere mo baja, nyoono nye nji nagihana. Buzinda bw'aho nji babunguluka n'okumparamya hanoola.›
2c0708011c	Ntyo, Nnamahanga aja ajira endaganyo haguma n'Abrahaamu. Echimenyeso chaayo kwali gukembuulwa. Aja aburha Isaka anamukembuula olusiku lwa munaane enyuma z'okuburhwa. Isaka naye akembuula omugala Yakobo, na Yakobo akembuula bashookuluza beerhu, bo balaala bagala baage ekumi na babiri.
2c07090084	«Bashookuluza bagwarha obongwa ku Yozefu, bamuguza y'aheekwa omu gihugo ch' eMiisiri nka muja. Aliko Nnamahanga aliiri haguma naye,
2c070a00b7	anamukuula omu malibuko maage mooshi. Amuha obwenge bunene n'okuyemeerwa embere za Farao, mwami w'egihugo ch'eMiisiri. Farao naye amujira mwimangizi w'echo gihugo n'enju yaage yooshi.
2c070b00b1	Enyuma z'aho, enzara nene yaba omu gihugo chooshi ch'eMiisiri n'omu gihugo ch'eKanaana. Amalibuko maliiri manene bweneene. Bashookuluza beerhu barhaalichiri baabona echi baalya.
2c070c0068	Yakobo abeere ayunva oku hali engano omu gihugo ch'eMiisiri, arhuma yo bashookuluza beerhu oku burhanzi.
2c070d0062	Bajiire y'obwakabiri, Yozefu achimenyeesa oku beene baabo, na Farao aja amenya omulala gwa Yozefu.
2c070e008a	Enyuma, Yozefu arhuma baje guhamagala eshe Yakobo n'omulala gwage gooshi. Abantu b'omulala gwage baliiri makumi gali mushanvu na barhaano.
2c070f003c	Yakobo aja eMiisiri, afiira yo n'abandi bashookuluza beerhu.
2c07100069	Babaheeka eShekemu, banabahamba omu shinda Abrahaamu agulaga emwa beene Hamoori oku gichiiro ch'efuranga.
2c0711009d	«Egihe chabeere chiri hoofu Nnamahanga alikwaneene kuyeeneza mo echilagaane ahaaga Abrahaamu, olubaga lwerhu lwaluga, lwanaba lunene omu gihugo ch'eMiisiri.
2c07120045	Omwami muhyaahya orhaliyinji Yozefu ava ayima oku gihugo ch'eMiisiri.
2c07130067	Oyoola mwami arhebeka olubaga lwerhu, alibuza bashookuluza beerhu, abalekeesa enjolyaana zaabo yi zifa.
2c07140071	«Mw'amo mango, Muusa aburhwa. Aliiri mwinja omu meesho ma Nnamahanga. Alilemberwe myeezi esharhu omu nju y'eshe.
2c0715004d	Abeere abishwa embuga, mwali wa Farao amubugula, anamulemba nka mugala waage.
2c07160078	Muusa ayigirizwa omu bwenge bunene booshi bw'aBanyamiisiri, anaba muntu w'obuhashe omu binwa byaage n'omu bijiro byaage.
2c0717005c	«Egihe ayeenezaga myaaka makumi mane, ahiga kuja kulambagirira beene baabo, b'aBaisraheeli.
2c07180072	Ava abona mwene waabo muguma oli alibuzwa n'oMunyamiisiri. Amulwira, anamuhoolera omu kuyirha oyoola Munyamiisiri.
2c0719006d	Alikengereere oku beene baabo bakamenyere oku kugerera ye Nnamahanga abakuula omu buja. Aliko barhabimenyaga.
2c071a00c5	Olusiku lwakulikiraga, Muusa abugaana aBaisraheeli babiri bali baalwa. Omu gushonda abayunvisanye yi bagwarha omurhuula, ababwira ntya: ‹Ego baza wee, oku muli baguma! Chagarhuma mwalibuzanya?›
2c071b006e	Aliko olaala waliiri alibuza owaabo ashunika Muusa n'okubaza ntya: ‹Nde wakujiraga mukulu na muzuuzi weerhu?
2c071c0052	Ka wooyo oshondere kunyirha nk'oku nji wayirhaga olaala Munyamiisiri mulaagolo?›
2c071d0079	Muusa ayunviirhe echoola chinwa, alibirha n'okuva abungira omu gihugo ch'eMidiyaani. Aburhira eyoola munda bagala babiri.
2c071e0095	«Myaaka makumi mane yabeere yayeenera, malahika amubonekera omu mpinga y'omusozi gw'eSinaayi omu birimi by'omuliro byaliiri byagulumira omu gishaka.
2c071f0098	Muusa abwene ebyoola, asoomererwa okoola kubonekerwa. Aliko egihe abaaga ali ayegeera y'achirhegeereza, ava ayunva omulenge gwa Nnaweerhu gwaderha ntya:
2c07200099	‹Nyoono nye Nnamahanga wa bashookuluza baawe, Nnamahanga w'Abrahaamu, Isaka na Yakobo!› Muusa ahinda omusisi, arhanagishubiiraga kugendeerera kulola.
2c07210065	Nnaweerhu amubwira ntya: ‹Hogola ebiraato byaawe, kwenge hanoola oyimangire hali hantu hatagatiifu.
2c072200ab	Nabwene bwinja amalibuko m'olubaga lwani luli omu gihugo ch'eMiisiri, nayunviirhe amalira maabo. Bo bunoola nayandageere kubalikuuza. Jaaga wayinja, nagurhuma eMiisiri.›
2c072300dc	«Oyo Muusa y'aBaisraheeli balahiraga omu kuderha ntya: ‹Nde wakujiraga mukulu na muzuuzi weerhu?›, yeewe ye Nnamahanga arhumire nka mukulu na murhabaazi, kugerera oburhabaale bwa malahika wamubonekeraga omu gishaka.
2c072400a3	Yeewe ye wakuulaga aBaisraheeli omu gihugo ch'eMiisiri omu kujira ebigiriginjo n'ebimenyeeso mw'echo gihugo, omu nyanja Ndukula n'omu mpinga mu myaaka makumi mane.
2c07250077	Kandi Muusa ye wabwiraga aBaisraheeli ntya: ‹Nnamahanga nj'abaha omuleebi oli nka nyoono gurhenga omu beene benyu.›
2c072600d5	Egihe olubaga lw'eIsraheeli lwaliiri omu mpinga, oyo Muusa ye waliiri ahagarhi ka bashookuluza beerhu, na malahika waliiri amuganiiza oku musozi gw'eSinaayi. Yeewe ye wayankiiriraga ebinwa by'akalamo y'arhuha byo.
2c07270075	Aliko bashookuluza beerhu barhashondaga kumukenga, si bamulahira. Bachifiija omu mirhima yaabo mpu bagaluke eMiisiri.
2c0728009b	Babwira Haruuni ntya: ‹Orhujirire emaana z'okulambagira embere zeerhu, kwenge rhurhamenyere ebyabereere oyo Muusa warhukuulaga omu gihugo ch'eMiisiri.›
2c0729008b	Mw'ezoola siku, bachijirira egishushanyo ch'ekimasha. Barhuulira cho entuulo y'ogusireeza, banajirira edinye echintu enfune zaabo zajiraga.
2c072a010b	Nnamahanga aja arhenga ahagarhi kaabo, anabaleka baharamye ezuuba, omwezi n'enyenyeezi nk'oku biyandikirwe ntya omu gitaabu ch'abaleebi: ‹Ego bantu b'eIsraheeli, ka nyoono nye mwarhuuliraga ebirhungano n'ezindi ntuulo z'ogusirezwa omu myaaka makumi mane omu mpinga?
2c072b00d6	Nangwa, aliko mwaliheekere ehema ly'emaana yenyu eyirikwa Moloki n'enyenyeezi y'emaana yenyu eyirikwa Refaani, ebyoola bishushanyo mwajiraga yi mubiharamya! Elugulu w'ebyoola nabarhuma buja gurhaluka eBabilooni.›
2c072c009e	«Bashookuluza beerhu bali bagwerhe omu mpinga ehema ly'obuhamiriza. Bakwizaga elyoola hema nk'oku Nnamahanga arhegekaga Muusa gukulikirana n'eshusho abonaga.
2c072d00cf	Enyuma z'okuyankiirira elyo hema, bashookuluza beerhu haguma na Yoshuwa baliheeka omu gihugo barhoolaga eyi Nnamahanga amalibisya embaga zaacho embere zaabo. Lyabeera mw'echo gihugo kugera amango ma Daawudi.
2c072e006d	Daawudi ayemeerwa na Nnamahanga, ava amuhema ntya: ‹Nnamahanga wa Yakobo, onyemeerere nkuyumbakire eNju.›
2c072f0027	Aliko Solomoono ye wamuyumbakiire eNju.
2c07300079	Chiro akaba ntyo, Nnamahanga w'Elugulu Bweneene arhalama omu bintu byajirirwe n'efune z'abantu, nk'oku omuleebi aderhere:
2c0731009a	‹Nnaweerhu aderhere ntya: “Empingu yo ntebe yaani, n'egulu yo ndabarhiro yaani. Nju nchi nji mwanyumbakira, hayi nji haaba hantu haani h'oguhumuukira?
2c07320033	K'arhali fune yaani yajiraga ebyoola byooshi?”›
2c073300c2	«Ego mwe bantu bazibu! Emirhima yenyu n'amarhwi menyu biri by'abantu barhayemereere Nnamahanga, muli kuguma na bashookuluza benyu. Ngasi mango munalahira kuyunva omulenge gwa Muuka-Mutagatiifu.
2c0734009d	Nde omu baleebi orhalibuzwaga na bashookuluza benyu? Bayirhaga balaala babalaga embere okuyinja kw'Okwaneene. Y'olaala mwabo nji mwalenganyaga, mwanamuyirha.
2c07350051	Mwewe, mwe mwayankiriraga Erhegekobamalahika babalaga, aliko murhalikulikiraga!»
2c07360073	Abantu b'akabuga k'aBayaahudi bayunvire ebyoola binwa byooshi bakaliha bweneene, banarhondera kumugugurhira amenyo.
2c0737008b	Aliko Sitefaano alola empingu eyi ayunjwire Muuka-Mutagatiifu, abona obukuuze bwa Nnamahanga na Yeesu eyi ayimangire ekulyo kwa Nnamahanga.
2c0738005f	Aderha ntya: «Mbwene empingu zichinguukire na Mwene oMuntu ayimangire ekulyo kwa Nnamahanga!»
2c07390051	Baaja bayaama bweneene eyi bafukire amarhwi maabo. Booshi haguma bamubalalira ko.
2c073a007b	Bamukuula omu gishagala, banamubanda amabaale. Abantu bamusidaakaga babikiisa omuzaana wayirikwaga Saawulo emyambalo yaabo.
2c073b0066	Babeere bali bamubanda amabaale, Sitefaano asaliira ntya: «Nnaweerhu Yeesu, yankirira omuuka gwani!»
2c073c0082	Afukama, n'okuva ayaama ntya n'omulenge munene: «Nnaweerhu, orhabahaniraga echiila chaaha!» Ayuusize kuderha ebyoola binwa, afa.
2c080100cc	Saawulo aliyemereere olufu lwa Sitefaano. Oloola lusiku, echigusho ch'abemeezi ch'eYerusaleema charhondera kulibuzwa bweneene. Booshi, kuleka entumwa, bayandaala omu gihugo ch'eYudeeya n'omu ch'eSamariya.
2c0802004b	Aliko abantu bakengaga Nnamahanga bahamba Sitefaano, banamulakira bweneene.
2c08030084	Saawulo yeewe, aliiri kulibuza echigusho ch'abemeezi. Aliiri kuja omu maju, anakuula mw'abalume n'abakazi, anabaheeka omu munyororo.
2c08040051	Aliko emunda balaala bashandaalaga baliiri balenga, baliiri babala oMwazi Mwinja.
2c08050070	Firipo ayandagalira omu gishagala chinene ch'egihugo ch'eSamariya, arhondera kubalira abantu elugulu wa Krisitu.
2c0806006f	Abantu banene baliiri bayunviriza bwinjabwinja haguma enyigirizo za Firipo, n'okubona ebimenyeeso aliiri ajira.
2c0807006e	Abazimu baliiri barhenga omu bantu banene eyi bali bayaama bweneene. Bantu banene bahunzize n'ebirema baafuma.
2c08080034	Habonekana obushagaluke bunene mw'echoola gishagala.
2c0809009d	Muntu muguma oyirikwa Simooni abaaga arhuula mw'echoola gishagala. Aliiri ajirira m'obukurungu n'ogusoomeza aBasamariya. Aliiri guchiihala oku ye ntabalalwa.
2c080a00ad	Booshi, gurhengera oku mudoorho guhika oku mukulu, baliiri bamuyunviriza n'okuderha ntya: «Oyoola muntu ali buhashe bwa Nnamahanga, bulaala buderhwa ‹Buhashe Bunene.›»
2c080b005f	Baliiri bamuyunviriza, bulaala haliiri hamaagera esiku zinene ey'abasomeeze n'obukurungu bwage.
2c080c008c	Babeere bayemeera Firipo waliiri abalira bo oMwazi Mwinja gw'obwime bwa Nnamahanga n'eziino lya Yeesu Krisitu, abalume n'abakazi babatiizwa.
2c080d0096	Simooni naye yenyine ayemeera Yeesu, anabatiizwa. Arhagirhengaga ku Firipo, anasoomererwa ebimenyeeso n'ebijiro by'obuhashe binene byaliiri byajirika.
2c080e0087	Entumwa zaliiri eYerusaleema zabeere zayunva okw'abantu b'eSamariya bayankiriire eChinwa cha Nnamahanga, zabarhumira Petero na Yohaana.
2c080f0057	Bombi babeere baagera eSamariya, basaliirira abemeezi yi bayankirira Muuka-Mutagatiifu,
2c08100072	kwenge abaga arhaza yandagalira chiro oku muguma wabo. Babaaga babatiizizwe konyine oku ziino lya Nnaweerhu Yeesu.
2c08110053	Petero na Yohaana baaja babalambuulira kw'amaboko, banayankirira Muuka-Mutagatiifu.
2c0812008e	Egihe Simooni abonaga oku bayankiriire Muuka-Mutagatiifu kugerera eNtumwa omu kubalambuulira kw'amaboko, abaheekera efuranga, anababwira ntya:
2c0813006c	«Mumpaage naani obuula buhashe yi ngasi muntu naani nalambuulira kw'amaboko ayankirire Muuka-Mutagatiifu.»
2c08140087	Aliko Petero amubwira ntya: «Efuranga zaawe zihere haguma naawe, bulaala waliganiizize kugula empaano ya Nnamahanga kugerera efuranga!
2c08150069	Orhagwerhe chigabi chiro n'egityu mw'aka kaasi, kwenge omurhima gwawe gurhakwaneene embere za Nnamahanga.
2c08160071	Jaaga waleka ebyaaha byaawe by'oguchifiija, onasaliire Nnaweerhu yi nkabaga ababalire enganiiza y'omurhima gwawe.
2c08170054	Kwenge mbwene oku oyunjwire obongwa nka kalulwe k'endulwe, onashwekerwe n'ebyaaha.»
2c08180065	Simooni ashubiza ntya: «Mwenyine munsaliirire Nnaweerhu, yi ntaacho chimbeerage omu bi mwaderhere.»
2c081900b8	Petero na Yohaana bamalire guhaana obuhamiriza bwabo n'okuyigiriza eChinwa cha Nnaweerhu, bagaluka eYerusaleema. Bagenda bali baabala oMwazi Mwinja omu bishagala binene by'aBasamariya.
2c081a00a9	Malahika wa Nnaweerhu abwira Firipo ntya: «Yimanga, onagende omu njira ejiire egarhongo, elaala erhengeere eYerusaleema guhika eGaza.» Eyoola njira egerere omu mpinga.
2c081b00dd	Ava ayimanga, agenda. Na mw'eyoola njira, mwaliiri oMunyaetiyopiya muguma w'entazi. Aliiri mukozi mukulu wa Kandake mwamikazi w'Etiyopiya, na murhegesi w'ebikulo byaage byooshi. Alijiire eYerusaleema guharamya Nnamahanga.
2c081c0074	Abeere ali arhenga yo ey'ayikeere omu mudugaari gwage, eyi anali asoma n'omulenge munene egitaabu ch'omuleebi Isaya.
2c081d0052	Muuka-Mutagatiifu abwira Firipo ntya: «Gendeerera, oshimaane guliira mudugaari.»
2c081e0088	Firipo alibirhira go, ayunva oMunyaetiyopiya ali asoma egitaabu ch'omuleebi Isaya. Firipo amubaza ntya: «K'oyunviirhe eby'oli wasoma?»
2c081f0084	Ashubiza ntya: «Gurhe nakabiyunva, akonva ntaaye oli ampuguulira?» Ava ayinginga Firipo ashone, ayikale haguma naye omu mudugaari.
2c082000a9	aMandiko Matagatiifu aliiri asoma maderhere ntya: «Aliheekerwe nka ntaama baaja kubaaga. Nka mwanabuzi osirire embere z'oli wamucha amooya, arhabumbuulaga obuunu bwage.
2c08210093	Omu guchirhonda kwage, barhamuchiiraga bwinja olushinja lwage. Nde nji waabala emyaazi y'egisisi chaage? Kwenge bakuulire akalamo kaage omu gulu.»
2c08220091	Oyoola Munyaetiyopiya abaza Firipo ntya: «Nkuyingingire, ombwire nde y'omuleebi aderhere ko ebyoola? Ali achiiderha oku byo changwa oku windi?»
2c08230077	Firipo aja arhonderera oku malaala Mandiko Matagatiifu oMunyaetiyopiya aliiri asoma, amubalira oMwazi Mwinja gwa Yeesu.
2c08240080	Babeere bachiri bagenda, baagera aha amenji mali. Oyoola Munyaetiyopiya abaza ntya: «Tala amenji! Bichi bimbuzize kubatiizwa?»
2c082500ae	[Firipo amushubiza ntya: «Akonva oyemeerere Yeesu n'omurhima gwawe gooshi, wakabatiizwa.» Naye aderha ntya: «Neechi! Nayemereere oku Yeesu Krisitu ali Mwene Nnamahanga.»]
2c08260084	Oyoola Munyaetiyopiya ava ayimanza omudugaari. Bombi bayandagalira omu menji, Firipo n'olaala Munyaetiyopiya. Firipo ava amubatiiza.
2c08270096	Babeere barhenga omu menji, oMuuka gwa Nnaweerhu gwaheeka Firipo. Oyoola Munyaetiyopiya arhachimubonaga, aliko agendeerera olugenzi, eyi ashagalukire.
2c082800b1	Firipo yeewe, ahengeera akola ali omu gishagala che Azoto. Alema abala yo oMwazi Mwinja omu bishagala byooshi aliiri agera mo, guhika okugera kwage omu gishagala ch'eKayizariya.
2c09010063	Mw'ezoola siku, Saawulo alichiri aderha okw'ayirha abemeezi ba Nnaweerhu. Aja emw'omudaahwa mukulu,
2c090200b5	anamuhema amaruba m'okuja omu masinagoogi m'omu gishagala ch'eDamasiki, y'akabugaana yo abalume changwa abakazi bakulikiire eNjira ya Nnaweerhu, abashweke, anabaleerhe eYerusaleema.
2c0903005d	Abeere ali omu njira hoofu ahike eDamasiki, ho n'aho, obumoleke bwarhenga empingu bwamugorha.
2c09040060	Ahenera ahashi, anava ayunva omulenge gwamubaza ntya: «Saawulo, Saawulo, girhumire wandibuza?»
2c09050069	Ashubiza ntya: «Nnaweerhu, wooyo oli nde?» Omulenge gwashubiza ntya: «Nyoono, ndi Yeesu, oli walibuza.
2c0906004c	Aliko oyimange, oje omu gishagala. Omoola, bakubwira ech'okwaneene kujira.»
2c09070091	Abantu baliiri babalama haguma na Saawulo bayimanga buzira kuderha elugulu w'ogusoomerwa. Baliiri bayunva omulenge, aliko ntaaye baliiri baabona.
2c09080072	Saawulo ayimanga, azibuula ameesho, aliko ntaacho aliiri abona. Baava bamufarhira oku kuboko, bamuheeka eDamasiki.
2c09090041	Ajira siku esharhu buzira kubona, na buzira kulya changwa kunywa.
2c090a008f	eDamasiki yaliiri omwemeezi oyirikwa Hananiya. Nnaweerhu amubonekera, amuhamagala: «Hananiya!» Naye ashubiza ntya: «Nyoono oyu, Nnaweerhu!»
2c090b00a5	Nnaweerhu amubwira ntya: «Yimanga, ogende omu njira eyirikwa ‹Elambuukire›, obaze omu nju ya Yuuda omuntu oyirikwa Saawulo w'eTariso. Ali asaliira mu kino gihe.
2c090c006d	Omu kubonekerwa, abwene omuntu oyirikwa Hananiya aja omu nju, amanamulambuulira kw'amaboko y'ashube kubona.»
2c090d0083	Hananiya ashubiza ntya: «Nnaweerhu, nayunvire bantu banene baderha obubi booshi oyoola muntu ajiriire abemeezi baawe eYerusaleema.
2c090e0071	Chiro na hanoola, abakulu b'abadaahwa bamuheere obuhashe bw'ogushweka abantu booshi basaliira oku ziino lyaawe.»
2c090f00bc	Aliko Nnaweerhu abwira Hananiya ntya: «Genda, kwenge oyoola mulume ali gikoleeso nachishogere ch'okubala eziino lyaani embere z'abarhali Bayaahudi n'abaami baabo, n'embere z'aBaisraheeli.
2c09100050	Namuyeereka nyoono nyenyine amalibuko mooshi akwaneene kulibuka elugulu waani.»
2c091100eb	Hananiya aja agenda. Abeere agera omu nju, alambuulira Saawulo kw'amaboko, anamubwira ntya: «Saawulo, mwene weerhu, Nnaweerhu Yeesu wakubonekeraga omu njira embere oyinje hano, antumire y'oshube kubona, onayunjule Muuka-Mutagatiifu.»
2c0912005e	Ho n'aho, ameesho maage maarhoga kw'ebiri nk'amagamba, anashuba kubona. Ayimanga, anabatiizwa.
2c0913006a	Aja alya ebiryo, anashuba kugwarha emisi. Saawulo abeera siku zigeeke haguma n'abemeezi baliiri eDamasiki.
2c09140044	Ava arhondera kubala omu masinagoogi oku Yeesu ali Mwene Nnamahanga.
2c091500e8	Booshi baliiri bamuyunva, basoomerwa; banalema babazana ntya: «K'arhali oyuula ye waliiri alibuza bweneene abasaliira eYerusaleema oku ziino lya Yeesu? K'arhanayinjaga hanoola kubashweka n'okubaheeka embere z'abakulu b'abadaahwa?»
2c0916008f	Aliko obuhashe bwa Saawulo bwaliiri bwayuushuka omu gusoomeza aBayaahudi balilamire eDamasiki, omu kuyeereka bwinjabwinja oku Yeesu ye Krisitu.
2c09170039	Enyuma w'esiku zinene, aBayaahudi bahiga kuyirha Saawulo.
2c09180063	Aliko naye amenya ogo muhigo. Baliiri balanga emilyango y'egishagala ezuuba n'obudufu yi bamuyirhe.
2c0919006e	Aliko obudufu, abigirizwa ba Saawulo bamurhoola, banamuyandagaza omu garhanda embuga w'olugurhu lw'egishagala.
2c091a00ab	Saawulo agenda eYerusaleema. Abeere ahika yo, ashonda gurhe agachigusha haguma n'abemeezi, aliko booshi baliiri bamuyuubahire, kwenge barhaliyemereere oku abeere mwemeezi.
2c091b00e9	Baranaaba aja amurhoola, amuheekera eNtumwa. Abashambaalira gurhe Saawulo alibwene Nnaweerhu omu njira na gurhe Nnaweerhu ashambaalaga naye. Ashuba kubashambaalira gurhe Saawulo ayigirizaga buzira buuba eDamasiki oku ziino lya Yeesu.
2c091c009f	Gurhengera echoola gihe, Saawulo alema alama haguma n'eNtumwa, alambagira haguma nabo omu Yerusaleema, analiiri ayigiriza buzira buuba oku ziino lya Nnaweerhu.
2c091d0071	Aliiri ashambaala n'oguhatana n'aBayaahudi b'olulimi lw'eKigiriki. Aliko aboola bantu baliiri bashonda kumuyirha.
2c091e0078	Abaabo babeere bamenya ogoola mwazi, baheeka Saawulo omu gishagala ch'eKayizariya, banamurhuma omu gishagala ch'eTariso.
2c091f00dd	Mw'echoola gihe, echigusho ch'abemeezi chaliiri omu murhuula omu Yudeeya yooshi, eGalilaaya n'eSamariya. Chaliiri chagwarha emisi, chalama omu kuyuubaha Nnaweerhu, n'okuyuushuka kugerera oburhabaale bwa Muuka-Mutagatiifu.
2c09200069	Petero abeere ali agera ngasi hantu, ayandagalira emwa abemeezi baliiri balamire omu gishagala ch'eLuuda.
2c09210061	Abugaana y'omuntu oyirikwa Ayineya walihunzize. Alilyaamire oku gishanja gurhenga myaaka munaane.
