2800000006	Matayo
2c030d00e1	K'yara ghwa Ibrahimu, ni ghwa Isaka, ni ghwa Yakobo, K'yara ghwa bha dadi hitu, an'tukuisi n'tumishi ghwa muene Yesu. Ojho ndo ambajhe muenga mwan'kabidhi ni kum'bela mbele jha mihu gha Pilato, japo muene aamuli kundeka huru.
2c030e0058	Mwam'belili n'takatifu ni mwenye haki ni badala jhiake mkalonde n'komi alekibhwayi huru.
2c030f006d	Muenga mwan'komili mfalme ghwa uzima ambajhe K'yara amfufuili kuhomela kwa bhafu-tete ndo mashahidi bha e'le.
2c031000c7	Henu kwa imani kwa lihina lya muene, munu ajho ambajhe mukambona ni kumanya, abhombiki kujha ni nghofu. Imani ambajho jhip'otela kwa Yesu impelili muene afya ejhe kamilifu, mbele jha muenga mwebhoha.
2c03110068	Henu, ndongo, nimanyili kujha mwabhombili katika ujinga, ndiyo kya bha bhabhombili bhalongosi bha jhomu.
2c03120080	Lakini mambo ambagho K'yara abhajobhili manyata kwa vinywa fya manabii bhoha, kwamba Kristu ojhu ibetakuteseka, henu aghatimisi.
2c031300a3	Kwa hiyo mutubuajhi na mgeukayi, ili kwamba dhambi sya muenga sibhwesiajhi kubhosibhwa kabisa, kusudi sihidayi nyakati sya kuburudika kutokana na uwepo bhwa Bwana;
2c0314004f	ni kwamba abhwesiajhi kun'tuma Kristu ambajhe ataulibhu kwa ndabha jhinu, Yesu.
2c031500a0	Muene ndo ambajhe lazima mbingu simpokelayi mpaka bhwakati bhwa kukerusibhwa kwa fenu fyoha ambafyo K'yara alonelili muandi kwa finywa fya manabii bha takatifu.
2c031600a3	Hakika musa ajobhili; Bwana k'yara ibetakujhinula nabii kama nene kuh'omela kwa bhalongobhinu. Mwibeta kump'elekesya khita khenu ambakyo ibeta kubhajobhela muenga.
2c03170082	Jhibeta kutokela kujha khila munu ambahe ip'elekesya lepi kwa nabii. Ojho ibeta kujhangamisi bhwa kabisa abhokayi kkati jhe bhanu.
2c03180075	Ena, ni manabii bhoha kuhomela Samweli ni bhala bhabhakesisi baada jha muene, bhalongelili ni kutangasya magono agha.
2c031900bb	Muenga mwe bhana bha manabii ni bha agano ambalyo K'yara alibhombili pamonga ni mababu, kama kya ajobhili kwa Abrahamu katika mbeyu jha bhebhe familia syoha sya dunia sibetakubarikibhwa.'
2c031a008f	Baada jha K'yara kunjinula n'tumishi ghwa muene, an'daghisi kwa muenga hotiili abbabarikiayi muenga kwa kugeuka kuhomela mu uovu bha muenga.”
2c04010069	Bwakati Petro ni Yohana bhilongela ni bhanu, akuhani ni bhalinzi bha hekalu ni Masudukayo bhakabhalotela.
2c04020093	Bhadadilili nesu kwa ndabha Petro ni Yohana bhajhe bhakabhafundisya bhanu kuhusu Yesu ni kutangasya juu jha kufufuka kwa muene kuh'omela kwa bhafu.
2c04030057	Bhakabhakamula ni kubhabheke mu ligereza hadi lukhela kabhele, kwani jha tayari kimili.
2c0404007a	Lakini bhanu bhingi bhabhap'eliki ujumbe bhakyeriri; ni idadi jha bhagosi bhajhele bhakimini bhakadilibhu kujha elfu tano.
2c04050082	Hata bhojhifikili likhela ligono lya lyefuatili bhabhaha bha bhene bhasaeya ni bhaandishi, kwa pamonga bhakibhongenuye Yerusalemu.
2c0406006e	Anasi kuhani mbaha ajhele, ni Kayafa, ni Yohana, ni Iskanda, ni bhoha bhabhajhele ni ndongo ghwa kuhani mbaha.
2c0407007d	Bhobhabhabhekili Petro ni Yohana katikati jha bhene bhakabhakota, “Kwa uwezo bholoki, au kwa lilina lelaku mmbombi agha?”
2c04080065	Kisha Petro, akajha ameniuli Roho mtakatifu, akabhajobhela, “Muenga bhabhaha bha bhanu, ni bhaseya,
2c04090084	kama teteligono lya lelu tuikotibhwa kuhusu litendo linofu lyalibhombibhu kwa munu ojho n'tamu - kwanda jhakiki munu ajho tumponisi?
2c040a010a	Hebu limanyikanayi e'tu kwa muenga ni kwa bhanu bhoha, bha Israeli kwamba kwa lihina lya yesu Kristu ghwa Nazareth, ambajhe fuwan'sulubisi, ambajhe K'yara amfufuili kuhoma kwa bhafu, ni kwa njela jha muene kwamba munu ajho ijhema apa mbele jhe muenga ni afya jhioha.
2c040b007c	Yesu kristu ndo liganga ambalyo muenga bhajenzi mwalizalaulili, lakini bado libhombibhu kujha liganga libhaha lya palubhafu.
2c040c00a2	Ujhelepi wokovu kwa munu ojho jhongi ghoa jhoha kwa mena lijhepi liganga lenge pasi pa mbingu lya bhapelibhu bhangi bhanu ambalyo kwa e'lu twibhwesya kuokolibhwa.
2c040d00b9	Henu bho bhabhuene bhujasiri bhwa Petro ni Yohana, ni kugundula kujha bhajhele bhanubhe kawaida bhabhaduli elimu, bhashangele, bhakamanya kujha Petro ni Yohana bhajhele pamonga ni Yesu.
2c040e0077	Kwa ndabha bhambwene munu jhola jhaaponysibhu ajhemili pamonga nibhene, bhajhelepi ni khenu kya kujobha dhidi jha e'le.
2c040f006b	Lakini bho bhamalili kumuamuru mitume bhabhokayi mbele jha mkutano ghwa baraza, bhalongili bhene kwa bhene.
2c041000bb	Bhajobhili tubeta kubhabhomba bhuli bhanu abha? Ni kweli kujha muujiza ghwa ajabu ubhombiki kup'etela bhene umanyikene ni khila mmonga jha itama Yerusalemu; twibhwesya lepi kulibela e'lu.
2c04110087	Lakini, ili kwamba lijambo e'le lisijheneli miongoni mwa bhanu, hebu tubhaonyayi bhasijobhi kabhele kwa munu jhejhioha kwa lihina e'le.
2c04120068	Bhakabhakuta Petro ni Yohana mugati ni kubhaamuru kamwe bhasiojobhi wala kufundisya kwa lihina lya Yesu.
2c0413008a	Lakini Petro ni Yohana bhajobhili ni kubhajobhela, “kama ndo sahihi pamihu pa K'yara kubhatii muenga kuliko K'yara muhukumuayi mwebhene.
2c04140059	Ndabha tete twibhwesya lepikuleka kughenene mambo ambagho tughabhuene ni kughap'eleka.”
2c041500d1	Baada jhe kubhaonya nesu Petro ni Yohana, bhakabhaleka bhalotayi. Bhabhwesilepi kukabha sababu jhejhioha jhe kubha adhibu kwa ndabha bhanu bhoha bha jhele bhakan'sifu K'yara kwa khela kya kya khele kibhombiki.
2c0416004d	Munu jha apokili muujiza bhwa uponyaji ajhe ni umri zaidi jha miaka arobaini.
2c04170094	Baada jha kubhalaka huru, petro ni Yohana bhakahida kwa bhanu bhabhene ni kubhataarifu ghoha ambagho makuhani bhabhaha ni bhaseya gha bhabhajobhili.
2c041800a4	Bhobhaghap'eliki, bhakakwesya sauti sya bhane kwa pamonga kwa K'yara nikujobha, “Bwana, bhebhe jhaubhombili mbingu ni dunia ni nyanja ni khila khenu mugati mwake.
2c041900d3	Bhebhe ambajhe kwa Roho mtakatifu kwa kinywa kya dadi jhitu Daudi, n'tumishi ghwa jhobhi, ghwa jhobili, “Kwa ndaya kiki bhanu bha mataifa bhabhombili ghasia, ni bhanu bhamali kutafakari mambo ghaghifwayi lepi?
2c041a0079	Bhafalme bha dunia bhakipangili pamonga, ni bhatawala bhakibhongiye ku pamonga dhidi jha Bwana dhidi jha Masihi bhake.”
2c041b00d5	Ni hakika, bhoha Herode ni Pontio Pilato, pamonga ni bhanu bha mataifa ni bhanu bha Israeli, bhabhonganiki kwa pamonga katika mji ajobho dhidi jha n'tumishi bhwa jhobhi mtakatifu Yesu, ambajhe ghwa mpakili mafuta.
2c041c0091	Bhabhonganiki kwa pamonga kubhomba ghoha ambagho kibhoko kya jhobhi ni mapenzi gha jhobhi ghaamuiri kuhomela kubhwandelu kabla ghakona kuh'omela.
2c041d0083	Henu, Bwana, ghalangayi matisho gha bhene, na ukabhajalilayi bhatumishi bha jhobhi kulijobha litobhi lya bhebhe kwa ujasiri bhuoha.
2c041e009b	ili kwamba pa ghwinyosya kibhoko kya jhobhi koponyesya, ishara ni maajabu fisibhwese kuhomela kup'etela lihina lya n'tumishi ghwa jhobhi mtakatifu Yesu.”
2c041f009e	Bho bhamali kus/oka, eneo ambalyo bhabhonganiki kwa pamonga lyatikisibhu, na bhoha bhamemesibhu Roho mtakatifu, na bhanenili litobhi lya K'yara kwa bhujasiri.
2c042000e1	Idadi jhibhaha, jhaa bhala bhabhaamini bhajhele ni muoyo umonga ni Roho jhimonga: na ajhelepi hata mmonga ghoa bhene jhaajobhili kujha kyokyoha kyaimiliki lya jhele kya muene: badala jhiake bhajhele ni fenu fyoha fya shirika.
2c0421008c	Kwa nghofu mbaha mitume bhakajhe bhitangasya ushuhuda ghwa bhene kuhus ufufuo bhwa Bwana Yesu, ni neema mbaha jhejhele panani pabhene bhoha.
2c042200c3	Pajhelepi ni munu jhejhiojha miongoni mwa bhene jhaap'ongokibhu ni mahitaji, kwa ndabha bhanu bhoha bha jhele ni hatia sya fibhanja au nyumba, bhafihemilisi kikuleta hela jha fenu fya bhahemelisi
2c0423007e	ni kufibheka pasi pa magolo gha mitume. Ni mgawanyo ghwa bhombiki, kwa khila muumini, kulengana ni khila mmonga fyaalo ndeghe.
2c0424007a	Yusufu, mlawi, munu kuhoma kipro, apelibhu lihina lya Barnabasi ni mitume (ejho jhikatafiribhwayi, ndo muana ghwa faraja).
2c04250050	Akajha ni n'gonda, ahemelisi ni kuleta hela, akasibheka pasi pamagologha mitume.
2c0501005a	Efyo, munu mmonga jha akutibhweghe Anania, ni Safira nkwibhi, bhehemelisi sehemu jha mali,
2c0502008f	na afighili sehemu jha hela jhabhahemlisi (n'dala ghwa bhubhele amanyi e'lu), ni kuleta sehemu jha jhisiele ni kujhibheka mu magolo gha mitume.
2c050300a0	Lakini Petro akajbha, Anania, kwa ndabha jhakiki ghwa shetani uumemisi muoyo ghoa jhobhi kujobha udesi kwa Roho mtakatifu ni kufigha sehemu jha maligha n'gonda?
2c05040124	Bhwakati lihemelesibhu lepi, lyajhelepi mali gha jhobhi? Ni baada jha kuhemelesibhwa, lya jhelepi pasi pa uamuzi bhwa jhobhi? Jhikajhebhuli ubhwasiajhi lijambo elu mu muoyo bhwa jhobhi? jhikajhebhuli ubhwasiajhi lijambo elu mu muoyo bhwa jhobhi? Ubhakosilepi bhanadamu bali un'kosi K'yara.”
2c05050073	Katika kup'eteleka malobhi agha Anania abinili pasi ni kufwa. Ni hofu mbaha jhabha hidili bhana bhabhap'eliki e'le.
2c0506005b	Bhasongolo bhakahida palongolo ni kumbeka katika sanda, ni kumpeleka kwibhala ni kun'siela.
2c05070055	Baada jha masaa madatu ivi n'dala munu akajhingila mugati bila kumanya kyakikatokili.
2c05080078	Petro akan'jobhela, “Nijobhelayi, kama mwahemelisi n'gonda kwa thamani ejhu.” Akajobha, “Ena, kwa thamani ejhu.”
2c050900ce	Kisha Petro akan'jobhela, “jhijhabhuli kwamba mupatene kwa pamonga kun'jaribu Roho ghwa Bwana? Langayi magolo ha bhale bhabhan'syelili n'gosibhu ijhe pandiangu, na bhibeta kupenda ni kupeleka kwibhala.”
2c050a00a7	Ghafla akabina mumagolo gha Petro, akafwa, ni bhala bhasongolo bhakahida mugati bhaka'kolela amalikufwa. Bhakampenda kumpeleka kwibhala, ni kun'siela karibu ni n'gosi.
2c050b0055	Hofu mbaha jhikahida juu jhe kanisa lyoha, ni juu jha bhoha bhaghap'eliki mambo agha.
2c050c00a6	Ishara simehele ni maajabu fya jhele fihomele ni maajabu fya jhele fihomele miongoni mwa bhanu kup'etela mabhoko gha mitume. Bhajhele pamonga mu ukumbi bhwa sulemani.
2c050d0087	Lakini, ajhelepi munu jhongi tofauti jha ajhele ni bhujasiri bhwa kuambatana ne bhene hata naha bhapelibhu heshima jhe panani ni bhanu.
2c050e0061	Ni kabhele, bhaamini bhingi bhakajha bhijhongeseka kwa Bwana, idadi mbaha jha bhagosi ni bhadala,
2c050f00aa	kiasi kwamba hata akabhap'enda bhatamu mitaani, ni kubhagoneke pa fitanda ni mumakochi, ili kwamba Petro kama ipeta, kivuli kya muene kibhwesiajhi kuselele juu jha bhene.
2c051000ad	Apu kabhele idadi mbaha jha bhanu bhakahida kuhoma miji jhajhisyonguiki Yerusalemu, bhakabhaleta bhatamu ni bhoha bhabhapagewe ni mapepo ni roho chafu, ne bhoha bhaponyibhu.
2c0511007a	Lakini kuhani mbaha ajhinuiki, nibhoha bhabhajhe pamonga naku (ambaho bha dhahabu lya masudukayo); na bhamemili ni bhwifu.
2c05120055	Bhakanyosya mabhoko gha bhene kubhakamula mitume ni kubhabheka mu ligereza lya jumla.
2c0513006e	Ni bhwakati wa pakilu malaika bha Bwana akaifungula miliangu ghya geraza ni kubhalongosya kwibhala ni kujobha,
2c05140059	“Mutolayi, mkajhemayi mulihekalu ni kubhajobhela bhanu malobhi ghoha gha uzima obho.”
2c05150100	Bhobhapeliki e'le, bhakajhingila muhekalu wakati bhwa kubhalala ni kumanyisya. Lakini, kuhani mbaha ahidili na bhoha bhajhenaku, nikukutisya baraza lyoha kwa pamonga, ni bhaseya bhoha bha bhanu bha Israeli, ni kubhalaghisya kuligereza ili kubhalata mitume.
2c0516005e	Lakini bhatumishi bhabhalotili, bhabhakolilepi mu ligereza, bhakerbhuiki ni kuhomesya taarifa,
2c05170084	“Tukolili gereza lidendibhu kinofu, ni bhalinzi bhalinzi bhajhemili pa ndiangu lakini bhotwidendula twambwene lepi munu mugati.”
2c051800ba	Henu bhwakati jemedari ghwa hekalu ni makuhani bhabhaha bhobhep'eliki malobhi aghu, bhajhingbhu ni shaka mbaha kwa ndabha jha bhene bhakajha bhiibhwesya, jhibeta kujhebhuli lijambo e'le.
2c05190078	Kisha mmonga akahida ni kubhajobhela, “Bhanu bha mubhabhekili muligereza bhajhemili mu hekalu na bhifundisya bhanu.”
2c051a009d	Henu jemedari akalota pamonga ni bhatumishi, ni kubhaleta, lakini bila jhe kubhomba fuju, kwa ndabha bhabhatilili bhanu ngabhabhwesili kubhahomelela maganga.
2c051b004b	Bhobhabhaletili bhabhebhekili palongolo pa baraza. Kuhani mbaha abhakotili,
2c051c00a8	akajobha, “Twabhajobhili mufundisiajhi kwa lihina ele, na bado mujhiniemisi Yerusalemu kwa lifundisu lya muenga, ni kulonda kuleta damu jhe munu ojho juu jha tete.”
2c051d004c	Lakini Petro ni mitume bhakajibu, “azima tun'kesiajhi K'yara kuliko bhanu.
2c051e0057	K'yara ghwa dadi jhitu amfufuili Yesu, jhamun'komili, kwa kun'tondeka panani pa libehe.
2c051f008b	K'yara an'tukuisi katika kibhoko kya muene kya kuume ni kumbomba kujhe mbhaha ni mwokozi, kubhosya toba kwa Israeli, ni msamaha kwa dhambi.
2c05200069	Tete ndo mashahidi bha mambo agha, ni Roho mtakatifu ambajhe K'yara ambosisi kwa bhala bhabha kan'tii.”
2c0521005a	Bhajumbe bha baraza bho bhap'eliki naha, bhakamlibhu ni ligoga bhakalonda kuhakoma mitume.
2c052200aa	Lakini pharisayo jhaakutibhweghe Gamalieli, mwalimu ghwa sheria, jhaahashimibhweghe ni bhanu bhoha, ajhemili ni kubhaamuru mitume bhatolibhwayi kwibhala kwa muda bhufupi.
2c05230078	Kisha abhabhajobhela, “Bhagosi bha Israeli, mujhelayi makini sana ni khela kya mwependekesya kubhabhombela bhanu abha.
2c052400a7	kwa ndabha muandi theuda ajhinuiki ni kwidayi kujha mun mbaha, ni idadi jha bhanu kama mia nne bhan'kesisi. Akomibhu, ni bhoha bhabhan'tieghe bhatawanyiki ni kujhagha.
2c052500ba	Baada jha munu ojho, Yuda mgalilaya, ajhinuiki magono ghala gha kulekebibhwa sensa akafuta bhanu bhingi kunyma kwa muene. Ni muene kabhele ajhaghili ni bhoha bhabhan'tieghe bhatawanyiki.
2c0526008c	Henu, nikabhajobhela, mukijhepusighe ni bhanu abha na mubhalekayi bhene, kwa ndabha, kama mpango obho au mbombo ejhe jha bhanu jhitaghibhwa.
2c0527008d	Lakini kama jha K'yara, mwibetalepi kubhazuila: mwibhwesya kwikolela hata mwishindana ni K'yara.” Efyo, bhashawishiki ni malobhi gha muene.
2c05280074	Kisha bhakabhakuta mitume mugati ni kubhatobha ni kubhaamuru bhasijobhi kwa lihina lya Yesu, ni kubhaleka bhalotayi.
2c0529008b	Bhabhokili mbele jha baraza bhahobhwiki kwa ndabha bha bhalangibhu kujha bhilondeke kutebhwa ni kutokuheshibhwa kwa ndabha jhe lihina e'lu.
2c052a0081	Henu, khila ligono, mugati mu hekalu ni kuhomela kunyumba hadi nyumba bhajhendelili kumanyisya ni kuhubiri Yesu kujha ndo Masihi.
2c060100dd	Henu katika magono agha, idadi jhe bhanafunzi jhijhogeseka, lalamiko lya bhayahudi bha kiyunani lyajhandili dhidi jha Baebrania kwa ndabha bhajane bha bhene bhajhela bhiyebhelibhwa mu mgao bhwa khila ligono bhwa kyakulya.
2c0602009a	Mitume kumi ni bhabhele bhabhakutili kusanyiku lyoha lya bhanafunzi ni kujobha, “Sahihi lepi kwa tete kulileka lilobhi lya K'yara ni kuhudumila pa meza.
2c0603009d	Kwa hiyo ndongo, muchagulayi bhagosi saba, kuhomela miongoni mwa muenga bhanu bhema, bhabhamemili roho ni hekima ambabho twibhwesya kubhakabidhi huduma ejhe.
2c06040042	Ni tete tubeta kujhendelela mu maombi ni mu huduma jha lilobhi.”
2c060500cb	Hotuba jha bhene jhabhupendisi mkutano bhuoha. Hivyo bhakan'chagula stefano, munu jha ojhe ni imani ni Roho mtakatifu, ni Filipo, Prokoro, Nikanori, Timoni, Parmena, na Nikolai, mwongofu kuhoma Antiokia.
2c06060072	Bhaumini bhabhaletili bhanu abha mbele jha bhamitume, bhabhas'okili ni baadaye bhada bhabhekela mabhoko gha bhene.
2c06070088	Hivyo, lilobhi lya K'yara liaenili ni idadi jhe bhanafunzi, jhajhongesiki, okho Yerusalemu; ni idadi mbaha jha makuhani bhakaitii imani.
2c0608005c	Ni Stefano, jhaamemili neema ni nghofu, akifanya maajabu ni ishara mbaha miongoni mwa bhanu.
2c060900d7	Lakini apu bhajhinuiki baadhi jha bhanu bhafuasi bha sinagogi lya likutibhweghe sinagogi lya mahuru, ni la Bhakerene ni la Bhaeskandaria, ni baadhi kuhoma Kilikia ni Asia. Bhanu abha bha jhele bhihojiana ni Stefano.
2c060a005d	Lakini bbwabhwesilepi kusindana ni hekima sya Roho ambajho Stefano ajhe itumila mu malongesi.
2c060b008f	Kisha bhabhashawishi baadhi jha bhanu kwa siri kujobha, “Tup'eliki Stefano ilongela malobhi gha kufuru dhidi jha Musa ni dhidi jha K'yara.”
2c060c0070	Bhabhashurutishi bhanu, bhaseya, ni bhaandishi, ni kun'dotela Stefano bhakan'kamula ni kundeta mbele jha baraza.
2c060d008d	Bhakabhaleta mashahidi bha bhudesi, bhabhajobhili, “Munu ojho ilekalepi kujobha malobhi manofulepi dhidi jha lieneo ele takatifu ni sheria.
2c060e0086	Kwani tup'eliki ijobha kujha ojho Yesu ghwa Nazareth ibeta kupa haribu mahali apa ni kusibadilisya desturi sya tukabisibhu ni Musa.”
2c060f008f	Khila mmonga jha ajhe mu baraza, akajhelekesya mihu gha muene kundanga Stefano, nabhane bhakaubhona uso bhwa muene bhwajhele kama bhwa malaika.
2c07010035	Kuhani mbaha akajobha. “Mambo agha gha bhukweli”?
2c070200b7	Stefano akajobha, “Bhalongo bhangu ni badadi jhangu munip'elekesiajhi nene: K'yara ghwa bhutukufu an'tokili dadi jhitu Abrahamu bhwakati ajhele Mesopotamia kabla hja, kutama Harani;
2c07030068	akan'jobhela, bhokayi katika nchi jha jhobhi ni bhanu bha jhobhi na ulotayi, mu nchi jha nibetakulasya'.
2c0704008b	Kisha akabhoka mu nchi jha ukaldayo akatama Harani, kuhomela apu, Baada jha dadi munu kufwa, K'yara akandeta mu nchi ejhe, jhabhitama henu.
2c070500d2	Ampelilepi kyokyoha kama urithi bwa muene, pajhelepi hata ni sehemu jha kubheka ligolo. Lakini Abrahamu ahaidibhu hata kabla jha kukabhe muana kujhanibetakupelibhwa nchi kama miliki jha muene ni uzao bhwa muene
2c070600c5	K'yara ajobhi naku naha, jha kujha bhazao bha muene nghabhatamili mu nchi jha kubhuhesya ni bhenyeji bha okhubhibeta kubhabhomba bhatumwa bha bhene ni kubhabhomba fibaya kwa muda ghwa miaka mianne.
2c0707008a	Ni K'yara akajobha nibetakulihukumu taifa ambalyo libeta kubhabhomba mateka, ni baada jha apu bhibhita kuhoma ni kuniabudu pa sehemu ejhe.
2c070800bd	Na ampelili Abrahamu Agano lya tohara. Ivyo Abrahamu akajha ghwa ISaka akan'tahiri ligono lya nane; Isaka akajha dadi ghwa Yakobo ni Yakobo akajha dadi ghwa bhakhoko bhitu kumi ni bhabhele.
2c07090072	Bhakoko bhitu bhakambonela bhwifu Yusufu bhakan'hemesya katika nchi jh a Misri, ni K'yara ajhele pamonga ni muene,
2c070a00b7	ni kumwokola katika malombosi gha muene, ni kumpela fadhili ni hekima mbele jha Farao mfalme ghwa Misri. Farao akambeka kujha mtawala juu jha Misri ni juu jha nyumba jha muene jhioha.
2c070b0074	Basi kwajhele ni njala mbaha ni malombosi mingi mu nchi jha Misri ni kanani, ni bhadidi jhitu bhakabhilepi kyakulya.
2c070c005f	Lakini Yakobo bho apeliki kujha ni nafakaMisri, abhalaghisi bha dadi jhitu kwa mara jha kwanza.
2c070d0068	Katika safari jha pili Yusufu akakilasya kwa bhalongo munu, familia jha Yusufu jhikamanyikana kwa Farao.
2c070e0091	Yusufu abhalaghisi bhalongomunu kulota kun'jobhela Yakobo dadi jabhi ahidayi Misri, pamonga ni ndongo munu, jumla jha bhanu bhoha sabini na tano.
2c070f0042	Hivyo Yakobo aselili Misri; kisha afuili pamonga ni bhadadi jhitu.
2c0710008e	Bhakatolibhwa hata Shekemu bhakasyelibhwa mulikaburi ambalyo Abrahamu alihemili kwa fipandi fya hela kuhoma kwa bhana bha Hamori okhu Shekemu.
2c0711006b	Bhwakati bhwa jhela ahidi ambayo K'yara aahidi Abrahamu bho bhukaribili, bhanu bho bhajhongesiki oku Misri,
2c07120051	Bhwakati obhu ajhinuiki mfalme jhongi Misri, mfalme jhaa manyilepi kuhusu Yusufu.
2c07130084	Mfalme jhongi ojho akabhakofya bhanu bhitu ni kubhabhomba mabhibhi bha dadi jhitu, ni kubhatagha bhana bhabhi bhadebe ili bhasiishi.
2c07140070	Katika kipindi khela Musa ahogoliki ajhele nnofu mbele jha K'yara alalibhu miesi midatu mu nyumba jha dadi munu.
2c07150047	Bhwakati ataghibhu, binti ghwa Farao antolili akandela kama mwana munu.
2c07160055	Musa amanyisibhu mafundisu ghoha gha kimisri; ajhele ni nghofu mu malobhi ni matendo.
2c0717007a	Lakini baada jha kutimisya miaka arobaini, jhikanhidila mu muoyo bhwa muene kubhagendela bhalongo munu, bhana bha Israeli.
2c07180075	Bhoambwene mwisraeli ibhombibhwa mabhibhi, Musa an'telili ni kulepesya kisasi kwa jhaamboneleghe kwa kun'tobha Mmsri.
2c07190072	Afikineghe kujha bhalongo munu bhibeta kumanya kujha K'yara akabhaokola kwa mabhoko gha muene lakini bhamanyilepi.
2c071a00a3	Ligono lya lafwatili akalota kwa baadhi jha bhaisraeli bhahakomaneghe; akajaribu kubhapatenisya; akajobha Mabwana, muenga ndongo, mbona mwikoselana jhmu kwa jhomu?
2c071b007b	Lakini jhaankosili jirani ghwa muene akansukumila patali ni kujobha, 'Niani akubhombili kujha mtawala ni mhukumu ghwa tete?
2c071c003c	Bhebhe wilonda kunikoma kama kyaghwan'komili Mmisri golo”?
2c071d0071	Musa ajumbili baada jha kupeleka nahu; akajha n'hesya mu nchi jha Midiani ambapo akajha dadi ghwa bhana bhabhele.
2c071e0076	Baada jha miaka arobaini kup'eta, malaika akan'tokela mu jangwa lya kidonda sinai, katika mb'ele ghwa muoto mukichaka.
2c071f009c	Bwakati Musa abubhwene muoto, ashangele ni kustajabila khela kya akibhwene, na bhoajeribu kukihegelela ili kukilanga sauti jha Bwana ikan'hidila ni kujobha,
2c07200080	“Nene ne K'yara ghwa bha dadi waku, K'yara ghwa Abrahamu, ni ghwa Isaka, ni ghwa Yakobo; Musa atetenuki na athubulepi kulanga.
2c0721005a	Bwana akan'jobhela, “Fulayi filatu fya jhibhi, sehemu pa ujhemili ndo mahali patakatifu.
