2800000006	Matayu
2b0d230054	Handa pamulifira weni, wantu woseri hawavimani kuwera mwenga ndo wafundwa waneni”.
2b0d240099	Simoni Peteru kamkosiya Yesu, “Mtuwa gwankugenda koshi?” Yesu kamwankula, “Hapeni guwezi kunfata vinu kwang'endaku, kumbiti shakapanu hamunfati.”
2b0d250063	Peteru kamkosiya, “Mtuwa, kwantambu gaa nsindi kukufata vinu? Nakali kuhowa kwajili ya gwenga!”
2b0d2600a2	Yesu kamwankula, “Hashi, ndo wakala nakaka kuhowa kwajili ya neni? Nukugambira nakaka, pamberi njogolu keniwiki, hagunemi mala tatu kuwera gumana ndiri neni.”
2b0e01005a	Yesu kawagambira, “Namuligaziya mumyoyu mwenu. Mumjimiri Mlungu na munjimiri neni viraa.
2b0e02006c	Ukaya mwa Tati gwangu kwana mbakati zivuwa, nuwagambiriti kala na vinu nankugenda kuwanyawirani pahali penu.
2b0e030065	Na pang'enda na kuwanyawilireni pahala penu, hambuyi na kuwatola, su mwenga hamuweri pamuhera naneni.
2b0e04002c	Muyimana njira ya kugenda aku kwang'enda.”
2b0e05005a	Tomasi kamkosiya, “Mtuwa, tuvimana ndiri kwagugenda, su twankuyimana hashi njira ayi?”
2b0e060073	Yesu kamwankula, “Neni ndo njira na unakaka na ukomu. Kwahera yakaweza kugenda kwa Tati ira kwa kupitira kwaneni.
2b0e070067	Kawagambira, vinu mumana neni, mumana na Tati gwangu viraa. Na kwanjira vinu mumana na mumwona kala.”
2b0e080046	Filipu kamgambira, “Mtuwa, tumlanguziyi Tati, natwenga hatwikuti.”
2b0e0900a7	Yesu kamwankula, “Filipu, nulikala namwenga kwa shipindi shoseri, nagwenga gumana ndiri? Yakamoniti kala neni kamwona Tati. Guweza hashi kutakula, Tumlanguziyi Tati?
2b0e0a00c7	Hashi, mjimira ndiri handa neni namngati mwa Tati, nayomberi Tati ka mngati mwaneni? Visoweru nyanuwagambirani ntakula ndiri kwa utuwa waneni, Tati yakawera mngati mwaneni kankutenda lihengu lyakuwi.
2b0e0b0085	Munjimiri neni pantakula handa neni namngati mwa Tati naTati ka mngati mwaneni. Handa hangu ndiri, mjimiri toziya ya vintu vyantenda.
2b0e0c008a	Nakaka nuwagambirani, yakanjimira neni hakatendi vitwatira vyantenda neni, yina, hakatendi vintu vikulu nentu, toziya nankugenda kwa Tati.
2b0e0d0050	Na shoseri shamluwa mulitawu lyaneni hantendi, su Tati kakwiswi mnumba ya mwana.
2b0e0e0033	Pamunduwa shoseri mulitawu lyangu, hanuwatendereni.
2b0e0f0033	“Pamunfira neni, hamulijimili lilagaliru lyaneni.
2b0e100064	Naneni hanumluwi Tati nayomberi hakawapanani mtanga yumonga, hakalikali namwenga kwa mashaka goseri.
2b0e1100ca	Yomberi ndo Rohu yakalanguziya unakaka kuusu Mlungu. Wantu wa pasipanu waweza ndiri kumuwanka toziya waweza ndiri kumwona wala kummana. Kumbiti mwenga mumana toziya kalikala namwenga na ka mngati mwenu.
2b0e120040	“Pang'enda hanuwaleki ndiri mwawashiwa, hanizi kayi kwamwenga.
2b0e13007e	Katepu hera wantu wa pasipanu hawamoni kayi ndiri, kumbiti mwenga hamumoni. Toziya nana ukomu, viraa mwenga hamuweri na ukomu.
2b0e14005b	Lishaka lilii palisokiti hamuvimani handa neni na mngati mwa Tati, naneni mngati mwamwenga.
2b0e1500bd	“Yakagayanka malagaliru ganeni na kugajimira, ndoweni walii yawanfira neni. Tati gwangu hakawafiri woseri yawanfira neni, naneni vulaa hanuwafiri womberi na hanulilanguziyi kwawomberi.”
2b0e160093	Yuda, Yuda Isikariyoti ndiri, kamgambira, “Mtuwa, hashi iwezekana gwenga kulilanguziya kwatwenga na gulilanguziya ndiri kwa wantu wa pasipanu?”
2b0e170096	Yesu kamwankula, “Muntu pakanfira neni hakagajimili mafundu gangu na Tati gwangu hakamfiri, neni pamuhera na Tati gwangu hatwizi kulikala nayomberi.
2b0e180073	Yakanfira ndiri hapeni kagajimili mafundu gangu. Na mafundu gampikaniriti gangu ndiri, galawa kwa Tati yakantumiti.
2b0e19003a	“Nuwagambiriti vitwatira avi pamweriti nakali na mwenga.
2b0e1a008e	Kumbiti mtanga, Rohu Mnanagala, ndomweni Tati hakamtumi mulitawu lyaneni, hakawafundeni kila shintu na kuwakumbusiyani goseri ganuwagambirani.
2b0e1b0096	“Nuwalekera ponga, nuwapanani ponga yangu. Nuwapanani ndiri mwenga gambira wantu wa pasipanu ntambu yawatenda. Namuwera na lyoga ama namuhinginyika.
2b0e1c00b5	Mpikaniriti kala panuwagambira, Nankugenda zyangu, shakapanu hambuyi kayi kwamwenga. Handa munganfiriti, munganemeli toziya nankugenda kwa Tati, yomberi ndo mkulu nentu kuliku neni.
2b0e1d0048	Nuwagambireni aga vinu pamberi ganalawira, su pagalawila mpati kujimira.
2b0e1e0071	Ntakula ndiri namwenga kayi vitwatira avi vivuwa, mana mtuwa gwa pasipanu kankwiza. Hapeni kawezi shintu kwaneni,
2b0e1f0098	kumbiti wantu wa pasi panu mpaka wavimani handa numufira Tati, ndo mana ntenda kila shintu gambira Tati ntambu yakanamuwiti. “Mgoloki, tuwuki panu!”
2b0f010038	“Neni ndo mzabibu gwa nakaka, Tati gwangu ndo mkulima.
2b0f020084	Yomberi kawusiyaga kila lutambi lwalulera ndiri mabwajubwaju mnumba mwangu na kila lutambi lwalulera nulugulula lupati kulera nentu.
2b0f03003c	Mwenga muwera kala muherepa toziya ya mafundu ganuwafunditi.
2b0f0400d2	Mwikali mngati mwangu, naneni nulikali mngati mwenu. Lutambi hapeni luleri mabwajubwaju gweka yakuwi, haluleri paluwera mumtera gwa zabibu. Ntambu iraayi hapeni mleri mabwajubwaju mpaka muweri mngati mwangu.”
2b0f0500ad	“Neni namzyabibu, mwenga ndo mitambi. Woseri yawawera mngati mwangu, naneni mngati mwawu, hawaleli mabwajubwaju gavuwa, pamuhera ndiri naneni hapeni mtendi shintu shoseri.
2b0f0600a7	Muntu yoseri pakalikala ndiri mngati mwangu kaswa kunja gambira lutambi lawalwasa kunja mpaka linyali, mitambi yeni ijojinirwa na kwasirwa pamotu, yeni ndo ilunguziwa.
2b0f070069	Pamulikala mngati mwaneni na visoweru vyaneni paviwera mngati mwenu, hamluwi shoseri shamfira na hampati.
2b0f080061	Ukwisa wa Tati gwangu hawuwoneki pamulera mabwajubwaju na kwa njira ayi hamuweri wafundwa waneni.
2b0f090051	Nukufireni mwenga gambira Tati ntambu yakanfira neni, mulikali muwundama wa neni.
2b0f0a0098	Handa pamjimila malagaliru gangu, hamulikali mu muwundama waneni, gambira neni ntambu yanjimiriti malagaliru ga Tati gwangu na nulikali muwufiru wakuwi.
2b0f0b0064	“Nukugambirani vitwatira avi su nemeleru yangu iweri mngati mwenu na nemeleru ya mwenga ikamiliki.
2b0f0c0043	Lilagaliru lyangu ndo ali, mulifiri weni, ntambu yanuwafira mwenga.
2b0f0d0067	Mafiliru makulu nentu kwa muntu kuulanguziya kwa waganja wakuwi ndo kuulaviya ukomu wakuwi kwa womberi.
2b0f0e0042	Mwenga ndo waganja waneni handa pamtenda shilii shanuwalagaliriti.
2b0f0f00c5	Mwenga hapeni nuwashemi kayi wamanda, toziya wamanda hapeni wavimani vyawatenda watuwa wawu. Kumbiti nuwashema mwenga waganja, toziya nuwagambiriti vitwatira vyoseri vyanpikaniriti kwa Tati gwangu.
2b0f1000c7	Mwenga munsyagula ndiri neni, kumbiti neni ndo yanuwasyaguliti mwenga na kuwatuma mgendi mwakaleri mabwajubwaju nentu, mabwajubwaju yagalikala. Su Tati hakakupanani shoseri shamluwa mu litawu lyangu.
2b0f110041	Su, lilagaliru lyangu kwa mwenga ndo ali, mulifiri weni kwa weni.
2b0f120073	“Handa wantu wa pasipanu pawakukalalirani, mliholi kuwera wankalalira neni kwanja pamberi pa kuwakalalira mwenga.
2b0f1300be	Handa memuweriti wamu wa wantu wa pasipanu, wantu wa pasipanu wangawafiriti gambira wantu wawu weni. Kumbiti nuwasyagula mwenga kulawa pasipanu, toziya wantu wa pasipanu wawakalalira mwenga.
2b0f1400d3	Muliholi shilii shanuwagambiriti, ‘Wamanda hapeni waweri wakulu kuliku watuwa wawu.’ Handa wantu pawamberiti neni, hawawaberi mwenga viraa, handa wagajimiriti mafundu ganeni, hawagajimili mafundu genu viraa.
2b0f15006d	Kumbiti womberi hawatendi vyoseri avi kwa mwenga toziya mwenga waneni, kwani wamumana ndiri ulii yakantumiti.
2b0f16007c	Handa nganiziti ndiri na kutakula na womberi wangaweriti ndiri na vidoda, kumbiti vinu hapeni wawezi kutakula wahera vidoda.
2b0f170032	Yakankalalira neni, kamkalalira Tati gwangu viraa.
2b0f1800c7	Handa nangantenda ndiri kwawomberi vitwatira vyeni kwahera muntu yumonga yakavitenditi kala mwangaweriti ndiri na vidoda, kumbiti vinu waviwoniti vyantenditi wankalalira neni pamuhera na Tati gwangu.
2b0f190052	Ndo toziya galii gagalembitwi mu Malagaliru gawu ganakaka, ‘Wankalalira hera!’
2b0f1a009c	“Mtanga yakiza ndo Rohu, hakagubutuli unakaka kuusu Mlungu, ndo mweni kiza kulawa kwa Tati. Hanumtumi kwa mwenga kulawa kwa Tati na hakatakuli kuusu neni.
2b0f1b0058	Mwenga viraa, hamtakuli kuusu neni, toziya muweriti pamuhera na neni kwanjira kwanja.”
2b1001002c	“Nuwagambiriti aga, su namleka moyu gwenu.
2b10020085	Wantu hawawawingi mwenga kulawa Mnumba zya Mlungu zyenu na shipindi hashizi yoseri pakakulageni hakavimani kamtendera Mlungu lihengu.
2b10030050	Wantu hawawatenderani vitwatira avi toziya womberi wamumana ndiri Tati ama neni.
2b100400d1	Kumbiti nukugambirani aga, su shipindi pashizaku kwa womberi kutenda vitwatira avi, hamuliholi kuwera nuwagambiriti kala. “Nuwagambiriti ndiri vitwatira avi kwanjira kwanja, toziya nweriti pamuhera namwenga.
2b1005005d	Su vinu nankugenda kwa ulii yakantumiti, kwahera ata yumu gwenu yakankosiya neni pang'endaku.
2b10060038	Vinu nuwagambirani vitwatira avi, myoyu yenu ihinginika.
2b100700bc	Kumbiti, nankuwagambirani nakaka, Iherepa kwa mwenga neni ng'endi zangu, toziya pang'enda ndiri, Mtanga hapeni kizi kwa mwenga. Kumbiti pang'enda zyangu, hanumtumi yomberi kizi kwa mwenga.
2b10080093	Nayomberi pakizaku, hakawalunguziyi unakaka wantu wa pasipanu kuwera watenda upyota kuusu vidoda na vintu vyavimfiriziya Mlungu na utoza wa Mlungu.
2b1009003a	Watenditi upyota kuusu vidoda toziya wanjimira ndiri neni,
2b100a004f	na kuusu vyavimfiriziya Mlungu, toziya nankugenda kwa Tati, hapeni mumoni kayi,
2b100b004d	nawomberi wapayira kuusu kutoza, toziya mkolamlima gwa pasipanu katozwa kala.
2b100c004a	“Nanaga gavuwa gakuwagambireni, kumbiti vinu hapeni muwezi kugahepelera.
2b100d00d3	Kumbiti pakizaku Rohu ayu, hakagubutuli unakaka kuusu Mlungu, hakawalongoziyi mu unakaka woseri. Hakatakuli ndiri kwa uwezu wakuwi mweni, kumbiti hakatakuli shilii shakapikinira na hakawagambiri vintu vyaviyiza.
2b100e0069	Yomberi hakanupi neni ukwisa, toziya hakawagambiri shilii shantakula na shilii shanumgambira kawagambiri.
2b100f0080	Vyoseri vyakawera navi Tati vyaneni, ndo mana nuwagambirani kuwera Rohu Mnanagala hakawapanani vilii vyakapatiti kulawa kwaneni.
2b10100059	“Shakali shipindi shididi hapeni mumoni kayi na shipindi shididi shakapanu hamumoni.”
2b101100c7	Wafundwa wakuwi wamu walikosiyana, “Kamaanisha shishi? Katugambira kwa shipindi shididini hapeni tumwoni, kayi shipindi shididini hatumwoni, viraa katakuriti kayi, ‘Toziya nankugenda kwa Tati.’
2b1012007c	Su, waweriti wankulikosiyana, kamaanisha shishi pakatakula, ‘shakali shipindi shididini?’ Tuvimana ndiri shakayowera!”
2b101300bc	Yesu kavimaniti handa wafiriti kumkosiya, su kawagambira, “Hashi mlikosiyana ntambu yanongiti, ‘Shakali shipindi shididini hapeni mumoni kayi na shipindi shididi shakapanu hamumoni?’
2b101400a1	Nankuwagambirani nakaka, hamulili na kudaya, kumbiti wantu wa pasi panu hawanemeleri, hamuhinginiki, kumbiti kuhinginika kwamwenga hakugalambuki kuwera nemeleru.
2b101500bd	Shipindi mdala pakalera, kawera na hinginika toziya shipindi sha kuwera mundabiri shankwiza, kumbiti mwana pakiwuka, yomberi kalyaluwa, toziya kawera na nemeleru kwiwuka kwa mwana pasipanu.
2b101600a8	Mwenga viraa mwanguhinginika vinu vinu, kumbiti hanuwawuyili kayi, mwenga hamuweri na nemeli mumyoyu mwenu na nemeli ayi kwahera muntu yakaweza kuyiwusiya kwamwenga.”
2b10170084	“Lishaka ali lyankwiza, hapeni munuwi shoseri. Nukugambirani nakaka, Tati hakawapanani shoseri shamumluwa kupitira litawu lyaneni.
2b10180073	Mpaka vinu munuwiti ndiri shoseri kwa litawu lyangu. Munduwi shoseri, namwenga hampati su nemeli yamwenga ipera.”
2b1019008d	“Nuwagambirani vitwatira avi kwa mafumbu. Kumbiti shipindi hashizi hapeni ntumiyi mafumbu kuwagambira, su hantakuli pota kufifa kuusu Tati.
2b101a0039	Lishaka ali palizaku, mwenga hamuluwi kwa litawu lyaneni,
2b101b007b	toziya Tati mweni kawafira mwenga. Yomberi kawafira mwenga toziya munfira neni na kujimira kuwera niziti kulawa kwa Mlungu.
2b101c005b	Niziti kulawa kwa Tati na niziti pasipanu, vinu nankuwuka pasipanu, nankugenda kwa Tati.”
2b101d005d	Su, wafundwa wakuwi wamgambira, “Vinu gwankutakula pota kufifa, gutakula ndiri kwa mafumbu.
2b101e0091	Vinu tuvimana kuwera gwenga guvimana kila shintu, gufira ndiri muntu yoseri kakukosiyi. Ayi itutenda tujimiri kuwera gwenga gulawa kwa Mlungu.”
2b101f0027	Yesu kawankula, “Hashi, vinu mjimira?
2b102000ba	Shipindi shankwiza, na shapalaa kala, pawawapalasiya mwoseri mwenga, kila yumu pakawuya ukaya kwakuwi, hamundeki gweka yangu. Kumbiti nagweka yangu ndiri, toziya Tati kapamuhera na neni.
2b102100b1	Nuwagambiriti aga, su hamuweri na ponga kwa kuwera pamuhera na neni. Wantu wa pasipanu hawawatendi ntabiki. Kumbiti muweri wagangamala! Neni nuwakanga kala wantu wa pasipanu!”
2b1101008b	Yesu pakamaliriti kutakula aga, kalola kumpindi, kalonga. “Tati, shipindi shisoka! Gumkwisi mwana gwaku su Mwana kapati kukukwisa gwenga.
2b1102005b	Gumupiti uwezu kwa wantu woseri, su guwayupi ukomu wa mashaka goseri woseri awa wagunupiti.
2b1103007d	Na ukomu wa mashaka goseri ndo awu, kukumana gwenga yaguwera gweka yaku Mlungu gwa nakaka na kumana Yesu Kristu, yagumtumiti.
2b1104004f	Neni nuulanguziya ukwisa waku pasipanu, ntenda kala lihengu lyagunupiti ntendi.
2b11050067	Tati! Gunkwisi pawulongolu paku vinu, ukwisa ulii yatuweriti nawu pamuhera pamberi pa kunyawa pasipanu.
2b110600a6	“Nukutenda gumanikani kwa wantu walii wagunupiti kulawa pasi panu. Waweriti wantu wakuwi. Na gwenga gunupiti waweri waneni. Womberi washipikanira shisoweru shakuwi,
2b1107003a	na vinu wavimana handa kila shagunupiti shilawa kwagwenga.
2b1108007d	Nuwapanani ujumbi ulii wagunupiti na womberi wawuwanka, wavimana nakaka ndawiti kwagwenga na wajimira handa gwenga guntumiti.
2b1109006a	“Nuwaluwira awa. Nuwaluwira ndiri wantu woseri wa pasipanu kumbiti nuwaluwira wagunupiti, mana ndo waku.
2b110a006a	Vyoseri vyawera navi ndo vyaku na vyaku ndo vyaneni na ukwisa waneni uwonikana pakati pa wantu wagunupiti.
2b110b00e1	Na vinu niza kwakuwi, namulamu ndiri kayi pasipanu, kumbiti womberi wamulamu pasipanu. Tati Mnanagala! Kwa likakala lya litawu lyaku lyagunupiti, shondi shondi guwatuli weri su waweri yumu gambira twenga ntambu yatuwera yumu.
2b110c00d4	Pamuweriti nawomberi, neni nuwalolera weri kwa likakala lya litawu lyaku lyagunupiti. Neni nuwalolera, kwahera ata yumu gwawu yakagamiriti, kumbiti ulii yumu yakagamiriti, su Malembu Mananagala gapati kutimirika.
2b110d0069	Na, vinu niza kwagwenga na ntakula vitwatira avi pasipanu, su waweri na nemeleru ikamilika mumyoyu mwawu.
2b110e007b	Nuwayupiti ujumbi waku na wantu wa pasipanu wawakalalira toziya womberi wa pasipanu ndiri, gambira neni gwa pasipanu ndiri.
2b110f004c	Nduwa ndiri guwawusiyi pasipanu, kumbiti nduwa guwaloleri na mkondola uliya.
2b1110004a	Womberi wa pasi panu ndiri, handa viraa ntambu yanwera ndiri gwa pasipanu.
2b11110042	Guwapungi waweri wagwenga munakaka, shisoweru shaku ndo shanakaka.
2b11120052	Ntakula viraa ntambu yaguntumiti pasipanu, naneni viraa nuwatuma womberi pasipanu,
2b11130058	na kwajili yawu, namweni neni nulitula kwa gwenga su nawomberi viraa wapungwi muunakaka.
2b1114005e	“Nuwaluwira awa ndiri hera, kumbiti nuwaluwira viraa woseri yawajimira toziya ya ujumbi awu.
2b111500d1	Nduwa su woseri waweri yumu. Tati! Nduwa waweri mngati mwa twenga gambira viraa gwenga ntambu yaguwera mngati mwaneni, naneni mngati mwaku. Nduwa waweri yumu su pasipanu papati kujimira handa gwenga guntumiti.
2b1116006e	Neni nuwapanani ukwisa ulaa uliya wagunupiti neni, su waweri shintu shimu gambira twenga ntambu yatuwera yumu,
2b111700ac	neni, namngati mwawu nagwenga mngati mwangu, nduwa wakamiliki na waweri yumu, su wantu wa pasipanu wapati kumana gwenga guntumiti na guwafiri womberi ntambu yagunfira neni.
2b11180097	“Tati! Nfira awa wagunupiti waweri pamuhera naneni palaa panu, su wawoni ukwisa waneni wagunupiti, toziya gunfiriti neni pamberi pa kunyawa pasipanu.
2b1119006a	Tati Muheri! Wantu wa pasipanu wakumana ndiri, kumbiti neni nukumana. Awa wavimana handa gwenga guntumiti.
2b111a0085	Nukutenda gumanikani, na haendereyi kutenda hangu, su ufiru yaguwera nawu kwaneni uweri mngati mwawu, naneni hanweri mngati mwawu.”
2b120100b9	Yesu pakamaliliti kuluwa, kagenditi kumwambu kulushemba Kedironi, pamuhera na wafundwa wakuwi. Pahala panu paweriti na shiwunga sha mitera, Yesu kingira amu pamuhera na wafundwa wakuwi.
2b12020074	Yuda, kamgalambukiti Yesu, pakamaniti pahala panu kwani mala zivuwa Yesu kaliwoniti na wafundwa wakuwi pahala palii.
2b120300ab	Yuda katoriti shipinga sha wanjagila kulawa kwa watambika wakulu wa Numba ya Mlungu na Mafalisayu, su kiza nawu mushiwunga womberi waweriti na limbamba lya motu na vimagi.
2b12040056	Yesu, kavimana goseri gagafira kumpata, kalawira, kawakosiya, “Mwankumsakula gaa?”
2b1205008f	Nawomberi wankula, “Yesu gwa Nazareti!” Yesu kawagambira, “Neni ndo mweni.” Yuda yakaweriti kamgalambukiti kagoloka pamuhera nawomberi.
2b12060048	Yesu pakawagambiriti, “Neni ndo mweni,” Wawuya kumbeli, waguwa pasi.
2b12070053	Yesu kawakosiya kayi, “Mwankumsakula gaa?” Wamwankula, “Yesu gwa Nazareti!”
2b12080077	Yesu kawagambira, “Nuwagambireni kala neni ndo mweni. Su, payiwera mwankunsakula neni, muwaleki awa wagendi zyawu.”
2b12090072	Katakula aga su gapati kutimiya galii ganakaka gagatakulitwi, “Walii yagunupiti Tati, numwasa ndiri ata yumu.”
2b120a0093	Simoni Peteru kaweriti na upanga, su, kuwulaviya kalidumura likutu lya kumliwu lya ntumintumi gwa Mtambika Mkulu. Ntumintumi ayu wamshema Malikusi.
2b120b008f	Su, Yesu kamgambira Peteru, “Guwuzii upanga waku mumuhaku. Hashi, gulihola handa nandi ndiri shikombi sha ndabiri shakanupiti Tati gwangu?”
2b120c0063	Shikundi sha wanjagila wa Rumi na Mnjagira mkulu na walolera wa Wayawudi wamkamuliti Yesu, wamtawa,
2b120d0073	na kumjega kwanja kwa Anasi. Anasi kaweriti mganafu gwa Kayafa ndo mweni kaweriti Mtambika mkulu gwa shinja shilii.
2b120e0069	Kayafa ayu ndo ulii yakaweriti kawagambiriti Wayawudi, membaka muntu yumu kahowi kwajili ya wantu wavuwa.
2b120f00c1	Simoni Peteru pamuhera na mfundwa gwingi wamfatiti Yesu. Toziya mfundwa yumonga ayu kaweriti kamanikana nentu kwa Mtambika Mkulu, hangu kagenda pamuhera na Yesu pakati pamdamu pa Mtambika Mkulu
2b121000ab	Peteru pakaweriti kagoloka pamlyangu. Su, mfundwa gwingi yakamanikaniti na Mtambika mkulu kalawiti kunja, katakula na mdala yakaweriti pamlyangu na kumjega Peteru mungati.
2b12110099	Mnjagira mhinja ayu gwapamlyangu kamkosiya Peteru, “Hashi nagwenga viraa yumu gwa wafundwa wa muntu ayu?” Peteru kamgambira, “Ndala, neni ndiri!”
2b121200a3	Wantumintumi na wawanjagila waweriti wakoziya motu toziya kuweriti na mpepu, waweriti wanguyotera motu. Peteru kaweriti kagoloka pamuhera nawomberi kakwotera motu.
2b12130046	Mtambika Mkulu kamkosiya Yesu kuusu wafundwa wakuwi na mafundu gakuwi.
2b121400d1	Yesu kamwankula, “Ntakula na kila muntu mashaka goseri pawonikaniti. Kila mala nfunda munumba za Mlungu na Mnumba nkulu ya Mlungu, pahala pawalyonaga Wayawudi woseri na wala ntakula ndiri shoseri kwa kufifa.
2b1215007e	Hashi gunkosiya neni? Guwakosiyi wantu yawampikinira neni. Womberi wavimana vyanuwagambiriti, wavimana shintu shantakuliti.”
2b12160079	Pakamaliliti kutakula aga yumu gwa wanjagila kamkomiti Yesu likofi pakalonga, “Gumwankula ntambu ayi Mtambika Mkulu?”
2b1217008c	Yesu kankula, “Handa ntakula weri ndiri, gumugambiri kila muntu ka panu iweriti hashi, kumbiti handa ntakula weri, iwera hashi gunkoma?”
2b1218003b	Su, Anasi kamjega Yesu kwa Mtambika Mkulu Kayafa pawamtawa.
2b121900ac	Simoni Peteru kaweriti panu kanguyotera motu. Su, wamkosiya, “Hashi, nagwenga viraa yumu gwa wafundwa wakuwi muntu ayu?” Yomberi kaberiti na kutakula, “Neni ndiri”.
2b121a00a6	Yumu gwa wantumintumi wa Mtambika Mkulu, nayomberi kaweriti mlongu gwa ulii yakadumulitwi likutu na Peteru katakula nukuwoniti pamuhera na Yesu mushiwunga sha mitera.
2b121b0031	Peteru kamlema kayi, palaa paliya njogolu kawika.
2b121c00c1	Mandawila putiputi Yesu wamtola kwa Kayafa, wamjega mpaka kwa Liwali, wakulu awa wa Shiyawudi wingira ndiri amu, wafiriti ndiri kuwera wahumba, toziya wafiriti wawezi kuliya shiboga sha Pasaka.
2b121d005a	Su Pilatu kawagendiriti kulaa kunja, kawakosiya, “Muntu ayu katenda vintu gaa vidoda?”
2b121e0061	Wamwankuliti, “Handa ayu kangaweriti muntu yakatenda gaherepa twangamjegiti ndiri kwagwenga.”
2b121f00b3	Pilatu kawagambira, “Mumutoli maweni muntu ayu, mumutozi kulawirana na malagaliru genu maweni.” Wayawudi wamwankula, “Twenga twahera uwezu wa kumtoza muntu yoseri kahowi.”
2b12200062	Vilawiriti avi su viweri nakaka visoweru vyakatakuliti Yesu kulanguziya kuhowa na ntambu hakahowi.
2b12210065	Pilatu kawuya kayi mu liboma na kamshema Yesu, kamkosiya, “Eti, gwenga gwa mfalumi gwa Wayawudi?”
2b1222006c	Yesu kamwankula, “Hashi, gunkosiya hangu gumweni gwenga ama kwana wamonga wakugambira visoweru vyaneni?”
2b12230079	Pilatu kamwankula, “Hashi, gulihola Namyawudi neni? Wantu waku na watambika wakulu wakujega kwaneni. Gutenda shishi?”
