0100000005	Ugiti
0e1e0e00b3	Ɗa uma a̱ ɗa̱nga̱i a̱ muɗa̱i atalialyuka a na i punu a Urushelima n atalialyuka o kusongu ili i ma̱gula̱ni ɗa a banai a̱ va̱ma̱i a ɗa a̱ ka̱ra̱Ꞌa̱ ka Kidiron.
0e1e0f010e	Ɗa a kiɗai ma̱giri ma̱ ka̱ɗiva̱ ka kupasamgbanai a kanna ka kupa n ka̱ na̱shi ko wotoi u ire. Ɗa anan ganu n aza Levi a na erengi ka̱ci ka̱ le ba a panai wono ɗa erengi ka̱ci ka̱ le ɗa a̱ tuka̱i n kuneꞋe ku kusongu A̱Ꞌisa̱ a gbayin a Vuzavaguɗu.
0e1e1000a7	Ɗa e remei ulinga u le A̱Ꞌisa̱ a gbayin a Vuzavaguɗu, tsu na wila̱ u Musa u dansai vuma vu Ka̱shile. Ɗa anan ganu a vishangi mpasa n na aza e Levi e nekei le.
0e1e1100de	Ana uma n a̱bunda̱i o koɓolo ka erengu ka̱ci ke le ba, nannai va wo okpo ta̱ mayun a aza e Levi a kiɗaka yaba dem ngiri n ka̱ɗiva̱ ka kupasamgbanai adama aza a na i ciɗa ba. adama a na erengu n ɗa u Vuzavaguɗu.
0e1e12016d	Ko a na wo okpoi uma a na uta̱i kumaci ku Ifiraimu n ku Manasa n ku Isaka n ku Zabalun erengu ka̱ci ka̱ le ba, n nanai dem a lyaꞋa ta̱ ili i ka̱ɗiva̱ ka kupasamgbanai, ko a na wo okpoi derere ɗa ba tsu na wila̱ u Musa u dansai. Ama mogono Hezekiya u yaꞋanka le ta̱, avasa u danai, “YaꞋan Vuzavaguɗu vuza kasingai u cinukpaka yaba dem unushi u ni,
0e1e1300c5	vuza na baci u nekei ka̱ɗa̱ ka̱ ni, kula̱nsa̱ Vuzavaguɗu Ka̱shile ki ikaya i tsu, ko a na wu erengu ka̱ci ka̱ ni ciɗa tsu na wila̱ wa̱ A̱Ꞌisa̱ a gbayin a Vuzavaguɗu o tonoi ba.”
0e1e140045	Ɗa tana Vuzavaguɗu u panai avasa a Hezekiya ɗa u potsotongi uma a.
0e1e1500f4	Ɗa aza a Isaraila a banai a Urushelima a yaꞋin ka̱ɗiva̱ ka boroji vu babu yisiti ali ayin e cindere m ma̱za̱nga̱ magbayin, aza e Levi n anan ganu a cikpai Vuzavaguɗu kanna lakam, n a yaꞋin ishipa n ucanuku u tsuwaꞋi u Vuzavaguɗu.
0e1e16012b	Ɗa Hezekiya u nekei aza e Levi ra̱ka̱ kadanshi, adama tsu na e nekei ka̱ci ke le a̱ ubuta̱ u kucikpa Vuzavaguɗu. A ka̱tsuma̱ ka ayin e cindere a nampa a lyaꞋi ilikulyaꞋa i ka̱ɗiva̱ i na erengi adama e le n nekei alyuka a̱ ma̱ta̱na̱ n a cikpai Vuzavaguɗu Ka̱shile ki ikaya i le.
0e1e1700b3	Ɗa koɓolo ka uma ka ra̱ka̱ a̱ ushuki kudoku kuyaꞋan ka̱ɗiva̱ ka ayin e cindere kpamu. Ɗa a lyaꞋi kelime n kuyaꞋan ka̱ɗiva̱ ka n ma̱za̱nga̱ ali ayin e cindere.
0e1e180119	Ɗa Hezekiya mogono ma Yahuda u nekei koɓolo ka uma ka obomburon ka̱kpa̱n, nkyon nu nraɗika a̱kpa̱n e cindere, adama alyuka. Ɗa nkoshi m gba̱ra̱-gba̱ra̱ feu e nekei o bomburon ka̱kpa̱n, nkyon nu nraɗika a̱kpa̱n kupa, Ɗa anan ganu n a̱bunda̱i erengi ka̱ci ke le.
0e1e1900e9	Ɗa koɓolo ka aza a Yahuda ra̱ka̱, anan ganu n aza e Levi n koɓolo ka uma ra̱ka̱ aza a na uta̱i a Isaraila, n omoci a na u uta̱i a iɗika yi Isaraila, aza a uduma n omoci a na i a̱ ida̱shi a Yahuda, a yaꞋin ma̱za̱nga̱.
0e1e1a00c5	A yaꞋin ma̱za̱nga̱ ma̱ a̱bunda̱i a Urushelima, adama a na ili i na i ɗikai a ayin a Sulemanu kolobo ka Dawuda mogono mi Isaraila, a saꞋwa kuyaꞋan ka̱ɗiva̱ tsu nanlo a Urushelima ba.
0e1e1b009e	Ɗa anan ganu n aza e Levi a̱ ɗa̱nga̱i a zuwakai uma una̱singai, ɗa tana Vuzavaguɗu u panaka avasa e le ɗe gaɗi a̱ ubuta̱ wi ida̱shi u ciɗa u ni.
0e1f010124	Ana o kotsoi ka̱ɗiva̱ ka, ɗa aza a Isaraila a na a banai a Urushelima ra̱ka̱ a̱ ka̱ra̱Ꞌi likuci-likuci i Yahuda n i Bayami n i Ifirayimu n i Manasa. Ɗa o ɓosoi a̱ma̱li a Ashera, ɗa a̱ fa̱da̱i nva̱li n atalialyuka. Ɗa aza a Isaraila o bonoi a̱ likuci i le n iꞋuwa i le.
0e1f0200fd	Ɗa mogono Hezekiya u peciki anan ganu koɓolo n aza e Levi ka̱tsura̱-ka̱tsura̱, tsu na a kuyaꞋan ulinga. Aza e kuneꞋe ku kusongu n aza e kuneꞋe ku ma̱ta̱na̱, a yaꞋan a̱ga̱nda̱ a cikpa Vuzavaguɗu a̱ utsutsu wa̱ A̱Ꞌisa̱ a gbayin.
0e1f0300d5	Ɗa mogono feu ma̱ ɓa̱nka̱i le nu nnama ma alyuka o kusongu, a na a ci yaꞋan n usana n kulivi n a kanna ka Ashibi n ko wotoi u savu, n ayin a̱ ka̱ɗiva̱ a na a zuwai, tsu na wila̱ u Vuzavaguɗu u dansai.
0e1f0400a9	Ɗa mogono ma danai aza a na i a̱ ida̱shi a Urushelima e neke anan ganu n aza e Levi ugboku u le, ciya̱ e neke ka̱ci ke le a̱ ubuta̱ u kutono wila̱ u Vuzavaguɗu.
0e1f0500ff	Ana uma a panai kadanshi ka ka̱ ka̱ra̱Ꞌi a̱ ubuta̱ dem, ɗa aza a Isaraila a̱ tuka̱i n ili i na i gita̱i kugeꞋwe ya ashina e le, ma̱kya̱n n maniꞋin n ishigi n ili ya ashina ra̱ka̱. A̱ tuka̱i ili i te a̱ ka̱tsuma̱ ka kupa yi ili dem.
0e1f06011a	Aza Isaraila n aza a Yahuda a na i a̱ ida̱shi a̱ likuci-likuci i Yahuda feu a̱ tuka̱i n ili i te a̱ ka̱tsuma̱ ka kupa ke le ka anaka nu nkyon n ili i te a̱ ka̱tsuma̱ ka kupa ki ili i na erengi adama a ulinga u Vuzavaguɗu Ka̱shile ke le, ɗa a zuwai i ɗa oɓolo-oɓolo.
0e1f070053	A̱ gita̱i kuɓolongusu ucanuku wa o wotoi u tatsu ɗa o kotsoi o wotoi u cindere.
0e1f08008b	Ana Hezekiya nu nkoshi m gba̱ra̱-gba̱ra̱ a̱ ta̱wa̱ enei koɓolo ku ucanuku wa, ɗa a cikpai Vuzavaguɗu n uma a̱ ni aza a Isaraila.
0e1f090065	Ɗa Hezekiya we ecei anan ganu n aza e Levi u danai, te ɗai koɓolo ku ucanuku ka nampa ka̱ uta̱i?
0e1f0a0164	Ɗa Azariya ganu vu gbayin vuza vu kpaꞋa ku Zadoku wu ushuki Hezekiya u danai, “Ili i na i ɗikai a ayin a na uma a̱ gita̱i kutuka̱ n kuneꞋe ku le A̱Ꞌisa̱ a gbayin a Vuzavaguɗu, tsu ci ciya̱ ta̱ ilikulyaꞋa ba̱ri ali i buwa, adama a na Vuzavaguɗu u zuwaka ta̱ uma a̱ ni una̱singai, ɗaɗa i zuwai ɗa tsu buwai n ili n a̱bunda̱i.”
0e1f0b0061	Ɗa Hezekaya u zuwai a lapula mpon A̱Ꞌisa̱ a gbayin a Vuzavaguɗu, ɗa tana a yaꞋin nannai.
0e1f0c00f2	Ɗa a̱ tukai n kuneꞋe ku le, n ili i te a̱ ka̱tsuma̱ ka kupa n ili i na erengi n ka̱ɗu ke te. Ɗa zuwai vuza na u kula̱na̱ ucanuku wa vuza kula Konaniya vuza va aza e Levi ɗa, toku ni Shimeyi tamkpamu wo okpoi ka̱ɓa̱nki ka̱ ni,
0e1f0d0106	aza a na a̱ ɓa̱nka̱i le ulinga wa kpamu ele ɗa, Jehiyelu n Azaziya n Nahatu n Asahelu n Jerimotu n Jozabadu n Eliyelu n Isamakiya m Mahatu m Benaya. Mogono Hezekiya n Azariya ganu vu gbayin va̱ A̱Ꞌisa̱ a gbayin a Vuzavaguɗu a ɗa a zagbai uma nampa a.
0e1f0e00fd	Kore kolobo ka Imuna vuza va aza e Levi vuza kindi ku utsutsu u kasana, a̱yi ɗa a zuwai u la̱na̱ kuneꞋe ku ucigi u ka̱ɗu, ku na a̱ tuka̱i Ka̱shile, a̱yi ɗa kpamu u kupecuku kuneꞋe ku na erengi u Vuzavaguɗu n alyuka a na a laꞋi n ciɗa.
0e1f0f00e3	Aza a na a̱ kuɓa̱nka̱ Kore ele ɗa, Eden m Miniyamin, Jesuwa n Shemaya n Amariya n Shekaniya. N ka̱ɗu ke te kaꞋa a̱ ka̱na̱i kupeceke aza e le anan ganu ucanuku ka̱tsura̱-ka̱tsura̱ ke le derere vuza gbayin n maku.
0e1f100109	Ɗa kpamu o doku e pecekei muku n ali ma̱ a̱ya̱ a tatsu a kubana gaɗi, aza a na a ɗanai ula e le a katagarda ka kumaci ka aza e Levi, ele na a kuꞋuwa A̱Ꞌisa̱ a gbayin a Vuzavaguɗu adama a na a yaꞋan ulinga u kanna dem u na e pecekei ka̱tsura̱ ke le.
0e1f1100bd	Ɗa e pecekei anan ganu kuneꞋe, tsu na i a tsumani ci iꞋuwa yi ikaya i le. Aza e Levi a na a yawai a̱ya̱ kamanga n kapashi, e ci neke le ta̱ feu tsu na ulinga u ka̱tsura̱ ke le ki.
0e1f1200ee	Ɗa e peciki ilikulya o koɓolo ka uma ka na a cinai ula e le uɗani a katagarda ka tsumani tsu anan ganu n aza e Levi, n a̱ma̱ci e le n muku n le n wawaꞋa n aza a̱ gba̱ra̱-gba̱ra̱. Adama a na erengu ka̱ci ke le n ka̱ɗu ke te.
0e1f13010f	Anan ganu tamkpamu, kumaci ku Haruna ku na ki ida̱shi uka̱ra̱Ꞌi n likuci-likuci, a zagba ta̱ ali tsu kula ku likuci dem, a̱ ka̱na̱ kupecuku le ucanuku wa. ali ra̱ka̱ a na ula e le i punu a uɗani a katagarda ka aza e Levi, ɗa e nekei le upeci wu ucanuku u le.
0e1f140076	Ta Hezekiya u yaꞋin nannai a iɗika i Yahuda. U yaꞋin ili i na yi derere n usuɓi u Vuzavaguɗu Ka̱shile ka̱ ni.
0e1f1500ff	A̱ ka̱tsuma̱ ku ulinga u na Hezekiya u yaꞋin punu A̱Ꞌisa̱ a gbayin a Vuzavaguɗu, n tsu na wila̱ u Musa n kuyotsongusu ku Vuzavaguɗu, u la̱nsa̱ ta̱ Ka̱shile ka̱ ni n ka̱ɗu ka̱ ni ra̱ka̱. Adama a nannai ɗa u ciya̱i ulyaꞋi u kelime.
0e2001011e	Ana mogono Hezekiya u kotsoi kakuna ku usuɓi ka na u yaꞋin, ɗa mogono Senekeribu vuza va aza a Asiriya u bankai aza a Yahuda n kuvon. A̱yi n osoji a̱ ni a kambuki likuci yi nshilya adama o kuvon, e kusheshe ku ni wi ta̱ a kulyaꞋa le n kuvon, ka̱ta̱ wi isa le okpo aza a̱ ni.
0e20020041	Ana Hezekiya we enei Senekeribu u tuka̱ ta̱ Urushelima kuvon n,
0e200300da	ɗa u yaꞋin kadanshi nu nkoshi m gba̱ra̱-gba̱ra̱ n likuci n aza e kelime osoji a̱ ni. Ɗa a zuwai kadanshi i ta̱ a̱ ciɗa̱ngu a̱shi a̱ mini a na i uka̱ra̱Ꞌi u likuci. Ɗa tana a̱ ɓa̱nka̱i mogono ma.
0e200400f6	Uma n a̱bunda̱i o ɓolongi a̱ ciɗa̱ngi a̱shi a̱ mini a nu nyeneke n na mi e kuyene a kubana a̱pula̱ka̱. Ɗa a danai, “Adama a̱ yiɗa̱i ɗa tsa̱ kuka̱sukpa̱ mogono ma aza Asiriya u ta̱wa̱ u cina mini ma̱ a̱bunda̱i punu na?”
0e2005015f	Ɗa mogono ma yaꞋin ka̱ɗu ma lapulai nshilya ma a̱ ubuta̱ u na n yikpa̱i. Ɗa u maꞋi nshilya mu ugaɗi ma. Ɗa kpamu u umaꞋi mashilya mo yoku u ka̱ra̱Ꞌi n ma̱ ugiti ma. Ɗa kpamu u lapulasakai a̱ ubuta̱ u kindi u na a shatangi n kayala n uɓon u kasana n Urushelima. Ɗa kpamu u yaꞋin ucanuku u kuvon nu nra̱ga̱ ma̱ a̱bunda̱i.
0e20060090	Ɗa u zagbai ovonshi osoji u tono n uma, u ɓolongi le wa̱ ni a̱ ka̱ba̱nga̱ ka na ki a̱ utsutsu u likuci, ɗa u nekei le kadanshi u danai,
0e200700b3	“Tsurukpai i gbamai asuvu. Ka̱ta̱ i pana wovon ko i rikpa̱ adama mogono ma Asiriya n ka̱bunda̱i ko ovonshi ka̱ ni ba, adama a na utsura u na ci n u ɗa u laꞋa ta̱ u ni.
0e2008010e	Wi ta̱ n osoji a̱bunda̱i, ama utsura u ni u uma u ɗa, ama a̱tsu ci ta̱ n Vuzavaguɗu Ka̱shile ka̱ tsu ka na ka̱ kuɓa̱nka̱ tsu, a̱yi ɗa vuza na wa̱ kushilika̱ adama a̱ tsu.” Ɗa uma a panai u yoꞋo u kadanshi ka na Hezekiya mogono ma Yahuda u yaꞋin.
0e200900de	M megeshe kenu ɗa Senekaribu mogono ma Asiriya vuza na u kambuki Lakishi n osoji a̱ ni ra̱ka̱ adama o kuvon, u suki aza a usuki a̱ ni a kubana a Urushelima u Hezekiya mogono ma Yahuda n aza a Yahuda ra̱ka̱. U danai.
0e200a00da	“Ili i na Senekeribu mogono m Asiriya m a dansai i ɗanna, ‘U yayi tamkpamu i nekei katsura ka̱ ɗa̱, ali ɗa yi a kusheshe yi ta̱ a ku laꞋaka n wuma punu a̱ likuci i ɗa̱ Urushelima vu na n kambuki n kuvon?
0e200b00dc	Ili i na Hezekiya ɗa wi a̱ kuripula̱sa̱ ɗa̱, adama a na u zuwa ɗa̱ i kuwa̱ n kambulu n kakuli, ɗaɗa i zuwai u danai, “Vuzavaguɗu Ka̱shile ka̱ ɗa̱ ki ta̱ a ki isa ɗa a̱ ubuta̱ u mogono ma Asiriya.”
0e200c00a7	Hezekiya ɗa u fa̱da̱i ubuta̱ u kucikpa u Vuzavaguɗu n atalialyuka a ba, ɗa u danai aza a Yahuda n aza a Urushelima, “A yaꞋan alyuka a katalikalyuka ke te”?
0e200d00a7	A̱ɗa̱ i yeve ili i na mpa n ikaya i va̱ ci yaꞋankai uma a iɗika kakawu ba? Likuci yi ene i ɗa i na Ka̱shile ke le ka fuɗai ka̱ ɓa̱nka̱i le ekiye a̱va̱?
0e200e008f	Ya yi a̱ ka̱tsuma̱ ka̱ a̱ma̱li ra̱ka̱ ki iɗika i nampa i na ikaya i va̱ i la̱nga̱sa̱i u fuɗai wi isai uma a̱ ni e kiye a̱ va̱?
0e200f0119	Gogo na ka̱ta̱ i ka̱sukpa̱ Hezekiya u doro ɗa̱ ko u varuku ɗa̱ ba, Ka̱ ta̱ yi ushuku n a̱yi ba. adama a na babu Ka̱shile ka̱ likuci ko tsugono tsu na tsu fuɗai ci isai uma a̱ ni ekiye a̱ va̱. Nini ɗai Ka̱shile ka̱ ɗa̱ ka kufuɗa ku isa ɗa̱ ekiye va̱.’”
0e2010006a	Ɗa aza a ulinga a Senekeribu o doku a yaꞋin kavama u Vuzavaguɗu Ka̱shile n kagbashi ka̱ ni Hezekiya.
0e2011011f	Ɗa kpamu mogono ma ɗanai katagarda u shikai Vuzavaguɗu Ka̱shile ki Isaraila, u danai punu a katagarda ka. “Tsu na a̱ma̱li a iɗika o yoku a fuɗa a isa uma e le ekiye a̱ va̱ ba, ta feu Ka̱shile ka Hezekiya ka̱ kukpa̱ɗa̱ kufuɗa ku isa uma a̱ ni e kiye a̱ va̱ nannai.”
0e201200e4	Ɗa azusuki a yaꞋin kadanshi n ka̱la̱ka̱tsu ka gbayin n kelentsu ka aza a Ibirahi adama a na a̱ rikpa̱sa̱ aza a Urushelima a na i a̱ ku la̱nuku n mashilya ma̱ likuci ma, a yaꞋan ta̱ nannai adama a na isa likuci ya.
0e20130086	Ɗa a̱ ka̱na̱i kadanshi ka̱ Ka̱shile ka Urushelima adanshi ki ta̱ derere n a̱ma̱li a uma aduniyan, a na uma a yaꞋin n ekiye.
0e2014006a	Ɗa mogono Hezekiya ele n keneki Ishaya kolobo ka Amozu a yaꞋin avasa u Vuzavaguɗu adama a kadanshi ka.
0e2015013b	Ɗa Ka̱shile ka suki kalingata ka unai ovonshi eyevi o kuvon n ovonshi osoji n aza e kelime a̱ ka̱tsura̱ ko mogono ma Asiriya. Adama nanai ɗa Senekeribu u bonoi a̱ likuci i ni n wono. Kanna ko yoku ana u uwai a̱ ma̱va̱li ma̱ ka̱ma̱li ka̱ ni, ɗa muku mo olobo n ni n yoku a uwa unai ni punu n kotokobi.
0e201600d1	Ta Vuzavaguɗu wi isai Hezekiya koɓolo n uma a Urushelima ekiye e Senekeribu mogono ma Asiriya n irala i le i na i buwai. Ɗa u nekei le ida̱shi i ma̱ta̱na̱ a iɗika ra̱ka̱ i na yi uka̱ra̱Ꞌi n e le.
0e201700fe	Ɗa uma n a̱bunda̱i a̱ tuka̱i Vuzavaguɗu n kuneꞋe a Urushelima ɗa kpamu a̱ tuka̱i n ucanuku u singai u Hezekiya mogono ma Yahuda. Ili i na i ɗikai a ayin a nanlo ɗa Hezekiya u ciya̱i tsugbayin n a̱bunda̱i a̱ ubuta̱ uma aduniyan ra̱ka̱.
0e201800b2	A ayin nanlo a ɗa Hezekiya u yaꞋin n mɓa̱la̱ adanshi wi ta̱ a̱ kukuwa̱. Ɗa u yaꞋin avasa u Vuzavaguɗu, ɗa u panai avasa a̱ ni, ɗa u nekei ni urotu a na u kupotso.
0e201900c2	Ama adama a̱ra̱ɗi a̱ ni, Hezekiya u bono u cikpa Vuzavaguɗu adama a kasingai ka na a yaꞋankai ni ba, adama a nannai ɗa Vuzavaguɗu u yaꞋin wupa n a̱yi n aza a Yahuda n aza Urushelima.
0e201a00ae	Ɗa Hezekiya u shika̱i unushi adama a̱ra̱ɗi a̱ ni, ɗa aza a Urushelima feu a yaꞋin nannai, adama a nannai Vuzavaguɗu u takacika le a ayin a na Hezekiya wi n wuma ba.
0e201b00d0	Hezekiya tana wi ta̱ n uciyi wa a̱bunda̱i n tsugbayin, ɗa u maꞋakai ka̱ci ka̱ ni mpon adama o kufoɓo azurufa n azanariya n ubuta̱ wa atali a singai n ili i wali nu nra̱ga̱ n ili i singai ra̱ka̱.
0e201c00a1	Ɗa kpamu u maꞋin mpon n kufoɓo ishina m ma̱kya̱n masavu n maniꞋin ma zaitu. Ɗa kpamu u yaꞋin afalaka adama a icuꞋu yi anaka kakau n ushiga wu nlala.
0e201d00ad	Ɗa kpamu u maꞋakai ka̱ci ka̱ ni likuci i kenkeꞋen n a̱bunda̱i, kpamu wi ta̱ n ushiga wu nkyon n wa anaka, adama a na Ka̱shile ka neke yi ta̱ uciyi n a̱bunda̱i.
0e201e00ef	Hezekiya ɗa vuza na u votsuki mini ma na mi e kuyene a kubana a Gihon, ɗa u zuwai mini ma bonoi e kuyene a kubana a uɓon u ka̱livi a̱ likuci i Dawuda. Ɗa Hezekiya u ciya̱i ulyaꞋi u kelime a̱ ka̱tsuma̱ ka ili i na u yaꞋin dem.
0e201f00d5	Ama ana aza a̱ usuki uta̱i a Babila a̱ ta̱wa̱ ece yi ukuna wu urotu wi ili mereve i na yi a iɗika ya, Ɗa Ka̱shile ka̱ ka̱sukpa̱i ni adama a na u kondo yi ka̱ta̱ u yeve ili i na yi a̱ ka̱ɗu ka̱ ni.
0e202000a7	Ulinga u na u buwai u Hezekiya n ili i singai i na u yaꞋin. Yi ta̱ uɗani a katagarda ka kene ki Ishaya maku ma Amozu n a katagarda ko ngono n Yahuda n mi Isaraila.
0e202100f5	Ɗa Hezekiya u bankai ukpisa̱ ɗa a̱ ciɗa̱ngi ni a kaginda ka asaun a̱ muku mo olobo n Dawuda. Aza a Yahuda ra̱ka̱ n aza a Urushelima e nekei ni tsugbayin a Makyan ma na u kuwa̱i. Ɗa Manasa kolobo ka̱ ni ko okpoi mogono a̱ una̱ u ni.
0e2101007e	Manasa wi ta̱ n a̱ya̱ kupa n e re a na wo okpoi mogono, ɗa u lyaꞋi tsugono a Urushelima a̱ya̱ amangerenkupa n a tawun.
0e2102007f	Ɗa u yaꞋankai ka gbani-gbani u Vuzavaguɗu, u tonoi uye wu unata wu uduniya u na Vuzavaguɗu u lokoi adama a aza a Isaraila.
0e21030110	Adama a na u maꞋasaka ta̱ nva̱li n na esheku a̱ ni Hezekiya u ɓosoi, ɗa u maꞋakai ka̱ma̱li ka BaꞋalu atalikalyuka, ɗa kpamu u maꞋi nlulu n ka̱ma̱li ka Ashera tsu na Ahabu mogono mi Isaraila ma yaꞋin. Ɗa kpamu u kuɗa̱nki wotoi n azangata u cikpai le.
0e2104009f	Ɗa u maꞋi atalialyuka A̱Ꞌisa̱ a gbayin a Vuzavaguɗu, a̱ ubuta̱ u na Vuzavaguɗu u danai, “Kula ku va̱ ki ta̱ o kuyongo a Urushelima ayin tutu.”
0e21050077	A ulanga u re wa̱ A̱Ꞌisa̱ a gbayin a Vuzavaguɗu u maꞋi atalialyuka adama a na u cikpa kanna n wotoi n azangata.
0e2106010e	Ɗa Manasa u nekei muku n ni alyuka akina a̱ ka̱ra̱ ka Hinomu. Ɗa kpamu u ka̱na̱i kuyaꞋan kula̱na̱ n a̱da̱bu n tsuboci nu nkunu u tonoi aza a na a tsu gbaɓa kaci n a̱kpisa̱. Ɗa u yaꞋin ka gbani-gbani u Vuzavaguɗu, ka na ka zuwai Vuzavaguɗu wupa ka̱u
0e21070148	Ɗa u ɗikai kululu ku na u sheꞋwei ɗa u zuwai A̱Ꞌisa̱ a gbayin a̱ Ka̱shile, ubuta̱ u na Ka̱shile ka danai Dawuda n kolobo ka̱ ni Sulemanu u danai, “Punu A̱Ꞌisa̱ a gbayin nampa a, n a Urushelima ubuta̱ u na n zagbai a ka̱tsuma̱ ka kumaci ka aza a Isaraila ra̱ka̱, ta punu a kucikpa kula ku va̱ ayin tutu.
0e210800e3	Ɗa baci aza a Isaraila o coꞋokoi ɗa a yaꞋin ili ra̱ka̱ i na n danai le, wila̱ n kadanshi n ili i kutono i na e nekei ɗa̱ ekiye a Musa. Mi a̱ kuka̱sukpa̱ u doku a ɗika le a kubanka tsugbashi a iɗika i yoku ba.”
0e210900a8	Ama ɗa Manasa u zuwai aza a Yahuda n aza a na i a̱ ida̱shi a Urushelima a yaꞋin ka gbani-gbani, ali a laꞋi uduniya u na Vuzavaguɗu u lokoi adama aza a Isaraila.
0e210a0059	Ɗa Vuzavaguɗu u yaꞋin kadanshi m Manasa n uma a̱ ni, ama ɗa a̱ kpa̱ɗa̱i kupana.
0e210b00c4	Adama a nanai ɗa Vuzavaguɗu u zuwai ovonshi osoji aza Asiriya e remei Manasa a bankai tsugbashi, ɗa a ukai ni makawani a̱ vunu, ɗa a shiyai ni n ikani yi iyum ishili ɗa a bankai ni a Babila.
0e210c009e	Ama ana wi a̱ ka̱tsuma̱ ka atakaci ɗa Manasa u la̱nsa̱i uɓa̱nki u Vuzavaguɗu Ka̱shile ka̱ ni, ɗa u shika̱i unushi u ni u Ka̱shile ki ikaya i ni.
0e210d009f	Ɗa Vuzavaguɗu u panai avasa a̱ ni, ɗa u bonokoi ni a Urushelima a kakuba ko tsugono ci ni. Ta lo Manasa u yevei a na mayun Vuzavaguɗu a̱yi ɗa Ka̱shile.
0e210e0152	Ana ka nampa ko kotsoi, ɗa u maꞋasakai mashilya ma pulai ma̱ likuci i Dawuda, ma na mi a uɓon u ka̱livi ka kuyene ku Gihon punu a̱ ka̱ra̱Ꞌa̱ ka, ɗa u lapai a kubana a̱ utsutsu wa Adan, ɗa u lazai u ka̱ra̱i kaginda ka Ofelu, ka na u maꞋi n kashani ka̱u. Ɗa u zuwai ovonshi osoji a̱ likuci yi ukanji ra̱ka̱ a Yahuda.
0e210f00ea	Ɗa Manasa u takpai omoci a̱ma̱li. Wu uta̱ka̱i kululu ku na u zuwai A̱Ꞌisa̱ a gbayin a Vuzavaguɗu, ɗa u fa̱da̱i atalialyuka a na u maꞋi aginda a̱ A̱Ꞌisa̱ a gbayin a Urushelima, u taɗuki le a uka̱ra̱Ꞌi u likuci.
0e211000b6	Ɗa u bonokoi katalikalyuka ka Vuzavaguɗu ɗa u yaꞋin alyuka a kuneꞋe ku ma̱ta̱na̱ n kuneꞋe ku kucikpa ɗe, ɗa u danai uma Yahuda o tono Vuzavaguɗu Ka̱shile ki Isaraila.
0e21110070	N nannai dem ɗa uma a lyaꞋi kelime n kuyaꞋan alyuka a̱ nva̱li ma, ama u Vuzavaguɗu Ka̱shile ke le koci.
0e211200be	Ulinga u na u buwai u Manasa n avasa a̱ ni u Ka̱shile n kadanshi ka na eneki a yaꞋansakai ni n kula ku Vuzavaguɗu Ka̱shile ki Isaraila, yi ta̱ uɗani a katagarda ko ngono mi Isaraila.
0e21130117	Avasa o mogono n tsu na Vuzavaguɗu wu ushuki ufolu u ni, yi ta̱ uɗani a katagarda ke eneki. A ɗana ta̱ kpamu unushi u ni n unambi wu usuɓi u ni n ubuta̱ u na u maꞋansai nva̱li n ka̱ma̱li ka Ashera ka na u shikpa̱i n a̱ma̱li a na u tonoi babu u shika̱ unushi u ni.
0e2114007f	Ɗa Manasa u bankai ukpisa̱ ɗa a̱ ciɗa̱ngi ni a kpaꞋa ku mogono. Ɗa kolobo ka̱ ni Amon wo okpoi mogono a̱ una̱ u ni.
0e2115006c	Amon wi ta̱ n a̱ya̱ kamanga n e re a na wo okpoi mogono, ɗa u lyaꞋi tsugono a Urushelima a̱ya̱ e re.
0e211600a3	Ɗa u yaꞋankai ka gbani-gbani u Vuzavaguɗu, tsu esheku a̱ ni Manasa. Amon u ka̱na̱i kuyaꞋanka a̱ma̱li a na esheku a̱ ni Manasa a maꞋi ra̱ka̱ alyuka.
0e21170080	Ama a̱yi u neke ka̱ci ka̱ ni u Vuzavaguɗu tsu esheku a̱ ni Manasa ba, ɗa kucikpa Amon u lyaꞋi kelime n kuyaꞋan unushi.
0e21180055	Ɗa nkoshi m gba̱ra̱-gba̱ra̱ gbaɓai kaci ke le ɗa uni ni asuvu a kpaꞋa ku ni.
0e21190096	Ama ɗa uma a iɗika i Yahuda ra̱ka̱ uni aza a na a gbaɓai kaci unai mogono Amon, ɗa a zagbai Josaya kolobo ka̱ ni wu okpo mogono a̱ una̱ u ni.
0e22010076	Josaya wi ta̱ n a̱ya̱ kunla̱i a na wo okpoi mogono, ɗa ulyaꞋi tsugono a Urushelima a̱ya̱ kamangankupa n kete.
0e22020074	Ɗa u yaꞋin ili i na i gaꞋin u Vuzavaguɗu, u tonoi uye wa akaya a̱ ni Dawuda, u kpatala usingai ko ugula̱ ba.
0e2203012a	A̱ ka̱tsa̱ma̱ ka ka̱ya̱ ka kunla̱i ka tsugono ci ni, a̱yi biꞋi maku, ɗa u gita̱i kula̱nsa̱ Ka̱shile ka akaya ni Dawuda. A ka̱ya̱ ka kupa n ke i re ɗa u gita̱i kuɓoso ubuta̱ nva̱li ma aza a Yahuda n Urushelima n a̱ma̱li a Ashera nu nlulu n na e sheꞋwei nu n na a̱ a̱luwi.
