0100000009	UGenesisi
0e1f0600c7	Amadoda ako-Israyeli lawakoJuda ayehlala emizini yakoJuda lawo aletha okwetshumi kwemihlambi yenkomo leyezimvu zawo lezinto ezingcwele zokunikela kuThixo uNkulunkulu wawo, azibuthelela inqwabanqwaba.
0e1f070051	Baqalisa ukukwenza lokhu ngenyanga yesithathu baze baqeda ngenyanga yesikhombisa.
0e1f080076	UHezekhiya lezikhulu zakhe befika bebona lezozinqwabanqwaba badumisa uThixo njalo babusisa abantu bakhe bako-Israyeli.
0e1f090036	UHezekhiya wabuza abaphristi labaLevi ngenqwabanqwaba;
0e1f0a011c	u-Azariya umphristi omkhulu, owendlu kaZadokhi wamphendula wathi, “Kusukela abantu beqalise ukuletha iminikelo yabo ethempelini likaThixo, sesizuze ukudla okunengi njalo okusalayo kunengi kakhulu, ngoba uThixo ubabusisile abantu bakhe, yikho kulalokhu okunengi kangaka okuseleyo.”
0e1f0b0060	UHezekhiya wapha imilayo yokuba kwakhiwe iziphala ethempelini likaThixo, lakanye lokho kwenziwa.
0e1f0c00c1	Ngakho baqhubeka beletha izipho ngokwethembeka, lokwetshumi kanye lezipho eziqakathekileyo. UKhenaniya induna enkulu, umLevi, wayephethe lezizinto, njalo umfowabo uShimeyi wayengumsekeli wakhe.
0e1f0d0125	UJehiyeli, lo-Azaziya, loNahathi, lo-Asaheli, loJerimothi, loJozabhadi, lo-Eliyeli, lo-Isimakhiya loMahathi kanye loBhenaya babekhangele umsebenzi bengaphansi kukaKhenaniya lomfowabo uShimeyi, njengokukhethwa kwabo yinkosi uHezekhiya lo-Azariya isikhulu esasikhangele ithempeli likaNkulunkulu.
0e1f0e00b9	UKhore indodana ka-Imna umLevi, owayengumlindi weSango langeMpumalanga, wayephethe iminikelo yokuzithandela kuNkulunkulu, enguye owaba okunikelwe kuThixo kanye lezipho ezingcwelisiweyo.
0e1f0f00c9	U-Edeni, loMiniyamini, loJeshuwa, loShemaya, lo-Amariya kanye loShekhaniya bamncedisa kakhulu bethembekile emizini yabaphristi, besabelana kusiya ngezigaba zabaphristi, abadala labatsha, ngokufananayo.
0e1f1000e2	Phezu kwalokho, babesabela abesilisa kusukela kwabaleminyaka emithathu ngokulotshwa egwalweni lokuzalana kwabo bonke ababezangena ethempelini likaThixo besiyakwenza imisebenzi etshiyeneyo kusiya ngemilandu yabo ngezigaba zabo.
0e1f1100cb	Babela abaphristi ngezimuli zabo njengokulotshiweyo egwalweni lokuzalana kwabo njalo kwabanjalo lakubaLevi abaleminyaka engamatshumi amabili yokuzalwa labadala, kusiya ngemisebenzi yabo langezigaba zabo.
0e1f1200a7	Lokhu kwakuhlanganisa abantwana, abesifazane kanye lamadodana lamadodakazi esigaba sonke kwabasegwalweni lokuzalana kwabo. Ngoba babethembekile ngokuzahlala bengcwele.
0e1f1300d8	Abaphristi abayinzalo ka-Aroni, ababehlala eziqintini eduzane lamadolobho loba kwamanye amadolobho, babeqanjwe ngamabizo ukuthi babelane iziqa baze babele lalabo bonke ababelotshiwe ezingwalweni zokuzalana kwabaLevi.
0e1f140080	Lokhu yikho okwenziwa nguHezekhiya kulolonke elakoJuda, esenza okufaneleyo lokulungileyo ngokwethemba kuThixo uNkulunkulu wakhe.
0e1f1500b7	Kukho konke ayekwenza emsebenzini wethempeli likaNkulunkulu lasekulaleleni kwakhe umthetho lemilayo, wadinga uNkulunkulu njalo wasebenza ngenhliziyo yakhe yonke. Ngalokho waphumelela.
0e200100c0	Ngemva kwakho konke lokhu uHezekhiya ayekwenze ngokwethembeka, kweza uSenakheribhi inkosi yase-Asiriya wahlasela elakoJuda. Wavimbezela amadolobho ayelezinqaba, edinga ukuwanqoba abe ngawakhe.
0e20020059	UHezekhiya uthe ebona ukuthi uSenakheribhi usefikile njalo uhlose ukuhlasela iJerusalema,
0e2003008f	wabuza izikhulu zakhe kanye labebutho ukuthi kwakungaba njani ukuthi kuvalwe amanzi avela emithonjeni engaphandle kwedolobho, bahle bamncedisa.
0e200400bd	Ixuku elikhulu lamadoda labuthana, lakanye bawavala amanzi awemthonjeni lawesifula esasidabula phakathi kwelizwe. Bathi, “Kungani amakhosi ase-Asiriya afanele afice amanzi amanengi na?”
0e200500d9	Ngakho wasebenza ngamandla evuselela umduli lokwakha imiphotshongo phezu kwawo. Wakha omunye umduli ngaphandle kwalowo waseqinisa imithangala eyayivele ingeyoMuzi kaDavida. Wenza lezikhali lezihlangu ezinengi kakhulu.
0e2006007c	Wabeka izikhulu zebutho zaphatha abantu wasezimisa phambi kwakhe egcekeni lesango elingasedolobheni wazikhuthaza ngalamazwi:
0e20070094	“Qinani libe lesibindi. Lingesabi njalo lingethuselwa libutho elikhulu kangaka lenkosi yase-Asiriya ngoba kulamandla amakhulu akithi adlula akuye.
0e200800ba	Yena ulengalo yenyama kuphela, kodwa thina siloThixo uNkulunkulu wethu ukusisiza lokusilwela izimpi zethu.” Abantu baba lesibindi ngenxa yalokho okwatshiwo yinkosi yakoJuda uHezekhiya.
0e200900ea	Muva, uSenakheribhi inkosi yase-Asiriya lawo wonke amabutho akhe esavimbezele eLakhishi, wathuma izikhulu zakhe eJerusalema ziphethe lelilizwi elalisiya kuHezekhiya inkosi yakoJuda kanye labantu bonke abakoJuda abebekhona lapho wathi:
0e200a0091	“Nanku okutshiwo nguSenakheribhi inkosi yase-Asiriya uthi: Usithatha ngaphi wena isibindi, esokuthi wale ulokhu useJerusalema yona ivinjezelwe?
0e200b009a	Nxa uHezekhiya esithi, ‘UThixo uNkulunkulu wethu uzasisindisa ezandleni zenkosi yase-Asiriya,’ uyalikhohlisa, ukuba life ngendlala langomhawu wamanzi.
0e200c00d3	UHezekhiya akasuye yini ngokwakhe owasusa izindawo zikankulunkulu lowu eziphakemeyo lama-alithare, esithi kuJuda leJerusalema, ‘Kumele likhonzele e-alithareni elilodwa njalo litshisele kulo imihlatshelo na’?
0e200d00bd	Kutsho ukuthi alikwazi yini lokho engikwenzileyo lalokho okwenziwa ngobaba ebantwini bamanye amazwe na? Kambe onkulunkulu balezozizwe benelisa yini ukukhulula ilizwe labo esandleni sami na?
0e200e00aa	Nguphi kubo bonke onkulunkulu bamazwe balezozizwe ezabhujiswa ngobaba owake wenelisa ukukhulula abantu bakhe kimi na? UNkulunkulu wenu angalikhulula njani esandleni sami?
0e200f012c	Qaphelani lingakhohliswa nguHezekhiya limyekele elilahlekisa. Lingamethembi, ngoba kakho unkulunkulu loba ngowasiphi isizwe loba yiwuphi umbuso oseke wenelisa ukukhulula abantu bakhe esandleni sami loba esandleni sabokhokho. Pho kanganani ukuba owenu unkulunkulu angalikhulula yini esandleni sami!”
0e2010006e	Izikhulu zikaSenakheribi zaqhubekela phambili zikhuluma kubi ngoThixo uNkulunkulu langenceku yakhe uHezekhiya.
0e20110120	Inkosi yaloba lezincwadi ithuka uThixo, uNkulunkulu ka-Israyeli, isitsho lokhu okubi ngaye: “Njengoba onkulunkulu babantu bamanye amazwe behluleka ukukhulula abantu babo esandleni sami, kuyafanana kunjalo uNkulunkulu kaHezekhiya kasoze enelise ukukhulula abantu bakhe esandleni sami.”
0e20120078	Basebememeza ngesiHebheru ebantwini baseJerusalema ababephezu komduli, bebethusela ukuze besabe babesebethumba idolobho.
0e20130088	Bakhuluma ngoNkulunkulu weJerusalema njengalokho abakwenza ngabonkulunkulu babanye abantu bemhlabeni, izinto ezibunjwe yizandla zabantu.
0e20140056	INkosi uHezekhiya lomphrofethi u-Isaya indodana ka-Amozi bakhala ngomkhuleko ngalokhu.
0e201500ee	UThixo wathuma ingilosi, eyabhubhisa wonke amadoda empi labakhokheli lezikhulu enkambeni yenkosi yase-Asiriya. Ngakho wabuyela elizweni lakhe ngokuyangeka. Esengene ethempelini likankulunkulu wakhe, amanye amadodana akhe amjuqa ngenkemba.
0e201600b6	Ngalokho uThixo wamsindisa uHezekhiya labantu baseJerusalema esandleni sikaSenakheribhi inkosi yase-Asiriya lakuzo zonke ezinye izitha. UThixo wabavikela wabaphatha kuhle inxa zonke.
0e2017009f	Abanengi balethela uThixo iminikelo eJerusalema kanye lezipho eziligugu kuHezekhiya inkosi yakoJuda. Kusukela lapho waba lesithunzi wahlonitshwa yizizwe zonke.
0e2018006b	Ngalezonsuku uHezekhiya wagula eselengela ekufeni. Wakhuleka kuThixo, wamphendula ngokumnika isibonakaliso.
0e201900c3	Kodwa inhliziyo kaHezekhiya yagcwala ngokuzikhukhumeza ngakho kazange azihluphe ngesihawu ayesitshengisiwe; ngakho intukuthelo kaThixo yehlela phezu kwakhe lasebantwini bakoJuda labaseJerusalema.
0e201a00ab	Ngakho uHezekhiya waphenduka ukuzikhukhumeza ngenhliziyo yakhe, labantu baseJerusalema labo benza njalo; ngalokho ulaka lukaThixo alusabehlelanga ngezinsuku zikaHezekhiya.
0e201b00b5	UHezekhiya wayelenotho enengi njalo elodumo, wasesakha izindlu zokulondolozela isiliva sakhe legolide kanye lamatshe akhe aligugu, iziyoliso, izihlangu lakho konke okunye okuligugu.
0e201c008f	Wakha njalo iziphala zokugcinela amabele, iwayini elitsha lamafutha, wakha izibaya zemihlobo eyehlukeneyo yenkomo, lezibaya zemihlambi yezimvu.
0e201d0060	Wakha imizi wazuza imihlambi yezimvu leyenkomo, ngoba uNkulunkulu wamnika inotho enkulu kakhulu.
0e201e0096	UHezekhiya nguye owavala amanzi entombo yangaphezulu kweGihoni wawadonsa agelezela ngentshonalanga koMuzi kaDavida. Waphumelela kukho konke ayekwenza.
0e201f00b3	Ekufikeni kwamanxusa ayethunywe ngababusi beBhabhiloni bezobuza ngomangaliso owawenzakele elizweni, uNkulunkulu wamtshiya ukuze amhlole ukuthi azi konke okwakusenhliziyweni yakhe.
0e202000b2	Ezinye izehlakalo ngokubusa kukaHezekhiya lemisebenzi yakhe yokuzinikela kulotshiwe embonweni womphrofethi u-Isaya indodana ka-Amozi egwalweni lwamakhosi akoJuda lawako-Israyeli.
0e202100e7	UHezekhiya waphumula labokhokho bakhe wangcwatshwa eqaqeni lapha okulamangcwaba abosendo lukaDavida. AbakoJuda bonke labantu baseJerusalema bamhlonipha ekufeni kwakhe. Kwathi uManase indodana yakhe wathatha isikhundla waba yinkosi.
0e2101007e	UManase waba yinkosi eleminyaka elitshumi lambili ubudala njalo wabusa eJerusalema okweminyaka engamatshumi amahlanu lanhlanu.
0e21020071	Wenza ububi emehlweni kaThixo, elandela imikhuba eyenyanyekayo yezizwe uThixo ayezixotshile phambi kuka-Israyeli.
0e210300b7	Wavuselela izindawo zokukhonzela ezazibhidlizwe nguyise uHezekhiya; waphinda wakhela oBhali ama-alithare kanye lezinsika zika-Ashera. Wakhothamela zonke izinkanyezi zezulu wazikhonza.
0e21040088	Wakha ama-alithare ethempelini likaThixo, lona uThixo ayekhulume ngalo wathi: “IBizo lami lizahlala eJerusalema kuze kube nininini.”
0e2105004f	Emagumeni womabili ethempeli likaThixo wakhela izinkanyezi zezulu ama-alithare.
0e210600c1	Wanikela amadodana akhe emlilweni eSigodini saseBheni-Hinomu, wenza imilingo, ukuvumisa, lokuthakatha njalo wayahlahlula lakwabalamadlozi. Wenza okubi kakhulu phambi kukaThixo, wamthukuthelisa.
0e210700ff	Wathatha isithombe ayesibazile wasibeka ethempelini likaNkulunkulu, lelo uNkulunkulu ayethe kuDavida lasendodaneni yakhe uSolomoni, “Kulelithempeli kanye laseJerusalema, engilikhethileyo ezizwaneni zako-Israyeli, ngizafaka iBizo lami kuze kube nininini.
0e210800b6	Angiyikuyekela inyawo zabako-Israyeli zisuke kulelilizwe engalabela okhokho babo, nxa bezananzelela benze konke engabalaya ngakho okwemithetho, izimiso leziqondiso ezaphiwa uMosi.”
0e21090096	Kodwa uManase wakhokhelela abakoJuda labaseJerusalema ekulahlekeni, benza ububi okwedlula izizwe uThixo azibhubhisa mandulo kokufika kwabako-Israyeli.
0e210a003d	UThixo wakhuluma kuManase labantu bakhe, kodwa kabalalelanga.
0e210b00a1	Ngakho uThixo wabehlisela abalawuli bamabutho enkosi yase-Asiriya, abathumba uManase, bamfaka umkhala emakhaleni, bambopha ngamaketane ethusi bamusa eBhabhiloni.
0e210c0041	Ekuhlulukelweni kwakhe wacela umusa kaThixo uNkulunkulu waboyise.
0e210d00af	Ngakho uthe esekhuleka kuThixo, wezwa ukuncenga kwakhe walalela isicelo sakhe; wambuyisela eJerusalema ebukhosini bakhe. Ngalokho uManase wakwazi ukuthi uThixo unguNkulunkulu.
0e210e0116	Ngemva kwalokho wakha kutsha umduli wangaphandle owoMuzi kaDavida, entshonalanga kwentombo yesigodini seGihoni, kusiya emangenelweni eSango leNhlanzi kubhoda uqaqa lwe-Ofeli; njalo wawakha waba mude kulakuqala. Wafaka abalawuli bamabutho kuwo wonke amadolobho alezinqaba koJuda.
0e210f00c7	Wasusa bonke onkulunkulu bezizweni wasusa lesithombe ethempelini likaThixo, lawo wonke ama-alithare ayewakhele eqaqeni lwethempeli kanye laseJerusalema; konke lokhu wakulahlela ngaphandle kwedolobho.
0e2110009e	Wavuselela i-alithari likaThixo wenza iminikelo yobudlelwano leminikelo yokubonga phezu kwalo njalo watshela uJuda ukumkhonza uThixo, uNkulunkulu ka-Israyeli.
0e21110076	Kodwa abantu baqhubeka benikela imihlatshelo ezindaweni zokukhonzela, kodwa benikela kuphela kuThixo uNkulunkulu wabo.
0e211200c8	Ezinye izehlakalo ngombuso kaManase, kanye lomkhuleko wakhe kuNkulunkulu wakhe lamazwi akhulunywa ngababoni kuye ngebizo likaThixo, uNkulunkulu ka-Israyeli, kulotshiwe embalini yamakhosi ako-Israyeli.
0e211300fd	Umkhuleko wakhe lokuthi uNkulunkulu wakwamukela njani ukuncenga kwakhe, lokona kwakhe konke, kanye lokungathembeki, lalezozindawo zokukhonzela ayezakhile lezinsika zika-Ashera lezithombe engakazehlisi ngokuzithoba, kulotshiwe konke emibhalweni yababoni.
0e21140074	UManase waphumula labokhokho bakhe wangcwatshwa esigodlweni sakhe. U-Amoni indodana yakhe yathatha isikhundla sakhe.
0e21150077	U-Amoni wayeleminyaka engamatshumi amabili lambili ubudala esiba yinkosi, njalo wabusa eJerusalema okweminyaka emibili.
0e2116009e	Wenza ububi phambi kukaThixo, njengalokhu okwakwenziwe nguyise uManase. U-Amoni wakhonza njalo wanikela imihlatshelo kuzozonke izithombe ezazenziwe nguManase.
0e21170073	Kodwa kenzanga njengoyise uManase, ngoba yena kazehlisanga phansi kukaThixo; u-Amoni wenza amacala ngokuphindiweyo.
0e21180040	Izikhulu zika-Amoni zathama icebo zambulalela esigodlweni sakhe.
0e2119007e	Kodwa abantu belizwe babulala bonke labo ababethame amacebo ngenkosi u-Amoni, babeka uJosiya indodana yakhe wathatha ubukhosi.
0e2201007e	UJosiya waba yinkosi eleminyaka eyisificaminwembili ubudala njalo wabusa eJerusalema okweminyaka engamatshumi amathathu lanye.
0e2202007e	Wenza okulungileyo phambi kukaThixo njalo wahamba ngenyathelo likayise uDavida, kazange aphambukele kwesokudla loba esokhohlo.
0e22030122	Ngomnyaka wesificaminwembili wokubusa kwakhe, elokhu esesengumntwana, waqalisa ukumdinga uNkulunkulu kakhokho wakhe uDavida. Ngomnyaka wetshumi lambili waqalisa ukuhlambulula elakoJuda laseJerusalema, wavala izindawo zokukhonzela, izinsika zika-Ashera, izithombe ezibaziweyo lezikhandiweyo.
0e22040108	Ngeziqondiso zakhe kwabhidlizwa ama-alithare aboBhali; waqoba ama-alithare empepha ayengaphezu kwawo; wahlikiza izinsika zika-Ashera, izithombe kanye lemifanekiso. Lokhu wakuvadlaza wasekuchithizela phezu kwamangcwaba alabo ababenikele imihlatshelo kulezozithombe.
0e22050063	Watshisela amathambo abaphristi ema-alithareni abo, ngalokho wahlambulula elakoJuda laseJerusalema.
0e22060068	Emizini yakoManase, lako-Efrayimi lakoSimiyoni, kuze kuyefika koNafithali, lasemanxiweni aseduzane layo,
0e220700b2	wadiliza ama-alithare lezinsika zika-Ashera njalo wahlifiza izithombe zaba yimpuphu wachithiza ama-alithare empepha kulolonke elako-Israyeli aba yizicucu. Wasebuyela eJerusalema.
0e22080103	Ngomnyaka wetshumi lasificaminwembili wokubusa kukaJosiya, ukuze ahlambulule ilizwe kanye lethempeli, wathumela uShafani indodana ka-Azaliya loMaseya umbusi wedolobho, loJowa indodana kaJowahazi, umlobi, ukuba bavuselele ithempeli likaThixo uNkulunkulu wakhe.
0e22090120	Baya kuHilikhiya umphristi omkhulu bamnika imali eyayilethwe ethempelini likaNkulunkulu, eyayiqoqwe ngabaLevi ababengabagcini beminyango beyiqoqa ebantwini bakoManase, lako-Efrayimi layo yonke insalela yabako-Israyeli lakubo bonke abantu bakoJuda labakoBhenjamini lababehlala eJerusalema.
0e220a009c	Basebeyiqhubela amadoda ayekhethelwe ukukhangela ukuqhubeka komsebenzi wasethempelini likaThixo. Lamadoda ayeholisa ababevuselela lokwakha kutsha ithempeli.
0e220b008a	Eyinye bayiqhubela ababazi labakhi ukuze bathenge amatshe abaziweyo lezigodo lezintungo zezindlu ezadilika amakhosi akoJuda engananzelele.
0e220c00e6	Amadoda ayisebenza imisebenzi yawo ngokwethembeka. Ayekhokhelwa njalo eqondiswa ngoJahathi lo-Obhadaya, abaLevi bosendo lukaMerari, uZakhariya loMeshulami abosendo lukaKhohathi. AbaLevi bonke ababengamagabazi kwezamachacho omculo,
0e220d008e	babephethe izisebenzi njalo bekhangele izisebenzi kulowo lalowo umsebenzi. Abanye abaLevi babengonobhala, labalobi kanye labalindi beminyango.
0e220e007e	Besakhipha imali eyayingeniswe ethempelini likaThixo, uHilikhiya umphristi wafumana uGwalo loMthetho kaThixo owawuphiwe uMosi.
0e220f0076	UHilikhiya wathi kuShafani unobhala, “Sengilutholile uGwalo loMthetho ethempelini likaThixo.” Waselunika uShafani.
0e22100079	Ngalokho uShafani waluthatha walusa enkosini wayibikela wathi: “Izikhulu zakho ziyakwenza konke ozilaye ukuba zikwenze.
0e22110076	Sebeyibhadele imali leyo eyayisethempelini likaThixo njalo sebeyitshiyele abakhangeli bomsebenzi kanye lezisebenzi.”
0e22120089	Ngakho uShafani unobhala wabikela inkosi, wathi, “UHilikhiya umphristi usengiphe ugwalo.” Ngakho uShafani waselubala phambi kwenkosi.
0e2213003d	Inkosi yonela ukuzwa amazwi oMthetho, yadabula izembatho zayo
0e22140096	yapha leziziqondiso kuHilikhiya, lo-Ahikhami indodana kaShefani, lo-Abhidoni indodana kaMikha, loShafani unobhala kanye lo-Asaya inceku yenkosi yathi:
0e22150109	“Hambani liyengibuzela kuThixo lensalela yako-Israyeli labakoJuda ngalokhu okulotshwe kulolugwalo olutholakeleyo. Lukhulu ulaka lukaThixo phezu kwethu ngenxa yabokhokho abangazange balilalele ilizwi likaThixo; kabenzanga ngendlela okulotshwe ngayo kulolugwalo.”
0e221600eb	UHilikhiya lalabo ayethunywe labo yinkosi bahamba ukuba bayekhuluma loHulida umphrofethikazi owayengumkaShalumi indodana kaThokhathi, indodana kaHasira, umlondolozi wezembatho. UHulida wayehlala eJerusalema endaweni yeSiqinti Sesibili.
0e2217006c	Wathi kubo, “Nanku okutshiwo nguThixo, uNkulunkulu ka-Israyeli, uthi: Tshelani umuntu olithume kimi lithi,
0e221800a1	‘Nanku okutshiwo nguThixo uthi: Ngizakwehlisela lindawo labantu bayo incithakalo lazozonke izithuko ezilotshiweyo egwalweni olufundwe phambi kwenkosi yakoJuda.
0e221900bb	Ngoba bangidelile batshisela abanye onkulunkulu impepha njalo bangithukuthelisile ngakho konke abakwenze ngezandla zabo, ulaka lwami luzakwehlela phezu kwalindawo njalo aluyikucitshwa.’
0e221a008e	Tshelani inkosi yakoJuda, elithume ukuzabuza kuThixo lithi: ‘Nanku okutshiwo nguThixo, uNkulunkulu ka-Israyeli, mayelana lamazwi owezwileyo:
0e221b00e8	Njengoba uzisolile wazehlisa ngaphansi kukaNkulunkulu wezwa ukuthi utheni ngalindawo labantu bayo njalo langenxa yokuthi uzehlisile wazithoba phambi kwami wadabula izembatho zakho walila phambi kwami, ngikuzwile, utsho njalo uThixo.
0e221c00df	Wena ngizakususa ngikuse kubokhokho bakho, njalo uzangcwatshwa ngokuthula. Amehlo akho awayikubona leyoncithakalo engizayehlisela indawo le lakulabo abahlala khona.’” Ngempela bayithatha leyompendulo baya layo enkosini.
0e221d003d	Inkosi yasibuthanisa bonke abadala bakoJuda labaseJerusalema.
0e221e00f6	Yaya ethempelini likaThixo labantu bakoJuda, kanye labaseJerusalema, labaphristi kanye labaLevi labantu bonke kusukela komncinyane kusiya komkhulu. Inkosi yabafundela wonke amazwi ayeseGwalweni lweSivumelwano, olwatholakala ethempelini likaThixo.
0e221f00fc	Inkosi yema ensikeni yayo yavuselela isivumelwano sayo phambi kukaThixo, ukumkhonza uThixo lokwamukela imilayo yakhe, leziqondiso, lezimiso zakhe ngenhliziyo yayo yonke langomphefumulo wayo wonke, lokulalela amazwi esivumelwano esilotshiweyo ogwalweni.
0e222000b0	Yasifungisa bonke ababeseJerusalema labakoBhenjamini ukuba bazasigcina; abantu baseJerusalema bakwenza lokho belandela isivumelwano sikaNkulunkulu, uNkulunkulu wabokhokho babo.
0e222100f0	UJosiya wasusa zonke izithombe ezenyanyekayo ezabelweni zonke ezazingezako-Israyeli, wenza bonke abako-Israyeli bamkhonza uThixo uNkulunkulu wabo. Ngezinsuku zokuphila kwakhe kazange aphambuke endleleni kaThixo, uNkulunkulu wabokhokho babo.
0e2301007c	UJosiya wenza uMkhosi wePhasika kuThixo eJerusalema, iwundlu lePhasika lahlatshwa ngosuku lwetshumi lane lwenyanga yakuqala.
0e23020058	Wabeka abaphristi ngemisebenzi yabo njalo wabakhuthaza emsebenzini wethempeli likaThixo.
0e2303013f	KubaLevi, ababefundisa abako-Israyeli bonke njalo ababevele behlukaniselwe uThixo wathi: “Bekani ibhokisi lesivumelwano elingcwele ethempelini elakhiwa nguSolomoni indodana kaDavida inkosi yako-Israyeli. Akumelanga libe lithwalwa ngamahlombe enu. Khathesi khonzani uThixo uNkulunkulu wenu labantu bakhe bako-Israyeli.
0e2304008a	Hlanganani ngezindlu zenu langezigaba zenu, kusiya ngeziqondiso ezalotshwa nguDavida inkosi yako-Israyeli kanye loSolomoni indodana yakhe.
0e23050065	Manini endaweni engcwele leqembu labaLevi kuzozonke izigaba ngezindlu zezihlobo zenu, kube ngabemuli.
0e23060076	Hlabani amawundlu ePhasika, lizihlambulule lilungisele izihlobo zenu lenze njengokutsho kwelizwi likaThixo ngoMosi.”
0e230700c2	UJosiya wanika abantu makhaza bonke ababekhona izimvu lembuzi eziyizinkulungwane ezingamatshumi amathathu zomnikelo wePhasika, kanye lenkomo eziyizinkulungwane ezintathu, zonke zingezayo inkosi.
