0100000007	Geneză
1809090070	Să nu îi cercetez eu pentru acestea? spune DOMNUL; să nu fie sufletul meu răzbunat pe o națiune ca aceasta?
18090a00fd	Pentru munți voi ridica plânset și bocet; și o plângere pentru locuințele pustiei, deoarece sunt arse de tot, încât nimeni nu poate trece prin ele; nici nu se poate auzi vocea vitelor; deopotrivă pasărea cerurilor și fiara au fugit; s-au dus.
18090b007f	Și eu voi face Ierusalimul ruine și o vizuină de dragoni; și voi face cetățile lui Iuda un pustiu, fără vreun locuitor.
18090c00c5	Cine este omul înțelept, ca să înțeleagă aceasta? Și cui i-a vorbit gura DOMNULUI, ca să vestească aceasta, pentru ce a pierit țara și a ars ca o pustie, încât nimeni nu trece prin ea?
18090d0094	Și DOMNUL spune: Deoarece ei au părăsit legea mea pe care am pus-o înaintea lor, și nu au ascultat de vocea mea, nici nu au umblat în aceasta;
18090e0069	Ci au umblat după închipuirea inimii lor proprii și după Baali precum i-au învățat părinții lor;
18090f008a	De aceea astfel spune DOMNUL oștirilor, Dumnezeul lui Israel: Iată, voi hrăni acest popor cu pelin și le voi da să bea apă cu fiere.
1809100099	Îi voi împrăștia printre păgâni, pe care nici ei nici părinții lor nu i-au cunoscut; și voi trimite o sabie după ei, până îi voi fi mistuit.
180911009a	Astfel spune DOMNUL oștirilor: Luați aminte și chemați femeile care jelesc, și ele să vină; și trimiteți după femei iscusite, și ele să vină;
1809120099	Și să se grăbească ele și să înalțe un bocet pentru noi, ca din ochii noștri să curgă lacrimi și din pleoapele noastre să țâșnească ape.
18091300a4	Fiindcă o voce de jale se aude din Sion: Cum suntem prădați! Suntem foarte încurcați, deoarece am părăsit țara, deoarece locuințele noastre ne-au lepădat.
18091400c2	Totuși ascultați cuvântul DOMNULUI, voi femeilor, și să primească urechea voastră cuvântul gurii lui și învățați-le pe fiicele voastre bocetul și fiecare, pe vecina ei, plângerea.
180915009c	Pentru că moartea s-a urcat prin ferestrele noastre și a intrat în palatele noastre, pentru a-i stârpi pe copiii de afară și pe tinerii de pe străzi.
18091600a6	Vorbește: Astfel spune DOMNUL: Chiar trupurile moarte ale oamenilor vor cădea ca balega pe câmpul deschis și ca snopul după secerător și nimeni nu le va aduna.
18091700b2	Astfel spune DOMNUL: Să nu se laude înțeleptul cu înțelepciunea lui, nici cel puternic să nu se fălească cu puterea lui, bogatul să nu se fălească în bogățiile lui;
18091800f3	Ci cel ce se fălește să se fălească cu aceasta: că înțelege și că mă cunoaște, că eu sunt DOMNUL, care lucrez cu bunătate iubitoare, care fac judecată și dreptate pe pământ, pentru că în acestea mă desfătez, spune DOMNUL.
180919006e	Iată, vin zilele, spune DOMNUL, că îi voi pedepsi pe toți cei circumciși împreună cu cei necircumciși;
18091a00f0	Egiptul și Iuda și Edom și copiii lui Amon și Moab și toți cei din cele mai îndepărtate colțuri, care locuiesc în pustie, pentru că toate aceste națiuni sunt necircumcise și toată casa lui Israel este necircumcisă în inimă.
180a010047	Ascultați cuvântul pe care DOMNUL vi-l vorbește, casă a lui Israel;
180a020092	Astfel spune DOMNUL: Nu învățați calea păgânilor și nu vă descurajați la semnele cerurilor, pentru că păgânii sunt îngroziți de ele.
180a030092	Pentru că obiceiurile popoarelor sunt deșertăciune, pentru că unul taie un copac din pădure, lucrarea mâinilor meșteșugarului, cu securea.
180a040062	Ei îl împodobesc cu argint și cu aur; îl fixează cu cuie și cu ciocane, ca să nu se miște.
180a0500c5	Ei sunt drepți ca un palmier, dar nu vorbesc; trebuie să fie cărați, deoarece nu pot merge singuri. Nu vă temeți de ei; căci nu pot face rău și nici nu este în puterea lor să facă bine.
180a060062	Deoarece nu este nimeni asemenea ție, DOAMNE; tu ești mare și numele tău este mare în putere.
180a0700cc	Cine nu s-ar teme de tine, Împărate al națiunilor? Pentru că ție ți se cuvine teama; deoarece printre toți înțelepții națiunilor și în toate împărățiile lor, nu este nimeni asemenea ție.
180a08005a	Dar ei sunt cu toții neghiobi și nebuni; trunchiul este o doctrină a deșertăciunilor.
180a0900d1	Argintul întins în plăci este adus din Tarsis și aurul din Ufaz, lucrarea meșteșugarului și a mâinilor topitorului; albastru și purpuriu este îmbrăcămintea lor; toate sunt lucrarea celor iscusiți.
180a0a00c0	Dar DOMNUL este adevăratul Dumnezeu, el este Dumnezeul cel viu și un împărat veșnic; la furia lui pământul se va cutremura și națiunile nu vor fi în stare să suporte indignarea lui.
180a0b008d	Astfel să le spuneți: Dumnezeii care nu au făcut cerurile și pământul, ei, chiar ei, vor pieri de pe pământ și de sub aceste ceruri.
180a0c0089	El a făcut pământul prin puterea lui, el a întemeiat lumea prin înțelepciunea lui și a întins cerurile prin discernământul lui.
180a0d00cb	Când își înalță vocea, o mulțime de ape sunt în ceruri, și el face aburii să se înalțe de la marginile pământului; el face fulgere împreună cu ploaia și scoate vântul din tezaurele lui.
180a0e009b	Fiecare este neghiob în cunoaștere; fiecare topitor este încurcat de chipul cioplit; căci chipul lui turnat este falsitate și nu este suflare în ele.
180a0f0059	Sunt deșertăciune și lucrarea înșelătoriilor; vor pieri în timpul cercetării lor.
180a10009d	Partea lui Iacob nu este ca ei, pentru că el este făuritorul a toate lucrurile; și Israel este toiagul moștenirii lui: DOMNUL oștirilor este numele lui.
180a110041	Strânge-ți lucrurile tale din țară, locuitor al fortăreței.
180a12008a	Pentru că astfel spune DOMNUL: Iată, de data aceasta voi azvârli pe locuitorii țării și îi voi strâmtora, ca ei să afle cum este.
180a13008d	Vai mie din cauza vătămării mele! Rana mea este apăsătoare; dar eu am spus: Cu adevărat aceasta este o durere și trebuie să o sufăr.
180a1400b9	Cortul meu este prădat și toate frânghiile mele sunt rupte; copiii mei au ieșit de la mine și nu mai sunt; nu mai este nimeni să îmi întindă cortul și să îmi ridice perdele.
180a15008d	Pentru că păstorii au devenit neghiobi și nu l-au căutat pe DOMNUL; de aceea nu vor prospera și toate turmele lor vor fi împrăștiate.
180a160099	Iată, zgomotul unui zvon a venit și o mare răscoală din țara de nord, ca să prefacă cetățile lui Iuda într-un pustiu și o vizuină de dragoni.
180a170068	DOAMNE, știu că nu în om este calea sa; nu ține de omul care umblă să își îndrepte pașii săi.
180a18005c	Corectează-mă, DOAMNE, dar cu judecată, nu în mânia ta, ca nu cumva să mă nimicești.
180a1900cb	Toarnă-ți furia asupra păgânilor care nu te cunosc și asupra familiilor care nu cheamă numele tău, pentru că l-au mâncat pe Iacob și l-au înghițit și l-au mistuit și i-au pustiit locuința.
180b010039	Cuvântul care a venit la Ieremia de la DOMNUL, spunând:
180b02006a	Ascultați cuvintele acestui legământ și vorbiți bărbaților lui Iuda și locuitorilor Ierusalimului;
180b03007c	Și spune-le: Astfel spune DOMNUL Dumnezeul lui Israel: Blestemat fie omul care nu ascultă de cuvintele acestui legământ,
180b040107	Pe care l-am poruncit părinților voștri în ziua în care i-am scos din țara Egiptului, din cuptorul de fier, spunând: Ascultați de vocea mea și faceți-le, conform cu toate cele ce vă poruncesc, astfel veți fi poporul meu și eu voi fi Dumnezeul vostru;
180b0500ce	Ca să împlinesc jurământul pe care l-am jurat părinților voștri, să le dau o țară în care curge lapte și miere, precum este în această zi. Atunci am răspuns și am spus: Așa să fie, DOAMNE.
180b0600b3	Atunci DOMNUL mi-a spus: Vestește toate aceste cuvinte în cetățile lui Iuda și pe străzile Ierusalimului, spunând: Ascultați cuvintele acestui legământ și faceți‑le.
180b0700d7	Pentru că i-am avertizat cu stăruință pe părinții voștri în ziua în care i-am scos din țara Egiptului, până în această zi, sculându-mă devreme și avertizându‑i, spunând: Ascultați de vocea mea.
180b0800f6	Totuși ei nu au ascultat de mine, nici nu și-au plecat urechea, ci fiecare a umblat în închipuirea inimii lui rele; de aceea voi aduce asupra lor toate cuvintele acestui legământ, pe care li le-am poruncit să le facă; dar nu le-au făcut.
180b09006d	Și DOMNUL mi-a spus: S-a găsit o uneltire printre bărbații lui Iuda și printre locuitorii Ierusalimului.
180b0a00f5	Ei s-au întors la nelegiuirile strămoșilor lor, care au refuzat să asculte cuvintele mele; și au mers după alți dumnezei, pentru a le servi; casa lui Israel și casa lui Iuda au rupt legământul meu pe care l-am făcut cu părinții lor.
180b0b00a9	De aceea astfel spune DOMNUL: Iată, voi aduce asupra lor răul de care nu vor fi în stare să scape; și chiar dacă vor striga către mine, eu nu le voi da ascultare.
180b0c00bb	Atunci cetățile lui Iuda și locuitorii Ierusalimului vor merge și vor striga către dumnezeii cărora le oferă tămâie; dar nicidecum ei nu îi vor salva în timpul tulburării lor.
180b0d00d0	Căci conform cu numărul cetăților tale au fost dumnezeii tăi, Iudo; și conform cu numărul străzilor Ierusalimului ați ridicat voi altare acelui lucru rușinos, altare pentru a arde tămâie lui Baal.
180b0e00c3	De aceea tu nu te ruga pentru acest popor, nici nu înălța strigăt sau rugăciune pentru ei, pentru că nu îi voi asculta în timpul în care vor striga către mine din cauza tulburării lor.
180b0f00b0	Ce are preaiubita mea a face în casa mea, văzând că ea a lucrat cu desfrânare cu mulți și carnea cea sfântă este luată de la tine? Când faci răul, atunci te bucuri.
180b10009a	DOMNUL ți-a pus numele: Un măslin verde, frumos și cu rod plăcut; cu zgomotul unui mare tumult el a aprins focul peste el și ramurile lui sunt rupte.
180b1100fd	Pentru că DOMNUL oștirilor, care te-a sădit, a pronunțat răul împotriva ta, datorită răutății casei lui Israel și casei lui Iuda, pe care au făcut-o împotriva lor înșiși, pentru a mă provoca la mânie prin oferirea de tămâie lui Baal.
180b12005a	Și DOMNUL mi-a dat cunoașterea acesteia, și eu știu; atunci mi-ai arătat faptele lor.
180b1300f6	Dar eu eram ca un miel sau un bou care este adus la măcelărire; și nu am știut că ei plănuiau planuri împotriva mea, spunând: Să distrugem pomul cu rodul lui și să îl stârpim din țara celor vii, ca numele lui să nu mai fie amintit.
180b1400b5	Dar tu, DOAMNE al oștirilor, care judeci cu dreptate, care încerci rărunchii și inima, lasă-mă să văd răzbunarea ta asupra lor, pentru că ție ți-am descoperit cauza mea.
180b1500a9	De aceea astfel spune DOMNUL despre bărbații din Anatot, care îți caută viața, spunând: Să nu profețești în numele DOMNULUI, ca să nu mori de mâna noastră;
180b16008c	De aceea astfel spune DOMNUL oștirilor: Iată, eu îi voi pedepsi; tinerii vor muri de sabie; fiii lor și fiicele lor vor muri de foamete;
180b17007c	Și nu va fi nici[o] rămășiță din ei, pentru că voi aduce răul peste bărbații din Anatot, în anul cercetării lor.
180c0100d6	Drept ești tu, DOAMNE, mă cert cu tine; totuși lasă-mă să vorbesc cu tine despre judecățile tale; Pentru ce prosperă calea celor stricați? Pentru ce sunt fericiți toți cei care se poartă foarte perfid?
180c02007e	Tu i-ai sădit, da, au prins rădăcină: cresc, da, ei aduc rod; tu ești aproape în gura lor și departe de rărunchii lor.
180c0300ad	Dar tu, DOAMNE, mă cunoști; tu m-ai văzut și mi-ai încercat inima față de tine; trage-i afară ca pe oi pentru măcelărire și pregătește-i pentru ziua măcelului.
180c0400e1	Cât timp va jeli țara și se vor ofili ierburile de pe fiecare câmp, din cauza stricăciunii celor care locuiesc în ea? Fiarele și păsările sunt mistuite, pentru că ei au spus: El nu va vedea ultimul nostru sfârșit.
180c0500d1	Dacă ai alergat cu pedeștrii și ei te-au obosit, atunci cum poți tu să te întreci cu caii? Și dacă în țara păcii, în care te încrezi, ei te-au obosit, atunci cum vei face când se umflă Iordanul?
180c0600b9	Deoarece chiar frații tăi și casa tatălui tău, chiar ei s-au purtat cu perfidie cu tine; da, au chemat o mulțime după tine; să nu îi crezi când îți vorbesc cuvinte frumoase.
180c07006f	Mi-am părăsit casa, mi-am lăsat moștenirea; am dat-o pe preaiubita sufletului meu în mâna dușmanilor ei.
180c080064	Moștenirea mea este pentru mine ca un leu în pădure; strigă împotriva mea: de aceea am urât-o.
180c0900ae	Moștenirea mea este pentru mine ca o pasăre pestriță, păsările de jur împrejur sunt împotriva ei; Veniți, adunați pe toate fiarele câmpului, veniți să mâncați.
180c0a0080	Mulți păstori au distrus via mea, au călcat în picioare partea mea, au făcut din partea mea plăcută o pustie părăsită.
180c0b0089	Ei au pustiit-o, și fiind pustiită, aceasta jelește înaintea mea; toată țara este pustiită, pentru că nimeni nu o pune la inimă.
180c0c00bc	Prădătorii au venit pe toate înălțimile, prin pustie, pentru că sabia DOMNULUI va nimici de la o margine a țării până la cealaltă margine a țării: nicio carne nu va avea pace.
180c0d00aa	Ei au semănat grâu dar vor secera spini; s-au supus durerii dar nu le va folosi; și vor fi rușinați de veniturile voastre din cauza mâniei înverșunate a DOMNULUI.
180c0e00e9	Astfel spune DOMNUL împotriva tuturor vecinilor mei cei răi, care se ating de moștenirea pe care am dat-o poporului meu Israel să o moștenească: Iată, îi voi smulge din țara lor și voi smulge casa lui Iuda din mijlocul lor.
180c0f00bb	Și se va întâmpla, după ce îi voi fi smuls că mă voi întoarce și voi avea milă de ei și îi voi aduce înapoi, pe fiecare om la moștenirea lui și pe fiecare om în țara lui.
180c1000e8	Și se va întâmpla, dacă vor învăța cu toată atenția căile poporului meu, ca să jure pe numele meu: DOMNUL trăiește; precum au învățat pe poporul meu să jure pe Baal; atunci vor fi zidiți în mijlocul poporului meu.
