0100000008	Génesis
1406230053	No considerará ningún rescate, ni estará contento, aunque le des muchos regalos.
1407010045	Hijo mío, guarda mis palabras. Guarda mis mandamientos dentro de ti.
1407020051	¡Guarda mis mandamientos y vive! Guarda mi enseñanza como la niña de tus ojos.
140703003d	Átalos en los dedos. Escríbelos en la tabla de tu corazón.
1407040054	Dile a la sabiduría: “Eres mi hermana”. Llama a la comprensión de tu pariente,
1407050056	para que te alejen de la mujer extraña, de la extranjera que halaga con sus palabras.
140706003e	Pues en la ventana de mi casa, Miré a través de mi celosía.
1407070057	Vi entre los simples. Distinguí entre los jóvenes a un joven vacío de entendimiento,
1407080040	pasando por la calle cerca de su esquina, se dirigió a su casa,
1407090050	en el crepúsculo, en la tarde del día, en medio de la noche y en la oscuridad.
14070a0057	He aquí que le salió al encuentro una mujer con atuendo de prostituta, y con astucia.
14070b003a	Es ruidosa y desafiante. Sus pies no se quedan en su casa.
14070c004c	Ahora está en las calles, ahora en las plazas, y acechando en cada esquina.
14070d0044	Entonces ella lo agarró y lo besó. Con una cara impúdica le dijo:
14070e004e	“Los sacrificios de ofrendas de paz están conmigo. Hoy he pagado mis votos.
14070f0057	Por eso salí a tu encuentro, para buscar diligentemente tu rostro, y te he encontrado.
1407100053	He extendido mi sofá con alfombras de tapiz, con telas rayadas del hilo de Egipto.
140711002f	He perfumado mi cama con mirra, áloe y canela.
140712004b	Ven, vamos a saciarnos de amor hasta la mañana. Consolémonos con el amor.
140713003b	Porque mi marido no está en casa. Ha hecho un largo viaje.
1407140048	Se ha llevado una bolsa de dinero. Volverá a casa con la luna llena”.
1407150052	Con palabras persuasivas, ella lo desvió. Con el halago de sus labios, lo sedujo.
140716005d	La siguió inmediatamente, como un buey va al matadero, como un tonto que se mete en un lazo.
1407170079	Hasta que una flecha le atraviese el hígado, como un pájaro se apresura a la trampa, y no sabe que le costará la vida.
140718004b	Ahora, pues, hijos, escuchadme. Presta atención a las palabras de mi boca.
1407190054	No dejes que tu corazón se vuelva hacia sus caminos. No te desvíes de sus caminos,
14071a0054	porque ha arrojado muchos heridos. Sí, todos sus muertos son un poderoso ejército.
14071b0046	Su casa es el camino al Seol, bajando a las habitaciones de la muerte.
140801003e	¿No grita la sabiduría? ¿La comprensión no levanta la voz?
140802005a	En la cima de los lugares altos por cierto, donde los caminos se encuentran, ella se para.
140803005d	Junto a las puertas, a la entrada de la ciudad, en las puertas de entrada, llora en voz alta:
140804004d	“¡Os llamo a vosotros, hombres! Envío mi voz a los hijos de la humanidad.
140805004e	¡Tú, simple, entiende la prudencia! ¡Necios, tened un corazón comprensivo!
1408060069	Escuchad, porque voy a hablar de cosas excelentes. La apertura de mis labios es para las cosas correctas.
140807004d	Porque mi boca dice la verdad. La maldad es una abominación para mis labios.
1408080058	Todas las palabras de mi boca son en justicia. No hay nada torcido ni perverso en ellos.
1408090054	Todo está claro para el que entiende, derecho a los que encuentran el conocimiento.
14080a0058	Recibe mi instrucción antes que la plata, conocimiento más que el oro de la elección.
14080b0073	Porque la sabiduría es mejor que los rubíes. Todas las cosas que se puedan desear no se pueden comparar con ella.
14080c0064	“Yo, la sabiduría, he hecho de la prudencia mi morada. Descubra el conocimiento y la discreción.
14080d0064	El temor a Yahvé es odiar el mal. Odio el orgullo, la arrogancia, el mal camino y la boca perversa.
14080e0048	El consejo y el buen conocimiento son míos. Tengo comprensión y poder.
14080f0040	Por mí reinan los reyes, y los príncipes decretan la justicia.
1408100056	Por mí gobiernan los príncipes, nobles, y todos los gobernantes justos de la tierra.
140811004b	Yo amo a los que me aman. Los que me buscan con diligencia me encontrarán.
1408120046	Conmigo están las riquezas, el honor, riqueza duradera y prosperidad.
140813005d	Mi fruto es mejor que el oro, sí, que el oro fino, mi rendimiento que la plata de elección.
140814004c	Yo ando en el camino de la justicia, en medio de los caminos de la justicia,
1408150036	para dar riqueza a los que me aman. Lleno sus tesoros.
140816004d	“Yahvé me poseyó en el comienzo de su obra, ante sus hazañas de antaño.
1408170054	Fui establecido desde siempre, desde el principio, antes de que la tierra existiera.
140818005d	Cuando no había profundidades, nací yo, cuando no había manantiales que abundaran en agua.
1408190054	Antes de que las montañas se asentaran en su lugar, antes de las colinas, nací yo;
14081a0059	cuando aún no había hecho la tierra ni los campos, ni el principio del polvo del mundo.
14081b0075	Cuando estableció los cielos, yo estaba allí. Cuando estableció un círculo en la superficie de las profundidades,
14081c0068	cuando estableció las nubes de arriba, cuando los manantiales de las profundidades se hicieron fuertes,
14081d0077	cuando le dio al mar su límite, para que las aguas no violen su mandamiento, cuando marcó los cimientos de la tierra,
14081e0064	entonces yo era el artesano a su lado. Era una delicia día a día, siempre regocijándose ante él,
14081f0047	regocijo en todo su mundo. Mi deleite fue con los hijos de los hombres.
1408200059	“Ahora, pues, hijos míos, escuchadme, porque son dichosos los que guardan mis caminos.
1408210034	Escucha la instrucción y sé sabio. No lo rechaces.
140822006d	Dichoso el hombre que me escucha, vigilando diariamente a mis puertas, esperando en los puestos de mi puerta.
140823004d	Porque quien me encuentra, encuentra la vida, y obtendrá el favor de Yahvé.
1408240062	Pero el que peca contra mí hace daño a su propia alma. Todos los que me odian aman la muerte”.
1409010049	La sabiduría ha construido su casa. Ella ha esculpido sus siete pilares.
140902004c	Ella ha preparado su carne. Ha mezclado su vino. También ha puesto su mesa.
140903004c	Ha enviado a sus doncellas. Llora desde los lugares más altos de la ciudad:
1409040068	“¡El que sea sencillo, que se meta aquí!” En cuanto al que está vacío de entendimiento, le dice,
1409050048	“Ven, come un poco de mi pan, ¡Bebe un poco del vino que he mezclado!
1409060050	Deja tus costumbres sencillas y vive. Camina por el camino del entendimiento”.
140907005b	El que corrige a un burlón invita al insulto. Quien reprende a un malvado invita al abuso.
1409080058	No reprendas al burlón, para que no te odie. Reprende a una persona sabia, y te amará.
1409090070	Instruye a una persona sabia, y será aún más sabia. Enseña a una persona justa, y aumentará su aprendizaje.
14090a0062	El temor de Yahvé es el principio de la sabiduría. El conocimiento del Santo es la comprensión.
14090b0053	Porque por mí se multiplicarán tus días. Los años de tu vida se incrementarán.
14090c004f	Si eres sabio, eres sabio por ti mismo. Si te burlas, sólo tú lo soportarás.
14090d003a	La mujer tonta es ruidosa, indisciplinado, y no sabe nada.
14090e0052	Se sienta a la puerta de su casa, en un asiento en los lugares altos de la ciudad,
14090f0032	para llamar a los que pasan, que siguen su camino,
1409100070	“El que sea sencillo, que se meta aquí”. En cuanto a aquel que está vacío de entendimiento, ella le dice,
140911004d	“El agua robada es dulce. La comida que se come en secreto es agradable”.
140912006e	Pero no sabe que los espíritus difuntos están allí, que sus invitados están en las profundidades del Seol.
140a01006c	Los proverbios de Salomón. Un hijo sabio hace un padre feliz; pero un hijo insensato trae dolor a su madre.
140a020051	Los tesoros de la maldad no aprovechan nada, pero la justicia libra de la muerte.
140a03005c	Yahvé no permitirá que el alma del justo pase hambre, pero aleja el deseo de los malvados.
140a040058	Se hace pobre el que trabaja con mano perezosa, pero la mano del diligente trae riqueza.
140a050070	El que recoge en verano es un hijo sabio, pero el que duerme durante la cosecha es un hijo que causa vergüenza.
140a060063	Las bendiciones están en la cabeza de los justos, pero la violencia cubre la boca de los malvados.
140a070050	La memoria de los justos es bendita, pero el nombre de los malvados se pudrirá.
140a080052	Los sabios de corazón aceptan los mandamientos, pero un tonto parlanchín caerá.
140a090063	El que camina sin culpa, camina con seguridad, pero el que pervierte sus caminos será descubierto.
140a0a0043	El que guiña el ojo causa dolor, pero un tonto parlanchín caerá.
140a0b005b	La boca del justo es un manantial de vida, pero la violencia cubre la boca de los malvados.
140a0c003f	El odio suscita conflictos, pero el amor cubre todos los males.
140a0d0086	La sabiduría se encuentra en los labios del que tiene discernimiento, pero la vara es para la espalda del que no tiene entendimiento.
140a0e0052	Los sabios acumulan conocimientos, pero la boca del necio está cerca de la ruina.
140a0f0055	La riqueza del rico es su ciudad fuerte. La destrucción de los pobres es su pobreza.
140a100057	El trabajo de los justos conduce a la vida. El aumento de los malvados lleva al pecado.
140a11007b	Está en el camino de la vida quien hace caso a la corrección, pero el que abandona la reprensión extravía a los demás.
140a120058	El que oculta el odio tiene labios mentirosos. El que profiere una calumnia es un necio.
140a13006c	En la multitud de palabras no falta la desobediencia, pero el que refrena sus labios lo hace con sabiduría.
140a14005b	La lengua del justo es como la plata selecta. El corazón de los malvados es de poco valor.
140a15005f	Los labios de los justos alimentan a muchos, pero los necios mueren por falta de entendimiento.
140a160046	La bendición de Yahvé trae riqueza, y no le añade ningún problema.
140a170064	El placer del necio es hacer la maldad, pero la sabiduría es un hombre de placer del entendimiento.
140a180056	Lo que los malvados temen los alcanzará, pero el deseo de los justos será concedido.
140a190065	Cuando el torbellino pasa, el malvado ya no existe; pero los justos se mantienen firmes para siempre.
140a1a005f	Como vinagre a los dientes y como humo a los ojos, así es el perezoso para los que lo envían.
140a1b0055	El temor a Yahvé prolonga los días, pero los años de los impíos serán acortados.
140a1c0059	La perspectiva de los justos es la alegría, pero la esperanza de los malvados perecerá.
140a1d0074	El camino de Yahvé es una fortaleza para los rectos, sino que es una destrucción para los obreros de la iniquidad.
140a1e004e	Los justos nunca serán eliminados, pero los malvados no habitarán la tierra.
140a1f004c	La boca del justo produce sabiduría, pero la lengua perversa será cortada.
140a20005d	Los labios de los justos saben lo que es aceptable, pero la boca de los malvados es perversa.
140b010059	Un balance falso es una abominación para Yahvé, pero las pesas precisas son su deleite.
140b020057	Cuando llega el orgullo, llega la vergüenza, pero con la humildad viene la sabiduría.
140b03005d	La integridad de los rectos los guiará, pero la perversidad de los traidores los destruirá.
140b040055	Las riquezas no aprovechan en el día de la ira, pero la justicia libra de la muerte.
140b05005b	La justicia del intachable dirigirá su camino, pero el impío caerá por su propia maldad.
140b060063	La justicia de los rectos los librará, pero los infieles quedarán atrapados por los malos deseos.
140b070059	Cuando un malvado muere, la esperanza perece, y la expectativa de poder se queda en nada.
140b080041	El justo es liberado de la angustia, y el malvado ocupa su lugar.
140b09006a	Con su boca el impío destruye a su prójimo, pero los justos serán liberados a través del conocimiento.
140b0a0059	Cuando le va bien al justo, la ciudad se alegra. Cuando los malvados perecen, hay gritos.
140b0b0066	Por la bendición de los rectos, la ciudad es exaltada, pero es derribado por la boca de los malvados.
140b0c0066	El que desprecia a su prójimo está vacío de sabiduría, pero un hombre comprensivo mantiene su paz.
140b0d0075	El que trae chismes traiciona una confianza, pero el que tiene un espíritu de confianza es el que guarda un secreto.
140b0e0062	Donde no hay una guía sabia, la nación cae, pero en la multitud de consejeros está la victoria.
140b0f006e	El que es garante de un extraño sufrirá por ello, pero el que rechaza las prendas de garantía está seguro.
140b100051	Una mujer con gracia obtiene honor, pero los hombres violentos obtienen riquezas.
140b110067	El hombre misericordioso hace el bien a su propia alma, pero el que es cruel molesta a su propia carne.
140b120062	Los malvados ganan sueldos engañosos, pero el que siembra justicia cosecha una recompensa segura.
140b130059	El que es verdaderamente justo obtiene la vida. El que persigue el mal obtiene la muerte.
140b140077	Los perversos de corazón son una abominación para Yahvé, pero aquellos cuyos caminos son intachables son su deleite.
