2800000009	San Mateo
2c171500db	Mas tú no los creas; porque más de cuarenta hombres de ellos le asechan, los cuales han hecho voto, debajo de maldicion, de no comer ni beber hasta que le hayan muerto; y ahora están apercibidos esperando tu promesa.
2c1716006d	Entónces el tribuno despidió al mancebo, mandándo[le] que á nadie dijese que le habia dado aviso de esto.
2c171700b9	Y llamados dos centuriones, [les] mandó que apercibiesen para la hora tercia de la noche doscientos soldados, que fuesen hasta Cesaréa, y setenta de á caballo, y doscientos lanceros;
2c17180064	Y que aparejasen cabalgaduras en que poniendo á Pablo, le llevasen en salvo á Felix el presidente.
2c17190029	Y escribió una carta en estos términos:
2c171a0039	Claudio Lisias al excelentísimo gobernador Felix, Salud.
2c171b008a	A este hombre, aprehendido de los Judíos, y que iban ellos á matar, libré yo acudiendo con la tropa, habiendo entendido que era Romano.
2c171c0050	Y queriendo saber la causa por qué le acusaban, le llevé al concilio de ellos.
2c171d007e	Y hallé que le acusaban de [algunas] cuestiones de la ley de ellos, y que ningun crimen tenia digno de muerte, ó de prision.
2c171e00db	Mas siéndome dado aviso de asechanzas que le habian aparejado los Judíos, luego al punto [le] he enviado á tí, é intimé tambien á los acusadores que traten delante de tí lo que [tienen] contra él. Pásalo bien.
2c171f005b	Y los soldados, tomando á Pablo, como les era mandado, lleváronle de noche á Antipatris.
2c17200061	Y al dia siguiente dejando á los de á caballo que fuesen con él, se volvieron á la fortaleza.
2c1721006a	Y como llegaron á Cesaréa, y dieron la carta al gobernador, presentaron tambien á Pablo delante de él.
2c1722005e	Y el gobernador leida la carta, preguntó de qué provincia era; y entendiendo que de Cilicia,
2c1723006d	Te oiré, dijo, cuando vinieren tambien tus acusadores. Y mandó que le guardasen en el Pretorio de Heródes.
2c180100a9	Y CINCO dias despues descendió el sumo sacerdote, Ananías, con algunos de los ancianos, y un cierto Tértulo, orador; y parecieron delante del gobernador contra Pablo.
2c180200a6	Y citado que fué, Tértulo comenzó á acusar diciendo: Como por causa tuya vivamos en grande paz, y muchas cosas sean bien gobernadas en el pueblo por tu prudencia,
2c1803005a	Siempre y en todo lugar [lo] recibimos con todo hacimiento de gracias, oh excelente Felix.
2c18040062	Empero por no impedirte más largamente, ruégote que nos oigas brevemente conforme á tu equidad.
2c180500a7	Porque hemos hallado que este hombre [es] pestilencial, y levantador de sediciones entre todos los Judíos por todo el mundo, y príncipe de la secta de los Nazarenos.
2c18060067	El cual tambien tentó á violar el templo; y prendiéndole le quisimos juzgar conforme á nuestra ley.
2c18070057	Mas interviniendo el tribuno Lisias con grande violencia [le] quitó de nuestras manos,
2c18080084	Mandando á sus acusadores que viniesen á tí: del cual, tú mismo juzgando, podrás entender todas estas cosas de que le acusamos.
2c1809003f	Y contendian tambien los Judíos diciendo ser así estas cosas.
2c180a00b0	Entónces Pablo, haciéndole el gobernador señal que hablase, respondió: Porque sé que muchos años ha que eres gobernador de esta nacion, con buen ánimo satisfaré por mi:
2c180b0055	Que tú puedes entender que no ha más de doce dias que subí á adorar á Jerusalem.
2c180c0079	Y ni me hallaron en el templo disputando con ninguno, ni haciendo concurso de multitud, ni en sinagogas, ni en la ciudad;
2c180d0035	Ni te pueden probar las cosas de que ahora me acusan.
2c180e00b6	Esto empero te confieso, que conforme á aquel camino que llaman herejía, así sirvo al Dios de mis padres, creyendo todas las cosas que en la ley y en los profetas están escritas;
2c180f0084	Teniendo esperanza en Dios que ha de haber resurreccion de los muertos, así de justos como injustos, la cual tambien ellos esperan.
2c18100068	Y por esto procuro yo tener siempre conciencia sin remordimiento acerca de Dios y acerca de los hombres.
2c1811004a	Mas pasados muchos años, vine á hacer limosnas á mi nacion, y ofrendas,
2c18120064	Cuando me hallaron purificado en el templo, (no con multitud ni con alboroto,) unos Judíos de Asia;
2c18130057	Los cuales debieran comparecer delante de tí, y acusar[me,] si contra mí tenian algo.
2c1814005f	O digan estos mismos si hallaron en mí alguna cosa mal hecha, cuando yo estuve en el concilio,
2c18150080	Sino sea que, estando entre ellos, prorrumpí en alta voz: Acerca de la resurreccion de los muertos soy hay juzgado de vosotros.
2c181600b2	Entónces Felix, oidas estas cosas estando bien informado de esta secta les puso dilacion, diciendo: Cuando descendiere el tribuno Lisias, acabaré de conocer de vuestro negocio.
2c18170096	Y mandó al centurion que Pablo fuese guardado, y aliviado [de las prisiones,] y que no vedase á ninguno de sus familiares servirle, ó venir á él.
2c1818008e	Y algunos^ dias despues, viniendo Felix con Drusila su mujer, la cual era Judía, llamó á Pablo, y oyó de él la fé que es en Jesu-Cristo.
2c1819009f	Y disertando él de la justicia, y de la continencia, y del juicio venidero, espantado Felix, respondió: Ahora véte; mas en teniendo oportunidad te llamaré:
2c181a009a	Esperando tambien con esto, que de parte de Pablo le serian dados dineros, porque le soltase; por lo cual haciéndole venir muchas veces, hablaba con él.
2c181b008d	Mas al cabo de dos años recibió Félix por sucesor á Porcio Festo; y queriendo Felix ganar la gracia de los Judíos, dejó preso á Pablo.
2c19010057	FESTO pues, entrado en la provincia, tres dias despues subió de Cesaréa á Jerusalem.
2c1902006f	Y vinieron á él los príncipes de los sacerdotes y los principales de los Judíos contra Pablo; y le rogaron,
2c19030075	Pidiendo gracia contra él, que le hiciese traer á Jerusalem, poniendo [ellos] asechanzas para matarle en el camino.
2c1904005b	Mas Festo respondió que Pablo estaba guardado en Cesaréa, y que el mismo partiria presto.
2c19050068	Los que de vosotros pueden, dijo, desciendan juntamente; y si hay algun crimen en este varon, acúsenle.
2c19060099	Y deteniéndose entre ellos no más de ocho ó diez dias, venido á Cesaréa, el siguiente dia se sentó en el tribunal, y mandó que Pablo fuese traido.
2c19070097	El cual venido, le rodearon los Judíos que habian venido de Jerusalem, poniendo contra Pablo muchas y graves acusaciones, las cuales no podian probar,
2c19080074	Alegando él por su parte: Ni contra la ley de los Judíos, ni contra el templo, ni contra César he pecado en algo.
2c1909009f	Mas Festo, queriendo congraciarse con los Judíos, respondiendo á Pablo dijo: ¿Quieres subir á Jerusalem, y allá ser juzgado de estas cosas delante de mí?
2c190a0093	Y Pablo dijo: Ante el tribunal de César estoy, donde conviene que sea juzgado. A los Judíos no he hecho injuria ninguna, como tú sabes muy bien.
2c190b00b5	Porque si alguna injuria, ó cosa alguna digna de muerte he hecho, no rehuso morir; mas si nada hay de las cosas de que estos me acusan, nadie puede darme á ellos: á César apelo.
2c190c0066	Entónces Festo, habiendo hablado con el consejo, respondió: ¿A César has apelado? á César irás.
2c190d0059	Y pasados algunos dias, el rey Agripa y Bernice vinieron á Cesaréa á saludar á Festo.
2c190e0081	Y como estuvieron allí muchos dias, Festo declaró la causa de Pablo al rey, diciendo: Un hombre ha sido dejado preso por Felix,
2c190f0099	Sobre el cual, cuando fuí á Jerusalem vinieron [á mí] los príncipes de los sacerdotes y los ancianos de los Judíos pidiendo condenacion contra él:
2c191000ba	A los cuales respondí no ser costumbre de los Romanos dar alguno á la muerte, ántes que el que es acusado tenga presentes [sus] acusadores, y haya lugar de defenderse de la acusacion.
2c1911007c	Así que habiendo venido juntos acá, sin ninguna dilacion al dia siguiente, sentado en el tribunal, mandé traer al hombre;
2c19120055	Y estando presentes los acusadores, ningun cargo produjeron de los que yo sospechaba:
2c1913008e	Solamente tenian contra el ciertas cuestiones acerca de su supersticion, y de un cierto Jesus difunto, el cual Pablo afirmaba que estaba vivo.
2c19140068	Y yo, dudando en cuestion semejante, dije si queria ir á Jerusalem, y allá ser juzgado de estas cosas.
2c19150075	Mas apelando Pablo á ser guardado al conocimiento de Augusto, mandé que le guardasen, hasta que le envie á César.
2c19160067	Entónces Agripa dijo á Festo: Yo tambien quisiera oir á [ese] hombre. Y él dijo: Mañana le oirás.
2c191700b2	Y al otro dia, viniendo Agripa y Bernice con mucho aparato, y entrado en la audiencia con los tribunos y principales hombres de la ciudad, por mandado de Festo fué traido Pablo.
2c191800e7	Entónces Festo dijo: Rey Agripa, y todos los varones que estais aquí juntos con nosotros, veis á este, por el cual toda la multitud de los Judíos me ha demandado en Jerusalem, y aquí, dando voces que no conviene que viva más.
2c19190075	Mas yo, hallando que ninguna cosa digna de muerte ha hecho, y él mismo apelando á Augusto, he determinado enviarle:
2c191a00b2	Del cual no tengo cosa cierta que escriba al señor; por lo que le he sacado á vosotros, y mayormente á tí, oh rey Agripa, para que hecha informacion, tenga [yo] que escribir.
2c191b004d	Porque fuera de razon me parece enviar un preso, y no informar de las causas.
2c1a010093	ENTONCES Agripa dijo á Pablo: Se te permite hablar por tí mismo. Pablo entónces, extendiendo la mano, comenzó á responder por sí, [diciendo:]
2c1a02008f	Acerca de todas las cosas de que soy acusado por los Judíos, oh rey Agripa, me tengo por dichoso de que haya hay de defenderme delante de tí,
2c1a030085	Mayormente sabiendo tú todas las costumbres y cuestiones que hay entre los Judíos; por lo cual te ruego que me oigas con paciencia.
2c1a040076	Mi vida pues, desde la mocedad, la cual desde el principio fué en mi nacion en Jerusalem, todos los Judíos la saben;
2c1a05009d	los cuales tienen ya conocido, que yo desde el principio, si quieren testificarlo, conforme á la más perfecta secta de nuestra religion he vivido Fariséo.
2c1a06005e	Y ahora por la esperanza de la promesa que hizo Dios á nuestros padres soy llamado en juicio.
2c1a0700b2	A la cual [promesa] nuestras doce tribus, sirviendo constantemente de dia y de noche, esperan que han de llegar. Por la cual esperanza, oh rey Agripa, soy acusado de los Judíos;
2c1a08004f	¡Qué! ¿Júzgase cosa increible entre vosotros que Dios resucite los muertos?
2c1a09005b	Yo ciertamente habia pensado deber hacer muchas cosas contra el nombre de Jesus de Nazaret:
2c1a0a00b4	Lo cual tambien hice en Jerusalem; y yo encerré en cárceles á muchos de los santos, recibida potestad de los príncipes de los sacerdotes, y cuando eran matados, yo dí mi voto.
2c1a0b00ab	Y muchas veces, castigándoles por todas las sinagogas, [les] forcé á blasfemar; y enfurecido sobre manera contra ellos, [los] perseguí hasta en las ciudades extrañas.
2c1a0c0063	En lo cual [ocupado,] yendo á Damasco con potestad y comision de los príncipes de los sacerdotes,
2c1a0d0092	En mitad del dia, oh rey, ví en el camino una luz del cielo, que sobrepujaba el resplandor del sol, la cual me rodeó, y á los que iban conmigo.
2c1a0e00bb	Y habiendo caido todos nosotros en tierra, oí una voz que, me hablaba, y decia en lengua hebráica: Saulo, Saulo, ¿por qué me persigues? Dura cosa te es dar coces contra los aguijones.
2c1a0f0061	Yo entónces dije: ¿Quién eres, Señor? Y el Señor dijo: Yo soy Jesus, á quien tú persigues.
2c1a1000b3	Mas levántate, y pónte sobre tus piés; porque para esto te he aparecido, para ponerte por ministro y testigo de las cosas que has visto, y de aquellas en que apareceré á tí;
2c1a110047	Librándote del pueblo y de los Gentiles, á los cuales ahora te envio,
2c1a1200d1	Para que abras sus ojos, para que se conviertan de las tinieblas á la luz, y de la potestad de Satanás á Dios, para que reciban por la fe, que es en mí, remision de pecados, y suerte entre los santificados
2c1a130043	Por lo cual, oh rey Agripa, no fuí rebelde á la vision celestial:
2c1a1400d3	Antes anuncié primeramente á los que están en Damasco, y Jerusalem, y por toda la tierra de Judéa, y á los Gentiles, que se arrepintiesen y se convirtiesen á Dios, haciendo obras dignas de arrepentimiento.
2c1a150049	Por causa de esto los Judíos, tomándome en el templo, tentaron matarme.
2c1a1600c4	Mas ayudado del auxilio de Dios, persevero hasta el dia de hoy, dando testimonio á chicos y á grandes, no diciendo nada fuera de las cosas que los profetas y Moisés dijeron que habian de venir;
2c1a170081	Que Cristo habia de padecer, y [ser] el primero de la resurreccion de los muertos, para anunciar luz al pueblo y á los Gentiles.
2c1a180078	Y diciendo él estas cosas en su defensa, Festo á gran voz dijo: Estás loco, Pablo; las muchas letras te vuelven loco.
2c1a19005f	Mas él dijo: No estoy loco, excelente Festo, sino que hablo palabras de verdad y de templanza.
2c1a1a00a4	Porque el rey sabe estas cosas, delante del cual tambien hablo confiadamente. Porque no pienso que ignora nada de esto; que no ha sido esto hecho en [algun] rincon.
2c1a1b0037	¿Crees, rey Agripa, á los profetas? Yo sé que crees.
2c1a1c0047	Entónces Agripa dijo á Pablo: Por poco me persuades á ser Cristiano.
2c1a1d00b1	Y Pablo dijo: ¡^Pluguiese á Dios que por poco ó por mucho, no solamente tú, mas tambien todos los que hoy me oyen, fueseis hechos tales cual yo soy, excepto estas prisiones!
2c1a1e0075	Y como hubo dicho estas cosas, se levantó el rey, y el presidente, y Bernice, y los que se habian sentado con ellos.
2c1a1f0088	Y como se retiraron aparte, hablaban los unos á los otros, diciendo: Ninguna^ cosa digna ni de muerte, ni de prision, hace este hombre.
2c1a200056	Y Agripa dijo á Festo: Podia este hombre ser suelto, si no hubiera apelado á César.
2c1b0100a6	MAS como fué determinado que habiamos de navegar para Italia, entregaron á Pablo y á algunos otros presos á un centurion, llamado Julio, de la compañía Augusta.
