2800000006	Mateyo
2b110a005b	Byonse mbyonkute nibyenu, kayi byenu byonse nibyakame, neco nkute kupewa bulemu mulyendibo.
2b110b00ce	Lino ndesanga kulinjamwe. Nteshi mbenganga mucishi capanshi sobwe, ndesanga kulinjamwe, nsombi nabo mobacili. Ta omwaswepa kamubasunga mulina lyenu ndyomwalampa, kwambeti babeti umo mbuli njafwe ncetuli umo
2b110c00bd	Mpondalikuba nabo, ndalikubasunga nengofu nshomwalampa. Ndalabacingilila cena kayi kuliya nambi umo walataika, kufunyakowa usa walikuba welela kutaika, kwambeti byonse byalalembwa binshike.
2b110d0079	“Lino ndesanga kuli njamwe. Ndambanga bintu ibi nkandicili panshi pano kwambeti, kukondwa kwakame kwisule mumyoyo yabo.
2b110e008d	Ndabeyishi maswi enu. nsombi cishi cilabapata, pakwinga nabo baliya cibusa necishi capanshi, mbuli ame ncondababula cibusa ne cishi capanshi.
2b110f0062	Nkandasengenga kwambeti mubafunye mucishi capanshi sobwe, nsombi kwambeti mubacingilile kumulwani.
2b1110004d	Nabo ntebo bapacishi capanshi, mbuli ame ncendabula kuba wapa cishi capanshi.
2b11110048	Mubaswepeshe necancine ncine kwambeti babe benu. Maswi enu ecanci ncine.
2b11120057	Mbuli ncemwalantuma ame pacishi capanshi pano, nenjame ndabatumu pacishi capanshi pano.
2b1113005b	Pacebo cabo ndalibenge kuli njamwe, kwambeti nabo balibenge kuli njamwe mucancine ncine.”
2b11140056	Nkandapaililinga aba bonka sobwe, nsombi bonse beshibakanshome pacebo ca mulumbe wabo.
2b111500af	Ndabapaililinga kwambeti bonse bakabebamo. Mbuli amwe Ta ncomuli mulinjame, kayi nenjame ndimulinjamwe nabo bekale muli njafwe. Neco bantu bonse bakashome kwambeti mwalantuma.
2b1116004d	Ndabapa bulemu mbomwalampa, kwambeti babe bamo, babe mbuli afwe ncetuli bamo.
2b111700a7	Ame njikale mulyendibo, nenjamwe muli njame kwambeti babe bamo cancine ncine. Neco bantu bonse nibakenshibe kwambeti njamwe mwalantuma, kayi mubasuni mbuli ncomunsuni.
2b111800ac	Ndandangeti, abo mbomwalampa babe pamo nenjame uko nkoshi nkabe. Ndandangeti babone bulemu bwakame mbomwalampa, pakwinga mwalansuna kendi nkacitana cilengwa cishi capanshi.
2b11190075	Omwalulama Ta, cishi capanshi ciliya kumwinshiba sobwe, nsombi ame ndimwinshi, kayi aba bacinsheti njamwe mwalantuma.
2b111a0090	Ndalabenshibisha Lina lyenu, kayi ninkapitilishe kubeyisha kwambeti lusuno ndomukute palinjame lube mulyendibo, kwambeti nenjame mbe mulyendibo.
2b12010088	Yesu mpwalapwisha kwamba walaya pamo nebeshikwiya bakendi kutala kwa cisapa ca Kedroni, nkobalakengila mulibala lya bitondo bya maolifi,
2b1202006f	Uko Yesu nebeshikwiya bakendi nkobalikukumanina cindi conse. Neco Yuda walamuyaba walikwishiba musena wopelowo.
2b120300db	Yuda walanyamuka pamo nebashilikali baku Loma nebamalonda baku Nga'nda ya Lesa abo balatumwa nebamakulene beshimilumbo neBafalisi. Nabo balaya kulibala uko kabalibamanta malampi ne nsakamwenge kayi ne byensho byankondo.
2b12040077	Nomba Yesu walikwinshiba byeshibimwinshikile. Weco nendi walemana patuba, nekubepusheti, “Nomba mulayandanga bani?”
2b12050088	Balamukumbuleti, “tulayandanga Yesu waku Nasaleti.” Yesu walambeti, “Njame.” Yuda walamuyaba kubalwani bakendi, neye walikubapo.
2b12060047	Yesu mpwalabakumbuleti, “Njame,” Balabwelela kunyuma nekuwa panshi.
2b1207006b	Kayi Yesu walabepusha, “Nomba mulayandanga bani?” Nabo balambeti, “tulandanga Yesu wa ku nazaleti.”
2b1208005f	Yesu walambeti, “Ndamwambili eti njame, nomba na mulayandanga njame, aba balekeni bayenga.”
2b12090062	Walambeco kwambeti bikwanilishiwe mbyalambeti, “Ndiya kutayapo naba umo pali abo mbomwalampa.”
2b120a007c	Shimoni Petulo walikukute cingwebe. Walasokolola nekukwempula litwi lyakululyo lya Makasi musebenshi wa shimilumbo mukulene.
2b120b0086	Lino Yesu walambila Petulo, “Bwesha cingwebe cakobe mumukopa. Sena ulayeyengeti mbule kunwa nkomeshi ya mapensho njobalampa Bata?”
2b120c006e	Mushilikali mukulene nebashilikali bakendi, kayi nebamalondabamuNg'anda ya Lesa, balamwikata Yesu nekumusunga.
2b120d0073	Pakutanguna balaya nendi kuli Anasi, mupongoshi wa Kayafa, walikuba mukulene wa beshimilumbo bonse mucaka copeleco.
2b120e007e	Kayafa eusa walambila bamakulene baBayuda kumasuba akunyuma kwambeti caina namuntu umo ufwa kupita kwambeti bantu bonse bafwe.
2b120f00b1	Shimoni Petulo neshikwiya naumbi balamukonkela Yesu. Shikwiya naumbi uyo walikuba wenshibana neshimilumbo mukulene. Lino walengila pamo ne Yesu munga'nda ya shimilumbo mukulene.
2b1210009c	Nsombi Petulo walemana kunsa pepi necishinga, usa shikwiya walikuba wenshibikwa walapula nekuya kwamba nemutukashi pacishinga kwambeti ambile Petulo engile,
2b12110082	Nomba mutukashi musebenshi walepusha Petulo, “Sena obe ntobe umo wa beshikwiya bamuntuyu?” Petulo walambeti, “Ame? Sobwe.”
2b12120085	Kwalikuba kwatontola, neco basebenshi ne bamalonda balakunka mulilo ngobalikuyota bwimene, neye Petulo walayakwimanapo kayota mulilo.
2b12130068	Pacindi copeleco shimilumbo mukulene walepusha Yesu sha beshikwiya bakendi, kayi nebintu mbyalikwiyisha.
2b121400ca	Yesu walambeti, “Ame ndalikwamba mwakutasoleka ku muntu uliyense. Ndalikwiyisha mumanda akupaililamo kayi ne mu Nga'nda ya Lesa, bantu bonse mobakute kubungana. Ndiya kwambapo bintu mwakusoleka sobwe.
2b12150072	Nomba lino mulanjipushilinga cani? Kamwipushani abo balanyumfwa bintu mbyondalikwamba bacishi ncendalikwiyisha.”
2b12160086	Mpwalambeco, umo wa bamalonda walikuba wemana popelapo walamuma Yesu nekwambeti, “Ngokumbula aconi mushoboyo shimilumbo mukulene?”
2b12170076	Yesu walamukumbuleti, “na ndamba bintu byaipa kobishumbula. Nsombi na ndamba byakubinga nomba ulangumininga cani?”
2b12180048	Lino Anasi walamutuma Yesu kaliwasungwa kuli Kayafa shimilumbo mukulene.
2b121900a1	Simoni Petulo mpwalikuba wemana nkaciyota mulilo, nabambi balamwipusheti, “Sena obe ntobe umo wabeshikwiya ba muntusa?” Petulo walakaneti, “Sobwe ntame.”
2b121a00a6	Musebenshi naumbi wa mukulene wabeshimilumbo bonse, mwanse muntusa Petulo ngwalakwempula litwi, walamwipusheti, “Sena ndiya kukubonapo mulibala musa nkoli nendi?”
2b121b0037	Petulo walakana kayi, pacindi copeleco kombwe walalila.
2b121c00e3	Mumene mene bamakulene baBayuda balamumanta Yesu kufuma kuli Kayafa nekuya nendi kunga'nda ya mwendeleshi wa Loma. Bantu bangi balashala pansa, kutina kwambeti ningababa babulakuswepa, kayi nkabela kusuminishiwa kulyako Pasika.
2b121d0051	Neco Pilato walapulapansa nekubepusheti, “Mulamucana nemulandu cini muntuyu?”
2b121e0059	Nabo balambeti, “Nalabula kwinsa byaipa muntuyo netuliya kumuleta kuli njamwe sobwe.”
2b121f00a6	Neco Pilato walabambileti, “Mumanteni mwenga mumomboloshe kwelana ne milawo yenu.” Nsombi Bayuda basa balambeti, “Afwe nkatwasuminishiwa kushina muntu sobwe.”
2b1220004d	Ibi byalenshika kwambeti maswi Yesu ngalamba sha lufu lwakendi akwanilishiwe.
2b1221006e	Pilato walengila munga'nda yakendi kayi, nekukuwa Yesu. Walamwipusheti, “Sena obe, njobe Mwami wa Bayuda?”
2b12220063	Yesu walambeti, “Sena kwamba kulico nikwenu mobene, nambi pali bantu balamwambilapo sha njame?”
2b12230097	Pilato walambeti, “Sena ulayeyengeti njame Muyuda? Nibantu bakobe kayi ne beshimilumbo bamakulene endibo balakulete kulinjame, nomba walensa cani?”
2b1224010a	Yesu walakumbuleti, “Bwami bwakame ntebo bwapacishi capanshi sobwe. Bwami bwakame nebwanga bwapacishi capanshi pano batuloba bakame nebalandwaninini nkondo kwambeti babule kuntwala kuli bamakulene baBayuda. Nsombi bwami bwakame ntebo bwa pacishi capanshi sobwe.”
2b12250112	Pilato walambeti, “Lino ekwambeti njobe Mwami ntendimo?” Yesu walambeti, “Mulalyambili mobene kwambeti njame Mwami. Ame ndalesa pacishi capanshi pano kayi ndalasemwa nekwisa mucishi kusakwamba cancine ncine. Uliyense usuni cancine ncine ukute kunyumfwa maswi akame.”
2b122600bb	Pilato walamwipusha Yesu, “Anu cancine ncine nicani?” Pilato mpwalamba maswi awa, walapula kunsa kwalikuba Bayuda, nekubambileti, “Ame ndiya kumucanapo ne mulandu uli wonse muntuyu.
2b12270099	Nsombi kukonka cinga cenu, pacindi ca kusekelela Pasika nkute kumusungulwila muntu umo. Sena mulayandanga kwambeti ndimusungwilile Mwami waBayuda uyu?”
2b1228005f	Popelapo nabo balolobesha nekwambeti, “Uyo sobwe nsombi Balaba.” Balaba walikuba cigabenga.
2b13010031	Popelapo Pilato walamumanta Yesu ne kumukwipisha.
2b1302007d	Lino bashilikali balabamba mushini wa myunga nekumufwalika kumutwi. Kayi balamufwalika mwinjila wamushobo wabulemu ufubeluka,
2b1303005f	balikabesa kulyendiye nkabambeti, “Mitende, mobami ba Bayuda!” Pacindici balatatika kumuma.
2b13040095	Pilato walapula pansa kayi nekubambila Bayuda, “Kamubonani ndamulete kuli njamwe, neco mwinshibe kwambeti ndiya kumucanapo ne mulandu uli wonse.”
2b13050080	Popelapo Yesu walapula nkali afwala mushini wa myunga kumutwi ne cakufwala cifubeluka cisa, Pilato walambeti, “Uyu muntusa.”
2b130600db	Bamakulene beshimilumbo nebamalonda ba mu Nga'nda ya Lesa basa mpobalabona Yesu, balolobesheti, “Mupopeni! Mupopeni!” Pilato walambeti, “Mumanteni mwenka mwenga mumupope pakwinga ame ndiya kumucanapo nemulandu.”
2b13070089	Bantu balambeti, “Afwe tukute mulawo, nomba twakonka mulawo wetu uyu welela kufwa, pakwinga walikwambeti, ‘Njame Mwana wa Lesa.’”
2b1308003d	Lino Pilato mpalanyumfwa maswi awa, walanyumfwa buyowa kwine.
2b1309006f	Nomba walengila kayi munga'nda nekwipusha Yesu, “Nomba obe kwenu nikupeyo?” Nsombi Yesu nkalakumbula sobwe.
2b130a0075	Kayi Pilato walamwipusheti, “Nicani nkolankumbulunga? Sena nkocinsheti nkute ngofu sha kukusungulula nekukupopa?”
2b130b0089	Yesu walambeti, “Lesa, abula kumupa ngofu nemuliya kwinsapo ciliconse palinjame. Weco uyo wanjaba kuli njamwe ukute bwipishi bunene.”
2b130c00f1	Mpwalanyumfwa maswi awa, Pilato walayandishisha kwambeti amusungulule Yesu. Nsombi Bayuda balolobesha, mwamusungulula muntuyu ekwambeti nkamwekatana ne mwami wa kuLoma. Uliyense lalyambanga kuba mwami, ekwambeti nimulwani wamwami wa ku Loma.
2b130d00af	Pilato mpwalanyumfweco, walamupulisha Yesu, nekwikala pacipuna cakomboloshelapo milandu, pabusena bwalikukwiweti, “Lubansa lwa mabwe.” Mu cihebeli ukute kukwiweti, Gabata.
2b130e008b	Nomba bwalikuba busuba bwakulibambila sha Pasika, kayi cindi calikuba muma 12 koloko munshi. Pilato walambila Bayuda, “Uyu Mwami wenu.”
2b130f00e4	Nomba nabo balolobesha nekwambeti, “Mushineni! Mushineni! Kapopwani!” Pilato walabepusheti, “Sena mpope Mwami wenu?” Bamakulene beshimilumbo balakumbuleti, “Tuliyawa Mwami naumbi sobwe, nsombi Mwami wa ku Loma enka.”
2b13100061	Popelapo Pilato walamutwala Yesu kulyendibo kwambeti bamupope. kufumapo Yesu walaba mumakasa abo.
2b131100ab	Bashilikali balamumantisha Yesu lusanda lwakendi, balapula nendi mulubansa nekuya kumusena walikukwiweti. “Cifupa ca mutwi” Mu Cihebeli bakute kwambeti “Gologota.”
2b13120091	Kopeloko balamupopa palusanda. Kayi balapopa bantu bambi babili, umbi kulikasa lyalulyo naumbi kulikasa lya kucipiko, Yesu nendi walikuba pakati.
2b13130063	Pilato walalemba cishibisho pelu palusanda. Walalembeti, “Yesu wa kuNasaleti, Mwami wa Bayuda.”
2b131400ae	Mpwalapopela Yesu palikuba pepi neku Yelusalemu. Neco Bayuda bangi balikababelengapo. Cishibisho ici calikuba calembwa mumishobo itatu, Cihebeli ne Cilatini kayi ne Cigiliki.
2b13150091	Bamakulene ba beshimilumbo ba Bayuda balambila Pilato, “Kamutalembeti, Mwami wa Bayuda sobwe. Nsombi mwine ewalikulyambeti eMwami wa Bayuda.”
2b1316004e	Nomba Pilato walambeti, “Mbyondalembe, nibibe copeleco mbuli ncondalembe.”
2b131700f5	Bashilikali basa mpwobalapopa Yesu, balamanta bayakufwala byakendi nekutwamunamo tumpansha tuna, mushilikali uliyense walamanta kampansha kakendi. Balamanta kayi nemwinjila wakendi uyo walikuba watungwa necikwisa cimo kayi nkawalikuba ne lupeto.
2b1318012d	Lino bashilikali abo balambilaneti, “Katutautwamuna sobwe, nsombi twinse nsolo kwambeti twinshibe na nibani eshi aumante.” Byalenshika mushoboyo kwambeti bikwanishiwe balambwa mumabala, “Balayabana byakufwala byakame, kayi mwinjila wakame balawinshila nsolo.” Weco ncobalensa bashilikali basa.
2b1319007d	Nomba pepi ne lusanda palemana banyina, ne mukwabo banyina, kayi palikuba Maliya mukashendi klopa ne Mariya wa ku magadalena.
2b131a0079	Lino Yesu mpalabona banyina ne shikwiya usa ngwalikusuna nkabalibemana pepi, walambila banyina eti, “Ma mwanenu uno.”
2b131b0096	Walambila kayi shikwiya usa eti, “Banyoko aba.” Lino kufumina popelapo shikwiya usa walabamanta batukashi abo ne kutatika kubasunga cena kwakendi.
2b131c0093	Yesu walenshiba kwambeti lino byonse bilakwanilishiwa. Lino kwambeti bikwanilishiwe byonse byalambwa mumabala, nendi walambeti “Nkute inyotwa.”
2b131d00a7	Popelapo palikuba nsupa yesula waini wasasa. Bashilikali basa balasabika cisambo mu waini wasasa usa, nekucisomeka kukatondo ka hisopi nekukashikisha pamulomo pakendi.
2b131e0066	Yesu mpalasupita waini wasasa walambeti, “Byonse bilakwanilishiwa.” Lino walakotama mutwi nekufwa.
2b131f0113	Bwalikuba busuba bwakulibambila sha Pasika. Bamakulene ba Bayuda nkabali kwandeti bitumbi ibyo bibe pa lusanda pa busuba bwa Sabata, pakwinga busuba bwa Sabata ubo bwalikuba bunene. Weco balamusenga Pilato kwambeti batyokole myendo ya bantu basa balikuba bapopwa nekubafunya.
2b13200072	Lino bashilikali balesa, nekutyokola umo pa babili basa balapopwa pamo ne Yesu. Balensa copeleco ne kumunendi usa.
2b13210062	Nsombi mpobalashika pali Yesu, pakubona kwambeti lafu kendi, neco baliya kutyokola myendo yakendi.
2b1322005e	Nsombi umo wa bashilikali basa walamuyasa mumbafu ne lifumo, nomba mwalafuma milopa ne menshi.
2b132300ae	Uyo walabona bintu ibi endiye labinshilinga bukamboni, kwambeti ne njamwe mushome. Bukamboni bwakendi nibwancine ncine, kayi mwine ucinshi kwambeti mbyalambanga nibyakubinga.
2b13240082	Ibi byalenshika kwambeti byalambwa mumabala bikwanilishiwe, mabala akwambeti, “Nteshi bakatyokole lifupa lyakendi nambi limo.”
2b1325004e	Kayi kuli mabala nambi alambangeti, “Bantu nibakamwebele uyo ngobalayasa.”
2b13260101	Panyuma pakendi Yosefe wa ku Arimatea walasenga Pilato kwambeti amusuminishe kufunya citumbi ca Yesu. Yosefe walikuba weshikwiya wa Yesu, nsombi mwakusolama, pakwinga balikutina bamakulene ba Bayuda. Lino Pilato walamusuminisha, nendi walafunya citumbi ico.
2b132700a9	Kwalesa kayi nikodemasi, usa walaya kuli Yesu mashiku pakutatika pasa. Nendi walaleta mafuta anunkila a mule asankanishiwa ne aloe, alikuba alema makilogilamu akwana 32.
2b1328007a	Bantu babili aba balamanta mubili wa Yesu nekupomba mucikwisa caswepa ne mafuta anunkila cena, balakonka mwambo wa Bayuda.
2b1329006f	Uko Yesu nkwalapopwa kwalikuba libala. Nomba mulibala umo mwalikuba cumbwe calino lino, citana cibikwamo muntu.
2b132a0079	Lino bwalikuba busuba bwa kulibambila kwa Bayuda kusekelela Pasika, Nomba manda ayo alikuba pepi, balabika Yesu mopelomo.
2b140100b8	Pabusuba bwa Sondo mumene mene nkapacili pashipa shipa, Mariya wa ku Magadalene walaya ku manda a Yesu. Mpwalashika walabona kwambeti cilibwe cisa cafunywapo kendi pacishinga ca manda.
2b140200b7	Neco walafwamba kuya akushika kuli Simoni Petulo ne shikwiya umo usa ngwalikusuna Yesu maningi. Walabambila kwambeti, “Balamufunyumo Mwami mumanda kayi nkatucinshi nkobalamubiki.”
2b1403003c	Popelapo Petulo ne shikwiya naumbi balapula nekuya ku manda.
2b1404006f	Bonse babili balafwamba, nomba usa shikwiya naumbi walafwamba kupita Petulo, neco ewalatanguna kushika kumanda.
2b14050050	Walakotama nekubonowa bikwisa nkabili byafungana, nomba nendi liyawa kwingilamo.
2b14060068	Shimoni Petulo mpwalashika walayakwingila mumanda. Nomba walabonowa bikwisa byabungana nkabili popelapo,
2b1407008c	Kayi kakwisa kasa kalikuba kumutwi kwakendi. Kakwisa aka nkakalikuba pamo ne bikwisa nabimbi bisa, nsombi kalikuba pakonka nkakali kapombwa.
2b14080075	Popelapo shikwiya naumbi usa walatatikila kushika ku manda, nendi walengilamo. Nomba mpwalabona bintu ibi, walashoma.
2b1409006e	Kushikila cindi copeleco nabo basa balinkabatana banyumfwishisha maswi akwambeti Yesu welela kupunduka kubafu.
2b140a0034	Panyuma pakendi beshikwiya basa balabwela kucomwabo.
2b140b0061	Nomba Maliya walemana pansa pamanda nkalila, nkacilila mushoboyo, walakotama nekusumbila mumanda,
2b140c007e	walabona bangelo babili nkabali bafwala mingila ituba. Bangelo abo balikuba bekala panshi, palikuba pona citumbi ca Yesu pasa.
2b140d00a3	Nabo balamwipusheti, “Obe mutukashi, ulalilinga cani?” Nendi walakumbuleti, “Pacebo cakwambeti balamufunyumo Mwami wakame kayi nkandicinshi nkobalamubiki.”
2b140e0070	Mpwalamba bintu ibi walacebuka nekubona muntu nkali wemana popelapo, nsombi liyawa kumwinshiba kwambeti ni Yesu.
2b140f00f4	Lino Yesu walamwipusheti, “Mutukashi obe ulalilinga cani?” Mariya nendi walikuyeya kwambeti nimusebenshi wamulibala, neco walamwambila kwambeti, “Nkambo, na njamwe mulamufunyumo, kamungambilani nkomulamubiki kwambeti njenga akumumanta.”
2b1410006c	Yesu walambeti, “Maliya!” Nendi walacebuka nekwambeti, “Laboni!” Uku ekwambeti, “Bashikwiyisha.”
2b141100b9	Yesu walamwambileti, “Kotanjikata pakwinga nkanta nja kuli Bata. Nsombi koya wambile bakwetu, ubambileti, ndenga kuli Bata, kayi Ebameshenu, kuli Lesa wakame kayi endiye Lesa wenu.”
2b14120084	Maliya waku Magadalene walaya akwambila beshikwiya bakendi eti, “Ndamubono Mwami,” Neco walabambila byonse mbyalamwambila Mwami.
2b141300dd	Mansailo mpokwalashipa pabusuba bwa Sondo, Beshikwiya basa balikuba pamo. Bishinga byalikuba byacalwa, pakwinga balikutina bamakulene ba Bayuda. Lino Yesu walesa akwimana pakati pabo nekwambeti “Lumuno lube nenjamwe!”
2b14140072	Mpwalambeco walababonesha makasa akendi ne kumbafu nkwalayaswa, neco beshikwiya basa balakondwa mpobalabona Mwami.
2b14150058	Kayi Yesu walambeti, “Lumuno lube nenu.” Mbuli Bata balantuma, nenjame ndamutumunga.
2b1416004d	Panyuma pakendi walabambila kayi walayoyela, “kamutambulani Mushimu Uswepa.
2b1417008b	Bantu abo mboshi mukalekelele bwipishi bwabo nibakalekelelwe cakubinga, nomba abo mboshi mukabule kulekelela nteshi bakalekelelwe sobwe.”
2b14180085	Umo wa basa beshikwiya balilikumi ne babili, Tomasi walikukwiweti mpundu, nkalikuba pamo ne beshikwiya banendi pacindi Yesu mpwalesa.
2b141900dc	Lino beshikwiya banendi basa balamwambila eti, “Afwe tulamubono Mwami.” Nsombi Tomasi walambeti, “Ndabula kubona bilonda bya misupikili, nambi kutyonka cimbombo cakame kumbafu nkwalayaswa nkandela kushoma sobwe.”
2b141a00d1	Mpopalapita masuba asanu ne atatu, beshikwiya basa balikuba munga'nda mopelomo ne Tomasi walikuba nabo. Bishinga byalikuba byacalwa, nsombi Yesu walesa, walemana pakati pabo nekwambeti, “Lumuno lube nenu!”
2b141b00a4	Mpwalambeco, walambila Tomasi eti, “Tyonka cimbombo cakobe mumbafu mwakame, kayi bona makasa akame. Kobika cimbombo cakobe apa. Cileke kutonshanya kayi ushome.”
2b141c0032	Tomasi walambeti, “Mwami wakame! Lesa wakame!”
2b141d006b	Yesu walambeti, “Sena ulashomo pacebo cakwambeti ulambono? bakute colwe balashomonga ncebatana babona.”
2b141e007b	Yesu walensa bingashilo nabimbi bingi byeshikukankamanisha pamenso abeshikwiya bakendi, ibyo byabula kulembwa mulibuku ili.
2b141f008d	Nsombi ibi bilalembwe kwambeti mushometi Yesu eMupulushi Walaiwa usa, Mwanendi Lesa, kwambeti mwashoma mube ne buyumi butapu mulina lyakendi.
2b15010054	Panyuma pakendi Yesu walalilesha kayi kuli beshikwiya bakendi kumulonga wa Tibeliyo.
2b15020096	Shimoni Petro, Tomasi ne Nataniele wa kumunshi waku Kana mucishi ca Galileya, bana basa ba Sebediya, kayi ne beshikwiya nabambi babili, balikuba pamo.
2b150300ba	Shimoni Petulo walabambileti, “Ame ndenga akwikata inswi.” Nabo balambeti, “Nenjafwe tulenga nenjobe.” Balanyamuka nekuya akwingila mubwato. Nomba mashiku baliya kwikatapo inswi.
2b15040054	Mpobwalaca Yesu walemana pa mutunta. Nsombi beshikwiya basa nkabalenshibeti ni Yesu.
2b1505006a	Lino nendi walabepusha eti, “Sena muliya kwikatapo inswi?” Nabo balambeti, “Sobwe, tulabwelekowa.”
2b150600a5	Yesu walabambileti, “Walani kombe kulubasu lwakululyo kwa bwato, nimwikate.” Naboyo balawala kombe, nomba balalilwa kukwela kombe pakwinga kalekata inswi shingi.
2b150700e3	Popelapo shikwiya usa Yesu ngwalikusuna maningi walambila Petulo eti, “Ni Mwami!” Shimoni Petulo mpwalanyumfwa kwambeti ni mwami, walafwala mwinjila wakendi (pakwinga walikuba laufululu mwinjila) Nomba walaliwala mu lwenje.
