2800000005	Matei
2b050e00aa	Bu'kapo Yesu aankwembite yu'lu' mundu ywantepwile munyumba ya Nnu'ngu' ngammakia, “Nambi'yambi' uponi, kaneupange sambi kai', lyakane kupata likowe lyakau pi'ta li'.”
2b050f004d	Yu'lu' mundu ngayenda kwabakia api'ndo ba Ayahudi panga Yesu ngaywanitepwile.
2b0510006b	Kwa nyo, api'ndo ba Ayahudi baatumbwi kunku'su'mbwa kwa mwanjaa apangage makowe go lisu'ba lya Sabato yabe.
2b05110059	Yesu ngayangwa, “Tati' bangu' bapanga kasi kila lisu'ba, kwa nyo nanenga nganipanga.”
2b051200ca	Kwa kitumbu sa makowe ga, api'ndo ba Ayahudi baapalike kila ndi'la ya kummulaga Yesu, kwenda kwa kitumbu sa kwiti'kwana Sabato bai lili, ila kwa kunkema Nnu'ngu' Tati' bake naywembe abile nsawani nakwe.
2b051300cf	Yesu ngaabakia, “Kakape nendakummakianga, Mwana akombwali panga likowe lya kisake. Ywembe apanga li'lu' lyaabona Tati' bake kabapanga, kwa mwanjaa lyolyoti lyalipangilwa na Tati', Mwana alipanga nyinyonyo.
2b0514008c	Mwanjaa Tati' bampenda Mwana na kunnaya galu' gabagapanga bene Tati', naywembe alu'a kunnaya lyengo liku'lu' kulikoni li', li'nga musangale.
2b0515006c	Kati mwaibile Tati' kwayu'ya babawile na kwapeya ukoto, nyinyonyo na Mwana kwapeya ukoto bandu kati mwapala.
2b0516004b	Kai' Tati' bansenwali mundu ywoywoti, ila bampei Mwana uweso woti wo senwa,
2b05170082	li'nga bandu boti bamwisimu Mwana kati mu'lu' mwabaaisimu Tati'. Ywakana kumwisimu Mwana, akana kwaisimu Tati' babaantumike Mwana.
2b051800ba	“Kakape nimmakianga, ywayu'wa liyi'gi'yo lyangu' na kumwu'bi'lya yu'lu' ywanitumike abile na ukoto wangayomoka. Alu'a senulwali katu, ila ayomwike pi'ta bu'ka mukiwo no yingya muukoto.
2b05190093	Kakape nimmakianga, nsimu wendaisa, kai' wisile panga babawile baaliyu'wa lilobe lya Mwana wa Nnu'ngu', na babaaliyu'wa lilobe lyo baapanga bau'mi.
2b051a0061	Kati Tati' mwababile kitumbu sa bwu'mi, nyinyonyo bannyali Mwana uweso wo piya ukoto kwa bi'ngi'.
2b051b004d	Kai', ampeile Mwana wake utawala wo senwa, kwa mwanjaa ywembe Mwana wa Mundu.
2b051c006e	Kanemusangale yu'wa makowe gano, kwa mwanjaa saa yendaisa payapanga bababile mumasiko baaliyu'wa lilobe lyake,
2b051d0073	nabembe baayu'ka. Balu' babaapangite manogau baayu'ka no tama bau'mi, balu' babaapangite malau baayu'ka no senulwa.
2b051e00c9	“Nenga nikombwali panga kikowe sosoti kwa makakala gangu' namwene. Mwaniyu'wa, nga mwanisenwa. Nisenwa kwa aki, kwa mwanjaa nipalali panga ganipala namwene, ila nipanga mwabapala Tati' babaanitumike.
2b051f0054	Mana kaniikong'ondelya namwene, ukong'ondeli wangu' uyi'ki'ti'lwali panga wa kakape.
2b05200063	Lakini kubile na ywi'ngi' ywanikong'ondelya, nanenga nitangite panga kong'ondelya kwake kwa kakape.
2b0521003e	Mwenga mwatumike bandu kwa Yoani, nembe ngaikong'ondeli kweli.
2b05220058	Nenga niu'bi'lyali ukong'ondeli wa mundu, ila nilibaya li', li'nga mwenga mukosopolelwe.
2b05230077	Yoani aai kati lumuli lwaluyakage no piya bweya, namwenga pamuubweni bweya wake, ngamunapusika na awo bweya kwa mpi'to.
2b052400d8	Lakini nenga namwene nibile na ukong'ondeli wangu' nku'lu' kulikoni wu'lu' wa Yoani. Kwa mwanjaa mengo ganigapanga nga galu' gabanitumike Tati' nigatimise. Yaani mangelongelo gakong'ondelya panga Tati' ngabanitumike.
2b05250072	Na Tati' babaanitumike bakong'ondeli bu'kana na nenga. Wala munayu'wali katu lilobe lyabe, ata kwaabona mwababile,
2b0526005b	kai', mwenga muliyi'ki'tili liyi'gi'yo lyake, kwa mwanjaa mumwu'bi'li li ywembe ywantumike.
2b0527008b	Mwenga mupekeseni Maandiko Mapeleteu mukitage nkati yake mulu'a pata ukoto wangayomoka, kumbe Maandiko gogogo nga gaganikong'ondelya nenga.
2b0528003c	Lakini mwenga mukana kuniu'bi'lya nenga li'nga mupate ukoto.
2b05290024	“Nenga nipalali lumbilwa na bandu.
2b052a0041	Lakini nintangite mwenga, panga mumpendili Nnu'ngu' mumyoyo yinu.
2b052b007b	Nenga niisi kwa utawala wa Tati' bangu', lakini munipokili. Ila mundu ywi'ngi' mana aisi kwa utawala wake mwene, mwampokya.
2b052c007f	Mwenga mukombwabuli u'bi'lya manaitei mupeyana utukupu mwabene na bene, lakini mubiniali kuupala utukupu waubu'ka kwa Nnu'ngu'?
2b052d006d	Wala kanemuganiye panga nenga nalu'a kunsitakya kwa Tati', abile ywansitakya nga Musa ywamumwu'bi'lya mwenga.
2b052e0065	Kenda kakape mukamwu'bi'lya Musa, mulu'e niu'bi'lya nanenga, kwa mwanjaa ywembe aandike abali yangu'.
2b052f0056	Lakini manaitei mugau'bi'lyali gaandike Musa, mulu'a gau'bi'lya buli ganigalongela?”
2b0601005d	Bu'ka pa go, Yesu aayi'i kwiyi' ya baali ya Galilaya, lina li'ngi' ikemelwa Baali ya Tibelia.
2b06020070	Kipi'nga kiku'lu' sa bandu satikummi'ngi'ya, kwa mwanjaa baibweni myasu ya mangelongelo gaagapangite kwa atamwe.
2b06030046	Nembe Yesu aau'bwike pakitu'mbi', aatami kwo pamope na banamasi' bake.
2b06040039	Na si'li'ku'si'li'ku' ya Pasika ya Ayahudi yai kaiegelya.
2b06050091	Yesu paalingite, na kukibona kipi'nga kiku'lu' sa bandu kakimwisilya, ngammakia Pilipi, “Tukapi'me kwaku' makati li'nga bandu ba bapate lya?”
2b0606003c	Aannalwiye nyo kwa kumpaya, kwa mwanjaa aatangite lyo panga.
2b0607008c	Pilipi ngannyangwa, “Ata mbanje dinali mya ibi'li' ili'nganali pi'ma makati ga kwapeya bandu ba walau kila mundu apate king'esu kisini.”
2b0608004d	Yumo ywa banamasi' bake, ywakemilwe Andelea nnunawe Simoni Petili, ngammakia,
2b06090098	“Pano abile munsembe yumo, abile na makati matano na omba abi'li' asene asene. Lakini ayi' kwa kipi'nga sa bandu ba, alu'a lya nyai, no igala nyai?”
2b060a0085	Yesu ngabaya, “Mwatamike bandu pakitamo.” Pandu po paabile na manyei gambone, na bandu ngabatama. Paabile na analu'me elupu tano.
2b060b009d	Yesu ngatola makati na kunsukulu Nnu'ngu'. Ngatumbwa kwabagana balu' bandu babaabile mwitamo, kila mundu mwapala lya. Aapangite nyinyonyo ata kwa balu' omba.
2b060c007b	Bandu boti pabaayomwi lya no yukuta, ngaabakia banamasi' bake, “Mukongwe ing'esu yoti yaiigile, li'nga yakane alabika.”
2b060d006c	Bai, ngabakongwa ing'esu yoti ya makati matano yabaigiye balu' bandu, baatwi'liye itu'ndu' ku'mi na ibi'li'.
2b060e0074	Bandu pabaubweni mwasu waupangite Yesu, ngababaya, “Kakape ayu' nga yu'lu' Nnondoli wa Nnu'ngu' ywaisa padunia!”
2b060f007d	Yesu pakwipwi panga bapalage isa bampange nkulungwa wabe kwa makakala, ngaegela pabaabile ngayenda pakitu'mbi' ywembe kisake.
2b0610003f	Paiikite kitamwiyo, banamasi' bake baaeleli kulitanda liku'lu'.
2b0611007e	Baayingi mungalaba, baatumbwi loka litanda liku'lu' yenda Kapernaumu. Saa yo yaai ya lubi'ndu' na Yesu aai anakwembanali nabo.
2b0612004d	Na litanda liku'lu' lyendetikatika kwa kitumbu sa nsunga nkali' waupukatyage.
2b06130082	Banamasi' pabayi'i kilometa tano au sita, ngabammona Yesu kayenda na magu'lu' panani ya masi' kaiegelya ngalaba, ngabayogopa muno.
2b0614002f	Yesu ngaabakia, “Nenga pano, kanemuyogope.”
2b0615005d	Bai, bapalage kumpu'twa Yesu mungalaba yabe, baimukya, ngalaba iikite kuuyu'mu' kwabayendage.
2b061600c8	Pammalau' yake, kipi'nga sa bandu babaigile liyi' lyenebi'li' lya litanda baatangite panga palu' kwabile na ngalaba yimo bai, na Yesu aalongwaniyeli nabo mungalaba yo, ila banamasi' bo baayi'i kisabe.
2b06170070	Lakini ngalaba yi'ngi' bu'ka Tibelia yaikite papipi na palu' pabaalile makati, bu'ka pa Yesu kunsukulu Nnu'ngu'.
2b0618007b	Bai, abo bandu pabakwipwi panga Yesu na banamasi' bake baabileli pandu po, ngabau'bu'ka mungalaba yenda Kapernaumu kumpala.
2b06190066	Balu' bandu pabankwembite Yesu kwiyi' ya litanda baatikunnaluya, “Mwalimu, waikite pakubawi pano?”
2b061a009e	Yesu ngaayangwa, “Kakape nimmakianga, munipalali kwa kitumbu sa myasu ya mangelongelo gamugabweni, ila munipala kwa mwanjaa mwaalile galu' makati no yukuta.
2b061b00d6	Kanemuyomwe malango ginu kwo panga lyengo kwa kilyo sakilu'la, muganiye no panga lyengo kwa kilyo sangalu'la sakimpeyanga ukoto wangayomoka. Mwana wa Mundu, ywakong'ondelilwe na Nnu'ngu', alu'a kumpeya kilyo so.”
2b061c0055	Nabembe ngabannaluya, “Tupange buli li'nga tukombwe kugapanga mengo ga Nnu'ngu'?”
2b061d0064	Yesu ngayangwa, “Li'no nga lyengo lyalipala Nnu'ngu' mulipange, kumwu'bi'lya yu'lu' ywantumike.”
2b061e0061	Apo ngabannaluya, “Ulu'a panga mwasu waku' tuubone li'nga tukuu'bi'li? Ulu'a panga kikowe gani?
2b061f008c	Au'ku' bitu baalile kilyo sasaakemilwe ‘mana’ ku'lu' kulubele, kati mwagabaya maandiko, ‘Aapei makati bu'ka kunani li'nga balye.’”
2b06200091	Yesu ngaabakia, “Kakape nimmakianga, ywampeyangite makati bu'ka kunani Musa lili, ila Tati' bangu' ngabampeyanga makati ga kakape bu'ka kunani.
2b0621005b	Kwa mwanjaa likati lya Nnu'ngu' nga yu'lu' ywauluka bu'ka kunani na kwipeya dunia ukoto.”
2b0622003a	Ngabammakia, “Bwana, utupei alyo likati masu'ba goti.”
2b0623007a	Yesu ngaabakia, “Nenga nga na likati lya ukoto. Ywaisa kasangu' aaminyali njala, na ywaniu'bi'lya aaminyali nnyota katu.
2b06240047	Lakini kati mwanimmakie, pamope no panga munibweni lakini mwu'bi'lyali.
2b06250058	Balu' boti baanipeya Tati' baaisa kasangu', na ywoywoti ywaisa kasangu', katu nankanali.
2b06260066	Kwa mwanjaa niulwike bu'ka kunani li'nga nipange ganipala lili, ila nipange gapala ywembe ywanitumike.
2b06270079	Aga nga gapala ywembe ywanitumike, panga kanenimwobeye ata yumo ywa balu' baanipeile, ila naayu'ye lisu'ba lya kuundi'la.
2b0628009d	Kwa mwanjaa sabapala Tati' bangu' nga si'no, kila ywammona Mwana na kumwu'bi'lya abe na ukoto wangayomoka, nanenga nalu'a kunnyu'ya lisu'ba lya kuundi'la.”
2b0629006d	Bai, Ayahudi baatumbwi ku'ku'li'ka kwa mwanjaa Yesu aabakie panga ywembe nga likati lyaliulwike bu'ka kunani.
2b062a007e	Ngababaya, “Ayu' mwana wa Yusupu li, tati' bake na mau' bake batwatangite? Akombwabuli baya, ‘Niulwike bu'ka kunani?’”
2b062b0038	Yesu ngaabakia, “Kanemuku'ku'li'kyane mwaboti mwabamo.
2b062c0079	Ntu'pu' mundu ywakombwa isa kasangu' mpaka autilwe na Tati' bangu' babanitumike, nanenga nannyu'ya lisu'ba lya kuundi'la.
2b062d0091	Alondoli ba Nnu'ngu' baatiandika, ‘Bandu boti baayi'ganilwa na Nnu'ngu'.’ Kila mundu ywaayu'wa na kwiyi'gana bu'ka kwa Tati', aaisa kasangu'.
2b062e0079	Pano ilombolyali panga kubile na mundu ywoywoti ywaabweni Tati', ila yu'lu' ywaumi kwa Nnu'ngu', aywo ngaywaabweni Tati'.
2b062f003b	Kakape nimmakianga, ywau'bi'lya abile na ukoto wangayomoka.
2b0630001e	Nenga nga na likati lya ukoto.
2b06310052	Au'ku' binu baalile kilyo sasaakemilwe ‘mana’ ku'lu' kulubele, lakini baawile.
2b06320055	Lakini ali' likati lyaliuluka bu'ka kunani, lyembe mundu ywoywoti mana alile, aawali.
2b063300ba	Nenga na likati lya ukoto li'lu' lyalibu'i kunani. Mundu ywoywoti mana alile likati li' alu'a ba na ukoto wangayomoka. Likati li' nga yi'ga yangu' yanaaipiya li'nga dunia ipate ukoto.”
2b06340067	Bai, Ayahudi baatitaukana bene na bene kababaya, “Akombwabuli mundu yu' kutupeya yi'ga yake tulye?”
2b06350085	Kwa nyo Yesu ngaabakia, “Kakape nimmakianga, mana mukotwike kuilya yi'ga ya Mwana wa Mundu na kuinywa myai yake, kakape mwaalamali.
2b0636007b	Mundu ywoywoti ywailya yi'ga yangu' na kwinywa myai yangu', abi na ukoto wangayomoka. Nane nannyu'ya lisu'ba lya kuundi'la.
2b06370051	Kwa mwanjaa yi'ga yangu' nga kilyo sa kakape na myai yangu' nga kinywo sa kakape.
2b0638005a	Ywalya yi'ga yangu' na kuinywa myai yangu' aatama nkati yangu' nanenga naatama nkati yake.
2b06390092	Kati mu'lu' Tati' babanitumike nenga mwababile bau'mi, nanenga nankoti kwa Tati', nyinyonyo nembe ywanilya nenga aapanga nkoto kwa kitumbu sangu'.
2b063a0093	Li'no nga likati lyaliuluka bu'ka kunani, kwenda kati likati li'lu' lyabalile au'ku' binu na baawile. Ywalya likati li', ukoto wake waayomokali.”
2b063b005b	Yesu aalongei makowe go paabile kayi'gana munyumba ya kunnu'ba Nnu'ngu' akwo ku Kapernaumu.
2b063c0073	Baingi ba banamasi' bake pabaayu'wine likowe li' ngababaya, “Mayi'gano ga ganonwipe. Nyai ywakombwa kugapokya?”
2b063d0084	Yesu aatangite panga banamasi' bake bendaku'ku'li'ka bu'kana na mayi'gano gake, ngaabakia, “Kitiwi, likowe li' limpanga muku'bale?
2b063e0047	Ilu'e panga buli, mukammona Mwana wa Mundu kau'bu'ka buyangania kwaumi?
2b063f005a	Loo wa Nnu'ngu' nga yaileta ukoto, yi'ga ipwaikali. Makowe ga ganimmakie nga Loo na ukoto.
2b0640009b	Lakini mwabi'ngi' binu muu'bi'lyali.” (Mwanjaa Yesu aatangite bu'ka patumbu balu' babaalu'a kana kumwu'bi'lya pakati yabe, na yu'lu' ywaalu'a kunsongya.)
2b06410084	Aayendeli baya, “Asi' nga kitumbu sanammakie panga ntu'pu' mundu ywakombwa isa kasangu' ila yu'lu' ywayaliwite na Tati' bangu'.”
2b0642005a	Bu'ka lisu'ba lyo, apwasi bake baingi baabuyangani nsu'gu', na baalongwaniyeli nakwe kai'.
2b06430065	Kwa nyo, Yesu aalalwiye balu' banamasi' bake ku'mi na abi'li', “Buli, namwenga mpala bu'ka kai'?”
2b0644006e	Simoni Petili ngannyangwa, “Bwana, tubu'ke tuyende kwa nyai? Wenga ubile na mayi'gi'yo ga ukoto wangayomoka.
2b0645004a	Twenga twendau'bi'lya no tanga panga wenga nga wa Mpeleteu wa Nnu'ngu'.”
2b0646006b	Yesu ngaabakia, “Buli, ninsawangiteli mwenga ku'mi na abi'li'? Ata nyo, yumo mukipi'nga sinu nga moka!”
2b0647009a	Yesu aalongei go bu'kana na Yuda, mwana wa Simoni Isikalioti, kwa mwanjaa ayu' ngaywaalu'a kunsongya, pamope no panga aai yumo ywa balu' ku'mi na abi'li'.
2b07010086	Bu'ka pa makowe go Yesu aayi'i tyangilya ku Galilaya. Aakani yenda kunkoa wa Yudea, kwa mwanjaa api'ndo ba Ayahudi bapalage kummulaga.
2b07020036	Si'li'ku'si'li'ku' ya Ibanda ya Ayahudi yai kaiegelya.
2b07030069	Bai, anunabe ngabammakia, “Ubu'ke pano, uyende Yudea li'nga banamasi' bako bakagabone mengo gaugapanga.
2b0704006a	Mundu mana kaapala tanganikwa, apangali makowe gake kwo iya. Mana kaupanga makowe ga, wilaye kwa dunia.”
2b07050028	(Kwa mwanjaa anunabe baamwu'bi'li lili.)
2b07060068	Yesu ngaabakia, “Wakati wangu' waupwaika balo unatimyali, lakini kwinu mwenga kila wakati wendapwaika.
2b07070071	Dunia ikombwali kunsukwa mwenga, lakini dunia inisukwa nenga kwa mwanjaa naakong'ondelya makowe maakau gabapanga.
2b07080070	Mwenga muyende kusi'li'ku'si'li'ku' yo. Nenga niyendali, kwa mwanjaa wakati waupwaika kwangu' nenga unaikali.”
2b07090036	Nembe payomwi kwabakia makowe go, aaigali ku Galilaya.
2b070a005a	Lakini anunabe pabaabu'i yenda kusi'li'ku'si'li'ku', nembe Yesu aayi'i, lakini kwa kinunu.
2b070b0067	Api'ndo ba Ayahudi baabile kabampala akwo kusi'li'ku'si'li'ku' no laluyana, “Ayu' mundu ai kwaku'?”
2b070c00b2	Kwaabile na bandu kabataunana makutu pandu po pabaamesekine bandu bu'kana na Yesu, bandu bi'ngi' kababaya, “Mundu nnogau,” bi'ngi' kababaya, “Lili, ywembe aakonga bandu.”
2b070d0065	Lakini ntu'pu' mundu ywaalongei mpu'la bu'kana na ywembe, kwa mwanjaa baayogopage api'ndo ba Ayahudi.
2b070e0066	Pakati ya si'li'ku'si'li'ku', Yesu aatiu'bu'ka yenda muluwa lwa nyumba ya Nnu'ngu', ngatumbwa yi'gana.
2b070f0079	Ayahudi baatisangala mu'lu' mwayi'ganage, ngababaya, “Mundu yu' akombwi buli kugamanya makowe ga wangali yi'ganilwa?”
2b0710005e	Yesu ngaayangwa, “Mayi'gano gangu' gabu'ka kwangu' namwene lili, ila kwa yu'lu' ywanitumike.
2b0711008e	Mundu ywoywoti mana kapanga mwapala Nnu'ngu', alu'a tanga panga mayi'gano gangu' gabu'ka kwa Nnu'ngu', au nilongela ga pamwoyo wangu' namwene.
2b071200b3	Balu' babalongela kwa kitumbu sabe bene bapanga nyo kwo linga utukupu wabe bene. Lakini ywembe ywapala utukupu wa yu'lu' ywantumike nga ywa kakape, ata ubu'su' ntu'pu' nkati yake.
2b0713007a	Buli, Musa ampeyangiteli mwenga salya? Lakini ntu'pu' ata yumo ywinu ywaikamwa salya. Mwanjaa namani mupala kunibulaga?”
2b0714005b	Si'lu' kipi'nga sa bandu ngakinnyangwa, “Wenga ubile na moka! Nyai ywapala kukubulaga?”
2b07150054	Yesu ngaayangwa, “Nipangite lyengo limo lisu'ba lya Sabato na mwaboti mutisangala.
2b0716009d	Lakini kwa mwanjaa Musa aampeyangite amuli ya liku'mbi', (pamope no panga yaumili kwa Musa, ila yaumi kwa kiu'ku'lu' binu) muina bana ata lisu'ba lya Sabato.
2b071700b7	Manaitei mundu awesa inilwa lisu'ba lya Sabato li'nga salya ya Musa yakane ti'kwanilwa, alyo, likowe lisene bai, mwanjaa namani mwenga muniusikya nenga kwa kuntepwa mundu lisu'ba lyo?
2b07180046	Kanemusenwe makowe kati mwamugalola kunja bai, ila musenwe kwa aki.”
2b0719005f	Bai, bandu bi'ngi' ba Yelusalemu ngababaya, “Buli, ayu' nga yu'lu' ywabampala bammulage lili?
2b071a0072	Mboni abile pano alongela pa bandu na bamakiali kikowe sosoti? Kwaali' alongosi batangite panga ayu' nga Kilisitu?
2b071b0065	Lakini mundu yu' tutangite kwabu'ka, Kilisitu palu'a isa, ntu'pu' ywoywoti ywalu'a tanga kwabu'ka.”
2b071c00d6	Yesu aayendeli yi'gana mu Nyumba ya Nnu'ngu', aau'bwiye lilobe kabaya, “Mwenga munitangite no tanga kwanibu'ka. Nenga niisili kwa kitumbu sangu' namwene, ila ywembe ywanitumike ywa kakape, na mwenga muntangiteli.
2b071d004f	Lakini nenga nintangite, kwa mwanjaa nibu'ka kasake naywembe ngaywanitumike.”
2b071e0069	Ngabapala kummoywa, lakini ntu'pu' mundu ywoywoti ywapayite kunkunywa, kwa mwanjaa saa yake yai inaikali.
2b071f009e	Na bandu baingi palu' pa kipi'nga sa bandu ngabamwu'bi'lya, ngababaya, “Buli, Kilisitu paaisa, alu'a laya myasu miku'lu' kulikoni gaagapangite mundu yu'?”
2b07200096	Mafalisayo baayu'wine bandu kabayu'yu'ta makowe kati go bu'kana na Yesu, ngapo bembe pamope na api'ndo ba dini ngabatuma ali'ndi'li li'nga bakammoywe.
2b07210077	Yesu ngabaya, “Nenga balo nibile pamope na mwenga kwa masu'ba masini, bu'kapo nabuyangania kasake ywembe ywanitumike.
2b0722004e	Mwanipala lakini mwanibonali, kwa mwanjaa mukombwali ika pandu panalu'a ba.”
2b072300c3	Api'ndo ba Ayahudi baatilaluyana bene na bene, “Mundu yu' apala yenda kwaku' kwangali twenga kombwa kumpata? Buli, apala yenda kwa Agiliki, kwembe bi'ngi' ba bandu bitu baayi'i kwo akaayi'gane?
2b07240074	Ywembe alombolya ki'li' pabaya, ‘Mwanipala lakini mwanibonali, kwa mwanjaa mukombwali ika pandu panalu'a ba’?”
2b072500b2	Lisu'ba lya kuundi'la ya si'li'ku'si'li'ku' lisu'ba li'lu' liku'lu', Yesu aatiyi'ma no u'bu'ya lilobe lyake kabaya, “Manaitei mundu ywoywoti aminya nnyota, aise kasangu' anywe.
2b0726007a	Kati mwagabaya Maandiko Mapeleteu, ‘Ywaniu'bi'lya nenga, mabi'ndi' ga masi' ga ukoto gaabutuka bu'ka mumwoyo wake.’”
2b072700ab	Yesu paabaike ga, alombolyage Loo Mpeleteu ywaapokelelwa na boti babamwu'bi'li Yesu. Kwa nsimu wu'lu' Loo aai balo anatumilwali, kwa mwanjaa Yesu aai balo anakwi'yi'lwali.
2b07280074	Pabayu'wine makowe go, bandu bi'ngi' mukipi'nga si'lu' ngababaya, “Kakape ayu' nga yu'lu' Nnondoli wa Nnu'ngu'.”
2b07290079	Bi'ngi' baatibaya, “Ayu' nga Kilisitu!” Lakini bi'ngi' baatilaluya, “Ilu'e wesekana buli Kilisitu aume ku Galilaya?
2b072a007c	Maandiko Mapeleteu gabayali panga Kilisitu aabelekwa bu'ka mulukolo lwa Daudi akwo Betelehemu, kukilambo saatamage Daudi?”
2b072b0031	Kwa nyo, bandu baatibaganika kwa kitumbu sa Yesu.
2b072c0042	Bi'ngi' babe bapalage kummoywa, lakini ntu'pu' ywalowite kummoywa.
2b072d009e	Bu'kapo, balu' ali'ndi'li ngababuyangania kwa api'ndo ba dini na Mafalisayo babaatumike kummoywa Yesu, ngabalaluyilwa, “Mwanjaa namani mukotwike kunneta?”
2b072e005a	Ali'ndi'li ngabayangwa, “Tunannyu'wali mundu ywalongela kati mwalongela mundu yu'lu'!”
2b072f0040	Bai, Mafalisayo ngabaalaluya, “Buli, namwenga mukongilwe kai'?
2b0730004d	Ywaku' mukipi'nga sa api'ndo bitu au mukipi'nga sa Mafalisayo ywamwu'bi'lile?
2b07310042	Lakini bandu ba babakotwike tanga salya ya Musa, bakosite lasi.”
2b0732006a	Ngapo Nikodemo, yu'lu' ywaannyendeli Yesu lisu'ba limo nembe aai yumo mukipi'nga sa Mafalisayo, ngalaluya,
2b07330061	“Buli, musalya yitu yendayi'ki'ti'lwa kunsenwa mundu wangali kumpi'kania no tanga sapangite?”
2b07340098	Nabembe ngabannyangwa, “Buli, nawenga kai' ubu'ka Galilaya? Upekeseni nawenga ulu'a tanga panga ntu'pu' Nnondoli ywa Nnu'ngu' ywabu'ka ku Galilaya!”
2b07350026	Bai, kila mundu ngabu'ka yenda kasake.
2b08010055	Kila mundu aabuyangani kasake, lakini Yesu ngayenda mpaka ku Kitu'mbi' sa Minjaituni.
2b08020085	Pammalau' yake kindai' putiputi, aayi'i kai' munyumba ya Nnu'ngu'. Bandu boti ngabannyendelya, naywembe ngatama no tumbwa kwayi'gana.
2b08030071	Bai, balimu ba salya na Mafalisayo ngabannetya nnwawa yumo ywaboyolilwe bwalipu, ngabannyi'mi'ka pakatikati yabe.
2b08040045	Bu'kapo ngabannaluya Yesu, “Mwalimu, nnwawa yu' aboyolilwe bwalipu.
2b0805005e	Musalya yitu Musa aatulagi panga nnwawa kati yu' aku'mbu'lwe maliwe. Bai, wenga ubaya buli?”
2b0806008b	Banalwiye liswali li', kwa kumpi'ndi'ka li'nga bapate kitumbu sa kunsitakya. Lakini Yesu ngayinama pai' no andika mubwi' kwa lukonji lwake.
2b0807006e	Pabaayendeli kunnaluya, Yesu ngakatuka, ngaabakia, “Mundu ywangali sambi kasinu, atumbwe kunku'mbwa liwe.”
2b08080028	Bu'kapo ngayinama kai' no andika mubwi'.
2b08090078	Pabayu'wine nyo, ngabatumbwa bu'ka yumo yumo baalongoli agoi, Yesu aaigile kisake na yu'lu' nnwawa aayi'mi papalu'palu'.
2b080a0084	Yesu paakatwike ngannaluya yu'lu' nnwawa, “Nnwawa, bai kwaku' balu' bandu babaakusitakile? Buli, ntu'pu' ata yumo ywakusenwile?”
2b080b00a0	Yu'lu' nnwawa ngannyangwa, “Bwana, ntu'pu' ata yumo!” Yesu ngammakia, “Ata nenga nikusenwali. Uyende bai, ila bu'ka nambi'yambi' kaneupange sambi kai'.”
2b080c00a5	Yesu paalongei nabo bandu kai', aatikwabakia, “Nenga nga na bweya wa padunia. Ywanikota nenga ayendali mulubi'ndu' katu, ila alu'a ba na bweya wa kumpeya ukoto.”
2b080d0069	Bai, Mafalisayo ngabammakia, “Ukong'ondeli wako uyi'ki'ti'lwali, kwa mwanjaa wikong'ondelya wamwene.”
2b080e00ba	Yesu ngaayangwa, “Ata mana kaniikong'ondelya namwene, ukong'ondeli wangu' ngawa kakape kwa mwanjaa nitangite kwaniumi na kwaniyenda. Lakini mwenga mutangiteli kwaniumi wala kwaniyenda.
2b080f004a	Mwenga muukumu kwo koleya makowe ga bandu, lakini nenga nimuukumuli mundu.
2b0810008e	Lakini ata mana nipiyite ukumu, ukumu kwangu' kwa kakape kwa mwanjaa nenga niukumuli kisangu' ila na Tati' babanitumike babile pamope nanenga.
2b08110049	Iandikilwe musalya yinu panga ukong'ondeli wa bandu abi'li' ngawa kakape.
2b0812005b	Nenga niikong'ondelya namwene, nabembe Tati' babanitumike bendanikong'ondelya nyinyonyo.”
2b081300bd	Apo ngabannaluya, “Tati' bako bai kwaku'?” Yesu ngaayangwa, “Mwenga munitangiteli nenga wala mwatangiteli Tati' bangu'. Ikapanga munitangite nenga, mulu'e kwatanga na Tati' bangu'.”
