2800000008	מתיו
2c051c0133	”האם לא אמרנו לכם שלא לדבר יותר לעולם על הישוע הזה?“דרש הכהן הגדול.”במקום לשמוע לקולנו הפצתם את תורתכם בכל ירושלים, ומלבד זאת אתם עוד מנסים להטיל עלינו את האשמה במותו!“
2c051d00a1	על כך ענו פטרוס והשליחים:”עלינו לשמוע קודם כל לקול אלוהים, ורק לאחר מכן לקולם של בני־אדם!
2c051e0079	אלוהי אבותינו החזיר את ישוע לחיים, לאחר שהרגתם אותו בתלייה על הצלב.
2c051f00d2	ואז, בגבורה גדולה, העלה אותו האלוהים למעלת שר ומושיע, כדי לתת לבני־ישראל הזדמנות לחזור בתשובה ולקבל סליחה על חטאיהם.
2c0520007a	אנחנו עדים לדברים אלה, וכן גם רוח הקודש שנתן ה׳ לכל מי ששומע בקולו.“
2c0521008a	דברים אלה הרגיזו כל־כך את חברי הסנהדרין, עד שהחליטו להוציא את השליחים להורג.
2c0522010f	אולם פרוש אחד מחברי הסנהדרין, גמליאל שמו, קם על רגליו ודרש להוציא את השליחים מן האולם עד שיסיים לומר את דבריו (הוא היה בקיא בתורה ונכבד מאוד בעיני העם).
2c052300c6	לאחר מכן פנה אל חברי הסנהדרין ואמר:”אנשי ישראל, עליכם לשקול היטב ובכובד ראש מה שאתם עומדים לעשות לאנשים האלה.
2c052400e6	אל תשכחו שלפני זמן־מה קם אותו ברנש תודס, והעמיד פנים שהוא איש חשוב. כ־400 איש הצטרפו אליו, אולם לאחר שנהרג התפזרו תלמידיו לכל עבר.
2c052500bf	”לאחר תודס, בזמן מפקד התושבים, קם יהודה הגלילי. הוא משך אחריו תלמידים רבים, אך גם הוא מת וכל תלמידיו נעלמו.
2c052600b7	”משום כך אני מציע שתעזבו את האנשים האלה לנפשם. אם התורה הזאת שהם מלמדים בדויה מלבם – היא תישכח במהרה.
2c052700ae	אך אם היא מאלוהים – לא תוכלו לעצור את האנשים האלה; אתם עלולים למצוא את עצמכם נלחמים נגד אלוהים!“
2c0528010e	חברי הסנהדרין קיבלו את עצתו של רבן גמליאל. הם הכניסו את השליחים אל האולם, הלקו אותם בשוטים, ציוו עליהם שלא לדבר יותר לעולם בשם ישוע, ולבסוף שחררו אותם.
2c0529009a	השליחים יצאו מאולם בית הדין בלב שמח, משום שה׳ מצא אותם ראויים לסבול חרפה למען שם ישוע.
2c052a0067	ויום יום, בבית־המקדש ובבתים, המשיכו ללמד שישוע הוא המשיח.
2c060101c2	באותם הימים, כשמספר התלמידים הלך וגדל במהירות, החלו להישמע ביניהם תלונות ומריבות. היהודים שהגיעו מחו״ל ודיברו רק יוונית התלוננו שהאלמנות שלהם מופלות לרעה; בשעת חלוקת המזון היומית אין הן מקבלות אותה הכמות הניתנת לאלמנות מקרב המקומיים דוברי העברית.
2c06020117	משום כך כנסו שנים־עשר השליחים את כל המאמינים לאסיפה כללית.”עלינו להקדיש את זמננו לבישור דבר אלוהים, ולא לעסוק בבעיות חולין כמו חלוקת אוכל!“אמרו השליחים.
2c060300c5	”אחים יקרים, הביטו סביבכם ובחרו שבעה אנשים נבונים, מלאים ברוח הקודש ובעלי שם טוב, והפקידו בידם את העניין הזה.
2c06040053	וכך נוכל אנחנו להתרכז בתפילה, בהטפה ובהוראה.“
2c0605018e	ההצעה נתקבלה על־ידי כל חברי הקהילה, והם בחרו באנשים הבאים: סטפנוס (שהיה מלא אמונה ורוח הקודש בצורה בולטת במיוחד), פיליפוס, פרוכורוס, ניקנור, טימון, פרמנס, ניקולס מאנטיוכיה (אשר היה גוי שהתגייר, ולאחר מכן האמין בישוע המשיח).
2c06060083	שבעה אנשים אלה הוצגו בפני השליחים, וקיבלו את ברכתם בסמיכת ידיים ובתפילה.
2c060700c3	דבר האלוהים נשמע בחוגים הולכים וגדלים, ומספר התלמידים בירושלים גדל מאוד. גם כוהנים רבים האמינו בישוע המשיח.
2c0608007a	סטפנוס, שהיה כאמור מלא אמונה ורוח הקודש, חולל נסים ונפלאות בקרב העם.
2c0609010b	אולם יום אחד קמו מספר אנשים מקבוצת”החופשיים“והחלו להתווכח איתו. עד מהרה הצטרפו אליהם יהודים מקוריניה, מאלכסנדריה שבמצרים, מקיליקיה ומאסיה הקטנה,
2c060a0063	אך איש מהם לא יכול היה לגבור על החוכמה ועל הרוח שהיו בו.
2c060b00ae	לכן הם שחדו כמה אנשים, כדי שיעידו נגד סטפנוס ויטענו ששמעו אותו מקלל את משה רבנו ואפילו את אלוהים.
2c060c00c7	אשמת השקר הזאת עוררה את זעם ההמונים ואת כעסם של המנהיגים על סטפנוס. הם אסרו אותו והעמידוהו לדין לפני הסנהדרין.
2c060d0087	עדי השקר העידו נגד סטפנוס וטענו שאינו מפסיק לדבר נגד בית־המקדש ונגד התורה.
2c060e00d5	”במו אוזנינו שמענו אותו אומר שאותו אדם, ישוע מנצרת, יהרוס את בית־המקדש וישנה את החוקים שמסר לנו משה!“הצהירו עדי השקר.
2c060f0089	באותו רגע הביטו כל חברי הסנהדרין בסטפנוס וראו את פניו, ממש כפני מלאך אלוהים!
2c0701005f	”האם נכונות ההאשמות האלה?“שאל הכהן הגדול את סטפנוס.
2c070200cf	”הקשיבו אלי, אנשים, אחים וזקנים נכבדים!“השיב סטפנוס.”אלוהי הכבוד נגלה אל אברהם אבינו בארם נהריים, לפני שיצא לחרן,
2c07030091	ואמר לו לעזוב את ארץ מולדתו, להיפרד מבני משפחתו וללכת אל הארץ שה׳ ינחה אותו אליה.
2c070400b9	אברהם עזב את אור כשדים וגר בחרן עד מות אביו. לאחר מכן הביא אותו ה׳ לכאן, לארץ הזאת אשר אתם גרים בה עכשיו.
2c07050114	אלוהים לא נתן לאברהם רכוש משלו – אפילו לא חלקת־אדמה קטנה; הוא רק הבטיח לו שבמרוצת הזמן תשתייך כל הארץ לאברהם ולצאצאיו, אך כי באותה עת לא היה לו עדיין ילד.
2c070600b0	כמו־כן אמר לו אלוהים שצאצאיו אלה יעזבו את ארצם ויגורו בארץ זרה, ושם יהיו עבדים במשך ארבע מאות שנה.
2c0707009f	אולם אלוהים הבטיח לאברהם שיעניש את הארץ אשר תשעבד אותם, ושלאחר מכן יצאו ויעבדו אותו כאן.
2c07080134	”באותה עת נתן ה׳ לאברהם את מצוות המילה, כהוכחה לברית שכרת עם אברהם, וכאשר נולד בנו יצחק מל אותו אברהם ביום השמיני לחייו. כעבור זמן יצחק מל את יעקב, ויעקב את שנים־עשר האבות.
2c070900e3	”אותם אנשים שהיו לאבות האומה הישראלית קנאו ביוסף אחיהם, ומכרו אותו כעבד לישמעאלים שהיו בדרכם למצרים. אולם אלוהים היה עם יוסף
2c070a0139	והציל אותו מכל צרותיו. אלוהים העניק ליוסף חן רב וחכמה בלתי־רגילה, אשר מצאו־חן בעיני פרעה מלך מצרים, ומשום כך מינה אותו פרעה למושל על כל ארץ מצרים ולאחראי על כל ענייני הארמון.
2c070b0094	”כעבור זמן־מה שרר רעב כבד אשר גרם סבל רב במצרים ובכנען, ולאבותינו לא היה מה לאכול.
2c070c00a5	כאשר שמע יעקב שיש עדיין אוכל במצרים, שלח לשם את בניו בפעם הראשונה כדי לקנות מה שיוכלו להשיג.
2c070d0079	בביקורם השני במצרים גילה להם יוסף את זהותו ואף הציג אותם לפני פרעה.
2c070e00ce	יוסף שלח להביא מארץ כנען את יעקב אביו ואת כל בני־משפחתו, כולם יחד מנו שבעים וחמש איש, והזמין אותם לגור איתו במצרים.
2c070f004b	וכך ירד יעקב למצרים. לאחר שמתו יעקב ובניו,
2c07100067	נלקחו גופותיהם לשכם ונקברו בקבר שקנה אברהם מיד בני־חמור.
2c071100ce	”כשקרב המועד שקבע אלוהים לשחרור בני־ישראל מעבדותם, כפי שהבטיח לאברהם אבינו, התרבה עם ישראל במצרים במהירות גדולה.
2c07120053	ואז עלה לשלטון מלך אשר לא כיבד את זכרו של יוסף.
2c0713008a	מלך זה נהג בעמנו ברשעות ובאכזריות, וציווה על אבותינו להפקיר את ילדיהם למוות.
2c0714009a	באותה תקופה נולד משה, שהיה טוב בעיני אלוהים, והוריו הסתירוהו בביתם במשך שלושה חודשים.
2c071500a7	כשלא יכלו הוריו להסתיר אותו יותר נאלצו להוציאו מן הבית, מצאה אותו בת פרעה ואימצה אותו לה לבן.
2c07160072	משה לומד בכל חכמת מצרים, גדל והיה לנואם מחונן ולאיש־מעשים דגול.
2c07170075	”יום אחד עלה בדעתו של משה לבקר את אחיו בני־ישראל, והוא בן ארבעים.
2c0718007d	בעת ביקורו ראה איש מצרי מתאכזר אל ישראלי. משה ניגש אל המצרי והרג אותו.
2c0719007b	הוא קיווה שאחיו יבינו שאלוהים שלח אותו לעזור להם, אך הם לא הבינו זאת.
2c071a00eb	”למחרת שוב ביקר משה את בני־עמו, והפעם ראה שני ישראלים רבים ביניהם. הוא ניסה להפריד ביניהם ואמר:’הרי אחים אתם; מדוע אתם מתקוטטים?‘
2c071b009f	”אולם האיש שהחל בקטטה דרש ממשה להסתלק ולא להתערב.’מי מינה אותך למושל ושופט עלינו?‘שאל.
2c071c0061	’האם אתה עומד להרוג אותי כשם שהרגת אתמול את המצרי?‘“
2c071d0059	לשמע דברים אלה ברח משה למדיין, ושם נולדו שני בניו.
2c071e0079	”כעבור ארבעים שנה נגלה אליו מלאך ה׳ במדבר הר־סיני מתוך הסנה הבוער.
