2900000006	Malkus
2c0a210090	Alǝbi alǝbi ya taki' shinkǝn, a mbuni ni' mbǝ u, to nǝguni i ngu mus ma mbǝ a kina ɗǝ Lya i, gaki tǝn kum undi zhili u nǝ Lya piku.”
2c0a220043	I Bitlus pisi i' usu “Nǝgun amani balini Lya ɗa nge mbalǝnwai.
2c0a230048	Amma mus mbalǝn milɓantiti nǝ mul pǝl ulki zoki ulkǝ kamini amatti.
2c0a24007e	Lya ta shinkǝn tu'ma' mbalǝn ki Isilaila, asi pitsi shilǝn multǝmti ki holtugi tu'ma' Yesu Almasihu, tikǝ Lya kǝ kowagi.
2c0a250089	Kǝmanǝn shilǝn u nǝ dla'ga age' alt ki Yahudiya, tun te' Galili kal ki pǝli' mbalǝn batisma ki Yahaya atipi' mbalǝn shilǝn ki Lya
2c0a2600bf	mǝkum shilǝn ki Yesu Banazalat gunǝ Lya swati nǝ Yal ki mbalt ki Lya kǝ zoki mul ndǝltti, i' gobduti ati pǝtl ulkǝ zoki, ati ndokǝl mus ginǝ sheɗan ɗǝ bǝlsi kalu gaki Lya matti.
2c0a27007e	Mine mi'enti nǝ dwaɗǝkǝni ki Yesu nǝ mus ulnǝ pǝli age' alt ki Yahudiya nǝ Ulshelima u. Iki is tlotti atǝn gadlǝtga,
2c0a28003c	Amma i Lya tlǝti age' mutti maki i' mbǝlgawas ge' mbalǝn.
2c0a2900a7	Ma' mbalǝn mus kǝn tǝ mbǝlgawa swai, se mami' enti nǝ dwaɗǝnwasi ginǝ Lya oli tun te'ɗi wato mini u nǝn ɗamini i' tle ne' tu kal ki hilyawas ge' mi'mǝshti.
2c0a2a0095	Ippimini tǝn dlǝmi mbalǝn shilǝn ki Lya, mini ne mi'enti nǝ dwaɗǝnwaskǝni tǝn ti Lya latti mul pǝli' mbalǝn mi'dli nǝ mi'mǝshti shilǝn.
2c0a2b007c	Mus milnjeshinkǝn is pǝl enti nǝ dwaɗǝn ɗǝ ussu tu' ma shin wasi mus mulnǝ alambatl tu' ma'tu tǝn mbi' pekǝlti.”
2c0a2c004c	Bitlus age' shilǝn kǝngu, i Yal ki mbatl ki Lya i nde mus mi' kubti suɗi.
2c0a2d0095	I Yahudawa mi' ndǝti nǝ sǝlkǝn is mbǝ ne' Bitlus su is kub gagashiti hal ginǝ bǝ Yahudawa wai u is mbi bǝlti ki Yal ki mbatl ki Lya ki gunti.
2c0a2e0043	Ama is kubmi si shilǝn nǝ bi diɓǝli asi natl Lya. I Bitlus usu,
2c0a2f0076	“Mul ma' hana pǝlit mbalǝn i baptisma nǝ mal nǝn ɗaya? Sima sa mbi Yal ki mbalt ki Lya i kan u nǝn mbini u.”
2c0a30006b	I Bitlus bǝlsi zhil sǝpǝlisi Baptisma age' shin ki Yesu Almasihu is ngemti tǝdǝm kǝ mutti lob ne' si.
2c0b010075	Mi'shinkǝn ne' yelsǝni gini ge' atl ki Yahudiya nǝs kumi, mi' ginǝ bǝ Yahudawai u sa ndǝ' nǝ shilǝn ki Lya i.
2c0b02004b	Nǝ Bitlus mbǝ Ulshelima u, ginǝs ndǝ' nǝ sǝlkǝn u is shimi' shilǝn,
2c0b030053	is usu, “I ngu ka te libi ɗǝ min ginǝ bǝ sa sǝlsiwai u i, i' ɗami ne'si.”
2c0b040028	I Bitlus gop dlǝmissi mus shilǝn nisi,
2c0b0500a3	“Ami, a ge' gatl ki Yapa ami shilǝn nǝ Lya, i tlu'ti mbi ni, yayen ulǝn sul lya ɗǝ sussuɗi kǝnǝ bal ul idla mbalǝn, tuge' malgǝn upsi, i mbǝ ma'kǝni.
2c0b06007e	Na wutti' dwaɗǝn u, yayen tlu ki dǝlgǝn nǝ ki ban mi' asǝn upsi ki ge dǝp lǝɓa, ne' mi'dǝl tugi, ne' yadlǝ a giɓi.
2c0b070042	Ya kum yalon ah ulǝnsu i', ‘Bitlus. Hilya, ki' poci, aɗami.’
2c0b080045	Ya' usu, a nge i, mulban, gaki bezǝn lǝɓawon a tee bi gasonwai.’
2c0b090052	I Yal shilǝn sullya ki lop, i' usu, ‘Ulnǝ Lya a li'ni' u, bǝ mbe besniwai.’
2c0b0a0034	I pǝlgu asǝn maki, iki i dǝl uli twalya ɗaɗanu.
2c0b0b006c	Bǝnǝ mantiwai he mbalǝn maki ngi ki dlǝli abidlabi u nǝ amiɗa u, sǝ shinǝnsi ma'kǝni te' Kaisaliya.
2c0b0c0082	I Yal ki mbatl ki Lya ulǝnsu ta zǝga ne'si, bǝnǝ cetl mbadlwai. Yelsǝni gi mǝkka i is zǝga ne' kǝni, illǝ libi ɗǝ muli.
2c0b0d0099	Itl dlǝmimi kan unǝ en mul shinkǝn ki Lya mbǝl gawasi a libi ɗakka u, ti ussu, ‘Pǝshinkǝn swa Yapa sǝttaki Saminu bi, gunǝ simbetti ki Bitlus,
2c0b0e004a	Tǝh dlǝmikkin shilǝn u, nǝ ki nǝ mus libi wagi ki mbi pekǝtl ɗa.’
2c0b0f005b	“Nǝ gopti shilǝn ini, i Yal ki mbatl ki Lya ndesi suɗi, kan unǝ ndemi suɗi te' kalu.
2c0b10009d	Ya dambǝl shilǝn ki mulban, kan u' nǝ' usu, ‘Yahaya ɓo, nǝ mal kǝn ti pǝli' mbalǝn batisma, kini ɓo nǝ Yal ki mbatl ki Lya kǝn sǝppǝlikini.’
2c0b11008a	Kan u nǝ Lya bǝlsi manti u ndace nǝ gunǝ bǝlǝnmini u, nǝ la'ti mbatl nǝ mulban Yesu Almasihu u, ami ki wongi ta dlǝli nǝ Lya!”
2c0b1200a0	Nǝs kumi nǝgu u, is hol ulnǝ sǝdlǝmi u, is nal Lya is usu, “Ai, ginǝ' bǝ Yahudawa wai u Lya a bǝlsi pe'ti ɗǝ ge' bezǝn lǝɓa nǝ mbim mbatldli.”
2c0b1300cb	Ginǝ dla' ga tǝn gaki bǝna u nǝ nda gunǝ mbǝl tlo Istipanǝs su, is lǝ tyage' atl ki pinikiya, nǝ calgatl ki Kubulus, nǝ gatl ki Antakiya, sǝɗa dlǝmi' mulǝn shilǝn ki Lya wai Yahudawa katl.
2c0b140080	Genwasǝn, mbalǝn ki Kubulus ne' ki Kulane, is lǝ Antikiya is go' dlǝmi' mi' ginǝ bǝ Yahudawa wai u, zo' shilǝn tǝn Yesu.
2c0b150046	Toh ki Lya tǝnsi, i mbalǝn dǝɓǝli la'mbadli is pal temma' mulban.
2c0b160063	I shilǝni mbǝ'ci ge'lu libi ki mi' bǝtl Lya kal ki Ulshelima, iki is shin Balnabas tya Antakiya.
2c0b17008b	Nǝn mbǝkǝci u i' en ulki zoki u nǝ Lya pǝlisi u, ippǝl hwol tugi, in ndǝllisi mbadli sǝ'dlil nǝ bali tǝn Lya nǝ mus mbadlwasǝn.
2c0b180072	Ti mul zo' mbatl kǝni, ki njǝkǝni nǝ Yal ki mbatl ki Lya nǝ la'ti mbadli, i dǝɓǝl mbalǝn mbǝ ma' Mulban.
2c0b190030	Iki i Balnabas lǝ tya Talsus ɗǝ ngau Shawulu,
2c0b1a00b9	Iki nǝm mbitu, im mbǝlti Antakiya, i hwon njikǝn ɗa Balnabas isi Shawulu asi ma'ga ge' libi ki Lya asi kulci' dǝɓǝl mbalǝn a Antakiya sǝ go' mbe' mi' bǝdl Yesu kal ki Kilista.
2c0b1b0049	To a hwonisi mi'nje shikǝn kǝ Lya en pe'te' Ulshelima is mbǝ Antakiya.
2c0b1c00b5	Nǝm age' si, mul shin Agabus, i' hilya il dlǝmi nǝ ndǝl ki Yal ki mbatl ki Lya nǝn pǝtl bal kuzǝn won ge' atl ki gu' kǝ Lomawa. (Pǝlǝn dli ge' hwon ci' gu' ki Kalaudiyas.)
2c0b1d0065	I milkushti dlilli, hu wonngi tǝn ndǝl twasi, tǝnma' ɗǝtl yelsǝni ginǝ ɗǝ dǝb a Yahudiya u.
2c0b1e0055	Nǝgu sǝpǝli, is shin bǝltiwasǝn gaki ɗǝtl mi'kina tu'ma' Balnabas isi shawulu.
2c0c01004e	Age' cini i Guu Hilidus gop mil bǝtl Yesu kal tǝngaki tǝ' hwotisi bǝnaɗa.
2c0c020033	Il laki i tlo Yakubu yelse ki Yahaya nǝ bal pǝga.
2c0c030087	Nǝ' en gu a mbuni Yahudawa u, i' gob Bitlus ɗaɗanu. Gu ndani ge' hwon ki dobga ki daddaɓǝl ki ulki ɗami u nǝbǝ yis nidɗawai u.
2c0c0400b0	Kal ki gobtiti, illa'ti ge'lu kǝndǝ mbalǝn, ibbǝl sojoji upsi upsi lǝbi upsi sǝ' ɓutti, lyamti ki Hilidus tǝm mbilti kina ɗǝ mbalǝn, kal ki daddaɓǝl ki ɗakǝshti.
2c0c050066	Iki is zǝ Bitlus a ge'lu kǝndǝ' mbalǝn, dobga ki mi' bǝtl Yesu kal is go' shilǝn nǝ Lya gawasi.
2c0c0600c7	A ge' gasu nǝ ǝnlu a cilu nǝ Hilidus ti lyabti tǝ pekǝlti kina dǝ mbalǝn, Bitlus ati nde'emmbuɗi ge' dlom ki mi' kǝndǝ dlom lop, ki kǝndǝ nǝ zhimdom lop, ami' ɓutti dlabi atǝn bidlabi.
2c0c0700b0	I mul shinkǝn ki Lya won mbǝ i lu kǝndǝ mbalǝn ni cili. Illi' Bitlus tǝn malgǝn itl tlilti lya, i' usu, “Dleuki, ɗǝ tlǝl lya!” Iki zhim domi waki Bitlus ɗǝ toh.
2c0c080088	I mul shinkǝn ki Lya ni ultisu, “La' lu'lǝgǝl a shim kaptalanwagi.” I Bitlus pǝli nǝgu. “Dla' ul idlakiwagi a' bǝlǝnkal,”
2c0c090095	I Bitlus bǝlti kal is pe' ɗǝge' lu kǝndǝ mbalǝni, amma tǝman ulnǝ mul shinkǝn ki Lya ɗǝ pǝlti u kǝnǝ baliwai; enti tiɗa kǝnǝ tlu'ti.
2c0c0a00ea	Is ɗakǝsh mi' ɓutti ki nǝm nǝ ki lop is mbǝ tǝn dlabi ki dom ki te' ge' gatli. I dlabini ɓulisi nigawasi, is petya giɓi. Nǝs gollǝtu is mbǝkǝci lu unǝ bal shitu i pa'ɗa u, a lǝbi a lǝbi i mul shinkǝn ki Lya ni za'ti.
2c0c0b00cf	Nǝ Bitlus pal ge' dliwasu i' usu, “Nǝguni amani i, bǝnǝ bwasti mbadlwai Lya kǝn shin mul shinkǝn was suɗi tǝppe'kǝlǝn te' toh ɗǝ Hilidus nǝ mus ulnǝ Yahudawa ɗǝ la'ti mbatl ki ndatwa su.”
2c0c0c0091	Nǝgu ndanǝti u, illǝ libi ɗǝ Maliyamu dyaki Yahaya, gunǝ ɗǝ mbetti ki Malkus ɗaɗanu, lu u'nǝ mbalǝn domga ɗǝ shilǝn nǝ Lya ɗa u.
2c0c0d005c	I Bitlus du dlalabi ki dla, i zheli won mul shin Loda lǝte' ɗǝ ya' woki mul du' dlabi ni.
2c0c0e0082	Nǝm mani yal ki Bitlus kǝn u, ta ɓul dlabi niwai i' kum hwoltugi ippal tya nǝ kal nǝ kitǝl itl dlǝmi, “Bitlus tǝn dlabi.
2c0c0f0067	Is ultisu “Ama ga niki ɗawa. Nǝ'go' dlǝmissi nǝgu ɗa u, is usu, mul shinkǝnki Lya was kǝni.”
2c0c100050	Amma i Bitlus go' du' dlabi ni, nǝs ɓul dlabi ni u is enti, is kum gagashinti.
2c0c1100c3	I Bitlus u nisi toh sǝddǝm shot itl dlǝmisi kan unǝ Lya pekkǝlti ɗǝge' lu kǝndǝ mbalǝn u. I' usu, “Dlǝmi Yakubu ne' yelsǝni mwani nǝ mudli tǝn ulu,” is za'si illǝ ge' kundu lu.
2c0c120055	Nǝ lu cilu i bal dlatl nda ge dlom ki mi' kǝndǝ dlom tǝn ulnǝ nda nǝ Bitlus su.
2c0c13009b	Kal ki nǝ Hilidus ngauti ta mbitwai u, i' gop pǝtl mi' ɓuttiti i nǝ shilǝn il laki tǝ tlosi. Iki i Hilidus za' Yahudiya illǝ Kaisaliya iddǝm tyaka.
2c0c1400e1	Hilidus ɗǝ leuwi mbatl tǝn mbalǝn ki Taya nǝ Sidon; is maga is mbǝmati nǝ mbatl nǝm, kal ki ngau ɗǝtl ma' Bilastasa, zheli ki guu is ngau dǝp ki zoki, gaki tǝn atl ki guu nisi ɗǝ ga'tisi si mbǝ' ulki ɗami ɗa.
2c0c150071	A tǝn cin unǝ zǝdli, i Hilidus la'lu'lǝgǝl guntwasi, it dǝmtǝn lu dǝmti ki gunti ippǝli mbalǝn shilǝn.
2c0c160031	Is la'yali, “Guki Yal ki lya, ki mbalǝnwai.”
2c0c17006d	Alǝbi alǝbi, gaki Hilidus a nal Lya wai, imul shinkǝn ki Lya li'ti atli, i zhǝɓǝl gob ɗapti in mǝtci.
2c0c180038	Amma iki shilǝn ki Lya gop mbǝtl tǝnki a ɗǝ ɓulti.
2c0c190082	Balnabas nǝ Shawulu nǝs ngatl kautǝn wasǝn u, is palsu' Ulshelima, is mbǝ ne' Yahaya, gunǝ ɗǝ mbetti ki Malkus ɗaɗanu u.
2c0d0100de	Age' lu dobga ki mi'bǝtl Yesu kal ki Antakiya, mi'nje'shinkǝn ki Lya en ɗa nǝ mi'lashti: Balnabas, nǝ Saminu guni ɗǝ mbetti ki Baki, nǝ Lukiyas ki Kulane, nǝ Manayan gunǝs nal to'ɗi isǝ Guu Hilidus nǝ Shawulu.
2c0d020092	Nǝsi natl Lya nǝ ngaptibi ɗaɗanu u, i Yal ki batl ki Lya ki gunti usu, “A'wolinǝn Balnabas nǝ Shawulu gaki kyautǝn u na mbesibi ɗa u.”
2c0d030040	Kalki ngaptibi nǝ ngep Lya wasǝn, is zǝsi toh, is pallisi bi.
2c0d04007c	Si lopi, tǝn shitu wasǝn nǝ Yal ki batl ki Lya shinsi u, is lǝ Salukiya tyaka is tege' kundǝlǝn ki mal is lǝ Kubulus.
2c0d05006b	Nǝs mbǝkǝci a Salami u, is dlǝmisi shilǝn ki Lya ge'lu lu dobga ki Yahudawa, Yahaya ne'si ti ɗǝtlsi.
2c0d060090	Is gadǝl cal gatli hal is mbǝ a Bapusa. A tyaka is mah ne' mul Yahude won mul pǝtl gonti, mul nje'shinkǝn ki lǝgati, mul shin Balyashuwa’
2c0d070078	gunǝ isǝ mukaddas Saljiyas Baulus, mul mallǝɓa, it taki ki Balnabas bi isǝ shawulu gaki ti lyap kup shilǝn ki Lya.
2c0d08008c	Amma Alimas mul idlatl dwaɗǝn u (gu iki shinwasi) in nge' shilǝnwasǝn, in ngayi tǝb bwas mukaddasiyi ɗǝ tǝn la'ti mbadlwasi nǝ Lya.
2c0d090076	Iki Shawulu, gunǝ ɗǝ mbettiki Bulus ɗaɗanu u, ki njikǝnǝ, nǝ Yal ki batl ki Lya, i'uti Alimas dwaɗǝn i' usu,
2c0d0a0091	“Ki yakan ki shedan kǝnǝ, mul dutuki, nǝ lǝɓa kizoki! Ka njikǝn i nǝ gǝdl mbalǝn nǝ shiptotugi. Kikǝn za'ti jitti shitu ki Lya waya?
2c0d0b00bd	In ngu toh ki Lya ɗǝ leuh mbatl nǝki. Kǝn dǝmti dwa ki lǝpdǝmti, ki kǝn ma'etcitl ki cinwai.” Alǝbi alǝbi i wolkǝnndi nǝ dǝmshal idlati, i'go' ngauti, tǝ mulǝn dǝllit toh.
2c0d0c0059	Nǝmul mukaddasi yen ulnǝ nda u, illa' mbadlǝ, i' kum ngapti bi tǝn shilǝn ki Mulban.
2c0d0d008e	A te' Basusa, Bulus ne' yelǝnsi wasi is tege' kundǝlǝn ki mali is mbǝkǝci Baliyata ki Bampiliya, alǝbi Yahaya za'si ippal tya Ulshelima.
2c0d0e0070	A te' Baliyata is lǝ tya Bisidiya ge' atl ki Antakiya. Gas cinshu'ti is tege' ludopga ki Yahudawa is dǝm atli.
2c0d0f00d6	Kal ki dlǝmissi lashti zhil ki Musa nǝ lwatbat ki mi'nje' shinkǝn ki Lya, mi'kina ki lu dobga ki Yahudawa shin shinkǝn tǝnsi, is usu, “Yelsǝni, in shilǝn nikinɗa ki ndǝlli' mbalǝn mbadlu a' dlǝmini.”
2c0d100078	I Bulus hilya i' unisi toh, i' usu kumǝnnǝni, “Kini Yelsǝni Isla'ilawa nǝ kini mi' bǝtl Lya ginǝ bǝ Yahudawa u.
2c0d11008c	Lya ki mi' Isla'ila i' ol mi'zǝ' mi'zinmini; in nal mbalǝn wasi nǝs dǝm a Masallu; nǝ ndǝtl ki naltwaskǝn tǝ pekkǝlsi ɗǝ ge'atli;
2c0d12003c	Hwon kutl kutl lǝbi upsi ati ngashtibi nǝsi age' dǝlgǝn;
2c0d130051	Itl tlwa mbalǝn gatl ninngi a Kan'ana, ibbǝl mbalǝnwas atlwasǝn ɗǝ gwasǝn.
2c0d140094	Musgi akan hwon kutl cen upsi nǝ kutl lǝbi nantam. “Kal kigu, i Lya bǝlsi mi'pǝtl shilǝn hal cin ki mbǝ ki Sama ila mul nje'shinkǝn ki Lya.
2c0d150086	I mbalǝn ngawi tǝ bǝlsi gunti, Ibbǝlsi Saul yakǝn ki Kish, mulisi ge' bi ki Bilyaminu, ippǝl gunti ki hwon kutl kutl lǝbi upsi.
2c0d1600c0	Kalki tusti Saul taka, ippal Dauda ɗǝ guu wasǝn. I Lya ndǝ'nǝti, i' usu, ‘A mbi Dauda i, yakǝn ki Jessi, mulnǝ ami lyapti ge' mbadli u; tǝn pǝtl mus ulnǝ ami lyamti tǝppǝli u.’
2c0d170051	Age' gǝskǝ mulgu Lya mbilli Isla ila mul pekkǝtl si Yesu, kan u nǝ dlǝlli u.
2c0d180069	Kapǝn mbǝ' ki Yesu, Yahaya a dlǝmi Isla ilawa sǝ'za'pǝtl bezǝn lǝɓa appǝlisi baptisma muswasǝn.
2c0d1900c5	Nǝ Yahaya ɓal nja ki ngwatlti kyautǝn wasu, i' usu: ‘Wokǝn ki paltǝni? Ami ki gunǝ ki ɓuttǝn uwa. Amma mulǝn ɗa ti mbǝ' ge' kalini gunǝ zhim kaptǝlan wasi akǝn mat tǝngǝltiwai.’
2c0d1a0062	“Kini mil ki Iblahim nǝ na mi'ɓantil Lya age' kini, mini shinimin shinkǝn ki pekkǝltu suɗi.
2c0d1b0099	Mbalǝn ki Ulshelima ne' guumsisi wasǝn saman Yesu wai, ngo'nǝ konnǝtti u is njikǝn dlǝmti ki mi'nje'shinkǝn gunǝ ɗǝ dlipdli huh gas cin shu'tu.
2c0d1c004f	Ko nǝbǝ sa mbiti nǝ bezǝn lǝɓa ki tlotwai u, is ngem Bilatus tǝtl tloti.
2c0d1d005e	Nǝs njikǝn mus ulnǝ lashdli tǝntu, is shitti suɗɗǝ tǝn gǝdlǝnnga is la'ti ge' zuɗi.
2c0d1e0023	Amma i Lya tlǝlti ɗǝge' mǝshti,
2c0d1f0088	Mutti diɓǝli ati ɓǝtl gawasi ma' ginǝ mbǝ ne'ti a Ulshelima te Galili nǝguni siki mi' yenti nǝ dwaɗǝnwasi ma' mbǝlǝn i nǝn.
2c0d200046	Mi dlǝmikin zo'shilǝn: Ki ndǝtu nǝ Lya pǝli' mi'zǝ'mi'zinmini u.
2c0d21008b	Ta njikǝnimini i, mini milwasi, tǝn tlǝtl Yesu lya. Kan unǝ ɗa ki laci u ge' Zabula ki lop: “‘Ki yakuyi kǝni; Asǝti adǝm bwagi.
2c0d220092	Lya tlǝlti ge' mi'mǝshti tǝngaki tǝkǝn patl ge' shukǝ ɓostinuwai, Lya usu, “‘An bǝtlkin albalka kizoki u na pǝli Dauda dlǝliti u.’
2c0d230051	Tǝn gaki Zabula won a dlǝmini: “‘Kikǝn za'ti mul guntwagi tǝb ɓoswai.’
2c0d24006d	Dauda ɓo, i' pǝl ulnǝ Lya pitu age' hwonwasi, in nde yemmbuɗi; i guti ne'mi'ziǝ'mi'zitti i dliwas ɓosi.
2c0d25003b	Amma gu nǝ Lya tlǝlti ɗǝ ge' mi' mǝshtuwai ta ɓoswai.
2c0d26005c	“Gaki nugu yelǝnsiyini, ami lyamti ki'manini tu'ma' Yesu dlimi kini pashti bezǝn lǝɓa.
2c0d27007e	Tu' ma'ti mus mulnǝ ala' mbadlu ta mbi pekǝltu ngu ɗǝge' mus byaslǝɓa, gunǝ bǝ kushti ki Musa taman pekǝtl kiniwai u.
2c0d280040	A' yanǝn lu gaki ɓa ulnǝ mi'nje'shinkǝn dlimi u ndanǝ kini.
2c0d2900af	“‘Ya nini, kini mi'mbǝtl lǝɓa. Kǝn pǝtl ga gashinti a gǝlni, an pǝtl ulǝn ge' hwonwakǝn gunǝ kǝkkǝn la'ti mbatl nǝ nali wai u, ko tǝ mulǝn dlimi kini.’”
2c0d2a0094	Nǝki Bulus isǝ Balnabas ɗǝ pe'ti ɗǝge' lu dopga ki Yahudawa u, i mbalǝn mbesi bi sǝmmbil dlǝmisi shilǝn tǝn usi gas cin shuti mul mbǝti.
2c0d2b00d0	Nǝ dopga ki mbalǝn zǝgga u, Yahudawa dǝɓǝli ne' mi' ginǝ te'ge' undi bǝlti ki Yahudawa is bǝl ki Bulus kal isǝ Balnabas, sine is pisi shilǝn asi ndǝllisi mbadlǝ sǝcci kina ɗa, ge'alheli ki Lya.
2c0d2c0063	Nǝ cin shuti mbǝ ɗaɗanu u kǝnǝ mus mbalǝn kige' gatli domga tǝngaki sǝ'kum shilǝn ki Lya.
2c0d2d0062	Nǝ Yahudawa en hwu' mbalǝn u, is kum dutugi, is gob nge' ulnǝ Bulus ɗǝ dlǝmti u asi byatlti.
2c0d2e00d1	I Bulus isǝ Balnabas is ndǝgisi nǝ ndǝtl ki mbadli: “Kini mi' dlǝmikin shilǝn ki Lya pa. Amma tun nǝ' ka ngeni u, adǝmi ki ɗa lyap mbatl mul lǝshi pa'twai, mǝnpalti tya ma'gini bǝ Yahudawa wai u.
2c0d2f0098	Tǝn gu Lya zimi zhil: “‘A la'ki, cili ge' mi'ginǝ bǝs man Lya wai u, gaki ki dǝm shitu mbi pe'kǝtl ki mbǝlǝn ɗa hal pa'ti ki dǝp lǝɓaɗa.
2c0d300085	Nǝ ginǝ bǝ Yahudawa wai u kumgu u, is kum hwoltugi is nal shilǝn ki Lya; i mus mi'mbi dli unǝ bǝ kǝn mǝshtwai u is la'mbadli.
2c0d310036	I shilǝn ki Lya mbǝl lǝllolu' tǝnki mus age' atli.
2c0d3200a5	Amma Yahudawa gob hotti na mudli en mi'ɓantil Lya mi'bas lu kyautǝn ne' mi'kina kige' gatli. Is tlǝl ngashti tǝn Bulus isǝ Balnabas, is katsi ɗǝge' atlwasǝn.
2c0d33005c	Sine is bǝkǝt kushka ki asǝn wasǝn taka tǝ dǝm dǝtlkǝmɗa tǝnsi is lǝ tya Ikoniya.
2c0d34003a	Milkushtiwas njikǝn nǝ hwol tugi nǝ Yal ki batl ki Lya.
2c0e0100a2	A Ikoniya Bulus isǝ Balnabas is tege' lu dobga ki Yahudawa kan u nǝs kuɗa u is dlǝm shilǝn ki Lya hal i hwu' Yahudawa ne' ginǝ bǝ Yahudawa wai u la'mbadli.
2c0e02006e	Amma Yahudawa ginǝ nge la'ti mbadli is ho' ginǝ bǝ Yahudawa wai u is kon nǝ dlomwasǝn ne' yelsǝniwasǝn.
2c0e0300b6	I ki Bulus nǝ Balnabas is lǝmdǝp tyaka, si dlǝp shilǝn ki Lya nǝ ndǝtl ki mbadli, i' pǝl enti nǝ dwaɗǝn tǝn shilǝn ki alheli wasi gunǝ la'si ɗǝ pǝtl ulki gagashintu.
2c0e040054	I mbalǝn ki ge' gatli bwassi; nami tǝn Yahudawa, genne si tǝn kal ki mi'shinkǝn.
2c0e050074	I ki gyen ginǝ bǝ Yahudawa wai u nǝ Yahudawa ne' mi'kinawasǝn, is kǝndi sǝl la'si ge' sha as la'si nǝ zǝnga.
2c0e060069	Amma nǝs kum shilǝn nǝ u, is kitǝl tyage' gatl ki Likoniya ki Listila nǝ Dalba, nǝ atl ki malgǝni.
2c0e07002e	Alǝbǝ sǝ mbǝl dlǝp shilǝn ki Lya tǝnki.
2c0e080058	A Listila mulǝn ɗa ki dǝmi atli dakǝlkǝni, nǝgu sǝ'zǝtti ta lǝm lǝ' gason wai.
2c0e090064	Ti ga'ki' shilǝn ki Bulus kǝm, i Bulus uti' dwaɗǝn, i' en la'ti mbatl ni'ɗa akǝm ki ndo'twasi,
2c0e0a005b	it ultisu nǝ ndǝlti, “Hilya tǝn asǝnwagi!” Gaki nǝgu, i muli pe' lya i' gob lǝti.
2c0e0b0083	Nǝ hwu' mbalǝn yen ulnǝ Bulus pǝli u, is la' yali nǝbi ki Likoniya is usu, “Inngu lya yen a ndemin suɗǝ kǝnǝ mbalǝn!”
2c0e0c0054	Balnabas is mbekki Zapsa, tine Bulus is mbekki Hamisa gaki tikǝ mulkina ki shilǝn.
2c0e0d00a5	Iki i laɓa ki zapsa, gunǝ libi pǝtl gontwas a kal gatlu, immbǝl bas tla nǝ dwaɗǝn ki buzha pǝtti abidlabi gatli, gaki ti ne' mbalǝn si lyap pǝli'si hadaya.
2c0e0e0072	Amma ki Balnabas isǝ Bulus, nǝs kumgu' u, is kyash lu'lǝgǝlwasǝn is te'ge' mbalǝni nǝ kitǝl, asi tlǝlyal:
2c0e0f00f4	“Yelǝnsi, ya laki i' pǝlǝn nǝ guɗa? Mima mbalǝnni, kǝnǝ kini. Shilǝn ki Lya kǝn mi mbǝlli' kini, ɗǝ utlkinsu ki' zakǝn ulnǝ bǝ mbunwai u, a' palni ma' Lya mul mbadli, gunǝ pǝl lya nǝ atlu, nǝ basmal, nǝ mus ulnǝ ge'si u.
2c0e100040	Tini tun teɗi is za' mbalǝn sǝ' bǝl shitu u nǝ si lyamti u.
2c0e1100cf	Ngo nǝnǝgu taza' gawas ba mi' enti nǝ dwaɗǝwai, tǝn gaki ti pǝli' alheli, ti gunǝ ɗǝ pǝli'kin mal ki lya ne' lǝɓa ki ge' gu ki watlin; ti bǝtlkin ulki ɗami iye, ti njǝkǝnkin nǝ hwoltugi.”
2c0e120041	Mus nǝ shilǝngi, nǝ ngeskǝn sǝ hane mbalǝn hadaya gawasǝn.
2c0e13007c	I Yahudawa yen pe'te' Antakiya nǝ Ikoniya is shel mbalǝni. Is lalla' Bulus is dǝlti kal gatli, si yenti kǝnǝ ta mǝcci.
2c0e14006f	Amma i mi' bǝtl Yesu kal is dopga is gadǝlti, i' hilya ippaltya ge' gatli. Lucili is lǝ Dalba isǝ Balnabas.
2c0e15007a	Is dlim shilǝn ki Lya a ge gatli is mbi mi' bǝtl Yesu kal diɓǝli. Iki is paltya Listila nǝ Ikoniya nǝ kuma Antakiya,
2c0e16009b	Si ndǝlli' mi' bǝtl Yesu kal mbadli, si dǝlissi kǝm sǝ' dlil tǝn la'ti mbalwasǝn. “Nǝ bǝna mul diɓǝtl kǝn tǝn ten ge' gu' ki Lya,” Is usu.
2c0e1700a7	Bulus nǝ Balnabas is ollisi mi'kina hu lu dobga ki mi' bǝtl Yesu kalu kǝni, nǝ shilǝn nǝ Lya nǝ ngap tibi, is za'si a toh ɗǝ Lya, gunǝ tǝnti sǝ la' mbadlu.
2c0e18002f	Nǝs pa' du' a Bisidiya u, is mbǝ a Bampiliya.
2c0e190036	Nǝs dlǝm shilǝn ki Lya a Baliyata u, is su Ataliya.
2c0e1a008c	Te' Ataliya is paltya Antakiya ge' kudǝlǝn ki mal, ge' lu' u nǝ teɗi shilǝn nǝ Lya gawasǝn ɗa u is mbi alheli ki pa'ti kyautǝn ɗa.
2c0e1b009f	Mbǝkǝshtiwasǝn tyaka, is domi mi' bǝtl Yesu kal ga is dlǝm mus ulnǝ Lya pǝli tu' ma'si u, nǝ kan unǝ' ɓuldlabi imi' gǝnǝ bǝ Yahudawai u mbi pe'tu.
2c0e1c002b	Is lǝm dǝp tya ka ne' mi' bǝtl Yesu kal.
