2800000006	Mathiu
2e0b0c0085	Tiimmnge liidoh minuh ah miwah nawa dongsiitta, erah likhiikkhiik miwah ah minuh nawa dongtup ha; eno jirep ah Rangte ih dong thukla.
2e0b0d005b	Sensen ih danjat an nokraat nah minuh ih heh kholoop muh ih rangsoomha ah epun tam tapunka.
2e0b0e0059	Hebanlam ih, miwah ih kholoot thiin ah thaangju kaanse ngeh ih tiim esuh nyootsoot halan,
2e0b0f004b	enoothong minuh raang ebah jaassejih. Heh suh kholoh ah khoh loop suh koha.
2e0b1000a4	Enoothong o ang anbah uh erah raang ih daanmui thung ang anbah, a baat rumhala, seng banlam nyia Rangte chaas mina loong banlam rangsoom tokdi jihoh banlam tajeeka.
2e0b11007a	Arah renbaat rumhala ah sen tagu rumra, rangsoom khoontong lan ah ese raangtaan lalek angthang ih ehan thoonthet thuk lan.
2e0b120084	Jaakhothoon ah, ngasuh chobaat rum halang, sen loong ah khoontongleh daanmui eh lantih, eno erah ami ju ang ah ngeh ih hanpi hang. (
2e0b130074	Tiim tah angka sen jaachi nah uh daanmui ejih, emah ang ano juuba o mina epun ah erah mina ah wuusa nah dongjat ah.)
2e0b14004d	Sen loong ah ih phaksat roomphaksah andi Teesu phaksat ngeh ih taphaksah kan.
2e0b150085	Sen ih erah phaksah han adi laroom phaksah thang ih maama phaksatsat ehan, erah thoidi mararah ah ramtek khamle ih tong roh eh rumla.
2e0b1600fb	Ejok ephak theng sen nok amuh tam ah? Adoleh Rangte chaas asuh lanook kanno changthih noodek loong ah rakrek thuksuh tamli han? Erah thoidoh ngah ih sen suh tiimjih li rumha ngeh ih samthun han? Ngah ih sen loong egu tam ih rumha? Taheh baam gu rumra!
2e0b170089	Tiimnge liidi sen suh korum taha ah Teesu ih nyootsoot hangrah angta: Erah langla Teesu Jisu mokwaanta rangphe ja baanlo chep toonpi ano,
2e0b180090	Rangte suh lakookmi liita, baanlo ah chepphiit ano jengta, “Arah nga si ah langla sen raangtaan ih. Ngah dokthun suh sen ih arah phaktheng.”
2e0b1900a7	Erah phak lilih, lookkep ah toonpi ano we liita, “Arah lookkep adi Rangte jengdang ena je ah, erah di nga sih pan. Nga dokthun suh sen loong ah ih arah jok theng.”
2e0b1a0083	Sen loong ah ih saarookwet arah baanlo phak andoh nyia arah lookkep dowa jok andoh heh teewah maang raara Teesu tektiit ah baat an.
2e0b1b00b3	Erah raangtaan ih sen loong dung dowa maramarah ih lachoomjoh thang ih Teesu baanlo nyia arah lookkep dowa jok phaksah anbah, Teesu si nyia sih ngathong ni sen loong moongre elan.
2e0b1c0073	Erah raangtaan ih, erah baanlo phak suh nyia lookkep dowa jok subah, jaakhoh maama teenuh teewah ih thaak jattheng.
2e0b1d0083	Sen loong ah ih Teesu si nyia lookkep dowa tiimraang ih jok han ah laphang jat kanbah, erah jok phaksah han ah ih sensen dande han.
2e0b1e0057	Erah thoidi sen loong ah hantek khoisat ang lan nyia enaang elan, mararah ah etek elan.
2e0b1f0048	Seng loong ah ih jaakhoh chaakjat ebah, Rangte ih dande theng tah angka.
2e0b200077	Enoothong Teesu ih seng loong ah dande hali nyia chamthuk hali abah, mongrep damdoh eroom ih ladut haat suh dande hali.
2e0b210065	Joon awaan loong, erah raangtaan ih, Teesu Phaksat room phaksah andoh, loongtang khoonban mui etheng.
2e0b2200b9	Eno sen ram ih ti anbah, sen nok nah phaksat theng, tiimnge liidoh sen loong lomkhoon andoh Rangte ih dande jih naktoom ang an. Jihoh loong tiit abah, ngah thok hangdoh ma phansiit ang.
2e0c010037	Amadi, Esa Chiiala lakkot tiit sen ih raanghan ah amah.
2e0c02007d	Sen loong ah ih jat ehan rangnak mina ang tokdoh, tekmang tongmih rang ah soom anno maama thungthung ih moong reeraang katan.
2e0c0300e8	Sen loong asuh arah baat rumhala o bah uh Rangte Chiiala ih panha, erah mina ih mabah uh emah taliika ang ah. “Jisu etek toom e ah” nyia Esa Chiiala ih lapanka bah ah o eh uh “Jisu ajuuba Teesu” ngeh ih tadong jengka ang ah.
2e0c04004a	Esa Chiiala lakkot ah phoosiit tah angka, erabah uh Chiiala abah phoosiit.
2e0c05004b	Mootkaat pakna ah phoosiit tah angka, erabah uh Teesu wasiit mootkaat kala.
2e0c060076	Mootkaat pakna jen mokala ah phoosiit tah angka, enoothong erarah Rangte ih erah mootkaat ah jen pakna suh jatthuk ha.
2e0c07005b	Mirep suh ese ang raangtaan ih ma lam nawa ih ang abah uh Chiiala warep damdi roong tongla.
2e0c080080	Mina wasiit suh tiitkhaap baat suh Chiiala ih mongtham ese koha, eno erarah Chiiala ih wahoh suh mongtham tiit jen baat thuk ha.
2e0c090067	Chiiala esiit ih wasiit suh rapne mi laalomjih koha, wahoh suh ah khoisat jen deesiit theng chaan koha.
2e0c0a012d	Chiiala ih wasiit suh mih paatjaajih jen noisok suh chaan koha; wahoh suh Rangte tiit jen baatjih lakkot ah koha; eno mararah asuh ah tiimjaat Chiiala nawa ra hala, erah jen dan jatthuk ha. Mina wasiit suh lajatjih jengjeng thukla, eno wahoh suh langla erah tiim suh liiha ngeh ih mi toombaat thuk ha.
2e0c0b0075	Enoothong Chiiala esiit ih erah loong ah mokala; heh ih mamah thunha, wasiit wasiit mina suh jihoh jihoh lakkot koha.
2e0c0c0087	Kristo ah sakpuh esiit likhiik, erah di hephaak hetaang hantek je ah; hephaak hetaang jihoh jihoh nawa roop abah uh, hesakpuh ah esiit.
2e0c0d00c0	Erah likhiikkhiik ih, seng loongtang, Jehudi angkoji adoleh Ranglajatte angkoji, dah angkoji adoleh maama pongwan angkoji, Chiiala phoosiit ih juutem thuk tahe eno Chiiala esiit jok thuk hali.
2e0c0e0068	Sakpuh ah hephaak hetaang esiit nawa ih luulu tahoonka, enoothong erah di hephaak hetaang hantek roopla.
2e0c0f0092	Lah ih mok li ah, “Ngah lak tah angkang, erah raangtaan ih ngah sakpuh damdoh taroong roopkang,” taatli abah uh sakpuh nawa jihoh tami hoonka.
2e0c10008e	Eno na rah ih mokli ah, “Ngah mik tah angkang, erah thoidi ngah sakpuh raangtaan tah angkang,” erabah uh sakpuh nawa ehoh tami ang thukka.
2e0c110070	Sakpuh thoontang mik mok ang thengta bah, mamah mi chaat ah? Adoleh na luulu mok angta bah, mamah mi choting ah?
2e0c120078	Enoothong, jihoh jihoh hephaak hetaang loong ah Rangte ih hethung hoon hoon ih marah doh angtheng ah erah di donghoonta.
2e0c13004d	Hephaak hetaang esiit luulu mok angta bah mabah uh hesakpuh tami ang thengta!
2e0c140048	Erah thoidi, hephaak hetaang hantek ih ang kano, sakphu esiit ih hoonla.
2e0c15007b	Mik ih lak suh mabah uh tajen liika, “Ngah ih an tajamra!” Adoleh khoh ih lah suh tami liika, “Ngah ih an tajamra!”
2e0c16004d	Erah khodi, hephaak hetaang marah ehinthoon liihi mudoh sakpuh ah tami angka;
2e0c170096	eno hephaak hetaang marah ehinthoon liihi erah ah ehan sokboi theng ih hoonla; adoleh marah sok suh lajaaseeka erah ah ehan choomhoon theng ih hoonla,
2e0c1800c3	marah hephaak hetaang jaaseethoon ah erah ba choomhoon theng tah angka. Rangte heh teeteewah ih hephaak hetaang loong ah loongtang esiit ih esiit sokboimui suh maradoh angtheng ah erah di hoonta.
2e0c190073	Erah raangtaan ih hesakpuh adi tiim uh tadanka, erah nang ebah hephaak hetaang loongtang esiit raangtaan ih mokala.
2e0c1a00a6	Hesakpuh dowa hephaak esiit mok sat abah, hephaak hetaang ehoh loong ah uh esat e ah; hephaak esiit ah egu ih abah, hephaak hetaang ehoh loong ah roong tenroon eh ah.
2e0c1b004a	Sen loong ah Kristo sakpuh, nyia sen loong ah esiit esiit hephaak hetaang.
2e0c1c0168	Chaas ni Rangte ih herit herit ih thiinha: Jakhothoon ah heh kaamwah loong ah, ritnyi adi khowah loong ah, ritjom adi nyootte loong ah, erah lih adi epaatjaajih jen reete loong ah, erah lih adi khoisatte jen deesiit theng chaan koha loong ah adoleh mih jen chosok ha loong ah adoleh halam jen phansiitte loong ah adoleh jengkhaap lajatjih jeng jengte loong ah.
2e0c1d0093	Neng loong thoontang kamwah tah angka adoleh khowah loong adoleh nyootte loong totoh tah angka. Epaatja theng jen re suh chaan thoontang suh takoka
2e0c1e0073	adoleh khoisat jen deesiit suh, lajatjih jeng mi jeng suh, adoleh erah tiim suh liiha erah mi toombaatte tah angka.
2e0c1f0071	Erah raangtaan ih, sen ih elongthoon lakkot loong ah chosuh samthun an. Erabah uh, eseethoon, abah arah lampo ah.
2e0d0100b6	Ngah mina jeng akong nyia rangsah loong jeng taat miijeng ang bah uh, nga ten nah minchan ah lajeeka bah, nga jengkhaap ah nyaam rengtom arah adoleh koonta rengbot likhiik ba ang ah.
2e0d0200e7	Nga tiit baat nawa ih mithung jen lektheng ranglakkot taatje abah uh; husah tiit jen jattheng mongtham je abah uh; kong akaan jen nuudat theng laalom ah taatje abah uh— nga jiinnah minchan ah lajeeka bah ngah tiim uh tah angkang.
2e0d0300bb	Nga nyamka thoontang changthih noodek suh taatkoh ang bah uh, nyia nga teewah sakphu ah we nah taat khaam thuk ang bah uh—nga jiinnah minchan ah lajeeka bah, nga raang ih taseeka angka.
2e0d040050	Minchan ah enaan nyia tenthet; miksuh adoleh siikhaam adoleh khuupook tah angka;
2e0d050086	minchan ah lajak dangjang tah angka adoleh nyamnyook tah angka adoleh mih ih thichojih tah angka; moongre thetre uh mong ni tathiinka;
2e0d060039	minchan ah ethih asuh tanookka, amiisak tiit asuh roonla.
2e0d070063	Minchan ih mabah uh tathiinhaatka; nyia heh tuumaang, laalom, nyia enaan ah mabah uh tamaka ang ah.
2e0d0800b9	Minchan ah roitang raang. Tenroon thuk theng tiitkhaap loong ah pootsiit raangtaan; lajatjih jeng miijeng lakkot taatje abah uh erah ethoon ih ah; mongtham ah taatje abah uh emat ih ah.
2e0d090057	Tiimnge liidi mongtham nyia tenroonjih tiitkhaap lakkot kohali abah pootsiit raangtaan;
2e0d0a004f	enoothong jirep ah epunthoon angtaano, pootsiit raangtaan angta rah emat ih ah.
2e0d0b008a	Nga noodek doh, ngaajeng ngaakong, nga tenthun loong ah noodek likhiik angta; amadi mihak eh hoon lang, noodek likhiik ngah takah angkang.
2e0d0c0126	Amadi tup hi ah langla samsok adoleh theeri ni laaphaang moonheek heek ih seng laaphaang sok erah likhiik; lidoh bah seng mik ih samkhikhih ih sokmui ih likhiikkhiik ih ang ah. Amadi tiim jat hang erabah amasah ba jat hang; eno lidoh bah sekjat ih wan ang—Rangte ih nga jat halang likhiik ah.
2e0d0d0069	Amadi arah ejom ah tongla: Tuumaang, laalom nyia minchan; arah tung dowa elong thoon ah minchan ah rakla.
2e0e0100b3	Erah raangtaan ih sen loong ah ih minchan lam ah jam an. Senten senmong ah chiiala nawa thaangmuh ranglakkot ah samthun an, ehan ah Rangte tiitwaan miibaat theng lakkot ah jam an.
2e0e0200c0	O mina lajatjih jeng dongjengla erah mihoh damdi tawaanka Rangte damdi waanla, tiimnge liidi erah jeng ah o ih uh tajatka. Erah jeng rumla abah Chiiala chaanphaan nawa ih husah tiit ah waanla.
2e0e030091	Enoothong o ih Rangte tiitwaan baat ha erah miloong ah damdi roongwaan ano chosok jengkhaap, chaankot jengkhaap, nyi huudiip jengkhaap ah jengla.
2e0e040095	O lajatjih jengkhaap ah dongjengla erabah neng raang raangtaan ih jengla, enoothong o ih Rangte tiitkhaap baat ha erabah chaaste loongtang raangtaan.
2e0e050171	Ngah ih sen loong ah lajatjih jeng ah ba lasah jeng rumta ngeh ih li rumhala; enoothong Rangte tiitwaan miibaat ranglakkot ah ehan ba lasah chorumta ngeh ih li rumhala. Tiimnge liidi o ih Rangte tiitwaan baat ha rah lajatjih jeng dongjeng la nang ih elong—lajatjih jeng ah tiimjih suh liiha ngeh ih mi toombaatte lajeeka bah, erah chaas raangtaan ih tiimju tah angka.
2e0e0600f2	Erah raangtaan ih joon awaan loong, mabah sen taangnah wanghang adoh, lajatjih jeng taat dongjeng ang bah uh sen ih tiimjih choh an? Erah tiimjih suh liiha ngeh ih Rangte taangnawa sen suh lami wuubaat rumra bah sen raang ih tiimju tah angka.
2e0e070099	Thom asaam loong ah jengthaak suh taat samthun thaak ih, phuuliilaang angkoja adoleh changding angkoja—herengtom ah ladan tomka bah mamah ih danjat an?
2e0e080051	Adoleh raamui luirongmot ah ladanchaatka bah raamui kaat suh o ih ma khookham ah?
2e0e09007b	Erah likhiik, an tiitkhaap ena ena ih jenglu ah phanjangjang lajengko bah o ih ma jat ah? An jeng ah pongwut nah ba mah ah!
2e0e0a004c	Mongrep ni jeng ah ehoh ehoh, erabah uh jengkhaap ah hesot hemat pan jengla.
2e0e0b0098	Enoothong erah jengla ah ngah ih lajat kangbah, erah jengkhaap jengte loong raangtaan eh dookdate ang ah eno neng loong ah nga raang ih dookdate ang ah.
2e0e0c007c	An Chiiala lakkot asuh ramlu bah, thoontang nang ih ehanthoon ah chaas hakthuk theng mootkaat ah jaatjaat moh suh thuntheng.
2e0e0d006e	Erah raangtaan ih o mina lajatjih jeng ah jengla, erah ranglakkot jengkhaap ah mi phanbaat suh rangsoom theng.
2e0e0e0065	Emah rang mok soom ang bah, chiiala ni ngah ih rangsoom hang, enoothong nga thung ah erah di tajeeka.
2e0e0f00da	Emah ang abah, Ngah ih tiim etheng ah? Ngah ih chiiala nawa ih rangsoom theng, enoothong nga thung nawa ih nep rangsoom theng, erah damdoh ngah chiiala nawa ih nep boong theng nyia nga thung atak nawa ih nep boong ang.
2e0e10007d	Rangte suh chiiala nawa ih luulu ih lakookmi li ubah, an rangsoom doh nokbaang loong ah ih “Amen” ngeh ih mamah mi li ah?
2e0e11005d	Rangte suh lakookmi rangsoom hu ah ese taat ang abah uh, mina wahoh raang ih ese tamok angka.
2e0e120052	Ngah sen loong nang ih lajatjih jeng ehan jeng thoidi Rangte suh lakookmi liihang.
2e0e1300a4	Enoothong haajaat haajaat lajatjih jeng ah jeng nang ih chaas nah khorongngot ih doh, mih suh nyootsoot doh khaap bangnga taan mih ih samjat theng jeng ah jeng ang.
2e0e14008b	Nga joonte loong, sen tenthun nah noodek likhiik lah ang theng; ethih nah ba noodek ang theng, enoothong sen tenthun nabah mihak ang theng.
2e0e1500ed	Rangteele ni amah raangha, “Mina loong lajatjih jeng jengla jun ih nga mina loong damdoh roongwaan ang, Teesu ih liiha. Mideek mikaan tuikhoi lam ih ngah roongwaan ang, erabah uh nga mina loong ih nga jeng ah laboichaatte ang rumla.”
2e0e1600f7	Erah raangtaan ih, lajatjih jeng miijeng suh thaangmuh lakkot ah lahanpiite suh noisok ha, hanpiite loong raang ih tah angka, enoothong Rangte tiitkhaap miibaat suh ranglakkot ah langla hanpiite loong raang ih, lahanpiite loong raang ih tah angka.
2e0e1700a0	Jengthaak asuh, chaas mina thoontang lomtong ano, lajatjih jeng dongjeng rum abah—adoleh lahanpiite mina loong ih japtup abah emok angla ngeh ih tatam thunka?
2e0e1800aa	Enoothong lahanpiite loong dongkhoom ha adoh Rangte tiitkhaap baat abah, erah chaat ano neng rangdah tiit ah samthun ih ah. Erah japchaat rumha rah ih neng neng dande ah,
2e0e190096	husah ni thun rumha rah wuusa nah dongjeng ah, eno Rangte ah soomtu rum ano neng rangdah ah ethang et rum ah, “Rangte ah amiisak amadi sen damdi!”
2e0e1a0182	Nga joonte loong, arah loong asuh liihang. Maatokdoh sen rangsoom khoontong andoh, mararah doh rangsoom seehoonte eje ang theng, mararah ih Rangte tiit dongbaat theng, mararah ih nyootsoot etheng, rukho ah ih lajatjih jengkhaap nawa ih jengte ang theng, rukho ah ih lajatjih jeng adi tiimjih liiha erah huk jangbaat kotte ang theng. Jirep ah chaas raangtaan ih ese angtheng toom ang ah.
2e0e1b009a	O bah uh lajatjih jengjeng adoh, eradoh wanyi wajom jeng theng, wasiit lidoh wasiit jeng theng, eno wasiit ah ih erah tiimjih suh liiha ah toombaat theng.
2e0e1c00a2	Enoothong erah doh tiimsuh liiha rah toombaatte lajeeka bah, lajatjih jeng jengte ah lakah hoopti theng eno heh teeteewah nyi Rangte luulu damdoh roongwaan theng.
2e0e1d005e	Wanyi wajom ih Rangte tiitkhaap baat adoh, wahoh loong ah ih erah baat ha rah danchaat etheng.
2e0e1e0077	Enoothong erah khoontong adoh o suh bah uh Rangte tiitwuukaat hala bah, wasiit jengte warah ih ejeng ah toihaat etheng.
2e0e1f0082	Warep ih nyootsoot suh nyia chaankot jengkhaap jeng subah, sen loong ah ih wasiit lidoh wasiit ih Rangte tiitkhaap jen baat eh an.
2e0e200050	Rangte tiitkhaap baat suh ranglakkot ah langla tiitbaatte lathong nah ang theng,
2e0e2100a9	tiimnge liidoh Rangte ih kaphak kalak tah angthuk ri erah nang ebah phanjangjang nyi semroongroong angthuk suh liiha. Erah raangtaan ih chaas rep nawa Rangte mina loong,
2e0e2200a0	minuh loong ah erah lomtong tokdoh suusu ih tongtheng. Jehudi Hootthe ni liiha, neng loong ah lajeng theng ngeh ah; neng loong ah tiitkhoh paante lah ang theng.
2e0e230081	Minuh loong ah ih tiim atiim jat suh li abah neng sawah suh nok nah chengtheng. Chaas nah lomtong adoh minuh jeng ah rakrek ejih.
2e0e240067	Adoleh Rangte jengkhaap ah an taangnawa tam ra taha? Adoleh erah jengkhaap ah kaat suh an luulu tam ah?
2e0e2500ea	O ih bah uh heh ah Rangte ruurang baatte ih toom taat liithaak ah adoleh chiiala ranglakkot ah heh suh je ah ngeh ih toom thun thaak ah, heh ih arah dokthun jaatjaat etheng, ngah ih sen suh raang koh rumhala ah Teesu jengdang ngeh ah.
2e0e26004d	Heh ih arah tiit ah laboichaatka bah, sen ih uh heh tiit ah laboichaat theng.
2e0e27008d	Joonte loong, erah raangtaan ih, senten senmong ah Rangte tiitkhaap baattaan nah koh an, enoothong lajatjih jeng jengte loong ah nak haam an.
2e0e280051	Enoothong jirep ah phanjangjang nyia seklilih lam ih jaatjaat ih re theng ang ah.
2e0f0100af	Joonte loong, amadi sen loong asuh ngah ih nyootsoot rum taha Ruurang Ese tiit ah dopbaat rumhala, erah sen loong ah ih ekap etan, nyia sen loong ah erah tuumaang adi tonglan.
2e0f0200b1	Ngah ih tiitkhaap nyootsoot rum taha langla ruurang ese tiit. Erah doh sen kamkam ih laalom an bah sen loong ah epui e an—erah lah angka bah sen hanpi ah thaangmuh nah ang ah.
2e0f0300a3	Ngah ih chochaat tang ah sen suh deenbaat rum taha, erah langla thoontang nang ih ju elong: Kristo ah seng rangdah raangtaan ih tiita, erah Rangteele ni uh li eha;
2e0f04004c	heh langla beng ano sa jom lidi we ngaaksaatta, Rangteele ni emah uh li eha;
2e0f05004c	heh teewah Pitar reeni dong ano heh kaamwah asiwanyi reeni uh dongkhoom eta.
2e0f060083	Erah lih adi heliphante cha bangnga nang ih ehan taang ni Dotdi dongkhoomta, ehanko loong ah amadi uh ething, marah marah ba tiita.
2e0f070057	Erah lih adi Jisu Jeems reeni dongkhoomta, erah lilih kaamwah wahoh loong reeni dongta.
2e0f08008b	Lithoon ni nga reeni uh heh dong ih taha—tup maangchang di tup arah mina likhiik dongko laang ang ang bah uh nga reeni dongkhoom eh taha.
2e0f090091	Tiimnge liidi, kaamwah loongtang nang ih ngah ehinthoon—ngah kaamwah li theethe uh tah ang kokang, Rangte Chaas ah uh ngah ih thet haat kotang.
2e0f0a00f4	Enoothong amadi anglang ah Rangte minchan di, eno minchan erah kotahang ah thaangmuh tah angka. Erah tokkhoh di, kaamwah wahoh loong nang ih ngah ehan mokalang, amiidi bah nga reelang ngeh ih tah angka, enoothong nga damdi Rangte wakmokah hala.
2e0f0b0089	Erah raangtaan ih, ngah ih nyootsoot rum koja oh adoleh neng ih nyootsoot kojan oh, erah seng ih nyootsoot hi ah, erah sen ih hanpi ehan.
2e0f0c0093	Amadi, seng ih Kristo tek nawa ngaaksaat tiitkhaap ah baat hi, eno sen mararah ih tek nawa ngaaksaat ano tami ngaakthingka ngeh ih mamah mi li han?
2e0f0d003d	Erah thunhan ah amiimi mok ang abah, Kristo ah ngaaksaat muh;
2e0f0e0074	eno Kristo ah tek nawa lamok ngaaksaatta bah seng ih tiim esuh ma nyootsoot ih nyia sen ih uh tiim esuh ma hanpi an.
2e0f0f00f7	Erah nang ih ethih thoon ah langla, seng ih Rangte tiit ah tiit hu baat hi, tiimnge liidi Kristo ah tek nawa ngaaksaat eta liihi—enoothong tek nawa tangaak thingka liiha ah ami mok ang abah, Kristo uh tek nawa talaang ngaak saatsiit theng taaja.
2e0f10004c	Tiimnge liidi tek nawa langaaksaatka bah, Kristo uh talaang ngaaksaat taaja.
2e0f11005e	Eno Kristo ah langaaksaatta bah, sen laalom ah uh thaangmuh eno amadi uh sen rangdah ni malan.
