0100000003	Mui
12291c006f	E da dadi gala:be amoga hobeamusa:; hame dawa: Dunu da ema gelega gala:be da gisi bioiga gala:be agoane hagisa.
12291d006d	Ea ba:sea, gegesu gigi da gisi biole hagi agoai ba:sa, amola dunu da ema dadiga gala:sea, e da amoba:le ousa.
12291e0080	Ea hagomo gagi da laga osoboga hamoi ofodo gagoudane fofonoboi defele ba:sa. Ilia da osobo gidinasu defele, fafu osobo dogonana.
12291f0068	E da hano wayabo bagade, hano gobei dubu heda:be agoai amola susuligi di bubunuma heda:be agoai, hamosa.
122920006c	E da hano wayabo bagade da:iya ahoasea, e da ela:mei logo agoane hamosa. E da hano dubu foloai agoai hamosa.
122921003f	Osobo bagadega, e agoai hame ba:sa. E da beda:su hamedafa dawa:
122922006c	E da hidale, eno ohe fi huluane ilima ba:le gudusa. E da sigua ohe fi huluane ilima hina bagade agoai esala.
122a010041	Amalalu, Yoube da Hina Godema dabe adole i. Yoube da amane sia:i,
122a020075	“Hina Gode! Na dawa:! Di da gasa bagadedafa. Di da liligi huluane Dia hamomusa: dawa:be, amo huluane defele hamosa.
122a0300fc	Di da nama amane adole ba:i, ‘Di da Na bagade dawa:su abuliba:le dafawaneyale hame dawa:bela:? Bai di da hamedafa dawa:su dunu.’ Dafawane! Na da na hame dawa:digi liligi, amola musa: hame ba:su hou amo na da dawa:digimu hamedei, amo udigili sia:su.
122a040077	Di da amane sia:i, ‘Na sia:sea, di noga:le nabima! Na dima adole ba:sea, di Nama dabe adole imunusa:, logo hogoma!’
122a05005f	Musa: na da eno dunu ilia nama adole i fawane dawa:i galu. Be wali na da na siga Di ba:i dagoi.
122a060086	Amaiba:le, na da na sia:i amo dawa:beba:le, gogosiasa. Na da Dima sinidigimu olelema:ne, gulu amola nasubu na da:iga gasagagala:sa.”
122a0700d5	Hina Gode da Youbema sia:ne dagoloba, E da Ilaifa:sema amane sia:i, “Na da di amola dia sama aduna dilima ougi. Bai dilia da Na hou dafawane hame olelei. Be Nama hawa: hamosu dunu Yoube da moloiwane sia:i dagoi.
122a080183	Wali, dilia bulamagau gawali fesuale amola sibi gawali fesuale, amo Youbema gaguli asili, amola dilia hou dabema:ne, gobele salima. Yoube da dili fidima:ne sia:ne gadomu. Amasea, Na da ea sia:ne gadosu nabimu. Dilia hamobeba:le, se dabe lamu da defea galu. Be Na da dilia hamobe defele, dilima se dabe hame imunu. Dilia da Yoube ea hou defele hame hamoi. E da moloi sia: fawane sia:i.”
122a09008c	Ilaifa:se, Bilida:de amola Soufa, ilia da Hina Gode Ea ilima adoi defele hamoi. Amola Hina Gode da Yoube ea sia:ne gadosu, amo dabe adole i.
122a0a00af	Amalu, fa:no Yoube ea sama udiana amo fidima:ne, Hina Godema sia:ne gadolalu, Hina Gode da e bu bagade gaguiwane esaloma:ne, ea musa: gagui amo da:iya eno adunane dabuasilisi.
122a0b0125	Yoube ea olalali amola ea dalusilali huluane amola ea musa: na:iyado, ilia da e gousa:la misini, ea diasuga gilisili lolo mai. Ilia ema asigi sia:ne, amola Hina Gode da ema bidi hamosu bagade iasibiba:le, ea dogo denesinisi. Ilia afaeafaea muni amola gouli lobo sogoga gasisalasu, Youbegili i.
122a0c00e8	Hina Gode da Yoube ea esalusu dagomu galu, amo e hahawane esaloma:ne hamoi. Amo da ea musa: esalusu hahawane hou baligi dagoi. Yoube da sibi 14,000 agoane, ga:mele 6,000 agoane, bulamagau 2,000 agoane amola dougi 1,000 agoane gagui.
122a0d003b	E da dunu mano fesuale amola uda mano udiana ilia eda galu.
122a0e0085	E da ea magobo uda mano amoma Yimaima dio asuli. Uda mano magobo bagia ea dio da Gesaia, amola uda mano ufi ea dio da Gelene Ha:bage.
122a0f00a8	Yoube ea uda mano da osobo bagade isisima:goi uda huluane ilia isisima:goi ba:su baligi dagoi. Ilia eda da ea dunu manoma nana iasu defele, uda mano ilima nana i dagoi.
122a100068	Yoube da amo hahamona misi dagole, ode 140 agoane eno esalu. E da ea aowalali, ilia mano amo ba:i dagoi.
122a11003e	Amalalu, e da da:idafa hamoiba:le, bogoi dagoi. Sia: ama dagoi
130000000d	Gesami Hea:su
13010100ee	Nowa dunu ilia wadela:i hou hamosu dunu ilia fada:i sia: hame nabasea, amola wadela:i hou dawa:su dunu ilia hou amoma fa:no hame bobogesea, amola nowa ilia Gode ea hou higale dawa:be dunu ilima hame gilisisia, amo dunu da hahawane bagade.
13010200ad	Be amomane ilia da hahawane Hina Gode Ea sema dedei amoma nabasu hou amola fa:no bobogesa, amola ilia yoga amola gasia idisu hou amo eso huluane bu dafawane dadawa:sa idisa.
1301030090	Ilia da ifa hano guba:le aligi agoai, amo fage eso doaga:sea legebe agoane legesa, amola ea lubi hame biosa. Ilia da hou huluane noga:le hamosa.
1301040061	Be wadela:i dunu ilia goe hamedafa hanasa. Ilia da gisi amo fo misini mini asi dagoi agoai ba:sa.
1301050080	Wadela:i hou hamosu dunu ilia da Godema Hi fofada:sea, Ea se iasu ba:mu, amola ilia da Gode Ea fi dunu ilima afafai dagoi ba:mu.
13010600a1	Moloidafa noga:i dunu da Hina Gode Ea gaga:su amola logo olelesu dawa: Be wadela:i hamosu dunu da se nabasu logo amoga ahoana, gugunufinisisudafa amoga doaga:mu.
130201006d	Abuliba:le soge bagade fi dunu ilia gegemusa: ilegesala:? Abuliba:le, ilia da udigili gegemusa: sia: dabela:?
1302020088	Ilia hina bagade dunu ilia gegemusa: dawa:, amola ilia ouligisu dunu ilia Hina Godema higasa amola Hina Bagade E ilegele lai Ema higasa.
1302030077	Ilia amane sia:sa, “Be ninia da ilia hamoma:ne sia:i agoema afafamu da defea, amola ilia ouligi yolesimu da defea.”
1302040061	Hina Gode da Hi Hebene fafai fisu da:iya fila heda:le ousa, amola ilia sia: dasu amo nabalu ousa.
1302050066	Amolalu, E da ougi gasa bagadewane sisasu sia: olelesa. E da Ea gasa ilima olelebeba:le, ilia beda:sa.
130206006e	Gode da amane sia:sa, “Saione (amo da Na hadigi sema goumi) amo da:iya, Na da Na Hina Bagade amogai asunasi.
1302070068	Na da Hina Gode Ea sia: dilima sia:mu. E da nama amane sia:i, “Di da Nagofe. Wali da Na Dia Ada hamoi.
1302080055	Adole ba:ma, amola Na soge fi huluane Dima imunu osobo bagade huluane da Dia: ganumu.
130209009e	Dia da ili ouli fesonoi amoga fane fili fasimu, amola Dia da huluane osoboga hahamoi yaeya amo gagoudane fofonobone fasisu amo defele ili gagoudane fasimu.”
13020a004b	Dilia osobo bagade hina bagade dunu! Na sisasu sia: olelesu noga:le nabima!
13020b0028	Hina Gode Ema beda:iwane fa:no bobogema.
13020c00d0	Ema beda:ga yaguguiwane muguni bugila sa:ima. Amai hame hamosea, Ea ougi hou da hedolowane heda:mu galebe, amola dilia da hedolowane bogomu. Nowa da Ema gaga:ma:ne ahoasea da Ea hahawane dogolegesu hou ba:mu.
1303010057	Hina Gode! Nama ha lai dunu da bagohame gala. Dunu bagohamedafa da nama ougiwane ba:sa.
1303020052	Ilia na hou adoda amola amane sia:sa, “Amo dunu da Gode Ea fidisu hame ba:mu.”
1303030080	Be Di, Hina Gode! Di da mae fisili, na da:igene ga:su defele na gaga:sa. Di da nama hasalasisu hou iaha, amola na dogo denesisa.
130304005d	Na da Hina Godema wele sia:sa. Amola E da Ea sema agolo amoga nama defele noga:le adole iaha.
1303050057	Na diasa:ili gasia golai dialoba, amola gasi huluane ganodini, Hina Gode da na gaga:sa.
130306005d	Nama ha lai dunu osea:idafa da na dialebe guba:le sisiga:i ba:sa. Be na da ilima hame beda:i.
1303070081	Hina Gode misa! Na Gode! Na gaga:ma! Di da nama ha lai dunu ilima se iaha. Ilia da gasa hameba:le nama se imunu da hamedei ba:sa.
1303080062	Hina Gode Hi fawane da hasalasu hou iaha. E da Ea fi dunu amo hahawane dogolegele fidimu da defea.
130401009a	Na sia:ne gadobe goe bu sia:ne ima. Hina Gode, Di da na gaga:su dunu. Na se nabaloba, Dia na fidi. Wali, Di da nama asigima amola na sia:ne gadobe nabima.
1304020098	Eso habowali dilia fi dunu da nama higama:bela:? Eso habowali dilia da hamedei liligi amo hanama:bela:, amola ogogosu liligi amoma fa:no bobogema:bela:?
1304030089	Dawa:ma! Hina Gode da moloidafa noga:i dunu amo Ea fidafa hamomusa: ilegei dagoi. Amola na da Ema wele sia:sea, E da na wele sia:su naba.
1304040084	Dilia beda:ga yaguguma! Amola wadela:le hamosu hou fisima. Dilia da ouiya:le agoane dilia debea da:iya dialea, bagade dadawa:laloma.
130405004c	Gobele salasu moloidafa amo Hina Godema ima, amola Ema dafawaneyale dawa:ma.
130406007c	Dunu bagohame da agoane sia:ne gadosa, “Hina Gode! Ninima Dia hahawane fidisu hou baligili ima. Ninima asigiwane ba:ma.”
130407008e	Ilia da gagoma amola waini lai dagoiba:le hahawane ba:sa. Be hahawane hou Di da nama i dagoi, amo da amo osobo bagade hou bagadewane baligisa.
130408005e	Na diasa:ili gasia golai dialoba, hahawane golasa. Hina Gode! Di fawane da na noga:le gaga:sa.
1305010036	Hina Gode! Na sia: nabima, amola na gogonomasu nabima.
130502007f	Na Gode amola na Hina Bagade! Na Dima fidima:ne wele sia:sea, Di da na wele sia:su nabima. Hina Gode! Na da Dima sia:ne gadosa.
1305030061	Di da na sia: hahabe naba. Eso mabe galu na da Dima sia:ne gadosa, amola Dia adole iasu ouligisa.
130504005a	Di da wadela:i hou amo hahawane hame ba:sa. Wadela:i hou da Dia midadi dialumu da hamedei.
130505005b	Dia da gasa fi dunu amo ba:mu bagadewane higasa. Di da wadela:i hamosu dunu huluane higasa.
1305060058	Di da ogogosu dunu huluane wadela:lesisa. Amola nimi bagade ogogosu dunu, amo Di higasa.
13050700a0	Be na da Dia diasu ganodini golili sa:imu dawa: Bai Di da asigi bagadedafa dunu. Na da Dia hadigi Debolo diasu ganodini Dima muguni bugili, Dima nodomusa: dawa:
1305080093	Hina Gode! Nama ha lai dunu da bagohame gala. Dia hanai hawa: hamomusa: amoga na oule masa. Amola, na da moloiwane masa:ne, na logo noga:le fodoma.
13050900b3	Na ha lai dunu ilia sia:be amo da dafawaneyale hame dawa:mu. Ilia da gugunufinisimusa: fawane dawa: Ilia sia: da sefe agoai ba:sa, be ilia dogo ganodini hohonosu hou fawane ba:sa.
13050a00cf	Hina Gode! Di ilima fofada:nanu, se bagade ima. Ilisu ilia wadela:i sia: dasu da ilima wadela:su liligi ba:mu da defea. Ilia da wadela:i hou bagade hamobeba:le, amola Dima odoga:beba:le, ili gadili sefasima.
13050b00ba	Be nowa da Dia gaga:su ba:sea da hahawane bagade ba:mu. Ilia da eso huluane Dima hahawane nodone gesami hea:lalumu. Dima asigisu dunu amo Di gaga:ma. Ilia Diba:le, hahawane houdafa dawa:
13050c0079	Nowa dunu da Dima nabawane fa:no bobogesea, Di da hahawane fidisa. Dia asigidafa hou da ilima gaga:su liligi agoai ba:sa.
1306010058	Hina Gode! Nama Di mae ougima amola gagabole mae sia:ma. Nama dia ougi amoga se mae ima.
1306020068	Hina Gode! Na da gufia:ne gala:i galebe. Nama asigima! Na da:i da gasa hamedei galebe. Di nama gasa ima.
130603004f	Na da:i huluane da se nabala Hina Gode! Di da habowali ouesalu na fidima:bela:?
130604004c	Hina Gode! Fidila misa! Di da asigiba:le, na bogosa:besa:le, Dia na gaga:ma.
1306050064	Osobo bagade fi bogosu sogebi amo ganodini ilia da Di hame dawa:sa. Amogawi, Dima nodomu da hamedei.
13060600aa	Na da da:i dioi bagade nababeba:le, gasa hame galebe. Gasi huluane, na wibi fa:i da na si hano amoga nanegai ba:sa. Na busafugulu amola da na si hano amoga nanegai ba:sa.
1306070063	Nama ha lai da nama se bagade iabeba:le, na da bagadewane disa. Na si da fofaiba:le, ba:mu gogolei.
1306080052	Dilia wadela:i hou hamosu dunu! Nama mae gadenena misa. Hina Gode da na disu naba.
1306090047	Gode da na fidima:ne dibi naba amola na sia:ne gadobe bu alofele imunu.
13060a007c	Nama ha lai ilia da dafamuba:le bagadewane gogosiamu. Di da ili sefasimuba:le, ilia da hedolowane gogolele dafugili hobeamu.
1307010056	Na Hina Gode! Na Dia gaga:ma:ne Dima maha. Nama ha lai da na se bobogesa. Dia gaga:ma!
130702009f	Dia da hame gaga:sea, nama ha lai dunu da soge laione wa:me agoane, na lale, aboda:ne asili, dunu hame esalebe sogega, fane dadega:le, na dagoi hamedafa ba:mu.
13070300a9	Na Hina Gode! Na da dunu eno amoma giadofale hamoi galea, o na sama ema hohonoi galea, o nama ha lai amoma udigili wadela:le hamoi galea, amo hou afae na da hamoi galea,
1307050089	defea, nama ha lai dunu da na doagala:le, na gagulaligimu da defea. Amola ilia da na fane salawane, na da osoboga bogola sa:imu da defea.
1307060074	Hina Gode! Di nama ha lai dunuma ougili doagala:ma. Di wa:legadole na fidima. Di da moloidafa fofada:su fawane dawa:
1307070071	Amaiba:le, Di fifi asi gala dunu huluane Dima gilisila misa:ne sia:ma. Amola, Dia ilima gasa bagadewane ouligima.
130708007e	Di da fifi asi gala dunu huluane ilima Fofada:su Dunu esala. Hina Gode! Na fidima:ne fofada:ma. Na da wadela:i hou hame hamoi.
13070900d0	Di da moloidafa Gode esala. Di da ninia asigi dawa:su amola ninia dogo ganodini hanai hou huluane dawa:beba:le, fofada:nana. Wadela:i hamosu dunu ilia wadela:i hou hedofama. Amola, noga:i dunu ilima bidi ima.
13070a0056	Gode da na Gaga:su dunu. E da nowa dunu da Ea sia: nabawane hamosea, amo E da gaga:sa.
13070b0057	Gode da moloidafa fofada:su dunu. E da wadela:i hamosu dunu ilima fofada:nanu, se iaha.
13070c006b	Ilia da ilia hou hame afadenesea, E da fedege agoane Ea gobihei mema:ne debesa. E da Ea dadi dili ouligisa.
13070d0048	E da Ea gasa bagade gegesu liligi lale, ea dadi amoga dilaligili oulela.
13070e0090	Ba:ma! Wadela:i hamosu dunu da ilia dogo ganodini wadela:i hamomusa: dawa:lala. Ilia da moso hamomusa: dawa:lala, amola ogogosu bagade hamonana.
13070f0046	Be ilia eno dunu sa:ima:ne sanisisia, ilisu da amo sani ganodini daha.
130710006e	Amaiba:le, ilia wadela:i hou da ililima se iasu dabe iaha. Amola ilia nimi bagade hou da ililima se iasu iaha.
1307110077	Na da Hina Gode Ea moloidafa fofada:su hou ba:beba:le, Ema nodosa. Na da Hina Gode Gadodafa Ema nodone gesami hea:lala.
1308010096	Hina Gode! Ninia Hina Gode! Osobo bagade fifi asi gala huluane da Dia gasa bagade hou ba:lala. Dima nodosu hou da heda:le, muagadodafa amoga doaga:sa.
130802009b	Mano amola mano dudubu da Dima nodosu gesami hea:sa. Dima ha lai da Di wadela:mu da hamedei. Di da Dima ha lai dunu amo ilia Dima doagala:mu logo hedofasa.
1308030097	Di da mu hahamoi dagoi amola oubi amola gasumuni huluane, Di da ilia sogebi amoga bugisi. Amo liligi huluane na ba:sea, na bagadewane agoane dadawa:sa,
13080400c0	osobo bagade dunu da hamedei liligi agoane gala. Amaiba:le, Di, Hina Gode, da abuliba:le osobo bagade dunuma bagadewane dadawa:sala:? Abuliba:le, Di da osobo bagade dunu asigiwane ouligisala:?
13080500e4	Be Di da osobo bagade dunu amo gaguia gadole, ilia da Di hagudu fawane esaloma:ne hamoi. Di da osobo bagade dunu ilima hadigi hou i dagoi. Amola, Di da eno liligi huluane da ilima nodoma:ne, Di da osobo bagade dunu gaguia gadoi.
1308060057	Dia da osobo bagade dunu ilia da liligi huluane Dia hamoi amo ouligima:ne ilegei dagoi.
130807009b	Dia da osobo bagade dunu ilia da sibi, bulamagau, sigua ohe huluane, sio fi, menabo fi amola hano ganodini fi huluane amo huluane ouligima:ne ilegei dagoi.
1308090059	Hina Gode! Ninia Hina Gode! Dia gasa bagade hou da osobo bagade huluane ganodini ba:lala.
130901006c	Hina Gode! Na dogo huluane amoga Dima nodosa. Amola hawa: hamosu noga:idafa Dia hamoi amo na da sisa:i lamu.
1309020060	Di galebeba:le, na da hahawane gesami hea:mu. Gasa Bagade Gode! Na da Dima nodone gesami hea:mu.
1309030050	Di ba:beba:le, nama ha lai dunu da sinidigili bu hobeasa. Ilia da dafane bogosa.
1309040044	Dia fofada:su da moloidafa amola Dia da na fidima:ne fofada:i dagoi.
1309050080	Di da Godema higa:i dunu ilima fofada:ne se iasu. Amola Di da wadela:i hamosu dunu wadela:lesi dagoi. Amo dunu da bu hame ba:mu.
1309060083	Ninima ha lai dunu da fisi dagoi, bu hamedafa ba:mu. Di da ilia moilai huluane gugunufinisi dagoi. Ilia amola da bu hamedafa ba:mu.
1309070057	Be Hina Gode da eso huluane Hinadafa esalalalumu. E da Ea Fofada:su Fisu hahamoi dagoi.
1309080073	E da fofada:su hou moloidafa amoga fifi asi gala amo huluane ouligisa. E da fi huluane ilima moloidafa fofada:nana.
1309090065	Se nabasu da banenesi dunu ilima doaga:sea, Hina Gode da ilia gaga:su wamoaligisu sogebi agoai ba:sa.
13090a007b	Hina Gode! Nowa da Dia hou dawa:sea, ilia da Di dafawaneyale dawa:mu. Nowa da Dima masea, Di da amo dunu hamedafa yolesimu.
13090b006c	Hina Gode da Saione soge amo ouligisa. Ema nodone gesami hea:ma. Fifi asi gala huluane ilima Ea hou olelema.
13090c0078	Nowa dunu e se nabasea amola disia, Gode da hame gogolesa. Amola dunu da ilima se iabe, Gode da ilima amolawane se iaha.
13090d0073	Hina Gode! Nama asigima! Nama ha lai dunu da nama se bagade iaha. Hina Gode! Na bogosa:besa:le, hedolo fidila misa.
13090e00a4	Amasea, na da Yelusaleme dunu fi amo ilia midadi lelu, liligi huluane na Dima nodosa, amo huluane ilima olelemu. Dia da na gaga:iba:le, na da hahawane bagade ba:mu.
13090f0098	Hame lalegagui dunu fedege agoane da ilia uli dogole, amo ganodini dafai. Ilia da eno dunu sa:ima:ne sanenisisia, ilisu da amo sani ganodini sa:i dagoi.
1309100090	Hina Gode da Ea moloidafa fofada:su amoga Ea hou olelesa. Be wadela:i hamosu dunu da wadela:le hamobeba:le, ilila: sanenisisu amo ganodini daha.
1309110056	Dunu huluane amo da wadela:le hamosa amola Godema higabe dunu huluane da bogosu ba:mu.
1309120076	Wali hame gagui dunu da se nabawane esala. Ilia da banenisi dagoi agoai ba:sa. Be amo hou da eso huluane hame dialumu.
13091300aa	Hina Gode misa! Osobo bagade dunu da Di higamu da defea hame galebe. Di wadela:i hamosu dunu amo Dima fofada:musa: misa:ne sia:ma. Amasea, ilima fofada:nanu, se iasu ima.
130914007f	Hina Gode! Ili beda:ma:ne hamoma. Ilia da osobo bagade dunu fawane amola ilia da bogosu ba:mu. Amo ilia dawa:ma:ne, Di olelema.
130a01006b	Hina Gode! Abuliba:le Di da badilia esalabala? Ninima se nabasu doaga:sea, Di da abuliba:le wamoaligisala:?
130a0200b9	Wadela:i hamosu dunu da gasa fi hou hamosa. Ilia da hame gagui dunu ilima hasalasa. Sani ili gei amoga ilila: sa:ima:ne, Gode Dia fada:nesima. Uasu dunu da Godema gagabusa amola higasa.
130a03006c	Wadela:i hou hamosu dunu da ea wadela:i hanai hou hahawane ba:sa. Uasu dunu da Godema gagabusa amola higasa.
130a040078	Wadela:i hou hamosu dunu da Hina Gode hame dawa:lala. E da gasa fi hou hamobeba:le, Gode da hamedei e da agoane dawa:sa.
130a05007f	Wadela:i hou hamosu dunu da ea liligi huluane noga:lesisa. E da Gode Ea fofada:su hame dawa: E da ema ha lai ilima gadela ousa.
130a060051	E da hi hisu amane sia:sa, “Na da hamedafa dafamu. Na da se hamedafa nabimu.”
130a070093	Ea sia: ganodini da ougisu sia: nabai gala amola ogogosu hou amola famusa: dawa:i gala. E da hedolowane wadela:i amola ougi sia: amo ia:musa: dawa:
130a080077	E da moilai amo ganodini dunu udigili fane legemusa: wamo ouesala amola wamowane hahani dunu hame mabeyale sosodo lela.
130a0900b1	E da soge laione wa:me ea hou defele, doagala:musa: oulela. E da gasa hamedei hame gagui dunu amo misa:ne ouligisa. Amo da ea sani amo ganodini dasea, e da ili gaguli mini ahoa.
130a0a0060	E da amo gasa hame dunu, fofonobonesisa. E da gasa bagadeba:le, ilia da wadela:lesi dagoi ba:mu.
130a0b0073	Amo wadela:i dunu da hima amane sia:sa, “Gode da hame dawa:sa. Ea da Ea si sisigiba:le, na hou hamedafa ba:mu.”
130a0c0058	Hina Gode! Amo wadela:i hamosu dunuma, Dia se iasu ima. Se nabasu dunu amo mae gogolema.
130a0d0075	Gasa fi hou dunu da abuliba:le Godema higasala:? E da abuliba:le hima sia:sala:? “Gode da nama hame se nabasimu.”
130a0e00bf	Be Hina Gode! Di da ba:sa. Di da se nabasu amola da:i diosu ba:lala. Amola Di da fidimusa: ouesala. Gasa hame dunu da Dia fidimusa: Dima maha amola Di da eso huluane hame gagui dunu fidilala.
130a0f00a2	Wadela:i hou hamosu dunu amola fio dunu ilia gasa Dia fima. Ilia wadela:i hou hamoiba:le, ilima se iasu ima. Ilia da wadela:i hou fisi dagoiba:le fawane yolesima.
130a1000ac	Hina Gode Ea Hinadafa Hou da eso huluane dialalalumu. Dunu da eno ‘gode’ liligi ilima nodone sia:ne gadosa, ilia da gadili asili, ninia soge ganodini bu hamedafa ba:mu.
130a110060	Hina Gode! Di da hou fonoboi dunu amo ilia sia:ne gadosu nabimu. Di da ilia dogo amola denesimu.
130a12009c	Di da dunu enoga banenesi amola guluba: mano ilia didigia:be nabimu. Di da ili fidima:ne fofada:mu. Amasea, ilia da osobo bagade dunu ilima bu hame beda:mu.
