2800000007	Matúš
2d0e0300a2	Ten, kto je všetko, nech sa nedíva zvysoka na toho, kto neje. A kto nejedáva všetko, nech zasa neodsudzuje toho, kto jedáva všetko, veď Boh aj jeho prijal.
2d0e040096	Akým právom chceš odsudzovať sluhu iného pána! On nie je zodpovedný tebe, ale svojmu pánovi. A ten je dosť silný, aby ho ochránil od pádu.
2d0e0500ad	Niektorí ľudia pripisujú niektorým dňom mimoriadny význam, pre iných sú zase všetky dni rovnaké. Dôležité je, aby každý konal podľa vlastného presvedčenia.
2d0e0600dc	Kto napríklad dodržiava pôstne dni, chce si tým uctiť Boha. A kto v týchto dňoch jedáva, takisto si uctí Boha, lebo mu v modlitbe za jedlo ďakuje. A tak či sa postíme alebo jeme, robíme to na česť Pánovi.
2d0e07003a	Veď nikto z nás nežije pre seba, ani neumiera pre seba.
2d0e08007a	Lebo ak žijeme, žijeme pre Pána, ak zomrieme, zomrieme pre Pána. A tak či žijeme, alebo zomierame, patríme Pánovi.
2d0e090051	Preto Kristus zomrel aj vstal z mŕtvych, aby sa stal Pánom mŕtvych i živých.
2d0e0a009f	Akým právom teda odsudzuješ svojho brata? A ty, prečo ním pohŕdaš? Nezabúdajme, že všetci sa raz musíme postaviť pred Bohom a on nás bude súdiť.
2d0e0b008a	Veď je napísané: „Akože som živý, hovorí Pán, každé koleno raz predo mnou pokľakne a každý jazyk vyzná, že ja som Boh.“
2d0e0c0032	Každý sám za seba sa bude skladať účty Bohu.
2d0e0d009d	Nesúďme teda jeden druhého, ale radšej dbajme, aby sme blížnemu neurobili nikdy nič také, čo by ho pohoršilo alebo spôsobilo jeho pád do hriechu.
2d0e0e00a3	Viem, ba som o tom presvedčený v Pánovi Ježišovi, že nič nie je nečisté samo osebe. Nečistými sa stávajú veci len tomu, kto ich za nečisté pokladá.
2d0e0f009a	Ak sa tvoj brat trápi pre to, čo ješ, už nekonáš na základe lásky. Nech sa tvoj pokrm nestane príčinou záhuby toho, za ktorého Kristus zomrel.
2d0e100046	Nedovoľte, aby sa o tom dobrom, čo ste prijali, hovorilo ako o zlom.
2d0e110075	V Božom kráľovstve predsa nejde o jedlo a pitie, ale o spravodlivosť, pokoj a radosť, ktoré dáva Duch Svätý.
2d0e120044	Kto takto slúži Kristovi, je milý Bohu a vážia si ho aj ľudia.
2d0e130064	A tak sa zo všetkých síl usilujme o to, čo nám prináša pokoj a čo nás vzájomne posilňuje.
2d0e140098	Nekazme Božie dielo pre pokrmy. Niektorí z vás povedia: „Bohu je všetko čisté.“ To je pravda, ale zlé je, ak niekto pohoršuje iného jedlom.
2d0e150081	Je teda dobré, ak nejeme mäso, nepijeme víno ani nerobíme nič, čím by sme mohli niekoho zraniť alebo oslabiť jeho vieru.
2d0e160086	To, v čo veríš, nech je medzi tebou a Bohom. Šťastný je ten, kto sa necíti vinný, keď robí niečo, čo pokladá za správne.
2d0e17009b	Ale toho, kto má pochybnosti pre pokrm, ktorý je, Boh odsúdi, lebo taký človek nekoná na základe viery. A čokoľvek, čo nie je z viery, je hriech.
2d0f010070	My silní vo viere sme povinní pomáhať slabým niesť ich slabosti, a nie sa len samoľúbo pozerať na seba.
2d0f02007d	Každý z nás sa má správať tak, aby bol jeho osobný príklad povzbudením pre blížnych a pomáhal im rásť vo viere.
2d0f030080	Ani Kristus nehľadal svoj prospech, ale podľa slov Písma: „Urážky tých, čo teba, Bože, tupili, padli na moju hlavu.“
2d0f040094	Všetko, čo je tam napísané, bolo napísané na naše poučenie, aby sme z trpezlivosti a povzbudenia, ktoré nám dáva Písmo, čerpali nádej.
2d0f050087	A Boh, ktorý dáva trpezlivosť a povzbudenie, nech nám pomôže nažívať vo vzájomnej zhode, ako nám to ukázal Ježiš Kristus.
2d0f06006d	A potom budeme môcť všetci spoločne a jednomyseľne oslavovať Boha a Otca nášho Pána Ježiša Krista.
2d0f070050	Preto sa prijímajte navzájom, ako Kristus prijal vás, aby bol Boh oslávený.
2d0f080075	Hovorím vám, že Kristus bol poslaný k Židom, aby ukázal Božiu vernosť a potvrdil sľuby, ktoré dal praotcom.
2d0f0900b4	Súčasne priniesol milosť aj všetkým ostatným národom, aby aj oni oslavovali Boha, ako je napísané: „Preto ťa budem oslavovať medzi národmi a ospevovať tvoje meno.“
2d0f0a004a	A na inom mieste hovorí: „Tešte sa, pohania, spolu s jeho národom!“
2d0f0b0061	A inde zasa hovorí: „Chváľte Pána, všetky pohanské národy! Velebte ho všetci ľudia!“
2d0f0c0072	A Izaiáš prorokuje: „Príde potomok Izaiho, povstane, aby vládol národom, a pohania budú v neho dúfať.“
2d0f0d0094	Nech vás Boh, zdroj nádeje, naplní pre vašu vieru všetkou radosťou a pokojom, aby mocou Svätého Ducha vaša nádej čoraz väčšmi rástla.
2d0f0e00c1	Priatelia, som pevne presvedčený, že moje napomenutie ani nepotrebujete, lebo vy sami ste okúsili Božie dobrodenia, máte poznanie, a preto si môžete navzájom ukazovať cestu ako žiť.
2d0f0f007c	A predsa som vám písal o niečo smelšie, lebo som vám niektoré veci chcel pripomenúť. Boh ma obdaril svojou milosťou
2d0f1000e8	a povolal ma, aby som bol služobníkom Ježiša Krista medzi všetkými národmi. Plním túto úlohu ako kňaz kázaním Božej radostnej zvesti, aby pohania priniesli Bohu radosť ako úprimnú obeť, posvätenú Duchom Svätým.
2d0f110067	Účasť na Božom diele, ktoré konám v spojení s Ježišom Kristom, je mojou najväčšou chválou.
2d0f120088	Neodvažoval by som sa totiž hovoriť o niečom, čo by Kristus cezo mňa nevykonal, aby sa stali pohania poslušní slovom aj skutkom,
2d0f13009d	mocou znamení a divov, mocou Ducha Božieho. Radostnú správu o Kristovi som rozšíril po celom okolí Jeruzalema a vo všetkých krajoch až po Illýriu.
2d0f140079	Usiloval som sa zvestovať Krista tým, ktorí o ňom dosiaľ nič nepočuli. Nechcel som stavať na cudzích základoch,
2d0f15007c	ale pridŕžam sa slov Písma: „Uvidia ho tí, ktorí o ňom nič nevedeli, a poznajú ho tí, ktorí o ňom nepočuli.“
2d0f160039	A práve to mi neraz zabránilo, aby som k vám prišiel.
2d0f170073	Teraz však už nemám nijaké voľné pole v tých končinách a už mnoho rokov sa teším, že vás navštívim,
2d0f18009f	keď budem cestovať do Španielska. Dúfam, že sa mi toto želanie splní, prežijeme spolu radostné spoločenstvo, a potom ma vypravíte na ďalšiu cestu.
2d0f190056	Predtým sa však ešte chystám do Jeruzalema, aby som pomohol tamojším kresťanom.
2d0f1a0058	V Macedónsku a v Achajsku usporiadali totiž zbierku pre núdznych bratov v Jeruzaleme.
2d0f1b0077	Rozhodli sa pomôcť im hmotnými darmi, lebo sa im túžia odvďačiť za duchovné bohatstvo, ktoré od nich prijali.
2d0f1c0079	Keď vykonám túto úlohu a odovzdám im výťažok zo zbierky, vyberiem sa do Španielska a cestou sa zastavím u vás.
2d0f1d006f	Som si istý, že keď k vám prídem, budem sa s vami môcť podeliť o bohatstvo požehnania Ježiša Krista.
2d0f1e00b4	Chcem vás ešte poprosiť, milí bratia, pre nášho Pána Ježiša a pre lásku, ktorá je z Ducha, aby ste mi pomáhali bojovať na modlitbách a prihovárali sa za mňa u Boha,
2d0f1f0066	aby ma ochránil pred neveriacimi v Judsku a aby v Jeruzaleme moju službu tamojší veriaci uvítali.
2d0f20006b	Potom, ak to bude vôľa Božia, budem môcť s radosťou prísť k vám, aby som si medzi vami odpočinul.
2d0f210034	Boh, darca pokoja, nech je so všetkými vami. Amen.
2d10010051	Odporúčam vám našu sestru Fébu, obetavú služobníčku zboru v Kenchreách.
2d10020084	Ochotne pomáhala mne aj iným. Ak sa na vás obráti, pomôžte jej vo všetkom, čo bude potrebovať, ako sa na kresťanov patrí.
2d10030052	Pozdravte Prisku a Akvilu, mojich spolupracovníkov v službe pre Ježiša Krista,
2d1004007a	ktorí boli pre mňa ochotní obetovať aj svoj život. Vďačím im nielen ja, ale aj všetky zbory z bývalých pohanov.
2d100500a4	Aj všetkých veriacich, ktorí sa schádzajú v ich dome, srdečne pozdravujem. Pozdravte aj môjho milovaného Epaineta, ktorý ako prvý v Ázii uveril v Krista.
2d10060032	Pozdravte Máriu, ktorá pre vás toľko vykonala.
2d100700b1	Srdečne pozdravujem aj Andronika a Júniu, pôvodom Židov, ako som ja, a kedysi spoluväzňov, apoštolov, ktorí sa tešia veľkej vážnosti a uverili v Krista skôr ako ja.
2d1008004f	Ďalej pozdravte Ampliáta, môjho dobrého priateľa a spoločníka v Pánovi,
2d10090069	ale aj Urbana, nášho spolupracovníka v diele Kristovom, a Stachysa, ktorý je pre mňa veľmi vzácny.
2d100a006a	Pozdravujte Apella, ktorý je známy svojou oddanosťou Kristovi. Takisto všetkých z Aristobulovho domu.
2d100b0060	Pozdravte aj môjho krajana Herodiona. Pozdravte tých z domu Narcisa, čo sa odovzdali Pánovi.
2d100c0097	Takisto pozdravte Tryfinu a Tryfózu, ktoré mnoho pracovali pre Pána. Pozdravte mne veľmi drahú Persidu, ktorá horlivo pracovala v diele Pánovom.
2d100d0054	Pozdravujte Rúfa, pozoruhodného veriaceho, a jeho matku, ktorá i mne bola matkou.
2d100e0062	Ďalej pozdravujem Asynkrita, Flegóna, Hermesa, Patroba, Hermasa a ostatných tamojších bratov,
2d100f004f	Filológa a Júliu, Nerea a jeho sestru, Olympa i všetkých kresťanov u nich.
2d1010005b	Pozdravte sa navzájom láskavým objatím. Pozdravujú vás aj všetky kresťanské zbory.
2d101100ae	Ešte jedno vám chcem položiť na srdce: dajte si pozor na ľudí, ktorí vyvolávajú roztržky a chceli by vás odviesť od učenia, ktoré ste prijali. Vyhýbajte sa im!
2d10120095	Takí totiž neslúžia Kristovi, ale pre svoj vlastný prospech. Krásnymi a zbožnými rečami sa usilujú zmiasť srdcia nič netušiacich ľudí.
2d10130095	Všade sa hovorí o vašej oddanosti evanjeliu. Mám z toho veľkú radosť a želám vám múdrosť v konaní dobra a zlo nech sa vás ani nedotkne.
2d10140074	Boh, darca pokoja, už čoskoro rozdrví satana pri vašich nohách. Nech je s vami milosť Ježiša, nášho Pána.
2d1015005b	Pozdravuje vás aj môj spolupracovník Timotej a moji krajania Lucius, Jason a Sosipatros.
2d10160055	I ja, Tercius, ktorý som zapísal tento list, pripájam svoj pozdrav ako váš brat.
2d10170091	I Gájus, ktorý otvoril svoj dom mne i celému zboru, vás úprimne pozdravuje, a takisto Erastos, správca mestskej pokladnice, a brat Kvartus.
2d10180042	[Milosť nášho Pána Ježiša Krista nech je s vami všetkými.]
2d101900c2	Sláva tomu, ktorý má moc upevniť vás vo viere podľa slov, ktoré som vám zvestoval o Ježišovi Kristovi. Bolo vám zjavené tajomstvo, ktoré bolo od dávnych čias pred ľuďmi skryté.
2d101a009c	Už proroci o ňom hovorili a na príkaz večného Boha majú teraz ľudia zo všetkých národov počuť evanjelium, prijať ho vierou a žiť podľa neho.
2d101b0080	Tohto jediného pravého Boha, chceme za jeho múdrosť, v mene Ježiša Krista, zvelebovať a oslavovať celú večnosť. Amen!
2e0000000d	1 Korinťanom
2e0101006a	Od Pavla, ktorého Boh podľa svojej vôle povolal za apoštola Ježiša Krista a od nášho brata Sostena
2e010200ed	Božej cirkvi v Korinte, tým, ktorých Boh pozval, aby sa stali jeho svätým ľudom a vďaka jednote s Ježišom Kristom mu patria, a všetkým, ktorí kdekoľvek slúžia nášmu Pánovi Ježišovi Kristovi – Pánovi nášmu aj ich.
2e01030047	Milosť vám a pokoj od Boha, nášho Otca, a od Pána Ježiša Krista.
2e0104005d	Neprestajne ďakujem Bohu za milosť, ktorou vás obdaroval prostredníctvom Ježiša Krista.
2e01050058	V Ňom sa vám dostalo bohatstvo vo všetkom – v slove múdrosti i v každom poznaní.
2e0106002d	Tak sa medzi vami potvrdila jeho pravdivosť,
2e01070066	takže nemáte nedostatok v žiadnom obdarovaní a očakávate zjavenie nášho Pána Ježiša Krista.
2e01080056	On vám dá silu byť čestní až do konca – do dňa nášho Pána Ježiša Krista.
2e0109007f	Bohu môžete dôverovať, veď je to on, kto vás povolal do spoločenstva so svojím Synom Ježišom Kristom, naším Pánom.
2e010a009a	V moci nášho Pána Ježiša Krista vás napomínam: žite vo vzájomnej zhode a nehádajte sa! Buďte jednotní v zmýšľaní a majte spoločný cieľ.
2e010b005b	Dopočul som sa totiž od niektorých z domu Chloe, milí bratia, že sú medzi vami spory.
2e010c00ce	Mám na mysli to, ako každý z vás hovorí niečo iné. Jedni tvrdia: „Ja som Pavlov nasledovník“, iní „Ja som Apollov“, ďalší „Ja sa hlásim k Petrovi“ a ešte iní „Ja som Kristov“.
2e010d0077	Je vari Kristus rozdelený? Bol azda Pavol za vás ukrižovaný? Či som krstil niekoho z vás vo svojom vlastnom mene?
2e010e0048	Som Bohu vďačný, že som u vás nekrstil nikoho okrem Krispa a Gája,
2e010f0032	takže sa nikto nemôže odvolávať na môj krst.
2e01100043	Vlastne som pokrstil aj Štefanovu rodinu, inak už neviem o nikom.
2e011100a6	Kristus ma totiž neposlal krstiť, ale hlásať radostnú zvesť. Nie však slovami ľudskej múdrosti, aby sa nestalo, že Kristova smrť na kríži stratí zmysel.
2e01120098	Posolstvo o kríži je totiž pre tých, ktorí sa rútia do záhuby, bláznovstvom; ale pre nás, ktorí prijímame záchranu, je prejavom Božej moci.
2e01130052	Písmo hovorí: „Zničím múdrosť múdrych a zmarím rozumnosť rozumných.“
2e01140079	Kde ste, mudrci, znalci Zákona a všetci filozofi dneška? Či Boh nedokázal, aká pochabá je všetka múdrosť sveta?
2e01150096	Keďže svet vlastnou múdrosťou nepoznal Boha v jeho múdrosti, rozhodol sa zachrániť „bláznivou“ zvesťou o kríži tých, ktorí mu uveria.
2e0116005c	Židia očakávajú ako dôkaz znamenia, pohania chcú všetko pochopiť svojou múdrosťou.
2e01170062	My však kážeme ukrižovaného Krista: Židov to uráža, pohania to pokladajú za bláznovstvo,
2e0118007e	ale pre tých, ktorí prijali Božie pozvanie, či už sú Židia alebo pohania, je Kristus Božou mocou a Božou múdrosťou.
2e01190064	Božie „bláznovstvo“ je totiž múdrejšie a Božia „bezmocnosť“ je mocnejšia ako ľudia.
2e011a00a8	Len sa obzrite okolo seba, bratia, koho si Boh povolal. Zistíte, že podľa ľudských meradiel medzi vami nie je veľa múdrych ani vplyvných či vážených ľudí.
2e011b00a2	A predsa si Boh vyvolil práve to, čo svet považuje za bláznivé, aby zahanbil múdrych. Čo svet považuje za slabé, to si Boh vybral, aby zahanbil mocných.
2e011c00b4	To, čo ľudia považujú za obyčajné či menejcenné, to si Boh vyvolil. Vyvolil si to, čo v očiach ľudí akoby nebolo, aby zmenil na ničotu to, čo podľa nich má hodnotu.
2e011d0039	A to všetko preto, aby sa nikto pred Bohom nevyvyšoval.
2e011e0091	To, že patríte Kristovi, je len vďaka Božej moci. Vďaka nemu sa nám Kristus stal múdrosťou, spravodlivosťou, posvätením a vykúpením.
2e011f005c	Je to tak, ako hovorí Písmo: „Kto sa chváli, nech sa chváli tým, čo vykonal Pán.“
2e02010084	Bratia, keď som k vám prišiel, nehovoril som vám o Božích tajomstvách nejakými vznešenými slovami ani učenými výkladmi.
2e02020078	Rozhodol som sa totiž, že kým budem u vás, nebudem myslieť na nič, iba na Ježiša Krista a jeho smrť na kríži.
2e0203004c	Keď som bol u vás, chvel som sa úzkosťou, prežíval som obavy a strach.
2e0204008f	Moja reč a moje posolstvo neboli založené na presvedčivých slovách ľudskej múdrosti, ale spoliehal som sa na Božieho Ducha a jeho moc.
2e02050049	Vaša viera sa teda nezakladá na ľudskej múdrosti, ale na Božej moci.
2e0206009c	Je aj múdrosť, o ktorej hovoríme kresťanom so zrelou vierou. Nie je to však múdrosť tohto sveta, ani jeho vládcov, ktorý prichádzajú o svoju moc.
2e0207008a	Hovoríme o Božej múdrosti, skrytej v tajomstve, o ktorej Boh už pred stvorením sveta určil, že nás ňou privedie do svojej slávy.
2e02080078	Nikto z dnešných vládcov nemal o tejto múdrosti ani tušenie. Veď keby o nej vedeli, neukrižovali by Pána slávy.
2e0209009c	Ale tak, ako je napísané: „Čo ľudské oko nikdy nevidelo, ani ucho nepočulo, čo človeku ani nenapadlo, to Boh pripravil tým, ktorí ho milujú“.
2e020a0073	Nám to však Boh odhalil svojím Duchom, lebo iba Duch má preskúmané všetko – aj hĺbku Božích myšlienok.
2e020b0078	Ako ľudia nevidia do myšlienok človeka a vie o nich len on sám, tak aj Božie myslenie je známe len Božiemu Duchu.
2e020c007d	My sme však neprijali ducha sveta! Prijali sme Ducha, ktorého nám poslal Boh, aby sme pochopili, čo všetko nám daroval.
2e020d009e	Nerozprávame o tom naučenými slovami ľudskej múdrosti, ale hovoríme tak, ako nás vyučuje Boží Duch; duchovné veci vysvetľujeme duchovným ľuďom.
2e020e009c	Neveriaci človek nemôže prijať veci Božieho Ducha. Zdajú sa mu bláznivé a nepochopiteľné, pretože ich význam sa dá vidieť len s pomocou Ducha.
2e020f0084	Kto však je preniknutý Božím Duchom, vie ku všetkému zaujať jasný postoj, ale sám nemôže byť nikým správne posúdený.
2e021000a0	Ako je napísané: „Kto môže pochopiť Božie myslenie a kto by mu mohol byť radcom?“ My sme však prijali Kristovho Ducha a môžeme mu preto rozumieť.
2e030100d7	Bratia, ak som sa vám prihováral vo veciach viery ako k deťom, malo to svoju príčinu. Nemohol som k vám totiž pristupovať ako k tým, ktorých vedie Boží Duch, ale len ako k ľuďom patriacim tomuto svetu.
2e03020088	Kŕmil som vás akoby len mliekom, nie riadnou stravou, lebo by ste ju ešte nevedeli prijať. A zdá sa, že ani teraz to nedokážete,
