2800000006	Mateyo
3b050a0088	Mwebabwananyina, fisendeni ngekilangililo fintu bakasesema abalelandila mwisina lya Mfumu balekita, baleteka imitima munsita ya makyusi.
3b050b00b1	Moneni, balya basipikisya mu makyusi ebo twita abasyuka. Mwalyumfwa ukusipikisya kwakwa Yobo nafintu Lesa amulambwile pakulekelesya pantu imfumu yafulisya uluse no kukuntikilwa.
3b050c00d5	Nekyakilapo mwe bamunyinane mwilalapa mulapo pakulaya ikilayo. Mwilalapa mulu ne ikyalo, nangu ikintu kyonsefye. Lelo mwebo mulelandafye ngani “Ee” ati ee nga ni “Awe” ati awe, ngateifyo Lesa akamipingula.
3b050d006f	Busye umo pali mwebo ali mumafya? Napepe. Busye umo pali mwebo ali nensansa? Naembe inyimbo syakulumbanya Lesa.
3b050e006d	Busye umo pali mwebo nalwala? Naete abakalamba ba mulukuta bamupepelele nokumusuba amafuta mwisina lya Mfumu.
3b050f006e	Kabili nepempo lya mukitetekelo likalenga umulwele ukupola. Imfumu ikamundapa nokumubelela uluse ngalibembuka.
3b05100074	Kansi Muleyebelela imembu kuli kila umo naumo nokulapepelana pakuti mulepola. Ipepo lya mulungami lilabomba na maka.
3b0511006f	Eliya alifye muntu ngafwebo. Apepele pamaka ukuti imfula iloka kabili nayo tayalokele pa myaka itatu nekipande.
3b05120048	Nakabili apepele ukuti iloke nayo yalilokele nefisabo fyatwala pamusili.
3b05130072	Mwebabwananyina, umo pali mwebo nga ayaluka, afuma na munsila yakisinka elo umbi amwalulula nakabili, isibeni iki.
3b05140081	Umuntu onse uwayalulula umubembu ukufuma kumibele yakwe iyalubembu, akapususya ulya muntu kumfwa kabili akafimba pa membu isingi.
