010000000a	Yaritilish
120d0d0070	Méni ixtiyarimgha qoyuwétip zuwan sürmenglar, méni gep qilghili qoyunglar. Béshimgha hernéme kelse kelsun!
120d0e0058	Qandaqla bolmisun, jénim bilen tewekkul qilimen, Men jénimni alqinimgha élip qoyimen!
120d0f0088	U jénimni alsimu men yenila Uni kütimen, Uninggha tayinimen; Biraq qandaqla bolmisun men tutqan yollirimni Uning aldida aqlimaqchimen;
120d100057	Bundaq qilishim manga nijatliq bolidu; Chünki iplas bir adem uning aldigha baralmaydu.
120d11004a	Sözlirimni diqqet bilen anglanglar, Bayanlirimgha obdan qulaq sélinglar.
120d12006c	Mana, men öz dewayimni tertipliq qilip teyyar qildim; Men özümning heqiqeten aqlinidighanliqimni bilimen.
120d13006e	Men bilen bes-munazire qilidighan qéni kim barkin? Hazir süküt qilghan bolsam, tiniqtin toxtighan bolattim!
120d140068	[Ah Xuda]! Manga peqet ikki ishnila qilip bergin; Shundaq bolghandila, men özümni Sendin qachurmaymen:
120d150042	— Qolungni mendin yiraq qilghin; — Wehimeng méni qorqatmisun.
120d16007f	Andin méni sot qilishqa chaqir, men sanga jawab bérimen; Yaki men Sanga [dewayimdin] söz qilsam, Senmu manga jawab bérisen.
120d170065	Méning qebihliklirim hem gunahlirim zadi qanchilik? Itaetsizlikim hem gunahimni manga körsitip ber!
120d180054	Némishqa didaringni mendin yoshurisen? Némishqa méni Öz düshmining dep bilding?
120d190078	Uyaq-buyaqqa uchuruwétilidighan anchiki bir yopurmaqni wehimige salmaqchimusen? Qurup ketken paxalni qoghlimaqchimusen?
120d1a0071	Chünki Sen méning üstümdin zeherdek erzlerni yazisen, Sen yashliqimdiki qebihliklirimni manga qayturuwatisen.
120d1b00d8	Men chirip ketken bir nerse, Men peqet küye yégen bir kiyimla bolghinim bilen, Lékin Sen méning putlirimni kishenleysen, Hemme yollirimni közitip yürisen; Tapanlirimgha mangmasliq üchün chek sizip qoyghansen.
120e010041	Anidin tughulghanlarning künliri azdur, Palaket uninggha yardur.
120e02005b	U güldek dunyagha kélip andin tozuydu, U [quyash aldidin] sayige oxshash qéchip kétidu.
120e03006a	Biraq Sen téxi shundaq bir ajiz bolghuchigha közüngni tikip, Méni Öz aldinggha soraqqa tartiwatamsen?
120e04003d	Kim napak nersilerdin pak nersini chiqiralaydu? — héchkim!
120e050093	[Insanning] künliri békitilgendikin, Uning aylirining sani Séning ilkingde bolghandikin, Sen uning ötse bolmaydighan cheklirini békitkendikin,
120e060092	Uning bir’az dem élishi üchün uningdin közüngni élip qachqin, Shuning bilen medikardek uninggha öz künliridin söyünüsh nésip bolsun!
120e070079	Chünki derex késiwétilgendin kéyin, qayta ösüshtin ümid bar; Buningliq bilen uning yumran bixliri tügep ketmeydu;
120e080055	Uning yiltizi yerde qurup ketken bolsimu, Uning kötiki topida ölüp ketken bolsimu,
120e09005b	Biraq suning puriqi bilenla u yene kökiridu, Yumran ot-chöptek yéngi bixlarni chiqiridu.
120e0a0060	Biraq adem bolsa ölidu, ilajsiz ongda yatidu, berheq, Insan nepestin qalidu, andin nede bolidu?
120e0b0056	Déngizdiki sular pargha aylinip tügep ketkendek, Deryalar qaghjirap qurup ketkendek,
120e0c006b	Oxshashla adem yétip qalsila qaytidin turmaydu; Asmanlar yoqimighuche, ular oyghanmaydu, uyqudin turmaydu.
120e0d00ae	Ah, tehtisaragha méni yoshurup qoysang idi, Gheziping ötüp ketküche méni mexpiy saqlap qoysang idi, Méni ésingge alidighan bir waqit-saetni manga békitip berseng idi!
120e0e0099	Adem ölse, qayta yashamdu? Shundaq bolsa manga shundaq özgirish waqti kelgüche, Mushu japagha tolghan künlirim ötküche, sewr-taqet bilen kütettim!
120e0f0070	Shundaq bolsa Sen méni chaqirsang, jawab bérettim; Sen Öz qolung bilen yaratqininggha ümid-arzuyung bolatti.
120e100053	Biraq Sen hazir herbir dessigen qedemlirimni sanap, Gunahimni közitiwatisen’ghu!
120e11005c	Itaetsizlikim xaltigha sélinip péchetlendi, Gunahlirimni döwe-döwe qilip saqlap qoydung.
120e12004b	Derweqe taghmu yimirilip yoqalghandek, Tash öz ornidin tewrinip ketkendek,
120e130081	Sular tash-shéghillarni upritip yoqatqandek, Topanlar zémindiki topini süpürüp ketkendek, Sen ademning ümidini yoq qilisen.
120e140088	Sen menggüge uning üstidin ghalib kélisen, Shunga u dunyadin kétidu; uning chirayini tutuldurisen, Uni Öz yéningdin yiraq qilisen.
120e150077	Uning oghulliri hörmetke érishidu, biraq u buni bilmeydu; Ular pes qilinsimu, Biraq uning bulardinmu xewiri bolmaydu.
120e160064	U [peqet] öz ténidiki aghriqidinla azablinidu, U könglide özi üchünla hesret-nadamet chékidu.
120f010035	Témanliq Élifaz buninggha jawaben mundaq dédi: —
120f02008f	Danishmen kishining quruq shamaldek sepsete bilen jawab bérishi toghrimu? [Danishmen] qorsiqini issiq meshriq shamili bilen toyghuzsa bolamdu?
120f03004b	Paydisiz sözler bilen, Tayini yoq gepler bilen munazirilishishi muwapiqmu?
120f040060	Berheq, sen iman-ixlasni yoq qiliwetmekchisen, Xudaning aldida dua-istiqametke tosalghu bolisen.
120f050057	Chünki qebihliking aghzinggha söz salidu, Sen mekkarlarning tilini tallap qollinisen.
120f06006a	Men emes, belki öz aghzing özüngning gunahingni békitidu, Öz lewliring sanga qarshi guwahliq béridu.
120f07005b	Sen insanlar ichide tunji bolup tughulghanmu? Sen tagh-dawanlardin awwal apiride bolghanmu?
120f080052	Tengrining mexpiy kéngishini anglap kelgenmusen? Danaliq sen bilenla cheklinemdu?
120f09006c	Sen bilgenlerni bizning bilmeydighanlirimiz barmu? Sen chüshen’genni bizning chüshenmeydighinimiz barmu?
120f0a005c	Aqsaqallar hem qérilar bizning teripimizde turidu, Ular séning atangdinmu yashta chongdur.
120f0b0061	Tengrining teselliliri, Yeni sanga mulayimliq bilen éytqan mushu söz sen üchün azliq qilamdu?
120f0c004f	Némishqa köngülning keynige kirip kétisen? Közüngni némige parqiritisen?
120f0d0075	Shundaq qilip sen rohingni Tengrige qarshi turghuzdung, Éghizingdin shundaq sözlerning chiqishigha yol qoyuwatisen!
120f0e006c	Insan néme idi? Öz-özini pakliyalighudek? Anidin tughulghan adem balisi néme idi? Heqqaniy bolalighudek?
120f0f0062	Qara, [Xuda] Öz muqeddeslirigimu ishenmigen yerde, Asmanlarmu uning neziride pak bolmighan yerde,
120f100066	Yirginchlik bolghan, sésip ketken, Qebihlikni su ichkendek ichidighan insan balisi zadi qandaq bolar?
120f11004b	Men sanga körsitey, manga qulaq sal; Közüm körgenni bayan qilmaqchimen.
120f120054	Danishmenler ata-bowiliridin bularni anglighan, Yoshurmay bularni bayan qilghan: —
120f13007e	(Peqet shularghila, [yeni ata-bowilirighila] yer-zémin tapshurulghanidi, Ularning arisidin yat adem ötüshke pétinalmaytti)
120f14005c	— Rezil adem barliq künliride azablinidu, Zalim kishige yillar sanaqliqla békitilgendur.
120f150063	Uning quliqigha wehimilerning awazi kiridu, Bayashatliqida bulangchi uning ustige bésip chüshidu.
120f16005e	Qarangghuluqtin qutulushqa uning közi yetmeydu, U qilich bilen chépilishqa saqlan’ghandur.
120f170077	U ash izdep: «Zadi nedin tépilar?» dep yolda ténep yüridu, U zulmet künining uninggha yéqinlashqanliqini bilidu.
120f18006d	Derd-elem hem azab uninggha wehime qilidu, Hujumgha teyyar bolghan padishahtek uning üstidin ghelibe qilidu.
120f19005a	Chünki u Tengrige qarshi qolini kötürgen, Hemmige qadirgha küch körsetmekchi bolghan,
120f1a0059	Shunga u boynini qattiq qilip, Köp qewetlik qalqanni kötürüp uninggha qarap étilidu.
120f1b003e	Yüzini yagh basqan bolsimu, Béqinliri semrep ketken bolsimu,
120f1c006d	U xarabe sheherlerde, Adem qon’ghusi kelmeydighan, Kések döwiliri bolushqa békitilgen öylerde yashaydu;
120f1d006d	U héch béyimaydu, Uning mal-mülki bolsa üzülüp qalidu, Uning teelluqatliri zémin üstide kéngeymeydu.
120f1e0087	U qarangghuluqtin qéchip qutulalmaydu, Yalqun uning shaxlirini köydürüp qurutidu, [Xudaning] bir nepisi bilen u [dunyadin] kétidu.
120f1f005a	U saxtiliqqa tayanmisun! U aldinip ketken, shunga saxtiliqning özi uning in’ami bolidu;
120f200065	Uning küni téxi toshmay turupla, Uning shéxi téxi kökirip bolmayla, bu ishlar emelge ashurulidu.
120f210082	Üzüm téli silkinip, tong üzümler chüshürüwétilgendek, Zeytun derixining chéchiki échilipla tökülüp ketkendek bolidu.
120f220062	Chünki iplaslarning jemeti tughmas bolidu, Ot para yégenlerning chédirlirini köydürüwétidu.
120f230066	[Biraq] ular [herdaim] yamanliqni oylap, qebihlik tughduridu, Könglide haman hiyle-mikir teyyarlaydu.
1210010024	Andin Ayup jawaben mundaq dédi: —
1210020075	Men mushundaq geplerni köp anglighanmen; Siler hemminglar azab yetküzidighan ajayib teselli bergüchi ikensiler-he!
1210030073	Mundaq watildap qilghan gepliringlarning chéki barmu? Silerge mundaq jawab bérishke zadi néme qutratquluq qildi?
12100400cc	Xalisamla özüm silerge oxshash söz qilalayttim; Siler méning ornumda bolidighan bolsanglar, Menmu sözlerni baghlashturup éytip, silerge zerbe qilalaytim, Béshimnimu silerge qaritip chayqiyalayttim!
1210050072	Halbuki, men eksiche aghzim bilen silerni righbetlendürettim, Lewlirimning tesellisi silerge dora-derman bolatti.
1210060074	Lékin méning sözlishim bilen azabim azaymaydu; Yaki gépimni ichimge yutuwalsammu, manga néme aramchiliq bolsun?
1210070053	Biraq U méni halsizlanduruwetti; Shundaq, Sen pütkül ailemni weyran qiliwetting!
1210080096	Sen méni qamalliding! Shuning bilen [ehwalim manga] guwahliq qilmaqta; Méning oruq-qaqshal [bedinim] ornidin turup özümni eyiblep guwahliq qilidu!
1210090093	Uning ghezipi méni titma qilip, Méni ow oljisi qilidu; U manga qarap chishini ghuchurlitidu; Méning düshminimdek közini alayitip manga tikidu.
12100a0082	[Ademler] manga qarap [mazaq qiliship] aghzini achidu; Ular nepret bilen mengzimge kachatlaydu; Manga hujum qilay dep sep tüzidu.
12100b004e	Xuda méni eskilerge tapshurghan; Méni rezillerning qoligha tashliwetkeniken.
12100c0083	Eslide men tinch-amanliqta turattim, biraq u méni pachaqlidi; U boynumdin silkip bitchit qiliwetti, Méni Öz nishani qilghaniken.
12100d0067	Uning oqyachiliri méni qapsiwaldi; Héch ayimay U üchey-baghrimni yirtip, Ötümni yerge töküwetti.
12100e0060	U u yer-bu yérimge üsti-üstilep zexim qilip bösüp kiridu; U palwandek manga qarap étilidu.
12100f005d	Téremning üstige böz rext tikip qoydum; Öz izzet-hörmitimni topa-changgha sélip qoydum.
121010009d	Gerche qolumda héchqandaq zorawanliq bolmisimu, Duayim chin dilimdin bolghan bolsimu, Yüzüm yigha-zaridin qizirip ketti; Qapaqlirimni ölüm sayisi basti.
1210120053	Ah, yer-zémin, qénimni yapmighin! Nale-peryadim toxtaydighan’gha jay bolmighay!
1210130061	Biraq mana, asmanlarda hazirmu manga shahit Bolghuchi bar! Ershlerde manga kapalet Bolghuchi bar!
1210140059	Öz dostlirim méni mazaq qilghini bilen, Biraq közüm téxiche Tengrige yash tökmekte.
1210150076	Ah, insan balisi dosti üchün kélishtürgüchi bolghandek, Tengri bilen adem otturisidimu kélishtürgüchi bolsidi!
1210160056	Chünki yene birnechche yil ötüshi bilenla, Men barsa qaytmas yolda méngip qalimen.
1211010045	Méning rohim sunuq, Künlirim tügey deydu, Görler méni kütmekte.
121102007d	Etrapimda aldamchi mazaq qilghuchilar bar emesmu? Közümning ularning échitquluqigha tikilip turushtin bashqa amali yoqtur.
121103008b	Ah, jénim üchün Özüng xalighan kapaletni élip Özüngning aldida manga borun bolghaysen; Sendin bashqa kim méni qollap borun bolsun?
121104006f	Chünki Sen [dostlirimning] könglini yoruqluqtin qaldurghansen; Shunga Sen ularni ghelibidinmu mehrum qilisen!
1211050066	Gheniymet alay dep dostlirigha peshwa atqan kishining bolsa, Hetta balilirining közlirimu kor bolidu.
121106006d	U méni el-yurtlarning aldida söz-chöchekke qoydi; Men kishiler yüzümge tüküridighan adem bolup qaldim.
121107004f	Derd-elemdin közüm torliship ketti, Barliq ezalirim kölenggidek bolup qaldi.
1211080062	Bu ishlarni körüp duruslar heyranuhes bolidu; Bigunahlar iplaslargha qarshi turushqa qozghilidu.
1211090066	Biraq heqqaniy adem öz yolida ching turidu, Qoli pak yüridighan ademning küchi toxtawsiz ulghiyidu.
12110a0051	Emdi qéni, hemminglar, yene kélinglar; Aranglardin birmu dana adem tapalmaymen.
12110b004f	Künlirim axirlishay dep qaptu, Muddialirim, könglümdiki intizarlar üzüldi.
12110c0073	Bu ademler kéchini kündüzge aylandurmaqchi; Ular qarangghuluqqa qarap: «Nur yéqinlishiwatidu» déyishiwatidu.
12110d004c	Eger kütsem, öyüm tehtisara bolidu; Men qarangghuluqqa ornumni raslaymen.
12110e0054	«Chirip kétishni: «Sen méning atam!», Qurtlarni: «Apa! Acha!» dep chaqirimen!
12110f0038	Undaqta ümidim nede? Shundaq, ümidimni kim körelisun?
1211100068	Ümidim tehtisaraning tömür penjiriliri ichige chüshüp kétidu! Biz birlikte topigha kirip kétimiz!
1212010029	Shuxaliq Bildad jawaben mundaq dédi: —
1212020075	Sendek ademler qachan’ghiche mundaq sözlerni toxtatmaysiler? Siler obdan oylap béqinglar, andin biz söz qilimiz.
1212030063	Biz némishqa silerning aldinglarda haywanlar hésablinimiz? Némishqa aldinglarda exmeq tonulimiz?
121204008a	Hey özüngning ghezipide özüngni yirtquchi, séni depla yer-zémin tashliwétilemdu?! Tagh-tashlar öz ornidin kötürülüp kétemdu?!
121205005c	Qandaqla bolmisun, yaman ademning chirighi öchürülidu, Uning ot-uchqunliri yalqunlimaydu.
1212060055	Chédiridiki nur qarangghuluqqa aylinidu, Uning üstige asqan chirighi öchürülidu.
121207004d	Uning mezmut qedemliri qisilidu, Özining nesihetliri özini mollaq atquzidu.
1212080055	Chünki öz putliri özini torgha ewetidu, U del torning üstige desseydighan bolidu.
1212090035	Qiltaq uni tapinidin iliwalidu, Tuzaq uni tutuwalidu.
12120a005a	Yerde uni kütidighan yoshurun arghamcha bar, Yolida uni tutmaqchi bolghan bir qapqan bar.
12120b0056	Uni her tereptin wehimiler bésip qorqutuwatidu, Hem ular uni iz qoghlap qoghlawatidu.
12120c004a	Maghdurini acharchiliq yep tügetti; Palaket uning yénida paylap yüridu.
12120d004b	Ölümning chong balisi uning térisini yewatidu; Uning ezalirini shoraydu.
12120e007f	U öz chédiridiki amanliqtin yulup tashlinidu, [Ölümning tunjisi] uni «wehimilerning padishahi»ning aldigha yalap apiridu.
12120f006a	Öyidikiler emes, belki bashqilar uning chédirida turidu; Turalghusining üstige günggürt yaghdurulidu.
1212100040	Uning yiltizi tégidin qurutulidu; Üstidiki shaxliri késilidu.
1212110069	Uning eslimisimu yer yüzidikilerning ésidin kötürülüp kétidu, Sirtlarda uning nam-abruyi qalmaydu.
121212004f	U yoruqluqtin qarangghuluqqa qoghliwétilgen bolup, Bu dunyadin heydiwétilidu.
121213006d	El-yurtta héchqandaq perzentliri yaki ewladliri qalmaydu, U musapir bolup turghan yerlerdimu nesli qalmaydu.
1212140061	Uningdin kéyinkiler uning künige qarap alaqzade bolidu, Xuddi aldinqilarmu chöchüp ketkendek.
121215006d	Mana, qebih ademning makanliri shübhisiz shundaq, Tengrini tonumaydighan kishiningmu orni choqum shundaqtur.
121301001e	Ayup jawaben mundaq dédi: —
1213020063	«Siler qachan’ghiche jénimni azablimaqchisiler, Qachan’ghiche méni söz bilen ezmekchisiler?
121303004a	Siler méni on qétim xarlidinglar; Manga uwal qilishqa nomus qilmaysiler.
1213040041	Eger méning sewenlikim bolsa, Men emdi uning [derdini] tartimen.
121305007f	Eger siler méningdin üstünlük talashmaqchi bolsanglar, Yüzüm aldida sherm-hayani körsitip méni eyiblimekchi bolsanglar,
1213060060	Emdi bilip qoyunglarki, manga uwal qilghan Tengri iken, U tori bilen méni chirmashturup tartti;
121307008a	Qara, men nale-peryad kötürüp «Zorawanliq!» dep warqiraymen, Biraq héchkim anglimaydu; Men warqiraymen, biraq manga adalet kelmeydu.
121308005a	U yolumni méni ötüwalmisun dep chit bilen tosup qoydi, Qedemlirimge qarangghuluq saldi.
1213090043	U mendin shan-sheripimni mehrum qildi, Béshimdin tajni tartiwaldi.
12130a0068	U manga her tereptin buzghunchiliq qiliwatidu, men tügeshtim; Ümidimni U derexni yulghandek yuluwaldi.
12130b0047	Ghezipini manga qaritip qozghidi, Méni Öz düshmenliridin hésablidi.
12130c0081	Uning qoshunliri sep tüzüp atlandi, Pelempeylirini yasap manga hujum qildi, Ular chédirimni qorshawgha élip bargah tikiwaldi.
12130d004e	U qérindashlirimni mendin néri qildi, Tonushlirimning méhrini mendin üzdi.
12130e0044	Tughqanlirim mendin yatliship ketti, Dost-buraderlirim méni unutti.
12130f007c	Öyümde turghan musapirlar, hetta dédeklirimmu méni yat adem dep hésablaydu; Ularning neziride men musapir bolup qaldim.
1213100066	Men chakirimni chaqirsam, u manga jawab bermeydu; Shunga men uninggha aghzim bilen yélinishim kérek.
1213110049	Tiniqimdin ayalimning qusqusi kélidu, Aka-ukilirim sésiqliqimdin bizar.
1213120059	Hetta kichik balilar méni kemsitidu; Ornumdin turmaqchi bolsam, ular méni haqaretleydu.
121313005d	Méning sirdash dostlirimning hemmisi mendin nepretlinidu, Men söygenler mendin yüz öridi.
121314004a	Et-térilirim ustixanlirimgha chapliship turidu, Jénim qil üstide qaldi.
1213150068	Ah, dostlirim, manga ichinglar aghrisun, ichinglar aghrisun! Chünki Tengrining qoli manga kélip tegdi.
1213160066	Siler némishqa Tengridek manga ziyankeshlik qilisiler? Siler némishqa etlirimge shunche toymaysiler!
1213170050	Ah, méning sözlirim yézilsidi! Ular bir yazmigha pütüklük bolghan bolatti!
1213180069	Ular tömür qelem bilen qoghushun ichige yézilsidi! Ebedil’ebed tash üstige oyup pütülgen bolatti!
1213190071	Biraq men shuni bilimenki, özümning Hemjemet-Qutquzghuchim hayattur, U axiret künide yer yüzide turup turidu!
12131a005e	Hem méning bu tére-etlirim buzulghandin kéyin, Men yenila ténimde turup Tengrini körimen!
12131b0087	Uni özümla eyni halda körimen, Bashqa ademning emes, belki özümning közi bilen qaraymen; Ah, qelbim buninggha shunche intizardur!
12131c0067	Eger siler: «Ishning yiltizi uningdidur, Uni qandaq qilip qistap qoghliwételeymiz?!» — désenglar,
12131d00b4	Emdi özünglar qilichtin qorqqininglar tüzük! Chünki [Xudaning] ghezipi qilich jazasini élip kélidu, Shuning bilen siler [Xudaning] sotining quruq gep emeslikini bilisiler».
121401002f	Andin Naamatliq Zofar jawaben mundaq dédi: —
1214020064	«Méni biaram qilghan xiyallar jawab bérishke ündewatidu, Chünki qelbim biaramliqta örtenmekte.
121403007f	Men manga haqaret keltürüp, méni eyibleydighan sözlerni anglidim, Shunga méning roh-zéhnim méni jawab bérishke qistidi.
121404004a	Sen shuni bilmemsenki, Yer yüzide Adem’atimiz apiride bolghandin béri,
