0100000008	1 Mojzes
13510a0070	Jaz sem Gospod, tvoj Bog, ki te je privedel iz egiptovske dežele. Široko odpri svoja usta in napolnil jih bom.
13510b0053	Toda moje ljudstvo noče prisluhniti mojemu glasu in Izrael noče ničesar od mene.
13510c0060	Tako sem jih izročil njihovim lastnim srčnim željam in živeli so po svojih lastnih nasvetih.
13510d0049	Oh, da bi mi moje ljudstvo prisluhnilo in bi Izrael hodil po mojih poteh!
13510e0056	Kmalu bi podjarmil njihove sovražnike in svojo roko obrnil zoper njihove nasprotnike.
13510f005d	Gospodovi sovražniki bi se morali podvreči pod njega, pa bi se njihov čas ohranil na veke.
1351100052	Hranil bi jih tudi z najodličnejšo pšenico in z medom iz skale bi te nasitil.«
1352010031	Bog stoji v skupnosti mogočnih, sodi med bogovi.
1352020049	»Doklej boste nepravično sodili in sprejemali zunanjost zlobnih? (Sela)
135203004f	Branite revne in osirotele, ravnajte pravično prizadetim in pomoči potrebnim.
1352040047	Osvobodite uboge in pomoči potrebne, odstranite jih iz roke zlobnih.«
135205005a	Ne vedo niti ne bodo razumeli, hodijo v temì. Vsi temelji zemlje so izven naravnega reda.
1352060043	Rekel sem: »Vi ste bogovi in vsi izmed vas ste otroci Najvišjega.
1352070043	Vendar boste umrli kakor ljudje in padli kakor kdo izmed princev.«
1352080040	Vstani, oh Bog, sodi zemljo, kajti ti boš podedoval vse narode.
135301003c	Ne bodi tiho, oh Bog. Ne molči in ne bodi molčeč, oh Bog.
1353020061	Kajti glej, tvoji sovražniki pripravljajo upor in tisti, ki te sovražijo, so povzdignili glavo.
1353030057	Zoper tvoje ljudstvo so sprejeli prebrisan nasvet in se posvetovali zoper tvoje skrite.
1353040063	Rekli so: »Pridimo in odrežimo jih od tega, da so narod, da Izraelovo ime ne bo več v spominu.«
1353050041	Kajti skupaj so se soglasno posvetovali, združeni so zoper tebe:
1353060036	Edómovi šotori in Izmaelci; Moábovci in Hagárovci;
1353070037	Gebál, Amón in Amálek; Filistejci s prebivalci Tira;
1353080041	pridružen jim je tudi Asúr. Pomagali so Lotovim sinovom. (Sela)
135309004f	Stôri jim kakor Midjáncem, kakor Siseráju, kakor Jabínu pri potoku Kišón,
13530a0043	ki so bili pokončani pri En Doru. Postali so kakor gnoj za zemljo.
13530b006c	Naredite njihove plemiče kakor Oréba in kakor Zeéba. Da, vse njihove prince kot Zebaha in kot Calmunája,
13530c0032	ki so rekli: »Vzemimo si Božje hiše v posest.«
13530d003f	Oh moj Bog, naredi jih kot pleve, kakor strnišče pred vetrom.
13530e0036	Kakor ogenj požiga gozd in kakor plamen zažiga gore,
13530f0048	tako jih preganjaj s svojim neurjem in s svojim viharjem jih prestraši.
135310004c	Njihove obraze napolni s sramoto, da bodo lahko iskali tvoje ime, oh Gospod.
1353110057	Naj bodo zasramovani in zbegani na veke; da, naj bodo osramočeni in [naj] se pogubijo,
135312005b	da bodo ljudje lahko vedeli, da si ti, čigar ime samó je Jahve, najvišji nad vso zemljo.
1354010043	Kako ljubka so tvoja šotorska svetišča, oh Gospod nad bojevniki!
135402006d	Moja duša hrepeni, da, celó slabi zaradi Gospodovih dvorov. Moje srce in moje meso vpijeta za živim Bogom.
1354030094	Da, vrabec najde dom in lastovka gnezdo zase, kjer lahko položi svoje mladiče, celó tvoje oltarje, oh Gospod nad bojevniki, moj Kralj in moj Bog.
1354040058	Blagoslovljeni so tisti, ki prebivajo v tvoji hiši. Oni te bodo nenehno slavili. (Sela)
135405004f	Blagoslovljen je človek, čigar moč je v tebi, v čigar srcu so njihove poti.
1354060059	Kateri hodijo skozi dolino Baka jo oblikujejo [v] studenec; tudi dež napolnjuje tolmune.
1354070048	Hodijo iz moči v moč, vsak izmed njih se na Sionu prikaže pred Bogom.
135408005d	Oh Gospod Bog nad bojevniki, usliši mojo molitev, pazljivo prisluhni, oh Bog Jakobov. (Sela)
1354090040	Glej, oh Bog, naš ščit in poglej na obraz svojega maziljenca.
13540a0089	Kajti en dan v tvojih dvorih je boljši kakor tisoč. Raje bi bil vratar v hiši svojega Boga, kakor da bi prebival v šotorih zlobnosti.
13540b0087	Kajti Gospod Bog je sonce in ščit. Gospod bo dal milost in slavo. Nobene dobre stvari ne bo zadržal pred tistimi, ki hodijo iskreno.
13540c003e	Oh Gospod nad bojevniki, blagoslovljen je mož, ki zaupa vate.
135501004f	Gospod, naklonjen si bil svoji deželi, nazaj si privedel Jakobovo ujetništvo.
135502004d	Odpustil si krivičnost svojega ljudstva, pokril si vse njihove grehe. (Sela)
1355030044	Odstranil si ves svoj bes. Sebe si odvrnil od okrutnosti svoje jeze.
135504004d	Spreobrni nas, oh Bog naše rešitve in svoji jezi do nas naredi, da preneha.
135505004e	Hočeš biti večno jezen na nas? Hočeš svojo jezo raztegniti na vse rodove?
135506004a	Ali nas ne boš ponovno oživil, da se tvoje ljudstvo lahko veseli v tebi?
1355070047	Pokaži nam svoje usmiljenje, oh Gospod in zagotovi nam svojo rešitev.
1355080091	Slišal bom kaj bo Bog, Gospod, govoril, kajti svojemu ljudstvu in svojim svétim bo govoril mir, toda oni naj se ne obrnejo ponovno k neumnosti.
1355090068	Zagotovo je njegova rešitev blizu tistim, ki se ga bojijo, da bo v naši deželi lahko prebivala slava.
13550a005c	Usmiljenje in resnica sta se skupaj srečala, pravičnost in mir sta poljubila drug drugega.
13550b0043	Resnica bo izvirala iz zemlje in pravičnost bo gledala dol z neba.
13550c004b	Da, Gospod bo dal to, kar je dobro in naša dežela bo obrodila svoj donos.
13550d0049	Pravičnost bo hodila pred njim in nas postavila na pot njegovih korakov.
135601004b	Nagni svoje uho, oh Gospod, prisluhni mi, ker sem ubog in pomoči potreben.
1356020059	Varuj mojo dušo, ker sem svét. Oh ti moj Bog, reši svojega služabnika, ki zaupa vate.
135603003b	Bodi mi usmiljen, oh Gospod, kajti vsak dan kličem k tebi.
1356040053	Razveseli dušo svojega služabnika, kajti k tebi, oh Gospod, dvigujem svojo dušo.
135605006b	Kajti ti, Gospod, si dober in pripravljen odpustiti in obilen v usmiljenju do vseh teh, ki kličejo k tebi.
1356060055	Pazljivo prisluhni, oh Gospod, moji molitvi in pazi na glas mojih ponižnih prošenj.
1356070042	Na dan svoje stiske bom klical k tebi, kajti ti mi boš odgovoril.
135608005c	Med bogovi ni nikogar podobnega tebi, oh Gospod; niti ni nobenih del, podobnih tvojim delom.
135609006d	Vsi narodi, ki si jih naredil, bodo prišli in oboževali pred teboj, oh Gospod in proslavili bodo tvoje ime.
13560a0041	Kajti ti si velik in delaš čudovite stvari. Samo ti sam si Bog.
13560b0068	Úči me svojo pot, oh Gospod, hodil bom v tvoji resnici; zedini moje srce, da se bo balo tvojega imena.
13560c0060	Hvalil te bom, oh Gospod, moj Bog, z vsem svojim srcem in tvoje ime bom proslavljal na vékomaj.
13560d0060	Kajti veliko je tvoje usmiljenje do mene in mojo dušo si osvobodil pred najglobljim podzemljem.
13560e0078	Oh Bog, ponosni so vstali zoper mene in zbori nasilnih ljudi so stregli po moji duši, niso pa tebe postavili pred sebe.
13560f0065	Toda ti, oh Gospod, si Bog, poln sočutja in milostljiv, potrpežljiv in obilen v milosti in resnici.
1356100066	Oh obrni se k meni in se me usmili, daj svojo moč svojemu služabniku in reši sina svoje pomočnice.
1356110091	Pokaži mi znamenje za dobro, da bodo tisti, ki me sovražijo, lahko to videli in bili osramočeni, ker si mi ti, Gospod, pomagal in me tolažil.
1357010022	Njegov temelj je na svétih gorah.
1357020049	Gospod bolj ljubi sionska velika vrata kakor vsa Jakobova prebivališča.
135703003e	Veličastne stvari se govorijo o tebi, oh Božje mesto. (Sela)
1357040073	Tistim, ki me poznajo, bom omenjal Rahab in Babilon; glej Filisteja in Tir z Etiopijo; ta človek je bil rojen tam.
135705005e	In o Sionu bo rečeno: »Ta in ta človek je bil rojen v njem in sam najvišji ga bo utrdil.«
135706004c	Ko vpisuje ljudstvo, bo Gospod štel, da je bil ta človek rojen tam. (Sela)
1357070053	Prav tako bodo tam tako pevci kakor igralci na glasbila. Vsi moji izviri so v tebi.
1358010040	Oh Gospod, Bog moje rešitve, pred teboj sem klical dan in noč.
135802003e	Naj moja molitev pride predte, svoje uho nagni k mojemu klicu,
1358030047	kajti moja duša je polna stisk in moje življenje se bliža podzemlju.
135804004e	Prištet sem s tistimi, ki gredo dol v jamo. Sem kakor človek, ki nima moči.
1358050077	Svoboden med mrtvimi, kakor umorjeni, ki ležijo v grobu, ki se jih ne spominjaš več in so iztrebljeni iz tvoje roke.
1358060034	Položil si me v najglobljo jamo, v temo, v globine.
135807004d	Tvoj bes trdno leži na meni in prizadel si me z vsemi svojimi valovi. (Sela)
135808006c	Mojega znanca si postavil daleč od mene, njim si me naredil [za] ogabnost; zaprt sem in ne morem priti ven.
1358090064	Moje oko žaluje zaradi stiske; Gospod, vsak dan sem klical k tebi, svoje roke sem iztegoval k tebi.
13580a004d	Hočeš mrtvim pokazati čudeže? Mar bodo mrtvi vstali in te hvalili? (Sela)
13580b004b	Bo tvoja ljubeča skrbnost oznanjena v grobu? Ali tvoja zvestoba v propadu?
13580c0052	Bodo tvoji čudeži spoznani v temi? In tvoja pravičnost v deželi pozabljivosti?
13580d004f	Toda jaz sem klical k tebi, oh Gospod in zjutraj te bo moja molitev prestregla.
13580e004a	Gospod, zakaj zavračaš mojo dušo? Zakaj skrivaš svoj obraz pred menoj?
13580f0063	Prizadet sem in od svoje mladosti pripravljen umreti; medtem ko trpim tvoje strahote, sem odvrnjen.
135810003c	Tvoj kruti bes gre prek mene, tvoje strahote so me uničile.
1358110043	Vsak dan so prišli okoli mene kakor voda, skupaj so me obkrožali.
1358120049	Ljubega in prijatelja si postavil daleč od mene in mojega znanca v temo.
1359010066	O Gospodovih milostih bom prepeval na veke, s svojimi usti bom vsem rodovom razglašal tvojo zvestobo.
1359020060	Kajti rekel sem: »Usmiljenje bo zgrajeno na veke, svojo zvestobo boš utrdil v samih nebesih.«
1359030050	S svojim izbrancem sem sklenil zavezo, prisegel sem Davidu, svojemu služabniku:
135904004f	»Tvoje seme bom utrdil na veke in tvoj prestol zgradil za vse rodove.« (Sela)
1359050057	Nebesa bodo hvalila tvoje čudeže, oh Gospod, tudi tvojo zvestobo v skupnosti svétih.
135906006d	Kajti kdo na nebu bi bil lahko primerjan z Gospodom? Kdo izmed sinov mogočnega bi bil lahko podoben Gospodu?
1359070055	Boga se je silno bati v zboru svétih in spoštujejo ga vsi tisti, ki so okoli njega.
1359080060	Oh Gospod Bog nad bojevniki, kdo je močan Gospod, podoben tebi ali tvoji zvestobi naokoli tebe?
1359090047	Ti vladaš besnenju morja; ko njegovi valovi vstanejo, jih ti umirjaš.
13590a0072	Zlomil si Rahaba na koščke, kakor nekoga, ki je umorjen, s svojim močnim laktom si razkropil svoje sovražnike.
13590b006f	Nebo je tvoje, tudi zemlja je tvoja; kar se tiče zemeljskega [kroga] in njegove polnosti, si jih ti utemeljil.
13590c0052	Sever in jug, ti si ju ustvaril; Tabor in Hermon se bosta veselila v tvojem imenu.
13590d0049	Ti imaš mogočen laket, močna je tvoja roka in visoka je tvoja desnica.
13590e0071	Pravičnost in sodba sta prebivališče tvojega prestola, usmiljenje in resnica bosta šla pred tvojim obličjem.
13590f0066	Blagoslovljeno je ljudstvo, ki pozna radosten zvok. Hodili bodo, oh Gospod, v svetlobi tvojega obraza.
135910004f	V tvojem imenu se bodo veselili ves dan in v tvoji pravičnosti bodo povišani.
135911004e	Kajti ti si slava njihove moči in v tvoji naklonjenosti bo naš rog povišan.
135912003f	Kajti Gospod je naša obramba in Svéti Izraelov je naš kralj.
1359130096	Potem svojemu svetemu spregovoriš v videnju in rečeš: »Položil sem pomoč na nekoga, ki je mogočen, povišal sem enega izbranega izmed ljudstva.
135914004e	Našel sem Davida, svojega služabnika; s svojim svétim oljem sem ga mazilil.
1359150039	Z njim bo moja roka utrjena; tudi moj laket ga bo krepil.
135916004f	Sovražnik se ne bo maščeval nad njim niti ga sin zlobnosti [ne bo] prizadel.
135917005d	Njegove sovražnike bom premagal pred njegovim obrazom in nadlegoval tiste, ki ga sovražijo.
135918005b	Toda z njim bosta moja zvestoba in moje usmiljenje in v mojem imenu bo povišan njegov rog.
1359190043	Njegovo roko bom postavil tudi na morje in njegovo desnico na reke.
13591a0047	Klical bo k meni: ›Ti si moj oče, moj Bog in skala moje rešitve.‹
13591b0045	Prav tako mu bom dal svojega prvorojenca, višje kakor kralje zemlje.
13591c0053	Svoje usmiljenje bom zanj ohranil na vékomaj in moja zaveza bo trdno stala z njim.
13591d005b	Tudi njegovemu semenu bom storil, da ostane na veke in njegov prestol kakor nebeški dnevi.
13591e0047	Če njegovi otroci zapustijo mojo postavo in ne hodijo po mojih sodbah,
13591f003a	če prelomijo moje zakone in se ne držijo mojih zapovedi,
135920004e	potem bom s šibo obiskal njihov prestopek in njihovo krivičnost z bičanjem.
1359210078	Vendar pa svoje ljubeče skrbnosti ne bom popolnoma odvzel od njega niti svoji zvestobi [ne bom] pustil, da se izneveri.
1359220054	Svoje zaveze ne bom prelomil niti predrugačil stvari, ki je odšla iz mojih ustnic.
135923003f	Enkrat sem prisegel pri svoji svetosti, da Davidu ne bom lagal.
1359240048	Njegovo seme bo ostalo na veke in njegov prestol kakor sonce pred menoj.
1359250045	Kakor luna bo utrjen na veke in kakor zvesta priča na nebu.« (Sela)
1359260043	Toda ti si zavrgel in prezrl, ogorčen si bil s svojim maziljencem.
1359270058	Razveljavil si zavezo svojega služabnika. Njegovo krono si oskrunil in jo vrgel na tla.
135928004a	Porušil si vse njegove ograje; njegova oporišča si privedel do propada.
1359290033	Vsi mimoidoči ga plenijo. Graja je svojim sosedom.
13592a005f	Dvignil si desnico njegovih nasprotnikov; vsem njegovim sovražnikom si storil, da se veselijo.
13592b0054	Obrnil si tudi ostrino njegovega meča in ga nisi naredil, da se zoperstavi v bitki.
13592c0046	Njegovi slavi si storil, da preneha in njegov prestol si vrgel na tla.
13592d0043	Dneve njegove mladosti si skrajšal. Pokril si ga s sramoto. (Sela)
13592e004b	Doklej, Gospod? Se hočeš skrivati na veke? Bo tvoj bes gorel kakor ogenj?
13592f0045	Spomni se, kako kratek je moj čas. Zakaj si vse ljudi naredil zaman?
135930006c	Kateri človek je, kdor živi in ne bo videl smrti? Ali bo svojo dušo osvobodil pred roko podzemlja? (Sela)
135931005b	Gospod, kje so tvoje prejšnje ljubeče skrbnosti, katere v svoji resnici prisegaš Davidu?
1359320063	Spomni se, Gospod, graje svojih služabnikov; kako v svojih prsih nosim grajo vseh mogočnih ljudi,
1359330062	s čimer so grajali tvoji sovražniki, oh Gospod, s čimer so grajali stopinje tvojega maziljenca.
1359340034	Blagoslovljen bodi Gospod na vékomaj. Amen in Amen.
135a010032	Gospod, ti si bil naše bivališče za vse rodove.
135a020081	Preden so bile rojene gore, oziroma kadarkoli si oblikoval zemljo in zemeljski [krog], celo od večnosti do večnosti, si ti Bog.
135a03004f	Človeka obračaš k uničenju in praviš: »Vrnite se, vi človeški otroci.«
135a040068	Kajti tisoč let v tvojem pogledu je samo kakor včerajšnji dan, ki je minil in kakor straža v nôči.
135a05005d	Odnašaš jih proč kakor s poplavo; oni so kakor spanec. Zjutraj so podobni travi, ki raste.
135a060035	Zjutraj cveti in raste, zvečer je odrezana in ovene.
135a07003e	Kajti použiti smo s tvojo jezo in s tvojim besom smo zbegani.
135a080056	Predse si postavil naše krivičnosti, naše skrite grehe v svetlobo svojega obličja.
135a090066	Kajti vsi naši dnevi so minili v tvojem besu. Svoja leta smo preživeli kakor zgodbo, ki je povedana.
135a0a00a0	Dni naših let je sedemdeset let in če jih je zaradi moči osemdeset let, je vendarle njihova moč trud in bridkost, kajti to je kmalu odrezano in mi odletimo.
135a0b0046	Kdo pozna moč tvoje jeze? Celó glede na tvoj strah, tak je tvoj bes.
135a0c0056	Zaradi tega nas úči šteti naše dneve, da bomo svoja srca lahko posvetili modrosti.
135a0d0047	Vrni se, oh Gospod, doklej? To naj te pokesa glede tvojih služabnikov.
135a0e0062	Oh zgodaj nas nasiti s svojim usmiljenjem, da se bomo lahko veselili in bomo veseli vse naše dni.
135a0f005e	Stôri nas vesele glede na dneve, v katerih si nas prizadel in leta, v katerih smo videli zlo.
135a10004e	Naj se tvoje delo pokaže tvojim služabnikom in tvoja slava njihovim otrokom.
135a11006f	Nad nami pa naj bo lepota Gospoda, našega Boga. Utrdi delo naših rok nad nami; da, delo naših rok, utrdi ga.
135b01004d	Kdor prebiva na skrivnem kraju Najvišjega, bo ostal pod senco Vsemogočnega.
135b02005c	Rekel bom o Gospodu: »On je moje zatočišče in moja trdnjava; moj Bog, vanj bom zaupal.«
135b030050	Zagotovo te bo osvobodil pred ptičarjevo zanko in pred ogabno kužno boleznijo.
135b04006e	Pokril te bo s svojim perjem in pod njegovimi perutmi boš zaupal. Njegova resnica bosta tvoj ščit in oklep.
135b05004e	Ne boš se bal zaradi strahote ponoči niti zaradi puščice, ki leti podnevi,
135b060057	niti zaradi kužne bolezni, ki hodi v temì niti zaradi uničenja, ki pustoši opoldan.
135b070068	Tisoč jih bo padlo na tvoji strani in deset tisoč na tvoji desnici, toda tebi se to ne bo približalo.
135b08003a	Samo s svojimi očmi boš gledal in videl nagrado zlobnih.
135b09005e	Ker si naredil Gospoda, ki je moje zatočišče, celó Najvišjega, [za] svoje prebivališče,
135b0a0057	te nobeno zlo ne zadene niti nobena nadloga ne bo prišla blizu tvojega prebivališča.
135b0b0051	Kajti svojim angelom bo zapovedal nad teboj, da te varujejo na vseh tvojih poteh.
135b0c004c	Nosili te bodo na svojih rokah, da ne bi svojega stopala treščil ob kamen.
