2800000006	Mateus
2c0e0c006e	Eles pensaram que Barnabé fosse o deus Júpiter, e que Paulo fosse Mercúrio, pois ele era o que mais falava.
2c0e0d00b6	O sacerdote do templo de Júpiter, que ficava na entrada da cidade, trouxe bois e coroas de flores para os portões da cidade. Ele planejava fazer um sacrifício diante da multidão.
2c0e0e007e	Mas, quando os apóstolos Barnabé e Paulo souberam disso, eles rasgaram as suas roupas e correram até a multidão, gritando:
2c0e0f0110	“O que vocês estão fazendo? Nós somos humanos exatamente como vocês. Viemos trazer a palavra de Deus para que vocês abandonem essas coisas sem sentido e se voltem para um Deus que está verdadeiramente vivo. Ele é quem fez o céu, a terra, o mar e tudo que existe.
2c0e100048	No passado, ele deixou que cada nação seguisse o seu próprio caminho.
2c0e1100e6	Ainda assim, ele continua a dar provas da sua existência, fazendo boas ações. Ele envia a chuva do céu e faz com que as lavouras cresçam no tempo certo. É ele quem dá alimento a vocês e enche seus corações de alegria.”
2c0e12006d	Mesmo dizendo isso, os apóstolos tiveram dificuldade para impedir a multidão de lhes sacrificar os animais.
2c0e1300c5	Mas, alguns judeus vindos de Antioquia e de Icônio chegaram e conseguiram o apoio da multidão. Eles apedrejaram Paulo e o jogaram para fora dos portões da cidade, pensando que ele havia morrido.
2c0e14009d	Mas, quando os cristãos se reuniram em volta dele, Paulo se levantou e voltou para a cidade. No dia seguinte, Paulo e Barnabé foram para a cidade de Derbe.
2c0e1500b3	Após anunciarem o evangelho às pessoas naquela cidade, e muitos moradores se converterem em seguidores de Jesus, os dois voltaram para as cidades de Listra, Icônio e Antioquia.
2c0e1600c2	Eles animavam os seguidores de Jesus para que continuassem firmes e mantivessem a sua fé nele. Paulo e Barnabé diziam: “Precisamos passar por muitos desafios para entrar no Reino de Deus.”
2c0e1700a5	Depois de terem nomeado presbíteros para todas as igrejas e terem orado e jejuado com eles, Paulo e Barnabé os deixaram aos cuidados do Senhor, em quem eles criam.
2c0e180037	Os dois passaram pela Pisídia e chegaram na Panfília.
2c0e190049	Eles anunciaram a palavra de Deus em Perge e, depois, foram para Atália.
2c0e1a00bd	De lá, eles voltaram de barco para Antioquia, de onde tinham começado a viagem e que era o lugar em que Deus lhes havia determinado a missão, agora concluída, de anunciar a sua palavra.
2c0e1b00b0	Eles chegaram e logo reuniram a igreja. Os dois contaram tudo o que Deus tinha realizado por meio deles e de como ele havia aberto a porta para que os não-judeus cressem nele.
2c0e1c004b	Paulo e Barnabé ficaram ali por um longo tempo com os seguidores de Jesus.
2c0f0100d7	Alguns homens, que vieram da Judeia e chegaram em Antioquia, começaram a falar para os seguidores de Jesus: “Vocês só serão salvos se fizerem a circuncisão, de acordo com a regras determinadas por Moisés.”
2c0f0200e5	Paulo e Barnabé não concordaram com isso e tiveram grande discussão com eles. Então, eles dois e mais alguns outros foram escolhidos para irem a Jerusalém conversar com os apóstolos e os líderes de lá sobre essa questão.
2c0f0300d6	A igreja os enviou e, no caminho, enquanto passavam pela Fenícia e por Samaria, eles explicavam para as pessoas como os pagãos estavam se convertendo a Deus. Isso deixava aqueles que criam em Jesus muito felizes.
2c0f0400c3	Quando eles chegaram em Jerusalém, foram bem recebidos pelos membros da igreja, pelos apóstolos e pelos presbíteros. Eles, então, explicaram tudo o que Deus havia feito por intermédio deles.
2c0f0500c9	Mas, eles encontraram oposição entre os seguidores que pertenciam ao partido dos fariseus. Eles disseram: “Aqueles que se convertem devem ser circuncidados e obrigados a seguir a lei de Moisés.”
2c0f060044	Os apóstolos e os presbíteros se reuniram para discutir o assunto.
2c0f0700d8	Após muito debate, Pedro se levantou e lhes disse: “Irmãos, vocês sabem que há muito tempo, Deus me escolheu entre vocês para que os não-judeus pudessem ouvir a mensagem das boas novas e para crerem em Jesus.
2c0f080074	Deus, que sabe o que pensamos, mostrou que os aceita, dando a eles o Espírito Santo da mesma forma que fez conosco.
2c0f090071	Ele não fez diferença alguma entre nós e eles. Ele purificou os pensamentos deles quando passaram a crer nele.
2c0f0a00b4	Então, por que vocês querem se opor a Deus, colocando uma carga tão pesada nas costas dos que agora creem? Carga essa que nem nós e nem os nossos antepassados pudemos carregar?
2c0f0b0073	Nós estamos convencidos de que somos salvos por meio da graça do Senhor Jesus, da mesma maneira que eles são.”
2c0f0c008e	Todos ouviram atentamente Barnabé e Paulo, enquanto eles explicavam os milagres que Deus tinha realizado por meio deles entre os não-judeus.
2c0f0d0044	Assim que eles terminaram de falar, Tiago disse: “Irmãos, ouçam!
2c0f0e0087	Simão explicou como Deus primeiro mostrou a sua preocupação com os não-judeus, ao escolher entre eles um povo comprometido com ele.
2c0f0f0046	Isso aconteceu de acordo com as palavras dos profetas, que escreveram:
2c0f100079	‘No futuro, eu irei voltar e reconstruirei a casa de Davi, que caiu. Eu juntarei os seus pedaços e a colocarei em pé.
2c0f110077	Eu farei isso para que os que foram deixados possam buscar o Senhor, incluindo os não-judeus que chamam pelo meu nome.
2c0f120049	Foi assim que o Senhor falou, anunciando essas coisas há muito tempo.’
2c0f13006d	Então, a minha opinião é a de que nós não deveríamos atrapalhar os não-judeus que se convertem a Deus.
2c0f1400e1	Deveríamos escrever a eles e lhes dizer para evitarem comer a carne dos animais sacrificados aos ídolos, que não pratiquem imoralidade sexual, que não comam carne de animais que foram estrangulados e não consumam sangue.
2c0f150080	Pois a lei de Moisés está sendo ensinada em todas as cidades já há muito tempo e é lida todos os sábados nas sinagogas.”
2c0f16011f	Então, os apóstolos e os presbíteros, juntamente com toda a igreja, decidiram que seria bom escolher alguns representantes e enviá-los até Antioquia com Paulo e Barnabé. Os escolhidos foram Judas, conhecido como Barsabás, e Silas, os quais eram muito respeitados entre os irmãos.
2c0f1700ae	Junto com eles, foi enviada a seguinte carta: “Nós, os apóstolos, os presbíteros e os irmãos mandamos saudações aos não-judeus de Antioquia, da Síria e da Cilícia.
2c0f1800c0	Nós ouvimos que alguns membros do nosso grupo os confundiram com as palavras que disseram, causando problemas para vocês. Nós podemos lhes garantir que não dissemos para eles fazerem isso.
2c0f19008e	Então, concordamos em escolher alguns representantes para enviá-los até vocês, juntamente com os nossos queridos irmãos Barnabé e Paulo,
2c0f1a003d	que arriscaram a vida pelo nome do nosso Senhor Jesus Cristo.
2c0f1b005b	Assim, enviamos Judas e Silas, que podem lhes confirmar pessoalmente o que estamos dizendo.
2c0f1c0081	Pareceu bem ao Espírito Santo e a nós não colocar sobre vocês nenhuma carga mais pesada do que estas importantes exigências:
2c0f1d00f6	Vocês devem evitar comer a carne dos animais sacrificados aos ídolos, consumir sangue, comer a carne de animais estrangulados e não praticar imoralidade sexual. Vocês estarão agindo bem se obedecerem a essas exigências. Deus os abençoe!”
2c0f1e006a	Assim, enviaram os homens para Antioquia. Quando eles chegaram lá, reuniram a todos e entregaram a carta.
2c0f1f005e	Após lerem o que estava escrito, as pessoas ficaram muito felizes pela mensagem encorajadora.
2c0f20007c	Judas e Silas, que também eram profetas, incentivaram os irmãos, explicando a eles muitas coisas e fortalecendo a sua fé.
2c0f21009d	Após passarem algum tempo lá, os irmãos os mandaram de volta, desejando que enviassem as suas bênçãos para aqueles que os tinham enviado de Jerusalém.
2c0f230077	Mas, Paulo e Barnabé continuaram em Antioquia, ensinando e anunciando a palavra de Deus, juntamente com muitos outros.
2c0f2400a1	Algum tempo depois, Paulo disse a Barnabé: “Vamos voltar e visitar os irmãos nas cidades em que compartilhamos a palavra do Senhor e ver como eles estão.”
2c0f25002b	Barnabé queria levar João Marcos também.
2c0f26008f	Mas Paulo não achou uma boa ideia que ele os acompanhasse, pois ele os tinha deixado na Panfília e não tinha continuado o trabalho com eles.
2c0f27007b	Eles se desentenderam tão profundamente que se separaram. Barnabé levou Marcos com ele e navegaram para a ilha de Chipre.
2c0f280071	Paulo escolheu Silas e, quando eles partiram, os irmãos pediram ao Senhor que a sua bênção seguisse com eles.
2c0f290049	Paulo viajou pela Síria e pela Cilícia, incentivando as igrejas de lá.
2c100100a7	Paulo foi primeiro para a cidade de Derbe e depois, para Listra, onde ele encontrou um cristão, chamado Timóteo. A mãe dele era judia-cristã e o seu pai era grego.
2c10020040	Os irmãos de Listra e de Icônio falavam muito bem de Timóteo.
2c1003008f	Paulo queria que Timóteo viajasse com ele. Então, ele o circuncidou, porque os judeus daquela região sabiam que o pai de Timóteo era grego.
2c100400b8	Conforme viajavam por diferentes cidades, eles passavam para os cristãos as exigências que os apóstolos e os presbíteros em Jerusalém lhes haviam dito que deveriam ser obedecidas.
2c1005005b	As igrejas fortaleciam a sua fé no Senhor e, a cada dia, o número de cristãos aumentava.
2c10060087	Eles viajaram pela região da Frígia-Galácia, pois o Espírito Santo os impediu de ir à província da Ásia para anunciar a palavra.
2c10070093	Quando eles chegaram à fronteira de Mísia, tentaram entrar na região da Bitínia, mas o Espírito de Jesus não deixou que eles fossem para lá.
2c10080045	Então, eles passaram por Mísia e desceram para a cidade de Trôade.
2c100900a9	Lá, durante a noite, Paulo teve uma visão de um homem da província da Macedônia, que estava em pé e lhe pedia: “Por favor, venha até a Macedônia e ajude-nos!”
2c100a00ba	Após Paulo ter essa visão, nós imediatamente arrumamos nossas coisas e fomos para a Macedônia, pois concluímos que Deus nos havia chamado para anunciar as boas novas ao povo de lá.
2c100b0062	Nós navegamos de Trôade direto para a ilha de Samotrácia. No dia seguinte, fomos para Neápolis
2c100c0089	e, de lá, para Filipos, cidade da Macedônia, primeira do distrito e também uma colônia romana. Ficamos nessa cidade por vários dias.
2c100d00ae	No sábado, nós saímos da cidade e fomos para a beira do rio, onde pensamos que as pessoas iriam para orar. Sentamos e conversamos com as mulheres que estavam reunidas ali.
2c100e00e5	Uma delas chamada Lídia, que vendia tecido púrpura, era da cidade de Tiatira. Ela adorava a Deus e escutava o que tínhamos a dizer. O Senhor abriu a sua mente para o que Paulo estava dizendo, e ela aceitou o que ele lhe disse.
2c100f00fb	Depois que ela e todas as pessoas de sua casa foram batizadas, ela nos pediu: “Se vocês realmente acham que eu estou, de coração, comprometida com o Senhor, então, venham e fiquem em minha casa.” Ela continuou insistindo, até que concordamos.
2c101000bd	Um dia, quando estávamos descendo para o lugar de oração, encontramos uma escrava possuída por um espírito maligno. Ela ganhava muito dinheiro para os seus donos, adivinhando o futuro.
2c101100b3	Essa garota seguiu Paulo e o restante de nós, gritando: “Estes homens são servos de Deus Todo-Poderoso. Eles estão dizendo a vocês o que precisam fazer para serem salvos!”
2c101200da	Ela continuou a fazer isso por muitos dias. Isso incomodou Paulo. Então, ele se virou e disse ao espírito: “Eu ordeno, em nome de Jesus Cristo, que você saia do corpo dela!” E o espírito imediatamente a deixou.
2c101300b5	Mas, quando os donos dela viram que tinham perdido o seu meio de ganhar dinheiro, eles agarraram Paulo e Silas e os arrastaram para que encarassem as autoridades na praça pública.
2c1014007f	Eles os levaram diante das autoridades romanas e os acusaram: “Estes judeus estão causando grande confusão em nossa cidade.
2c10150078	Eles estão propagando costumes que são contra a nossa lei, e que nós, romanos, não podemos aceitar, nem praticar.”
2c10160080	A multidão se uniu para atacá-los. As autoridades tiraram as roupas de Paulo e Silas e ordenaram que batessem neles com varas.
2c10170081	Depois que bateram muito neles, eles foram jogados na cadeia e deram ordem para que o carcereiro os mantivesse trancados na cela.
2c1018007a	O carcereiro cumpriu o que lhe foi dito. Ele jogou Paulo e Silas na cela e acorrentou os pés deles em troncos de madeira.
2c10190081	Era próximo da meia-noite, e Paulo e Silas estavam orando e cantando hinos a Deus, enquanto os outros prisioneiros os escutavam.
2c101a00a6	De repente, um tremor de terra muito forte balançou as fundações da prisão. Imediatamente, todas as portas se abriram e as correntes que prendiam a todos caíram.
2c101b00a4	O carcereiro acordou e viu as portas da cadeia completamente abertas. Ele tirou sua espada e estava a ponto de se matar, pensando que os prisioneiros tinham fugido.
2c101c0049	Mas, Paulo gritou: “Não se machuque! Nós todos ainda estamos aqui.”
2c101d0082	O carcereiro pediu que trouxessem uma luz e entrou depressa na cela. Tremendo de medo, ele se ajoelhou diante de Paulo e de Silas.
2c101e0064	Ele os levou para fora e perguntou: “Senhores, o que eu preciso fazer para que possa ser salvo?”
2c101f005b	Eles responderam: “Creia no Senhor Jesus, e você e toda a sua família serão salvos.”
2c10200054	Então, eles anunciaram a palavra do Senhor a ele e a todas as pessoas da casa dele.
2c10210074	Embora fosse bem tarde da noite, ele limpou as feridas dos apóstolos e foi batizado, junto com toda a sua família.
2c102200a8	Ele os levou para a sua casa e preparou uma refeição para eles. O carcereiro e todas as pessoas da sua família estavam cheios de alegria, porque agora criam em Deus.
2c10230085	No dia seguinte, bem cedo, as autoridades romanas enviaram guardas até o carcereiro e eles lhe disseram: “Solte aqueles homens!”
2c1024006e	O carcereiro disse a Paulo: “As autoridades mandaram soltá-los. Então, vocês podem sair e vão em paz!”
2c1025010b	Mas Paulo lhes disse: “Nós somos cidadãos romanos, e eles nos bateram publicamente sem que houvesse um julgamento. Depois, ainda fomos jogados na cadeia. Agora, eles querem nos mandar embora em segredo? Não, eles mesmos devem vir pessoalmente para nos soltar.”
