280000000e	ՄԱՏԹԷՈՍ
2d0916012d	Ի՞նչ կրնանք ըսել՝ եթէ Աստուած, ուզելով ցոյց տալ իր բարկութիւնը եւ գիտցնել իր զօրութիւնը, շատ համբերատարութեամբ տոկաց կորսուելու պատրաստուած բարկութեան անօթներուն,
2d091700ba	որպէսզի գիտցնէ իր փառքին ճոխութիւնը՝ ողորմութիւն գտնող անօթներուն, որ նախապէս պատրաստեց փառքի համար,
2d0918007c	այսինքն՝ մեզի, որ կանչեց ո՛չ միայն Հրեաներէն, այլ նաեւ հեթանոսներէն,
2d091900c6	ինչպէս Ովսէէի մէջ ալ կ՚ըսէ. «Իմ ժողովուրդս չեղողը՝ “իմ ժողովուրդս” պիտի կոչեմ, ու սիրելի չեղողը՝ “սիրելի”:
2d091a00ca	Եւ այն տեղը՝ ուր անոնց ըսուած էր. “Դուք իմ ժողովուրդս չէք”, հոն անոնք պիտի կոչուին “ապրող Աստուծոյ որդիները”:
2d091b00e7	Եսայի ալ Իսրայէլի մասին կ՚աղաղակէ. «Նոյնիսկ եթէ Իսրայէլի որդիներուն թիւը ծովու աւազին չափ ըլլայ, միայն մնացորդ մը պիտի փրկուի:
2d091c00d6	Քանի որ ան պիտի կատարէ իր խօսքը, կտրուկ կերպով եւ արդարութեամբ. Տէրը կտրուկ կերպով պիտի իրագործէ իր խօսքը երկրի վրայ»:
2d091d00f5	Եւ ինչպէս Եսայի նախապէս ըսաւ. «Եթէ զօրքերու Տէրը զարմ մը թողուցած չըլլար մեզի, մենք պիտի ըլլայինք Սոդոմի պէս, ու պիտի նմանէինք Գոմորի»:
2d091e00f2	Ուրեմն ի՞նչ ըսենք: Հետեւեա՛լը, թէ հեթանոսները՝ որոնք հետամուտ չէին արդարութեան՝ հասան արդարութեան, ա՛յն արդարութեան՝ որ հաւատքէն է.
2d091f008e	իսկ Իսրայէլ՝ որ հետամուտ էր արդարութեան Օրէնքին՝ չհասաւ արդարութեան Օրէնքին:
2d092000eb	Ինչո՞ւ. որովհետեւ ուզեց արդարանալ ո՛չ թէ հաւատքով, հապա որպէս թէ Օրէնքին գործերով: Արդարեւ անոնք գայթեցան սայթաքումի քարին վրայ,
2d092100ed	ինչպէս գրուած է. «Ահա՛ Սիոնի մէջ կը դնեմ սայթաքումի քար մը ու գայթակղութեան ժայռ մը, եւ ո՛վ որ հաւատայ անոր՝ ամօթահար պիտի չըլլայ»:
2d0a0100b0	Եղբայրնե՛ր, սիրտիս բաղձանքն է, նաեւ Աստուծոյ ուղղած աղերսանքս՝ Իսրայէլի համար, որ անոնք փրկուին:
2d0a0200c2	Որովհետեւ ես անոնց համար կը վկայեմ թէ նախանձախնդրութիւն ունին Աստուծոյ հանդէպ, բայց ո՛չ թէ գիտակցութեամբ:
2d0a0300e8	Քանի որ՝ անգիտանալով Աստուծոյ արդարութիւնը եւ ջանալով հաստատել իրե՛նց արդարութիւնը՝ անոնք չհպատակեցան Աստուծոյ արդարութեան:
2d0a040089	Որովհետեւ Քրիստո՛ս է Օրէնքին վախճանը՝ ամէն հաւատացեալի արդարութեան համար:
2d0a0500cd	Արդարեւ Մովսէս Օրէնքէն եղող արդարութեան մասին կը գրէ. «Այն մարդը որ կը գործադրէ այդ բաները՝ պիտի ապրի անոնցմով»:
2d0a0600ed	Բայց հաւատքէն եղող արդարութիւնը սա՛ կ՚ըսէ. «Մի՛ ըսեր սիրտիդ մէջ. “Ո՞վ պիտի բարձրանայ երկինքը”, (այսինքն՝ Քրիստոսը վար իջեցնելու,)
2d0a070089	կամ. “Ո՞վ պիտի իջնէ անդունդը” (այսինքն՝ Քրիստոսը մեռելներէն վեր հանելու)»:
2d0a0800c3	Հապա ի՞նչ կ՚ըսէ ան. «Խօսքը մօտ է քեզի, բերանիդ եւ սիրտիդ մէջ է». այսինքն հաւատքին խօսքը՝ որ մենք կը քարոզենք:
2d0a0900da	Որովհետեւ եթէ բերանովդ Տէր դաւանիս Յիսուսը, ու սիրտիդ մէջ հաւատաս թէ Աստուած մեռելներէն յարուցանեց զայն՝ պիտի փրկուիս.
2d0a0a00aa	(որովհետեւ սիրտով կը հաւատայ մէկը՝ արդարանալու համար, ու բերանով կը դաւանի՝ փրկուելու համար:)
2d0a0b0076	Քանի որ Գիրքը կ՚ըսէ. «Ո՛վ որ անոր հաւատայ՝ ամօթահար պիտի չըլլայ»:
2d0a0c00fb	Արդարեւ խտրութիւն չկայ Հրեային ու Յոյնին միջեւ, որովհետեւ բոլորին վրայ եղող նոյն Տէրը ճոխութեամբ կը հասնի բոլոր անոնց՝ որ զինք կը կանչեն:
2d0a0d005b	Քանի որ “ո՛վ որ Տէրոջ անունը կանչէ՝ պիտի փրկուի”:
2d0a0e0109	Ուրեմն ի՞նչպէս պիտի կանչեն զայն՝ որուն հաւատացած չեն. կամ ի՞նչպէս պիտի հաւատան անոր՝ որուն մասին լսած չեն. կամ ի՞նչպէս պիտի լսեն՝ առանց քարոզիչի:
2d0a0f00fb	Կամ ի՞նչպէս պիտի քարոզեն՝ եթէ չղրկուին, ինչպէս գրուած է. «Ի՜նչ գեղեցիկ են ոտքերը անոնց՝ որոնք խաղաղութիւն կ՚աւետեն, բարի բաներ կ՚աւետեն»:
2d0a1000ad	Բայց բոլորը չհնազանդեցան աւետարանին, քանի որ Եսայի կ՚ըսէ. «Տէ՛ր, ո՞վ հաւատաց մեր տուած լուրին»:
2d0a110068	Ուրեմն հաւատքը կու գայ լսելէն, ու լսելը՝ Աստուծոյ խօսքէն:
2d0a1200e0	Բայց կ՚ըսեմ. «Միթէ չլսեցի՞ն: Անկասկած. “Անոնց հնչիւնը գնաց ամբո՛ղջ երկիրը, եւ անոնց խօսքը՝ մինչեւ երկրագունդին ծայրերը”»:
2d0a1300fe	Բայց կ՚ըսեմ. «Միթէ Իսրայէլ չգիտցա՞ւ»: Նախ Մովսէս կ՚ըսէ. «Ես պիտի գրգռեմ ձեր նախանձը անպիտան ազգով՝՝ մը, պիտի բարկացնեմ ձեզ անխելք ազգով մը»:
2d0a1400ee	Բայց Եսայի շատ յանդուգն է, ու կ՚ըսէ. «Ես գտնուեցայ անոնցմէ՝ որոնք չէին փնտռեր զիս, յայտնուեցայ անոնց՝ որոնք չէին հարցներ իմ մասիս»:
2d0a1500b7	Սակայն Իսրայէլի համար կ՚ըսէ. «Ամբողջ օրը երկարեցի իմ ձեռքերս՝ չանսացող եւ հակաճառող ժողովուրդի մը»:
2d0b0100ec	Ուրեմն կ՚ըսեմ. «Միթէ Աստուած վանե՞ց իր ժողովուրդը»: Ամե՛նեւին. որովհետեւ ե՛ս ալ Իսրայելացի եմ, Աբրահամի զարմէն, Բենիամինի տոհմէն:
2d0b020122	Աստուած չվանեց իր ժողովուրդը, որ նախապէս ճանչցած էր: Միթէ չէ՞ք գիտեր թէ Գիրքը ի՛նչ կ՚ըսէ Եղիայի մասին, թէ ի՛նչպէս ան կը գանգատէր Աստուծոյ՝ Իսրայէլի դէմ, ըսելով.
2d0b0300c5	«Տէ՛ր, քու մարգարէներդ սպաննեցին ու քու զոհասեղաններդ փլցուցին. ես մինակ մնացած եմ, եւ իմ անձս ալ կը փնտռեն»:
2d0b0400ae	Բայց ի՞նչ կ՚ըսէ անոր Աստուծոյ պատգամը. «Ինծի պահեցի եօթը հազար մարդ, որոնք Բահաղի չծնրադրեցին»:
2d0b050085	Նոյնպէս ալ այս ներկայ ատենը մնացորդ մը կայ՝ շնորհքի ընտրութեան համաձայն:
2d0b06010d	Եւ եթէ շնորհքով է, ուրեմն ա՛լ գործերէն չէ. այլապէս՝ շնորհքը ա՛լ շնորհք չ՚ըլլար: Իսկ եթէ գործերէն է, ա՛լ շնորհք չէ. այլապէս՝ գործը ա՛լ գործ չ՚ըլլար: ՝՝
2d0b0700c2	Ուրեմն ի՞նչ. Իսրայէլ չհասաւ այն բանին՝ որ կը փնտռէր. սակայն ընտրուածնե՛րը հասան անոր, իսկ միւսները կուրցան
2d0b0800c7	(ինչպէս գրուած է. «Աստուած անոնց տուաւ թմրութեան ոգի. աչքեր՝ որ չտեսնեն, եւ ականջներ՝ որ չլսեն».) մինչեւ այսօր:
2d0b0900a0	Ու Դաւիթ կ՚ըսէ. «Անոնց սեղանը վարմ, որոգայթ, գայթակղութիւն եւ հատուցում թող ըլլայ իրենց:
2d0b0a0090	Անոնց աչքերը թող խաւարին՝ որպէսզի չտեսնեն, եւ անոնց կռնակը ամէ՛ն ատեն վար ծռէ»:
2d0b0b0112	Ուրեմն կ՚ըսեմ. «Միթէ անոնք սայթաքեցան՝ որպէսզի իյնա՞ն»: Ամե՛նեւին: Հապա՝ փրկութիւնը հասաւ հեթանոսներուն անոնց անկումով, որպէսզի գրգռէ անոնց նախանձը:
2d0b0c00f9	Ուստի եթէ անոնց անկումը աշխարհի հարստութիւն եղաւ, եւ անոնց նուաստացումը՝ հեթանոսներուն հարստութիւն, ա՛լ ո՜րչափ աւելի՝ անոնց լիութիւնը:
2d0b0d00ba	Բայց ձեզի՝ հեթանոսներուդ կ՚ըսեմ. «Քանի որ հեթանոսներուն առաքեալն եմ՝ կը փառաւորեմ իմ սպասարկութիւնս,
2d0b0e008e	յուսալով բարի նախանձը գրգռել իմ մարմինէս եղողներուն, եւ փրկել անոնցմէ ոմանք»:
2d0b0f00f4	Որովհետեւ եթէ անոնց մեկուսացուիլը աշխարհի հաշտութիւն եղաւ, հապա ի՞նչ պիտի ըլլայ անոնց վերստին ընդունուիլը, եթէ ոչ՝ կեանք մեռելներէն:
2d0b1000ae	Ուրեմն՝ եթէ երախայրիքը սուրբ է, նոյնն է նաեւ զանգուածը. ու եթէ արմատը սուրբ է, ուրեմն ճիւղերն ալ:
2d0b11011d	Եթէ այդ ճիւղերէն ոմանք կտրուեցան, ու դո՛ւն՝ որ վայրի ձիթենի էիր, պատուաստուեցար անոնց մէջտեղ եւ հաղորդակից եղար անոնց հետ ձիթենիին արմատին ու պարարտութեան,
2d0b1200bb	մի՛ պարծենար ճիւղերուն դէմ: Իսկ եթէ պարծենաս, գիտցի՛ր թէ դո՛ւն չես որ կը կրես արմատը, հապա արմա՛տը՝ քեզ:
2d0b130075	Ուրեմն պիտի ըսես. «Ճիւղերը կտրուեցան՝ որպէսզի ես պատուաստուիմ»:
2d0b1400ce	Լա՛ւ. անոնք կտրուեցան անհաւատութեան պատճառով, ու դուն հաստատ մնացած ես հաւատքով: Մեծամիտ մի՛ ըլլար, հապա վախցի՛ր.
2d0b150083	որովհետեւ եթէ Աստուած չխնայեց բնական ճիւղերուն, գուցէ չխնայէ նաեւ քեզի:
2d0b160143	Ուրեմն տե՛ս Աստուծոյ քաղցրութիւնն ու խստութիւնը. խստութիւն՝ ինկածներուն հանդէպ, իսկ բարութիւն՝ քեզի հանդէպ, եթէ յարատեւես անոր քաղցրութեան մէջ. այլապէս՝ դո՛ւն ալ պիտի կտրուիս:
2d0b1700dc	Իսկ անոնք ալ պիտի պատուաստուին՝ եթէ չմնան իրենց անհաւատութեան մէջ, որովհետեւ Աստուած կարող է դարձեալ պատուաստել զանոնք:
2d0b180186	Քանի որ եթէ դուն կտրուեցար այն ձիթենիէն՝ որ բնութեամբ վայրի էր, եւ հակառակ բնութեան՝ պատուաստուեցար լաւ ձիթենիի մը վրայ, ա՛լ ո՜րչափ աւելի ասոնք՝ որ բնական ճիւղերն են, պիտի պատուաստուին իրենց սեփական ձիթենիին վրայ:
2d0b190151	Որովհետեւ չեմ ուզեր, եղբայրնե՛ր, որ անգիտանաք սա՛ խորհուրդին, (որպէսզի դուք ձեզ իմաստուն չսեպէք,) թէ մասնակի կուրութիւն պատահեցաւ Իսրայէլի, մինչեւ որ ներս մտնէ հեթանոսներուն լիութիւնը:
2d0b1a00e3	Եւ այսպէս՝ ամբողջ Իսրայէլը պիտի փրկուի, ինչպէս գրուած է. «Ազատարարը Սիոնէն պիտի գայ, ու Յակոբէն պիտի հեռացնէ ամբարշտութիւնը:
2d0b1b0062	Եւ ա՛յս է իմ ուխտս անոնց հետ, երբ քաւեմ անոնց մեղքերը»:
2d0b1c00d6	Աւետարանին համաձայն՝ անոնք թշնամիներ են ձեր պատճառով. բայց ընտրութեան համաձայն՝ սիրելի են իրենց հայրերուն պատճառով,
2d0b1d005e	քանի որ Աստուծոյ շնորհներն ու կոչումը անդառնալի են:
2d0b1e00cd	Որովհետեւ ինչպէս ժամանակին դուք ալ չէիք հնազանդեր Աստուծոյ, բայց հիմա ողորմութիւն գտաք անոնց անհնազանդութեամբ,
2d0b1f00b0	նոյնպէս անոնք ալ հիմա չհնազանդեցան, որպէսզի անոնք ալ ողորմութիւն գտնեն ձեր գտած ողորմութեամբ՝՝:
