0100000006	1 Mose
18121700fb	Und weil du, HERR, weißt alle ihre Anschläge wider mich, daß sie mich töten wollen, so vergib ihnen ihre Missetat nicht und laß ihre Sünde vor dir nicht ausgetilget werden. Laß sie vor dir gestürzt werden und handle mit ihnen nach deinem Zorn!
1813010097	So spricht der HERR: Gehe hin und kaufe dir einen irdenen Krug vom Töpfer samt etlichen von den Ältesten des Volks und von den Ältesten der Priester
1813020072	und gehe hinaus ins Tal Ben-Hinnom, das vor dem Ziegeltor liegt, und predige daselbst die Worte, die ich dir sage,
18130300fa	und sprich: Höret des HERRN Wort, ihr Könige Judas und Bürger zu Jerusalem! So spricht der HERR Zebaoth, der Gott Israels: Siehe, ich will ein solch Unglück über diese Stätte gehen lassen, daß, wer es hören wird, ihm die Ohren klingen sollen,
18130400fd	darum daß sie mich verlassen und diese Stätte einem fremden Gott gegeben haben und andern Göttern drinnen geräuchert haben, die weder sie noch ihre Väter noch die Könige Judas gekannt haben, und haben diese Stätte voll unschuldigen Bluts gemacht.
18130500b5	Denn sie haben dem Baal Höhen gebauet, ihre Kinder zu verbrennen dem Baal zu Brandopfern, welches ich ihnen weder geboten noch davon geredet habe, dazu in mein Herz nie kommen ist.
181306009b	Darum siehe, es wird die Zeit kommen, spricht der HERR, daß man diese Stätte nicht mehr Thopheth noch das Tal Ben-Hinnom, sondern Würgetal heißen wird.
1813070113	Denn ich will den Gottesdienst Judas und Jerusalems dieses Orts zerstören und will sie durchs Schwert fallen lassen vor ihren Feinden unter der Hand derer, so nach ihrem Leben stehen, und will ihre Leichname den Vögeln des Himmels und den Tieren auf Erden zu fressen geben;
181308008e	und will diese Stadt wüst machen und zum Spott, daß alle, die vorübergehen, werden sich verwundern über alle ihre Plage und ihrer spotten.
18130900cc	Ich will sie lassen ihrer Söhne und Töchter Fleisch fressen, und einer soll des andern Fleisch fressen in der Not und Angst, damit sie ihre Feinde und die, so nach ihrem Leben stehen, bedrängen werden.
18130a004e	Und du sollst den Krug zerbrechen vor den Männern, die mit dir gegangen sind.
18130b0112	Und sprich zu ihnen: So spricht der HERR Zebaoth: Eben wie man eines Töpfers Gefäß zerbricht, das nicht mag wieder ganz werden, so will ich dies Volk und diese Stadt auch zerbrechen, und sollen dazu im Thopheth begraben werden, weil sonst kein Raum sein wird zu begraben.
18130c0080	So will ich mit dieser Stätte, spricht der HERR, und ihren Einwohnern umgehen, daß diese Stadt werden soll gleichwie Thopheth.
18130d00f7	Dazu sollen die Häuser zu Jerusalem und die Häuser der Könige Judas ebenso unrein werden als die Stätte Thopheth, ja, alle Häuser, da sie auf den Dächern geräuchert haben allem Heer des Himmels und andern Göttern Trankopfer geopfert haben.
18130e0099	Und da Jeremia wieder von Thopheth kam, dahin ihn der HERR gesandt hatte zu weissagen, trat er in den Vorhof am Hause des HERRN und sprach zu allem Volk:
18130f00f1	So spricht der HERR Zebaoth, der Gott Israels: Siehe, ich will über diese Stadt und über alle ihre Städte all das Unglück kommen lassen, das ich wider sie geredet habe, darum daß sie halsstarrig sind und meine Worte nicht hören wollen.
1814010087	Da aber Pashur, ein Sohn Immers, des Priesters, so zum Obersten im Hause des HERRN gesetzt war, Jeremia hörete solche Worte weissagen,
1814020075	schlug er den Propheten Jeremia und warf ihn ins Gewölbe unter dem Obertor Benjamin, welches am Hause des HERRN ist.
1814030091	Und da es Morgen ward, zog Pashur Jeremia aus dem Gewölbe. Da sprach Jeremia zu ihm: Der HERR heißt dich nicht Pashur, sondern Magur um und um.
1814040136	Denn so spricht der HERR: Siehe, ich will dich samt allen deinen Freunden in die Furcht geben, und sollen fallen durchs Schwert ihrer Feinde; das sollst du mit deinen Augen sehen. Und will das ganze Juda in die Hand des Königs zu Babel übergeben; der soll sie wegführen gen Babel und mit dem Schwert töten.
18140500d3	Auch will ich alle Güter dieser Stadt samt allem, das sie gearbeitet, und alle Kleinode und alle Schätze der Könige Judas in ihrer Feinde Hand geben, daß sie dieselbigen rauben, nehmen und gen Babel bringen.
18140600c1	Und du, Pashur, sollst mit allen deinen Hausgenossen gefangen gehen und gen Babel kommen; daselbst sollst du sterben und begraben werden samt allen deinen Freunden, welchen du Lügen predigest.
18140700c1	HERR, du hast mich überredet, und ich habe mich überreden lassen; du bist mir zu stark gewesen und hast gewonnen. Aber ich bin darüber zum Spott worden täglich, und jedermann verlacht mich.
181408008b	Denn seit ich geredet, gerufen und gepredigt habe von der Plage und Verstörung, ist mir des HERRN Wort zum Hohn und Spott worden täglich.
18140900f4	Da dachte ich: Wohlan, ich will sein nicht mehr gedenken und nicht mehr in seinem Namen predigen. Aber es ward in meinem Herzen wie ein brennend Feuer, in meinen Gebeinen verschlossen, daß ich's nicht leiden konnte, und wäre schier vergangen.
18140a00e6	Denn ich höre, wie mich viele schelten und allenthalben schrecken: Hui, verklaget ihn! Wir wollen ihn verklagen, sprechen alle meine Freunde und Gesellen, ob wir ihn übervorteilen und ihm beikommen mögen und uns an ihm rächen.
18140b00ec	Aber der HERR ist bei mir wie ein starker Held, darum werden meine Verfolger fallen und nicht obliegen, sondern sollen sehr zuschanden werden, darum daß sie so töricht handeln; ewig wird die Schande sein, der man nicht vergessen wird.
18140c009c	Und nun, HERR Zebaoth, der du die Gerechten prüfest, Nieren und Herz siehest, laß mich deine Rache an ihnen sehen; denn ich habe dir meine Sache befohlen.
18140d005e	Singet dem HERRN, rühmet den HERRN, der des Armen Leben aus der Boshaftigen Händen errettet!
18140e0072	Verflucht sei der Tag, darin ich geboren bin; der Tag müsse ungesegnet sein, darin mich meine Mutter geboren hat!
18140f0085	Verflucht sei der, so meinem Vater gute Botschaft brachte und sprach: Du hast einen jungen Sohn, daß er ihn fröhlich machen wollte.
18141000a5	Derselbige Mann müsse sein wie die Städte, so der HERR umgekehret und ihn nicht gereuet hat, und müsse des Morgens hören ein Geschrei und des Mittags ein Heulen!
1814110087	Daß du mich doch nicht getötet hast in Mutterleibe! Daß meine Mutter mein Grab gewesen, und ihr Leib ewig schwanger geblieben wäre!
1814120088	Warum bin ich doch aus Mutterleibe hervorkommen, daß ich solchen Jammer und Herzeleid sehen muß und meine Tage mit Schanden zubringen?
18150100b8	Dies ist das Wort, so vorn HERRN geschah zu Jeremia, da der König Zedekia zu ihm sandte Pashur, den Sohn Malchias, und Zephanja, den Sohn Maesejas, des Priesters, und ließ ihm sagen:
18150200b4	Frage doch den HERRN für uns! Denn Nebukadnezar, der König zu Babel, streitet wider uns, daß der HERR doch mit uns tun wolle nach allen seinen Wundern, damit er von uns abzöge.
181503002a	Jeremia sprach zu ihnen: So saget Zedekia:
1815040119	Das spricht der HERR, der Gott Israels: Siehe, ich will die Waffen zurückwenden, die ihr in euren Händen habt, damit ihr streitet wider den König zu Babel und wider die Chaldäer, welche euch draußen an der Mauer belagert haben, und will sie zuhauf sammeln mitten in der Stadt.
1815050076	Und ich will wider euch streiten mit ausgereckter Hand, mit starkem Arm, mit großem Zorn, Grimm und Unbarmherzigkeit.
181506007a	Und will die Bürger dieser Stadt schlagen, beide, Menschen und Vieh, daß sie sterben sollen durch eine große Pestilenz.
18150701b3	Und danach, spricht der HERR, will ich Zedekia, den König Judas, samt seinen Knechten und dem Volk, das in dieser Stadt vor der Pestilenz, Schwert und Hunger überbleiben wird, geben in die Hände Nebukadnezars, des Königs zu Babel, und in die Hände ihrer Feinde und in die Hände derer, so ihnen nach dem Leben stehen, daß er sie mit der Schärfe des Schwerts also schlage, daß kein Schonen noch Gnade noch Barmherzigkeit da sei.
181508006b	Und sage diesem Volk: So spricht der HERR: Siehe, ich lege euch vor den Weg zum Leben und den Weg zum Tode.
18150900e4	Wer in dieser Stadt bleibt, der wird sterben müssen durchs Schwert, Hunger und Pestilenz; wer aber hinaus sich gibt zu den Chaldäern, die euch belagern, der soll lebendig bleiben und soll sein Leben als eine Ausbeute behalten.
18150a00be	Denn ich habe mein Angesicht über diese Stadt gerichtet zum Unglück und zu keinem Guten, spricht der HERR. Sie soll dem Könige zu Babel übergeben werden, daß er sie mit Feuer verbrenne.
18150b003b	Und höret des HERRN Wort, ihr vom Hause des Königs Judas!
18150c00ee	Du Haus David, so spricht der HERR: Haltet des Morgens Gericht und errettet den Beraubten aus des Frevlers Hand, auf daß mein Grimm nicht ausfahre wie ein Feuer und brenne also, daß niemand löschen möge, um eures bösen Wesens willen.
18150d00a4	Siehe, spricht der HERR, ich sage dir, die du wohnest im Grunde, in dem Felsen und auf der Ebene und sprichst: Wer will uns überfallen oder in unsere Feste kommen?
18150e0094	Ich will euch heimsuchen, spricht der HERR, nach der Frucht eures Tuns; ich will ein Feuer anzünden in ihrem Walde, das soll alles umher verzehren.
1816010059	So spricht der HERR: Gehe hinab in das Haus des Königs Judas und rede daselbst dies Wort
18160200a0	und sprich: Höre des HERRN Wort, du König Judas, der du auf dem Stuhl Davids sitzest, beide, du und deine Knechte und dein Volk, die zu diesen Toren eingehen.
18160300e8	So spricht der HERR: Haltet Recht und Gerechtigkeit und errettet den Beraubten von des Frevlers Hand und schindet nicht die Fremdlinge, Waisen und Witwen und tut niemand Gewalt und vergießet nicht unschuldig Blut an dieser Stätte.
18160400a9	Werdet ihr solches tun, so sollen durch die Tore dieses Hauses einziehen Könige, die auf Davids Stuhl sitzen, beide, zu Wagen und zu Roß, samt ihren Knechten und Volk.
1816050083	Werdet ihr aber solchem nicht gehorchen, so habe ich bei mir selbst geschworen, spricht der HERR, dies Haus soll verstöret werden.
18160600af	Denn so spricht der HERR von dem Hause des Königs Judas: Gilead, du bist mir das Haupt im Libanon; was gilt's, ich will dich zur Wüste und die Städte ohne Einwohner machen?
1816070094	Denn ich habe Verderber über dich bestellet, einen jeglichen mit seinen Waffen; die sollen deine auserwählten Zedern umhauen und ins Feuer werfen.
1816080089	So werden viel Heiden vor dieser Stadt vorübergehen und untereinander sagen: Warum hat der HERR mit dieser großen Stadt also gehandelt?
181609008f	Und man wird antworten: Darum daß sie den Bund des HERRN, ihres Gottes, verlassen und andere Götter angebetet und denselbigen gedienet haben.
18160a00a9	Weinet nicht über die Toten und grämet euch nicht darum; weinet aber über den, der dahinzieht; denn er wird nimmer wiederkommen, daß er sein Vaterland sehen möchte.
18160b00c3	Denn so spricht der HERR von Sallum, dem Sohne Josias, des Königs Judas, welcher König ist anstatt seines Vaters Josia, der von dieser Stätte hinausgezogen ist: Er wird nicht wieder herkommen,
18160c0066	sondern muß sterben an dem Ort, dahin er gefangen geführet ist, und wird dies Land nicht mehr sehen.
18160d0096	Wehe dem, der sein Haus mit Sünden bauet und seine Gemächer mit Unrecht, der seinen Nächsten umsonst arbeiten läßt und gibt ihm seinen Lohn nicht
18160e0091	und denkt: Wohlan, ich will mir ein groß Haus bauen und weite Paläste; und läßt ihm Fenster drein bauen und mit Zedern täfeln und rot malen.
18160f00b9	Meinest du, du wollest König sein, weil du mit Zedern prangest? Hat dein Vater nicht auch gegessen und getrunken und hielt dennoch über dem Recht und Gerechtigkeit, und ging ihm wohl?
1816100088	Er half dem Elenden und Armen zum Recht, und ging ihm wohl. Ist's nicht also, daß solches heißt mich recht erkennen? spricht der HERR.
181611008c	Aber deine Augen und dein Herz stehen nicht also, sondern auf deinem Geiz, auf unschuldig Blut zu vergießen, zu freveln und unterzustoßen.
18161200ad	Darum spricht der HERR von Jojakim, dem Sohn Josias, dem Könige Judas: Man wird ihn nicht klagen: Ach Bruder, ach Schwester! Man wird ihn nicht klagen: Ach HERR, ach Edler!
181613005d	Er soll wie ein Esel begraben werden, zerschleift und hinausgeworfen vor die Tore Jerusalems.
181614009d	Ja, dann gehe hinauf auf den Libanon und schreie und laß dich hören zu Basan und schreie von Abarim; denn alle deine Liebhaber sind jämmerlich umgebracht.
18161500b0	Ich habe dir's vorhergesagt, da es noch wohl um dich stund; aber du sprachest: Ich will nicht hören. Also hast du dein Lebetage getan, daß du meiner Stimme nicht gehorchtest.
181616009d	Der Wind weidet alle deine Hirten, und deine Liebhaber ziehen gefangen dahin; da mußt du doch zu Spott und zuschanden werden um aller deiner Bosheit willen.
1816170096	Die du jetzt im Libanon wohnest und in Zedern nistest, wie schön wirst du sehen, wenn dir Schmerzen und Wehe kommen werden wie einer in Kindesnöten!
18161800a4	So wahr ich lebe, spricht der HERR, wenn Chanja, der Sohn Jojakims, der König Judas, ein Siegelring wäre an meiner rechten Hand, so wollte ich dich doch abreißen
18161900af	und in die Hände geben derer, die nach deinem Leben stehen, und vor welchen du dich fürchtest, nämlich in die Hände Nebukadnezars, des Königs zu Babel, und der Chaldäer.
18161a008b	Und will dich und deine Mutter, die dich geboren hat, in ein ander Land treiben, das nicht euer Vaterland ist; und sollst daselbst sterben.
18161b005a	Und in das Land, da sie von Herzen gerne wieder hin wären, sollen sie nicht wiederkommen.
18161c00af	Wie ein elender, verachteter, verstoßener Mann ist doch Chanja! ein unwert Gefäß! Ach, wie ist er doch samt seinem Samen so vertrieben und in ein unbekanntes Land geworfen!
18161d0029	O Land, Land, Land; höre des HERRN Wort!
18161e00ee	So spricht der HERR: Schreibet an diesen Mann für einen Verdorbenen, einen Mann, dem es sein Lebetage nicht gelinget. Denn er wird das Glück nicht haben, daß jemand seines Samens auf dem Stuhl Davids sitze und fürder in Juda herrsche.
181701005c	Wehe euch Hirten, die ihr die Herde meiner Weide umbringet und zerstreuet! spricht der HERR.
18170200e2	Darum spricht der HERR, der Gott Israels, von den Hirten, die mein Volk weiden: Ihr habt meine Herde zerstreuet und verstoßen und nicht besucht. Siehe, ich will euch heimsuchen um eures bösen Wesens willen, spricht der HERR.
18170300b7	Und ich will die übrigen meiner Herde sammeln aus allen Ländern, dahin ich sie verstoßen habe, und will sie wiederbringen zu ihren Hürden, daß sie sollen wachsen und viel werden.
18170400a2	Und ich will Hirten über sie setzen, die sie weiden sollen, daß sie sich nicht mehr sollen fürchten noch erschrecken noch heimgesucht werden, spricht der HERR.
18170500c4	Siehe, es kommt die Zeit, spricht der HERR, daß ich dem David ein gerecht Gewächs erwecken will; und soll ein König sein, der wohl regieren wird und Recht und Gerechtigkeit auf Erden anrichten.
18170600a4	Zu derselbigen Zeit soll Juda geholfen werden, und Israel sicher wohnen. Und dies wird sein Name sein, daß man ihn nennen wird: HERR, der unsere Gerechtigkeit ist.
18170700a4	Darum siehe, es wird die Zeit kommen, spricht der HERR, daß man nicht mehr sagen wird: So wahr der HERR lebt, der die Kinder Israel aus Ägyptenland geführet hat,
18170800db	sondern: So wahr der HERR lebt, der den Samen des Hauses Israel hat herausgeführet und gebracht aus dem Lande der Mitternacht und aus allen Landen, dahin ich sie verstoßen hatte, daß sie in ihrem Lande wohnen sollen.
18170900d1	Wider die Propheten. Mein Herz will mir in meinem Leibe brechen, alle meine Gebeine zittern; mir ist wie einem trunkenen Manne und wie einem, der vom Wein taumelt, vor dem HERRN und vor seinen heiligen Worten,
