0100000009	1 Mosebok
1501080076	Alle ting strever utrettelig, ingen kan utsi det; øiet blir ikke mett av å se, og øret blir ikke fullt av å høre.
1501090076	Det som har vært, er det som skal bli, og det som har hendt, er det som skal hende, og det er intet nytt under solen.
15010a007f	Er det noget hvorom en vilde si: Se, dette er nytt - så har det vært til for lenge siden, i fremfarne tider som var før oss.
15010b0082	Det er ingen som minnes dem som har levd før, og heller ikke vil de som siden skal komme, leve i minnet hos dem som kommer efter.
15010c0033	Jeg, predikeren, var konge over Israel i Jerusalem,
15010d00a7	og jeg vendte min hu til å ransake og utgranske med visdom alt det som hender under himmelen; det er en ond plage, som Gud har gitt menneskenes barn å plage sig med.
15010e0062	Jeg sa alle de gjerninger som gjøres under solen, og se, alt sammen var tomhet og jag efter vind.
15010f004e	Det som er kroket, kan ikke bli rett, og det som mangler, kan ingen regne med.
15011000be	Jeg talte med mig selv i mitt indre og sa: Se, jeg har vunnet mig større og rikere visdom enn alle som har rådet over Jerusalem før mig, og mitt hjerte har skuet megen visdom og kunnskap.
1501110081	Og jeg vendte min hu til å kjenne visdommen og kjenne dårskap og uforstand, men jeg skjønte at også dette var jag efter vind.
1501120062	For hvor det er megen visdom, der er det megen gremmelse, og den som øker kunnskap, øker smerte.
150201006d	Jeg sa til mitt hjerte: Vel, jeg vil prøve dig med glede; nyt det som godt er! Men se, også det var tomhet.
1502020042	Til latteren sa jeg: Du er gal! Og til gleden: Hvad gagn gjør du?
15020300f4	Jeg tenkte i mitt indre på å kvege mitt legeme med vin, mens mitt hjerte ledet mig med visdom - jeg tenkte på å holde fast ved dårskapen, til jeg fikk se hvad det var best for menneskenes barn å gjøre under himmelen alle deres levedager.
150204004c	Jeg utførte store arbeider, jeg bygget mig hus, jeg plantet mig vingårder,
1502050046	jeg gjorde mig haver og parker og plantet i dem alle slags frukttrær,
1502060043	jeg gjorde mig vanndammer til å vanne en skog av opvoksende trær.
15020700bd	Jeg kjøpte træler og trælkvinner, jeg hadde tjenestefolk som var født i mitt hus; jeg fikk mig også meget fe, både stort og smått, mere enn alle som hadde vært før mig i Jerusalem;
15020800b4	jeg samlet mig også sølv og gull og kostelige skatter som kom fra fremmede konger og land; jeg fikk mig sangere og sangerinner og det som er menneskenes lyst, en hustru og flere.
1502090072	Jeg blev større og mektigere enn alle som hadde vært før mig i Jerusalem; og min visdom hadde ikke forlatt mig.
15020a00c5	Alt det mine øine attrådde, det forholdt jeg dem ikke, jeg nektet ikke mitt hjerte nogen glede; for mitt hjerte hadde glede av alt mitt strev, og dette var det jeg hadde igjen for alt mitt strev.
15020b00cb	Men når jeg så på alt det som mine hender hadde gjort, og på den møie det hadde kostet mig, da så jeg at alt sammen var tomhet og jag efter vind, og at det ikke er nogen vinning å nå under solen.
15020c00ab	Så gav jeg mig til å se på visdom og på dårskap og uforstand; for hvad vil det menneske gjøre som kommer efter kongen? Det samme som andre har gjort for lenge siden.
15020d005b	Da så jeg at visdommen har samme fortrin fremfor dårskapen som lyset har fremfor mørket;
15020e0077	den vise har øine i sitt hode, men dåren vandrer i mørket. Men jeg skjønte også at det går den ene som den andre.
15020f00ac	Da sa jeg i mitt hjerte: Som det går dåren, så vil det også gå mig; hvad skulde det da være til at jeg var så vis? Og jeg sa i mitt kjerte at også dette var tomhet.
15021000c0	For minnet om den vise vil like så litt vare til evig tid som minnet om dåren; i de kommende dager vil jo alt sammen for lengst være glemt, og må ikke den vise dø like så vel som dåren?
150211007a	Da blev jeg lei av livet; for ondt var i mine øine alt som skjer under solen; for alt sammen er tomhet og jag efter vind.
1502120089	Og jeg blev lei av alt mitt strev, som jeg hadde møiet mig med under solen, fordi jeg skulde efterlate det til den som kommer efter mig.
150213009c	Hvem vet om det blir en vis eller en dåre? Og enda skal han råde over alt det jeg har vunnet ved min møie og min visdom under solen; også det er tomhet.
150214006a	Da begynte jeg å bli fortvilet i mitt hjerte over alt det strev som jeg hadde møiet mig med under solen;
15021500eb	for er det et menneske som har gjort sitt arbeid med visdom og kunnskap og dyktighet, så må han allikevel gi det fra sig til et menneske som ikke har hatt nogen møie med det, som hans eiendom; også dette er tomhet og et stort onde.
1502160069	For hvad har mennesket for alt sitt strev og for sitt hjertes attrå, som han møier sig med under solen?
1502170089	Alle hans dager er jo fulle av smerte, og all hans umak er bare gremmelse; selv om natten har hans hjerte ikke ro; også dette er tomhet.
15021800a1	Er det ikke et gode for mennesket at han kan ete og drikke og unne sig gode dager til gjengjeld for sitt strev? Men jeg så at også dette kommer fra Guds hånd;
150219002d	for hvem kunde ete og hvem nyte mere enn jeg?
15021a00c0	For det menneske som tekkes ham, gir han visdom og kunnskap og glede; men synderen gir han den umak å sanke og samle for å gi til den som tekkes Gud; også dette er tomhet og jag efter vind.
150301004c	Alt har sin tid, og en tid er der satt for hvert foretagende under himmelen.
1503020072	Å fødes har sin tid og å dø har sin tid, å plante har sin tid og å rykke op det som er plantet, har sin tid;
1503030061	å drepe har sin tid og å læge har sin tid; å rive ned har sin tid og å bygge op har sin tid;
1503040059	å gråte har sin tid og å le har sin tid; å klage har sin tid og å danse har sin tid;
1503050082	å kaste bort stener har sin tid og å samle stener har sin tid; å ta i favn har sin tid og å holde sig fra favntak har sin tid;
1503060060	å søke har sin tid og å tape har sin tid; å gjemme har sin tid og å kaste bort har sin tid;
1503070062	å sønderrive har sin tid og å sy sammen har sin tid; å tie har sin tid og å tale har sin tid;
1503080052	å elske har sin tid og å hate har sin tid; krig har sin tid og fred har sin tid.
1503090043	Hvad vinning har den som gjør noget, av det strev han har med det?
15030a0045	Jeg så den plage som Gud har gitt menneskenes barn å plage sig med.
15030b00b9	Alt har han gjort skjønt i sin tid; også evigheten har han lagt i deres hjerte, men således at mennesket ikke til fulle kan forstå det verk Gud har gjort, fra begynnelsen til enden.
15030c005b	Jeg skjønte at de intet annet gode har enn å glede sig og å gjøre sig til gode i livet;
15030d0091	men når et menneske, hvem det så er, får ete og drikke og unne sig gode dager til gjengjeld for alt sitt strev, så er også det en Guds gave.
15030e008f	Jeg skjønte at alt hvad Gud gjør, det varer evig; intet kan legges til og intet kan tas fra. Så har Gud gjort det, forat vi skal frykte ham.
15030f0078	Hvad der er, det var allerede før, og hvad der skal bli, det har også vært før; Gud søker frem igjen det forgangne.
1503100083	Fremdeles så jeg under solen at på dommersetet, der satt gudløsheten, og hvor rettferdighet skulde råde, der rådet gudløshet.
15031100a8	Da sa jeg i mitt hjerte: Gud skal dømme den rettferdige så vel som den gudløse; for hos ham er det fastsatt en tid for hvert foretagende og for alt hvad som gjøres.
1503120093	Jeg sa i mitt hjerte: Dette skjer for menneskenes barns skyld, forat Gud kan prøve dem, og forat de kan se at de i sig selv ikke er annet enn dyr;
15031300d6	for det går menneskenes barn som det går dyrene; den samme skjebne rammer dem; som den ene dør, så dør den andre, og en livsånde har de alle; mennesket har ikke noget fortrin fremfor dyret; for alt er tomhet.
1503140063	De farer alle til ett sted; de er alle blitt til av støvet, og de vender alle tilbake til støvet.
150315004f	Hvem vet om menneskenes ånd stiger op, og om dyrets ånd farer ned til jorden?
15031600b1	Og jeg så at intet er bedre for mennesket enn at han gleder sig ved sitt arbeid; for det er det gode som blir ham til del; for hvem lar ham få se det som skal komme efter ham?
15040100cc	Fremdeles så jeg alle de voldsgjerninger som skjer under solen; jeg så de undertryktes gråt - det var ingen som trøstet dem; jeg så voldsmennene bruke makt mot dem, og det var ingen som trøstet dem.
150402006e	Da priste jeg de døde, de som allerede hadde fått dø, lykkelige fremfor de levende, de som ennu var i live,
150403007f	men fremfor dem begge priste jeg lykkelig den som ennu ikke er til, som ikke har sett de onde gjerninger som skjer under solen.
150404009d	Og jeg så at alt strev og all dyktighet i arbeid har sin grunn i at den enes ærgjerrighet er større enn den andres, også det er tomhet og jag efter vind.
150405003e	Dåren legger hendene i fanget og tærer på sitt eget kjøtt.
150406004a	Bedre er en håndfull ro enn begge never fulle av strev og jag efter vind.
150407002d	Og ennu mere tomhet blev jeg var under solen:
1504080117	Stundom står en mann alene og har ingen annen med sig, hverken sønn eller bror, og allikevel er det ingen ende på alt hans strev, og hans øine blir ikke mette av rikdom. Men hvem strever jeg for og nekter mig selv det som godt er? Også det er tomhet, og en ond plage er det.
150409003f	Bedre å være to enn én, for de har god lønn for sitt strev;
15040a0083	om de faller, kan den ene reise sin stallbror op; men stakkars den som er alene, for faller han, har han ingen til å reise sig op!
15040b0065	Likeledes når to ligger sammen, så blir de varme; men hvorledes kan den som ligger alene, bli varm?
15040c0080	Og om nogen kan vinne over den som er alene, så kan to holde stand mot ham, og en tredobbelt tråd sønderrives ikke så snart.
15040d007c	Bedre å være en fattig og vis ungdom enn en gammel dåre av en konge, som ikke mere har forstand nok til å la sig advare;
15040e006e	for fra fengslet kommer den ene ut og blir konge; den andre blir fattig, enda han er født i sitt kongedømme.
15040f007a	Jeg så alle de levende som ferdes under solen, følge med den unge mann, han den nye, som skulde trede i den gamles sted.
1504100094	Det var ingen ende på alt det folk han var fører for. Allikevel har efterkommerne ingen glede av ham, for også dette er tomhet og jag efter vind.
1505010090	Vokt din fot når du går til Guds hus! Å komme dit for å høre er bedre enn når dårene bærer frem offer; for de vet ikke at de gjør ondt.
15050200b3	Vær ikke for snar med din munn, og la ikke ditt hjerte forhaste sig med å bære frem et ord for Guds åsyn! For Gud er i himmelen og du på jorden; la derfor dine ord være få!
1505030055	For av meget strev og kav kommer drømmer, og med for mange ord følger dårlig tale.
1505040070	Når du gjør Gud et løfte, så dryg ikke med å holde det, for han har ikke behag i dårer! Hold det du lover!
1505050042	Bedre er det at du ikke lover, enn at du lover og ikke holder det.
15050600b3	La ikke din munn føre synd over ditt legeme og si ikke til Guds sendebud: Det var av vanvare jeg gjorde det! Hvorfor skal Gud harmes over din tale og ødelegge dine henders verk?
150507006e	For hvor det er mange drømmer, er det også megen tomhet, og likeså hvor det er mange ord. Frykt heller Gud!
15050800eb	Om du ser at den fattige undertrykkes, og at rett og rettferdighet tredes under føtter i landet, så undre dig ikke over den ting! For den som er høitstående, har en høiere til å vokte på sig, og en høieste vokter på dem begge.
1505090058	Og en velsignelse for et land er det med alt dette at det har en konge som folket lyder.
15050a006f	Den som elsker penger, blir ikke mett av penger, og den som elsker rikdom, får aldri nok; også det er tomhet.
15050b006d	Jo mere gods dess flere til å fortære det; og hvad gagn har dets eier av det, annet enn at han får se det?
15050c0068	Arbeiderens søvn er søt, enten han eter lite eller meget; men den rikes metthet lar ham ikke få sove.
15050d0062	Der er et stort onde, som jeg har sett under solen: rikdom gjemt av sin eier til hans egen ulykke.
15050e0061	Går denne rikdom tapt ved et uhell, og han har fått en sønn, så blir det intet igjen for ham.
15050f0088	Som han kom ut av mors liv, skal han igjen gå bort naken som han kom; og ved sitt strev vinner han ikke noget som han kunde ta med sig.
1505100086	Også dette er et stort onde: Aldeles som han kom, skal han gå bort; hvad vinning har han da av at han gjør sig møie bort i været?
1505110066	Dessuten eter han alle sine dager sitt brød i mørket, og megen gremmelse har han og sykdom og vrede.
15051200ea	Se, dette er det jeg har funnet godt og skjønt: å ete og drikke og å gjøre sig til gode til gjengjeld for alt det strev som en møier sig med under solen alle de levedager som Gud gir ham; for det er det gode som blir ham til del.
15051300af	Og når Gud gir et menneske rikdom og skatter og setter ham i stand til å nyte godt av det og ta det som blir ham til del, og glede sig i sitt strev, så er det en Guds gave;
150514006b	for da vil han ikke tenke så meget på sine levedager, fordi Gud svarer ham med å gi ham glede i hjertet.
1506010051	Det er en ulykke som jeg har sett under solen, og som hviler tungt på mennesket:
15060200e7	Når Gud gir en mann rikdom og skatter og ære, så han for sin del ikke fattes noget som han attrår, men Gud ikke setter ham i stand til å nyte godt av det, men en fremmed mann får nyte det, så er det tomhet og en ond lidelse.
15060300e6	Om en mann får hundre barn og lever i mange år, så tallet på hans levedager blir stort, men hans sjel ikke mettes av det gode, og han heller ikke får nogen jordeferd, da sier jeg: Et ufullbåret foster er bedre faren enn han.
