2800000005	Matta
2d0205008c	Wori kwici ka duwe mweko kange ner mwero man ki yiloka mo ki tang dor mwero nin funer, bi diye funere, kakuk cerkangka bolang wucakke Kwama.
2d02060024	Can ya nobo dong dong dike nii mane.
2d0207007c	ki nobo wuro ma nangen luma man ki kurongka, ciin fiya dor ciyero nin caklangka, bwayilen kange wucake, can ne ci dume diri.
2d02080086	Dila nobo cwi dor tiye, wuro ko ciyaka bilenke, ri la ciya kange bwini bilenkeu, funer kange kwenanka wo cilong cilonge an bo cii nen.
2d02090065	Kwama an yirau ki dikero bwir kange fir neret ki dume wo ma cile, ater ki Yahudawa ri nimde Helinawa.
2d020a0080	Dila caklanka kange bwayilen, kange fuwor neret ciyan yi kange nobo gwam wo ma nangen do keneu, ater ki Yahudawa nimde Helinawa.
2d020b001a	Wori Kwama kebo nii nanne.
2d020c0083	Ki nobo gwam wo ma bwiranke kebo ki bolangeu, ciyan bwiya kebo ki bolang, ki nobo wuro ma bwiranke mor bolage a war cinen ki bolang
2d020d006b	Di kebo nobo nuwa bolangti nobo wucak kabum Kwama me, dila nobo ma dikero bolanka tokke ti ciya kaaka tiye.
2d020e009f	Dila no nobo kumtacili wo nyombo bolange, dila ciin ma dike dong dong daten bolange ce nur yime ce, ciin kwom bolangko dorcer, bwen duwal bolang man dor cireu.
2d020f00c5	Ki wo, ciin nungi dikero bolanko cwi tiyeu mulangum mulange mor nere ce. Diker mor nere ciye macinen warke ti, dume ne ceu ken neci warketi kange kwa nere ciyeko kua cii kaka tikang ci dor cero nin
2d0210007b	kange Kwama nin. Wuro an bwi bidiye Kwama a ma bolang dike yurangum yurange wo nobo ce gwam, dor fulen keret Yecu Almasiya.
2d02110056	Bwen duwal mo co dor mweroti Bayahude la mo yim dor bolange mwi kwilangti ki ki Kwama,
2d02120061	ri mo nyumom dike co cwitiye, di mon ciya kange dike dong donge wori cin merang mwen mor bolange;
2d0213005e	Bwen no mon ciya moki bwimwi mo nii tika kabak fugmanin ri, filang fiye nobo wo mor kumtacili,
2d02140089	wo ywel kule tini tiye, nii merangka bi beiyo bi duwatini, la kom wi ki nyomka kange wo bilenke ce mor bolange la wo ke yim kimem bo nyi?
2d02150081	Kom nobo merang kangembo nin tiyeu, kom merangbo dor kimero nina? kom wo kom ma bi weretti kom ki a kure kwiyeu, kom ku kui tiya?
2d02160076	Kom wo ko tokti kom ki kange a mare kayaka, kom ma kayatum tiya? Kom wo kom ko fulen neu, kom ku kui ti bikur wabe ra?
2d02170071	Kom nubo wo ma bilangtum ti kange kungka duwe ki bolangeu, kom ma Kwama nin bangtu ti ki bwini bwanka bolange ka?
2d02180060	La “den Kwama ro fiyabo neka durek nubo kumtacili nin ki ker kumer,” nawo kweri cii mulange.
2d021900a8	Nyo biyeka te lareu wiki mwem fiye kom wiye tano kom bwangten bolangko ri, tano kom yilam nobo mani bwangten bolangko tiyeri, biyeka te lau yilam bwini biyeka te larek.
2d021a007c	Tano, nii biye bo te la'u bwangten dikero bolangko cwitiye ri, ma ni ba tuu nii biyebo te la ce ti na nii wo biyem te la ka?
2d021b00c8	Nii wo biyebo te la ce bwiyeu, di bwangten bolangeu mani a dolti makimen bolang kom nobo biyem te la ra? Wori kom wiki bolangko mulangum mulangeu kange biyeka te la, di duwal kom bwangten bo bolangko!
2d021c0045	Wori ci kebo Bayahudi kale; kaka nii biyem te laak wo diker bwiyereu.
2d021d00b0	Dila cin Bayahudi mor, nyo tak ri biyeka te laa ceko nawo mor nere, kange yuwa tangbe ri kebo bifumer. Nii wo caklanka ceko mania bou fiye nubo wiye, dila abou fiye Kwama wiye.
2d0301003d	La fe lakankawo Bayahude cike? lan fe yokka biyeka te lareko?
2d0302004f	Yora ceko wiki nure kila kila. Ki kaba, Ciin ne Yahudawa dukum fiye Kwama wiye.
2d03030060	La no kangem Yahudawa nebo blenker di? Bwini bilenke ciro, an kicim bilenker Kwama ro nangen na?
2d030400ca	Mania yila ti nyo. La nyeu, Kwama a yila nii bilenker, bwenno nubbo gwam nob cwerkeb di. Nawo mulangumeu,”na nung mwen nawi yilam nii cak-cake mor kere mwe, la na ma turani no mwi bou fiye bolange ri.
2d030500b7	Dila no bwini cak-cake beu an nung cak-cake Kwama ri, la ba tok biki ye? Ban toki biki Kwama man ki cak-cake wo ca bouti ki funer cero bine na? (miki manangen ki kwobkanka nii firek).
2d03060042	La ayilare nyo, la no nyori Kwama a ma dor bitinero nin olang nyi?
2d0307006e	Tano bilenker Kwamar ki cwerke miko yok ten caklanka ce ducce ri, la ye bwi ba men bolangti duwal na bwiranke?
2d030800a3	La ye bwi ma ko tok ti nawo tokan keti cwerketi dor nyere, nawo kangembo tuken nyon toki nyo,” la nyo ma dikero bwir na kendo na bou wa? Bolang ciyeko dong-dong.
2d03090084	Lan nye? ban kaa dor bero nin bati ka? ki bi duware ce. Wori kweri bo tom Yahudawa kange Helinawa gwam ce ki yimbo mor bwirang kere.
2d030a002e	Nawo mulangeu nii cak-cake mani, mani wiin wo.
2d030b0033	Kange nii yomka mani. Kange nii do Kwama tiye mani.
2d030c007e	Ciin tiyangum nure gwam ciye. Gwam ciye ciin yilarangum cii man ki nangen, kange nii mani wo madike dong-dongeu, mani wiin wo.
2d030d0058	Miya ciko na tuwe wumom wume, biyenti ceu ka biboler, mwan nyinonger nacuwek kino nyici.
2d030e0027	Biyen ciro diim ki cwilka kange tweika.
2d030f0026	Na ni ceu ki wulom fiye corka bwiyalek
2d0310001e	Nure ceu dotange kange kayaka.
2d03110021	Nubo buro ynombo nur fuwor nerer.
2d03120019	Tai Kwama mani nuwe ciye.
2d03130060	La na weu ban nyumom dikero bolangka tokeu, bolangko ki tok ker kange nubo buro mor bolange keu.
2d03140073	Wori kange mania fiya cerka ti kabum cer ki nangen bolangek, nuwe ce. La mor bolangek, cin bou ki nyomka bwirangke.
2d03150070	Na weu kebo kange werfunr, cin nung nyomka cak-ake Kwama. Wuro werfunero kange nob dukumembo warker ti dorcereu.
2d0316005b	Cak-cake Kwama fiye bilenker mor Yecu Almasiya ki nobo wo ne bilenke. Wori cwika dorek man.
2d0317003e	Nobo gwam ma bwirangke la cii fwe ki fiye cak-cake Kwama wiye,
2d03180041	La ciin fiya cokka ki luma ca mor fanka ko wo Almasiya Yecu nine.
2d031900a2	La Kwama neken Yecu Almasiya twika nuwange ko ficangeu ki bilenke mor bwiyale ce. Can neken Almasiya na nung cokka cek, wori ci ciyabo kange bwiranke be wo bwiyeu
2d031a0096	mor birom nere ceu. Buro mani nyo nung cak-cake ceu, mor kale naweu. Naco nung dorcero cin warke, naco nungi co nii cerka nubeko ki bilenker mor Yecu.
2d031b005d	Lan fe kungka doreko? cin cokum co. Ki ye bwiye? kin nangen ka? o-ong, la kan ker bilenkerer.
2d031c0050	Lan co wo nyo takti nyoki nii fiya cerka mor bilenkerer kebo ki nangen werfuner.
2d031d006f	Kaka Kwama ka Kwama Yahudawa ki kwa ciye ka? La ci kebo Kwama nubo kumtacili kena? ong, ki nubo kumta cili ken.
2d031e005a	No bicom Kwama wiin di, can cer nii biyem te la-u ki bilenke kange wo biyebeu ki bilenker.
2d031f0051	Bon fulongum werfundo ki bilenkerer ka? La amare nyo! La nyeu, bi tamki werfundo.
2d04010034	La ba tok boki ye wo Ibraim, te be mor tebwiye fiya?
2d04020058	No Ibraim fiya cerka fiye nangene ri ci kin fiyam ker kungka duwek, la kebo kabum Kwama.
2d0403005b	La tak ye bifumro tok tiye? Ibraim ne bilenke Kwama nin, lan kiyeken cak-cake fiye ci wiye.
2d0404005c	Na weu nii wo ma nangen tiyeu, cuner cero mani a kiyeti na luma fiye ci wiye, la dike na ce.
2d04050073	La co wo manki nangeneu, lan ne bilenker nii wo cer no bwiran ker tiyeu, bilen ker cero kiye ken na cak-cake cinen.
2d0406004d	Dauda tok ker bibwiyer dor nii wo Kwama kiye nii cak-cakeu, ki bwini nangene.
2d04070063	La con toki, nob bibwiyereb nobo ci tab ciinen kero bwir ciyereu, buro bwirankereciyeu cumom-cumeu.
2d04080044	Nii bibwiyere wo kibi duware ce Kwwama mani a kiye cinenke ce tiyeu.
2d040900a2	La bibwiyero tokeu ki no dor nubo biyem te la'u ki kwa ci, kaka kange cii nubo biyebo te lareu? Wori bon tok kero, “bilenker Ibraim me kiye cak-cake dor cer.”
2d040a007b	La ci kiye co nyi? Ki bwiko Ibraim biyem tē lāre ce kaka co biyebo ka? Kebo mor biyeka, dila mor bwini biyeka te larek.
2d040b00da	Ibraim yo yirom biye kam bo wuro co dokka kangek bilenkere co cike fiya ca biye beu. Co bibwiyer yiromero wo, dok co ca yilam tee nubo ne bilenkereu gwam. Bwen duwal ci biyebeu. Nyori dike nungeu a kiye cinen cak-cake.
2d040c00b7	Wori nungi con yilam tee nubo biyemeu buro kebo ka tē lā ceu biye meu dila kange nubo buro fuwaten naa ciyeti nur bilenker wo tee be Ibraim fuwau na nimre cii biyem tē lā ceu.
2d040d0086	Wori noro ma Ibraim min kange naniya ceko, can yilam nii kwali dor bitinero boubo werfuneronin la bou cak-cake wo wo bilenkerer mineu.
2d040e0054	Nā nubo burona werfundo ceu nob kwalib di, bilenker manki diker, la noro dubangum.
2d040f0053	La werfunero ki bom nyo ki funer, la fiye ki bwini werfunere di fuwa ka nyalek man.
2d041000af	Lawo kin bilenker na noro yi dor lumar ri na bwangten naniyak Ibraimek gwam, kebo ka nubo bwangten werfun tiye, dila kange nubo buro yilam ki bilenke Ibraime. Cin Tee be gwam,
2d041100c8	Kambo mulangum mulangeu, “min yonen na yilam tee bi tenni, kila kila”. Ibraim kino kabum nii co wo ci ciya cikeu, con Kwama, wo ne nubo bwiya meu dume tiyeu, na cwo diker maniyeu, na bou na no wi.
2d041200b0	Wi yak kange dike bwiti bwiyeu, Ibraim ciya kange Kwama ki bi kwan neret dor kāba cek. La con yilam tee bi tenni kila-kilau kambo yim ceu,”Nyo naniyak mweko a yila tiye.”
2d04130088	Kebo ki yobka mor bilenker. Ibraim nyumom ki bwiceu dolbo bōka bwek (wori cor cero kiyang kwini kwob) kange ciraka fiye borek wice ko.
2d0414007c	La ker nore Kwamaro, Ibaim tintang bo mor bwini neke bilenker, lanyeu, con ma bikwan mor bilenker la con ne Kwama duktangka.
2d04150036	Co diim ki ciyaka Kwama ma cinen nor, la can di cinen.
2d0416001b	Lan kiye wo cak-cake cinen.
2d04170043	La kero wo kiye ci ne neu, mukang bo nace na dor ceroce ki kwāce.
2d04180073	La mulangum ki bo ken. ki nii wo a kiye cinen tiye, bo nobo ba ne bilenker ki nii wo kung Yecu Tee luwe beu bwareu.
2d04190042	Won co wuro ci neken co ker bwiran kerebe, lan kung co na fang bo.
2d0501005d	Kambo ba fiya fanka fiye Kwama wiye ki bilenke, bon fiya luma kange Tee luwebe Yecu Almaciya.
2d05020088	Ci nen bō ken ban fiya doka ki bilenke mor luma Kwamako wo bo tiim dor cereu, la ma kwilangka bwiyek mor yoka nereko duktanka Kwamake.
2d05030073	Kebo ka wuro, dila bo ma kwilangka bwiyek ki nuwaka dotangek beko. Bo nyimom bo dotange beu atin dok bo birom nere,
2d05040060	Birom nere atin bouki mulendo ken, mulendo kendo an bou ki yoka nerek ki ikero a bouti fo kabeu,
2d0505007c	La yoka nereko wuro mani a nebo kwenduwe ti, wori Kwama cor binen cwika ceko mor nerebe ki yuwa tangbe Kwamako wo ci ne beu.
2d05060058	La ki fiyacuwo bo kwambeu, ki kwama dong-dongeu Kiritti bwiyam ker nubo wo man ki Kwama.
2d05070075	La bwei na fiya nii wo a bwiyamti ker nii wo cak-cake, bwen duwaleu kangeri kange nii an cwi naci bwam ker nii kener.
2d0508005e	Dila Kwama nung cwika ceko fiye bo wiye, wori fiyaco bon nob bwirankeu Kiritti bwiyam ker ber.
2d05090053	La na weu bo fiya cire duwece ki bwiyale ce, batin fiya cerka funer Kwama ro cinen.
2d050a00a5	Dila no fiya cwuo bin nob kiyebeu, ywellum tiber bero kange Kwama ki bwar bi bwe cero, la naweu bo fiyam ywelkangka tibere be kange ceu batin fiya cerka ki dume ceu.
2d050b006c	Kebo kawo, la bon bilangi tak Kwama ker Teebe Yecu Kiritti, wo ker cer bo fiya ywel kangka tiberek beko weu.
2d050c0086	La, kambo nii wiin nin bwirangke dou dor bitinere, nyo bwaro dou ker bwirang ke. La bwaro yalati nubo nin gwam wori gwam ma bwirangke.
2d050d0072	La nyimde bolangko dou dor biner di, bwirangke wi dor bitiner dila kiyeka bwiran kere ko mani no bolangko mani ri.
2d050e00a8	Kange wo ri duwaleu, bwaro ma liyar, terti dor Adamu nimde Muca, la kange dor buro mabo bwiran ke yabka diir nyalek nawo Adamu ce wo yilam dangke ce nii wo a bou tiyeu.
2d050f00bb	Dila luma nereko kebo na bwirangke. La no ki bwirangkee nii wiin nubo kila bwiya rangum ri, luma Kwamak duce kange nekako Kwama nebeu ki luma nii wiin, Yecu kiritti, a cuwe ki nubo ducce.
2d051000a9	La numa nere ko kebo na dikero bwiranke nii wiine bou cike. Bolang bwareko bwangu bwiranke nii wiine. Dila luma nerek Kwama ko bwangu bwirangke ducce dila bouki cērka.
2d051100b5	La no ki bwirangke wo wiine bwaro ma liyar kange curo wiine ri, la ayila nyi kange buro yo luma ko ducce kange luma nerek cak-cake ma liyar mor dume kange cuwo wiineu, Yecu Kiritti.
2d0512008c	La kambo bwirangke nii wiin bou ki bwar dor nubero gwameu, la nyo ken nangen cak-cake nii wiineu, bou ki cer ka kange dume wo nubo gwame ce.
2d05130090	La kambo dor bwirangke nii wiineu dok nubo kila yilarangum nob bwirangkebeu, nyo ken dor ki cak-cake nii wiine ri nubo ducce atin yilam cak-cak.
2d0514005e	La bolangko bou ri na cob ten bwiranke. Dila fiye bwiranke ducce ri, luma Kwama kon duce laco.
2d05150082	Wo bwi nyori la kambo bwiranke ma liyar ti mor bware, la nyo luma an ma liyar dor cak-cake wo dume diri ye, mor Kiritti Teluwe be.
2d0601004b	Ye bo tok ti na we? La ban ti maka bwiran kerekori na luma Kwama ko duwiya?
2d06020056	O-ong, mani a mati bo wo bi bwiyam ki maka bwirankeu, ba ma nyi nabi ti yimbo more ce?
2d06030059	La ko nyombo kom ki gwam wo yum mwem Kwamam mor Kiritti Yecu cin yum mwembo mor bware ca?
2d060400c8	Ciin fwerum bo, fiya cuwo, kange co ki yuka mwengek Kwama ko mor bware. Wo bwi nyori, na yilam kambo Kiritti kwenum mor tuwe ki dume kiriti wiin ki duktanka Tee keu la boken bon yayam ki mor dume fwir
2d06050072	wori no bi yilam wiin kange co mor cerkanka bware ceko nin di, ba yilam kange co tak ki kwen ka ceko nin mor tuwe.
2d0606007b	Bi nyimom bo ki nii be car ko cin kulken co ri naci twalum bwiyo wo na bwiranke ce. Wo bwi nyori nabi yila canga bwirankeb.
2d0607003d	Nii wo bwiyameu cin yilam co nii cak-cake fiye bwiranke wiye.
2d06080050	Dila no bi bwiya kange Kiritti ri, bon ne bilenke yila ban yi wari kange co tak.
2d06090078	Bon nyimom boki, cin kungum Kiritti mor nubo bwiyarangume, dila naweu cin wiki dume. Bwaro mani ma liyar ti dor cer tak.
2d060a0074	La ki bwaro coa bwiyam fiye bwiranke wiyeu, co bwa kiriti wiin dor nubo gwam. La yimbo co yimeu, co ki yi ker Kwama.
2d060b0073	Nyori, Kom ke neu, tam kom tu dor kumero nubo bwiyam bwiya bwiranke nin, ri kom ki dume Kwama nin mor Kiritti Yecu.
2d060c0072	La nyori, kom dobre bwiranke a ma liyar dor cūren bwiye kumero nin wo a dok kom neka dilanka ceko nin dur tiyeu.
2d060d010c	Kom ne kende mwanti bwi kimero ki maka bwiranke, wo ci a yilam kwilen nangen ti wo maka dikero man cak-cake ce. Dila kom neken dor kumero Kwama nin na buro cii coku bwar di cii bou ki cii dumeu, nakom neken mwantini bwi komeu Kwama nin na kwilen nangener ro cak-cakeu.
2d060e005f	Kom dob re bwiranke a maliyar dor kumer, wori bolanko mani dor kimer la luma Kwamak dor kumere.
2d060f0062	Ye tak? Ban ma bwiranke wori bolanko mani dorber, di luma Kwamak dorbera? O-ong, mani a bwiti nyo.
2d061000ba	Ko nyombo kom ki no kom neken dorkumero na cangab ri, kom cangab nii wo kom neco dur tiya? La kom cangab bwiranke wo ayati ki nii bware kaka cangab ki neka durek wo ayati ki nii cak-cake
2d06110071	Dila buka kangek Kwama nin! Wori no kom cangab bwirankeb, dila kom ne dur mor nere kume nur merankako cii nekome.
2d0612003a	Kom fiya cerka mor bwiranke la kom yilam cangeb cak-cakeb.
2d06130116	Ma tok kero ti kange kom na nii wori, kom man kii kwan bwi kom. la nawo kom neken mwanti bwiyer kumero na cangab diker mani wucake, kange bwini bwanka bolangek kange maka dikero bwira bwira, nyo tak kom neken mwanti bwiyer komero na cangab dikero cak-cake wo nir kako wucake ce.
2d06140035	Fiyaco kom cangab bwirankeu, cin cer kom ki cak-cake.
2d0615007c	Ki kwama cuwo, ye kom fiya ki nangen kuro wo na weu kom nuwa kwenduwe tiye? Wori dikero kom fiya ti nangendo cuwo nineu bwar
2d06160099	La na weu kom fiya cērka mor bwiranke ri la kom yilam canga Kwamak, kom wiki dikero kom fiya ki nir ka kumeko wucakeu. Diker kom fita tiye dume diriye.
2d06170056	Cuner bwiran kerero bwar, dila luma nerek Kwama ko dume diriye Kiritti Yecu Teluwe be.
2d07010080	Kaka ko nyombo ka, yitub mib (miki tok kange nobo wuro nyomom werfun deu) ki, werfun ca liyar ti dor nii, ya ciko dika dume cek.
2d07020079	Werfundo bwam nawiye nam nau bwece nin, no bwece ki dume ri, no bwece bwiyam ri, ciin cokum co bwaka werfuner na-ka ceko.
2d070300cd	La no bwece wi ki dume ri, no co yi kange nii kange ri, a cuwo co ki, “nii burotum.” Dila no bwece bwiyam ri, ciin cokum co werfun do nin, la co kebo nawiye ma burotum tiye no co yim kange nii kangeri.
2d070400c5	Nyori yitub mib, cin dok kom kin bwiyam mor werfune nin ken, dor bwiyer Kiritti. Nyori naci mwer kangum kom kange kange, nyori nii wo cii kungum mor nubo bwiya meu nin na kom bō Kwama nin bi bei.
2d07050086	No bi mor bwiye ri, dilanka bwiye beko wo werfundo kungu tiyeu, ma nangen ti ki mwantini bwiyer bero nin, na ci bō bwaro nin bi bei.
2d07060098	Dila naweu, cin cokum kom werfundo nin. Bon bwiyam dor dikero cuwo bwam be. Wuro nyo, nabi bwang cinen ten mor yuwa tangbeko fwir, kebo mor bwite carko.
2d070700c0	Ye ba tok ti take? werfundo ki bwici bwiranke ka? A yilare nyo, miki nyom bo bwiranke, nō kebo dor werfuner ri, nō miki nyom bo nung-nung, na kebo wo werfundo ki,” mare nung-nunge di.”
2d07080070	Bwiranke fiya nure mor werfune nin, la co bou ki nung-nungo gwam minen. No werfundo mani ri, bwirang keu bwiyam.
2d0709005c	Fiya co mi ki dume la bolang ko man, la werfundo bou ri, bwiran ke kwenu ken, la min bwiyam.
2d070a0032	Werfundo wo no a bou ti ki dume, yilam bwar minen.
2d070b004e	Wori bwiranke fiya nure ker werfune ro nin bolye. Fiye Werfundo nin twalum ye.
2d070c003b	Nyori bolangko wucak, werfundo wucak, cak-cak ri, yora tak.
2d070d00c8	La dike yilam na keneu bwar mi nen ka? Mani a mati nyo. Dila bwiranke, na nungi cin bwiran ke ki dike yorau, bou ki bwar mi nen. Wuro na nungi ki ker werfuner, bwiranke yi lam bwirankere cum bi kwane.
2d070e0060	La dike ban nyumom bo ki bolanko ki yuwa tangba, dila mi na bwiye ce. Cin miyem ye bwiranke nin.
2d070f005f	La dike mi matiye, ma nyombo, dike mi cwiti na maneu, mi mabo, la dike ma cwibeu cwo mi matiye.
2d07100057	dila no min ma dike ma cwibo mane ri, min ciya kange werfundo, miki werfundo yori kabo.
2d07110031	La caneu, kebo mo matiye, bwiran kere yim minene.
2d07120064	Min nyimom minen, bwimi, dikero ken yibo mi ne minen. Ner maka dikero ken wi minen, la mani ma mati.
2d07130043	Ken ko micwitiyeu mani mi mati, dila bwirko ma cwibeu co mi matiye.
2d07140053	Nomin ma dike ma cwibe ri, yilam kebo mo ma matiye, la co bwiranke wo yim mi neneu.
2d07150056	La min fiya ciyakako minen wo ma cwitin ma dikero keneu, dila dikero bwir ko wi minen.
2d07160035	Min ma bilangtum mor werfun Kwama kange mor nere nii.
2d07170091	La min fiya mor mwanti bwiye mik. Ci ma kiyan ti kange ciyakako fwir ko mor nere miyeu. Tamye na canga ki werfun bwiranke wo mwanti bwiyer mireu.
2d0718002c	Min nii dotange, we a cok yeti bwi bware we?
2d0719009b	Mi bū kwama nin kange mor Yecu Kiritti, Tēluwe be, mo ki bwimi min bwangten werfun Kwama ki ner mir, la ki te bwiye ri mo ki bwangten werfun bwiran ke.
2d08010037	Nyori caneu kuwaka Mani nobody would more Kiritti Yecu.
2d08020051	wori werfun yuwa dumeko more Yecu neneu cērka dor werfuner bwiranke kange bwar.
2d080300c4	Dike werfundo dolbo maka wori ci man kibi kwan mor bwiyeu, Kwama mani. Con tuwomou bi bwece mor cerkangka bwiran bwiyeko ki bwiranke na yilam twika kira bwiran keret la con twalum bwaro mor bwiye.
2d08040067	Ca mawo na dim dike werfundo tok ti more be wuro mani a yayam ti mor bwiteu, di yati mor yuwa nere keu.
2d0805008a	Nubo wuro yim mor bwiyeu, yo ner ciro dor dikero na bwiye ceu, wuro ya yamti mor yuwa nere keu, yo ner ciro mor dikero na yuwa nereko ceu.
2d08060050	Nero wuro yom bwiyeu, bwar, la nero wuro yom yuwa nerekeu dume kange fwor nerek.
2d08070055	Nero yom bwiyeu ma kiyeti kwama nin, wori mani ne durti werfun Kwamar, mani mati tak.
2d0808002f	Nubo wo mor bwiyeu, mani a yo Kwama nin ner ti.
2d0809009b	Nyori, kom mani mor bwiye, kom no mor yuwa nerek, no kibi cuwom yuwa tangbe yim kimen di. La nii wo manki yuwa tangbe ko wo Kiritti ce ri, co man kange co.
2d080a0079	No Kiritti yim kimen di, bwiyo bwiyam fiye bwiran keret dumeu. La yuwa Kwama ko mune neu, ki dume fiye bilen kerero wiye.
2d080b0095	No yuwa Kwama ko wo kung Yecu bwareu yim munen di, co wo co kung Kiritti bwareu, an ne bwi bware kime dume fiye yuwa Kwama ko ni ne, wo yim mune neu.
