2a00000007	Lúcás
2a172c0078	Agus do bhí sé a dtimcheall an seiseadh húair, agus do rinneadh dorchadas ar an dtalamh uile gus a náomheadh húair.
2a172d0058	Agus do dhorchuigheadh an ghrían agus do briseadh brat roinnte an teampuill ann a lár.
2a172e00ae	Agus ar néigheamh Díosa do ghúth mhór, a dubhairt sé, A Athair, táobham mo spiorad ann do lamhaibhsi: agus an tan a dubharit sé na neithesi, do chúaidh a spiorad ás.
2a172f0084	Agus an tráth do chunnaire an caiptíu an ni do rinneadh, tug sé glóir do Dhía, ag rádh, Go firinneach budh firéan an duinesi.
2a173000a1	Agus an pobal uile tháinic a náoinfheachd dá fhéachainsion, a núair do chunncadar na neithe do rinneadh ann, ag búaladh a nochda, do fhilleadar air a nais.
2a1731007c	Agus do sheasadar a dháoine aitheanta, a bhfád úadh, agus na mná do lean é ón Ghalilé, ag féachain ar na neithibhsi.
2a1732006d	Agus, féuch, tháinic fear dar bhainm Ióseph; do bhí na chomhairleach, na dhuine mhaith, agus na fhírean:
2a17330088	Nach a áontaigh dhá gcomhairle ná dá ngníomh súd; ó Arimatéa cathair do thír Iúduighe: agá raibh suil fós ré rioghachd Dé.
2a17340034	Ar ndul dó so chum Pioláid, díarr sé corp Iósa.
2a173500bd	Agus ar na bhúain a núas dó, do chuir sé linéadach na thimcheall, agus do chuir sé a dtúama do bhí ar na thochailt a gcarraic é, ann nach ar cuireadh áonduine roimhesion a ríamh.
2a1736004d	Agus do bé sin lá a nullmhuighthe, agus do bhí an tsabbóid ag druid ríu.
2a17370085	Agus fós na mná, do lean é, agus tháinic leis ón Ghalilé, do chunncadar an túama, agus cionnas do bhí a chórpsan ar na chur.
2a17380099	Agus ar bhfilleadh dhóibh dullmhuigheadar spíosruidhe deaghbhaluidh agus uinnímentighe; agus do chomhuuidheadar lá na sábhoide do réir na háithne.
2a180100b3	Agus an céadlá don tseachdmhuin, tangadar go romhoch ar maidin, chum an túama, ag tabhairt léo na neitheadh deaghbhaluidh dullmhuigheadar, agus mná áirighe eile maille ríu.
2a18020032	Agus fúaradar an chloch ar na hiomlat ón túama.
2a18030046	Agus ar ndul a sdeach dhóibh, ní fhúaradar corp an Tighearna Iósa.
2a18040083	Agus tárla, gur ghabh úathbhás íad fán ní sin, agus féuch, do sheasadar días fear na naice a néaduighibh dealruightheacha:
2a180500a1	Agus ar na ngabháil eagla dóibsion, agus ar gcromadh a naighthe chum na talmhan, a dubhradarsan ríu, Créud fa níartháoi eidir na marbhuibh an lé atá beo?
2a1806007e	Ní bhfuil sé ann so, achd déirigh sé: cuimhnighidh mar a dubhairt sé féin ribh an feadh do bhí sé fós ann sa Ghalilé
2a1807007f	Ag rádh, Is éigin Mac an duine do thabhairt a lámhuibh dháoine peacthach, agus a chrochadh, agus a eiséirghe an treas lá.
2a18080031	Agus do chuimhnigheadarsan ar a bhriathraibhsion,
2a1809006c	Agus ar bhfilleadh ón túama, dfoillsigheadar na neithesi uile don éineasbal dég, agus do cach eile uile.
2a180a0090	Achd a si Muire Mhaghalén, agus Iónna, afus Muire mathair Shéumais, agus na mná eile do bhí maille ríu, dinnis na neithesi do na heasbuil.
2a180b0057	Agus do cheasadarsan a mbríathra mar éadruime cheille, agus nior chreideadar dhóibh.
2a180c00d7	Agus ar néirghe do Pheadar, do rioth sé chum an túama; agus an tan a dféuch sé a sdeach, do chunnairc sé an linéadach na luighe leis féin, agus dimthigh sé, ag déanamh iongantais leis féin fán ngíomhsa.
2a180d0081	Agus, féuch, do chúadar días diobhsan an lásin féin go baile atá trí fithchid sdáide ó Iérusalém, dar ab ainm Emmáus.
2a180e004a	Agus do bhádar ag labhairt eatarra féin ar na neithibhsi uile tarla ann.
2a180f0084	Agus tárla, ar mbeith ag comhrádh dhóibh agus ag ceasdúghadh ré chéile, go dtáinic Iósa féin, agus gur shiubháil sé léo.
2a1810003f	Achd do cungmhadh a súilesion, ionnus nach aitheonchaidís é.
2a18110084	Agus a dubhairt sé ríu, Créd íad na comhraitesi air a bhfuiltí ag teachd cadruibh féin, ag siobhal dibh, agus sibh go bronach?
2a181200cc	Agus ar bhfeagra do neach díobh, dar bhainm Cléophas, a dubhairt sé ris, An bhfuil tusa ad áonar ad choigcrigheach a Niarusalém, agus gan fios na neitheann do rinneadh innte ann sna láethibhsi agad?
2a181300d2	Agus a dubhairt seision ríu, Créd iad na neithe? Agus a dubhradarsan ris, Na neither tháobh Iósa Nasardha, do bhí na fhaigh chumhachdach a ngniómh agus a mbreithir a bfiadhnuisi Dé, agus an phobuil uile:
2a18140075	Cionnas tugadar na hárdsagairt, agus ar núachdarainne é chum breithe bháis do bhreith air, agus do chrochadar é.
2a18150097	Achd do bhí ar súilne gur bheision an té dfuaisgéoladh Isráel: agus leith amuich dhíobh so uile, a sé níu an treas lá ó rinneadh na neithesi.
2a18160071	Agus mar an gcéadna, mná áirighe dhínn féin tháinic go moch chum a túama, do chuireadar úathbhás oruinn;
2a18170087	Agus mar nach bhfuaradar a chorpsan, tangadar, ag rádh, go bhfacadar féin fós taidhbhsi aingeal, a deir go bhfuil sé na bheathaigh.
2a18180086	Agus do chuadar dream áirighe dhá rabh maille rinne chum an túama, agus fuaradar mar a dubhradar na mná: achd ní fhacadar eision.
2a18190082	Agus a dubhairt seision riu, O a dhaoine amadánach agus mallchroidhtheach chum creidmhe dá gach éinni dar labhradar na fáighe!
2a181a005a	A né nar bhéigin do Chríosd na neithesi dfulang, agus dul a sdeach ann a ghlóir féin?
2a181b0095	Agus ar dtionnsgnadh ó Mháoisi agus ó na faighibh uile, do eidirmhínigh sé dhoibh ann sna huile sgriopturaibh na neither bhi dhá tháobh féin.
2a181c0070	Agus do dhruideadar ris an mbaile, ann a rabhadar ag dul: agus do léig seision air go rachadh sé ní is faide.
2a181d00a4	Achd do choimhéignigheadarsan é, ag rádh, Fan aguinne, óir atá sé na thrath nona, agus is deireadh láoi atá ann. Agus do chúaidh se a sdeach dfuireach aca.
2a181e0096	Agus tárla, an tan do chuidh sé chum bí na bhfochair, ar mbreith ar a narán; go rug sé buidheachas, agus ar na bhriseadh, tug sé dhóibhsion é.
2a181f005d	Agus so hosgladh a súilesion, agus daithnidheadar eision; agus do tóghbadh as a namharc é.
2a182000c0	Agus a dubhradarsan eatarra féin, A né nach rabhadar ar gcroidhthe ar lasadh ionnuinn, an feadh do bhí sé ag labhairt rinn ar a tslighe, agus an tan do osguil sé dhuinn na sgrioptúiridh?
2a182100ad	Agus ar néirghe dhoibh ar a núairsin féin, dfilleadar go Híarusalém, agus fúaradar an téinfhear deúg cruinn a bhfochair a chéile, agus an dream do bhí maille ríu,
2a18220051	Ag rádh, Déirigh an Tighearna go firinneach, agus taisbéanadh do Shíomón é.
2a1823006c	Agus dinnisiodarsan na neither do rinneadh ar a tslighe, agus mar do aithnidheadar é a mbriseadh a naráin.
2a18240074	Agus agá labhairt so dhóibhsion, do sheas Iósa féin ann a lár, agus a dubhairt sé ríu, Siocháin maille ribh.
2a18250060	Achd ar mbeith dhóibhsion ar crith agus lán deagla, do sháoileadar gur spiorad do chunncadar.
2a18260086	Agus a dubhairt seision ríu; Créd fá bhduilti ar bhar mbúaidhreadh, agus créd fá a néirghid smúaintighe ann bhar gcroidhthibh?
2a182700a5	Feuchaidh mó lámha agus mó chosa, óir is misi féin atá ann: glacaidh, agus féuchaidh mé; oír ní bhfuil féoil na cnámha ag spioruid, mar do chithi agamsa.
2a18280057	Agus an tan a dubhairt sé na neithesi do thaisbéin sé dhóibh a lámha agus a chosa.
2a182900a1	Achd ar mbeith míchreidmheach dhóibhsion fós tré gháirdeachas, agus ag déanamh iongantais, a dubhairt seision ríu, An bhfuil bíadh ar bith agaibh ann so?
2a182a0045	Agus tugadarsan do cuid díasg rósduighe, agus cuid do chír mheala.
2a182b0042	Agus ar na nglacadh dhósan, dúaidh sé na bhfiafhnuisision íad.
2a182c00fe	Agus a dubhairt sé ríu, Ag so na briathar do labhair mé ribh, a núair do bhí mé fós bhar bhfochair, gur ab éigin na huile neithe atá sgríobhtha a reachd Mháoisi, agus ann sna fáighibh, agus ann sna salmuibh, am thimcheallsa do choimhlíonadh.
2a182d0044	Ann sin dosguil sé a ttuisge, ionnus go dtuigfidís na sgrioptúir,
2a182e0097	Agus a dubhairt sé ríu, Gur mar so do bhi sé sgríobhtha, agus gur mar so dob éigin do Chríosd fulang, agus éiseirghe ó mharbhuibh an treas lá:
2a182f007e	Agus aithrighe agus maitheamhnas na bpeacadh do dheanmóir an ainm do na huile chinidheachuibh, ag tionnsguadh ó Iérusalém.
2a1830002d	Agus is sibhsi fiadhnuiseadha na neitheannsa.
2a1831008c	Agus, féuch, cuirfidh misi gallamhun Mathar féin chugaibh: achd fanoidh a gcathair Iárusalém, no go gcuirthear cumhachda a núas umuibh.
2a18320061	Agus rug sé amach go soithe Betánia íad, agus ar dtóghbháil a lámh, do bheannuigh sé íad.
2a18330066	Agus tárla, ar mbeith dá mbeannughadh dho, gur sgaradh ríu é, agus gur tóghadh súas ar neamh é.
2a1834005c	Agus ar na onóruighadh dhóibhsean, dfilleadar go Híarusalém maille le gáirdeachus mór:
2a18350053	Agus do bhídis do ghnáth ann sa teampoll, ag moladh agus ag beanughadh Dé. Amen.
