0100000008	Suencuek
15090c00d5	Te dongah hlang loh amah tue te a ming van moenih. Boethae kah ngoi dongah aka man nga neh pael loh a tuuk vaa banglam ni a om. Amih hlang koca rhoek tah boethae tue loh a hlaeh tih amih te buengrhuet a tlak thil.
15090d0047	Khomik hmuikah cueihnah he ka hmuh vaengah kai ham tah te te len coeng.
15090e0074	Khopuei he yit tih a khuikah hlang te a yol vaengah tah manghai puei a paan tih a vael phoeiah tluum len a sak thil.
15090f0093	Te vaengah a khuikah khodaeng te hlang cueih la phoe tih a cueihnah neh khopuei te a loeih sak. Tedae hlang loh khodaeng te tah hlang la poek pawh.
1509100088	Te dongah, “Cueihnah he thayung thamal lakah then,” ka ti dae khodaeng kah cueihnah tah a hnaep pah tih a ol te khaw hnatun uh pawh.
1509110056	Hlangcueih ol tah aka ang rhoek aka taemrhai kah a pang lakah mongnah neh a hnatun uh.
1509120057	Cueihnah he caemrhal kah hnopai lakah then dae pakhat kah tholh loh a then muep a phae.
150a010085	Dueknah pilyang loh thungnom situi thaa te a rhim sak bangla vel lunghmangnah vik te cueihnah lakah khaw, thangpomnah lakah khaw nul.
150a02005c	Aka cueih kah lungbuei tah a bantang la mael tih aka ang kah lungbuei tah a banvoei la mael.
150a03007d	Longpuei ah pataeng lunghmang tah lunghmang bangla a lungbuei a talh hil pongpa tih a lunghmang te a cungkuem taengah a thui.
150a04007e	Aka taemrhai kah mueihla loh nang taengah pai mai cakhaw na hmuen phawt boeh. Hoeihnah long ni tholhnah a len khaw a duem sak.
150a050052	Boei mikhmuh lamloh tohtamaeh la aka thoeng ka hmuh te khomik hmuiah a thae la om.
150a06004c	Pavai te hmuensang la muep a khueh vaengah hlanglen tah mathoe la kho a sak.
150a07005a	Marhang dongkah sal rhoek ka hmuh vaengah mangpa rhoek tah diklai ah sal bangla pongpa uh.
150a080051	Rhom aka too khaw a khuila cungku tih vongtung aka phae khaw rhul loh amah a tuk.
150a090056	Lungto aka puen khaw amah ah a kothae tih thing aka phaek khaw te nen te tohngah saeh.
150a0a006f	Thi te duu tih a ha te a haat pawt atah thadueng khaw vak. Tedae rhoeikhangnah tah cueihnah long ni a khui sak.
150a0b004b	Calthai a om pawt ah rhul loh a tuk atah cal kung ham rhoeikhangnah moenih.
150a0c0059	Hlang cueih ka dongkah ol tah mikdaithen om tih aka ang kah hmuilai long tah amah a dolh.
150a0d0068	A ka dongkah ol tongnah te lunghmangnah la om tih a ka dongkah ol bawtnah khaw boethae angvawknah la om.
150a0e007d	Lunghmang tah ol pung tih metla a om khaw hlang loh ming pawh. A hnuk ah metla a om ham khaw a taengah ulong a thui pah voel?
150a0f0057	Hlang ang kah thakthaenah loh amah a kohnue sak tih khopuei la caeh ham khaw ming pawh.
150a10006a	Na manghai khaw camoe tih na mangpa rhoek loh mincang ah nah a caak uh te, khohmuen nang ngawn tah khomap.
150a1100a0	Na manghai te hlangcoelh capa van tih, na mangpa rhoek long khaw rhuihahnah ham pawt tih thayung thamal hamla a tue vaengah aka ca khohmuen nang tah na yoethen.
150a12003b	Ngaknah lamloh tul pae hmawn tih kut poemnah lamloh im cae.
150a130064	Nueihbu ham buh a khueh tih misurtui loh hingnah ko a hoe sak. Tedae tangka loh a cungkuem te a doo.
150a1400b1	Na cangnah nen khaw manghai te tap boeh. Imkhui kah na thingkong dongah khaw hlanglen te tap boeh. Vaan kah vaa loh ol te khuen vetih ol te a phae loh a kungmah taengah thui ve.
150b01004e	Na buh te tui hman ah tueih lamtah a khohnin a cungkuem phoeiah na hmuh bitni.
150b020073	Parhih taeng neh parhet taengah khaw hamsum te pae lamtah khohmuen ah mebang yoethae a pai ham khaw na ming moenih.
150b030089	Khomai a thah atah diklai ah khonal nam tih thing te tuithim lam khaw, tlangpuei lam khaw cungku. Thing a cungku nah hmuen ah pahoi yalh.
150b040049	Khohli aka dawn loh soem pawt vetih khomai dongkah aka so loh at mahpawh.
150b050087	Khohli kah longpuei neh bungko khuikah rhuh a bae te khaw na ming pawt bangla, cungkuem aka saii Pathen kah bibi te na ming van moenih.
150b06009e	Na cangti te mincang ah tuh lamtah hlaem ah khaw na kut te duem sak boeh. Heben hebang ah metla a khui he khaw na ming moenih. Te rhoi te vanat la then ngawn.
150b070039	Vangnah he didip pai tih khomik a hmuh te mik hamla then.
150b0800a1	Hlang he kum a yet a hing van atah a cungkuem dongah a kohoe saeh. Tedae hmaisuep kah khohnin te poek saeh. Aka thoeng ham boeih he a honghi la muep om pueng ni.
150b0900f9	Na tongpang oila vaengah na kohoe sak lamtah na cacawn tue vaengah na lungbuei na voelphoeng sak mako. Na lungbuei kah khosing neh na mik kah hmuhnah dongah pongpa ngawn. Tedae te boeih ham te Pathen loh laitloeknah khuila nang n'khuen ni tila ming.
150b0a007e	Te dongah konoinah te na lungbuei lamloh khoe lamtah boethae khaw na pum lamloh pit laeh. Oila neh cavaa khaw a honghi mai ni.
150c010092	Yoethae khohnin a pai hlan kah na cacawn tue vaengah nang aka suen te poek. Kum loh a pha vaengah tah a khuiah kai hamla kongaih om pawh na ti ni.
150c020059	Khomik neh vangnah, hla neh aisi loh hmuep tih khonal hnukkah khomai a mael hlan vaengah.
150c0300aa	Te khohnin ah tah im tawt rhoek te tonga uh vetih tatthai hlang rhoek khaw khun uh ni. Sum kuelh rhoek khaw muei vetih paa ni. Bangbuet longah aka so khaw a hmuep pah ni.
150c04007f	Thohkhaih te imdak ah a khaih uh vetih sumkuelh ol khaw dim ni. Vaa ol dongah thoo vetih laa sa nu rhoek khaw boeih ngam uh ni.
150c0500d4	A sang neh longpuei ah mueirhih te a rhih uh bal ni. Noe thing khaw khooi vetih tangku khaw canawt ni. Huengaihnah khaw talh tih hlang loh amah kah kumhal im la cet tih aka rhaengsae rhoek loh imdak ah a vael uh.
150c060071	Cak rhui siing a pat pawt ah khaw sui tuidueh paep tih tuisih kah amrhaeng rhek. Tuito kah hmuikil khaw po coeng.
150c070067	Te vaengah laipi tah a om hmuen bangla diklai la mael tih mueihla tah aka pae kung Pathen taengla mael.
150c080044	A honghi kah a honghi ni, thuituenkung loh a honghi ni boeih a thui.
150c0900a7	Aka cueih thuituenkung la a om bangla hoeikhangnah phoeiah khaw pilnam te mingnah neh a tukkil bal tih a khiingmong. Te vaengah thuidoeknah khaw a dueng la muep a khe.
150c0a0053	Thuituenkung loh kongaih ol te hmuh hamla a tlap tih oltak ol te a dueng la a daek.
150c0b006c	Hlang cueih ol tah ciksum bangla, olboep boei aka khing thikhing bangla om. Te te tu dawn pakhat loh a paek.
150c0c0085	Te phoeikah a koeinah la, ka ca te n'thuituen pai saeh. Cabu saii ham he rhu tih bawt pawh. Muep cangnah khaw pumsa kah tawnbanah ni.
150c0d0065	Ol bawtnah la a cungkuem aka ya loh Pathen te rhih lamtah a olpaek te tuem. He he hlang boeih ham ni.
150c0e0069	Bibi boeih neh a thuh boeih te khaw, a thae khaw, a then a khaw Pathen loh laitloeknah khuila a khuen ni.
160000000b	Solomon Laa
1601010028	Laa rhoek khuikah Laa he Solomon kah ni.
1601020050	Namah hlo tah misurtui lakah then tih a ka dongkah moknah neh kai m'mok lah sue.
1601030071	Namah tah situi bo neh na then pai tih situi loh na ming a puem pai. Te dongah ni hula rhoek long nang n'lungnah.
16010400df	Namah hnukah kai m'mawt lamtah yong mai sih. Kai he manghai loh amah imhman la n' khuen coeng. Rhoihui Namah ah ka omngaih uh tih ka kohoe uh. Nang kah hlo rhoek tah misurtui lakah ka poek uh tih vanat la nang n'lungnah uh.
160105006b	Ka muem cakhaw Jerusalem nu rhoek tah Kedar dap banglam khaw, Solomon himbaiyan banglam khaw rhoeprhui mai.
16010600b8	Khomik loh kai n'hmuh tih ka muem dongah nim kai nan hmuh pawh? Ka manu ca rhoek te kai taengah sai tih misurdum aka hung la kai n'khueh uh. Kamah taengkah ka misurdum ka hung pawt ah.
16010700b0	Ka hinglu kah a lungnah te kamah taengah thui lah. Melam na luem sak? Khothun ah melam na kol sak? Te boel tah balae tih na hui rhoek kah tuping taengah aka kulup bangla ka om?
1601080084	Huta rhoek khuiah sakthen te na ming pawt atah boiva kholaeh ah namah cet. Na maae-ca te aka dawn rhoek kah dungtlungim ah luem sak.
1601090048	Ka cangyaeh namah tah Pharaoh leng dongkah ka marhang manu kam puet sak.
16010a003b	Na kam te aitlaeng neh, na rhawn khaw oidik neh damyal mai.
16010b003b	Nang hamla sui aitlaeng neh cak hnathawn khaw n'saii bitni.
16010c004e	Kamah kah rhai-ul tah manghai amah loh a caboei dongah a hmuehmuei la a khueh.
16010d0048	Kamah hlo kah murrah cun tah kamah ham ka rhangsuk laklo ah rhaeh coeng.
16010e0044	Kamah taengkah kamah hlo tah Engedi misurdum kah tlansum thaihsu ni.
16010f003d	Ka cangyaeh tah na rhoep ne, vahui na mik khaw na sakthen ne.
1601100049	Ka hlo nang tah na sakthen ne, mah kah soengca hingsuep khaw naepnoi bal.
160111004c	Lamphai tah mah im kah tungpum saeh lamtah hmaical tah mah kah paekhop saeh.
1602010033	Kai tah Sharon rhaimoei neh tuikol kah tuilipai ni.
160202004f	Mutlo hling puem kah tuilipai bangla tanu lakli tah kamah cangyaeh van pawn ni.
16020300a2	Duup thing lakli thaihthawn kah bangla tongpa lakli ah tah kamah hlo van pawn ni. A hlipkhup ah ka naep tih ka ngol vaengah a thaih khaw ka dang dongah didip mai.
1602040045	Misur im la kai n'khuen tih kai soah amah kah lungnah hnitai a hlaek.
1602050054	Ka lungnah he a tloh dongah yukhap neh kai n'duel tih thaihthawn neh kai n'caih sak.
1602060048	A banvoei kut te ka lu hmui la a tloeng tih a bantang kut loh kai n'kop.
160207009a	Jerusalem nu rhoek nang te kan caeng coeng. Kohong kah sakhi rhuinu long khaw sayuk long khaw n'haeng boel saeh. Lungnah loh a ngaih duela haenghang boeh.
1602080046	Kai hlo ol tah tlang dong a poe, mol dong a buem tih ha pawk coeng he.
160209008a	Kamah hlo tah kirhang neh rhangrhaeh ca aka puet ni. Mah kah thoh hlip ah pai he ne, bangbuet lamloh m'hmaitang tih thohhuel lamloh khooi.
16020a0072	Kamah hlo loh n'doo tih kai taengah, “Ka sakthen neh ka cangyaeh nang te thoo laeh, nang mah halo laeh,” a ti.
16020b0043	Sikding, sikding a poeng atah khonal mael tih amah la cet coeng he.
16020c0051	Diklai ah rhaipai phoe tih laa sak tue pai. Mah khohmuen ah vahu ol n'yaak coeng.
16020d00a5	Thaibu a haengkang te hminkhah coeng tih, misur thaihmoe loh hmuehmuei a yal coeng. Thoo laeh oe, ka sakthen neh ka cangyaeh nang te lo dae lamtah namah mah lo laeh.
16020e00ae	Ka vahui aw, thaelpang thaelrhaep ah khaw, longpoeng huephael ah khaw na mueimae te kai n'tueng lah. Na ol te tui tih na mueimae a rhoeprhui dongah na ol te ka yaak lah mako.
16020f0063	Mah misurdum tah a thaihmoe dongah misurdum aka phae maetang, maetang ca rhoek te mah hamla tu sih.
1602100052	Kamah hlo tah kamah ham saeh lamtah kai khaw anih hamla tuilipai lakli ah ka luem.
1602110086	Khothaih thoeng tih khokhawn a rhaelrham hil khaw mael laeh. Kai hlo nang loh tlang naeng kah kirhang neh rhangrhaeh ca khaw puet lah.
160301006a	Ka hinglu kah a lungnah te khoyin ah ka thingkong dongah ka tlap. Anih te ka tlap dae amah ka hmuh moenih.
16030200aa	Ka thoo laeh vetih kho khopuei khui neh imdak ah khaw, toltung ah khaw ka hil mako. Ka hinglu loh a lungnah te ka tlap laeh mako. Anih te ka tlap dae amah ka hmuh moenih.
1603030061	Khopuei te a hil tih aka tawt rhoek loh kai m'hmuh uh. Ka hinglu kah a lungnah te na hmuh uh nim?
16030400ab	Amih lamloh vel ka poeng vaengah ka hinglu kah a lungnah te ka hmuh. Amah te ka tuuk tih a nu im hil neh kai n'yom nah imkhui hil amah ka khuen duela anih te ka hlah pawh.
160305009a	Jerusalem nu rhoek nang te kan caeng coeng. Kohong kah sakhi rhuinu long khaw sayuk long khaw n'haeng boel saeh. Lungnah loh a ngaih duela haenghang boeh.
160306006f	Myrrah a phum neh thimpom vaidik boeih lamkah hmueihtui tah hmaikhu tung bangla khosoek lamloh aka cet he unim?
1603070072	Solomon taengkah a baiphaih aih ke. A kaepvai kah hlangrhalh sawmrhuk rhoek khaw Israel hlangrhalh khui lamkah ni.
160308007e	Amih boeih tah cunghang a muk uh tih caemtloek neh phaep uh. Hlang loh khoyin kah birhihnah dongah a phai ah a cunghang a vah.
160309003a	Manghai Solomon loh Lebanon thing te amah kah pa la a sak.
16030a0075	A tung te cak neh, a imci te sui neh, a ngoldoelh te daidi neh a saii. A khui tah Jerusalem nu kah lungnah neh a ben.
16030b0097	Cet lamtah manghai Solomon taengkah Zion nu rhoek ke hmu uh lah. A lueinah hnin neh a lungbuei kohoenah hnin ah anih te a manu loh rhuisam neh a khuem.
16040100a4	Ka cangyaeh nang tah na sakthen ne. Namah tah na samtum te a hnuk kah na vahui mik neh na sakthen ne. Na sam tah Gilead tlang lamkah aka laai maae tuping bangla om.
1604020073	Na no te tuihlu lamkah aka luei mul rhuep tuping bangla om. Te boeih te phae tih amih te a dueidah laemhong moenih.
160403007f	Na hmui tah rhuihet a lingdik bangla om tih na olding tah na samtum hnuk ah na baengpae kah tale phaklung bangla rhoeprhui mai.
160404008a	Na rhawn tah David kah rhaltoengim bangla om. Te te lungsang neh a sak tih hlangrhalh photling boeih la a soah photling thawngkhat a bang.
1604050057	Na rhangsuk rhoi tah tuilipai lakli kah aka luem sakhi rhuinu caphae ca rhoi bangla om.
1604060067	Khothaih thoeng tih khokhawn a bawt hil murrah tlang hil neh hmueihtui som duela kamah hamla ka cet ni.
1604070047	Ka cangyaeh nang tah boeih na sakthen tih na khuiah a lolhmaih om pawh.
16040800c3	Vasakung nang Lebanon lamloh kamah taengah, Lebanon lamloh kamah taengah na lo coeng. Amanah lu lamloh, Senir lu neh Hermon lamloh, sathueng khuisaek lamloh, kaihlaeng tlang lamloh na yiin coeng.
1604090078	Ka ngannu aw kai nan hloih coeng. Vasakung aw na mik lamkah pakhat pakhat neh, na rhawn kah oi pakhat neh kai nan hloih.
16040a008a	Ka ngannu neh vasanu nang hlo tah sawtthen tangkik. Na hlo tah misurtui lakah hoeikhang tih, botui boeih lakah na situi hmuehmuei tangkik.
16040b008c	Vasanu nang kah hmuilai ah khoilitui cip tih na lai yung te khoitui neh suktui om. Na himbai kah hmuehmuei khaw Lebanon hmuehmuei bangla om.
16040c0055	Ka ngannu vasanu tah dum la a mak, lungkuk la a mak, tuisih bangla catui a hnah thil.
16040d0048	Khotu tale neh, thaihtae cangtham neh, tlansum rhai-ul neh na pumcumnah.
16040e006e	Dingtawn rhai-ul, singkaek thingsa, hmueihtui thing boeih, murrah thingul, botui boeilu, cungkuem van pawn ni.
16040f004d	Dum kah tuisih, tuito dongkah hingnah tui neh Lebanon lamloh aka sih pawn ni.
16041000b5	Tlangpuei aw haenghang lamtah tuithim aw ha thoeng laeh. Oila Ka dum he yaap lamtah a botui te sih lah saeh. Kai hlo loh amah dum la cet saeh lamtah a thaihtae cangtham ca lah saeh.
16050100f1	Ka ngannu vasanu aw, kamah dum la ka lo coeng. Ka murrah neh ka botui te ka bit. Ka duup neh ka khoitui ka caak. Ka misurtui neh ka suktui khaw ka ok coeng. Rhoihui Ka hui long khaw ca saeh. O saeh lamtah ka hlo rhoek khaw rhuihmil pai saeh.
16050200c9	Ka ih muelh vaengah ka hlo kah a khoek ol loh ka lungbuei a haeng. Ka ngannu, ka cangyaeh, ka vahui neh ka cuemhmuet aw kai hamla ong pai. Ka lu dongkah ka sampin khaw khoyin tuicip, buemtui hah coeng.
160503005d	Ka angkidung te ka pit coeng tih metlam ka bai eh? Ka kho te ka silh dae metlam ka ti sak eh?
1605040041	Ka hlo loh a kut te a put longah a thawt tih anih ham ka ko umya.
160505007e	Kamah hlo te ong pah ham kamah ka thoh vaengah ka kut dongah murrah cip. Ka kutdawn dongkah murrah te thohhna kut dongla long.
16050600b1	Ka hlo hamla ka ong pah vaengah ka hlo tah dongpam tih khum. Ka hinglu tah anih voek hamla cet coeng. Anih te ka toem dae amah ka hmuh moenih. Amah ka khue dae kai n'doo moenih.
16050700af	Khopuei ah aka hil tih aka tawt rhoek loh kai m'hmuh tih kai te n'ngawn uh. Vongtung aka tawt rhoek loh kai te n'hi sak uh tih ka pum dong lamkah ka lumuek hni te a phueih uh.
160508006f	Jerusalem nu nang te ka caeng coeng. Kai hlo te na hmu koinih ka lungnah a tloh te a taengah metlam na thui eh?
160509007c	Huta khuikah sakthen aw, kai hlo lakah nang hlo te metlam a om? Kaimih nan caeng van bangla a hlo lakah nang hlo tah tloe a?
16050a003c	Kamah hlo tah ngo tih thim, a thawngsang soah hnitai la pai.
16050b0043	A lu tah sui kah suicilh la om, a sampin bu tih vangak bangla muem.
16050c005d	A mik rhoi tah sokca tui taengkah vahui bangla, suktui neh a yuh tih a hol hnothen bangla om.
16050d0067	A kam rhoi tah canglak botui, rhaltoeng bo-ul bangla, a hmuilai tah tuilipai neh murrah tuicip la long.
16050e006a	A kut tah timsuih neh a moep sui hnaai van pawn ni. A bung khaw vueino saphi, minhum mueithuh van pawn ni.
16050f0082	A phai rhoi tah suicilh buenhol dongkah a sut lungbok tung van pawn ni. A mueimae neh Lebanon kah lamphai thing coelh van pawn ni.
1605100053	Kamah hlo he a ka didip tih a pum la ngailaemnah la om. He tah ka hui Jerusalem nu.
160601006b	Huta lakli kah sakthen aw, na hlo melam a caeh? Na hlo melam a mael? Anih te namah taengah kan toem mai eh.
1606020064	Kamah hlo tah amah dum la, canglak botui taengla, dum ah luem ham neh tuilipai te yoep hamla suntla.
1606030052	Kai tah kamah hlo ham tih tuilipai lakli ah aka luem kamah hlo tah kamah ham saeh.
1606040072	Ka cangyaeh tah Tirzah bangla na sakthen pai. Rhimom Jerusalem bangla na rhoeprhui tih hnitai aka pai van pawn ni.
1606050070	Na mik te kai hmai lamloh hoi laeh. Amih loh kai n'hnaep. Na sam Gilead lamkah aka laai maae tuping van pawn ni.
160606007a	Na no khaw tuihlu lamloh aka luei tumanu ping van pawn ni. Amih tah boeih phae tih a taengah dueidah laemhong a om moenih.
160607003c	Na samtum hnuk ah na baengpae tah tale phaklung van pawn ni.
1606080041	Manghainu te sawmrhuk, yula sawmrhet neh hula hlangmi naa moenih.
16060900c9	Ka vahui he amah bueng tih amah bueng ni ka cuemhmuet sak. A sak khuiah khaw anih tah a manu hamla caih. Anih tah tanu rhoek loh a hmuh uh tih manghainu loh a uem dongah yula rhoek loh a thangthen bal.
16060a0065	Sakthen mincang bangla, khocil hla bangla, rhimom khomik bangla, hnitai aka pai bangla a dan he unim?
16060b0061	Soklong thing duei hmuh hamla, misur duei tih tale khooi nim sawt hamla yungkha dum ah ka suntla.
16060c004b	Ka hinglu loh Amminadib kah leng dongla kai n'khueh pataeng ka ming moenih.
16060d0099	Mael mai dae, mael mai dae, Sulamit aw mael mai dae, mael mai dae, namah te ni kan dan eh. Tongpang Balae tih Sulamit tah rhaehhmuen lamcawn la n'dan eh?
1607010083	Na kho te hlangcong canu kah khokhom neh sawtthen tangkik. Na phai dongkah phaibong khaw kutthai kut kah bibi neh himbai bangla om.
1607020077	Na yenrhui te kueluek baeldung bangla homtui long khaw vaitah pawh. Na bungko te khaw tuilipai loh cang hlom neh a ven.
160703003d	Na rhangsuk rhoi tah sakhi rhuinu caphae ca rhoi van pawn ni.
16070400b2	Na rhawn tah rhaltoeng vueino van pawn ni. Na mik tah Bathrabbim vongka kah Heshbon tuibuem van pawn ni. Na hnarhong tah Damasku rhaldan aka tawt Lebanon rhaltoengim van pawn ni.
160705006c	Na sokah na lu tah Karmel tlang van pawn ni. Na lu samloeng tah manghai sammuei, daidi samdueng van pawn ni.
160706003d	Lungnah, omthenbawnnah neh sawtthen tangkik tih hmae tangkik.
1607070040	Na sang loh rhophoe a puet tih na rhangsuk loh thaihsu coeng he.
16070800a8	“Rhophoe dongah ka yoeng saeh lamtah a koi te ka hlan eh?,’ ka ti. Na rhangsuk tah misur thaihsu bangla om laeh saeh. Na hnarhong hmueih tah thaihthawn van pawn ni.
160709006b	Na ka tah misurtui then van pawn ni. Oila Kamah hlo taengah caeh vaengah no neh lai khaw vanat la khuep uh.
