0100000006	1 Mose
141404004f	Onihafoɔ mfuntum nʼasase wɔ ne berɛ mu; enti ɛduru twaberɛ a ɔnnya hwee.
141405004a	Onipa akoma apɛdeɛ yɛ subunu mu, nanso onipa a ɔwɔ nhunumu no twetwe.
141406005b	Nnipa dodoɔ no ara ka sɛ wɔwɔ ɔdɔ a ɛnsa da, na hwan na ɔbɛtumi ahunu ɔnokwafoɔ?
1414070040	Ɔteneneeni bu ɔbra kronkron; nhyira ne ne mma a wɔba nʼakyi.
141408004e	Sɛ ɔhene tena nʼahennwa so bu atɛn a, ɔde nʼani huhu bɔne nyinaa so gu.
141409004f	Hwan na ɔbɛtumi aka sɛ, “Mapra mʼakoma mu; meyɛ kronn na menni bɔne”?
14140a003e	Nkariboɔ ne susudua a ɛnyɛ papa no Awurade kyiri ne mmienu.
14140b0047	Mpo wɔnam abɔfra nneyɛɛ so hunu no, sɛ ne suban yɛ kronn ne papa.
14140c004b	Aso a wɔde te asɛm ne ani a wɔde hunu adeɛ, Awurade na wayɛ ne mmienu.
14140d0049	Mma nna nyɛ wo dɛ, na woanni hia; ɛnna, na wobɛnya aduane ama abu so.
14140e005b	Ɔtɔfoɔ ka sɛ, “Ɛnyɛ, ɛnyɛ!” nanso sɛ ɔkɔ a, ɔde deɛ watɔ no hoahoa ne ho.
14140f0068	Sika kɔkɔɔ wɔ hɔ, na nhwenepa nso abu so, na ano a ɛka nimdeɛ nsɛm yɛ ɔbohemaa a ɛho yɛ nna.
141410005d	Fa obi a ɔdi ɔhɔhoɔ akagyinamu atadeɛ; sɛ ɔregyina ɔbaa huhufoɔ akyi a, fa si awowa.
1414110065	Aduane a wɔnya no ɛkwan bɔne so no yɛ onipa anomu dɛ, nanso akyire no ɛdane mmosea wɔ nʼanom.
1414120043	Pɛ afotuo yɛ wo nhyehyɛeɛ; sɛ wotu ɔsa a, nya ho akwankyerɛ.
1414130048	Osekuni da kokoamsɛm adi; enti twe wo ho firi onipa a ɔkasa bebree ho.
141414004e	Sɛ obi dome nʼagya anaasɛ ne maame a, wɔbɛdum ne kanea wɔ esum kabii mu.
1414150045	Agyapadeɛ a wɔpere ho nya no ahyɛaseɛ no renyɛ nhyira akyire no.
141416004b	Nka sɛ, “Mɛtua wo saa bɔne yi so ka!” Twɛn Awurade, na ɔbɛgye wo.
1414170048	Awurade kyiri nkariboɔ a ɛnyɛ papa, na nsisie nsania nso nsɔ nʼani.
1414180059	Awurade na ɔkyerɛ onipa anammɔntuo. Na ɛbɛyɛ dɛn na obi bɛte nʼankasa akwan ase?
1414190041	Obi pɛ ntɛm hyɛ bɔ, ansa na wadwene ho a, ɔsum ne ho afidie.
14141a004b	Ɔhene nyansafoɔ hunu amumuyɛfoɔ; na ɔde ayuyamfidie hankra fa wɔn so.
14141b0040	Awurade kanea hwehwɛ onipa honhom mu, ɛhwehwɛ ne mu baabiara.
14141c0044	Ɔdɔ ne nokorɛdie bɔ ɔhene ho ban; nʼadɔeɛ ma nʼahennwa tim.
14141d004c	Mmeranteɛ animuonyam ne wɔn ahoɔden, tidwono nso ne mmasiriwa animuonyam.
14141e0038	Ɔhweɛ ne apirakuro hohoro amumuyɛ mmaaka te akoma mu.
141501005a	Ɔhene akoma da Awurade nsam; ɔkyerɛ no ɛkwan te sɛ asutene ma ɔkɔ baabiara a ɔpɛ.
1415020045	Onipa akwan nyinaa tene wɔ nʼani so, nanso Awurade na ɔkari akoma.
1415030045	Sɛ woyɛ adepa ne adeɛ a ɛtene a ɛsɔ Awurade ani sene afɔrebɔ.
141504004f	Ani a ɛtra ntɔn ne ahomasoɔ akoma, ne amumuyɛfoɔ asetena nyinaa yɛ bɔne!
1415050045	Nsiyɛfoɔ nhyehyɛeɛ de mfasoɔ ba sɛdeɛ ntɛmpɛ kɔwie ohia no.
1415060040	Ahonya a nkontompo tɛkrɛma de ba no yɛ huhuro ne owuo afidie.
1415070055	Amumuyɛfoɔ basabasayɛ bɛtwe wɔn akɔ, ɛfiri sɛ wɔmpɛ sɛ wɔyɛ deɛ ɛtene.
1415080052	Onipa a ɔdi fɔ no akwan yɛ kɔntɔnkye, na deɛ ne ho nni asɛm no adeyɛ tene.
1415090057	Suhyɛ twɛtwɛwa ase baabi tena yɛ sene sɛ wo ne ɔyere ntɔkwapɛfoɔ bɛtena efie.
14150a003e	Omumuyɛfoɔ kɔn dɔ bɔne; ɔnni ahummɔborɔ mma ne yɔnko.
14150b0068	Sɛ wɔtwe fɛdifoɔ aso a, ntetekwaafoɔ hunu nyansa, sɛ wɔkyerɛkyerɛ onyansafoɔ a, ɔnya nimdeɛ.
14150c005f	Ɔteneneeni no nim deɛ ɛrekɔso wɔ omumuyɛfoɔ fie na ɔde omumuyɛfoɔ no kɔ ɔsɛeɛ mu.
14150d0057	Sɛ onipa sisi nʼaso wɔ mmɔborɔni su ho a ɔno nso bɛsu afrɛ, na wɔrennye no so.
14150e003f	Kokoam adekyɛ dwodwo akoma, kɛtɛasehyɛ nso pata abufuhyeɛ.
14150f0050	Sɛ wobu atɛntenenee a, teneneefoɔ anigye nanso ɛyɛ ahunahuna ma abɔnefoɔ.
1415100046	Onipa a ɔmane firi nhunumu kwan soɔ no bɛhome wɔ awufoɔ fekuo mu.
1415110055	Deɛ ɔdi ahosɛpɛ akyi no bɛyɛ ohiani; deɛ ɔpɛ nsã ne ngo no rennya ne ho da.
141512005b	Amumuyɛfoɔ de wɔn nkwa to hɔ ma teneneefoɔ, na atorofoɔ yɛ saa ma wɔn a wɔyɛ pɛ.
141513005e	Ɛyɛ sɛ wobɛtena ɛserɛ so, sene sɛ wo ne ɔyere ntɔkwapɛfoɔ a nʼakoma ha no bɛtena.
141514004e	Nnuane pa ne ngo ayɛ onyansafoɔ fie ma, nanso ɔkwasea di deɛ ɔwɔ nyinaa.
141515003f	Deɛ ɔti tenenee ne ɔdɔ no ɔnya nkwa, yiedie ne animuonyam.
141516005f	Onyansafoɔ to hyɛ ahoɔdenfoɔ kuropɔn so na ɔdwiri abandenden a wɔn werɛ hyɛ mu gu fam.
1415170043	Deɛ ɔkora nʼano ne ne tɛkrɛma no ɔtwe ne ho firi amanenya ho.
141518005b	Ɔhantanni a ɔma ne ho so no, ne din ne “Ɔfɛdifoɔ” ɔde ahantan ntrasoɔ yɛ adeɛ.
1415190053	Deɛ ɔkwadwofoɔ kɔn dɔ no bɛyɛ owuo ama no, ɛfiri sɛ ne nsa mpɛ adwumayɛ.
14151a0055	Ɛda mu nyinaa ɔpere sɛ ɔbɛnya bebree, nanso ɔteneneeni deɛ, ɔma a ɔnnodo ho.
14151b0050	Omumuyɛfoɔ afɔrebɔ yɛ akyiwadeɛ, ne titire ne sɛ ɔde adwemmɔne bata ho.
14151c0045	Adansekurumdini bɛyera, na obiara a ɔtie noɔ no nso wɔbɛsɛe no.
14151d0046	Amumuyɛfoɔ di akakabensɛm na ɔteneneeni deɛ, ɔdwene nʼakwan ho.
14151e004f	Nyansa, nhunumu ne nhyehyɛeɛ biara nni hɔ a ɛbɛtumi ayɛ yie atia Awurade.
14151f003f	Wɔsiesie apɔnkɔ ma ɔko da, nanso nkonimdie yɛ Awurade dea.
1416010056	Edin pa yɛ sene ahonya bebrebe; sɛ wɔbɛdi wo ni yɛ sene dwetɛ anaa sikakɔkɔɔ.
1416020043	Ɔdefoɔ ne ohiani wɔ adeɛ baako, Awurade ne wɔn nyinaa Yɛfoɔ.
141603005d	Onitefoɔ hunu amanehunu a ɛreba na ɔhinta ne ho, nanso atetekwaa kɔ nʼanim kɔnya amane.
141604003d	Ahobrɛaseɛ ne Awurade suro ma ahonya ne animuonyam ne nkwa.
1416050059	Nkasɛɛ ne mfidie wɔ amumuyɛfoɔ akwan so, nanso deɛ ɔbɔ ne kra ho ban no mmɛn ho.
1416060040	Kyerɛ abɔfra ɛkwan a ɔmfa so, na sɛ ɔnyini a ɔremfiri so.
1416070043	Adefoɔ di ahiafoɔ so, na boseagyeni yɛ deɛ ɔde fɛm ɔsomfoɔ.
1416080046	Deɛ ɔdua amumuyɛsɛm no twa ɔhaw na wɔbɛsɛe nʼabufuhyeɛ abaa.
1416090043	Ɔyamyɛfoɔ bɛnya nhyira ɛfiri sɛ ɔne ahiafoɔ kyɛ nʼaduane.
14160a0049	Pam ɔfɛdifoɔ na basabasayɛ nso bɛkɔ; ntɔkwa ne atɛnnidie to atwa.
14160b0050	Obi a ɔdɔ akoma a emu teɛ na ne kasa ho yɛ nyam bɛnya ɔhene afa no adamfo.
14160c0035	Awurade ani wɛn nimdeɛ, na ɔsɛe ɔtorofoɔ nsɛm.
14160d0063	Ɔkwadwofoɔ ka sɛ, “Gyata bi wɔ mfikyire hɔ!” anaasɛ, “Wɔbɛkum me wɔ mmɔntene so.”
14160e005b	Ɔbaa waresɛefoɔ anomu yɛ amena donkudonku; deɛ ɔhyɛ Awurade abufuo ase no bɛtɔ mu.
14160f004f	Agyimisɛm kyekyere abɔfra akoma ho, nanso ntenesoɔ abaa bɛpamo akɔ akyiri.
141610005d	Obi bɛsisi ohiani de apɛ ahonya anaa ɔbɛkyɛ ɔdefoɔ adeɛ, ne nyinaa de no kɔ ohia mu.
1416110044	Yɛ aso na tie anyansasɛm yi; fa wʼakoma di me nkyerɛkyerɛ akyi,
1416120052	ɛfiri sɛ ɛyɛ sɛ wokora saa nsɛm yi wɔ wʼakoma mu, na ne nyinaa ada wʼano.
1416130049	Sɛdeɛ wode wo ho bɛto Awurade so, merekyerɛkyerɛ wo ɛnnɛ, aane wo.
1416140041	Mentwerɛɛ mmɛ aduasa mmaa wo, deɛ ɛyɛ afotusɛm ne nimdeɛ,
1416150071	a ɛkyerɛkyerɛ wo nokorɛ ne deɛ akyinnyeɛ nni ho, sɛdeɛ wobɛnya mmuaeɛ pa ama deɛ ɔsomaa woɔ no anaa?
141616005c	Mmɔ ahiafoɔ korɔno, sɛ wɔyɛ ahiafoɔ enti, na nnsisi wɔn a wɔnni bie wɔ asɛnniiɛ,
1416170054	ɛfiri sɛ Awurade bɛdi wɔn asɛm ama wɔn na wafom afa wɔn a wɔfom ahiafoɔ fa.
1416180047	Mfa obi a ne bo ha no adamfo, na mmfa wo ho mmɔ deɛ ne bo nkyɛre fu,
1416190036	anyɛ saa a, wobɛsua nʼakwan na woakɔtɔ afidie mu.
14161a0052	Ɛnyɛ deɛ ɔde ne nsa hyɛ krataa ase di agyinamu, anaasɛ deɛ ɔdi akagyinamu;
14161b0041	na sɛ wonni deɛ wɔde tua a wɔbɛhwan wo mpa mpo afiri wʼase.
14161c0044	Ntutu tete aboɔ a wɔde ato hyeɛ; deɛ wo nananom de sisii hɔ no.
14161d0073	Wohunu odwumayɛfoɔ a ne nsa akokwa nʼadwuma ho anaa? Ahemfo anim na ɔbɛsom, na ɔrensom wɔ mpapahwekwaa anim.
1417010041	Sɛ wo ne ɔhene bi to nsa didi a, hwɛ deɛ ɛsi wʼanim no yie,
1417020026	Sɛ woyɛ adidibrada a, hyɛ wo ho so.
141703004f	Nni nʼaduane akɔnnɔ akɔnnɔ no akyi, ɛfiri sɛ saa aduane no daadaa nnipa.
141704003a	Mmiri wo mogya ani mpɛ sika; hunu nyansa na to wo bo ase.
1417050064	Wʼani bɔɔ sika so ara pɛ, na atu ayera, ampa ara ɛbɛfu ntaban na atu akɔ ewiem sɛ ɔkɔdeɛ.
141706003c	Nni obi a ɔyɛ pɛpɛɛ aduane nni nʼakɔnnɔ aduane akyi;
141707006c	ɛfiri sɛ ɔyɛ obi a ɛberɛ biara ɔdwene sika ho. Ɔka sɛ, “Didi na nom,” nanso ɛnyɛ nʼakoma mu.
1417080041	Kakra a woadi no wobɛfe na ɛno enti wo nkamfo ho remma mfasoɔ.
1417090048	Nkasa nkyerɛ ɔkwasea, ɛfiri sɛ ɔremfa nyansa a ɛwɔ wo kasa mu no.
14170a004b	Ntutu tete aboɔ a wɔde ato hyeɛ ngu, na ntra hyeɛ nkɔ nwisiaa mfuo mu,
14170b0041	ɛfiri sɛ, wɔn Gyefoɔ yɛ den, na ɔbɛdi wɔn asɛm ama wɔn.
14170c003d	Ma wʼakoma mmra nkyerɛkyerɛ so na wɛn wʼaso tie nimdeɛ.
14170d0043	Ntwentwɛne abɔfra ntenesoɔ so; sɛ wode abaa tene no a, ɔrenwu.
14170e002e	Fa abaa twe nʼaso na gye ne kra firi owuo mu.
14170f003f	Me ba, sɛ wʼakoma hunu nyansa a, ɛnneɛ mʼakoma ani bɛgye;
141710003a	sɛ wʼano ka deɛ ɛtene a me mu adeɛ nyinaa ani bɛgye.
141711004d	Mma wʼani mmerɛ abɔnefoɔ, mmom bɔ Awurade suro ho mmɔden ɛberɛ biara.
1417120046	Ampa ara anidasoɔ wɔ hɔ ma wo daakye, na wʼanidasoɔ renyɛ ɔkwa.
141713003e	Me ba, tie, na hunu nyansa, ma wʼakoma mfa ɛkwan tenenee so.
1417140043	Mfa wo ho mmɔ akɔwensafoɔ anaasɛ wɔn a wɔpɛ ɛnam mmorosoɔ,
1417150059	ɛfiri sɛ, akɔwensafoɔ ne adidibradafoɔ bɛyɛ ahiafoɔ, na anikum fira wɔn ntomago.
141716004b	Tie wʼagya a ɔwoo woɔ no, na sɛ wo maame bɔ aberewa a, mmu no animtia.
141717003c	Tɔ nokorɛ na ntɔn da; nya nyansa, ahohyɛsoɔ ne nhunumu.
1417180051	Ɔteneneeni agya wɔ anigyeɛ bebree; deɛ ɔwɔ ɔba nyansafoɔ no anigye ne ho.
1417190049	Ma wʼagya ne wo maame ani nnye; ma ɔbaa a ɔwoo woɔ no nnya ahosɛpɛ.
14171a0037	Me ba, fa wʼakoma ma me na ma wʼani nkɔ mʼakwan ho,
14171b0044	na odwamanfoɔ yɛ amena donkudonku ɔyere sansani yɛ ɔdaadaafoɔ.
14171c0049	Ɔtɛ, twɛn, te sɛ ɔkwanmukafoɔ na ɔma mmarima mu atorofoɔ dɔɔso.
14171d0093	Hwan na wɔadome no? Hwan na ɔdi awerɛhoɔ? Hwan na ɔdi apereapereɛ? Hwan na ɔnwiinwii? Hwan na wapirapira hunaa? Hwan na mogya ada nʼani so?
14171e003a	Wɔn a wɔkyɛre nsã ho, na wɔka nsã a wɔafrafra hwɛ.
14171f005f	Nhwɛ nsã ani kɔkɔɔ no haa, ɛberɛ a ɛretwa yerɛ yerɛ wɔ kuruwa mu, na ɛkɔ yɔɔ no.
141720003c	Awieeɛ no ɛka te sɛ ɔwɔ na ɛwɔ borɔ te sɛ ahurutoa.
1417210046	Wʼani bɛhunu nneɛma a wonhunuu da, na woadwene nneɛma basabasa ho.
1417220077	Wobɛtɔ ntintan te sɛ hyɛn mu dwumayɛni a, ɔkura ɛhyɛn dua a, ɛrehinhim mu den, na ɛdenkye denkye wɔ ɛpo so.
1417230083	Na wobɛka sɛ, “Wɔbɔ me, nanso mempira. Wɔboro me, nanso mente ɔyea biara. Ɛberɛ bɛn na menyane akɔpɛ nsã anom bio?”
1418010034	Mma wʼani mmerɛ amumuyɛfoɔ, mfa wo ho mmɔ wɔn;
1418020063	Ɛfiri sɛ, wɔn akoma dwene atirimuɔdensɛm ho, na wɔn ano ka deɛ ɛde basabasayɛ ba ho asɛm.
1418030038	Wɔde nyansa na ɛsi efie, na nhunumu mu na wɔma ɛtim;
1418040053	ɛnam nimdeɛ so na wɔnya ademudeɛ a ɛho yɛ na na ɛyɛ fɛ hyehyɛ nʼadan mu.
141805003d	Onyansafoɔ wɔ tumi a ɛso, na onimdefoɔ nyini ahoɔden mu;
141806004c	deɛ ɔretu sa hia akwankyerɛ, deɛ ɔrepɛ nkonimdie no hia afotufoɔ pii.
141807004d	Nyansa wɔ akyiri dodo ma ɔkwasea; wɔ apono ano dwabɔ mu no ɔnni hwee ka.
1418080038	Onipa ɔbɔ pɔ bɔne no wɔbɛfrɛ no ɔkɔtwebrɛfoɔ.
141809003a	Ogyimifoɔ nhyehyɛeɛ yɛ bɔne, nnipa kyiri ɔfɛdifoɔ.
14180a0033	Sɛ wʼabamu go wɔ ɔhaw mu a, na wʼahoɔden sua!
14180b005f	Gye wɔn a wɔde wɔn rekɔ akɔkum wɔn no nkwa; na sianka wɔn a wɔtɔ ntintan kɔ akumiiɛ.
14180c00a1	Sɛ woka sɛ, “Na yɛnnim yei ho hwee a,” deɛ ɔkari akoma hwɛ no nhunu anaa? Deɛ ɔbɔ wo nkwa ho ban no nnim anaa? Ɔrentua deɛ obiara ayɛ so ka anaa?
14180d0047	Me ba, di ɛwoɔ, ɛfiri sɛ ɛyɛ; ɛwokyɛm mu woɔ yɛ wʼanomu dɛ.
14180e0067	Hunu nso sɛ nyansa yɛ wo kra dɛ; sɛ wonya a, wowɔ anidasoɔ ma daakye, na wʼanidasoɔ renyɛ kwa.
14180f004d	Nkɔtɛ ɔteneneeni fie sɛ ɔkwanmukafoɔ, na ɛnkɔto nhyɛ nʼatenaeɛ so,
1418100076	Ɛwom sɛ ɔteneneeni hwe ase mpɛn nson deɛ, nanso ɔsɔre bio, na amumuyɛfoɔ deɛ, amanehunu baako ma wɔhwe ase.
1418110059	Sɛ wo ɔtamfoɔ hwe ase a mma ɛnyɛ wo dɛ; na sɛ ɔsunti a mma wʼakoma nni ahurisie,
1418120056	ɛfiri sɛ Awurade bɛhunu wʼadwene na ɔrempɛ na ɔbɛyi nʼabufuhyeɛ afiri ne so.
1418130047	Ɛnha wo ho wɔ abɔnefoɔ enti na ɛmma wʼani mmere amumuyɛfoɔ nso,
1418140054	ɛfiri sɛ, ɔbɔnefoɔ nni anidasoɔ biara daakye, na wɔbɛdum amumuyɛfoɔ kanea.
1418150041	Me ba, suro Awurade ne ɔhene, na mfa wo ho mmɔ adɔnyɛfoɔ ho,
141816006e	ɛfiri sɛ saa baanu yi de ɔsɛeɛ bɛba wɔn so mpofirim, na hwan na ɔnim amanehunu ko a wɔbɛtumi de aba?
1418170046	Yeinom nso yɛ anyansafoɔ Nsɛnka: Atemmuo a animhwɛ wɔ mu no nyɛ:
1418180073	Obiara a ɔbɛka akyerɛ deɛ ɔdi fɔ sɛ, “Wo ho nni asɛm” no nnipa bɛdome no na amanaman remmɔ no din pa.
141819004c	Na wɔn a wɔbu afɔdifoɔ fɔ no ɛbɛsi wɔn yie, na nhyira bɛba wɔn so.
14181a0019	Mmuaeɛ pa te sɛ mfeano.
14181b003b	Wie wo mfikyidwuma na siesie wo mfuo; ɛno akyi, si wo fie.
14181c0045	Nni adanseɛ ntia ɔyɔnko a ɔnyɛɛ wo hwee, na mfa wʼano nnaadaa.
14181d0055	Nka sɛ, “Deɛ wayɛ me no me nso mɛyɛ no bi; deɛ ɔyɛeɛ no metua ne so ka.”
14181e004b	Menante faa onihafoɔ afuo ho twaa mu wɔ deɛ ɔnni adwene bobefuo nso ho;
14181f0054	nkasɛɛ afu wɔ baabiara, wira afu akata asase no so, na aboɔ afasuo no nso abubu.
1418200044	Mede mʼadwene kɔɔ deɛ mehunuiɛ no so na mesuaa biribi firii mu:
1418210038	nna kakra, nkotɔ kakra, nsa a woabobɔ de rehome kakra,
14182200b0	bɛma ohia aba wo so sɛ ɔkwanmukafoɔ na nneɛma ho nna bɛba wo so sɛ obi a ɔkura akodeɛ. Na ohia bɛto akyere wo sɛ ɔkwanmukafoɔ; ahokyere bɛtoa wo sɛ ɔkorɔmfoɔ.
141901004c	Yeinom yɛ Salomo mmɛbusɛm nkekaho a Yudahene Hesekia afotufoɔ twerɛeɛ:
141902006c	Ɛyɛ Onyankopɔn animuonyamhyɛ sɛ wɔde asɛm sie; sɛ wɔpɛɛpɛɛ asɛm mu nso hyɛ ahemfo animuonyam.
1419030059	Sɛdeɛ ɔsoro korɔn na asase mu dɔ no, saa ara na wɔrentumi nhwehwɛ ahemfo akoma mu.
141904004b	Sɛ wɔyi dwetɛ ho a, dwetɛdwumfoɔ tumi de yɛ adeɛ a ɛho wɔ mfasoɔ;
1419050043	Yi amumuyɛfoɔ firi ɔhene anim, na tenenee bɛma nʼahennwa atim.
141906003e	Mma wo ho so wɔ ɔhene anim, na mpere diberɛ wɔ atitire mu;
1419070083	Ɛyɛ ma no sɛ ɔbɛka akyerɛ wo sɛ, “Bra soro ha,” sene sɛ ɔbɛbrɛ wo ase wɔ otitire bi anim. Deɛ wode wʼani ahunu no
1419080061	mpɛ ntɛm mfa nkɔ asɛnniiɛ, na sɛ awieeɛ no wo yɔnko gu wʼanim ase a ɛdeɛn na wobɛyɛ?
141909003e	Sɛ wo ne wo yɔnko di asɛm a nna obi foforɔ ahintasɛm adi,
14190a0056	anyɛ saa a, deɛ ɔbɛte no bɛgu wʼanim ase na edin bɔne a wobɛnya no rempepa da.
14190b006b	Asɛm a wɔka no sɛdeɛ ɛfata no te sɛ sika kɔkɔɔ a wɔabɔ sɛ aprɛ de atuatua dwetɛ nsiesieɛ mu.
14190c0076	Sikakɔkɔɔ asomuadeɛ anaa sikakɔkɔɔ amapa ahyehyɛdeɛ te sɛ onyansafoɔ animka a ɔde ma deɛ ɔyɛ aso ma no.
14190d0092	Sɛdeɛ sukyerɛmma ma ewiem dwoɔ wɔ otwa berɛ mu no saa ara na ɔsomafoɔ nokwafoɔ teɛ ma wɔn a wɔsoma no; na ɔma ne wuranom akomatɔyam.
14190e0062	Omununkum ne mframa a ɛmfa osutɔ mma no te sɛ onipa a ɔde akyɛdeɛ a ɔmmfa mma hoahoa ne ho.
14190f0042	Ntoboaseɛ ma sodifoɔ ti da, na tɛkrɛmabereɛ tumi bu dompe mu.
1419100039	Sɛ wonya ɛwoɔ a, enni ntra so, ne bebrebe bɛma woafe.
1419110036	Ntaa nkɔ wo yɔnko fie, wo ho fono no a, ɔbɛtan wo.
141912005d	Onipa a ɔdi adansekurumu tia ne yɔnko no te sɛ aporibaa, afena anaa bɛmma a ano yɛ nnam.
141913005e	Ɛse a ɛyare kaka anaa ɛnan a ɛyɛ apakye te sɛ deɛ wode wo ho to ɔtorofoɔ so hiada mu.
1419140083	Deɛ ɔto dwom kyere ɔwerɛhoni no te sɛ deɛ ɔpa ntoma gu awɔberɛ mu anaa te sɛ nsã nyinyanyinya a wɔhwie gu afransa soɔ.
1419150055	Sɛ ɛkɔm de wo ɔtamfoɔ a, ma no aduane nni; sɛ osukɔm de no a, ma no nsuo nnom.
141916004e	Sɛ woyɛ saa a, wobɛsoso gyasramma agu nʼatifi, na Awurade bɛma wo akatua.
141917005a	Sɛdeɛ atifi fam mframa de osutɔ ba no, saa ara na tɛkrɛma a ɛdi nsekuro de omuna ba.
141918005e	Ɛyɛ sɛ wobɛtena suhyɛ ase mantweaa bi, sene sɛ wo ne ɔyere ntɔkwapɛfoɔ bɛtena efie.
141919004c	Nsuonwunu a ɔkra a ato baha nya no te sɛ asɛmmɔdɛ a ɛfiri akyirikyiri.
14191a005e	Asutire a ahono anaa abura a ayɛ pɔtɔɔ, te sɛ ɔteneneeni a ɔgyaa ne ho ma amumuyɛfoɔ.
14191b0054	Ɛnyɛ sɛ wɔdi ɛwoɔ ntrasoɔ, na ɛnyɛ fɛ nso sɛ obi pɛ animuonyam ma ne ho.
14191c0047	Onipa a ɔnni ahohyɛsoɔ no te sɛ kuropɔn a nʼafasuo abubu agu fam.
141a01006e	Sɛdeɛ sukyerɛmma te ahuhuro berɛ anaasɛ osutɔ te wɔ otwa berɛ no saa ara na animuonyam mfata ɔkwasea.
141a02005e	Sɛdeɛ apatuprɛ tuo anaasɛ asomfena tu danedane ne ho no, saa ara na nnuabɔ hunu nsi hwee.
141a030064	Ɔkafoɔ abaa wɔ hɔ ma ɔpɔnkɔ, nnareka wɔ hɔ ma afunumu, na abaa wɔ hɔ ma nkwaseafoɔ akyi.
141a040050	Nhwɛ ɔkwasea agyimisɛm so mma no mmuaeɛ, anyɛ saa a wo nso bɛyɛ sɛ ɔno.
141a050054	Gyina ɔkwasea agyimisɛm so ma no mmuaeɛ anyɛ saa a ɛbɛyɛ no sɛ ɔnim nyansa.
141a06005c	Sɛ wode nkra bi soma ɔkwasea a, ɛte sɛ woatwa wʼankasa nan anaasɛ woafrɛ basabasayɛ.
141a070049	Apakye nan a awu na ɛsensɛn hɔ no, yɛ abɛbusɛm a ɛda ɔkwasea ano.
141a080050	Ɛboɔ a wɔakyekyere afam ahwimmoɔ so, te sɛ animuonyam a wɔde ama ɔkwasea.
141a09004c	Nkasɛɛ dua a ɛkura ɔkɔwensani no te sɛ abɛbusɛm a ɛda ɔkwasea ano.
141a0a004d	Deɛ ɔbɔ ɔkwasea anaa obi hunu paa no te sɛ agyantoni a ɔpira nnipa kwa.
141a0b0051	Sɛdeɛ ɔkraman sane kɔ ne feɛ ho no, saa ara na ɔkwasea ti nʼagyimisɛm mu.
141a0c005c	Woahunu obi a ɔyɛ onyansafoɔ wɔ nʼankasa ani so? Anidasoɔ pii wɔ ɔkwasea mu sene no.
141a0d004f	Ɔkwadwofoɔ ka sɛ, “Gyata wɔ ɛkwan no mu, gyata nenam mmɔntene no so!”
141a0e0064	Sɛdeɛ ɛpono di akɔneaba wɔ ne mponterɛ so no, saa ara na ɔkwadwofoɔ twa ne ho wɔ ne mpa so.
141a0f004f	Ɔkwadwofoɔ de ne nsa si aduane mu, na ɛyɛ no aniha sɛ ɔbɛyi akɔ nʼano.
141a100065	Ɔkwadwofoɔ yɛ onyansafoɔ wɔ ɔno ankasa ani so sene nnipa baason a wɔdwene asɛm ho na wɔabua.
141a110069	Obi a ɔsɔ ɔkraman aso twe noɔ no te sɛ obi a ɔretwam na ɔde ne ho kɔfra ntɔkwa a ɛmfa ne ho mu.
141a120032	Ɔbɔdamfoɔ a ɔtoto atuo anaa agyan kɔdiawuo no
141a130048	te sɛ obi a, ɔdaadaa ne yɔnko na ɔka sɛ, “Na mede redi agorɔ!”
141a14003a	Yensin hi a, ogya dum; nsekuro nni hɔ a ntɔkwa toɔ twa.
141a150069	Sɛdeɛ gyabidie dane gyasramma na anyina dane ogya no, saa ara na ntɔkwapɛfoɔ hyɛ ntɔkwa mu kutupa.
141a16004f	Osekuni anom asɛm te sɛ mfremfremadeɛ; ɛwurawura kɔ onipa akwaa mu nyinaa.
141a170058	Sɛdeɛ wɔde dwetɛ fi adura asankago ho no saa ara na anoɔdɛ kata amumuyɛ akoma so.
141a180044	Onipa bɔne kasa te sɛ deɛ ɔyɛ, nanso nnaadaa ahyɛ nʼakoma ma.
141a190062	Ɛwom sɛ ne kasa yɛ dɛ deɛ, nanso ɛnnye no nni, ɛfiri sɛ akyiwadeɛ nson ahyɛ nʼakoma ma.
141a1a0054	Ebia nnaadaa bɛkata nʼadwemmɔne so, nanso nʼamumuyɛsɛm bɛda adi wɔ badwa mu.
141a1b004f	Sɛ onipa tu amena a, ɔbɛto mu; sɛ onipa pire ɔboɔ a, ɛbɛsane aba ne so.
141a1c004d	Atorɔ tɛkrɛma kyiri wɔn a ɔgu wɔn ho fi, na nnaadaa ano de ɔsɛeɛ ba.
141b01003b	Mfa ɔkyena nhoahoa wo ho, na wonnim deɛ ɛda bi de bɛba.
141b020055	Ma ɔfoforɔ nkamfo wo; na ɛnyɛ wʼankasa; ma ɛmfiri ɔfoforɔ anomu na ɛnyɛ wo.
141b03005b	Ɛboɔ mu yɛ duru, na anwea yɛ adesoa, nanso ɔkwasea abufuhyeɛ yɛ duru sene emu biara.
141b04005a	Abufuo tirim yɛ den, na abufuhyeɛ sɛe adeɛ, na hwan na ɔbɛtumi agyina ninkuntwe ano?
141b05002a	Animka a ɛda edwa yɛ sene ɔdɔ a asuma.
141b060046	Apirakuro a ɛfiri adamfo nkyɛn no yɛ sene ɔtamfoɔ mfeano bebrebe.
141b070062	Ɛwoɔ nyɛ deɛ wameeɛ akɔnnɔ, nanso deɛ ɛkɔm de noɔ no, deɛ ɛyɛ nwono yɛ nʼanom dɛ.
