0100000005	Camba
2c101f0048	Ɓa loffa ɗe ne: «Kosa Yeesu Heɗi, fu hey muce, fu na ɓi kahan fu.»
2c10200045	Ŋ ineem, ɓa woosa ɗe woo kiŋ Heɗi, a yi na ɓi gen kahan ce jen.
2c102100a4	Ŋ wahtuuneem ŋ ɗooƴ weka, ƴaara niiɗee kasoona ɓayya Pool na Silaas, a ɓookiɗta ɓa gaañ caŋ ɓa; a ɓoktuusa ŋ ɗiska ɗiska, a yi na ɓi kahan ce jen.
2c10220073	Ƴutta, a ɓayya ɓa ŋ kahan ce, a degiɗta ɓa kañam, a summba lool ŋ ini a kos Kooh, a yi na ɓi kahan ce jen.
2c1023007d	Wa Kooh wiis, kilifaaca kanak ca adgohee kur ka tuuƴca ɓi alkaate ne ɓa woya ƴaara niiɗee kasoona ne a faɗis ƴaaɓaam.
2c1024005d	Yeem woosa Pool ne: «Kilifaaci woosohiɗ nga so ne ɗu faɗsu; kon pulaat ɗu kaɗ na jam.»
2c102500f9	Waaye Pool woosa alkaateeca ne: «Ɓa atteeɗi ɓoo, ɓa laɓɗukka ɓoo ŋ fiki ɓooɓi, ƴutta ɓa taƴca ɓoo ŋ kasooni, te moona ɓoo ɓaah ŋ Rom. Kotii ɓa waaɗ ɓoo faɗis te wa yegsuu e? Muk! Ɓa hayaat ɓeɗ ŋ haf ɓa, ɓa puliɗ ɓoo!»
2c10260069	Alkaateeca woosa kilifaaca kanak ca ineem, ɓeem tiitta lool wa ɓa kerah ne Pool na Silaas ɓaah ŋ Rom.
2c1027005b	Ɓa hayya ɓa ɗaasnuke, ɓa puliɗta ɓa ŋ kasoona, ɓa kiimmba ɓa ne ɓa pul kur-taaha.
2c10280094	Wa ɓa pul kasoona, Pool na Silaas kaɗta kahan Liidi. Ɓa hotohha na ɓaah caŋ ɓoo kosiɗ ca, ɓa ñaahha ɓa ŋ kosa ɓa kos. Ƴutta ɓa cootta.
2c11010084	Wa ɓa kurkoh Filippi, Pool na Silaas taammba Amfipolis na Apoloni, ɓa kaɗta Tessalonik. Ŋ ndaam, Yawuut ca raakeen sinaagog nga.
2c11020095	Pool kaɗta nga, findi a na tumohee wa. Mbehi na iɗsiɗkohse reesa ɗah, a woyee na ɓa ŋ ini kaɗ ŋ Fiis ci, po ca nikka mbeh iɗsiɗkoha kaahay.
2c1103009f	A toksiɗeeɗa ɓa Fiis ci, a teeɓeeɗa ɓa ne Mucɗohi Gapohse joyee joy kaan, a hulit. A woosa ne: «Yeesu yi mi na woyee ɗu yeem, a yi Mucɗohi Gapohse.»
2c1104009a	Woo ceem aassa ɓi Yawuut, ɓa hunnda na Pool na Silaas. Ɓo' laayiɗ ŋ Gerek ci nup Kooh, na ɓitiɓ laayiɗ ɓaah ŋ raakiɗ tiik ca nammba hun na ɓa.
2c110500db	Waaye Yawuut ca ɓinooɓa, siis ammba ɓa, ɓa parahha ɓi ɓo' mbalay mbalay ŋ mbeeddaaca, ɓa nangɗohha ɓa po ɓa ɗuuɗiɗta kur-taaha. Ɓa kaɗta kahan Yasoon waaka Pool na Silaas ne ɓa ɓay ɓa ŋ fiki ɓooɓa.
2c110600ea	Waaye ɓa raakɗi ɓa nga, ɓa ɓayya Yasoon na ɓi ɓo' wiiriis ŋ ɓaah caŋ ɓoo kosiɗ ca, ɓa faseeɗa ɓa po ŋ fiki kilifaacaŋ kur ka. Ɓa woyeeɗa ŋ ɗafka ne: «Ƴaaɓii yoondɗiɗ adinaani jen te ɓa reyiɗ naa ndii kotii!
2c11070093	Yasoon dalɗiɗ ɓa ŋ kahan ce. Ɓa jen ɓa na haɓɗe ini ɗaloh na nakoh ciŋ buuri yakkiŋ Rom, ɓa woo ne buur wiiriis raakiɗ, teeku Yeesu!»
2c11080029	Woo ceem jaahiɗta mboolnda na kilifaaca.
2c11090055	Kilifaaca sannga faɗis Yasoon na ɓinooɓa, po ɓeem tayle kopor, ɓa hannda faɗsu.
2c110a008b	Ɓaah caŋ ɓoo kosiɗ ca jaarra ɓay Pool na Silaas ŋ ɗooƴ weka, ɓa cootiɗta ɓa Beree. Wa ɓa ree, ɓa kaɗta sinaagogaŋ Yawuut ca.
2c110b00cb	Yawuut ca genee nga ɓeɗ uupee rangsuk ɓaŋ Tessalonik, ɓa teyɗukeen woo kiŋ Kooh te ɓa sawarra nga lool. Kooh-nu-wiis ɗah, ɓa jangee Fiis ci ne ɓa marak andi ini ɓa na jangɗasse wa keeh wala.
2c110c0058	Laayiɗ nga ɓa kossa. Ɓitiɓ raakiɗ tiik na ɓi ƴaar laayiɗ ŋ Gerek ca nammba kos.
2c110d00a4	Waaye wa Yawuut ca genee Tessalonik kerah ne Pool yaa nam yegɗoh woo kiŋ Kooh ŋ Beree, ɓa nammba kaɗ ndaam, ɓa yopeeɗa mboolnda, ɓa ɓekeeɗa ɓa ŋ ɗuuɗ.
2c110e006a	Ŋ ineem ɓaah caŋ ɓoo kosiɗ ca arra cootiɗ Pool po ŋ cookma, waaye Silaas na Timoote tassa ŋ Beree.
2c110f0090	Ɓi ɓendee Pool ɓayya ɗe po Ateen. Ƴutta ɓa dokukka Beree na nakohiŋ Pool ne Silaas na Timoote raakaat ɗe ndaam findi wa uup gaawoh ɗah.
2c1110008f	Wa Pool nik ŋ Ateen, a sekeeɗa Silaas na Timoote, a hotta findi kur ka riifoh na nataal ciŋ kooh ci nikaaɗiici, a raakka aay-keeñ miskiɗ.
2c111100a3	A jombeeɗa na Yawuut ca na ɓa nikeeɗi Yawuut te ɓa ñaamkeeɗa Kooh ŋ sinaagoga. Kooh-nu-wiis a meeɗ meeɗ woo na ɓooɓa a raakee ŋ ɗiska na toonohse jen.
2c11120157	Ŋ ineem, wa raakeen ɓi ɓo', ɓa ɓaahee ŋ liiɓoh ci na woyse Epikireen na ɓi na woyse Istowiseen, ɓa taastiɗoheeɗa na ɗe. Ɓum woyeeɗa ne: «Jombohii waaɗ woo ye?» Ɓinooɓa, wa ɓa kerah Pool woyeeɗa Yegɗohiŋ Muci, wi kaɗ ŋ Yeesu na hultiŋ kaaniɗ ci, ɓa woyeeɗa ne: «Wa mand haa ne a na yegɗohe kooh ci ɓoo inahɗi.»
2c111300d5	Weɗ ɓa hunoh na Pool, ɓa ɓayya ɗe cohohaanaŋ ɓa na woyse Aryopaas, ɓa woosa ɗe ne: «Fu yii ɓek ɓoo nof na in ci ɓoo inahɗi te ɓoo waaɗiɗ inah ini ca tokis. Kon teeɓa ɓoo in ci fu na jangɗohe.»
2c1115004b	(Ɓi Ateen jen na hanheeca genee na ɓa nikohee naandsuk na sikɗuk in as.)
2c11160086	Wa Pool tufuk ŋ fiki ɓooɓa cohee ŋ Aryopaasa, a woosa ne: «Ɗu ɓi gen Ateen, ŋ hotiɗ ne nik kos ɗah, ɗu ndengɗukootiɗ nga.
2c111700da	Laam wi maa tiindsuke, ŋ markeeɗa in ci ɗu na ñaamkohe, raakiɗ seeƴkohaani ŋ hot nga sah, wa fiisu inii: “Wuu koohi inhassaaɗiini.” Ini ɗu na ñaamke te ɗu inahɗaa, ineem weɗ ŋ hay ne ŋ inhiɗ ɗu wa.
2c11180088	Kooh yi fer adinaani na in ci nik ŋ ɗooƴi jen, te a yi Heɗ Eel ci na kehƴi, a genɗi ŋ ɗisik ci na kiimohse ci yaah ɓo' haɓiɗ.
2c11190077	A namɗi etoh ne yaah ɓo' taambkohee ɗe po haa a etoh etoh in, a yi kay na one ɓo' ci jen kipes na iik na in ci jen.
2c111a0073	A taamboh ŋ ɓo' yino, a ferra cuuɓ nu nik, ne ca gen kehƴi jen; waa nu nga na jamanooniŋ wa na kikiƴ ciŋ wa.
2c111b006e	Kooh tumiɗ ineem ne ɓooɓi min ɗe waak, ɓa saaɓɗee po ɓa hend nga ɗe. Moona a usɗi ali ɓo' nga ɓoo.
2c111c007c	Laam a yi tah ɓoo pese, kaɗee haye, nikka; findi yino ngaŋ jangtukoh ciŋ ɗu woyoha an: “Ɓoo nam nik set ciŋ ɗe.”
2c111d00a2	Kon nik ne ɓoo set ciŋ Kooh ɗah, mbaa ɓoo joyɗi amb ne Kooh mand na in pesuuɗ moɗiɗ, findi nataal urus, haalis wala atoh ci ɓo' haɓiɗ ŋ liiɓoha ɓo'.
2c111e00a1	Kooh marakɗi ŋ in ca haɓɗassee ɗeɓgaan jen, wa ɓooɓa inahɗi, kotii a yii ɓeeɗuk ɓooɓi jen, ŋ ɗisik nu ɓa min nik ɗah, ne ɓa ɓoƴsoh pesohaaɗ.
2c111f00ad	A gapiɗ mbehi a atte'ohan adinaani jen atte yurhiɗ, te a kooɗiɗ ɓo' wuu ineem. Ŋ hultiɗi a hultiɗ ɓoyeem, a teeɓiɗ ɓooɓi jen wooriɗ ne a yi atte'ohi a kooɗ.»
2c11200093	Wa ɓa kerah Pool woyeeɗa ŋ hultiŋ kaaniɗ ci, ɓum njembteeɗa ɗe, ɓinooɓi woosa ɗe ne: «Ɓoo hey ɗa sikɗukisse ŋ ineem mbeh wiiriis.»
2c1121001c	Ŋ ineem Pool pulla, cootta.
2c11220089	Raakka ɓooɓi kos, ɓa taambiɗta ɗe; Denis ya ɓaahee ŋ ɓooɓaŋ Aryopaasa ɓaah nga, na ɓitiɓ teeku Damaris, na ɓi ɓo' wiiriis.
2c12010032	Wa inaam coot, Pool pulla Ateen, a kaɗta Korenta.
2c120200e0	A cohha na Yawuut nga na woyse Akilaas rimohu kur kaŋ Pontos. Raak yeem han ree, puloh Itaali na ɓitiice Pirisil. Waam raak Kolod, buura yakka ŋ Rom nakoheen ne, Yawuut ca jen pulaat Rom. Pool kaɗta ɗiskaŋ ɓi Akilaas,
2c12030068	sagu ina ɓa ɓaahee panguk, ɓa nikee haɓɗoh ɗiip baas; a gennda na ɓa, ɓa hunnda, ɓa pangkeeɗa.
2c1204007a	Mbehi na iɗsiɗkohse nu ree ɗah, Pool kooɗ woo ŋ sinaagoga ne a woo na Yawuut ca na ɓi nikɗi Yawuut, ne ɓa min kos.
2c120500ce	Mbeh, Silaas na Timoote pulohha Maseduwaan ɓa hayya raake Pool ŋ Korenta. Ina kooɗoh waam, Pool faɗta pangka, a toppa ŋ yegɗohiŋ Woo ki kotii; a teeɓeeɗa Yawuut ca ne a Yeesu a yi Mucɗohi Gapohse.
2c120600e1	Waaye Yawuut ca hiñoheeɗa ɗe, ɓa ɓaseeɗa ɗe. Wa raakka mbeh, a irippa kulɓaacaŋ ɗe, a woosa ɓa ne: «Ɗu sooƴ ɗah, e ɗu ɓeka haf ɗu! Mi nak, ŋ hooliɗ nga. Ini kooɗoh woti mi yii kaɗ ŋ ɓi nikɗi Yawuut.»
2c1207007b	A pulla ndaam, a kaɗta kahan ƴaar teeku Ticiyus Yustus, ƴaareem nikee ñaamkoh Kooh te kahan ce nikee ŋ sero sinaagoga.
2c1208009c	Ƴaara adgohee sinaagoga teeksee Kirispus, a yi na ɓi kahan ce jen, kossa Heɗi, laayiɗ ŋ ɓi Korenta ɓi sikɗukee Pool nameeɗa kos, ɓa ɓoktasseeɗa.
2c12090062	Wa raakka wek, Heɗi teeɓukka Pool findi heeƴ, a woosa ɗe ne: «Kana neƴƴoh, kana ɗek, woya,
2c120a009e	laam mi yii na ɗa. Ali ɓo' deganɗi ɗa yaah, ali ɓo' tumanɗi ɗa miskiɗ, laam ɓooɓiŋ ngo laayiɗ ŋ kur kii, ɓi joy kerah woo kiŋ ɗa ne ɓa kos.»
2c120b0054	Ŋ ineem, Pool nikka ŋ Korenta kiis na camban, a jangɗeeɗa ɓooɓa woo kiŋ Kooh.
2c120c008b	Ŋ jamanoonaam, Galiyoŋ tumuusa goornooraŋ Rom ngaŋ Akaay, jaarra Yawuut ca hunnda, ɓa hiñoheeɗa Pool, ɓa ɓayya ɗe ŋ atte'ohaana,
2c120d005f	ɓa woosa ne: «Ƴaarii na ɓeke ɓooɓi ŋ ñaamuk Kooh ñaamuk ɗalohiɗ na wi waasi nakoh.»
2c120e00a9	Pool heeɗa woye, hennda Galiyoŋ woosa Yawuut ca ne: «Sikɗukaat to ɗu ɓi Yawuut ci, nikee ne a tum njaahum wala ro' yakak ɗah, ŋ heen ɗu ɓoofɗe ŋ sikɗuk ɗu;
2c120f0086	waaye wii, wa taastiɗoh ŋ woo na tiik ŋ ini kaɗ ŋ waasiŋ ɗu. Weem wa wuu ɗu, ŋ waaɗɗi nik atte'oh ŋ ini kaɗ ŋ in ceem.»
2c12100026	Ŋ ineem, a aannja ɓa ŋ atte'ohaana.
2c1211007f	Weɗ ɓa hunoh jen, ɓa ammba Sosten ya adgohee sinaagoga, ɓa laɓeeɗa ɗe ŋ fiki atte'ohaana, waaye Galiyoŋ faaleeɗi ɓa.
2c121200e5	Pool tassa ŋ Korenta in samiɗ maañ, ƴutta a askohha na kosiɗ ca, a aassa ŋ batoona na kaɗe Siri, a hunnda na Pirisil na Akilaas. Waaye bala a aasan batoona ɗah, a nenukka ŋ Señsare, laam a tumeen ina a giñee po ƴutta.
2c12130080	Wa ɓa kaɗ po ɓa reesa Efes, a saɓsukohha na ɓa ndaam; a yi ŋ haf ce, a kaɗta ŋ sinaagoga, a ɓeesɗoheeɗa na Yawuut ca,
2c12140044	ɓeem kiimeeɗa ɗe ne a ɓaat nik nga ƴissuut, waaye a teyɗukɗi.
2c12150091	A askohha na ɓa, a woosa ɓa ne: «Ŋ hey ɗu hayisse marke, ne wa neɓ Kooh ɗah.» A aassa bato, a kurkohha Efes, a taalndiɗta ɓaaɓaŋ ɗe.
2c1216006c	Wa ɓa ree Seesare, Pool ruhussa, a kaɗta Yerusalem ne a kañɗa ɓi Janguuna, ƴutta a nammba kaɗ Añcos.
2c12170086	A nikka nga in samiɗ maañ, ƴutta a kaɗeeɗa kur na kur ŋ ɓakaŋ Galaat na Firisi, a ndengɗeeɗa taalubeeca jen ŋ kosi ɓa kos.
2c12180077	Raakeen Yawuut na woyse Apolos a genee Aleksandiri, a hayya Efes. A nikee ɓo' miniɗ woo, te a inheen Fiis ci baahiɗ.
2c1219008d	A jangɗasseen waasiŋ Heɗi te a sawareen lool. A woyeeɗa, a jangɗoheeɗa hooliɗ ŋ ini kaɗ ŋ Yeesu. Waaye a inhee ɓoktiŋ Yahya dong.
2c121a0099	A cammba woo na ooluk ŋ sinaagoga. Wa Pirisil na Akilaas sikɗuk jangɗohiŋ ɗe, ɓa hotta ɗe ŋ pet, ɓa ɓaatta ɗe pooksohiɗ hooliɗ waasiŋ Kooh.
2c121b00dc	Ƴutta, a waaɗta kaɗ Akaay, ɓaah caŋ ɓoo kosiɗ ca ñaahha ɗe nga. Ɓa fiissa kayit wuu taalubeeca nikee ŋ Akaay ne ɓa taambkoh ɗe baahiɗ. Wa a ree, Kooh baahohha ɗe po a raakiɗta kosiɗ ca njiriñ keeh-keeh.
2c121c0085	Laam a ɓuree Yawuut ca ɓur keeh-keeh ŋ fiki ɓooɓa jen, te a taambohee ŋ Fiis ci, a teeɓoheeɗa ne Yeesu a yi Mucɗohi Gapohse.
2c1301007a	Wa Apolos nik ŋ Korenta, raak Pool ŋ ɓaaɓaŋ ɗe ŋ kur caŋ tangooca, ƴutta a kaɗta Efes, a raakka ɓi taalube nga,
2c13020090	a meekissa ɓa ne: «Wi ɗu kos, ɗu rahsiɗ Fuuɗsi Hoolohngaani e?» Ɓa woosa ɗe ne: «Ɓoo moosɗi kerhoh ne Fuuɗis Hoolohngaan raakiɗ.»
2c13030055	Pool woosa ɓa ne: «Ɗu ɓoktu winde ɓokit?» Ɓa loffa ɗe ne: «Ɓoktiŋ Yahya.»
2c13040081	A woosa ɓa ne: «Yahya ɓoktee ɓi waaɗee ɓoƴsoh pesohaaɗ. A woyeeɗa ɓooɓa ne ɓa kosaat yi na haye ŋ finhooce, Yeesu!»
2c13050039	Wa ɓa kerah ineem, ɓa ɓoktuusa ŋ tiikiŋ Yeesu Heɗi.
2c13060086	Pool degga ɓa yaah ciŋ ɗe, Fuuɗsi Hoolohngaani ruhussa nga ɓa, ɓa cammba jomb ŋ ɓi peɗeem wiiriis, ɓa woyeeɗa woo-woosuuɗ.
2c1307002d	Ini ree ƴaar ndaŋkiyaah na kanak nikee nga.
2c130800b1	Ŋ finho ineem, Pool kaɗta sinaagoga, a woyeeɗa na ɓa na ooluk ini ree caɓin kaahay. A woyeeɗa na ɓa ŋ Nguuriŋ-Kooh, a ndengɗukeeɗa nga, ne ɓi a woyee na ɓa min kos.
2c13090111	Waaye laayiɗ nga ɓa ndennga haf, ɓa sannga kos, ɓa woyeeɗa woo moɗaaɗi ŋ waasiŋ Heɗi ŋ fiki ɓooɓa cohee ŋ ɗiska. Ineem tahha po a saɓsukohha na ɓa, a hunnda na taalubeeca, a taalndiɗta a woyeeɗa na ɓa Kooh-nu-wiis ŋ jangohaaraŋ ƴaara woysee Tirannus.
2c130a0072	Ineem kaɗeeɗa po wa tummba kiis kanak, ɓooɓa genee Asi jen, Yawuut na nikaaɗi Yawuut, kerahha woo kiŋ Heɗi.
2c130b0039	Waam, Kooh tumeeɗa ɓi keemaan feyohiɗ taamboh ŋ Pool.
2c130c0094	Kaɗta po ɓooɓa meeɗta ɓay seeket ca wala kulɓaaca laalee faaniŋ ɗe, ɓa degeeɗa ca kosaayiɗ ca, ɓeem wireeɗa, jiiniica puleeɗa nga ɓa.
2c130d00bb	Wa raakeen Yawuut ca meeɗ wil, aañeeɗa jiiniici, ɓa jeemeeɗa aañoh jiiniica ambee ɓooɓa tiikiŋ Yeesu Heɗi an: «Ŋ tiikiŋ Yeesu yi Pool na yegɗohe, mi yii woo ɗu ne pulaat!»
2c130e0083	Ɓooɓa tumee ineem nikee kuɓuuci ƴaar ci yasna-kanak ciŋ ƴaara woysee Sewaa, a ɓaahee ŋ seeƴkiɗoh ca yakak caŋ Yawuut ca.
2c130f0064	Waaye jiinnda loffa ɓa ne: «Ŋ inhiɗ Yeesu te ŋ inhiɗ ya ɓa a yi Pool, waaye ɗu, e ɗu ɓa?»
2c1310009b	Ŋ ineem ƴaara jiinndeem ambee faɗsukka ɓa, a uupiɗta ɓa hatil, a tumeeɗa ɓa miskiɗ po ɓa jen ɓa pulla kahna na mbup, tas ɓarang, gaañsukohiɗ.
2c1311006e	Ɓooɓa genee Efes, Yawuut na nikaaɗi Yawuut kerahhaa; ɓa jen ɓa tiitta, ɓa eɗta tiikiŋ Yeesu Heɗi cir.
2c13120081	Laayiɗ ŋ ɓa hanee kos hayya, ɓa woyeeɗa bakaaɗ ciŋ ɓa, ɓa teeɓoheeɗa ŋ fiki ɓooɓa in ca moɗaaɗiica ɓa meeɗ tum.
2c131300c5	Laayiɗ ŋ ɓa meeɗ luhus hayeeɗa na kayit ca ɓa meeɗ jangoh luhus, ɓa doheeɗa ca ŋ fiki ɓooɓa jen. Candoomaŋ kayit ca kinduusa, wa nikka darakma junni-ndaŋkiyaah-yatuus ŋ koporaŋ ɓa.
2c13140072	Wa taambohha ɗaa, ŋ hatiliŋ Heɗi, woo kiŋ Kooh uupeeɗa nga uup kerhuk te hatiliŋ wa uupeeɗa nga uup hotuk.
2c131500a7	Wa in ceem coot, Fuuɗsi Hoolohngaani hiirra Pool ŋ kaɗ Yerusalem, a waaɗee taamboh ŋ Maseduwaan na Akaay. A woosa ne: «Ŋ ree nga ɗah, ŋ joyiɗ nam kaɗ Rom.»
2c13160081	A kooɗta huntoh kanak ŋ huntoh caŋ ɗe, Timoote na Erasta, a tuuƴca ɓa Maseduwaan, waaye a yi ŋ haf ce a tasohaahha ŋ Asi.
2c1317004d	Wa Pool nik ŋ Asi sekeeɗa, ɗuuɗ yakak raakka ŋ Efes, sagu waasiŋ Heɗi.
2c131800e4	Raakeen tiɓoh-tokkaah nga na woyse Demetiriyus, a meeɗ tiɓ nataal ƴin. Nataal ceem nikee nataalaŋ kahan koohaŋ ɓa ɓitɓa teeku Artemis, ca nikee haalis. Pangkeem tahha po a yi na tiɓoh caŋ ɗe raakeeɗa wirind baahiɗ.
2c13190086	A cohɗohha ɓa na ɓinooɓa pesohee pangkeem jen, a woosa ɓa ne: «Ƴaaɓiŋ ngo, ɗu inhiɗ ne raak-raakiŋ ɓoo gaƴuk ŋ pangkii.
2c131a00ac	Te ɗu hotiɗ, ɗu kerhiɗ, ŋ wooɗi Efes dong waaye ini uup ŋ Asi jen, Pool yeem ɓoƴsohiɗ ɓo' laayiɗ, a kosɗukohha ɓa ne kooh ci haɓɗohu yaah ɓo', ca kooh haa.
2c131b00c5	Ŋ wooɗi yahi wa na hee yahe tiikiŋ pangkiŋ ɓoo, waaye wa hey name yah ciri kahniŋ Artemis eɗu, wa yah yaki Artemis yak, Artemis, koohi ɓitɓi yakki, yi ɓi Asi na adinaani jen na ñaamke!»
2c131c0059	Wa ɓooɓa kerah ineem, ɓa ayrukka, ɓa leehkeeɗa an: «Artemis yiŋ ɓi Efes yakiɗ!»
2c131d00ac	Jaarra kur-taaha jen yoonnda, ɓooɓa jen faɗsukka ɗiska na tiyaatarohse, ɓa ammba Gayus na Aristarka, ƴaaɓaŋ Maseduwaan ca kanak ca ɓendee Pool, ɓa ɓayndohha ɓa.
2c131e0053	Pool waaɗta kaɗ ŋ fiki ɓooɓa cohee ŋ ɗiska waaye taalubeeca sangohha ɗe wa.
2c131f0083	A raakeen ɓi nawle kilifa yakak, ɓaah ŋ ɓa adgohee Asi, ɓeem nammba woosoh nga ɗe ne a kanaat kaɗ ŋ ɗiska na tiyaatarohse.
2c13200086	Waam raak ɗuuɗa laayiɗ ŋ ɗiska: Ɓii leehkeeɗa an, ɓum leehkeeɗa an! Ɓi uup laay nga ɓa inheeɗi sah ina tah ɓa kaɗ ndaam.
2c1321008d	Ɓi ɓo' ŋ mboolnda woosa ƴaar teeku Aleksaandar ini raak, Yawuut ca adgiɗta ɗe ŋ fikiira ne a woo. A meeɓpa yaah ne a woo na mboolnda.
2c1322007a	Waaye wa ɓa inah ne a Yawuut, ɓa jen ɓa hunnda ɓa leehkeeɗa ini ree wahtu kanak an: «Artemis yiŋ ɓi Efes yakiɗ!»
2c132300cc	Ŋ mirndaani, ƴaara adgohee coh caŋ kur-taaha tummba po ɓa yeeɓukka, a woosa ɓa ne: «Ɗu ɓi Efes, a ya ɓa inahɗi ne, a Efes na niiɗe kahniŋ Artemis, koohi yakki, na nataaliŋ ɗe keenoh Eel ci?
2c13240062	Ali ɓo' minɗi taas ineem, weɗ tah ɗu joyiɗ yeeɓuk, ɗu marak baahiɗ bala ɗu tuman in ɗah.
2c1325006a	Weɗɗi, ɗu ɓayiɗ ƴaaɓii ndii te ɓa ɓasɗi koohiŋ ɓoo, ɓa tumɗi ali in araamiɗ ŋ kahniŋ ɗe.
2c13260084	Kon Demetiriyus na pangkoh ci hun na ɗe leer na ɓo' ɗah, ɓa ɓayaat ɗe waas, raakiɗ mbeh ci na atte'ohse na ɓooɓi na atte'e!
2c13270068	Te nik ne ɗu na meeksohe in wiiriis ɗah, wa hey markasse ŋ mbehi ɓoo ɓeeɗkohissan coh lakiɗ waas.
2c132800a0	Ini raak ndii woti, miniɗ tah po ɓoo yambu ne ɓoo na yoonde, laam ali ɓo' minɗi woo ini tah ɗuuɗii.» Wa a ƴut woo, a woosa mboolnda ne ɓa pasarkohaat.
2c14010068	Wa ɗuuɗa seem, Pool cohɗohha taalubeeca, a ñaahha ɓa, ƴutta a askohha na ɓa, a kaɗta Maseduwaan.
2c14020065	Wa a ree, a wileeɗaa, a woyeeɗa na kosiɗ ca woo laayiɗ, a ñaaheeɗa ɓa, po findi a reyoh Geres.
2c140300be	A nikka nga caɓin kaahay. Wa a kaɗ po a heeɗa aase bato ne a kaɗ Siri, a kerahha ne Yawuut ca ɓa ɗaa hotoh ŋ ɗooƴ ɓa ne ɓa ap ɗe, a hotta ne a joy wiiruk Maseduwaan, a lahoh nga.
2c140400b9	Ɓi hunee na ɗe nikee Sopateer kuɓkiŋ Pirrus ya genee Beree, na Aristarka na Sekundus ɓa genee Tessalonik, na Gayus ya genee Derbe, na Timoote, na Tisikos na Torofiim ɓa genee Asi.
2c1405003d	Ɓeɗ ɓii, ɓeɗ adgee ɓoo Torowaas, ɓa sekeeɗa ɓoo nga.
2c140600b5	Ɓoo nak, wi feetiŋ Mbuuruuci raakaaɗi lawiir ci reeh, ɓoo aasohha bato ŋ Filippi, ɓoo tummba neeh yatuus ŋ waas. Ɓoo raakka ɓa ŋ Torowaas, ɓoo nikka nga neeh yasna-kanak.
2c140700ca	Ŋ mbehi na iɗsiɗkohse na niina, ɓoo cohha ne ɓoo hun ñam mbuurndi, Pool woyeeɗa na ɓooɓa nikee ŋ ɗiska. A joyee coot ŋ Kooh-wiisiina, tahha po a taalndiɗta a woyeeɗa po ŋ ndengelnde weka.
2c14080044	Ɓoo cohee ŋ tuuƴ ŋ ɗafkaŋ kahna, laampa laayiɗ fuuɗseen nga.
2c14090103	Komaaki ƴaar teeku Etikus nikee ɓoofiɗ ŋ palaŋteera, a pani'uusa keeh-keeh, raak Pool taalndiɗiɗ woyeeɗa in maañiɗ. Wi a neeh neeh nooɗiɗ, a eltukohha ndaam, ŋ tuuƴa kaahayɗoh ŋ ɗafkaŋ kahna, a keennda. A meeɓseeɗa, waaye raak ɗe kaaniɗ.
2c140a0062	Weɗ Pool ruhsoh, a raɗukka nga ɗe, a morgiɗukka ɗe, a woosa ne: «Kinaat jaahiɗ! A yi pes!»
2c140b0096	Ƴutta, Pool rapissa ŋ ɗafka, a poɓtohha mbuurnda, ɓa ñammba. Ŋ finho ineem, a taalndiɗta a woyeeɗa in maañiɗ po findi nohi puloh, a cootta.
2c140c005c	Ini kaɗ ŋ kuɓka ƴaara, a ɓayu kahan ɓa peseeɗa moɗoɗ, ɓooɓa jen giiffa keeh-keeh.
2c140d00a9	Ɓoo nak, e ɓoo adug coot ne ɓoo aas bato kaɗ Assos, ɗiska ɓoo cohan na Pool, ɓoo ɓay ɗe. A woyee ne a heyɗi taambe ŋ cookmi, a na hee taambe ŋ kehƴi po nga.
2c140e004f	Wa a raak ɓoo ŋ Assos, ɓoo hunnda na ɗe ŋ bato, ɓoo taalndiɗta Mitileen.
2c140f00a2	Ɓoo kurkohissa ndaam, ɓoo taalndiɗta ŋ cookmi, ŋ Kooh-wiisiina ɓoo teemmba ŋ Kiwo. Kooh wiisissa, ɓoo reesa Samos, wa taambis nga, ɓoo hannda ree Mileet.
2c1410008b	Pool woyee ne a sereendkan sereenduk Efes, a tufkanɗi nga po a kee maaña ŋ Asi. A seeskee seesuk ne Paantakot min ɗe raak ŋ Yerusalem.
2c1411003e	Wa ɓoo ree Mileet, Pool woosohha ɓa adgohee Janguunaŋ Efes.
2c14120095	Wi ɓa hay, a woosa ɓa ne: «Ɗu inhiɗ findi ŋ nikohee na ɗu ŋ jamanooni ŋ nik na ɗu jen, ina kooɗoh mbehi ŋ kocoh ɓek kot ciŋ ngo ŋ Asi.
2c1413009b	Ŋ pangkiɗiɗ Heɗi, ŋ ƴissuutiɗta haf fo keeh-keeh, wa hunnda na ɓi muhun, ŋ raakiɗ miskiɗ sagu Yawuut ci hotohee ŋ ɗooƴ ɓa ne ɓa tum mbo in.
2c141400a2	Ɗu inhiɗ ne ŋ moosɗi ɗu ɗasɗoh ali in, ŋ in ci min ɗu njiriñ. Ŋ yegɗiɗ ɗu woo kiŋ Kooh, ŋ jangiɗta ɗu ŋ fiki ɓooɓi jen na ŋ ɗooƴ kahan ci.
2c14150081	Ŋ moosɗi faɗoh woytoh Yawuut ci na ɓi nikɗi Yawuut ne ɓa ɓoƴsohaat tumohaaɗ, ɓa hay ŋ Kooh te ɓa kos Heɗ ɓoo Yeesu.
