1300000006	Psalms
2c04190078	Ir me kotin majani ren Dawid, japwilim ar ladu: Da me men liki kan linaranaraki, o da me wei kan lamelameki me mal akan?
2c041a005f	O nanmarki en jappa kan kanudier o jaumaj akan pokon pena, en palian Kaun o japwilim a Krijtuj.
2c041b00be	Pwe melel nan kanim wet irail karoj pokon penaer, iet akan: Erodej, o Pontiuj Pilatuj, ianaki men liki kan, o men Ijrael akan pwen palian japwilim ar ladu jaraui Iejuj, me re kotin keiedier,
2c041c0041	Pwen kapwaiada meakan, me lim ar o kupur ar kileledier, en wiaui.
2c041d0065	Ari Main, re kotin mani arail linaranar, kotiki on japwilim ar ladu kan, en kaloki ar majan ni peren.
2c041e0070	O kotin kapa wei lim ar, pwen kakelada, o kilel, o manaman akan en wiauiki mar en japwilim ar ladu jaraui Iejuj.
2c041f008b	Ar kapakap apton nikier, waja me re kot pena ia, ap mokimokid. Irail karoj ap direkila Nen jaraui, ap padapadaki majan en Kot ni pereperen.
2c04200082	A monion o nen en ir karoj me pojonlar, kin lamalam ta pot, o jota me indada duen ar kapwa: Ai met, pwe re aneki pena kapwa takij.
2c04210065	A wanporon akan me kelail ni arail kadede me Kaun Iejuj kotin iajadar, a mak lapalap ian irail karoj.
2c04220073	O jolar amen irail, me jo a tunol, pwe karoj, me jap de im arail mia, ap netikilar o wado pwain en me netilar akan.
2c0423004b	O pwilikidi ni aluwilu en wanporon akan, o nek on amen amen duen ar jamama.
2c04240069	A Iojej me wanporon akan ki on mar a Parnapaj, (iet wewe: Nain kapol), kadaudok en Lewi amen, men Jipern,
2c04250052	Me jap we mia, ap netikilar o wado pwain a, pwilikidi ni aluwilu en wanporon akan.
2c05010037	A ol amen ad a Ananiaj o a paud Japira netikila jap eu,
2c05020065	Ap okijan kijan pwain a, me a paud ian aja, o wado lu en moni, pwilikidi ni aluwilu en wanporon akan.
2c05030070	A Petruj majani: Ananiaj menda Jatan kadirela monion om, pwen likam on Nen jaraui o okijan kijan pwain en jap o?
2c050400a3	Kaidin udan om, ma a jota pan netila? O kaidin injen om ni a netilar? A menda koe inauki on nan pein monion om mepukat? Kaidin aramaj, me koe likam on, pwe on Kot.
2c05050060	Ananiaj lao ronadar majan pukat, ap pupedi mela. A karoj, me roneron mepukat, majakadar kaualap.
2c0506003a	A manakap oko ap udar, kidim pena i, wala jan, jarepedier.
2c05070041	Kadekadeo murin auer jilu a paud pwarado, a jota aja, me wiauier.
2c0508005c	Petruj ap majani on i: Katiti on ia, ma koma netikila jap o ni pwain wet? A japen: Ei i eta.
2c05090092	Petruj ap majani on i: Menda koma inauki pena, en kajonejon Nen on Kaun o? Kilan, na en me jaropedier om paud miermon wanim o, o re pan wa uk ala.
2c050a0086	I ap madan pupedi ni aluwilu a mela. A manakap oko lau pedelon on, rap kilanada, me a melar, re ap wala jan o jarepedi i impan a paud.
2c050b0041	Lomui kaualap kipadi momodijou karoj, o karoj me roneron mepukat.
2c050c008d	A kilel o manaman akan toto wiauiki lim en wanporon akan nan pun en aramaj akan. Irail karoj kot pena nan palank en jamolo ni lamalam ta pot.
2c050d004d	A jota amen jan ren men liki kan kak pat on irail, pwe karoj waune kin irail.
2c050e0044	A me toto, me pojonlar wuki on Kaun o irail me totoia, ni o Ii akan.
2c050f0080	Irail wala me jomau kan pon al akan, pwiliki irail edi pon pet, o ro akan, pwe mot en Petruj en lel on amen irail, a Iau kotido.
2c0510007c	A toun kanim akan, me mi impa, pwaradon Ierujalem, wado me jomau o me kalokolokki nen jaut, akai, irail karoj ap kelailadar.
2c05110051	A jamero lapalap o karoj me ian i, me pwin en jadujar, ap uda makar kida kaualap,
2c0512002e	Koledi wanporon akan o ki irail la nan imaten.
2c05130062	A tounlan en Kaun o kotin ritinada wanim en imaten oko ni pon, o kotin kalua irail la liki majani:
2c05140061	Komail kola janjal mon aramaj, padaki on irail nan im en kaudok duen majan kan karoj en maur wet.
2c051500c9	Irail lao ronadar met, rap jankonai on nan im en kaudok o kaweweda. A jamero lapalap o ian oko ap kodo, eker pena kapun, o jaumaj en men Ijrael akan karoj, o ilakwei on imaten o, pwe irail en wijikedo.
2c05160059	A ladu kan lao pwarado, rap diaradar, me re jolar mi nan imaten o, re ap purodo katitiki,
2c0517007d	Indada: Je diaradar imaten a ritidier mau, o pwin jilepa ar uda mon wanim oko, a je lao ritinadar, jota amen me je diar lole.
2c0518007e	A kapin en im en kaudok, o jamero lapalap akan lao ronada duen lokaia pukat, re ap ponepon kidar o jota aja, da imwin mepukat.
2c0519007a	Amen ap pwarado kaire kin irail: Kilan, ol oko, me komail kilan nan imaten, u nan im en kaudok, padapadaki on aramaj akan.
2c051a0072	Kapin ianaki ladu kai ap koieila uk irail do, a re kadek on irail, pwe re majak aramaj akan, pwe re de kate irail.
2c051b0049	Irail wa ir do, ap kidi on mon kapun o, a jamero lapalap idok re ’rail.
2c051c00b7	Majani: Kit jo inapwi komail edi kaualap, me komail ender kawewe ni mar wet? A kilan, komail kadire kila Ierujalem omail lamalam o, o komail kin men kapokon on kit ntan aramaj men et.
2c051d0045	Petruj o wanporon akan ap japen majani: Kitail en oke Kot mon aramaj.
2c051e0062	Kot en jam atail akan kaiajadar Iejuj, me komail kamatalar, pwe komail pajuredier I on ni lopu eu.
2c051f0082	Nan i me Kot kotin kajapwila kidar pali maun a, pwen Kaun o Jaunkamaur, pwen kotiki on men Ijrael, en kalula o lapwa pan dip akan.
2c0520005f	A kit me japwilim a jaunkadede ni mepukat, pil Nen jaraui me Kot kotiki oner ren me peiki on i.
2c05210051	Irail lao ronadar met, re ap linaranar kaualap o kapikapiki pena, en kame ir ala.
2c0522008d	Amen ap uda nan kapun o, Parijar amen ad a Kamaliel, jaunkawewe amen, me majamaj ren aramaj karoj, me majani, ren kila liki ol oko anjau kij.
2c0523004f	A majani on irail: Ol en Ijrael komail, kalaka aramaj pukat, me komail pan wia!
2c05240092	Pwe ni ran tei ko Teudaj udar ponmajoki, me a me lapalap, a ol impan papuki ianala i, I ari kamelar o karoj, me peiki on i, muei pajan o joredier.
2c05250093	A murin ol o Iudaj en Kalilaa ap uda ni anjaun wadawad o kaweid japun aramaj toto, ren tuki on i. Ari, a pil melar o karoj, me ian i, muei pajaner.
2c05260079	I ap panaui komail, en jopwei jan aramaj pukat, o der doke irail, pwe ma lamalam o wiawia en me ren aramaj, a pan joredi,
2c05270058	A ma ren Kot, komail jota kak kawe ir ala, pwe komail de kadiarokada, me kin palian Kot.
2c05280080	Irail ari peiki on i. Re lao ekeredo wanporon akan o woki irail, re ap inapwiedi, ren der padak ni mar en Iejuj, o kadar ir ala.
2c05290056	Irail ari koiei jan ni momod en kadeik o, o peren kida, me re war on kamekameki mar a.
2c052a0077	A ran karoj re jota dukedi jan arail kawewe nan im en kaudok o nan deu arail akan, o re padapadaki me Iejuj me Krijtuj.
2c06010087	A TOUNPADAK kan lao totolar ni ran pukat men Krik kai ap lipaned on men Ipru, aki jota me apwali ar li odi kan ni ar dodok en ran akan.
2c0602006f	Ekriamen oko ap molipe pena tounpadak kan majani: A jota mau on, jen muei jan majan en Kot, pwen papa ni tepel.
2c06030082	Ari ri (at) akan, rapaki jan nan pun omail ol ijimen, me kalok mau, me dir en Nen (jaraui) o lolekon, me jen kajapwiladan dok wet!
2c06040031	A kit pan apapwalita kapakap o dodok pan majan o.
2c060500c8	Pokon o ari peren kida kaparok pot et. Re ap piladar Jtepanuj, ol amen, me dir en pojon o Nen jaraui, pil Pilipuj, o Prokoruj, o Nikanor, o Timon, o Parmenaj, o Nikolauj, projelite jan Antiokien amen.
2c0606004e	Re kidan irail mon wanporon akan. Re lao kapakaper ap kidan po ’rail lim ar.
2c0607006e	Majan en Kot ari pwaida kaualap, o tounpadak kan madan totolar nan lerujalem, o jamero toto pil ian lamalam o.
2c06080060	A Jtepanuj, me dir en pojon o kelail, ap wiadar manaman o kilel laud kai nan pun en aramaj akan.
2c06090078	A akai me udar, me kijan jinakoke en Liperti o men Kirene, omen Alekjandrien, o men Jilijia, o Ajien akamai on Jtepanuj.
2c060a0042	A re jota kak palian en Jtepanuj a kupurokon o Nen o, me audeda i.
2c060b004b	Irail ari pwain on ol akai, pwen katiti: Je roner, me a lalaue mojej o Kot.
2c060c0074	I rail pil kamakarada aramaj, o jaumaj akai, o jaunkawewe, re ap jaikidi i o koledi, re ap wa don i mod en kadeik o,
2c060d0072	O kapwareda jaunkadede likam akai, me katitiki: Aramaj men et jota kin dukedi jan a lulaue waja jaraui et o kapun.
2c060e007b	Pwe je roner, me a katitiki, me Iejuj en Najaret pan kawela waja et o kawilianla lamalam kan, me Mojej kotiki on kitail er.
2c060f005e	A karoj, me ian mod on kapun o, kankakil i, kajauiada, me jilan a dueta jilan en tounlan amen.
2c0701002a	JAMERO lapalap ap majani: I Melel mepukat?
2c0702008e	A majani: Ri ai o jam ai kan, komail ron, Kot en linan kotin pwara don jam atail Apraam ni a kotikot Mejopotamien, ni a jaikenta kotikot Aran,
2c07030061	O kotin majani on i: Kowei jan nan jap om o jan ren jau om, ko won eu jap, me I pan kajale on uk!
2c0704007f	I ap lipa jan nan jap en Kaltiia o kotikot Aran. Jam a lao matalar, a kotin kalua won i jap wet, waja komail kotikot anjau wet.
2c070500bd	I ari jota kotin mueid on i, en japaneki jap o, jota waja, me laude on pat en na eu, ap kotin inauki on i, ni anjau jaikenta japwilim a jeri, me a pan kotiki on i o kadaudok a, en japaneki.
2c07060079	A iet duen me Kot kotin majani: Kadaudok a pan kakairu nan jap en men wai, o re pan lidula, o kanaudokala jaunpar papuki.
2c07070081	O Kot kotin majani: I pan kadeikada toun wei o, me re kin liduliduwi. A murin met re pan lipa jan jap o, ap kaudok on ia jap wet.
2c0708008f	I ari kotiki on irail inau en jirkomjaij. A ap wiadar Ijaak o jirkomjaij i ni ran kawalu, a Ijaak wiadar Iakop, a Iakop jam atail ekriamen oko.
2c0709004f	A jam atail oko peirinki Iojep ap netikilan i Akipten. A Kot me kotin apwali i,
2c070a00a8	O kotin dorela i jan ni a apwal akan karoj, o kotiki on I konekon on kupurokon mon Parao, nanmarki en Akipten. I ap kajapwilada i, en kaun en Akipten o a dipijou karoj.
2c070b007d	Muein lek ap kipadi jap en Akipten karoj o Kanaan; i anjau o me apwal melel, o jam atail akan jota diaradar jak ar kijin jak.
2c070c004c	A Iakop lao mani, me mana mi Akipten, ap kotin poronelar maj jam atail akan.
2c070d0058	A lao kariapak Iojep ap diarokadar ren ri a ol akan, o jau en Iojep janjaledo ren Parao.
2c070e005c	Iojep ap ilake don jam a Iakop, pwen kotilan re a o jau i kan karoj, irail me ijiakan limen.
2c070f0039	Iakop ap kotidilan Akipten o matalar, i o jam atail akan.
2c07100074	Irail ari wijikelan Jikem o jaredier nan joujou o, me Apraam netiekida moni kai jan ren nain Emor oko, jam en Jikem.
2c07110069	A anjau, me inau en Kot on Apraam pan pwaida, lao korendor, men Ijrael apkaparapar o totolar nan Akipten.
2c07120036	A lao lel amen nanmarki kaunda Akipten, me jaja Iojep,
2c0713007d	I me widiwidina kainok atail oko, o wia jued on jam (atail) akan, pwe ren kajela nairail kijin jeri kan, pwe re de memaurata.
2c0714005e	I anjau me Mojej ipwidier, me jeri kajelel amen, ap apapwalieta nan im en jam a jaunipon jilu.
2c07150054	A lao lokidokilar, japwilim en Parao jeripein ap dorela i o kakairada dueta udan na.
2c07160062	Mojej ari padakeda ni jon en lolekon en men Akipten karoj; a i me manaman ni a majan o wiawia kan.
2c0717004e	A lao jaunpar paeijok dauer poa, ap lamedar, en tu on ri a ol akan men Ijrael.
2c0718006b	A lao majani amen, me kalokolok mal, ap jauaja i o depuk on, me kaloke mal, ap kotin kamelar ol en Akipten.
2c07190065	Pwe a kupura, me ri a ol akan pan dedeki, me Kot pan kotin kapiti kin ir jan lim a; a re jota dedeki,
2c071a008a	A mandan ran o a kotila re ’rail ni ar akamai pena, ap men kotin kapol ira la, majani: Koma pirien eu, menda koma wia japun nan pun oma?
2c071b0066	A me wiada japun on men imp a o jikon wei i, inda: Ij me kajapwil uk adar, pwen at jaumaj o jaunkapun?
2c071c0034	Koe pan kame ia la dueta koe kamela men Akipten aio?
2c071d0064	Mojej ap tanki jan lokaia pot et o kakairu jili nan jap en Midian eu, waja a kanaitikieda ol riamen.
2c071e006d	Kadekadeo lao par paeijok dauer poa, tounlan amen ap pwara don i ni nana Jinai nin tuka teketek umpumpul pot.
2c071f006e	Mojej lao majani, ap kotin puriamuiki kajanjal o. A ni a koti on, pwen majani, kapitie en Kaun o ap pei don i:
2c07200061	Nai Kot en jam om akan, Kot en Apraam, o Ijaak, o Iakop. Mojej ap kotin rerereda o majak udial i.
2c07210052	Kaun o ap kotin majani on i: Kijan jut ni na om akan, pwe waja koe u ia me jaraui!
2c07220086	I kilaner kankaneraner en nai aramaj akan, o I roner ar janejan, ap kodi don kamaio wei ir ala. Ari kodo, I pan kadar uk alan Akipten!
2c072300c8	I Mojej, me irail mamaleki ni ar indinda: Ij me kajapwil uk ada, pwen at jaumaj o jaunkapun? I me Kot kotin poronela, en jaumaj o jaunkamaur ki lim en tounlan o, me kotin pwara don i nan tuka teketek.
2c07240077	Iei i, me kalua ir jan o wiadar manaman o kilel akan nan jap Akipten, o nan jed waitata, o nan jap tan jaunpar paeijok.
2c07250089	I Mojej, me majani on men Ijrael: Kot pan kotiki on komail Jaukop amen jan nan ipwin ri omail ol akan dueta nai, i me komail en peiki on!
2c072600ae	Iei i, me mi nan momodijou nan jap tan ren tounlan o, me kotin mamajani on i pon nana Jinai, o me kotin ieian jam atail akan me kotin aleer majan en kamaur, pwen uje don kit.
2c07270064	Me jam atail akan kan peiki on, ap jiken wei jan irail i, o nan monion arail re men japalan Akipten,
2c0728007c	Potoan on Aron: Wiai on kit at kot akan, me pan tion mo at, pwe je jaja, da me wiaui on Mojej, me kalua kit jan nan Akipten!
2c07290075	Irail ari wiadar dikedik en kapul amen ni ran oko, o mairon on kilel en ani mal o, n perenki, wiawia kan en pa arail.
2c072a00d2	Kot ap kotin jaupei jan irail o kotin mueid on irail ren kaudok on uju pan lan akan duen a intinidier nan puk en jaukop akan: Iaduen komail men Ijrael, komail maironki on ia man akan nan jap tan ni par Paoijok?
2c072b0098	Melel komail waroki on mol on Molok, o uju en omail kot Rempan, dikedik kai, me komail wiadar, pwen poni; a I pan kajapoke komail la palila jan Papilon.
2c072c008b	Mol en kadede mi ren jam atail akan nan jap tan duen majan en i, me kotin mamajani on Mojej, me ren wiada duen kilel o, me a kotin udialer.
2c072d0098	Me jam atail akan pil aleer, ap ian Iojua wala ni ar japaneki jap en men liki kan me Kot kotin koko wei mon jilan en jam atail akan lao lei muein Dawid.
2c072e003d	Me konekon ren Kot o kotin anane kauadan Kot en Iakop mol eu.
2c072f0023	A Jalomo me kotin kauada tanpaj eu.
2c0730005b	A Waja lapalap jota kin kotikot nan mol, me pa en aramaj wiadar duen jaukop o kin katitiki:
2c07310074	Nanlan deu i, o jappa utipa i, me Kaun o kotin majani. A im da, me komail men kauadan ia, de ia waja, I en kamol ia?
2c07320025	Kaidin pa i, me wiadar mepukat karoj?
2c07330086	Komail me katiwo o jo jirkomjaij nan monion o jalon omail, komail kin kaokaoe Nen jaraui anjau karoj, komail kin dueta jam omail akan.
2c0734007b	Ij ren jaukop akan me jam omail akan jota kaloke? O re kamata ir ala, me kopador Pun men et, me komail panalar o kamatalar.
2c07350039	Komail me aleer kapun ren tounlan kan, ap jota kapwaiada.
2c07360045	Irail ronadar mepukat, ap olar nan monion arail o re teterok ni on i.
2c0737006a	A Jtepanuj dir en Nen jaraui kankakil nanlan o udial en Kot a linan o Iejuj a kotikot ni pali maun en Kot,
2c07380060	Ap katitiki: Kilan, i ududial nanlan kan ar ritida, o Nain aramaj a kotikot ni pali maun en Kot.
2c0739003f	Irail ap weriwereda o pinale jalon arail o wiaki eu tana don i.
2c073a007d	Irail lao jikenewei jan nan kanim o, rap kate i. A jaunkadede kan pwilikidier ar likau ni na en manakap amen, me ad a Jauluj.
2c073b004f	Irail ari kate Jtepanuj ni a kapakap o inda: Main Iejuj, re kotin kajamo nen i!
2c073c0061	I ari kelepuki o nil laudeda: Main re der kapokon on irail dip wet. A inda met, ap mairedi o ari.
2c080100a3	A JAULUJ pil peren kida a kamela. A ni ran ota anjaun kamekam en momodijou en Ierujalem tapida; karoj ap muei pajan nan jap en Iudaao Jamaria, wanporon akan me jo.
2c08020037	A ol lelapok kai jarepedi Jtepanuj o maieiki i kaualap.
2c08030067	A Jauluj me kamueit pajan momodijou o kuli on im karoj, wala ol o li karoj, kajedi on irail nan imaten.
2c0804003b	A irail me muei pajaner, kakan jili padapadak duen majan o.
2c08050046	Pilipuj ap kotilan kanim en Jamaria eu o padaki on irail duen Krijtuj.
2c08060070	A aramaj akan wiaki eu peiki on meakan, me Pilipuj padaki on irail. Re roneron i o kilan kilel akan me a wiadar.
2c08070069	Pwe nen jaut keredi jan ren me toto ni ar weriwer laud. O me kokon madak o na danidan toto me kelailadar.
2c0808001f	O peren me lapalap nan kanim o.
2c08090069	A ol amen ad a Jimon, me kin wun ani maj o, kotokotaue men Jamaria, me inda duen pein i, me i me lapalap.
2c080a0066	A irail karoj peiki on i, me tikitik o me lapalap akan katitiki: Men et iei manaman en Kot me lapalap.
2c080b0041	A re kin peiki on i, pweki a kin kotokotaue irail jan maj kokodo.
2c080c0078	A re lao kamelele Pilipuj, me padaki duen ronamau en wein Kot o duen mar en Iejuj Krijtuj, rap paptaijela, ol o li akan.
2c080d007d	Jimon pil ian pojonlar, I lao paptaijelar, ap waroki on Pilipuj. A lao udial kilel o manaman akan, me wiauier, ap puriamuiki.
2c080e0076	Wanporon akan me kotikot Ierujalem lao mani, me Jamaria ian duki on majan en Kot, rap poronelan irail Petruj o Ioanej.
2c080f0043	Ira lao kotido, ap kapakapa kin irail, pwe re en tunole Nen jaraui.
2c0810004d	Pwe a jaikenta moredi on amen irail. Re paptaijelar eta ni mar en Kaun Iejuj.
2c08110044	Ira ari kotiki on po ’rail lim ar akan, irail ap aleer Nen jaraui.
2c08120075	Jimon lao kilaner, me Nen jaraui kokido en wanporon oko ara pwil po ’rail lim ar akan, ap men ki on ira kijin moni.
2c08130065	Indada: Koma pil kotiki don ia manaman wet, pwe ma I pan pwiI pon amen pa i kat, i en ale Nen jaraui.
2c08140063	A Petruj majani on i: Noum moni en ian uk lokidokila! pweki om kiki on, me mana en Kot kokido moni.
2c0815004c	Nan jota pwaij om de om tunol ni dodok wet, pwe monion om jota inen mon Kot.
2c08160063	Ari, kalukila om jued wet, poeki ren Kaun o, ma a jota pan kotin makeki lamelam jued nan monion om.
2c08170040	Pwe i kilaner, me koe me dir en edi katik o teniten ni me japun.
2c08180073	Jimon ap japen indada: Koma kotin kapakapa kin ia ren Kaun o, pwe mepukat, me koma majani on ia, ender pwai don ia.
2c08190079	A ira lao katitiki o kotikida majan en Kaun o, ap purelan Ierujalem, o padak jili ronamau nan kijinkanim en Jamaria toto.
2c081a006c	A tounlan en Kaun o majani on Pilipuj: Uda kola pali air pon al o, me kodi jan Ierujalem, ko on Kaja me tan!
2c081b00a2	I ari uda japalewei. A kilan, ol en Etiopia, jaumaj manaman en Kandaje, li nanmarki en Etiojiia, me kokoaki a dipijou karoj, mo kotido, pwen kaudok nan Ierujalem.
