2800000006	Methiu
2c060c00bd	Ji è rek ne ithek è branthek shii, thiig pha dukhothek shii, chiih-è, Iphey yua pho shii bajo hòi ne lijieg ba yi, ji-è, ithek ne Sthephen shii zum srane limiang moe shii noh thog dun.
2c060d00f3	Thiichiih shii, ithek è giak branthek shii ho srane khlam yao ne aishii nin yi. Ji pha branthek è khlam ne yao, “Hì pha bran ne idang Hamangkhung-aphuii Misiahò pha Iphey nane Moses pha Iphey ji shii adunmey pha miyao yao ne rai muii ro.
2c060e00a7	Gathek è ai è Nazareth pha Isu ne Hamangkhung-aphuii Misiahò hì ne chuak srane, Moses è nyie zen marui pha Ipheythek ne zab laimuii phrone yao pha yoi muii ro!”
2c060f0090	Limiang moe shii dug pha branthek pha mieg ne Sthephen shii athodang pha isiie riig mage shii ai mizia ne hamangkhliie pha mizia duiine doh dun.
2c0701003f	Kho Phabi jia è Sthephen shii sai, “Hì ne izai chak bey?”
2c070200ef	Sthephen è chang, “Aphuiithek nane khuiinothek wo! Gu miyao hì nuii bi bo! Buyo shii gethek blang pha Abraham è Haran soh hà rai pha adun ba shii Hamangkhung-aphuii pha biisiie ne” Mesophothamia ithua shii khia khlei ne aishii yao,
2c07030075	“nawai haliing pho nane thiig soh thoh marui ne gu è na shii khi pha soh hà yao phi pha ji shii dun ne rai bo.”
2c070400da	Ji è yao mage ne ai è awai thiig soh thoh marui ne Haran hà rai pha dun dun. Abraham pha aphuii iy ched ne Hamangkhung-aphuii è aishii ji pha soh thoh ne dun din yi srane sudoh nathek rai ramuii pha ji rey yi phro.
2c0705011e	Hamangkhung-aphuii è Abraham shii ji pha thiig shii dun thog magungde ji pha soh ne ìujia de aishii phi ne aruii. Jimagunde Hamangkhung-aphuii è aishii nane ai riingthek shii phi pha sbang rek ne ruii phi. Ji pha sbang rek pha idoh shii ne Abraham shii ani oi pha idoh shii rek phro.
2c070600c7	Hì ne Hamangkhung-aphuii è aishii yao pha miyao ro: Na blangthek ne gai soh hà rai ruii phro, thiisa hà ithek ne khiao rek ne awie dang pha khui yi pha idam wieng wi thog pha rek ne rai dun phro.
2c070700a3	Jimagunde, jithek pho shii de guro chua ruii phro, “Ji-è, na blangthek ne ji pha soh è fuang khia ne dun srane hì pha ithua shii gu shii sia din ruii phro.”
2c07080150	Ji è yao ched ne Hamangkhung-aphuii è Abraham shii shiinyie duiine doh yi pha miagiangkheg ne rai bo ne zen marui. Ji-è, Abraham ne Isakh shii giak ne damiley thogmage shii miagiangkheg phi, Isakh de Jakhob shii miagiangkheg phi, Jakhob de awai dufuii snanyi shii miagiangkheg phi. Jithek ne gethek pha blangthek mirek ne rai dun ro.
2c070900ab	Jakhob pha dufuii gaithek ne awaithek khuii Joseph shii gidieg rek ne Egyph hà khiao rek yi pha chong rek muii. Jishii, Hamangkhung-aphuii ne ai rog shii um dun pha ji è
2c070a0122	khinyama pha diig thog ruii ne de aishii ne diig ji è ragia rek phi. Joseph ne Egyph pha Saja moe shii noh thog magungde, Hamangkhung-aphuii è aishii bajo wie than pha nane wie yaolie pha khani phi ne yao yi. Ji-è, saja ji ne Joseph nane ai sathiing shii Egyph pha badri rab ne ruii dun.
2c070b00ce	Ji è rek shii, doh jia shii Egyph nane Khanon soh hà nokhonosai rey bajo diig thog dun. Chiih è bajo diigchio rey dun, ji nokhonosai rey mage shii gethek pha blangthek ne chie pha nyie de oi pha rey dun.
2c070c00a6	Thiisa hà wuii phane Jakhob è Egyph hà nyin bajo um rone yoi mage shii, awai dufuii, gethek pha blangthek shii nyin yie pha thoh ge. Jithek wuii phane igobi ba ro.
2c070d0095	Din ne wuii phane, Joseph è awai khuiinothek shii ai ne ithek khuii Joseph rone yao mage ne Egyph pha Saja de Joseph pha haliing pho shii thieg dun,
2c070e0082	Ji-è, Joseph è awai aphuii Jakhob shii awai haliing pho, bran samiley è guii shii Egyph hà wuii ruii bo è yao ne mua thoh ge.
2c070f006d	Ji è ho mage ne, Jakhob è Egyph soh hà wuii ne rai dun ne awai nane awai dufuiithek thiichiih shii iy dun.
2c07100080	Ithek iy pha siuthek ne Shechem beng pha ithua, Abraham è Hamor pha haliing è bang phi ne pheg pha wieng ithua hà wieng muii.
2c0711008e	Hamangkhung-aphuii è Abraham shii sbang rek pha ji izai rey sha pha idoh thog mage shii Egyph thiig hà gethek bran ne bajo rey ne sieng dun.
2c0712005d	Ji è rey mage shii Joseph shii athieg pha Saja jia è Egyph thiig shii bohkhoh pha rey ruii.
2c07130090	Ai è gethek pha blangthek shii gidieg rek ne bajo buii phi ne rai noh. Gethek blangthek pha anithek shii de hò è fuang khia muii srane iy yi.
2c0714008a	Ji è rek pha ishak shii Moses ne bajo khie ani rey ne giak thog ruii. Aishii ne imuii è habie uom thog pha hò bucho shii ug ne ram phi.
2c0715006e	Chiih è, aishii hò è fuang khia ne fen muii shii Egyph pha saja pha dimi è awai dufuii rab srane sieng yi.
2c07160087	Aishii ne Egyph pha miyaogamthek zab yua ne sieng noh pha ji è ai ne khani, nyie blia magungde bajo boh rek pha bran rey ne sieng dun.
2c07170081	Moses ne idam sawi rey ne sieng mage shii, ai è awai ijak Israelthek shii gai è diig phi pha ji thieg yi pha lumuii sow ne rai.
2c071800c3	Ji è sow ne rai shii, ai è Egyph pha bran jia ne Israelith jia shii thaluii buii rek ne rai iang pha doh ruii, ji è, ai ne wuii srane aishii nong ne Egyphthek shii idoh rog wuii ne ua maphi. (
2c071900d1	Ai è ji rek phane è now ne rek phro, yang ne awai branthek è gua ruii phro, aishii ne Hamangkhung-aphuii è ithek shii diig rek ne rai pha ji è fuang khia yi pha blia boh phro, jishii ithek ne ji agao ro.)
2c071a00e5	Ji pha thimiang duiine è rey mage shii, ai è Israelith pha bran nyi ne awaisa chung gui rai pha doh ruii, ji-è, ai ne isa shii agui yi pha wuii srane yua, gu ijak Israelith nyi wo! Nasa ne nyie rek muii ne hì iguii rai phlei?
2c071b009d	Jishii, hanyie è gai jia shii thaluii diig phiramuii pha ji è Moses shii reng srane sai, “Nashii ne gu shii chua pha bohkhoh hanyie miirab ne phi lei?”
2c071c0048	Na ne diyo shii Egyph bran shii ua pha duiine gu shii de ua pha now bey?
2c071d007c	Ji yao pha yoi mage ne Moses ne Egyph thiig thoh ne yo srane Midian soh hà rai dun. Thiisa hà aishii dufuii nyi giak ruii.
2c071e0085	“Dam sawi hiìa mage shii, hamangkhliie jia è Moses shii Sinai pha phiing boh moe pha jabiingsing shii bai boh jia hòi ne si phi.
2c071f008b	Moses ne ji doh mage ne bajo wieng dun, ji magungde, ai è ji wie doh yi pha nui wuii. Ji è wuii mage shii ai è Ithong miyaogam yoi ruii:
2c07200092	‘Gune nathek blangthek, Abraham, Isakh, nane Jakhob pha Hamangkhung-aphuii ro.’ Ji è yao mage ne Moses ne bajo sham ne ariig mua pha rum dun.
2c07210059	Ithong è aishii yao, ‘Na lakhia than mage bo, na khishii riu pha ithua ne ithua so ro.
2c07220101	Gu è gu branthek ne Egyph thiig hà bajo duhug rek ne rai pha doh muii ro. Gune ithek muchohthek jithek yoi mage ne ithek shii duhug ji è ruang rey yi pha wuii phro. Na ne gu moe shii wuii mage bo; gu na shii Egyph thiig hà wuii yi pha thoh ge pha ro.’
2c0723016a	“Moses ne, Israel pho è snai pha bran ji ro. ‘Branthek è gethek shii che phi pha bohkhoh bow phane aishii hanyie è bow lei?’ Isai pha bran ji ro. Ai ne Hamangkhung-aphuii è branthek shii khohthek bow srane bai hòi pha jabiingsing shii khia pha hamangkhliie pha nong pha yie srane branthek shii duhug rek ne rai pha ji è fuang khia phi pha bran ji ro.
2c072400a3	Ai è branthek shii Egyph thiig è fuang khia noh, Egyph thiig nane khamuii shaig, chiih-è, balimuang hà idam sawi thog dang pha buangthek pha bliathek rek phro.
2c072500c0	Moses ne ji pha bran ro, hanyie è Israel pho shii yao, ‘Gu shii khi-è rek ne thoh pha duiine Hamangkhung-aphuii è chaig phuii jia thoh ruii phro, ai ne nawaithek haliing pha bran phro.’
2c07260107	Ai ne balimuang hà Israel pho rog shii rai pha bran ji ro, ai ne gethek blangthek rog nane Sinai Phiing boh shii hamangkhung pha hamangkhliie rog shii yao pha bran ji ro. Ai è Hamangkhung-aphuii pha sieng pha mua mua ne sudoh gethek shii thog yi pha bran ji ro.
2c07270074	“Jishii, gethek pha blangthek è ai miyao anuii pha rai dun. Aishii reng muii srane Egyph hà dun din pha now din.
2c07280101	Ji è now ne ithek è Aron shii yao, ‘Cho! Gethek ne gai pha hamangkhung-aphuii rab srane gethek shii lumuii wie noh yi pha um. Nyieliieshii, gethek ne gethek shii Egyph è fuang khia ne dun noh pha Moses ne nyie rey dun pha ji ne athieg mua shaphi ro!’
2c07290094	Ji è yung ne ithek è suwuiiduii mia pha jangbang jia rab srane muramthek ua ne zid phi ne ithek è nyie rab pha ji bajo wie doh yi pha sai ne rai.
2c072a010b	Ji è chaig pha jigigam shii zey pha duiine Hamangkhung-aphuii ne ithek è ruang dun dun ro. Ithek ne hamang pha dadiangthek shii sia ne rai dun: “Israel pha branthek wo! Balimuang hà idam sawi thog dang pha muramthek ua ne zid pha ji ne gu shii zid pha asi ro.”
2c072b00f5	Ji ne nawaithek miihan pha jangbang Molekh ro, chiih-è, Rephan jangbang mia pha jangbang, ithek pha dadiang jangbang ro; ithek ne nathek è sia pha jangbang rab pha ji ro. Ji-è, Gune nathek shii Babylon thiig è ruang thog dang khia muii phro.
2c072c009a	Gethek pha blangthek ne balimuang shii Hamangkhung-aphuii um pha shiinyie Haliig um phro. Ji pha haliig ne Moses shii khi è yung pha ji rab ne ruii phro.
2c072d0137	Ji pha shiinyie haliig ne gethek pha blangthek è awaithek aphuiithek è khi è rek ne mua lei ne ji athodang pha awaithek rog han ne Joshua rog shii Hamangkhung-aphuii è khi pha soh branthek shii fuang khia muii ne phi pha soh hà khud dun. Chiih-è ji ne thiisa hà Dawid sieng pha idoh thog dang pha raidun.
2c072e0083	Dawid è Hamangkhung-aphuii haro han phi ne Hamangkhung-aphuii shii Jakhob pha Hamangkhung-aphuii rai yi pha ithua rab pha jia lia,
2c072f002d	Jishii, ji pha hò ne Solomon murung mua bie.
2c07300088	“Ji è rung phi magungde; bajo giu hà rai pha Hamangkhung-aphuii ne bran miirab phi pha hò ji shii arai phi. Chaigthek miyao duiine,
2c073100ba	“Hamangkhung ne gu dug pha ithua ro, chiih-è, Sohnyiak ne gu lai è thum pha ithua ro.” Na ne gu shii nyie khi-è rek pha hò rung phi pha now ga? Gu rai pha ithua ne khi hà um ga?
2c0732002c	Hìthek ne zab gu miirab phi jithek asi bey?
2c07330121	Sthephen è athodang pha yao, “Nathek ne khinyama jia lawasdai pha bran lei?” “Nathek ne khinyama shii um phlei? Nathek ne Hamangkhung-aphuii pha mua ji nuii pha khoh ne khinyama jia khophang um ga? Nathek ne nawaithek pha blangthek duiine ara! Nathek de Ragung So shii snai mua ara!
2c073400f2	Buyo shii de chaig shii nathek pha riingthek è diig phi ne aruii bey? Ithek è Hamangkhung-aphuii pha muaphothek hanyie è giang khiao jia wuii ruii pha mua yao phajithek shii ua maphi ro. Sdoh de ithek ne aishii layog nin srane ua maphi ro.
2c0735007f	Nathek ne Hamangkhung-aphuii pha Iphey yi hamangkhliiethek shii phi ne thoh ge ne mua habuii shii, nathek ne ji ne anuii ro!”
2c07360051	Limiang brogthek è Sthephen miyao ji nuii ne bajo lijieg ne sinyinthek thak dun.
2c073700cd	Ji è rek magungde, Sthephen ne Ragung So è ley dun srane hamangkhung hà hùii ne riig mage shii Hamangkhung-aphuii pha biisiie doh ruii, chiih-è, Isu ne ai phawig moe shii riu ne rai iang pha doh ruii.
2c073800a4	Ai è yao, “Riig mage bo! Gune hamangkhung hong pha doh muii ro, chiih-è, Bran Dufuii ji ne Hamangkhung-aphuii pha phawig moe shii riu ne rai pha doh muii ro.”
2c07390097	Ji è yao mage shii thiichiih um pha limiangthek ne ziak ne choh srane awaithek khohthek wad è cheg muii. Chiih-è, zab branthek ai moe shii ran ruii.
2c073a0096	Aishii ji pha thiig è fuang fen srane lubao è chao mage. Ji riig pho è ithek yung ji yie srane Saul beng pha bufuii filiao jia shii phi ne riig yi.
2c073b0075	Ithek ne lubao athodang pha chao mage ne Sthephen ne Ithong shii ziak ne ho, “Ithong Isu, gu Ragung yie muii bo!”
2c073c0076	Ai è bam srane ziak ne yao, “Ithong! Hì pha layog ne ithek shii gidieg arey yi rabo!” Ai è ji yao srane iy dun.
2c080100f9	Ji ua muii phane Saul è de nuii. Ji pha inai è Jerusalem pha charchphothek ne diig phi pha ji è bajo duhug rek ne rai dun. Thiichiih guaphasamoy shii thoh marui ne charch pha migiphothek ne zab rum ne Judea nane Samaria soh ithua hà yo ched dun.
2c0802006b	Thiichiih shii giak bran è bajo migi now pho um ne Sthephen siu ji yie srane wieng phi ne bajo zo ne choh.
2c080300c7	Ji è rek magungde, Saul ne charchthek shii buii rek pha lumuii sow ne rai. Ai ne hò-hò hà wuii srane migipho, hò-aphuii um ne de, hò-amuii um ne de zab shii fuang khia srane phatheg chab maphi.
2c08040066	Khinyama jia pha migipho ne yoh yoh che dun pha ji è sohsoh hà wuii dun srane ji pha mua yao ne rai.
2c08050064	Philiph ne Samaria pha rajan boh hà wuii dun srane Masi pha Mua ji thiichiih pha branthek shii yao.
2c08060084	Thiisa pha bran brogthek de ai miyao pha mua nane buangthek pha bliathek rek pha doh mage ne ai moe shii wuii srane bajo nuii gieng.
2c08070092	Ibuii ragungthek de zab gang ziak ne bran bucho è fuang khia dun, chiih-è, Slem riie pha branthek nane lai wad khi-èk pha branthek de gang dun.
2c08080033	Ji-è, ji pha rajan shii ne bajo boh lubo thog dun.
2c080900a3	Simon beng pha bran jia de thiichiih shii rai ne um iang. Ai de awai misia è Samarithan pho shii anomuluii pha bliathek rek ne yao, ai de bajo boh pha bran ji ro.
2c080a00d4	Ji è rek mage ne ji pha rajan pha zab limiang bran brogthek ne aishii wie nuii ne ai rog shii rai dun. Ithek è yao, “Ai ne Hamangkhung-aphuii pha blu è thieg ro, ‘Bajo bohblu um rone thieg pha ji ro.’”
2c080b008c	Ithek ne aishii nyie rek ne wie now dun, nyieliieshii, ai ne thiichiih shii bajo ibi è awai jadu è bajo wieng pha bliathek rek ne rai dun.
2c080c00de	Ji è rek ne rai magungde, branthek è Philiph è Hamangkhung-aphuii pha Sajathua pha mua wie nane Isu Masi pha mua ji yao mage shii ithek ne migi now magey shii, hò-aphuii um ne de, hò-amuii um ne de, zab khowo yie dun.
2c080d00be	Simon awai de ji pha mua izai now ne khowo yie srane Philiph rog rai gieng. Ai ne Philiph rog shii rai gieng shii Philiph mirek pha buangthek pha bliathek doh mage ne awai de bajo wieng dun.
2c080e009d	Jerusalem pha guaphasamoy è Samaria pho de Hamangkhung-aphuii pha miyaogam ji shii migi now pha yoi mage shii ithek è Phithar nane Jon shii thiisa thoh ge.
2c080f0055	Ai è thiisa hà thogmage shii, isa ne migiphothek shii Ragung So mua yi pha sia phi.
2c08100058	Nyieliieshii, ithek ne Ithong Isu beng è khowo yie bie ne Ragung So amua ba pha rai ro.
2c0811006c	Ji-è, Phithar nane Jon è awai so wad ithek Khurug shii kho srane sia mage shii ithek de Ragung So mua dun.
2c081200a5	Simon è guaphasamoy ne migipho shii wad kho ne sia phi shii Ragung So ne migipho shii phi pha doh dun. Ji-è, ai de bang yie srane Phithar nane Jon shii zud ne yao,
2c08130085	chiih-è yao, “Gu shii de hì pha blu phi mage bo, ji arone, gu de hanyie shii wad khoh mage shii ai de Ragung So mua ruii phro.”
2c0814009e	Jishii, Phithar è aishii chang din, “na nane naro bang hì ne thumuluii hà dun dun bo, Na ne Hamangkhung-aphuii pha lasen ne bang è pheg mua pha now bey!
2c08150076	Na ne gathek rog shii nyie blia rek pha oi ro, nyieliieshii, na ne Hamangkhung-aphuii mieg moe shii giang adoh phi ro.
2c08160081	Hì è rek ne buii now pha è idoh riie srane Ithong shii sia mage bo, ji-arone, Ithong è ji è now pha layog è khung phi phro.
2c08170047	Gu è na ne bajo miegriie ne layog pha phatheg pho rone doh muii ro.”
2c0818007a	Simon è Phithar nane Jon shii yao, “Nasa è nyie yao pha ji è gu shii achun yi pha nasa ne Ithong shii sia mage bo.”
2c081900f1	Ithek ne awai sai shii Ithong è nyie rek phi phajithek yao phi, chiih-è Mua Wie de yao marui srane Phithar nane Jon ne Jerusalem hà dun din dun. Tthek ne lumuii hà dun ramuii shii lumuii pha Samaria thiigthek hà de Mua Wie ji yao marui.
2c081a00aa	Ithong pha hamangkhliie è philiph shii yao, “Saro srane Jerusalem è Gaza dong pha hayang lumuii hà wuii mage bo.” (Ji pha lumuii ne thuh ne hanyie de alua sha ro.)
2c081b0159	Ji è yao mage ne Philiph ne saro ne wuii dun. Ji è wuiiramuii shii Ethiophian, hanyie yi Ethiophia pha bisiumuii pha bang kho yi pha dumuii jia de Jerusalem hà Hamangkhung-aphuii shii misia sia ched ne awai sthuh garuii shii in srane Ethiophia dun din ramuii pha doh ruii. Awaiji buiine chaigpho Aijaya mizey pha jigigam ji tham pha doh iang.
2c081d0061	Ragung So è Philiph shii yao, “Wuii srane ji pha miihan han pha sthuh moe shii luagieng bo.”
2c081e00dc	Philiph è ran srane ji pha dumuii moe shii wuiithogmage shii ji pha dumuii ne Aijaya chaig mizey marui pha jigigam ji tham pha yoi ruii. Philiph è aishii sai mage, “Na ne nawai è nyie tham pha ji ne gao chak bey?”
2c081f00a6	Ji pha dumuii è chang, “Hanyie è gu shii ayao phi arone, khi è rek ne gao mua phlei?” Ji è yao srane ji pha bran è Philiph shii sthuh lakhung khrog ne in yi.
2c082000b0	Ai mutham pha Aijaya jigigam ne: “Ai ne ua ne zid pha shiishai duiine ro, ai ne imanthek guii phi shii aro pha shiishaiduii duiine ro. Ai ne miyaogam jia de ayao dang phi ro.
2c082100b7	Aishii ne biwo rek muii ro, wie chua pha miyao de aishii khiijai. Hanyie de ai riing pha chiang shii ayao mua ro nyieliieshii ichiih sohnyiak shii ai chai pha ishak ne jong dun ro.”
2c082200ac	Ji pha dumuii è Philiph shii yao, “Gu shii yao phi bo, hì pha miyao ne chaigpho è hanyie shii yao phlei? Hì ne awaishii yao nebey? Asi pha gai bran shii yao nebey?”
2c08230053	Ji-è, Philiph è aishii ji pha jigigam è jao srane Isu pha Mua Wie ji de yao phi.
2c082400b1	Ji è yao ne lumuii hà luaramuii shii ithek ne kho um pha ithua jia shii thog ruii. Dumuii ji è Philiph shii yao, ichiih ne kho um haga! Gu shii nyie rek ne khowo aphi ba lei?
2c082500b0	Philiph è aishii yao, “na è nawai è izai now dun arone, gu de na shii khowo phi phro.” Ai è chang, gune Isu Masi ne Hamangkhung-aphuii pha Dufuii rone migi now chak ro.
2c08260066	Ji pha dumuii è Sthuii shii gak ne riu yi srane kho moe hà wuii thog ne Philiph è aishii khowo phi.
2c082700aa	Ai kho è fuang khia dang shii Ragung So è Philiph shii noh dun. Ji pha dumuii ne Philiph shii dinne athodang pha noh dun. Jimagunde, ai ne bajo sang ne hò hà dun-dun.
2c082800b0	Philiph ne awaishii Azothus ithua hà thog ne rai pha doh dun. Ji-è, ai ne Khaesarea hà wuii dun. Lumuii hà khinyama jia pha bajaraithek um pha ji shii Mua Wie ji yao marui.
2c09010063	Ji è rekramuii shii, Saul ne Ithong shii migipho shii ua pha noh. Ai ne Kho Phabi shii wuii dun ne
2c090200f3	Damaskhus pha Jewish misiahòthek shii wuii thog shii aishii thieg yi pha jigigam jia lia. Nyieliieshii, thiisa hà Ithong lumuii shii lua ne migipho doh arone, hò-aphuii hò-amuii um ne de zab zum srane idoh Jerusalem hà noh pha now ne lia.
