2800000003	Mat
2a041600bb	Pate aromo kane zene arame ne kone oleba kai. A epame kang tera ne okpwe ka ngmǝ ka a susi ongmǝ kai. Ane bore opirǝ na, “Kakama a waani e paana ye nanna kena ka Yusupu tazana ne?”
2a041700b6	Na Yeso bekaane na, “Eng rose o bena eyo bekang angmǝ a gerpo na, ‘Ondo nyaza makang, womza okpwe o, o bekaana, eza epa eka te kona a ba eza a Kaparnahum apeng au Nazarat.’”
2a04180074	Na kakang bekaana, “Eyang belo ying e peng eme, a ta kabare ka ondo o beya angmǝ ka mawo ma Ashil a apeng wai ne.
2a04190107	Ang wale bele oying ne, a were a Ileya ondo o beya angmǝ ka mawo ma Ashili, a gwari andaye ne zene ane kang ya a nyimi o dera ne gong a nyimi Isrela. A were ame na eze mawo shenai se taaro ka mareka o taashe, ne komo gǝǝzǝ aromo a kuruwǝ a nyimi makeke mame.
2a041a0075	Pate ka nyimi, a ta atong Ileya a ondo one ne, atong wai ara ogeng ogwǝri ondaye apeng Zaripat a nyimi makeke Sidon.
2a041b009b	Agangca gong a cak a nyimi a Isrela a were a Elisha ondo o beya angmǝ ka mawo ma Ashili, a ta a womza ondo one ne, soona Naaman oromo makeke ma Suriya.”
2a041c005e	Pate aromo ka neye o dandaro gwarzanang maYahuda, malo kona epa eka ka beke, nane kone o kara.
2a041d009d	Ane ere nane sǝǝrǝ Yeso ba nyimi apeng ane, nane ale ka kai e daki oyara oka a soo apeng me ne, adorana ne turki kai a saname kaka rizi a deze ka ka gbwi.
2a041e0037	Pate ka nyimi naka kale a tera one, aka ale o ale okai.
2a041f009b	Na Yeso ale a Kaparnahum apeng yende a nyimi makeke ma Galili, ara namea ka lyǝzǝ o dandaro o gwarnazang maYahuda, aka baale ne koonang lengme lo teseke.
2a0420004b	Na o baala kai wa tere ne okpwe aza obena angmǝ okai aya susǝ ka legoone.
2a04210078	A nyimi dandaro gwarzanang maYahuda mame, ondo zene waye ka obere oburu. Na oromo me rurayi a jǝng a Yeso a wa bekaana,
2a0422008c	“Haing. Eya manyimau ka ro, Yeso karomo ka Nazarat? Ba deya ka o mare legoone le ro na? Ang rose obena boa mana, boa ondo surǝ Ashili.”
2a042300cc	Na Yeso zurki obere oburu me jǝng aka bekaana, “Kome a set, o surea nyimi lepung le oromo na.” Na obere o buru me tare oromo me a deze aza yizi komana. Nawa suri a wa baya wai zora o jukǝ wai kanza.
2a042400ab	Pate aromo ka neya rame nane moke ma ngmǝ mane, ane bekaa tokpwe tone naa, “Embele ya karomo kana kaa ya? Ka zurki aka beke obere oburu na suri oromo me, na wa suri.”
2a0425003d	Epa eka Yeso kaye na oroka wa ale kuruwǝ a pate makeke mame.
2a042600c5	Malo oka Yeso ka suri ba nyimi o dandaro gwarzanang maYahuda a lengme leng name naka ale ba akwilǝ a Siman. Naka mana ondawa Siman me aka waya kono ka o pimǝ, nane bose Yeso adorana ka womza kai.
2a0427007b	Na Yeso me zungdǝ kai aka zurki o pimǝ me na o pimǝ me wa pere kai. Ko ya nyimi, naka ere ba saseya aka sele ne epaolya.
2a04280085	Nangka ulyǝlu ye, pate andaaka neye ka ana o kombela kono a kapeng kame nane deese kaa ne a ka eese taara aza one ane cǝsǝ lewoma.
2a042900d4	Ana ondo one neya ka mabere ma buru na ma susi aza legoone le ngmǝ akai, ane gware koko ane beyaana, “Boa Kena ka Ashili.” Aza o bena ne rose o bekaana kaya Yeso, na Yeso zoole ane, aka nare ne o beya ngmǝ.
2a042a00a7	Nangka ara a sane, na Yeso baya apeng me a ka ale araaka aromo ta zene ne. Na aromo dato gere kai kurǝwǝ, nangka ne cǝ kai nane bose kai na tana ka arnang ka ne ne.
2a042b007c	Na Yeso me bekaa ne na, “Ashili a tongang kang dongdong ale kale toma le lebo le togomo te ai a topepeng toyende kanza.”
2a042c006a	Na Yeso lya izi ko kaale aka baale aromo a nyimi madandaro ma gwarnang maYahuda a pate makeke ma Yahudiya.
2a05010099	Ngmende a Yeso ya itǝ a bengmǝ be lepung leeka a beya le na Janisarata. Na aroma aaka ne kurkǝnǝng a cake ne nonte kai adorana ne kone angmǝ Ashili.
2a0502007d	Na Yeso laka ma'onggo ma o taara manyi maleere a bengmǝ be lepung, ka ana o meeshe ekwala ane japi aneya kwizǝ majara mane.
2a0503008f	Na Yeso lyǝ o onggo yende o Biturusu, naka bekaa wai na wa turki o onggo me a nyimi manyi a baate. A nyimi mea ka cikǝ ne aka baale aromo me.
2a0504008c	Nangka ka mare o baala, naka bekaa Biturusu na, “Waleke o turki o onggo me a ale ara a gerpo, e tare ojara me a manyi ka o meke ekwala.”
2a0505008a	Na Biturusu bekaana, “Ondoogong, te more a pate lelyaare a gera na teta meke eyapa ne. Nangka ba beka nyimi, eyang ya nangka ba beka.”
2a05060046	Nangka neye nyimi, nane meke ekwala a cak, na majara mame bore o taso.
2a050700e2	Ka o laka nyimi, nane wali andaane kane ya nyimi o onggo leere kane deya ne kankama ne. Nyimia ne de nane lope ekwala me a nyimi ojara nane panza ma'onggo ma leere mo taara manyi ka ekwala, nyimia na ma yemo lyǝ ba tau manyi.
2a050800a6	Nangka Siman Biturusu wa laka nyimi a wa surǝ nyimi manyi, na wa tunggunǝ a tulung tewai ating Yeso, a wa bekaana, “Arnang ka mi Ateokora, mi ondo madinǝ wai.”
2a05090058	Aza o bena wai ka andaaka neye legwa ne kala aro kerke ko laka e kwala e cake kane meke,
2a050a00c0	nyimia ana Yakubu ka Yohana ayana Zabadi ejaa Biturusu ne kanza ne kerke. Na Yeso bekaa a Siman na, “Kana o kone boome ne, ba itǝ ondo o rara aromo kane deya mi o meese ekwala watoza ne.”
2a050b0060	Nangka ne windi ma'onggo ma o meese ekwala ene o wulu lepung, nane baya ekeeya ene ane tare kai.
2a050c00ff	Ngmende Yeso kaye apeng yende, na oromo yende de a leganca le lya legoone le wai. Nangka wa laka Yeso, na wa girwǝnǝ ka tulung a deze, a wa kang tunggunǝ maiyinu ma wai ating kai. A wa bose kai na, “Ateokora, ba kabare ba era o kpizi leganca leng.”
2a050d006e	Na Yeso niyi o ara kai, naka meke wai. Aka bekaana, “Ma kabare ya sangsang.” Na leganca pere wai a saseya.
2a050e00d7	Na Yeso windi wai teto na, “Kana o beka a ondo ne, o ale ko wore okpwe o ondo magame ma akwilǝ Ashili, okang nya epa eka a yo esa nangka angmǝ aka Ashili nya Mosa beke. Ya nyimi ko wore aromo bekaana ba woma.”
2a050f0097	Pate ka o windi teto ka Yeso ka ye, oroka azaa kai wa waleke lya izi ne, na aromo a cake deese a konaza kai, ko gera o bekaana ne woma aza makono mane.
2a05100070	Na Yeso ka baya ara name aka gere araaka aromo tazene ne adorana ka beya ngmǝ ka Ashili nangka ka mena a ezaza.
2a051100f1	Ngmende Yeso kaya baala, na maParisa ma yende ka ana o baala ngmǝ ka Ashili nya Mosa ne deya a suri a topepeng te makeke ma Galili, ka Yahudiya, apeng Urushalima neya rame. A legoone le Ashili lo womzaza ana o dera o kona zake le ye ka kai.
2a0512009f	Aza nyimi andaleme yende ne de ane ana oromo omea lepung le wai le gbwǝ aza kapengge, aneya nyamalanǝ kane lyǝǝrǝ wai a nyimi odo kane de ka wai ara Yeso.
2a051300ee	Nangka neta ne cǝ orona oya epa eka neya yeme me ne aza o gongnga aromo. Azaa nyimi nane zale o ogǝnggǝng odo, nane puki ogǝnggǝng me ane jipǝrǝ wai pate ka o penge omea waya tete azame. Nane eke wai a tera aromo a begeshe be Yeso.
2a0514006c	Nangka Yeso ka laka nangka ne kabare ka kai, naka bekaa oromo me na, “Beja beng, ma kwizau madinǝ mau.”
2a051500cb	Na maParisa ka ana o baala ngmǝ ka Ashili nya Mosa ne bore o beya angmǝ a tokpwe tone na, “Mana waana ka wa ya beya a ngmǝ a buru aza Ashili? Mana wa era a wa pisi madinǝ bangka Ashili belle ne?”
2a05160062	Yeso ka rose madoola ma nyong mane na ka pirkǝ na, “Eyaka eya eza madoola mana a nyongnga ying?
2a0517005c	Eya kala o dera o poba o beka: O bena a kwizǝ madinǝ mau na, o jeke kapengge kau o yengai?
2a051800e0	Eyang yeme e rose o bena, mi Kena ka Oromo ang ye ka legoone a lerambo le Ashili leena o kwizǝ madinǝ.” Aka ringgarnu naka beka ondooka lepung le wai le gbwǝ na, “Ma beka bo na era, jeka kapengge kau o ale akwilǝ.”
2a0519008d	Nawa ong era a itǝ a saseya a pate aromo neya za o gonta, na wa gbwindari kapengge kame a waya tetene, a wa ale akwilǝ a wa ya saba Ashili.
2a051a0084	Na komana one laka epa boome, ane saba Ashili. Nane wale o kona boome o bekaana, “O ngmeengme te laka epa o kala begeshe be ro.”
2a051b009d	Malo nyimi a Yeso suri naka laka ondo eesa emate makeke ka a rareze wai na Lawi a waya cikǝ ara o eesa emate makeke mame. Na Yeso bekaa wai na “tareng.”
2a051c0039	Na Lawi baya e keeya ka e keeya, a wa ere na wa tare kai.
2a051d007f	Aza nyimi na Lawi rare ozǝnggǝ o gong azaa Yeso akwilǝ wai. Na ana o eesa emate makeke ka aromo yende cake ne epaolya ka ne.
2a051e00f2	Na maParisa ka ana o baala ngmǝ ka Ashili nya Mosa aka neema maParisa mai ne ale ka oroka a ngmang-ngmang ara ana o tare o Yeso. Nane pirkǝ na, “Eyaka e lyeeze e kang soza ka ana o eesa emate makeke ka andaaka ne kanza ana madinǝa ne?”
2a051f0063	Na Yeso kabare na, “Andaaka neya zake neta aleze ara ondo nyaza makanne, sekona ana o kono belle.
2a0520008c	Anta ma deya kang rare ana nyongnga sangsang kane kuri a Ashili ne. Ma deya kang rare ana madinǝ kane baya madinǝ mane ane kuri Ashili.”
2a052100d2	Na aromo yende pirkǝ Yeso na, “Ana o tare o Yohana ko batisma ezeze o meke ongmǝ ko beya ngmǝ ka Ashili, nyimi ana o tare o maParisa kang ezaza, ana o tare o sooze ane lyeeze epaolya zora o pate ongmǝ.”
2a05220078	Na Yeso kabare naka bekaa ne na, “E era e ote ejaa ondooka wa surǝ ana ondaye osau na wa pate ongmǝ a neye legwa na?
2a05230079	Rosa na o bekaana a were ya deya ka ondo surǝ ana ondaye osau, a yo jeka wai a baya ne, a were name neyo pate ongmǝ.”
2a05240108	Naka bele ne angmǝ a gerpo na, “Ondo ta rene ka wa era wa mangka odibi o sau ka wa pate o dibi o kozo ne ne. Waa ya nyimi, a wa itǝ o bekaana wa cara o dibi wai osau naname. Ojembele osau me a wa core o dibi osau wa era wata ale garre ne ka o dibi kozo ome ne.
2a052500a9	Nyimia ondo wa era wata kare manyi ma o inabi ma sau a leboboto lo ngma a kozo ne. Waya nyimi, a boboto a kozo me poso apat ka manyi mo inabi me oko apat ka ekeeye caro.
2a05260033	Manyi mo inabi ma sau, soona kare mai aboboto asau.
2a05270070	Ondo ta rene ka wa sa manyi mo inabi ma kozo, a wa yeme ma sau ne, a wa yo bekaana, ma kozo mame kala o leba.”
2a06010095	A lengme lo teeseke ka o bosa Ashili leyende le maYahuda, na Yeso ka atoma kai ne dare aa nyimi turu te yuu, nane pose ane torbe makpwe mame ane lye.
2a0602009b	Na maParisa ma yende pirkǝ na, “Eya e ote na eya eza epa eka makili ma Ashili ma were a Mosa ma nara aza lengme lo teeseke ka o bosa Ashili maYahuda?”
2a06030068	Na Yeso kabare ne na, “Ying eta e bale epa amea Daoda ka aromo akai ne ye a were ka ne kone komo sang?
2a0604007a	Naka lyǝ a kapuki ka Ashili, a ka jeke epaolya mea a eke ana magame ma Ashili naka lye, a ka nya ejaa a teweno te kai.”
2a06050051	Na Yeso kang bekaa ne na, “Kena ka Oromo, kaya ateokora o lengme lo teeseke.”
2a06060097	A lengme le yende lo teeseke le maYahuda, na Yeso lyǝ o dandaro gwarzanang maYahuda, aka baale ne, a mana oromo yende rame oka o ara wai o re wa waka.
2a060700a1	A maParisa ka ana o baala ngmǝ aka Ashili a nya Mosa ne kare yizi kane laka na Yeso kayo womza oromo me a lengme lo teeshekea na, adorana ne cǝ epa o meke kai.
2a06080095	A mana Yeso rose madoola mane, naka beka oromo omea o ara wai wa waka na, “Era ka o deya ko itǝ ara kaana.” Na oromo me wa ere na wa itǝ arame.
2a060900a8	Na Yeso bekaa ne na, “Eyang pirkǝ o ying, eya gbara aye a lengme lo teeseke, a eze epa ererea na, a eze epa e buruai? A boze oromo na naa, a baya wai a wa gbwiai?”
2a060a005f	Naka gonte ne apat aka beka oromo mea na, “Niyi o ara o.” Na wa niyi o ara me awa woma zak.
2a060b0084	Azaa nyimia na maParisa ka ana o baala ngmǝ aka Ashili a nya Mosa na nyong ane caro ane gbaara ongmǝ aza epa amea neyo ya ka Yeso.
2a060c007b	Ngmende a nyimi tomore tong name, na Yeso zale oyara ka ka beya ngmǝ ka Ashili, naka more a saname a beya ngmǝ ka Ashili.
2a060d0061	Ko sana ara, aka rare ana o tare okai, aka zake ne betuuru ka leere, naka bekaana neya atoma kai.
2a060e006c	Neya Siman ondooka Yeso ka nya wai leze na Biturusu, orone wai Andarawus, Yakubu, Yohana, Pilibus, Batilomi,
2a060f005c	Matiyu, Toma, Yakubu kena ka Halpa, Siman kaa beya kai na ka ye kale nyong le makeke ma kai.
2a0610004f	Ka Yahuda kena ka Yakubu, a Yahuda Iskariyoti ondooka wa lye le kirmǝ le Yeso.
2a061100ed	Na Yeso japi kaa atoma kai, naka itǝ a deze ara aka aromo a cake ana o tarea kai ne zene. Kanza aromo a cake kane sure a makeke ma Yahudiya ka apeng a Urushalima ka makeke maamea maya ting apeng Taya ka Sidon ka neya ting lepung legong,
2a06120063	ne de kane kone kai, aa ne cǝ o woma makono mane a pat. Adaamea o bere buru wa gare ne a womza ne,
2a0613007e	na komana one ere a waya yeme o meke okai aza o bena legoone le obere o rere waya susǝ a kai aka womza ana ma kono mame apat.
2a06140097	A Yeso kare atoma kai yizi aka bekaa ne na, “Ying ana o kona o leba, andaaka neye ka o dera, yingnga ana akwilǝ a togomo te Ashili nannamena ka izi.
2a0615006f	Ying ana o kona o leba, andaaka neya komo nanname na, eyo tiyǝ. Ana o kona o leba ying, ana o ruuzi, eyo zoza.
2a061600a3	Ying ana o kona o leba a were aka aromo ne nyana ying, ane baya ying e daki, ane kang beya ying majakari, ane nya ying leze le buru, aza o kabare ka kena ka oromo.
2a061700cf	“Aza nyimi konana o leba a lengme leng name e cankozo ko kona o leba, o bena epa eka eyo cǝ eyo gongnga ba zaa shili. Nyimia magonggong mane ne eze ka ana o beya a ngmǝ ka mawo ma Ashili kane kaana ying.
2a0618004e	“Aying ana ocǝ nanname e lyǝ udi, aza o bena e samba o emba o leba o ying.
2a06190077	Ying ana o tiyǝ nanname e lyǝ udi, eyo cikǝ ka ekomo. Ying ana o tozo nanname e lyǝ udi, eyo kona o burǝ ee ruuzi.
2a061a005f	Ying ka aromo ya saba oying e lyǝ udi, nyimia magonggong mane ma eze ka atoma o rendaza aromo.
2a061b006e	“Eyang baala o ying, ana o konaza ong, yeme na ana o nyano ying. Andaaka ne nyane ying, eza na ne epa erere.
2a061c005e	Nya ne o kono leba, ana o eza o ying majakari. E bosa Ashili aza andaaka ne nya ying ba huuwu.
2a061d0078	Ondo wa ceeto ba letamo le yende, wangare wai lo leere leme. Ondo wa jekau o dibi ogong, lopa ka nyimi ko nya wai kanza.
2a061e0071	Pate ondooka wa bosa eyapa abo o nya wai, ondooka wa embe epa bo ka legoone, tana o gera o bekaana wa kuriyau ne.
2a061f0021	Ya aromo epa eka oya yeme ane yo.
2a06200078	“Ee yeme andaaka ne yeme yingnga belle, a wiini a ecǝ o kona o leba? Ana madinǝ nyimia ne yemeze andaaka ne yeme ne.
2a06210072	Nyimia e eza epa e rere andaaka ne ezeze yingnga belle, a wiinia e cǝ o kona o leba? Ana madinǝ nyimia ne ezeze.
2a062200a7	Kanza e nyaza o duru ara andaaka e laka a neyo ara yingnga belle, e wiinia e cǝ o kona o leba? Ana madinǝ nyimia ne nyaza na madinǝ o duru, aza o bena neyo ara kap.
2a0623012a	Ying kanza yeme na ana o nyano ying, eza na ne epa e rere, e nyaza ne o duru zora obena neyo ara ying. A arakanamea, eyo cǝ epa cak, e kang wore o bena ying ayana Ashili ne, o bena wa eze epa e rere aromo mea neta zanta ka epa e rere ka aya ne ne, ka ana ara a buru, nyimia ying ma wa gwara e eze.
2a06240041	Itǝna ane egonegone, nangka ate aying Ashili ondo egonegonea ai.
2a062500ae	“Tana e beke epa e buru aza ondo ne, ato beka aza oying ne. Kana e nyalang ka ondo ne, ato nyalang ka ying ne. Kana e onte ondo a lenyong ne, ato onta yingnga a lenyong ne.
2a062600c7	Nya na ana ondo, a Ashili a yo nya ying kapa ko gose ka rere, ka a kare ne ngmet, a zokare, ne ooso aza pena, kakang kare angmǝ ma madibi maying. Ka kapa kamea ba gose ne, ka kaya a yo gose o ne.”
2a06270077	Na Yeso bele ne a ngmǝ a gerpo na, “Urǝ wa era wa windi urǝ lebenda na? Wa ya nyimi, a pate one ta kala a le'o ne?
2a06280076	“Ondo oka a baala wai, wa era wata kala ondo baala wai ne, a baala wai kawa mare, a wa itǝ na ondooka wa baala wai.
2a06290065	“Eyaka oya gonta kapa ka baate a liizi le orone o, ota ba laka o kuturu ka waya nyimia liizi lo ne?
2a062a0104	A wanea o beka orone o na, orone, baya ang lope kapa ba liizi lo, a bo ota ba ama o laka o kuturu kawa ya bo liizi lo ne? Bo ondo o renda aromo kane eze epa buru, bora ko lope o kuturu kawa ya bo a liizi, o ama o gonta ko lope kapa kamea kaya liizi le orone o.
2a062b0065	“Uti o rere wa era wata ngmenga yanaa buru ne, nyimia uti o buru wa era wata ngmenga ayana rere ne.
2a062c006d	A rose koonang uti a yana wai yaa. Ba era ota taza ayana osaya uti o kana ne, kona ayana o inabi uti kana ne.
2a062d00d0	Nyimia oromo o rere sǝrsǝzǝ epa e rere a nyimi epa e rere ka e ya wai a lenyong, nyimia oromo o buru wa sǝrsǝzǝ epa e buru a nyimia epa e buru ka eya wai a lenyong. Epa emea eya lenyong eya susi ongmǝ.
2a062e004d	“Eyaka e rarezeng na ‘Ateokora, Ateokora,’ eta eza epa eka ma bekaa ne?
2a062f005c	Eyang bele ying nangka waze, ondooka wa deya mi kawa koneze ngmǝ ang, a wa eze ogole ka ai.
2a063000b6	Waye na ondo sowa akwilǝ wai, na wa kau deze a surku, a wa bore o sowa azaa cale. A were aka obeno wa pena ka manyi dukǝ akwilǝ me, a era a ta oko ne, aza o bena a sowa ai a woma.
2a063100d1	Nyimia pate ondooka wa kona angmǝ ang, ka wa ta eza ogole ka epa eka ma bekaa ne, wa tore ondooka wa sowa akwilǝ wai e genge. Obeno w a pena ka manyi, ka ma dukǝ akwilǝ me, a yo oko, a kang caro ba pat.”
2a0701005a	Malo oka Yeso ka beke epaname a pate aromo ya konaza, aka ere naka ale apeng a Kaparnahum.
2a070200a5	A nyimi apengme, ondoogong ona tesa geza a moole a Roma waye ka ondo a nyimi azara wai oka waya kono na waya gbwǝ, ondo tesa geza a moole ome yeme ozara me ba bote.
2a070300a7	A ondoogong ana o tesa geza omea wa tukǝ o kona oroka ba zaa Yeso, na wa tong anateandasau maYahuda, kane bose kai adorana aka de kaka boze ozara wai tana wa gbwi ne.
2a0704005d	Ko dukǝ one ba Yeso, nane bose kai ba cak, ane bekaana, “Oromo ona wa gwara o kankama wai.
2a07050047	Wa yeme aromo aro, kanza a wa sowa ro o dandaro gwarzanang maYahuda.”
2a070600ba	Na Yeso ale kaa ne. Nangka ne amara ka akwilǝ me, na ondo tesa geza a moole me tong ajaa wai ba Yeso kane bekaa kai na, “Ateokora, tano gare okpwe ne, anta bare o deya akwilǝ ang ne.
2a0707006c	Epa eka e ote na ma tonga ba bo naname, mi anta bare ang deya bo ne, ba sokoo beka ngmǝ, ozara ong yo woma.
2a070800bb	Mi ang ya taara te ondo, kanza ka ana o tesa geza a moole cak ba taara tong, ma bekaa ondo one na wa ale, a wa ale, ma beka ondo na deya a wa de, ma beka ozara na wa ye epana, a wa ye.”
2a070900cc	Nangka Yeso ka kone nyimi, na oroka me taru kai a lenyong, naka wangarno ba ana o tare kai, naka bekaa ne na, “Anta ma cǝ ondo a nyimi Isrela kawa kabare ka Ashili ka lenyong leyende na oromo na ne.”
2a070a0047	Na aromo amea atong ne kuri ba akwilǝ me, ane mana ozara me a wa woma.
2a070b0062	Malo nyimi na Yeso ale apeng amea beya ai na Nayin, ana o tare o kai ka aromo a cak ne ale ka kai.
2a070c00bf	Nangka ne amara ka buudu lyǝ apengme, nane laka aromo a surǝ ka ekeze ondasau omea a ngmeng wai a yende ba iini wai, ondaleme ondayeme wa rabo ko gbwǝ. A aromo a cak apengme a neye ka wai.
2a070d0066	Nangka Ateokora ka laka ondayeme, na egonegone moke kai, naka beka ondayeme na, “Tana o ruuzi ne.”
2a070e0085	Na Yeso ale naka moke ogǝkǝ o keze me, na ana o anza ekeze me itǝ tiiyi. A Yeso beke keze me na, “Ondasau, ma beka bo na era.”
2a070f0053	Na ondooka wa gbwi wa ere a cikǝ, a wa bore o beya ngmǝ, na Yeso nya iini me wai.
2a071000a5	Na boome be moke aromo me ba pate, aa ne saba Ashili. Ane bena, “Ondo o beya a ngmǝ ka mawo ma Ashili o gong wa ere a nyimi aro. Ashili a deya a boza aromo ai.”
2a07110068	Na oroka epa eka Yeso ka eza, wa ale ba kuruwǝ a nyimi Yahudiya ka makeke maame maya ma'amo ka maamane.
2a07120063	Ana o tare o Yohana ondo batisma nane bele wai epa eka ne kona. Na ka rare anda leere ba nyimi one,
2a0713008b	Na ka tong ne ba ra Ateokora kane pirkǝ na, “Boa Ondooka Ashili a zake ondooka waya deya na, te eke lenyong ba ondo kawa tata dimǝi?”
