0100000008	Génesis
0e0d0a00a4	Para nosotros, Yahvé es nuestro Dios; no le hemos dejado; y los sacerdotes que sirven a Yahvé con los hijos de Aarón, como también los levitas en su ministerio.
0e0d0b013d	Queman a Yahvé holocaustos todas las mañanas y todas las tardes, y también perfumes aromáticos; ponen el pan de la proposición sobre la mesa limpia, y encienden cada tarde el candelero de oro con sus lámparas, pues nosotros guardamos el precepto de Yahvé, nuestro Dios; vosotros, empero, le habéis abandonado.
0e0d0c00fe	He aquí que con nosotros, a nuestra cabeza, está Dios, y están sus sacerdotes y las trompetas resonantes, para tocar alarma contra vosotros. Hijos de Israel, no hagáis guerra contra Yahvé, el Dios de vuestros padres, porque no conseguiréis nada.”
0e0d0d00ab	Entretanto Jeroboam hizo un movimiento para poner una emboscada a fin de atacarlos por detrás, de manera que él estaba frente a Judá, y la emboscada a espaldas de este;
0e0d0e00b4	de modo que cuando Judá volvió la cabeza, he aquí que tenía el enemigo de frente y por las espaldas. Entonces clamaron a Yahvé y mientras los sacerdotes tocaban las trompetas,
0e0d0f00a2	los hombres de Judá alzaron el grito; y así como los hombres de Judá alzaron el grito, desbarató Dios a Jeroboam y a todo Israel delante de Abías y de Judá.
0e0d10004f	Huyeron los hijos de Israel delante de Judá, y Dios los entregó en sus manos.
0e0d110076	Abías y su pueblo les infligieron una gran derrota, y de Israel cayeron traspasados quinientos mil hombres escogidos.
0e0d120095	En aquella ocasión fueron humillados los hijos de Israel, y prevalecieron los hijos de Judá, por haberse apoyado en Yahvé, él Dios de sus padres.
0e0d130080	Abías persiguió a Jeroboam, y le quitó las ciudades de Betel con sus aldeas, Jesaná con sus aldeas, y Efrón con sus aldeas.
0e0d140060	Jeroboam no recobró ya fuerza en los días de Abías; pues Yahvé le hirió de modo que murió.
0e0d150065	Pero Abías cobró fuerza; tomó catorce mujeres, y engendró veinte y dos hijos y diez y seis hijas.
0e0d160065	Las demás cosas de Abías, lo que hizo y lo que dijo, están escritas en el libro del profeta Iddó.
0e0e01009e	Abías se durmió con sus padres, y fue sepultado en la ciudad de David. Reinó en su lugar su hijo Asá, en cuyo tiempo el país tuvo paz durante diez años.
0e0e020076	Asá hizo lo que era bueno y recto a los ojos de Yahvé, su Dios. Suprimió los altares extraños y los lugares altos;
0e0e030030	quebró las piedras de culto, taló las ascheras
0e0e040066	e inculcó a Judá que buscase a Yahvé, el Dios de sus padres y cumpliese la Ley de los mandamientos.
0e0e050082	En todas las ciudades de Judá hizo desaparecer los lugares altos y los pilares del sol; y el reino estuvo en paz bajo su reinado.
0e0e060095	Edificó ciudades fuertes en Judá, porque el país estaba en paz, y no hubo guerra contra él por aquellos años; pues Yahvé le había dado reposo.
0e0e070127	Dijo (Asá) a Judá: “Edifiquemos estas ciudades, cercándolas de murallas, torres, puertas y cerrojos, mientras el país esté (en paz) delante de nosotros; porque hemos buscado a Yahvé nuestro Dios; y por haberle buscado, Él nos ha dado reposo de todas partes.” Edificaron y prosperaron.
0e0e0800cb	Asa tenía un ejército de trescientos mil hombres de Judá, que llevaban broquel y lanza, y de doscientos ochenta mil de Benjamín, que llevaban escudos y eran arqueros; todos estos valientes guerreros.
0e0e09007b	Salió contra ellos Zarah etíope con un ejército de un millón (de hombres) y trescientos carros, y llegó hasta Maresá.
0e0e0a0061	Asá salió contra él, y se pusieron en orden de batalla en el valle de Sefata, junto a Maresá.
0e0e0b0155	Entonces Asá invocó a Yahvé, su Dios, y dijo: “¡Oh Yahvé, en tu poder está ayudar a los fuertes o a los que no tienen ninguna fuerza! Ayúdanos, pues, Yahvé, Dios nuestro, porque en Ti nos apoyamos y en tu nombre hemos salido contra esta inmensa multitud. ¡Yahvé, Tú eres nuestro Dios! ¡No prevalezca contra Ti hombre alguno!”
0e0e0c0065	En efecto, Yahvé deshizo a los etíopes delante de Asá y Judá; y los etíopes se pusieron en fuga.
0e0e0d00e7	Asá y la gente que con él estaba, los persiguieron hasta Gerar; y cayeron de los etíopes tantos que no pudieron rehacerse, pues fueron destrozados delante de Yahvé y su ejército; y (los de Judá) se llevaron un botín inmenso.
0e0e0e00ba	Destruyeron también todas las ciudades en los alrededores de Gerar; porque el terror de Yahvé las había invadido; y, saquearon todas las ciudades, pues había en ellas un gran botín.
0e0e0f0072	Asimismo atacaron las majadas y capturaron gran cantidad de ovejas y camellos. Después se volvieron a Jerusalén.
0e0f010040	Vino entonces el Espíritu de Dios sobre Azarías, hijo de Oded,
0e0f0200fd	el cual salió al encuentro de Asá y le dijo: “¡Oídme vosotros, oh Asá y todo Judá y Benjamín! Yahvé estará con vosotros cuando vosotros estéis con Él; y si le buscareis, se dejará hallar de vosotros; mas si le abandonareis, os abandonará.
0e0f030061	Durante mucho tiempo Israel ha estado sin verdadero Dios, sin sacerdote que enseñase, y sin ley.
0e0f04006e	Mas cuando en su angustia se volvió a Yahvé, el Dios de Israel, y le buscaron, Él se dejó hallar de ellos.
0e0f050085	En aquel tiempo no había seguridad para los que salían y entraban, sino grandes terrores sobre todos los habitantes de los países.
0e0f060076	Se estrellaba pueblo contra pueblo, y ciudad contra ciudad, porque Dios los conturbaba con toda suerte de aflicciones.
0e0f070063	¡Vosotros, pues, esforzaos, y no se debiliten vuestros brazos! Vuestra obra será recompensada.”
0e0f08011b	Al oír Asá estas palabras y la profecía del profeta Oded, cobró fuerza e hizo desaparecer las abominaciones de todo el país de Judá y Benjamín y de las ciudades que había tomado en la montaña de Efraím, y restauró el altar de Yahvé, que estaba ante el pórtico de Yahvé.
0e0f0900c7	Congregó a todo Judá y Benjamín, y con ellos los forasteros venidos de Efraím, Manasés y Simeón; pues se habían pasado a él muchos de los israelitas, viendo que Yahvé su Dios estaba con él.
0e0f0a0051	Se reunieron en Jerusalén en el mes tercero del año quince del reinado de Asá.
0e0f0b0079	En aquel año ofrecieron a Yahvé sacrificios de los despojos que habían traído: setecientos bueyes y siete mil ovejas.
0e0f0c006b	Y se obligaron por pacto a buscar a Yahvé, el Dios de sus padres, con todo su corazón y con toda su alma;
0e0f0d007d	y que todo aquel que no buscase a Yahvé el Dios de Israel, muriese, desde el pequeño hasta el grande, fuese varón o mujer.
0e0f0e005d	Juraron, pues, a Yahvé en alta voz, con gritos de júbilo, y al son de trompetas y clarines.
0e0f0f00e4	Y se regocijó todo Judá con motivo del juramento, porque de todo corazón habían prestado el juramento, y con toda su voluntad le habían buscado. Por eso Él se dejó hallar de ellos; y Yahvé les dio reposo de todas partes.
0e0f1000db	El rey Asá destituyó también a Maacá, su madre, para que no fuese reina madre, por cuanto ella había hecho un ídolo en honor de Aschera. Asá rompió el ídolo, lo hizo pedazos y lo quemó en el valle del Cedrón.
0e0f11007d	Pero los lugares altos no fueron quitados de en medio de Israel, si bien el corazón de Asá fue perfecto en todos sus días.
0e0f12006b	Depositó en la Casa de Dios los objetos que había dedicado su padre y él mismo: plata, oro y utensilios.
0e0f130041	No hubo guerra hasta el año treinta y cinco del reinado de Asá.
0e100100b2	El año treinta y seis del reinado de Asá, subió Baasá, rey de Israel, contra Judá, y fortificó a Ramá, para impedir la salida y entrada a (la gente de) Asá, rey de Judá.
0e100200b2	Entonces sacó Asá plata y oro de los tesoros de la Casa de Yahvé y de la casa real, y envió mensajeros a Benhadad, rey de Siria, que habitaba en Damasco, para que le dijesen:
0e100300aa	“Haya alianza entre mí y ti, como la hubo entre mi padre y tu padre. Te envío plata y oro; ven, rompe tu alianza con Baasá, rey de Israel, para que se retire de mí.
0e100400ce	Benhadad accedió al pedido del rey Asá y envió a los jefes de sus tropas contra las ciudades de Israel; y ellos derrotaron a Iyón, Dan, Abelmaim y todas las ciudades de provisiones situadas en Neftalí.
0e1005004d	Cuando Baasá lo supo, desistió de fortificar a Ramá, suspendiendo su obra.
0e100600b9	Entonces el rey Asá movilizó a todo Judá, y se llevaron de Ramá las piedras y las maderas que Baasá había empleado para la construcción; y con ellas edificó a Gabaá y a Masfá.
0e100700d8	En aquel tiempo el vidente Hananí llegó a Asá rey de Judá, y le dijo: “Por cuanto te has apoyado en el rey de Siria, y no pusiste tu confianza en Yahvé, se ha escapado de tu mano el ejército del rey de Siria.
0e100800b3	¿No eran un ejército inmenso los etíopes y los libios, con carros y jinetes numerosísimos? Y sin embargo, por haber puesto tu confianza en Yahvé, Él los entregó en tu mano.
0e100900d8	Porque los ojos de Yahvé recorren toda la tierra, para defender a aquellos cuyos corazones ponen toda su confianza en Él. Has procedido neciamente a este respecto, y por eso de aquí en adelante tendrás guerra.”
0e100a00af	Entonces Asá se irritó contra el vidente y lo metió en la cárcel, porque estaba enojado con él por este asunto. En ese tiempo maltrató Asá también a varios del pueblo.
0e100b007d	He aquí que los hechos de Asá, los primeros y los postreros, están escritos en el libro de los reyes de Judá y de Israel.
0e100c00ac	El año treinta y nueve de su reinado enfermó Asá de los pies, hasta el punto de sufrir muchísimo, pero a pesar de su enfermedad no buscó a Yahvé, sino a los médicos.
0e100d004c	Asá se durmió con sus padres. Murió el año cuarenta y uno de su reinado,
0e100e00ee	y le sepultaron en el sepulcro que se había hecho en la ciudad de David. Lo pusieron sobre un lecho lleno de aromas y de muchas clases de ungüentos preparados según el arte de los perfumistas; y encendieron en su honor un enorme fuego.
0e11010049	En su lugar reinó su hijo Josafat, el cual se hizo fuerte contra Israel.
0e110200b5	Puso guarniciones en todas las ciudades fortificadas de Judá, y destacamentos de tropas en el país de Judá y también en las ciudades de Efraím, que Asá su padre había tomado.
0e1103006a	Estuvo Yahvé con Josafat, porque siguió los primeros caminos de su padre David y no buscó a los Baales,
0e1104006b	antes siguió buscando al Dios de su padre caminando en sus mandamientos, sin imitar el proceder de Israel.
0e11050082	Por eso Yahvé afirmó el reino en su mano; y todo Judá traía presentes a Josafat, el cual adquirió grandes riquezas y honores.
0e1106007b	Su corazón cobró ánimo en los caminos de Yahvé, de modo que hizo desaparecer de Judá los lugares altos y las ascheras.
0e11070094	El año tercero de su reinado envió a sus príncipes Benhail, Obadías, Zacarías, Natanael y Miqueas para que enseñasen en las ciudades de Judá,
0e110800ae	y con ellos a los levitas Semeías, Natanías, Zabadías, Asael, Semiramot, Jonatán, Adonías, Tobías y Tobadonías; y con estos levitas, a los sacerdotes Elisamá y Joram,
0e1109008d	los cuales enseñaron en Judá, llevando consigo el libro de la Ley de Yahvé. Recorrieron todas las ciudades de Judá, enseñando al pueblo.
0e110a008b	El terror de Yahvé se apoderó de todos los reinos de los países circunvecinos de Judá, de manera que no hicieron guerra contra Josafat.
0e110b00be	Los mismos filisteos trajeron presentes a Josafat, y tributos de plata. También los árabes le trajeron ganado menor: siete mil setecientos carneros y siete mil setecientos machos cabríos.
0e110c008a	Así Josafat iba haciéndose cada vez más grande, hasta el máximo grado, y edificó en Judá alcázares y ciudades de aprovisionamiento.
0e110d005a	Tuvo muchas obras en las ciudades de Judá, y en Jerusalén guerreros y hombres valientes.
0e110e008d	He aquí la lista de ellos, por sus casas paternas: De Judá, jefes de millares: Adná, el jefe, y con él trescientos mil hombres valientes.
0e110f0045	Tras este seguía el jefe Johanán, y con él doscientos ochenta mil.
0e1110008b	Tras este seguía Amasías, hijo de Sierí, que se había consagrado espontáneamente a Yahvé, y con él doscientos mil hombres valientes.
0e1111005a	De Benjamín: Eliadá, hombre valeroso, y con él doscientos mil armados de arco y escudo.
0e1112004f	Tras este seguía Josabad, y con él ciento ochenta mil armados para la guerra.
0e11130075	Estos eran los que servían al rey, fuera de los que el rey había puesto en las ciudades fortificadas de todo Judá.
0e12010044	Teniendo ya grandes riquezas y honores, Josafat emparentó con Acab;
0e120200cf	y al cabo de algunos años descendió a visitar a Acab en Samaria. Acab mató gran número de ovejas y de bueyes, para él y la gente que le acompañaba; y le persuadió que subiese (con él) a Ramot-Galaad.
0e120300cd	Dijo Acab, rey de Israel, a Josafat, rey de Judá: “¿Quieres ir conmigo a Ramot- Galaad?” Le contestó: “No hay diferencia entre mí y ti, entre tu pueblo y mi pueblo; contigo iremos a la guerra.”
0e12040075	Pero agregó Josafat, dirigiéndose al rey de Israel: “Te ruego que consultes hoy todavía la palabra de Yahvé.”
0e120500cf	Convocó el rey de Israel a los profetas, cuatrocientos hombres, y les dijo: “¿Subiremos a la guerra contra Ramot-Galaad, o lo dejaré?” Contestaron: “Sube, que Dios la entregará en manos del rey.”
