010000000c	ਉਤਪਤ
1327060146	ਸੱਚ-ਮੁੱਚ ਮਨੁੱਖ ਛਾਇਆ ਹੀ ਵਾਂਗੂੰ ਫਿਰਦਾ ਹੈ, ਸੱਚ-ਮੁੱਚ ਉਹ ਵਿਅਰਥ ਰੌਲ਼ਾ ਪਾਉਂਦਾ ਹੈ! ਉਹ ਮਾਇਆ ਜੋੜਦਾ ਹੈ ਪਰ ਨਹੀਂ ਜਾਣਦਾ ਕਿ ਉਹ ਨੂੰ ਕੌਣ ਸਾਂਭੇਗਾ!
132707008c	ਹੁਣ, ਹੇ ਪ੍ਰਭੂ, ਮੈਂ ਕਾਹਦੀ ਉਡੀਕ ਕਰਾਂ? ਮੈਨੂੰ ਤੇਰੀ ਹੀ ਆਸ ਹੈ।
13270800b8	ਮੇਰਿਆਂ ਸਾਰਿਆਂ ਅਪਰਾਧਾਂ ਤੋਂ ਮੈਨੂੰ ਛੁਡਾ, ਮੂਰਖਾਂ ਦਾ ਉਲਾਂਭਾ ਮੈਨੂੰ ਨਾ ਠਹਿਰਾ!
13270900aa	ਮੈਂ ਗੂੰਗਾ ਬਣ ਗਿਆ, ਮੈਂ ਆਪਣਾ ਮੂੰਹ ਨਾ ਖੋਲਿਆ, ਕਿਉਂ ਜੋ ਤੂੰ ਹੀ ਇਹ ਕੀਤਾ ਹੈ।
13270a00a2	ਆਪਣੀ ਸੱਟ ਨੂੰ ਮੈਥੋਂ ਹਟਾ ਦੇ, ਤੇਰੇ ਹੱਥ ਦੀ ਮਾਰ ਨਾਲ ਮੈਂ ਭਸਮ ਹੋਇਆ ਹਾਂ।
13270b015e	ਜਦੋਂ ਤੂੰ ਬਦੀ ਦੇ ਕਾਰਨ ਗੁੱਸੇ ਵਿੱਚ ਮਨੁੱਖ ਨੂੰ ਤਾੜਦਾ ਹੈਂ, ਤਦ ਤੂੰ ਉਹ ਦੇ ਸਹੁੱਪਣ ਨੂੰ ਪਤੰਗੇ ਵਾਂਗੂੰ ਅਲੋਪ ਕਰਦਾ ਹੈ, ਸੱਚ-ਮੁੱਚ ਹਰ ਇਨਸਾਨ ਸੁਆਸ ਹੀ ਹੈ! ਸਲਹ।
13270c0198	ਹੇ ਯਹੋਵਾਹ ਮੇਰੀ ਪ੍ਰਾਰਥਨਾਂ ਸੁਣ ਅਤੇ ਮੇਰੀ ਦੁਹਾਈ ਵੱਲ ਕੰਨ ਲਾ, ਮੇਰਿਆਂ ਹੰਝੂਆਂ ਨੂੰ ਵੇਖ ਕੇ ਚੁੱਪ ਨਾ ਕਰ, ਕਿਉਂ ਜੋ ਮੈਂ ਪਰਦੇਸੀ ਹਾਂ, ਅਤੇ ਆਪਣਿਆਂ ਸਾਰੇ ਪੁਰਖਿਆਂ ਵਰਗਾ ਮੁਸਾਫ਼ਰ ਹਾਂ।
13270d00d6	ਮੇਰੇ ਤੋਂ ਅੱਖ ਫੇਰ ਲੈ ਕਿ ਮੈਂ ਟਹਿਕਾਂ, ਇਸ ਤੋਂ ਪਹਿਲਾਂ ਕਿ ਮੈਂ ਚਲਾ ਜਾਂਵਾਂ ਅਤੇ ਫੇਰ ਨਾ ਹੋਵਾਂ।
1328010121	ਪ੍ਰਧਾਨ ਵਜਾਉਣ ਵਾਲੇ ਦੇ ਲਈ ਦਾਊਦ ਦਾ ਭਜਨ। ਮੈਂ ਸਬਰ ਨਾਲ ਯਹੋਵਾਹ ਨੂੰ ਉਡੀਕਿਆ, ਅਤੇ ਉਸ ਨੇ ਮੇਰੀ ਵੱਲ ਝੁੱਕ ਕੇ ਮੇਰੀ ਦੁਹਾਈ ਸੁਣ ਲਈ।
1328020158	ਉਸ ਨੇ ਮੈਨੂੰ ਭਿਆਨਕ ਟੋਏ ਵਿੱਚੋਂ ਸਗੋਂ ਚਿੱਕੜ ਦੀ ਖੁੱਭਣ ਵਿੱਚੋਂ ਕੱਢ ਲਿਆ, ਅਤੇ ਮੇਰੇ ਪੈਰਾਂ ਨੂੰ ਚੱਟਾਨ ਉੱਤੇ ਰੱਖ ਕੇ ਮੇਰੀਆਂ ਚਾਲਾਂ ਨੂੰ ਦ੍ਰਿੜ੍ਹ ਕੀਤਾ।
132803014c	ਉਸ ਨੇ ਇੱਕ ਨਵਾਂ ਗੀਤ ਮੇਰੇ ਮੂੰਹ ਵਿੱਚ ਪਾਇਆ, ਅਰਥਾਤ ਸਾਡੇ ਪਰਮੇਸ਼ੁਰ ਦੀ ਉਸਤਤ ਦਾ। ਬਹੁਤੇ ਵੇਖਣਗੇ ਅਤੇ ਡਰ ਜਾਣਗੇ, ਅਤੇ ਯਹੋਵਾਹ ਉੱਤੇ ਭਰੋਸਾ ਰੱਖਣਗੇ।
132804011a	ਧੰਨ ਹੈ ਉਹ ਮਨੁੱਖ ਜਿਹੜਾ ਯਹੋਵਾਹ ਨੂੰ ਆਪਣਾ ਆਸਰਾ ਬਣਾਉਂਦਾ ਹੈ, ਅਤੇ ਹੰਕਾਰੀਆਂ ਅਤੇ ਝੂਠੇ ਕੁਰਾਹੀਆਂ ਵੱਲ ਮੂੰਹ ਹੀ ਨਹੀਂ ਕਰਦਾ।
13280501d4	ਹੇ ਯਹੋਵਾਹ, ਮੇਰੇ ਪਰਮੇਸ਼ੁਰ, ਤੇਰੇ ਅਚਰਜ਼ ਕੰਮ ਜਿਹੜੇ ਤੂੰ ਕੀਤੇ ਬਹੁਤ ਸਾਰੇ ਹਨ, ਅਤੇ ਤੇਰੇ ਉਪਰਾਲੇ ਜਿਹੜੇ ਸਾਡੇ ਲਈ ਹਨ, ਤੇਰਾ ਸਾਂਝੀ ਕੋਈ ਨਹੀਂ ਹੈ! ਜੇ ਮੈਂ ਉਨ੍ਹਾਂ ਨੂੰ ਖੋਲ੍ਹ ਕੇ ਦੱਸਾਂ, ਤਾਂ ਓਹ ਲੇਖਿਓਂ ਬਾਹਰ ਹਨ।
13280600f7	ਬਲੀਦਾਨ ਅਤੇ ਭੇਟ ਤੋਂ ਤੂੰ ਪਰਸੰਨ ਨਹੀਂ ਹੁੰਦਾ, ਤੂੰ ਮੇਰੇ ਕੰਨ ਖੋਲੇ ਹਨ, ਹੋਮ ਬਲੀ ਅਤੇ ਪਾਪ ਬਲੀ ਤੂੰ ਨਹੀਂ ਚਾਹੀ।
13280700b7	ਤਦ ਮੈਂ ਆਖਿਆ, ਵੇਖ, ਮੈਂ ਆਇਆ ਹਾਂ! ਪੁਸਤਕ ਦੀ ਪੱਤ੍ਰੀ ਵਿੱਚ ਮੇਰੇ ਲਈ ਲਿਖਿਆ ਹੋਇਆ ਹੈ
1328080110	ਕਿ ਤੇਰੀ ਇੱਛਿਆ ਨੂੰ ਪੂਰਿਆਂ ਕਰਨ ਵਿੱਚ, ਹੇ ਮੇਰੇ ਪਰਮੇਸ਼ੁਰ, ਮੈਂ ਪਰਸੰਨ ਹਾਂ, ਅਤੇ ਤੇਰੀ ਬਿਵਸਥਾ ਮੇਰੇ ਹਿਰਦੇ ਦੇ ਅੰਦਰ ਹੈ।
1328090138	ਮੈਂ ਮਹਾਂ-ਸਭਾ ਵਿੱਚ ਧਰਮ ਦੀ ਖੁਸ਼ਖਬਰੀ ਦਾ ਪ੍ਰਚਾਰ ਕੀਤਾ ਹੈ, ਵੇਖ, ਮੈਂ ਆਪਣੇ ਬੁੱਲ੍ਹਾਂ ਨੂੰ ਨਹੀਂ ਰੋਕਾਂਗਾ, ਹੇ ਯਹੋਵਾਹ, ਤੂੰ ਇਹ ਜਾਣਦਾ ਹੈਂ।
13280a017b	ਮੈਂ ਤੇਰੇ ਧਰਮ ਨੂੰ ਆਪਣੇ ਮਨ ਵਿੱਚ ਲੋਕਾਂ ਨਹੀਂ ਛੱਡਿਆ, ਮੈਂ ਸਗੋਂ ਤੇਰੀ ਵਫ਼ਾਦਾਰੀ ਅਤੇ ਤੇਰੀ ਮੁਕਤੀ ਦਾ ਚਰਚਾ ਕੀਤਾ, ਮੈਂ ਤੇਰੀ ਦਯਾ ਅਤੇ ਸਚਿਆਈ ਮਹਾਂ-ਸਭਾ ਤੋਂ ਨਹੀਂ ਛਿਪਾਈ।
13280b00d8	ਹੇ ਯਹੋਵਾਹ, ਤੂੰ ਆਪਣਾ ਰਹਮ ਮੇਰੇ ਤੋਂ ਨਾ ਰੋਕ, ਤੇਰੀ ਦਯਾ ਅਤੇ ਤੇਰਾ ਸੱਚ ਹਰ ਵੇਲੇ ਮੇਰੀ ਰੱਖਿਆ ਕਰਨ,
13280c01c9	ਕਿਉਂ ਜੋ ਅਣਗਿਣਤ ਬੁਰਿਆਈਆਂ ਨੇ ਮੇਰੇ ਦੁਆਲੇ ਘੇਰਾ ਪਾ ਲਿਆ, ਮੇਰੀਆਂ ਬਦੀਆਂ ਨੇ ਮੈਨੂੰ ਆ ਫੜਿਆ ਹੈ, ਅਤੇ ਮੈਂ ਨਿਗਾਹ ਨਹੀਂ ਉਠਾ ਸਕਦਾ। ਓਹ ਤਾਂ ਮੇਰੇ ਸਿਰ ਦੇ ਵਾਲਾਂ ਨਾਲੋਂ ਵੱਧ ਹਨ, ਅਤੇ ਮੇਰਾ ਦਿਲ ਕਮਜ਼ੋਰ ਹੋ ਗਿਆ।
13280d00c0	ਹੇ ਯਹੋਵਾਹ, ਕਿਰਪਾ ਕਰਕੇ ਮੇਰੇ ਛੁਟਕਾਰੇ ਦੇ ਲਈ, ਹੇ ਯਹੋਵਾਹ, ਮੇਰੀ ਸਹਾਇਤਾ ਲਈ ਛੇਤੀ ਕਰ!
13280e0172	ਜਿਹੜੇ ਮੇਰੀ ਜਾਨ ਨੂੰ ਮਾਰਨ ਲਈ ਭਾਲਦੇ ਹਨ, ਓਹ ਸਾਰੇ ਦੇ ਸਾਰੇ ਲੱਜਿਆਵਾਨ ਹੋਣ ਅਤੇ ਘਬਰਾ ਜਾਣ! ਜਿਹੜੇ ਮੇਰਾ ਬੁਰਾ ਚਾਹੁੰਦੇ ਹਨ, ਓਹ ਪਿਛਾਂਹ ਹਟਾਏ ਜਾਣ ਅਤੇ ਸ਼ਰਮਿੰਦੇ ਹੋਣ।
13280f0091	ਜੋ ਮੈਨੂੰ “ਆਹਾ, ਆਹਾ!” ਆਖਦੇ ਹਨ, ਓਹ ਆਪਣੀ ਲਾਜ ਦੇ ਮਾਰੇ ਉੱਜੜ ਜਾਣ!
1328100144	ਜਿੰਨੇ ਤੇਰੇ ਖੋਜ਼ੀ ਹਨ, ਓਹ ਤੇਰੇ ਵਿੱਚ ਖੁਸ਼ ਤੇ ਅਨੰਦ ਹੋਣ, ਅਤੇ ਜਿਹੜੇ ਤੇਰੀ ਮੁਕਤੀ ਦੇ ਪ੍ਰੇਮੀ ਹਨ, ਓਹ ਸਦਾ ਆਖਦੇ ਰਹਿਣ, “ਯਹੋਵਾਹ ਦੀ ਵਡਿਆਈ ਹੋਵੇ!”
132811015a	ਮੈਂ ਤਾਂ ਮਸਕੀਨ ਅਤੇ ਕੰਗਾਲ ਹਾਂ, ਤਾਂ ਵੀ ਯਹੋਵਾਹ ਮੇਰੀ ਚਿੰਤਾ ਕਰਦਾ ਹੈ। ਤੂੰ ਹੀ ਮੇਰਾ ਸਹਾਇਕ ਅਤੇ ਮੇਰਾ ਛੁਡਾਉਣ ਵਾਲਾ ਹੈਂ, ਹੇ ਮੇਰੇ ਪਰਮੇਸ਼ੁਰ, ਢਿੱਲ ਨਾ ਲਾ!
1329010126	ਪ੍ਰਧਾਨ ਵਜਾਉਣ ਵਾਲੇ ਦੇ ਲਈ ਦਾਊਦ ਦਾ ਭਜਨ। ਧੰਨ ਹੈ ਉਹ ਜਿਹੜਾ ਗਰੀਬ ਦੀ ਸੁੱਧ ਲੈਂਦਾ ਹੈ, ਯਹੋਵਾਹ ਉਹ ਨੂੰ ਬੁਰਿਆਈ ਦੇ ਵੇਲੇ ਛੁਡਾਵੇਗਾ।
1329020153	ਯਹੋਵਾਹ ਉਹ ਦੀ ਪਾਲਣਾ ਕਰੇਗਾ ਅਤੇ ਉਹ ਨੂੰ ਜਿਉਂਦਿਆਂ ਰੱਖੇਗਾ, ਅਤੇ ਉਹ ਧਰਤੀ ਉੱਤੇ ਧੰਨ ਹੋਵੇਗਾ। ਤੂੰ ਉਹ ਨੂੰ ਉਹ ਦੇ ਵੈਰੀਆਂ ਦੀ ਇੱਛਿਆ ਉੱਤੇ ਨਾ ਛੱਡੇਂਗਾ।
1329030123	ਯਹੋਵਾਹ ਉਹ ਦੀ ਬਿਮਾਰੀ ਦੇ ਬਿਸਤਰ ਉੱਤੇ ਉਹ ਨੂੰ ਸੰਭਾਲੇਗਾ। ਤੂੰ ਉਹ ਦੀ ਬਿਮਾਰੀ ਦੇ ਵੇਲੇ ਉਹਦਾ ਸਾਰਾ ਬਿਸਤਰਾ ਉਲਟਾ ਕੇ ਵਿਛਾਵੇਂਗਾ।
13290400d6	ਮੈ ਆਖਿਆ, ਹੇ ਯਹੋਵਾਹ, ਮੇਰੇ ਉੱਤੇ ਦਯਾ ਕਰ, ਮੇਰੀ ਜਾਨ ਨੂੰ ਚੰਗਿਆਂ ਕਰ, ਮੈਂ ਤੇਰਾ ਪਾਪ ਜੋ ਕੀਤਾ ਹੈ।
13290500ce	ਮੇਰੇ ਵੈਰੀ ਮੇਰੇ ਵਿਰੁੱਧ ਬੁਰਾ ਕਹਿੰਦੇ ਹਨ, ਕਿ ਉਹ ਕਦੋਂ ਮਰੇਗਾ ਅਤੇ ਉਹਦਾ ਨਾਮ ਕਦੋਂ ਮਿਟੇਗਾ?
1329060154	ਅਤੇ ਜਦ ਕਦੇ ਉਹ ਮੇਰੇ ਵੇਖਣ ਨੂੰ ਆਉਂਦਾ ਹੈ ਉਹ ਐਂਵੇਂ ਗੱਪਾਂ ਮਾਰਦਾ ਹੈ। ਉਸਦਾ ਮਨ ਉਸ ਦੀ ਬਦੀ ਨਾਲ ਬਦੀ ਜੋੜਦਾ ਹੈ ਅਤੇ ਫੇਰ ਉਹ ਬਾਹਰ ਜਾ ਕੇ ਦੱਸਦਾ ਫਿਰਦਾ ਹੈ।
13290700db	ਮੇਰੇ ਸਭ ਵੈਰ ਰੱਖਣ ਵਾਲੇ ਮਿਲ ਕੇ ਮੇਰੇ ਵਿਰੁੱਧ ਚੁਗਲੀ ਕਰਦੇ ਹਨ, ਮੇਰੇ ਵਿਰੁੱਧ ਉਹ ਉਪਾਓ ਲੱਭਦੇ ਹਨ।
13290800de	ਉਹ ਬੋਲਦੇ ਹਨ ਕਿ ਉਸ ਨੂੰ ਕੋਈ ਬੁਰਾ ਰੋਗ ਲੱਗਾ ਹੋਇਆ ਹੈ, ਹੁਣ ਉਹ ਡਿੱਗਿਆ ਜੋ ਹੈ ਸੋ ਮੁੜ ਉੱਠੇਗਾ ਨਹੀਂ।
1329090115	ਸਗੋਂ ਮੇਰਾ ਸਾਥੀ ਜਿਸ ਦੇ ਉੱਤੇ ਮੇਰਾ ਭਰੋਸਾ ਸੀ, ਅਤੇ ਜਿਸ ਨੇ ਮੇਰੇ ਨਾਲ ਰੋਟੀ ਖਾਧੀ, ਉਸ ਨੇ ਮੇਰੇ ਵਿਰੁੱਧ ਆਪਣੀ ਲੱਤ ਚੁੱਕੀ ਹੈ।
13290a00d5	ਪਰ ਤੂੰ ਹੇ ਯਹੋਵਾਹ, ਮੇਰੇ ਉੱਤੇ ਦਯਾ ਕਰਕੇ ਮੈਨੂੰ ਖੜ੍ਹਾ ਕਰ, ਕਿ ਮੈਂ ਉਨ੍ਹਾਂ ਕੋਲੋਂ ਬਦਲਾ ਲਵਾਂ।
13290b00e2	ਇਸ ਤੋਂ ਮੈਂ ਜਾਣਦਾ ਹਾਂ ਕਿ ਤੂੰ ਮੈਥੋਂ ਪਰਸੰਨ ਹੈਂ, ਜੋ ਮੇਰਾ ਵੈਰੀ ਮੇਰੇ ਉੱਤੇ ਜੈ ਕਾਰ ਨਹੀਂ ਗਜਾਉਂਦਾ।
13290c00bc	ਪਰ ਮੈਨੂੰ ਮੇਰੀ ਸਿਧਿਆਈ ਵਿੱਚ ਤੂੰ ਸੰਭਾਲਦਾ ਹੈਂ, ਅਤੇ ਸਦਾ ਆਪਣੇ ਸਨਮੁਖ ਰੱਖਦਾ ਹੈਂ।
13290d00b3	ਆਦ ਤੋਂ ਅੰਤ ਤੱਕ ਇਸਰਾਏਲ ਦਾ ਪਰਮੇਸ਼ੁਰ ਯਹੋਵਾਹ ਮੁਬਾਰਕ ਹੋਵੇ, ਆਮੀਨ, ਫਿਰ ਆਮੀਨ।
132a010167	ਪ੍ਰਧਾਨ ਵਜਾਉਣ ਵਾਲੇ ਦੇ ਲਈ ਕੋਰਹ ਵੰਸ਼ੀਆਂ ਦਾ ਮਸ਼ਕੀਲ। ਜਿਵੇਂ ਹਰਨੀ ਪਾਣੀ ਦੀਆਂ ਨਦੀਆਂ ਦੇ ਲਈ ਤਰਸਦੀ ਹੈ, ਤਿਵੇਂ ਹੀ ਮੇਰਾ ਜੀਅ, ਹੇ ਪਰਮੇਸ਼ੁਰ ਤੇਰੇ ਲਈ ਤਰਸਦਾ ਹੈ।
132a020118	ਮੇਰਾ ਜੀਅ ਪਰਮੇਸ਼ੁਰ ਦੇ ਲਈ, ਜਿਉਂਦੇ ਪਰਮੇਸ਼ੁਰ ਦੇ ਲਈ ਤਿਹਾਇਆ ਹੈ, ਮੈਂ ਕਦੋਂ ਜਾਂਵਾਂ ਅਤੇ ਪਰਮੇਸ਼ੁਰ ਦੇ ਸਨਮੁਖ ਹਾਜ਼ਰ ਹੋਵਾਂ?
132a0300d7	ਮੇਰਾ ਭੋਜਨ ਦਿਨੇ ਰਾਤ ਮੇਰੇ ਹੰਝੂ ਹਨ, ਜਦੋਂ ਓਹ ਸਾਰਾ ਦਿਨ ਇਹ ਆਖਦੇ ਹਨ, ਤੇਰਾ ਪਰਮੇਸ਼ੁਰ ਹੈ ਕਿੱਥੇ?
132a0401df	ਇਹ ਗੱਲਾਂ ਮੈਂ ਚੇਤੇ ਕਰਦਾ ਹਾਂ ਤਾਂ ਮੇਰਾ ਮਨ ਭਰ ਆਉਂਦਾ ਹੈ, ਕਿ ਮੈਂ ਕਿਸ ਤਰ੍ਹਾਂ ਭੀੜ ਦੇ ਨਾਲ ਲੰਘਦਾ ਹੁੰਦਾ ਸੀ, ਅਤੇ ਬਹੁਤ ਸਾਰੀ ਭੀੜ ਨਾਲ ਪਰਮੇਸ਼ੁਰ ਦੇ ਘਰ ਵਿੱਚ, ਜੈ-ਜੈਕਾਰ ਤੇ ਧੰਨਵਾਦ ਦੇ ਸ਼ਬਦ ਨਾਲ ਲੈ ਜਾਂਦਾ ਹੁੰਦਾ ਸੀ।
132a05017e	ਹੇ ਮੇਰੇ ਮਨ, ਤੂੰ ਕਿਉਂ ਝੁਕਿਆ ਹੋਇਆ ਹੈਂ? ਅਤੇ ਮੇਰੇ ਵਿੱਚ ਕਿਉਂ ਪਰੇਸ਼ਾਨ ਹੈਂ? ਪਰਮੇਸ਼ੁਰ ਉੱਤੇ ਆਸ ਰੱਖ ਮੈਂ ਤਾਂ ਉਸ ਦੇ ਦਰਸ਼ਣ ਨਾਲ ਮੁਕਤੀ ਪਾ ਕੇ ਫੇਰ ਉਸ ਦਾ ਧੰਨਵਾਦ ਕਰਾਂਗਾ।
132a060151	ਹੇ ਮੇਰੇ ਪਰਮੇਸ਼ੁਰ, ਮੇਰਾ ਜੀਅ ਮੇਰੇ ਅੰਦਰ ਝੁਕਿਆ ਹੋਇਆ ਹੈ, ਇਸ ਕਾਰਨ ਮੈਂ ਯਰਦਨ ਅਤੇ ਹਰਮੋਨ ਦੀ ਧਰਤੀ ਤੋਂ ਅਤੇ ਮਿਸਾਰ ਦੇ ਪਰਬਤ ਤੋਂ ਤੇਰਾ ਸਿਮਰਨ ਕਰਾਂਗਾ।
132a070154	ਤੇਰੇ ਪਾਣੀ ਦੀਆਂ ਧਾਰਾਂ ਦੀ ਆਵਾਜ਼ ਸੁਣ ਕੇ ਡੁੰਘਿਆਈ-ਡੁੰਘਿਆਈ ਨੂੰ ਪੁਕਾਰਦੀ ਹੈ, ਤੇਰੀਆਂ ਸਾਰੀਆਂ ਠਾਠਾਂ ਅਤੇ ਲਹਿਰਾਂ ਮੇਰੇ ਸਿਰ ਦੇ ਉੱਤੋਂ ਦੀ ਲੰਘ ਗਈਆਂ।
132a08014f	ਦਿਨ ਨੂੰ ਯਹੋਵਾਹ ਆਪਣੀ ਦਯਾ ਦੀ ਆਗਿਆ ਦੇਵੇਗਾ, ਅਤੇ ਰਾਤ ਨੂੰ ਉਹ ਦਾ ਗੀਤ ਮੇਰੇ ਨਾਲ ਹੋਵੇਗਾ। ਉਹ ਮੇਰੇ ਜੀਵਨ ਦੇ ਪਰਮੇਸ਼ੁਰ ਅੱਗੇ ਇੱਕ ਪ੍ਰਾਰਥਨਾ ਹੋਵੇਗਾ।
132a09013b	ਪਰਮੇਸ਼ੁਰ ਨੂੰ ਜੋ ਮੇਰੀ ਚੱਟਾਨ ਹੈ ਮੈ ਆਖਾਂਗਾ, ਤੂੰ ਮੈਨੂੰ ਕਿਉਂ ਭੁੱਲ ਗਿਆ ਹੈਂ? ਮੈ ਕਿਉਂ ਵੈਰੀ ਦੇ ਅਨ੍ਹੇਰ ਦੇ ਮਾਰੇ ਵਿਰਲਾਪ ਕਰਦਾ ਫਿਰਦਾ ਹਾਂ?
132a0a015d	ਮੇਰੇ ਵਿਰੋਧੀ ਮੈਨੂੰ ਉਲਾਂਭਾ ਦਿੰਦੇ ਹਨ, ਜਾਣੋ, ਇਹ ਮੇਰੀਆਂ ਹੱਡੀਆਂ ਦਾ ਚੂਰ-ਚੂਰ ਹੋਣਾ ਹੈਂ, ਜਦੋਂ ਓਹ ਦਿਨ ਭਰ ਮੈਨੂੰ ਕਹੀ ਜਾਂਦੇ ਹਨ, ਕਿੱਥੇ ਹੈ ਤੇਰਾ ਪਰਮੇਸ਼ੁਰ?
132a0b01b8	ਹੇ ਮੇਰੇ ਜੀਅ, ਤੂੰ ਕਿਉਂ ਝੁਕਿਆ ਹੋਇਆ ਹੈਂ, ਅਤੇ ਮੇਰੇ ਵਿੱਚ ਕਿਉਂ ਪਰੇਸ਼ਾਨ ਹੈਂ? ਪਰਮੇਸ਼ੁਰ ਉੱਤੇ ਆਸ ਰੱਖ! ਮੈਂ ਤਾਂ ਉਸ ਦਾ ਫੇਰ ਧੰਨਵਾਦ ਕਰਾਂਗਾ, ਜਿਹੜਾ ਮੇਰੇ ਮੁੱਖੜੇ ਦਾ ਬਚਾਓ ਅਤੇ ਮੇਰਾ ਪਰਮੇਸ਼ੁਰ ਹੈ।
132b0100fe	ਹੇ ਪਰਮੇਸ਼ੁਰ, ਮੇਰਾ ਨਿਆਂ ਕਰ, ਅਤੇ ਇੱਕ ਨਿਰਦਈ ਕੌਮ ਨਾਲ ਮੇਰਾ ਮੁਕੱਦਮਾ ਲੜ, ਕਪਟੀ ਤੇ ਭੈੜੇ ਮਨੁੱਖ ਤੋਂ ਮੈਨੂੰ ਛੁਡਾ!
132b020142	ਕਿਉਂ ਜੋ ਮੇਰੀ ਪਨਾਹ ਦਾ ਪਰਮੇਸ਼ੁਰ ਤੂੰ ਹੀ ਹੈਂ, ਤੂੰ ਮੈਨੂੰ ਕਿਉਂ ਤਿਆਗ ਦਿੱਤਾ ਹੈਂ? ਮੈ ਕਿਉਂ ਵੈਰੀ ਦੇ ਅਨ੍ਹੇਰ ਦੇ ਮਾਰੇ ਵਿਰਲਾਪ ਕਰਦਾ ਫਿਰਦਾ ਹਾਂ?
132b03012e	ਆਪਣੇ ਚਾਨਣ ਅਤੇ ਆਪਣੀ ਸਚਿਆਈ ਨੂੰ ਭੇਜ ਕਿ ਓਹ ਮੇਰੀ ਅਗਵਾਈ ਕਰਨ, ਅਤੇ ਓਹ ਮੈਨੂੰ ਤੇਰੇ ਪਵਿੱਤਰ ਪਰਬਤ ਅਤੇ ਤੇਰਿਆਂ ਡੇਰਿਆਂ ਕੋਲ ਪਹੁੰਚਾਉਣ।
132b040183	ਤਦ ਮੈਂ ਪਰਮੇਸ਼ੁਰ ਦੀ ਜਗਵੇਦੀ ਕੋਲ ਜਾਂਵਾਂਗਾ, ਉਸ ਪਰਮੇਸ਼ੁਰ ਕੋਲ ਜਿਹੜਾ ਮੇਰੀ ਅੱਤ ਵੱਡੀ ਖੁਸ਼ੀ ਹੈਂ, ਅਤੇ ਬਰਬਤ ਵਜਾ ਕੇ ਤੇਰਾ ਧੰਨਵਾਦ ਕਰਾਂਗਾ, ਹੇ ਪਰਮੇਸ਼ੁਰ ਮੇਰੇ ਪਰਮੇਸ਼ੁਰ!
132b0501c2	ਹੇ ਮੇਰੇ ਜੀਅ, ਤੂੰ ਕਿਉਂ ਝੁਕਿਆ ਹੋਇਆ ਹੈਂ? ਅਤੇ ਅੰਦਰ ਹੀ ਅੰਦਰ ਕਿਉਂ ਪਰੇਸ਼ਾਨ ਹੈਂ? ਪਰਮੇਸ਼ੁਰ ਉੱਤੇ ਆਸ ਰੱਖ! ਮੈਂ ਤਾਂ ਫੇਰ ਉਸ ਦਾ ਧੰਨਵਾਦ ਕਰਾਂਗਾ, ਜਿਹੜਾ ਮੇਰੇ ਮੁੱਖੜੇ ਦਾ ਬਚਾਓ ਅਤੇ ਮੇਰਾ ਪਰਮੇਸ਼ੁਰ ਹੈਂ।
132c0101dc	ਪ੍ਰਧਾਨ ਵਜਾਉਣ ਵਾਲੇ ਦੇ ਲਈ ਕੋਰਹ ਵੰਸ਼ੀਆਂ ਦਾ ਮਸ਼ਕੀਲ। ਹੇ ਪਰਮੇਸ਼ੁਰ, ਅਸੀਂ ਆਪਣੇ ਕੰਨੀ ਸੁਣਿਆ, ਸਾਡੇ ਪੁਰਖਿਆਂ ਨੇ ਸਾਡੇ ਲਈ ਵਰਣਨ ਕੀਤਾ ਹੈ, ਕਿ ਤੂੰ ਉਨ੍ਹਾਂ ਦੇ ਦਿਨਾਂ ਵਿੱਚ ਅਤੇ ਪ੍ਰਾਚੀਨ ਸਮਿਆਂ ਵਿੱਚ ਕੀ ਕੰਮ ਕੀਤਾ।
132c020132	ਤੂੰ ਆਪਣੇ ਹੱਥ ਨਾਲ ਪਰਾਈਆਂ ਕੌਮਾਂ ਨੂੰ ਪੁੱਟ ਦਿੱਤਾ, ਪਰ ਉਨ੍ਹਾਂ ਨੂੰ ਲਾਇਆ। ਤੂੰ ਉੱਮਤਾਂ ਨੂੰ ਦੁੱਖ ਦਿੱਤਾ, ਪਰ ਉਨ੍ਹਾਂ ਨੂੰ ਫੈਲਾ ਦਿੱਤਾ।
132c0301f1	ਉਨ੍ਹਾਂ ਨੇ ਆਪਣੀ ਤਲਵਾਰ ਨਾਲ ਉਸ ਧਰਤੀ ਨੂੰ ਵਿਰਾਸਤ ਵਿੱਚ ਨਹੀਂ ਲਿਆ, ਨਾ ਉਨ੍ਹਾਂ ਦੀ ਬਾਂਹ ਨੇ ਉਨ੍ਹਾਂ ਨੂੰ ਬਚਾਇਆ, ਸਗੋਂ ਤੇਰੇ ਸੱਜੇ ਹੱਥ ਅਤੇ ਤੇਰੀ ਬਾਂਹ ਅਤੇ ਤੇਰੇ ਮੁਖ ਦੇ ਚਾਨਣ ਨੇ ਇਹ ਕੀਤਾ, ਕਿਉਂ ਜੋ ਤੂੰ ਉਨ੍ਹਾਂ ਦਾ ਪੱਖ ਕੀਤਾ।
