010000000c	Ӂенеза
15080100e7	Чине есте ка чел ынцелепт ши чине причепе ростул лукрурилор? Ынцелепчуня омулуй ый луминязэ фаца, ши аспримя фецей и се скимбэ.
15080200b0	Еу ыць спун: Пэзеште порунчиле ымпэратулуй дин причина журэмынтулуй фэкут ынаинтя луй Думнезеу.
15080300a8	Ну те грэби сэ плечь динаинтя луй ши ну стэруи ынтр-ун лукру рэу, кэч ел поате фаче тот че вря,
150804007b	пентру кэ ворба ымпэратулуй аре путере. Чине поате зиче: „Че фачь?”
15080500c9	Пе чине пэзеште порунка, ну-л ва атинӂе ничо ненорочире, дар инима ынцелептулуй куноаште ши время, ши жудеката.
1508060089	Кэч пентру орьче лукру есте о време ши о жудекатэ ши ненорочиря паште пе ом.
1508070076	Дар ел ну штие че ши кум се ва ынтымпла, кэч н-аре нич чине-й спуне.
1508080126	Омул ну есте стэпын пе суфларя луй, ка с-о поатэ опри, ши н-аре ничо путере песте зиуа морций; ын лупта ачаста ну есте избэвире, ши рэутатя ну поате скэпа пе чей рэй.
1508090110	Тоате ачестя ле-ам вэзут ши мь-ам ындрептат инима спре тот че се фаче суб соаре. Есте о време кынд ун ом стэпынеште песте алт ом, ка сэ-л факэ ненорочит.
15080a0148	Атунч ам вэзут пе чей рэй ынгропаць ши дукынду-се ла одихна лор, яр пе чей че лукрасерэ ку неприхэнире депэртынду-се де локул сфынт ши уйтаць ын четате. Ши ачаста есте о дешертэчуне!
15080b010e	Пентру кэ ну се адуче репеде ла ындеплинире хотэрыря датэ ымпотрива фаптелор реле, де ачея есте плинэ инима фиилор оаменилор де доринца сэ факэ рэу.
15080c0120	Тотушь, мэкар кэ пэкэтосул фаче де о сутэ де орь рэул ши стэруеште мултэ време ын ел, еу штиу кэ феричиря есте пентру чей че се тем де Думнезеу ши ау фрикэ де Ел.
15080d00be	Дар чел рэу ну есте феричит ши ну-шь ва лунӂи зилеле, ынтокмай ка умбра, пентру кэ н-аре фрикэ де Думнезеу.
15080e01b9	Есте о дешертэчуне каре се петрече пе пэмынт: ши ануме сунт оамень неприхэниць кэрора ле мерӂе ка ши челор рэй, каре фак фапте реле, ши сунт рэй кэрора ле мерӂе ка ши челор неприхэниць, каре фак фапте буне. Еу зик кэ ши ачаста есте о дешертэчуне.
15080f0196	Ам лэудат дар петречеря, пентру кэ ну есте алтэ феричире пентру ом суб соаре декыт сэ мэнынче ши сэ бя ши сэ се веселяскэ; ятэ че требуе сэ-л ынсоцяскэ ын мижлокул мунчий луй, ын зилеле веций пе каре и ле дэ Думнезеу суб соаре.
1508100129	Кынд мь-ам пус инима сэ куноск ынцелепчуня ши сэ мэ уйт ку бэгаре де сямэ ла труда пе каре шь-о дэ омул пе пэмынт – кэч омул ну веде сомн ку окий, нич зи, нич ноапте –,
15081101a7	ам вэзут атунч тоатэ лукраря луй Думнезеу, ам вэзут кэ омул ну поате сэ пэтрундэ че се фаче суб соаре; орькыт с-ар труди ел сэ черчетезе, тот ну ва путя афла ши, кяр дакэ ынцелептул ар зиче кэ а ажунс сэ ынцелягэ, тот ну поате сэ гэсяскэ.
