2800000005	Mateu
2d091900c4	Kanyi eyo anaamba Nyambe mu buka ya Hosea, aba aamba nji, “Awo ana kutenda nji kasa aanu ange, mbanaisana ‘anange mi aanu nasiisana aanu ange.’ mbaisaniwa aanu ange, mbanaisana aasingiwa.’
2d091a0073	Mi omo Nyambe ana kwamba nji, ‘anyi kamu tendile esicaba sange,’ kame saisaniwe nji aana a Nyambe no kuyoya.”
2d091b00ad	Mi Isaya kame aamba kwaanu a Isilaele nji, “Aanu no Isilaele simba aba sa ikale ano kupula kanyi omushekesheke no ba likamba no liwate, Mba ku yoyisiwa ano kwetekela feela
2d091c005c	Kakuli Ombumu kame satende ekatulo yaye anaamba mu litunga, aitende muwangu okwimanenena.”
2d091d0083	Mi kanyi Isaya aba anakwamba nji, “Kambe Ombumu no timpi kasikutu siyela aana, kambe kame tukufekile kanyi Sondoma ni Ngomola.”
2d091e006d	Cwale iikene sa twambe? Nji ano macaba awo kaasiku singa okukong'a okuluka nawana, okuluka kutunda mu tumelo,
2d091f004e	Kono aanu no Isilaele awo ana kusuweza omulawo wa Mushe no kuluka kasikuuwana.
2d0920009b	Cwale mu libaka lya iikene? Kakuli ka si kuutenda mu tumelo kono kame anakuutenda mu misebezi no mulawo, kame ana sitatala ba “liwee eli li sitatalisa”
2d092100b5	Kanyi omo kung'olelwe nji, “Kamu mone, kame ni beeka mu Sione eliwee elyo saali sitatalise aanu, eliwee elyo salyakwise. Mi woyo yonje so pumena kwa yonyene katamba okwenisiwa.”
2d0a010068	Aanyi akwange, esi nilakaza mu mucima wange mane ni tapelo yange kwa Nyambe ninji aanu ange akayoyisiwe!
2d0a02004a	Kame naapaka nji, kame atukufalelwe eyi ya Nyambe kono kasa muku yupisisa.
2d0a030071	Kakuli mukwalimuka okuluka kwa Nyambe, mane ni muku saela okuluka koo, kasiku kubeeka kunji no kuluka kwa Nyambe.
2d0a040064	Kakuli Kleste bokame aba kubwela omulawo wa Mushe, nji omunu yonje woyo opumena amubeeke ono kuluka.
2d0a050061	Mushe nan̄olo eyi nji, “Omunu woyo okong'elela okuluka oko ku tunda ba mulawo mbayoyo nawo.”
2d0a06009a	Kono okuluka ku suminwe ba tumelo kame kwambiwa nji, “Olese okwamba mu mucima wowe nji, anyine so kambamena ku wilu?” (abo ni ku lita Kilesite banji).
2d0a070060	Simba nji, “Anyine so shetumukela mu sibaka saano kufa?” (abo, ni kwingula Kilesite kwaafu).
2d0a080086	Kono iikene esi sambiwa? “Eliywi kame lili beebi ni wene, ba kanwa kowe ni mu mucima wowe” (esi, ni liywi no tumelo elyo tukutaza)
2d0a09007e	Kakuli nji kame wamba ni kanwa kowe nji, Jesu ni Mbumu niku pumena mu mucima wowe nji Nyambe naku mwingula kwaafu, mbuyoisiwa.
2d0a0a0069	Kakuli omunu kame apumena ni mucima waye nji abeekiwe uyu no kuluka, mi kame apaka ni kanwa nji ayoisiwe.
2d0a0b004f	Amang'olo kame aamba nji, “Awo onje apumena kwa yonyene katamba kwenisiwa.”
2d0a0c009c	Mihe ka kwaliketiwa nji kame kuli eshutano mukaci no Majuda ni Mangelike, kakuli Ombumu no aanu onje ni mumweya, mi niwakufuma mwao aisana kwa yonyene onje.
2d0a0d0056	Kanyi omu aambela aman̄olo nji, “Awo onje aisana ba litina lya Mbumu mbayoisiwa.”
2d0a0e00a1	Kono ngasibine sa isane kwa yonyene woyo kaasipumena? mi ngasibine sa lumele kwa yonyene woyo kasiyupa kale? mi ngasibine sa yupe eliywi oku ulwile osiku kutaza?
2d0a0f0087	Mi ngasibine aanu abaka kutaza aka situmiwa? kanyi omo kung'olelwe nji, “Ngasibine awabile amakondo aawo akutaza eliywi no kuwaba!”
2d0a100078	Kono kasa onje ana kuteke eliywi no kuwaba. Kakuli Isaya naamba nji, “Mbumu, anyine ona pumene eyo ana yupu kwaaci?”
2d0a11005e	Cwalehe, etumelo kame itunda ba kuyupa, mi okuyupa kame kwiiya mu ku kutaziwa eyi ya Kilesite.
2d0a120095	Kono nisi ibanguta, ninji kasiyupa? Kokuulwa nayupu, “Eliywi lyoo nalihasana mu litunga lyonje, mi amaywi oo nakakeela ku mamaneneno no litunga.”
2d0a1300d2	Kame niibanguta nji, Amaisilaele kaasiyupa? Mushe yono tateka okutambula nji, “Mbanikutusisa aano macaba nambulwa tuso okumitenda asimuna, awo kalimukile onyene mane ni lusika no weelo kame sanimi twebise.”
2d0a140096	Mi Isaya sebeli okongota okwamba nji, “Kame nina waniwa kwawo ana kuulwa oku nisaela, kame nina kumonahaza kwaawo ana kuulwa okwiibanguta eyange.”
2d0a150075	Kono aba aamba Isilaele nji, “Kame ina olola amaoko ange eliywaa lyonje kwaanu no kwaayupa mi naakana okupumena.”
2d0b01008e	Kame ni ibanguta, Nyambe na kana aanu aye? Kokuulwa! kakuli mene luli kame nili mwiisilaele, no lusika lwa Abulahama, no mushobo wa Benjamine.
2d0b0200a8	Nyambe kasi kana aanu aye awo ano kuketela okutunda ku matatekelo. Kamulimukile eling'olo omu lya mbela, omo Eliya omu ana kukumbelela kwa Nyambe kweyi no Isilaele nji,
2d0b03007d	“Mbumu, kame anaibaa anuhi owe, kame ana kwisi etialetale towe, mi time memboci nina siyala, mi kame asaela omoyo wange.”
2d0b040099	Kono siikene ana tambula Nyambe kwa yonyene? Neli nji, “Kame nina kutewele alume noku kwana eikiti mutanu ni yiili awo kaasikubama amanwi kwa Baale.”
2d0b050057	Mi ni mu nako ino kusili aa asi siyalele kwao ana kete Nyambe mulibaka no sishemo saye.
2d0b060068	Kono nji ni mulibaka no sishemo, abo kasa mu misebezi, kambe ni mu misebezi kambe esishemo kasa sishemo.
2d0b07006f	Abo cwale ni ngasibine? Eso ana kusaela Isilaele kasikusiwana. Anokuketiwa nakusiwana, kono anjili nakukwangwa.
2d0b080094	Kanyi omo kung'olelwe nji, “Nyambe kame anakwaaba Emebo no mandingwe, ni miyo nokwaamona ni matwi no kwaayupa okulita ba liywaa na balelo lino.”
2d0b09006f	Ni Dabida kame aamba nji, “Mulesele etafule yoo ifutuke elilaba ni katwa, esisitataliso ni koto eyi yafanene!
2d0b0a0057	Mulese amiyo oo ailole nji aulwe okumona, mi emyongo yoo iobame okuta oku nokwaabwa.”
2d0b0b00ad	Cwale kame niibanguta nji, cwale aba ana sitatala naakweelele nji? Kokuulwa! Kono okufosa koo, okuyoisiwa kame kuneyele aasimacaba, nji Amaisilaele abusiwe mukwaafela omuna.
2d0b0c0096	Cwale nji okufosa koo kame kuna litele elitunga esifumu, mi oku kwangwa koo kame kuna litele asimacaba esifumu, abo cwale babine sasikume esifumu soo!
2d0b0d006c	Cwale kame naamba kwaanyi asimacaba, mi kame ni tumisa omusebezi wange kakuli kame nili omutumiwa no macaba.
2d0b0e0055	Kubita nji nitendele anjili aasimushobo wange omuna, kono ni yoyise anjili kwaaonyene
2d0b0f0084	Kakuli nji okukaniwa koo kame kutalusa okuusiwa no litunga, okutambulwa koo kame sakutaluse ibine? Kandi kasa kwanyi okwingula aafu!
2d0b1000b1	Nji enkwilimba ina kutendiwa esitabelo kwa Nyambe baweli neli omuselo owu no kukena, ni mukoko wonje niwa kukena, mi cwale nji omubisi kame ukenine, ni mitai kame ikenine ngeso.
2d0b110090	Kono nji emitai injili naicoko, cwale wene esitondo no olibe namunaheng'i, kame ona beekiwa mu sibaka saso okutabela oufumu no sitondo no olibe.
2d0b120083	Abo olese okukuumuseta emitai eyo. Nji kame okukuumusa, ohupule nji kasa wene ona ongota omubisi, kono omubisi wokame owu ukongota.
2d0b130051	Kame so wambe nji, “Emitai aba ina coko neli nji nibeekiwemo mu sibaka sayo.”
2d0b140083	Eyo ni niti. Kame ina temiwa kakuli kaasiku pumena, mi wene nuimana mu tumelo yowe. Cwale okongote mi olese okukuumusa, kono ocile.
2d0b15005e	Cwale nji Nyambe nakuulwa okusileleza emitai luli no sitondo, ni wene katamba okufela amakeke.
2d0b1600a9	Mulemuhe cwale esishemo sa Nyambe ni kutweba kwaye. Okutweba kwao anakwi, ni sishemo sa Nyambe kwawene, nji kame otundamena mu makeke aye nji kasangeso niwene mbutemiwa.
2d0b170080	Mi nonyene akowe aba kaatwalele mu kupumena koo, kame saa beekiwemo nonyene, kakuli Nyambe kame ali ni maata nokwaabeekamo kame.
2d0b1800e6	Kakuli nji wene ona patuliwa kweyo ili nji ya luli no sitondo no olibe, ni kubeekiwa mu mukwa nji kasa wa luli, mu sitondo no olibe silimilwe luli, cwale tunjinga saiusetwe okubeekiwa mo eyi emitai na mumushitu no itondo no olibe.
2d0b1900c2	Abange, sisingi nji mushwekelwe eniti eyi, kame nisinga nji mulimuke einu no ku bambaba. Outata kame oneyi ba kalulo injili no Isilaele, okubitela epalo no asimacaba sonje aba saiiye kwa Nyambe.
2d0b1a008f	Mi cwale Amaisilaele onje mbayoisiwa, kanyi omo kung'olelwe nji, “Omuliululi kame satunde mu Sione kame sa tundise eibi mu lusika lwa Jakobo.
2d0b1b0049	Mi ou wosotende oukwamanyinga wange nonyene Abo sani tundise eibi yoo.”
2d0b1c00ce	Mulibaka no ku kana eliywi no kuwaba aendisi no Majuda nafutuka eiila ya Nyambe, mulibaka lyenu aanu no macaba. Kono okwaliketa omu ana kwaaketela Nyambe, nafutuka alikani aye mulibaka no ashemi oo no kale.
2d0b1d0032	Kakuli etimpo ni kwisana kwa Nyambe eyo kaifutuka.
2d0b1e006b	Kanyi aanyi omo muna kuulwela elikute kwa Nyambe, kono bano na muwana esishemo kakuli kame mukwite elikute.
2d0b1f005e	Cwale kaasikukuteka kwa Nyambe nji amakeke ana monisiwa kwa wene nonyene nji atambule amakeke.
2d0b20004b	Kakuli Nyambe nanungu aanu onje no kuulwa elikute, nji aafele amakeke onje.
2d0b21008e	Outungi no ufumu ni kushangama ni unangu wa Nyambe! Etikatulo taye kati twesahala okusaisisiwa, mane ni tindila taye kati twesahala okuwaniwa!
2d0b22006c	Kanyi omu kuna kung'olelwe nji, “Anyine woyo olimukile emihupulo no Mbumu? Anyine woyo sotwesa okumweleza?
2d0b230044	“Simba nji anyine woyo onabi Nyambe empo, nji ausetwe esinjili?”
2d0b240091	Kakuli einu yonje kame itunda kwa Yonyene, kame inaiyi mwa Yonyene, mi kame itendelwa Yonyene. Kwa Yonyene kwikale ekanya mu nako ni nako! Ameni.
2d0c0100a4	Aabange, kame ni milapela cwale mu sishemo sa Nyambe mutende etinyutu tenu esitabelo no kuyoya, okukena niku tambulwa kwa Nyambe nji itende okulapela kwenu no mebo.
2d0c0200b7	Mulese okukubeeka onene kweyi no litunga, kono mufutulwe mu kumishemuna mukuyupisisa kwenu nji mulemuhe esi singwa kwa Nyambe nji sibine, esi no kuwaba nesi silumelelwa ni kupetahala.
2d0c0300d9	Cwale mulibaka no sishemo sina biwi kwa mene kame ninunga omunu yonje mwanyi nji alese okukununeka onene okubita omu ahupulela aakwaye, kono akuhupule wino kweyo imulikana, omunu ni munu mu tumelo ana biwi kwa Nyambe.
2d0c040063	Kakuli kanyi omu twikalele ni ilama nokupula mu lutu lumweya, mi eilama kaitende omusebezi mumweya,
2d0c05008b	kamekulingeso ni kwaaci naba tuli ano kupula, kame tuli esilama simweya kwa Kilesite mi toonje kame tuna bekiwa bamweya kanyi lutu lumweya.
2d0c06007b	Cwale aba tuli ni timpo eti tishutana, okuta mu sishemo tunabiwi, tuku tusise yoo, nji niunuhi tunuhe okuta mu tumelo yetu.
2d0c07003e	Nji nisebelezo, tubeleke ngeso, nji nikwiiyeta twiiyete ngeso.
2d0c080094	Nji nikususuweza tususweze ngeeso, woyo oba, abe yo lukuluhile, woyo otwaletela atwaletele wino, woyo otenda etikezo no makeke, atende yo wabelelwe.
2d0c09003c	Elilato lyuulwe okukutendela. Mutimbe ouyi, mukumalele ouwa.
2d0c0a0059	Mu kusinge omunjili ku munjili kanyi omunu ni minaye, mi mukubeeke okumonisa okukutekana.
2d0c0b004e	Kweyi nouku kataza mulese okufokola, mutukufalelwe mu mebo, mubelekele Ombumu.
2d0c0c0046	Mu wabelelwe mu sepo, mukongote mu mayando mi mutundamene mu kulapela.
2d0c0d004b	Mutabele aasikupumena ku inu aba aulwile, mutundamene mu kutambula angenda.
2d0c0e0033	Mufuyole aa amiyandisa, mufuyole mi mulese okukuta.
2d0c0f002f	Muwabelelwe nawo awabelelwa, mulile nawo alila.
2d0c10008d	Mutende asimucima mumweya anjili ku kwanjili, mulese oukukuumusa kono mu lumele okwikala nawo kaakwite einu, mi mulese oukumona oku shangama.
2d0c110055	Mulese okuusa ouyi ku uyi, kono mutokomele okusinga eino kuwaba mu miyo no aanu onje.
2d0c120044	Nji kame ku twesahala, simba mwaanyi, mu yoisane mu kozo naanu onje.
2d0c1300aa	Asingiwa, mulese okuusa ouyi mwenyene, kono mube okutweba kwa Nyambe esibaka, kakuli kame kung'olilwe nji, “Okufaniketa ni kwange, time sani usa, kame kwamba Ombumu.”
2d0c14009a	Cwale, “Esiila sowe aba siyombile, osibe esino kulya, nji kame sifile elinyotwa, osibe esi no kunwa, kakuli mukutenda ngeso, kame wenisa esiila sowe.”
2d0c15003c	Olese oku lumelela ouyi nji okukome, kono okome ouyi ni uwa.
2d0d0100ac	Cwale omunu yonje aku beeke kunji no maata no ao asikubusa elitunga. Kakuli kakwisa amaata ao kaatundu kwa Nyambe, mi amaata no kuneneba aliko kame ana kusumiwa kwa Nyambe.
2d0d020068	Cwale abo woyo okana amaata aa kame akana eso sinaketiwa kwa Nyambe, mi ao atenda ngeeso kame saatuliwe.
2d0d0300ab	Aa busisi kaacilisa kwao atenda wino, kono kwao atenda eyi nokwiiba. Nji mulese kucila woyo oli mu mubuso, Cwale mutende eyi no kuwaba mi mbamuwana okulumbiwa kwa yonyene,
2d0d0400c7	woyo ni mubika wa Nyambe kuuwa wenu. Kono nji kame mutenda eyi no kwiiba mumucile, kakuli amaata aye no kubakisa nia niti, ni mubika wa Nyambe woyo omonisa okubambaba kwa Nyambe kwao asikutenda ouyi.
2d0d050081	Abo cwale omunu kame afanena okukong'elela amaata, kono kasa feela mukucila okutweba kwa Nyambe kono kame ni mulibaka no lizwalo.
2d0d060071	Elibaka elyo naanyi kame mutenekanga omutelo, aano mulawo kame abelekela Nyambe abo aba aiyateteta emisebezi yoo.
2d0d07006f	Mwateneke onje einu yoo, muteneke omutelo kwao ufanena, elikute kwao lifanena, mukuteke ao afanena okukutekiwa.
2d0d080082	Mulese kuteula esikoloti no munu konji oku kusinga omunjili ku munjili, kwa woyo osinga omwabaye kame aiyateteta omulawo wa Mushe.
2d0d0900f7	Etitaelo eto taamba nji, “Mulese okutenda owoozwa, mulese kwiibaa, mulese kwiita, mulese okulakaza einu no akwenu” mane ni titaelo etinjili kame tikuumbele mou omulawo ou wamba nji, “Musinge ao muyakile noo kanyi omu mukusingela mwenyene.”
2d0d0a006e	Nji kame musinga aa muyakile noo kamutwese okwaatenda ouyi, abo cwale elilato nikwiiya teteta emilao ya Mushe.
2d0d0b00d2	Kame mufanena okutenda ngeeso kakuli mulimukile nji enako yakeela kale abo nji mwinguke batulo. Abo enako eyo satuyoyisiwe sebeli ili beebi bano okubita omo ina kwikalelanga baweli aba tuna kutateka oku pumena.
2d0d0c008b	Ousiku wata kale kule, mi cwale omunjii sebeli uli netu. Abo cwale tutundise emisebezi no uwi mi tukufuke eilwiso tuku tusisanga mu liseli.
2d0d0d009a	Tweende wino kanyi aanu aa ayoya mu nako no munji, kasa mukulya ouyi, simba oundalabangwana, eyi no woozwa simba eyi no uhule, simba eting'ananyi ni muna.
2d0d0e0063	Kono mukufuke Mbumu Jesu Kilesite mi mulese okutenda etindila no lutu okwiiyateteta etitakazo talo.
2d0e01006b	Kanyi ku munu noku kesheba mu tumelo, atambuliwe, kono mulese okukanana naye oku kumanena ni mihupulo yaye.
2d0e02005e	Omunu munjili kame apumena nji alye eilya yonje, abo woyo no kukesheba kame alya fela emiloho.
2d0e030090	Woyo olya esilya sonje alese okunyaza woyo no kwaailya, mi woyo no kwaailya alese okwatula woyo oilya, kakuli natambuliwa kwa Nyambe ni yonyene.
2d0e040086	Tiwe anyine nji watule omubika no mukowe? Naba sa ongole simba okukwa nitaba no molyaye. Kono mba ongola, kakuli omolyaye mbamuongota.
2d0e0500ca	Omunu munjili kame aaliketa eliywaa limweya nji nilyautokwa okubita amaywaa anjili, mi omunjili omunu kame aaliketa nji onje kame alikanelela. Mulese omunu yonje atende esi akolwa wino mu muhupulo waye.
2d0e0600dc	Woyo omamela eliywaa, kame alimamela mukukuteka Ombumu. Woyo olya esilya sonje, kame akuteka Ombumu, kakuli kame akutumela kwa Nyambe, mi woyo no kwaalya eilya yonje, kame atenda mukukuteka Ombumu nuukutumela kwa Nyambe.
2d0e070051	Kakwisa kwaaci woyo okuyoyela yonyene fela, mi kakwisa woyo okufela yonyene fela.
2d0e080083	Cwale aba tuyoya kame tuyoyela kwa Mbumu, mi aba tufa, kame tufela kwa Mbumu. Mi cwale, aba tufa naaba tuyoya, kame tuli kwa Mbumu.
2d0e09005f	Kakuli Kilesite aba ana kufa, mi kame sebeli oyoya neli nji atende Ombumu no asikufa naa ayoya.
2d0e0a008f	Cwale iikene aba watula omwabowe? Simba wene, iikene aba onyaza omwabowe? Kakuli toonje kame satuimekwe balubala no situlo sa Nyambe no katulo.
2d0e0b0096	Kanyi omo kung'olelwe nji, “Luli aba ni yoya, kame kwamba Ombumu, munu yonje kame sakubame balubala wange, mi omunu yonje kame sa lumbeke Nyambe.”
2d0e0c004b	Abakulingeso, omunu yonje kame sabe ekalabo yaye kweyi anatende kwa Nyambe.
2d0e0d0084	Cwale tulese okwatula akwetu kame. Kono onene muhupule nji omunu alese okubeekela omwabaye esi simukwisa, simba esi simu sitatalisa.
2d0e0e00ae	Niyii, mi kame nikolwa mwa Mbumu Jesu nji kakwisa esinu siku silafaza sonyene, kono omunu aba aaliketa esinu nji sa kusilafala, abohe esinu eso kame sisilafalile kwa yonyene.
2d0e0f00a0	Cwale nji minowe simba mukulowe kame omwenisa ba sinu eso olya, abo kwende mu lilato. Olese okulumeleza eso olya nji sisinye omukowe woyo ana kufeliwa kwa Jesu.
2d0e100039	Cwale mulese oku lumelela ouwa wenu okwambiwa nji kwiiba,
2d0e110065	Kakuli omubuso wa Nyambe kasa wakulya ni kunwa kono okuluka ni kozo ni kuwabelelwa mu mebo no kukena.
2d0e12004f	Kakuli woyo osebeleza Kilesite kame awabelisa Nyambe mi kame alumelelwa kwaanu.
2d0e13003e	Abohe tu tundamene kweyi ilita ekozo, neyi satu yakisane nayo.
2d0e14009c	Olese okusinya omusebezi wa Nyambe mulibaka no silya sowe no kwakena. Sinu sonje kame sikenine, kono ouyi ni munu aba alya esilya eso sisitatalisa omukwaye.
2d0e150063	Ouwa ninji mulese okulya enyama simba okunwa ewaine, simba okutenda esinu eso si sitatalisa minowe.
2d0e16007f	Etumelo eyo oli nayo, oiteule mukaci kowe ni Nyambe. Embuyoti niya woyo nambulwa elibaka no kukwatula yonyene kweeyo analemuha.
2d0e170081	Kono woyo obilaela kame anyaziwa nji kame alya, kakulli katende mu tumelo. Kakuli esinu sonje eso sasitendiwa mu tumelo, ni sibi.
2d0f01007d	Aaci no kongola mu tumelo kame tufanena okutusa nawo noku fokola oku shimba emishimbo yoo. Katufanene okuku wabetwa twemboci.
2d0f020062	Cwale omunjili ni munjili kwaaci awabetwe woyo ayakile naye kuuwa woo, okwaa kulisa mu tumelo yoo.
2d0f030089	Kakuli simba Kilesite kasikukuwabetwa yomboci, kono kanyi omo kung'olelwe nji, “Okwangoliwa kwaao amyangolanga kwaiya kale kwa mene.”
2d0f04008c	Eyo yonje ina kung'oliwa kunyima kame ina kung'oliwa mu mukwa no kulaela aci, nji mukoongoteta ni muku susueziwa mu liywii mbatu wana esepo.
2d0f050072	Cwale Nyambe no kongoteta ni susuwezo amibe okuyoya wino mukaci kenu omunjili ku munjili bamweya ni Kilesite Jesu,
2d0f060060	nji bamweya ni liywi limweya mutwese oku kanyisa Nyambe yonyene sitaye Mbumu wetu Jesu Kilesite.
2d0f070060	Abo cwale mutambule omunjili ku munjili kanyi omo ana kumitambulela Kilesite mu kanya ya Nyambe.
2d0f080093	Abo kame nimyambela nji Kilesite nakutenda omubika kwao ana kuta ku mupato oku monisa eniti ya Nyambe, okuongoteta esepiso inakubiwa kwaa shemi oo.
2d0f0900b8	Mi abo nji aano macaba akanyise Nyambe ku sishemo kumusa waye, kanyi omo kung'olelwe nji, “Abo cwale mbani lumbeke yonyene mukaci no asimacaba, Mbaniimbi okulumbeka elitina lyowe.”
2d0f0a0047	Mi kame nakukwambiwa nji, “Muwabelelwe aano macaba onje naanu aye!”
2d0f0b0051	mi kame, “Mulumbeke Mbumu, aano macaba onje, mi mulese aanu onje amulumbeke!”
2d0f0c0094	mi kame okutunda abo, Isaya nakwamba nji, “Emibisi ya Jese mbaimene, Mbainguka okubusa aano macaba, mi asimacaba mbaabeke esepo yoo kwayonyene.”
2d0f0d0092	Cwale Nyambe no sepo, amiiyate okuwabelelwa mukwiyala ni kozo muku pumena kwenu, nji cwale mulibaka no mata no Mebo no kukena mwiyale esepo inene.
2d0f0e008d	Meene luli kame naniyupisisa kwaanyi, aabange, nji anyi kame mwiyalile ouwa ni tingana tonje mi kame mutwesa okuku laela omunjili ku munjili.
2d0f0f008a	Kono banako injili kame ninaku ming'olela mukuzwafa mumukwa no kumi pulukisa, mulibaka no sishemo sinakubiwa kwa mene okutunda kwa Nyambe,
2d0f1000bc	okutenda omubika wa Kilesite Jesu kwaa no macaba mu situlo nou pulisita no Liywi no kuwaba lya Nyambe, nji cwale etinubu no ao asimacaba atwese oku tambuliwa ni kenisiwa ku Mebo no kukena.
2d0f110053	Mwa Kilesite Jesu, kame nikwite elibaka no oukukuhusa ku misebezi yange kwa Nyambe.
2d0f12009f	Kakuli kanitamba okwingena okwamba nambulwa eso anawana Kilesite mwa mene muku endisa aano macaba nji akong'elele Nyambe mulibaka lyaeyo ninaamba neyo nitenda.
2d0f1300c4	Mu maata no timakazo ni yambo no kukomokisa, mu maata no Mebo nokukena, nji cwale okutunda ku Njelusalema mane ni kutunda musibaka soonje no Ililiko kame nina kutaza mukwiyala eliywi lya Kilesite.
2d0f140089	Mane ni kwiitenda etakazo yange okukutaza eliywi oko kasikulimukiwa kale Jesu, nji cwale nilese okuyaka abo ana tateke omukwange okuyaka.
2d0f150080	Kono kanyi omo kumg'olelwe nji, “Mbamono woyo kasi kwambeliwa kale eyaye, mi mbaa yupisisa woyo kasi kwambeliwa kale eyaye.”
2d0f160048	Eli elibaka elyo enako yonje kame nina ku kani siwangwa okwiiya kwaanyi.
2d0f17007b	Kono bano kumona nji sikwite esibaka no kubelekela muno muti tolopo, mi ba myaka no kupula kame ninyolelwe okwiiya kwaanyi,
