0100000007	Genesis
10050c0107	Iwo anayankha kuti, “Ife tidzawabwezera zimenezi popanda kupemphapo kanthu kalikonse kwa iwo. Tidzachita monga mwanena.” Pambuyo pake ndinayitanitsa ansembe ndipo pamaso pawo ndinawalumbiritsa atsogoleriwo ndi akuluakuluwo kuti adzachitadi zomwe analonjezazo.
10050d0126	Ndipo inenso ndinakutumula chovala changa ndi kuti, “Chimodzimodzinso Mulungu akutumule munthu wosasunga malonjezano ake. Amulande nyumba yake ndi katundu wake ndi kumusandutsa mʼmphawi!” Apo msonkhano wonse unati, “Ameni” natamanda Yehova. Ndipo anthu aja anachita monga analonjezera.
10050e0119	Ndiponso kuyambira nthawi imene anandisankha kuti ndikhale bwanamkubwa wa dziko la Yuda, kuchokera chaka cha makumi awiri mpaka chaka cha 32 muulamuliro wa ufumu wa Aritasasita, ndiye kuti kwa zaka zokwana 12, ine ngakhale abale anga sitinalandire chakudya choyenerera bwanamkubwa.
10050f00f2	Koma abwanamkubwa akale ankasautsa anthu. Iwo ankalanda anthu chakudya ndi vinyo ndi kuwalipiritsanso masekeli asiliva makumi anayi. Ngakhalenso antchito awo amavutitsa anthu kwambiri. Koma ine sindinachite zimenezo chifukwa ndimaopa Mulungu.
10051000c5	Ndiponso ndinadzipereka kugwira ntchito yomanga khoma la mzinda wa Yerusalemu popanda ngakhale kugulapo munda. Antchito anganso anasonkhana komweko kuti agwire ntchito ndipo sitinafunenso malo ena.
1005110096	Kuwonjezera apa, ndinkadyetsa Ayuda, akuluakulu kuphatikizanso anthu amene ankabwera kwa ife kuchokera kwa mitundu ya anthu otizungulira okwanira 150.
100512013d	Tsiku lililonse pamaphikidwa ngʼombe imodzi, nkhosa zabwino zisanu ndi imodzi pamodzi ndi nkhuku. Ndipo pakutha pa masiku khumi aliwonse pankakhala matumba achikopa ochuluka a vinyo wa mitundu yonse. Ngakhale zinali choncho, Ine sindinatenge chakudya choperekedwa kwa bwanamkubwa, chifukwa izi zinali zosautsa anthu.
1005130066	Kuti zinthu zindiyendere bwino, kumbukirani Yehova Mulungu wanga pa zonse zimene ndachitira anthu awa.
10060100d5	Pamenepo Sanibalati, Tobiya, Gesemu Mwarabu ndi adani athu anamva kuti ndatsiriza ntchito yomanganso khoma ndi kuti palibe mpata umene watsala ngakhale kuti pa nthawi imeneyi ndinali ndisanayike zitseko pa zipata.
10060200a7	Sanibalati ndi Gesemu, ananditumizira uthenga uwu: “Bwerani tidzakumane pa mudzi wina ku chigwa cha Ono.” Koma iwo anakonzekera kuti akandichite chiwembu kumeneko.
10060300b0	Choncho ine ndinatuma amithenga ndi yankho ili: “Ine ndikugwira ntchito yayikulu kuno ndipo sindingathe kubwera kumeneko. Kodi ntchito iyime pofuna kuti ndibwere kumeneko?”
1006040053	Ananditumizira uthenga umodzimodzi omwewu kanayi ndipo ndinawayankha chimodzimodzi.
1006050049	Tsono kachisanu, Sanibalati anatumiza wantchito wake ndi kalata yosamata.
10060600f9	Mu kalatamo munali mawu akuti, “Pali mphekesera pakati pa mitundu ya anthu, ndiponso Gesemu akunena zomwezo kuti inu ndi Ayuda onse mufuna kuwukira boma. Nʼchifukwa chake mukumanga khoma. Mphekeserazo zikutinso inu mukufuna kudzakhala mfumu yawo.
10060700af	Mwayikanso kale aneneri amene adzalengeza za iwe mu Yerusalemu kuti ‘Mu Yuda muli mfumu!’ Tsono nkhani iyi imveka ndithu kwa mfumu. Choncho bwerani kuti tidzakambirane.”
1006080077	Ine ndinatumiza yankho ili: “Pa zimene mukunenazo, palibe chimene chinachitikapo. Inu mukungozipeka mʼmutu mwanu.”
10060900b3	Apa adani athu onsewa ankangofuna kutiopseza. Iwo ankaganiza kuti “Tichita mantha ndi kuleka kugwira ntchito.” Tsono ndinapemphera kuti, “Inu Mulungu ndilimbitseni mtima.”
10060a0105	Tsiku lina ndinapita ku nyumba ya Semaya mwana wa Delaya mwana wa Mehatabeli. Tsono anandiwuza kuti, “Tiyeni tikakumanire ku Nyumba ya Mulungu. Tikabisale mʼmenemo ndi kutseka zitseko chifukwa akubwera kudzakuphani. Ndithu usiku uno akubwera kudzakuphani.”
10060b00ab	Koma ndinayankha kuti, “Kodi munthu ngati ine nʼkuthawa? Kapena munthu wofanana ndi ine nʼkupita ku Nyumba ya Mulungu kuti apulumutse moyo wake? Ayi, ine sindipita!”
10060c0090	Ndinazindikira kuti Mulungu sanamutume koma kuti anayankhula mawu oloserawa motsutsana nane chifukwa Tobiya ndi Sanibalati anamulemba ntchitoyi.
10060d00b8	Iye analembedwa ntchitoyi ndi cholinga choti ine ndichite mantha, ndithawe. Ndikanatero ndiye kuti ndikanachimwira Yehova ndiponso iwowo akanandiyipitsira mbiri yanga ndi kumandinyoza.
10060e00c6	Tsono ndinapemphera kuti, “Inu Mulungu wanga, kumbukirani Tobiya ndi Sanibalati chifukwa cha zimene achita. Kumbukiraninso mneneri wamkazi Nowadiya ndi aneneri amene akhala akufuna kundiopseza.”
10060f0066	Ndipo khoma linatsirizidwa kumanga pa tsiku la 25 la mwezi wa Eluli. Linamangidwa pa masiku okwana 52.
10061000ad	Adani athu onse atamva izi, mitundu yonse ya anthu yozungulira inachita mantha ndi kuchita manyazi. Iwo anazindikira kuti ntchitoyo inachitika ndi thandizo la Mulungu wathu.
1006110063	Komanso masiku amenewo anthu olemekezeka a ku Yuda ankalemberana naye makalata ambiri ndi Tobiyayo,
10061200d3	pakuti anthu ambiri a ku Yuda anali atalumbira kale kuti adzagwira naye ntchito popeza anali mkamwini wa Sekaniya mwana wa Ara, ndipo mwana wake Yehohanani anakwatira mwana wamkazi wa Mesulamu mwana wa Berekiya.
100613009c	Kuwonjezera apo, anthu ankasimba za ntchito zake zabwino ine ndili pomwepo ndipo anakamuwululira mawu anga. Choncho Tobiyayo ankatumiza makalata ondiopseza.
1007010081	Khoma linamangidwa ndipo zitseko zinayikidwa. Pambuyo pake alonda a Nyumba ya Mulungu, oyimba nyimbo ndiponso Alevi anasankhidwa.
10070200c6	Kenaka ine ndinasankha mʼbale wanga Hanani pamodzi ndi Hananiya woyangʼanira nsanja yankhondo kukhala olamulira Yerusalemu chifukwa iyeyu anali munthu odalirika ndi woopa Mulungu kuposa anthu ena.
100703012b	Ine ndinawawuza kuti, “Musalole kuti zipata za Yerusalemu zitsekulidwe mpaka dzuwa litatentha, ndipo alonda asanaweruke aonetsetse kuti atseka zitseko ndi kuzipiringidza. Musankhe alonda pakati pa anthu okhala mu Yerusalemu, ena akhale pa malo pawo ndi ena akhale moyangʼanana ndi nyumba zawo.”
100704007a	Tsono mzinda wa Yerusalemu unali wotambasuka ndiponso waukulu koma munali anthu ochepa ndipo nyumba zinali zisanamangidwe.
1007050135	Ndipo Mulungu wanga anayika mu mtima mwanga maganizo oti ndisonkhanitse anthu olemekezeka, akuluakulu ndi anthu onse kuti alembetse mayina mwa mabanja awo. Ndinapeza buku limene munalembedwa mayina a mabanja a iwo amene anayamba kubwera kuchokera ku ukapolo. Izi ndi zimene ndinazipeza zitalembedwa mʼmenemo:
10070600d0	Awa ndi anthu a mʼchigawo cha Yuda amene anabwerera kuchokera ku ukapolo amene Nebukadinezara mfumu ya Babuloni anawatenga ukapolo. Iwo anabwerera ku Yerusalemu ndi ku Yuda, aliyense ku mzinda wa makolo ake.
10070700d4	Anabwera pamodzi ndi atsogoleri awa: Zerubabeli, Yesuwa, Nehemiya, Azariya, Raamiya, Nahamani, Mordekai, Bilisani, Misipereti, Bigivai, Nehumu ndi Baana. Tsono chiwerengero cha anthu a ku Israeli chinali chotere:
1007080019	Zidzukulu za Parosi 2,172
1007090019	Zidzukulu za Sefatiya 372
10070a0014	Zidzukulu za Ara 652
10070b004a	Zidzukulu za Pahati-Mowabu (kudzera mu mʼbado wa Yesuwa ndi Yowabu) 2,818
10070c0018	Zidzukulu za Elamu 1,254
10070d0015	Zidzukulu za Zatu 845
10070e0016	Zidzukulu za Zakai 760
10070f0017	Zidzukulu za Binuyi 648
1007100016	Zidzukulu za Bebai 628
100711001a	Zidzukulu za Azigadi 2,322
100712001a	Zidzukulu za Adonikamu 667
100713001b	Zidzukulu za Abigivai 2,067
1007140016	Zidzukulu za Adini 655
100715002c	Zidzukulu za Ateri (kudzera mwa Hezekiya) 98
1007160017	Zidzukulu za Hasumu 328
1007170017	Zidzukulu za Bezayi 324
1007180017	Zidzukulu za Harifu 112
1007190019	Zidzukulu za Gibiyoni 95.
10071a0024	Anthu a ku Betelehemu ndi Netofa 188
10071b0016	Anthu a ku Anatoti 128
10071c001c	Anthu a ku Beti-Azimaveti 42
10071d0032	Anthu a ku Kiriati Yeyarimu Kefira ndi Beeroti 743
10071e001c	Anthu a ku Rama ndi Geba 621
10071f0017	Anthu a ku Mikimasi 122
100720001c	Anthu a ku Beteli ndi Ai 123
1007210019	Anthu a ku Nebo winayo 52
1007220016	Ana a Elamu wina 1,254
1007230017	Zidzukulu za Harimu 320
1007240017	Zidzukulu za Yeriko 345
1007250025	Zidzukulu za Lodi, Hadidi ndi Ono 721
100726001a	Zidzukulu za Senaya 3,930.
1007270049	Ansembe anali awa: A banja la Yedaya (ndiye kuti zidzukulu za Yesuwa) 973
1007280018	Zidzukulu za Imeri 1,052
100729001c	Zidzukulu za Pasi-Huri 1,247
10072a001a	Zidzukulu za Harimu 1,017.
10072b0056	Alevi anali awa: A banja la Yesuwa ndi Kadimieli, ndiye kuti zidzukulu za Hodaviya 74.
10072c0025	Anthu oyimba: Zidzukulu za Asafu 148.
10072d0064	Alonda a ku Nyumba ya Mulungu anali awa: Zidzukulu za Salumu, Ateri, Talimoni, Hatita ndi Sobai 138.
10072e0072	Anthu ogwira ntchito ku Nyumba ya Mulungu anali awa: Zidzukulu za Ziha, zidzukulu za Hasufa, zidzukulu za Tabaoti,
10072f0038	Zidzukulu Kerosi, zidzukulu za Siya, zidzukulu za Padoni
100730002f	Zidzukulu za Lebana za Hagaba, ndi za Salimayi,
100731003e	Zidzukulu za Hanani, zidzukulu za Gideli, zidzukulu za Gahari,
100732003e	Zidzukulu za Reyaya, zidzukulu za Rezini, zidzukulu za Nehoda,
100733003b	Zidzukulu za Gazamu, zidzukulu za Uza, zidzukulu za Paseya,
1007340040	Zidzukulu za Besai, zidzukulu za Meunimu, zidzukulu za Nefusimu,
1007350042	Zidzukulu za Bakibuku, zidzukulu za Hakufa, zidzukulu za Harihuri,
1007360040	Zidzukulu za Baziliti, zidzukulu za Mehida, zidzukulu za Harisa,
100737003d	Zidzukulu za Barikosi, zidzukulu za Sisera, zidzukulu za Tema
100738002d	Zidzukulu za Neziya, ndi zidzukulu za Hatifa.
1007390060	Zidzukulu za antchito a Solomoni: Zidzukulu za Sotai, zidzukulu za Sofereti, zidzukulu za Perida
10073a003f	zidzukulu za Yaala, zidzukulu za Darikoni, zidzukulu za Gideli,
10073b005f	zidzukulu za Sefatiya, zidzukulu za Hatilu zidzukulu za Pokereti-Hazebaimu ndi zidzukulu Amoni.
10073c0068	Anthu onse ogwira ntchito ku Nyumba ya Mulungu pamodzi ndi zidzukulu za antchito a Solomoni analipo 392.
10073d00af	Ali munsiwa anachokera ku Teli-Mela, Teri-Harisa, Kerubi, Adoni, ndi Imeri, koma sanathe kunena mwa tchutchutchu kuti makolo awo kapena mafuko awo analidi Aisraeli kapena ayi.
10073e0045	Zidzukulu za Delaya, zidzukulu za Tobiya ndi zidzukulu za Nekoda 642.
10073f00d2	Ndiponso ena pakati pa ansembe anali awa: zidzukulu za Hobiya, zidzukulu za Hakozi ndi zidzukulu za Barizilai (munthu amene anakwatira mwana wamkazi wa Barizilai wa ku Giliyadi ndipo amatchedwa dzina limenelo).
10074000a7	Iwowa anafufuzafufuza mayina awo mʼbuku la mibado ya mabanja awo ndipo sanapeze mayina awo kotero anachotsedwa pa unsembe nawerengedwa ngati odetsedwa pa chipembedzo.
10074100bc	Choncho bwanamkubwa anawawuza anthuwo kuti asamadye nawo chakudya china chilichonse choperekedwa kwa Mulungu mpaka patapezeka wansembe wodziwa kugwiritsa bwino ntchito ya Urimu ndi Tumimu.
100742002f	Chiwerengero chonse cha anthuwa chinali 42,360.
100743007d	Kuwonjezera pamenepa panali antchito awo aamuna ndi aakazi 7,337 ndiponso anthu aamuna ndi aakazi oyimba nyimbo okwanira 245.
100744002f	Panali akavalo 736, abulu angʼonoangʼono 245.
1007450034	Ngamira zawo zinalipo 435 ndipo abulu analipo 6,720.
10074600d4	Atsogoleri ena a mabanja anapereka mphatso zothandizira ntchito. Bwanamkubwa anapereka ku thumba losungira chuma, ndalama zagolide za makilogalamu asanu ndi atatu, mabeseni makumi asanu ndi zovala za ansembe 530.
100747009d	Atsogoleri ena amabanja anapereka ku thumba losungira chuma ndalama zagolide zokwana makilogalamu 168, ndiponso ndalama za siliva zokwana makilogalamu 1,250.
1007480095	Anthu ena onse otsala anapereka ndalama zagolide zokwana makilogalamu 168, ndalama za siliva zokwana makilogalamu 140, ndiponso zovala za ansembe 67.
100749010f	Choncho ansembe, Alevi, alonda a Nyumba ya Mulungu, anthu oyimba nyimbo, ena mwa anthu wamba, ogwira ntchito ku Nyumba ya Mulungu pamodzi ndi Aisraeli ena onse ankakhala mʼmizinda yawo. Pofika mwezi wachisanu ndi chiwiri Aisraeli onse anali atakhazikika mʼmizinda yawo.
10080100c5	Anthu onse anasonkhana ngati munthu mmodzi pabwalo limene lili patsogolo pa Chipata cha Madzi. Iwo anawuza mlembi Ezara kuti abwere ndi buku la malamulo a Mose limene Yehova anapereka kwa Aisraeli.
10080200b4	Choncho pa tsiku loyamba la mwezi wachisanu ndi chiwiri wansembe Ezara, anabwera ndi buku la malamulo ku msonkhano wa amuna, akazi ndi ana onse amene ankatha kumvetsa zinthu bwino.
10080300da	Choncho Ezara anawerenga bukulo atayangʼana bwalo la Chipata cha Madzi kuyambira mmawa mpaka masana pamaso pa amuna, akazi ndi onse amene ankamvetsa bwino zinthu. Ndipo anthu onse anatchera khutu kuti amve malamulowo.
100804011f	Mlembi Ezara anayimirira pa nsanja ya mitengo imene anthu anamanga chifukwa cha msonkhanowu. Ku dzanja lake lamanja kunayimirira Matitiya, Sema, Anaya, Uriya, Hilikiya ndi Maaseya, ndipo kudzanja lake lamanzere kunali Pedaya, Misaeli, Malikiya, Hasumu, Hasibadana, Zekariya ndi Mesulamu.
100805006f	Tsono Ezara anatsekula buku, akuona popeza anayima pa nsanja. Pamene anafutukula bukulo anthu onse anayimirira.
10080600d2	Ezara anatamanda Yehova, Mulungu wamkulu, ndipo anthu onse anakweza manja awo ndi kuyankha kuti, “Ameni, ameni.” Pambuyo pake onse anaweramitsa pansi mitu yawo napembedza Yehova akanali chizolikire choncho.
10080700bd	Anthuwo atayimiriranso Alevi awa: Yesuwa, Bani, Serebiya, Yamini, Akubu, Sabetayi, Hodiya, Maaseya, Kerita, Azariya, Yozabadi, Hanani ndi Pelaya anawathandiza kuti amvetse bwino malamulowo.
1008080079	Iwo anawerenga buku la malamulo a Mulungu momveka bwino ndi kutanthauzira mawuwo kuti anthu amvetse bwino zowerengedwazo.
1008090130	Tsono bwanamkubwa Nehemiya pamodzi ndi wansembe ndi mlembi Ezara komanso Alevi amene amaphunzitsa anthu anati kwa anthu onse, “Lero ndi tsiku lopatulika kwa Yehova Mulungu wanu. Musakhale ndi chisoni ndipo musalire.” Anayankhula choncho popeza anthu onse ankalira atamva mawu a buku la malamulo lija.
10080a00e6	Nehemiya anatinso, “Pitani, kachiteni phwando ku nyumba ndipo mukawagawireko ena amene alibe kanthu kalikonse popeza lero ndi tsiku lopatulika kwa Yehova. Musakhale ndi chisoni, pakuti chimwemwe cha Yehova ndiye mphamvu yanu.”
10080b0083	Alevi anakhalitsa bata anthu onse powawuza kuti, “Khalani chete, pakuti lero ndi tsiku lopatulika ndipo musakhale ndi chisoni.”
10080c00d9	Anthu onse anachoka kupita kukadya ndi kumwa. Chakudya china anatumiza kwa anzawo. Choncho panali chikondwerero chachikulu popeza tsopano anali atamvetsa bwino mawu a Mulungu amene anawawerengera ndi kuwafotokozerawo.
10080d008a	Mmawa mwake atsogoleri a mabanja pamodzi ndi ansembe ndi alevi anasonkhana kwa Ezara, mlembi wa malamulo kuti aphunzire mawu a malamulowo.
10080e00bf	Tsono anapeza kuti zinalembedwa mʼbuku la malamulo kuti Yehova analamula kudzera mwa Mose kuti Aisraeli azikhala mʼzithando pa nthawi yonse ya chikondwerero cha mwezi wachisanu ndi chiwiri.
10080f0134	Choncho analengeza ndi kufalitsa mʼmizinda yawo yonse ndi mu Yerusalemu kuti, “Pitani ku phiri mukadule nthambi za mtengo wa olivi, za mtengo wa olivi wa kutchire, za mtengo wa mchisu, za mtengo wa mgwalangwa ndiponso za mitengo ina ya masamba, zomangira zithando monga zalembedweramu ndi kubwera nazo.”
10081000e3	Choncho anthu anapita kukatenga nthambi ndipo aliyense anadzimangira misasa pa denga ya nyumba yake, mʼmabwalo awo, mʼmabwalo a Nyumba ya Mulungu, mʼbwalo la pa Chipata cha Madzi ndiponso mʼbwalo la pa Chipata cha Efereimu.
10081100e5	Gulu lonse la anthu limene linabwera ku ukapolo linamanga misasa ndipo linakhala mʼmenemo. Kuyambira nthawi ya Yoswa mwana wa Nuni mpaka tsiku limenelo nʼkuti Aisraeli asanachitepo zimenezi. Choncho panali chimwemwe chachikulu.
10081200ef	Tsiku ndi tsiku, kuyambira tsiku loyamba mpaka lomaliza, Ezara ankawerenga buku la malamulo a Mulungu. Anthu anachita chikondwerero masiku asanu ndi awiri. Pa tsiku lachisanu ndi chitatu panachitika msonkhano potsata buku la malamulo lija.
1009010080	Pa tsiku la 24 la mwezi womwewo, Aisraeli anasonkhana pamodzi ndi kusala chakudya, kuvala ziguduli ndi kudzithira dothi pa mutu.
100902007f	Aisraeliwa anadzipatula pakati pa anthu a mitundu ina ndipo anayimirira nayamba kuwulula machimo awo ndi zolakwa za makolo awo.
10090300cb	Anthuwo anayimirira pomwepo, ndipo anamva mawu a mʼbuku la malamulo a Yehova akuwerengedwa kwa maora enanso atatu ndipo anakhala maora ena atatu akuwulula machimo awo ndi kupembedza Yehova Mulungu wawo.
10090400b1	Pa makwerero okhalapo alevi anayimirirapo anthu awa: Yesuwa, Bani, Kadimieli, Sebaniya, Buni, Serebiya, Bani ndi Kenani. Iwowa ankapemphera mokweza mawu kwa Yehova Mulungu wawo.
10090500ff	Ndipo Alevi awa: Yesuwa, Kadimieli, Bani, Hasabaneya, Serebiya, Hodiya, Sebaniya ndi Petahiya anati: “Imirirani ndipo mutamande Yehova Mulungu wanu, amene ndi wamuyaya.” “Litamandike dzina lake laulemerero limene liposa madalitso ndi matamando onse.
10090600f7	Inu nokha ndiye Yehova. Munalenga kumwamba, ngakhale kumwambamwamba, zolengedwa zonse zimene zili mʼmenemo. Munalenga dziko ndi zonse zokhalamo, nyanja ndi zonse zili mʼmenemo. Zonse mumazisunga ndi moyo ndipo zonse za kumwamba zimakupembedzani.
1009070083	“Inu ndinu Yehova Mulungu amene munasankha Abramu ndi kumutulutsa mʼdziko la Uri wa ku Kaldeya ndi kumutcha dzina lake Abrahamu.
10090800f2	Inu munaona kuti mtima wake unali wokhulupirika kwa inu, ndipo munapangana naye pangano lakuti mudzapereka kwa zidzukulu zake dziko la Akanaani Ahiti, Aamori, Aperezi, Ayebusi ndi Agirigasi. Inu mwasunga lonjezo lanu chifukwa ndinu wolungama.
1009090059	“Munaona kuzunzika kwa makolo athu ku Igupto. Munamva kufuwula kwawo pa Nyanja Yofiira.
10090a00f3	Inu munachita zizindikiro zozizwitsa ndi zodabwitsa kutsutsana ndi Farao, pamaso pa Farao, nduna zake ndi anthu onse a mʼdziko lake, pakuti Inu munadziwa kuti anazunza makolo athu. Inu munadzipangira nokha dzina, monga zilili mpaka lero lino.
10090b00a6	Inu munagawa nyanja anthu anu akupenya, kotero kuti anadutsa powuma, koma munamiza mʼmadzi akuya anthu amene ankawalondola monga mmene uchitira mwala mʼmadzi ozama.
10090c007d	Masana munkawunikira ndi chipilala cha mtambo ndipo usiku munkawunikira ndi chipilala cha moto njira yonse imene ankayendamo.
10090d0094	“Munatsika pa Phiri la Sinai, ndipo munawayankhula kuchokera kumwamba. Munawapatsa malangizo olungama, ziphunzitso zoona ndiponso malamulo abwino.
10090e0063	Inu munawadziwitsa kuti tsiku lanu la Sabata ndi loyera ndipo munawapatsa malamulo ndi ziphunzitso.
10090f00ca	Pamene anali ndi njala munawapatsa buledi wochokera kumwamba. Pamene anali ndi ludzu munawapatsa madzi otuluka mʼthanthwe. Munawawuza kuti apite kukalanda dziko limene munalonjeza kuti mudzawapatsa.”
1009100055	“Koma makolo athu anadzikuza ndi kuwumitsa khosi, ndipo iwo sanamvere malamulo anu.
1009110163	Anakana kumvera ndipo sanakumbukire zodabwitsa zimene munachita pakati pawo. Koma iwo anawumitsa khosi, nakuwukirani podzisankhira okha mtsogoleri kuti awatsogolere kubwerera ku ukapolo ku dziko la Igupto. Koma ndinu Mulungu wokhululukira, wokoma mtima ndi wachifundo wosapsa mtima msanga ndi wachikondi chachikulu chosasinthika. Choncho Inu simunawasiye.
10091200b2	Ngakhale pamene iwo anadziwumbira fano la mwana wangʼombe ndi kuti, ‘Uyu ndi mulungu wanu amene anakutulutsani mʼdziko la Igupto,’ kapena pamene anachita chipongwe choopsa.
10091300d1	“Koma Inu ndi chifundo chanu chachikulu, simunawasiye mʼchipululu. Chipilala cha mtambo sichinasiye kuwatsogolera pa njira yawo masana ndipo chipilala cha moto sichinasiye kuwatsogolera pa njira yawo usiku.
100914007d	Inu munawapatsa mzimu wanu wabwino kuti uwalangize. Inu simunawamane chakudya cha mana chija, ndipo munawapatsa madzi akumwa.
100915007e	Munawasunga zaka makumi anayi mʼchipululu ndipo sanasowe kanthu kalikonse. Zovala zawo sizinathe kapena mapazi awo kutupa.”
10091600e4	“Inu munawapatsa mafumu ndi mayiko mʼmanja mwawo. Munawagawiranso mayiko achilendo akutali kwambiri. Munabwera nawo mʼdziko la Sihoni mfumu ya Hesiboni ndi dziko la Ogi mfumu ya Basani kuti alowemo nʼkulitenga kukhala lawo.
1009170091	Munachulukitsa ana awo aamuna ngati nyenyezi za mlengalenga. Ndipo munawabweretsa mʼdziko limene munawuza makolo awo kuti alilowe ndi kulitenga.
10091800e6	Choncho zidzukulu zawo zinapita ndi kukalandira dzikolo. Inu munagonjetsa pamaso pawo, Akanaani amene amakhala mʼdzikolo. Inde munapereka mʼmanja mwawo mafumu awo pamodzi ndi anthu a mʼdzikomo kuti achite nawo monga angafunire.
