0100000048	ମୋଶାଙ୍କ ଲିଖିତ ପ୍ରଥମ ପୁସ୍ତକ
182a120366	କାରଣ ସୈନ୍ୟାଧିପତି ସଦାପ୍ରଭୁ ଇସ୍ରାଏଲର ପରମେଶ୍ୱର ଏହି କଥା କହନ୍ତି, ଯିରୂଶାଲମ ନିବାସୀମାନଙ୍କ ଉପରେ ଯେପରି ଆମ୍ଭର କ୍ରୋଧ ଓ ପ୍ରଚଣ୍ଡ କୋପ ଢଳା ଯାଇଅଛି, ସେପରି ତୁମ୍ଭେମାନେ ଯେତେବେଳେ ମିସରରେ ପ୍ରବେଶ କରିବ, ସେତେବେଳେ ତୁମ୍ଭମାନଙ୍କ ଉପରେ ଆମ୍ଭର ପ୍ରଚଣ୍ଡ କୋପ ଢଳାଯିବ; ପୁଣି, ତୁମ୍ଭେମାନେ ଅଭିଶାପ, ବିସ୍ମୟ, ଶ୍ରାପ ଓ ନିନ୍ଦାର ପାତ୍ର ହେବ ଓ ତୁମ୍ଭେମାନେ ଏହି ସ୍ଥାନ ଆଉ ଦେଖିବ ନାହିଁ।
182a13018f	ହେ ଯିହୁଦାର ଅବଶିଷ୍ଟ ଲୋକେ, ସଦାପ୍ରଭୁ ତୁମ୍ଭମାନଙ୍କ ବିଷୟରେ କହିଅଛନ୍ତି, ‘ତୁମ୍ଭେମାନେ ମିସରକୁ ଯାଅ ନାହିଁ,’ ମୁଁ ଆଜି ତୁମ୍ଭମାନଙ୍କୁ ଏହି ସାକ୍ଷ୍ୟ ଦେଲି, ଏହା ନିଶ୍ଚୟ ଜାଣ।
182a140332	ତୁମ୍ଭେମାନେ ଆପଣା ଆପଣା ପ୍ରାଣ ବିରୁଦ୍ଧରେ ପ୍ରବଞ୍ଚନା କରିଅଛ; କାରଣ ତୁମ୍ଭେମାନେ ସଦାପ୍ରଭୁ ତୁମ୍ଭମାନଙ୍କର ପରମେଶ୍ୱରଙ୍କ ନିକଟକୁ ମୋତେ ପଠାଇ କହିଲ, ‘ତୁମ୍ଭେ ସଦାପ୍ରଭୁ ଆମ୍ଭମାନଙ୍କ ପରମେଶ୍ୱରଙ୍କ ନିକଟରେ ଆମ୍ଭମାନଙ୍କ ପାଇଁ ପ୍ରାର୍ଥନା କର ଓ ସଦାପ୍ରଭୁ ଆମ୍ଭମାନଙ୍କ ପରମେଶ୍ୱର ଯାହା ଯାହା କହିବେ, ତଦନୁସାରେ ଆମ୍ଭମାନଙ୍କୁ ଜଣାଅ, ଆମ୍ଭେମାନେ ତାହା କରିବୁ।’
182a1501e3	ପୁଣି, ଆଜି ମୁଁ ତୁମ୍ଭମାନଙ୍କୁ ତାହା ଜଣାଇଲି; ମାତ୍ର ଯେଉଁ ବିଷୟରେ ସଦାପ୍ରଭୁ ତୁମ୍ଭମାନଙ୍କ ପରମେଶ୍ୱର ତୁମ୍ଭମାନଙ୍କ ନିକଟକୁ ମୋତେ ପଠାଇଲେ, ତହିଁର କୌଣସି ବିଷୟରେ ତୁମ୍ଭେମାନେ ତାହାଙ୍କ ରବରେ ମନୋଯୋଗ କଲ ନାହିଁ।
182a160190	ଏହେତୁ ଏବେ ନିଶ୍ଚୟ ଜାଣ ଯେ, ଯେଉଁ ସ୍ଥାନରେ ପ୍ରବାସ କରିବା ନିମନ୍ତେ ତୁମ୍ଭେମାନେ ଯିବା ପାଇଁ ବାଞ୍ଛା କରୁଅଛ, ସେ ସ୍ଥାନରେ ତୁମ୍ଭେମାନେ ଖଡ୍ଗ, ଦୁର୍ଭିକ୍ଷ ଓ ମହାମାରୀରେ ମରିବ।”
182b01022f	ଏଥିଉତ୍ତାରେ ଯିରିମୀୟ ଏହିସବୁ କଥା, ଅର୍ଥାତ୍‍, ଯେଉଁ ସକଳ କଥା ସମଗ୍ର ଲୋକଙ୍କୁ କହିବା ନିମନ୍ତେ ସଦାପ୍ରଭୁ ସେମାନଙ୍କ ପରମେଶ୍ୱର ସେମାନଙ୍କ ନିକଟକୁ ତାଙ୍କୁ ପଠାଇଥିଲେ, ସଦାପ୍ରଭୁ ସେମାନଙ୍କ ପରମେଶ୍ୱରଙ୍କର ସେହି ସକଳ କଥା କହିବାର ସମାପ୍ତ କରନ୍ତେ,
182b020262	ହୋଶୋୟୀୟର ପୁତ୍ର ଅସରୀୟ, କାରେହର ପୁତ୍ର ଯୋହାନନ୍‍ ଓ ଅହଙ୍କାରୀ ଲୋକ ସମସ୍ତେ ଯିରିମୀୟଙ୍କୁ କହିଲେ, “ତୁମ୍ଭେ ମିଥ୍ୟା କଥା କହୁଅଛ; ‘ତୁମ୍ଭେମାନେ ମିସରରେ ପ୍ରବାସ କରିବା ପାଇଁ ଯିବ ନାହିଁ,’ ଏ କଥା କହିବା ପାଇଁ ସଦାପ୍ରଭୁ ଆମ୍ଭମାନଙ୍କ ପରମେଶ୍ୱର ତୁମ୍ଭକୁ ପଠାଇ ନାହାନ୍ତି;
182b03021b	ମାତ୍ର କଲ୍‍ଦୀୟମାନେ ଯେପରି ଆମ୍ଭମାନଙ୍କୁ ବଧ କରି ପାରିବେ ଓ ବନ୍ଦୀ କରି ବାବିଲକୁ ନେଇଯିବେ, ଏଥିପାଇଁ ସେମାନଙ୍କ ହସ୍ତରେ ଆମ୍ଭମାନଙ୍କୁ ସମର୍ପଣ କରିବା ପାଇଁ ନେରୀୟର ପୁତ୍ର ବାରୂକ ଆମ୍ଭମାନଙ୍କ ବିରୁଦ୍ଧରେ ତୁମ୍ଭକୁ ପ୍ରବର୍ତ୍ତାଉଅଛି।”
182b040141	ଏହିରୂପେ କାରେହର ପୁତ୍ର ଯୋହାନନ୍‍, ସେନାପତିସକଳ ଓ ଲୋକ ସମସ୍ତେ ଯିହୁଦା ଦେଶରେ ବାସ କରିବା ବିଷୟରେ ସଦାପ୍ରଭୁଙ୍କ ରବରେ ମନୋଯୋଗ କଲେ ନାହିଁ।
182b0501b7	ମାତ୍ର କାରେହର ପୁତ୍ର ଯୋହାନନ୍‍ ଓ ସେନାପତି ସମସ୍ତେ, ଯିହୁଦାର ସକଳ ଅବଶିଷ୍ଟ ଲୋକଙ୍କୁ, ଅର୍ଥାତ୍‍, ନାନା ଗୋଷ୍ଠୀ ମଧ୍ୟକୁ ତାଡ଼ିତ ଯେସକଳ ଲୋକ ଯିହୁଦା ଦେଶରେ ପ୍ରବାସ କରିବା ପାଇଁ ଫେରି ଆସିଥିଲେ,
182b06025b	ସେହି ପୁରୁଷ, ସ୍ତ୍ରୀ, ବାଳକ, ବାଳିକା ଓ ରାଜକନ୍ୟାଗଣକୁ ଓ ଯେ ପ୍ରତ୍ୟେକ ଲୋକକୁ ପ୍ରହରୀବର୍ଗର ସେନାପତି ନବୂଷରଦନ୍‍ ଶାଫନ୍‍ର ପୌତ୍ର ଅହୀକାମ୍‍‍ର ପୁତ୍ର ଗଦଲୀୟ ନିକଟରେ ଛାଡ଼ି ଯାଇଥିଲା, ସେମାନଙ୍କୁ, ଆଉ ଯିରିମୀୟ ଭବିଷ୍ୟଦ୍‍ବକ୍ତାଙ୍କୁ ଓ ନେରୀୟର ପୁତ୍ର ବାରୂକକୁ ନେଇ,
182b07011d	ମିସର ଦେଶରେ ଉପସ୍ଥିତ ହେଲେ, କାରଣ ସେମାନେ ସଦାପ୍ରଭୁଙ୍କ ରବରେ ମନୋଯୋଗ କଲେ ନାହିଁ; ଆଉ, ସେମାନେ ତଫନ୍‍ହେଷର ପର୍ଯ୍ୟନ୍ତ ଗଲେ।
182b0800e0	ଏଥିଉତ୍ତାରେ ତଫନ୍‍ହେଷରରେ ସଦାପ୍ରଭୁଙ୍କର ଏହି ବାକ୍ୟ ଯିରିମୀୟଙ୍କ ନିକଟରେ ଉପସ୍ଥିତ ହେଲା, ଯଥା,
182b0901d4	“ତୁମ୍ଭେ କେତେଗୁଡ଼ିଏ ବୃହତ ପ୍ରସ୍ତର ଆପଣା ହସ୍ତରେ ନେଇ, ତଫନ୍‍ହେଷରରେ ଫାରୋ ଗୃହର ପ୍ରବେଶ ସ୍ଥାନର ନିକଟରେ ଯେଉଁ ଇଟାଗାନ୍ଥୁନି ଅଛି, ତହିଁ ମଧ୍ୟରେ ମଶଲା ଭିତରେ ଯିହୁଦାର ଲୋକମାନଙ୍କ ସାକ୍ଷାତରେ ଲୁଚାଇ ରଖ;
182b0a02c3	ଆଉ, ସେମାନଙ୍କୁ କୁହ, ସୈନ୍ୟାଧିପତି ସଦାପ୍ରଭୁ ଇସ୍ରାଏଲର ପରମେଶ୍ୱର ଏହି କଥା କହନ୍ତି, ‘ଦେଖ, ଆମ୍ଭେ ଆଜ୍ଞା ପଠାଇ ଆପଣା ଦାସ ବାବିଲର ରାଜା ନବୂଖଦ୍‍ନିତ୍ସରକୁ ଅଣାଇବା ଓ ଏହି ଯେଉଁ ପ୍ରସ୍ତରସବୁ ଲୁଚାଇ ରଖିଅଛୁ, ତହିଁ ଉପରେ ତାହାର ସିଂହାସନ ସ୍ଥାପନ କରିବା; ଆଉ, ସେ ତହିଁ ଉପରେ ଆପଣା ରାଜକୀୟ ଚନ୍ଦ୍ରାତପ ବିସ୍ତାର କରିବ।
182b0b0177	ପୁଣି, ସେ ଆସି ମିସର ଦେଶକୁ ଆଘାତ କରି ମୃତ୍ୟୁୁଯୋଗ୍ୟ ଲୋକଙ୍କୁ ମୃତ୍ୟୁୁରେ, ବନ୍ଦୀତ୍ୱର ଯୋଗ୍ୟ ଲୋକଙ୍କୁ ବନ୍ଦୀତ୍ୱରେ ଓ ଖଡ୍ଗଯୋଗ୍ୟ ଲୋକଙ୍କୁ ଖଡ୍ଗରେ ସମର୍ପଣ କରିବ।
182b0c023f	ଆଉ, ଆମ୍ଭେ ମିସରସ୍ଥ ଦେବାଳୟସବୁରେ ଅଗ୍ନି ଲଗାଇବା ଓ ସେ ସେମାନଙ୍କୁ ଦଗ୍ଧ କରି ବାବିଲକୁ ବନ୍ଦୀ କରି ଘେନିଯିବ; ପୁଣି, ମେଷପାଳକ ଯେପରି ଆପଣା ବସ୍ତ୍ର ଘୋଡ଼ାଇଥାଏ, ସେହିପରି ସେ ମିସର ଦେଶ ଦ୍ୱାରା ଆପଣାକୁ ଘୋଡ଼ାଇବ ଓ ସେ ଶାନ୍ତିରେ ଏ ସ୍ଥାନରୁ ପ୍ରସ୍ଥାନ କରିବ।
182b0d0113	ଆହୁରି, ସେ ମିସର ଦେଶସ୍ଥ ବେଥ୍-ଶେମଶର ସ୍ତମ୍ଭସକଳ ଭାଙ୍ଗି ପକାଇବ ଓ ମିସର ଦେଶସ୍ଥ ଦେବାଳୟସବୁ ସେ ଅଗ୍ନିରେ ଦଗ୍ଧ କରିବ।’”
182c0101df	ଯେଉଁ ଯିହୁଦୀୟମାନେ ମିସର ଦେଶରେ ବାସ କଲେ, ଯେଉଁମାନେ ମିଗ୍‍ଦୋଲରେ ଓ ତଫନ୍‍ହେଷରରେ ଓ ନୋଫରେ ଓ ପଥ୍ରୋଷ ପ୍ରଦେଶରେ ବାସ କଲେ, ସେସମସ୍ତଙ୍କ ବିଷୟରେ ଯିରିମୀୟଙ୍କ ନିକଟରେ ଯେଉଁ ବାକ୍ୟ ଉପସ୍ଥିତ ହେଲା, ତାହା ଏହି, ଯଥା,
182c020253	“ସୈନ୍ୟାଧିପତି ସଦାପ୍ରଭୁ ଇସ୍ରାଏଲର ପରମେଶ୍ୱର ଏହି କଥା କହନ୍ତି, ଆମ୍ଭେ ଯିରୂଶାଲମ ଉପରେ ଓ ଯିହୁଦାର ସବୁ ନଗର ଉପରେ ଯେଉଁସବୁ ଅମଙ୍ଗଳ ଘଟାଇଅଛୁ, ତାହା ତୁମ୍ଭେମାନେ ଦେଖିଅଛ; ଆଉ ଦେଖ, ସେସବୁ ଆଜି ଉତ୍ସନ୍ନ ସ୍ଥାନ ହୋଇ ରହିଅଛି, ସେଠାରେ କୌଣସି ମନୁଷ୍ୟ ବାସ କରେ ନାହିଁ;
182c030224	କାରଣ ସେମାନେ ଆମ୍ଭକୁ ବିରକ୍ତ କରିବା ପାଇଁ ଦୁଷ୍ଟତା କଲେ, ଅର୍ଥାତ୍‍, ସେମାନେ ଆପଣାମାନଙ୍କର ଓ ତୁମ୍ଭମାନଙ୍କର, ଆଉ ତୁମ୍ଭମାନଙ୍କ ପୂର୍ବପୁରୁଷମାନଙ୍କର ଅଜ୍ଞାତ ଅନ୍ୟ ଦେବଗଣର ଉଦ୍ଦେଶ୍ୟରେ ଧୂପ ଜ୍ୱଳାଇବାକୁ ଓ ସେମାନଙ୍କର ସେବା କରିବାକୁ ଗଲେ।
182c0401b8	ତଥାପି ଆମ୍ଭେ ଅତି ପ୍ରଭାତରେ ଉଠି ଆମ୍ଭର ସମସ୍ତ ଦାସ ଭବିଷ୍ୟଦ୍‍ବକ୍ତାଗଣଙ୍କୁ ତୁମ୍ଭମାନଙ୍କ ନିକଟକୁ ପଠାଇ କହିଲୁ, ଆଃ, ଏହି ଘୃଣାଯୋଗ୍ୟ କାର୍ଯ୍ୟ ତୁମ୍ଭେମାନେ କର ନାହିଁ, ଆମ୍ଭେ ତାହା ଘୃଣା କରୁ।
182c05016a	ମାତ୍ର ସେମାନେ ମନୋଯୋଗ କଲେ ନାହିଁ, କିଅବା ଆପଣା ଆପଣା ଦୁଷ୍ଟତାରୁ ଫେରିବା ପାଇଁ, ଅନ୍ୟ ଦେବଗଣର ଉଦ୍ଦେଶ୍ୟରେ ଆଉ ଧୂପ ନ ଜ୍ୱଳାଇବା ପାଇଁ କର୍ଣ୍ଣପାତ କଲେ ନାହିଁ।
182c06018d	ଏହେତୁ ଆମ୍ଭର ପ୍ରଚଣ୍ଡ କୋପ ଓ କ୍ରୋଧ ଢଳାଗଲା ଓ ଯିହୁଦାର ନଗରସମୂହରେ ଓ ଯିରୂଶାଲମର ସକଳ ପଥରେ ତାହା ପ୍ରଜ୍ୱଳିତ ହେଲା, ପୁଣି ଆଜିର ସଦୃଶ୍ୟ ସେସବୁ ଉତ୍ସନ୍ନ ଓ ଧ୍ୱଂସିତ ହୋଇଅଛି।
182c070327	ଏନିମନ୍ତେ ସଦାପ୍ରଭୁ, ସୈନ୍ୟାଧିପତି ପରମେଶ୍ୱର, ଇସ୍ରାଏଲର ପରମେଶ୍ୱର ଏବେ ଏହି କଥା କହନ୍ତି, ତୁମ୍ଭେମାନେ କାହିଁକି ଆପଣା ଆପଣା ପ୍ରାଣ ବିରୁଦ୍ଧରେ ଏହି ମହାପାପ କରୁଅଛ? ଏହା ଦ୍ୱାରା ତୁମ୍ଭେମାନେ ଆପଣା ଆପଣା ସମ୍ପର୍କୀୟ ପୁରୁଷ, ସ୍ତ୍ରୀ, ବାଳକ ଓ ସ୍ତନ୍ୟପାୟୀ ଶିଶୁମାନଙ୍କୁ ଯିହୁଦାର ମଧ୍ୟରୁ ଉଚ୍ଛିନ୍ନ କରିବ, ଆପଣାମାନଙ୍କର କାହାକୁ ହିଁ ଅବଶିଷ୍ଟ ରଖିବ ନାହିଁ;
182c080293	ତୁମ୍ଭେମାନେ ଏହି ଯେ ମିସର ଦେଶରେ ପ୍ରବାସ କରିବା ପାଇଁ ଆସିଅଛ, ଏହି ସ୍ଥାନରେ ଅନ୍ୟ ଦେବଗଣର ଉଦ୍ଦେଶ୍ୟରେ ଧୂପ ଜ୍ୱଳାଇ କାହିଁକି ଆପଣାମାନଙ୍କର ହସ୍ତକୃତ କର୍ମ ଦ୍ୱାରା ଆମ୍ଭକୁ ବିରକ୍ତ କରୁଅଛ? ତୁମ୍ଭେମାନେ ଉଚ୍ଛିନ୍ନ ହେବ ଓ ପୃଥିବୀସ୍ଥ ଯାବତୀୟ ଗୋଷ୍ଠୀ ମଧ୍ୟରେ ଅଭିଶାପ ଓ ନିନ୍ଦାର ପାତ୍ର ହେବ।
182c09028b	ଯିହୁଦା ଦେଶରେ ଓ ଯିରୂଶାଲମର ସମସ୍ତ ପଥରେ କୃତ ତୁମ୍ଭମାନଙ୍କର ପିତୃପୁରୁଷମାନଙ୍କର ଦୁଷ୍କ୍ରିୟା ଓ ଯିହୁଦା-ରାଜାଗଣର ଦୁଷ୍କ୍ରିୟା ଓ ସେମାନଙ୍କ ଭାର୍ଯ୍ୟାଗଣର ଦୁଷ୍କ୍ରିୟା, ଆଉ ତୁମ୍ଭମାନଙ୍କର ନିଜର ଦୁଷ୍କ୍ରିୟା ଓ ତୁମ୍ଭମାନଙ୍କର ଭାର୍ଯ୍ୟାଗଣର ଦୁଷ୍କ୍ରିୟା କି ତୁମ୍ଭେମାନେ ପାସୋରିଅଛ?
182c0a023f	ସେମାନେ ଆଜି ପର୍ଯ୍ୟନ୍ତ ଚୂର୍ଣ୍ଣମନା ହୋଇ ନାହାନ୍ତି, କିଅବା ସେମାନେ ଭୟ କରି ନାହାନ୍ତି, ଅଥବା ଆମ୍ଭେ ତୁମ୍ଭମାନଙ୍କ ସମ୍ମୁଖରେ ଓ ତୁମ୍ଭମାନଙ୍କ ପିତୃପୁରୁଷମାନଙ୍କ ସମ୍ମୁଖରେ ଆପଣାର ଯେଉଁ ବ୍ୟବସ୍ଥା ଓ ବିଧି ସ୍ଥାପନ କଲୁ, ତଦନୁସାରେ ଆଚରଣ କରି ନାହାନ୍ତି।
182c0b01e9	ଏହେତୁ ସୈନ୍ୟାଧିପତି ସଦାପ୍ରଭୁ ଇସ୍ରାଏଲର ପରମେଶ୍ୱର ଏହି କଥା କହନ୍ତି: ଦେଖ, ଆମ୍ଭେ ତୁମ୍ଭମାନଙ୍କର ଅମଙ୍ଗଳ କରିବା ପାଇଁ, ସମୁଦାୟ ଯିହୁଦାକୁ ହିଁ ଉଚ୍ଛିନ୍ନ କରିବା ପାଇଁ ତୁମ୍ଭମାନଙ୍କ ବିରୁଦ୍ଧରେ ଆପଣା ମୁଖ ରଖିବା।
182c0c030c	ପୁଣି, ଯିହୁଦାର ଯେଉଁ ଅବଶିଷ୍ଟାଂଶ ଲୋକେ ମିସର ଦେଶରେ ପ୍ରବାସ କରିବା ପାଇଁ ସେଠାକୁ ଯିବା ଲାଗି ଉତ୍ସୁକ ଅଛନ୍ତି, ଆମ୍ଭେ ସେମାନଙ୍କୁ ଧରିବା ଓ ସେସମସ୍ତେ ଲୁପ୍ତ ହେବେ; ମିସର ଦେଶରେ ସେମାନେ ପତିତ ହେବେ; ଖଡ୍ଗ ଓ ଦୁର୍ଭିକ୍ଷରେ ସେମାନେ ଲୁପ୍ତ ହେବେ। କ୍ଷୁଦ୍ର ଓ ମହାନ ଖଡ୍ଗ ଓ ଦୁର୍ଭିକ୍ଷରେ ମରିବେ; ଆଉ, ସେମାନେ ଅଭିଶାପ, ବିସ୍ମୟ ଓ ନିନ୍ଦାର ପାତ୍ର ହେବେ।
182c0d0139	କାରଣ ଆମ୍ଭେ ଯେପରି ଖଡ୍ଗ, ଦୁର୍ଭିକ୍ଷ ଓ ମହାମାରୀ ଦ୍ୱାରା ଯିରୂଶାଲମକୁ ଦଣ୍ଡ ଦେଇଅଛୁ, ତଦ୍ରୂପ ମିସର ଦେଶରେ ବାସକାରୀମାନଙ୍କୁ ଦଣ୍ଡ ଦେବା;
182c0e0276	ତହିଁରେ ଯିହୁଦାର ଯେଉଁ ଅବଶିଷ୍ଟ ଲୋକେ ଯିହୁଦା ଦେଶକୁ ଫେରିଯାଇ ସେଠାରେ ବାସ କରିବା ପାଇଁ ବାଞ୍ଛା କରି ମିସର ଦେଶରେ ପ୍ରବାସ କରିବାକୁ ଆସିଅଛନ୍ତି, ସେମାନଙ୍କ ମଧ୍ୟରୁ କେହି ଉତ୍ତୀର୍ଣ୍ଣ କି ରକ୍ଷାପ୍ରାପ୍ତ ହେବେ ନାହିଁ: କାରଣ ପଳାତକ ଲୋକମାନଙ୍କ ଛଡ଼ା ଆଉ କେହି ଫେରିଯିବେ ନାହିଁ।”
182c0f023d	ସେତେବେଳେ ଯେଉଁମାନେ, ଆପଣା ସ୍ତ୍ରୀମାନେ ଅନ୍ୟ ଦେବଗଣ ଉଦ୍ଦେଶ୍ୟରେ ଧୂପ ଜ୍ୱଳାନ୍ତି ବୋଲି ଜାଣିଲେ, ସେମାନେ ଓ ନିକଟରେ ଠିଆ ହୋଇଥିବା ସ୍ତ୍ରୀମାନଙ୍କର ମହାସମାଜ, ଅର୍ଥାତ୍‍, ମିସରର ପଥ୍ରୋଷ ପ୍ରଦେଶରେ ବାସକାରୀ ସମସ୍ତ ଲୋକ ଯିରିମୀୟଙ୍କୁ ଉତ୍ତର ଦେଇ କହିଲେ,
182c1000fd	“ତୁମ୍ଭେ ସଦାପ୍ରଭୁଙ୍କ ନାମରେ ଆମ୍ଭମାନଙ୍କୁ ଯେଉଁ କଥା କହିଅଛ, ତୁମ୍ଭର ସେହି କଥା ଆମ୍ଭେମାନେ ଶୁଣିବୁ ନାହିଁ।
182c110411	ମାତ୍ର ଆମ୍ଭମାନଙ୍କ ମୁଖରୁ ଯେ ପ୍ରତ୍ୟେକ ବାକ୍ୟ ନିର୍ଗତ ହୋଇଅଛି, ତଦନୁସାରେ ଅବଶ୍ୟ କାର୍ଯ୍ୟ କରିବୁ, ଅର୍ଥାତ୍‍, ଯିହୁଦାର ନଗରସମୂହରେ ଓ ଯିରୂଶାଲମର ସମସ୍ତ ପଥରେ ଆମ୍ଭେମାନେ ଯେପରି କରିଅଛୁ ଓ ଆମ୍ଭମାନଙ୍କର ପୂର୍ବପୁରୁଷମାନେ, ଆମ୍ଭମାନଙ୍କର ରାଜାଗଣ ଓ ଅଧିପତିଗଣ ଯେପରି କରିଅଛନ୍ତି, ସେପରି ଆମ୍ଭେମାନେ ଆକାଶର ରାଣୀ ଉଦ୍ଦେଶ୍ୟରେ ଧୂପ ଜ୍ୱଳାଇବୁ ଓ ପେୟ-ନୈବେଦ୍ୟ ଢାଳିବୁ; କାରଣ ସେସମୟରେ ଆମ୍ଭେମାନେ ପ୍ରଚୁର ଆହାର ପାଇ ସୁଖରେ ଥିଲୁ, କୌଣସି ଅମଙ୍ଗଳ ଦେଖିଲୁ ନାହିଁ।
182c1201d4	ମାତ୍ର ଆମ୍ଭେମାନେ ଆକାଶର ରାଣୀ ଉଦ୍ଦେଶ୍ୟରେ ଧୂପ ଜ୍ୱଳାଇବାର ଓ ପେୟ-ନୈବେଦ୍ୟ ଢାଳିବାର ଛାଡ଼ିଦେବା ସମୟଠାରୁ ଆମ୍ଭମାନଙ୍କର ସବୁ ବିଷୟରେ ଅଭାବ ହୋଇଅଛି ଓ ଆମ୍ଭେମାନେ ଖଡ୍ଗ ଓ ଦୁର୍ଭିକ୍ଷରେ ଲୁପ୍ତ ହୋଇଅଛୁ।”
182c130220	ପୁଣି, “ଆମ୍ଭେମାନେ ଯେଉଁ ସମୟରେ ଆକାଶର ରାଣୀ ଉଦ୍ଦେଶ୍ୟରେ ଧୂପ ଜ୍ୱଳାଇଲୁ ଓ ପେୟ-ନୈବେଦ୍ୟ ଢାଳିଲୁ, ସେତେବେଳେ ଆପଣା ଆପଣା ସ୍ୱାମୀର ଅନୁମତି ବିନା କି ତାହାର ପୂଜା ନିମନ୍ତେ ପିଷ୍ଟକ ପ୍ରସ୍ତୁତ କଲୁ ଓ ତାହା ଉଦ୍ଦେଶ୍ୟରେ ପେୟ-ନୈବେଦ୍ୟ ଢାଳିଲୁ?”
182c1400f8	ତହିଁରେ ଯିରିମୀୟ ସମସ୍ତ ଲୋକଙ୍କୁ, ଅର୍ଥାତ୍‍, ସେହି ପ୍ରତ୍ୟୁତ୍ତରକାରୀ ପୁରୁଷ ଓ ସ୍ତ୍ରୀ ସମସ୍ତଙ୍କୁ କହିଲେ,
182c15024a	“ଯିହୁଦାର ନଗରସମୂହରେ ଓ ଯିରୂଶାଲମର ସକଳ ପଥରେ ତୁମ୍ଭେମାନେ ଓ ତୁମ୍ଭମାନଙ୍କର ପୂର୍ବପୁରୁଷମାନେ, ତୁମ୍ଭମାନଙ୍କର ରାଜାଗଣ, ଓ ଅଧିପତିଗଣ ଓ ଦେଶସ୍ଥ ଲୋକ ସମସ୍ତେ ଯେଉଁ ଧୂପ ଜ୍ୱଳାଇଲେ, ସଦାପ୍ରଭୁ କି ତାହା ସ୍ମରଣ କଲେ ନାହିଁ ଓ ତାହା କି ତାଙ୍କ ମନରେ ପଡ଼ିଲା ନାହିଁ?
182c160215	ତହିଁରେ ତୁମ୍ଭମାନଙ୍କର ଦୁଷ୍କ୍ରିୟା ସକାଶୁ ଓ ତୁମ୍ଭମାନଙ୍କର କୃତ ଘୃଣାଯୋଗ୍ୟ କର୍ମ ସକାଶୁ ସଦାପ୍ରଭୁ ଆଉ ସହ୍ୟ କରି ପାରିଲେ ନାହିଁ; ଏହେତୁ ତୁମ୍ଭମାନଙ୍କର ଦେଶ ଆଜିର ସଦୃଶ୍ୟ ଉତ୍ସନ୍ନ ଓ ବିସ୍ମୟଜନକ, ଅଭିଶପ୍ତ ଓ ନିବାସୀବିହୀନ ହୋଇଅଛି।
182c170243	ତୁମ୍ଭେମାନେ ଧୂପ ଜ୍ୱଳାଇଅଛ, ସଦାପ୍ରଭୁଙ୍କ ବିରୁଦ୍ଧରେ ପାପ କରିଅଛ ଓ ସଦାପ୍ରଭୁଙ୍କ ରବରେ ମନୋଯୋଗ କରି ନାହଁ, ପୁଣି ତାହାଙ୍କର ବ୍ୟବସ୍ଥା ବିଧି ଓ ପ୍ରମାଣ-ବାକ୍ୟାନୁସାରେ ଆଚରଣ କରି ନାହଁ; ଏଥିପାଇଁ ଆଜିର ସଦୃଶ୍ୟ ଏହି ଅମଙ୍ଗଳ ତୁମ୍ଭମାନଙ୍କ ପ୍ରତି ଘଟିଅଛି।”
