0100000009	1 Mosebog
0d19170035	det sekstende Hananja, hans Sønner og Brødre, tolv;
0d19180038	det syttende Josjbekasja, hans Sønner og Brødre, tolv;
0d19190032	det attende Hanani, hans Sønner og Brødre, tolv;
0d191a0034	det nittende Malloti, hans Sønner og Brødre, tolv;
0d191b0032	det tyvende Eliata, hans Sønner og Brødre, tolv;
0d191c0038	det een og tyvende Hotir, hans Sønner og Brødre, tolv;
0d191d003a	det to og tyvende Giddalti, hans Sønner og Brødre, tolv;
0d191e003b	det tre og tyvende Mahaziot, hans Sønner og Brødre, tolv;
0d191f0040	det fire og tyvende Romamti-Ezer, hans Sønner og Brødre, tolv.
0d1a010064	Dørvogternes Skifter var følgende: af Koraiterne Mesjelemja, en Søn af Kore af Abi'asafs Sønner.
0d1a02006f	Mesjelemja havde Sønner: Zekarja den førstefødte, Jediael den anden, Zebadja den tredje, Jatniel den fjerde,
0d1a03003b	Elam den femte, Johanan den sjette og Eljoenaj den syvende.
0d1a04007c	Obed-Edom havde Sønner: Sjemaja den førstefødte, Jozabad den anden, Joa den tredje, Sakar den fjerde, Netan'el den femte,
0d1a05005e	Ammiel den sjette, Issakar den syvende og Pe'ulletaj den ottende; thi Gud havde velsignet ham.
0d1a060060	Hans Søn Sjemaja fødtes Sønner, som var Herskere i deres Fædrenehus, da de var dygtige Folk.
0d1a070062	Sjemajas Sønner var: Otni, Refael, Obed, Elzabad og hans Brødre, dygtige Folk, Elihu og Semakja;
0d1a0800a8	alle disse hørte tillige med deres Sønner og Brødre til Obed-Edoms Sønner, dygtige Folk med Evner til Tjenesten, i alt to og tresindstyve Efterkommere af Obed-Edom.
0d1a090039	Mesjelemja havde Sønner og Brødre, dygtige Folk, atten.
0d1a0a0097	Hosa at Meraris Sønner havde Sønner: Sjimri, som var Overhoved — thi skønt han ikke var den førstefødte, gjorde hans Fader ham til Overhoved —
0d1a0b0068	Hilkija den anden, Tebalja den tredje og Zekarja den fjerde. Hosas Sønner og Brødre var i alt tretten.
0d1a0c0095	Disse Dørvogternes Skifter, deres Overhoveder sammen med deres Brødre, blev Vagttjenesten overdraget, og saaledes gjorde de Tjeneste i HERRENS Hus;
0d1a0d0056	og om hver enkelt Port kastede de Lod mellem smaa som store, efter deres Fædrenehuse.
0d1a0e0081	Loddet for Østporten ramte Sjelemja. Ogsaa for hans Søn Zekarja, en klog Raadgiver, kastede man Lod, og Loddet traf Nordporten.
0d1a0f0045	For Obed-Edom traf det Sydporten og for hans Sønner Forraadskamrene.
0d1a10007a	Og for Hosa traf Loddet Vestporten tillige med Sjalleketporten ved Vejen, der fører opad, den ene Vagtpost ved den anden.
0d1a110069	Mod Øst var der seks Leviter, mod Nord daglig fire, mod Syd daglig tre, ved hvert af Forraadskamrene to,
0d1a12003a	ved Parbar mod Vest var der fire ved Vejen, to ved Parbar.
0d1a130045	Det var Dørvogternes Skifter af Koraiternes og Meraris Efterkommere.
0d1a140064	Deres Brødre Leviterne, som havde Tilsyn med Guds Hus's Skatkamre og Skatkamrene til Helliggaverne:
0d1a150078	Ladans Sønner, Gersoniternes Efterkommere gennem Ladan, Overhovederne for Gersoniten Ladans Fædrenehuse: Jehieliterne.
0d1a160058	Jehieliternes Sønner Zetam og hans Broder Joel havde Tilsynet med HERRENS Hus's Skatte.
0d1a17003a	Af Amramiterne, Jizhariterne, Hebroniterne og Uzzieliterne
0d1a18004a	var Sjubael, en Søn af Moses's Søn Gersom, Overopsynsmand over Skattene.
0d1a190083	Hans fra Eliezer nedstammende Brødre: Hans Søn Rehabja, hans Søn Jesja'ja, hans Søn Joram, hans Søn Zikri, hans Søn Sjelomit.
0d1a1a00b6	Denne Sjelomit og hans Brødre havde Tilsynet med de Skatte af Helliggaver, som Kong David, Fædrenehusenes Overhoveder, Tusind- og Hundredførerne og Hærførerne havde helliget —
0d1a1b0050	de havde helliget dem af Krigsbyttet til Hjælp ved Bygningen at HERRENS Hus —
0d1a1c00ad	og med alt, hvad Seeren Samuel, Saul, Kisj's Søn, Abner, Ners Søn, og Joab, Zerujas Søn, havde helliget; alt, hvad der var helliget, var betroet Sjelomit og hans Brødre.
0d1a1d0061	Af Jizhariterne udtoges Konanja og hans Sønner til Arbejdet ude i Israel som Fogeder og Dommere.
0d1a1e00ad	Af Hebroniterne var Hasjabja og hans Brødre, 1700 dygtige Folk, sat til at varetage alt, hvad der vedrørte HERRENS Tjeneste og Kongens Tjeneste i Israel vesten for Jordan.
0d1a1f0103	Til Hebroniterne hørte Jerija, Overhovedet for Hebroniterne, efter deres Nedstamning, efter Fædrenehusene — i Davids fyrretyvende Regeringsaar blev der iværksat en Undersøgelse angaaende dem, og der fandtes dygtige Folk iblandt dem i Ja'zer i Gilead —
0d1a2000c6	og hans Brødre, 2700 dygtige Folk, Overhoveder for Fædrenehusene; dem satte Kong David over Rubeniterne, Gaditerne og Manasses halve Stamme til at varetage alle Sager, som vedrørte Gud og Kongen.
0d1b010100	Israeliterne efter deres Tal: Fædrenehusenes Overhoveder, Tusind— og Hundredførerne og deres Fogeder, som tjente Kongen i alle Sager vedrørende Skifterne, de, der skiftevis traadte til og fra hver Maaned hele Aaret rundt, hvert Skifte paa 24 000 Mand:
0d1b02007b	Over det første Skifte, den første Maaneds Skifte stod Isjba'al, Zabdiels Søn — til hans Skifte hørte 24 000 Mand —
0d1b030055	af Perez's Efterkommere, Overhoved for alle Hærførerne; det var den første Maaned.
0d1b040065	Over den anden Maaneds Skifte stod Ahohiten El'azar, Dodajs Søn; til hans Skifte hørte 24 000 Mand.
0d1b05007e	Den tredje Hærfører, ham i den tredje Maaned, var Benaja, Ypperstepræsten Jojadas Søn; til hans Skifte hørte 24 000 Mand.
0d1b060077	Denne Benaja var Helten blandt de tredive og stod i Spidsen for de tredive, og ved hans Skifte var hans Søn Ammizabad.
0d1b070080	Den fjerde, ham i den fjerde Maaned, var Joabs Broder Asa'el og efter ham hans Søn Zebadja; til hans Skifte hørte 24 000 Mand.
0d1b080069	Den femte, ham i den femte Maaned, var Hærføreren Zeraiten Sjamhut; til hans Skifte hørte 24 000 Mand.
0d1b09006b	Den sjette, ham i den sjette Maaned, var Ira, Ikkesj's Søn, fra Tekoa; til hans Skifte hørte 24 000 Mand.
0d1b0a006f	Den syvende, ham i den syvende Maaned, var Peloniten Helez af Efraimiterne; til hans Skifte hørte 24 000 Mand.
0d1b0b0073	Den ottende, ham i den ottende Maaned, var Husjatiten Sibbekaj af Zeras Slægt; til hans Skifte hørte 24 000 Mand.
0d1b0c0072	Den niende, ham i den niende Maaned, var Abiezer fra Anatot at Benjaminiterne; til hans Skifte hørte 24 000 Mand.
0d1b0d0070	Den tiende, ham i den tiende Maaned, var Maharaj fra Netofa af Zeras Slægt, til hans Skifte hørte 24 000 Mand.
0d1b0e0073	Den ellevte, ham i den ellevte Maaned, var Benaja fra Pir'aton af Efraimiterne; til hans Skifte hørte 24 000 Mand.
0d1b0f0071	Den tolvte, ham i den tolvte Maaned, var Heldaj fra Netofa af Otniels Slægt; til hans Skifte hørte 24 000 Mand.
0d1b10007d	I Spidsen for Israels Stammer stod: Som Fyrste for Rubeniterne Eliezer, Zikris Søn; for Simeoniterne Sjefatja, Ma'akas Søn;
0d1b110030	for Levi Hasjabja, Kemuels Søn, for Aron Zadok;
0d1b120045	for Juda Eliab, en af Davids Brødre; for Issakar Omri, Mikaels Søn;
0d1b130046	for Zebulon Jisjmaja, Obadjas Søn; for Naftali Jerimot, Azriels Søn;
0d1b140053	for Efraimiterne Hosea, Azazjas Søn; for Manasses halve Stamme Joel, Pedajas Søn;
0d1b15005d	for Manasses anden Halvdel i Gilead Jiddo, Zekarjas Søn; for Benjamin Ja'asiel, Abners Søn;
0d1b160043	for Dan Azar'el, Jerobams Søn. Det var Israels Stammers Øverster.
0d1b170085	David tog ikke Tal paa dem, der var under tyve Aar, thi HERREN havde forjættet at ville gøre Israel talrigt som Himmelens Stjerner.
0d1b1800a5	Joab, Zerujas Søn, begyndte at tælle dem, men fuldførte det ikke; thi for den Sags Skyld ramtes Israel af Vrede, og Tallet indførtes ikke i Kong Davids Krønike.
0d1b190099	Over Kongens Skatte havde Azmavet, Adiels Søn, Opsynet, og over Forraadene ude paa Landet, i Byerne, Landsbyerne og Fæstningerne Jonatan, Uzzijas Søn;
0d1b1a003b	over Markarbejderne ved Jordens Dyrkning Ezri, Kelubs Søn;
0d1b1b0053	over Vingaardene Sjim'i fra Rama; over Vinforraadene i Vingaardene Sjifmiten Zabdi;
0d1b1c0069	over Oliventræerne og Morbærfigentræerne i Lavlandet Ba'al-Hanan fra Geder; over Olieforraadene Joasj;
0d1b1d006c	over Hornkvæget, der græssede paa Saron, Saroniten Sjitraj; over Hornkvæget i Dalene Sjafat, Adlajs Søn;
0d1b1e0041	over Kamelerne Ismaeliten Obil; over Æslerne Jedeja fra Meronot;
0d1b1f005a	over Smaakvæget Hagriten Jaziz. Alle disse var Overopsynsmænd over Kong Davids Ejendele.
0d1b20007d	Davids Farbroder Jonatan, en indsigtsfuld og skriftkyndig Mand, var Raadgiver. Jehiel, Hakmonis Søn, opdrog Kongens Sønner.
0d1b21003d	Akitofel var Kongens Raadgiver og Arkiten Husjaj Kongens Ven.
0d1b220056	Akitofels Eftermand var Jojada, Benajas Søn, og Ebjatar. Joab var Kongens Hærfører.
0d1c010124	Derpaa samlede David i Jerusalem alle Israels Øverster, Stammeøversterne, Skifternes Øverster, som var i Kongens Tjeneste, Tusind— og Hundredførerne, Overopsynsmændene over alle Kongens og hans Sønners Ejendele og Kvæg, ligeledes Hofmændene, Kærnetropperne og alle dygtige Krigere.
0d1c0200cb	Kong David rejste sig op og sagde: »Hør mig, mine Brødre og mit Folk! Jeg havde i Sinde at bygge HERRENS Pagts Ark og vor Guds Fodskammel et Hus at hvile i og havde truffet forberedelser til at bygge.
0d1c030068	Men Gud sagde til mig: Du skal ikke bygge mit Navn et Hus, thi du er en Krigens Mand og har udgydt Blod!
0d1c0400f9	Af mit Fædrenehus udvalgte HERREN, Israels Gud, ene mig til Konge over Israel evindelig, thi han udvalgte Juda til Fyrste og af Juda mit Fædrenehus, og mellem min Faders Sønner fandt han Behag i mig, saa han gjorde mig til Konge over hele Israel.
0d1c05009d	Og af alle mine Sønner — HERREN har givet mig mange Sønner — har han udvalgt min Søn Salomo til at sidde paa HERRENS Kongetrone og herske over Israel.
0d1c06009c	Og han sagde til mig: Din Søn Salomo er den, som skal bygge mit Hus og mine Forgaarde, thi ham har jeg udvalgt til min Søn, og jeg vil være ham en Fader;
0d1c070081	jeg vil grundfæste hans Kongedømme til evig Tid, hvis han holder fast ved mine Bud og Lovbud og gør efter dem saaledes som nu.
0d1c0800db	Og nu, for hele Israels, HERRENS Forsamlings, Øjne og i vor Guds Paahør siger jeg: Stræb at holde alle HERREN eders Guds Bud, at I maa eje dette herlige Land og lade det gaa i Arv til eders Efterkommere til evig Tid!
0d1c09011a	Og du, min Søn Salomo! Kend din Faders Gud og tjen ham med et helt Hjerte og en villig Sjæl, thi HERREN ransager alle Hjerter og kender alt, hvad der rører sig i deres Tanker. Hvis du søger ham, vil han lade sig finde af dig, men forlader du ham, vil han forkaste dig for evigt.
0d1c0a006f	Saa se da til, thi HERREN har udvalgt dig til at bygge et Hus til Helligdom! Gaa til Værket med Frimodighed!«
0d1c0b0097	Derpaa gav David sin Søn Salomo Planen til Forhallen, Templets Bygninger, Forraadskamrene, Rummene paa Taget, de indre Kamre og Hallen til Sonedækket
0d1c0c00a7	og Planen til alt, hvad der stod for hans Tanke med Hensyn til HERRENS Hus's Forgaarde og alle Kamrene rundt om, Guds Hus's Skatkamre og Skatkamrene til Helliggaverne,
0d1c0d0099	fremdeles Anvisninger om Præsternes og Leviternes Skifter og alt Arbejdet ved Tjenesten i HERRENS Hus og alting, som hørte til Tjenesten i HERRENS Hus,
0d1c0e00af	om Guldet, den Vægt, der skulde til hver enkelt Ting, som hørte til Tjenesten, og om alle Sølvtingene, den Vægt, der skulde til hver enkelt Ting, som hørte til Tjenesten,
0d1c0f00f4	fremdeles om Vægten paa Guldlysestagerne og deres Guldlamper, Vægten paa hver enkelt Lysestage og dens Lamper, og paa Sølvlysestagerne, Vægten paa hver enkelt Lysestage og dens Lamper, svarende til hver enkelt Lysestages Brug ved Tjenesten,
0d1c100077	fremdeles om Vægten paa Guldet til Skuebrødsbordene, til hvert enkelt Skuebrødsbord, og paa Sølvet til Sølvbordene
0d1c11009a	og om Gaflerne, Skaalene og Krukkerne af purt Guld og om Guldbægrene, Vægten paa hvert enkelt Bæger, og Sølvbægrene, Vægten paa hvert enkelt Bæger,
0d1c120097	og om Vægten paa Røgofferalteret af purt Guld og om Tegningen til Vognen, til Guldkeruberne, som udbredte Vingerne skærmende over HERRENS Pagts Ark.
0d1c130077	»HERREN har sat mig ind i alt dette ved et Skrift, jeg har fra hans egen Haand, i alle de Arbejder, Planen omfatter.«
0d1c1400fc	Derpaa sagde David til sin Søn Salomo: »Gaa til Værket og vær frimodig og stærk, frygt ikke og tab ikke Modet, thi Gud HERREN, min Gud, vil være med dig! Han vil ikke slippe dig og ikke forlade dig, før alt Arbejdet med HERRENS Hus er fuldført.
0d1c150107	Se, Præsternes og Leviternes Skifter er rede til alt Arbejdet ved Guds Hus; og til alt, hvad der skal udføres, har du Folk hos dig, der alle er villige og forstaar sig paa Arbejder af enhver Art, og Øversterne og hele Folket er rede til alt, hvad du kræver.«
0d1d0100c4	Fremdeles sagde Kong David til hele Forsamlingen: »Min Søn Salomo, som Gud har udvalgt, er ung og uudviklet, og Arbejdet er stort, thi Borgen er ikke bestemt for et Menneske, men for Gud HERREN.
0d1d02011f	Jeg har derfor sat al min Kraft ind paa til min Guds Hus at tilvejebringe Guldet, Sølvet, Kobberet, Jernet og Træet til det, der skal laves af Guld, Sølv, Kobber, Jern og Træ, desuden Sjohamsten og Indfatningssten, Rubiner, brogede Sten, alle Slags Ædelsten og Marmorsten i Mængde.
0d1d0300a0	I min Glæde over min Guds Hus giver jeg der hos til min Guds Hus, hvad jeg ejer af Guld og Sølv, ud over alt, hvad jeg har bragt til Veje til det hellige Hus:
0d1d040067	3000 Talenter Guld, Ofirguld, og 7000 Talenter lutret Sølv til at overtrække Bygningernes Vægge med,
0d1d0500c6	Guldet til det, der skal forgyldes, og Sølvet til det, der skal forsølves, og til ethvert Arbejde, der skal udføres af Haandværkernes Haand. Hvem er nu villig til i Dag at bringe HERREN Gaver?«
0d1d060091	Da kom Øversterne for Fædrenehusene, Øversterne for Israels Stammer, Tusind— og Hundredførerne og Øversterne i Kongens Tjeneste frivilligt
0d1d07008f	og gav til Arbejdet paa Guds Hus 5000 Talenter og 10 000 Darejker Guld, 10 000 Talenter Sølv, 18 000 Talenter Kobber og 100 000 Talenter Jern;
0d1d080065	og de, som ejede Ædelsten, gav dem til HERRENS Hus's Skat, der stod under Gersoniten Jehiels Tilsyn.
0d1d09008f	Og Folket glædede sig over deres Vilje til at give, thi af et helt Hjerte gav de HERREN frivillige Gaver; ogsaa Kong David følte stor Glæde.
0d1d0a0090	Og David priste HERREN i hele Forsamlingens Nærværelse, og David sagde: »Lovet være du HERRE, vor Fader Israels Gud fra Evighed til Evighed!
0d1d0b00ad	Din, HERRE, er Storheden, Magten, Æren, Glansen og Herligheden, thi alt i Himmelen og paa Jorden er dit; dit, o HERRE, er Riget, og selv løfter du dig som Hoved over alle.
0d1d0c009e	Rigdom og Ære kommer fra dig, og du hersker over alt; i din Haand er Kraft og Vælde, og i din Haand staar det at gøre, hvem det skal være, stor og stærk.
0d1d0d0040	Derfor priser vi dig nu, vor Gud, og lovsynger dit herlige Navn!
0d1d0e00a9	Thi hvad er jeg, og hvad er mit Folk, at vi selv skulde evne at give saadanne frivillige Gaver? Fra dig kommer det alt sammen, og af din egen Haand har vi givet dig det.
0d1d0f0073	Thi vi er fremmede for dit Aasyn og Gæster som alle vore Fædre; som en Skygge er vore Dage paa Jorden, uden Haab!
0d1d10009a	HERRE vor Gud, al denne Rigdom, som vi har bragt til Veje for at bygge dit hellige Navn et Hus, fra din Haand kommer den, og dig tilhører det alt sammen.
0d1d1100d6	Jeg ved, min Gud, at du prøver Hjerter og har Behag i Oprigtighed; af oprigtigt Hjerte har jeg villigt givet alt dette, og nu har jeg set med Glæde, at dit Folk, der er her til Stede, villigt har givet dig Gaver.
0d1d12009a	HERRE, vore Fædre Abrahams, Isaks og Israels Gud, bevar til evig Tid et saadant Sind og saadanne Tanker i dit Folks Hjerte og vend deres Hjerter til dig!
0d1d1300b3	Og giv min Søn Salomo et helt Hjerte til at holde dine Bud, Vidnesbyrd og Anordninger og udføre det alt sammen og bygge den Borg, jeg har truffet Forberedelser til at opføre!«
0d1d1400a3	Derpaa sagde David til hele Forsamlingen: »Lov HERREN eders Gud!« Og hele Forsamlingen lovede HERREN, deres Fædres Gud, og kastede sig ned for HERREN og Kongen.
0d1d1500b5	Saa ofrede de Slagtofre til HERREN, og Dagen efter bragte de ham som Brændoffer 1000 Tyre, 1000 Vædre og 1000 Lam med tilhørende Drikofre og en Mængde Slagtofre for hele Israel;
0d1d1600ac	og de spiste og drak den Dag for HERRENS Aasyn med stor Glæde. Derefter indsatte de paa ny Davids Søn til Konge, og de hyldede ham som HERRENS Fyrste og Zadok som Præst;
0d1d17007b	og Salomo satte sig paa HERRENS Trone som Konge i sin Fader Davids Sted; Lykken var med ham, og hele Israel var ham lydigt;
0d1d18005f	og alle Øversterne og Kærnetropperne, ligeledes alle Kong Davids Sønner hyldede Kong Salomo.
0d1d19008d	HERREN gjorde Salomo overmaade mægtig for hele Israels Øjne og gav ham en kongelig Herlighed, som ingen Konge før ham havde haft i Israel.
0d1d1a0032	David, Isajs Søn, havde hersket over hele Israel.
0d1d1b0078	Tiden, han var Konge over Israel, udgjorde fyrretyve Aar; i Hebron herskede han syv Aar, i Jerusalem tre og tredive Aar.
0d1d1c0063	Han døde i en god Alder, mæt af Dage, Rigdom og Ære; og hans Søn Salomo blev Konge i hans Sted.
0d1d1d0084	Kong Davids Historie fra først til sidst staar optegnet i Seeren Samuels Krønike, Profeten Natans Krønike og Seeren Gads Krønike
0d1d1e007c	tillige med hele hans Regering og hans Heltegerninger og de Tildragelser, som hændtes ham og Israel og alle Lande og Riger.
