2800000006	iMatiu
2d090400d9	A li emidi Imgbasho ngwu Imgbasho kyelu ma nu ma yɛɛ etɔ mgban. Imgbasho tso ma okwɔkwɔ mgban. O bwondu yi ama di kye ola mgban nu ma. Ozu osunu Imgbasho mi iJerosalin na bɛyi ondu Imgbasho dzɛ duu li mgbi ama.
2d0905008a	Li ama li inyabyi, di li mboma ngwi iKrestu tɔ etɔ mi ɛsɛ nɛni, ongwu nli Imgbasho onghaangha nɛni. Nu ma tsan gyegwu! No dzɛ ngha.
2d09060067	No ka dzɛ dafi elodzimgbasho wɛɛsɛ ba. Lubana li ama ntɔ etɔ mi Israi duu li emi Israi yɛyɛ ba.
2d090700a7	Dafi etɔ mgbi Abrahan tsatsa li emi ongwiba mgbi Abrahan ba nɛni. Imgbasho nya Abrahan gbɛɛ, “Li ikpewo Adziki ngwi abu ka tu etɔ ngwi Ani zondu yi abu nani.”
2d090800cc	Ungwɔnɛ tso gbɛɛ, li engwɛ ama Abrahan mba abɔn li emi ongwɛ Imgbasho kyɛmɛ-kyɛmɛ ba, kpaa li engwɛ ama Abrahan mba mi ondu odzɛɛdzɛ ma ngwu a kye ma wuuta gbɛɛ engwiba mgbi Abrahan aali.
2d09090080	Lubana li ela mgbi ondu odzɛɛdzɛ ma aani: “Onova nkyɛ nɛ mi itɔ onɔ nɛ yɛyɛ n ka yidɔ, iSara ka byi ongwɛ abɔ.”
2d090a0050	Li nana ta ba, ongwefa mgbi iRebeka ntona a sulu otsɔma onyi, otsikyeyi Adziki.
2d090b0115	Nghaduu, duuse ni a mba engwefa ntona, naadi nu ma wa kyɔ obube hona osuse yɔ, Imgbasho nya iRebeka gbɛɛ ongwan ongwu okwukwo na kale kyɔ ongwu ongbungbɛ idɔ. Imgbasho gbɔdzɛ nɛ ikye otso gbɛɛ ongwu dulu ongwi itukwu ongwu wa, ma yama li ikye unkoka ngwi a kyɔ ba,
2d090c0085	li mi idɔ okyɔɔkyɔ ba, kpaa li mbi Imgbasho ongwu nkwu ela mani, a nyan gbɛɛ, “Okwukwo na kale kyɔ ongwu ongbungbɛ idɔ.”
2d090d0050	Yɛyɛ dafi Afɛ lɔ mani gbɛɛ, “iJeko kpɛn itukwu, kpaa Isol tɛn anyi.”
2d090e0044	Nghanɛ i ka gbɔn sinɛ tso? Imgbasho kyɔ ebɛbɛ? Ngha ba dududu!
2d090f007b	Lubana o gbɔ nya iMose gbɛɛ, “Inggisɛ ngwu ani mina n ka dun elela, inggisɛ ngwu ani di mina n ka kyɔ elela won.”
2d0910007d	Nghanɛ, ungwɔ ndzɛ mbisɔ gbɛɛ ka dzɛ yɔ, li imina hona ofyaafya mgbi inggisɛ ba, kpaa li elela odiidi mgbi Imgbasho.
2d091100b9	Li ngha ma ngwi Imgbasho gbɔ nya iFaro mi Afɛ gbɛɛ, “Li mi itɔdzɛ nɛ yɛyɛ ngwi ani kyile abu desho, gbɛɛ nin tso mfye mgbɛn mboo, adzi ni a gbɔdzɛn kpatsɛ ɛsɛ duu.”
2d09120084	Nghanɛ Imgbasho sulu elela odiidi mbi inggisɛ ngwu i kpan odin elela mani, o di li kye ali inggisɛ ngwu i kpan duu itukwu tiishu.
2d09130090	Inggisɛ oka mbi ema ka byi ani gbɛɛ: “Nɛ kyɔnɛ ngwi Imgbasho di li nu eyi obube? Lubana li emɛ ka kyi ndɛlu owitukwu mgbi Imgbasho?”
2d091400b2	Ei, ka gbɔ ngha ba. Abu li emɛ, inggisɛ owamyɛ hini, ka tangwɛ yi Imgbasho? Ungwɔ ngwi a ta-ta ka yagba nya Ongwu ntan ma gbɛɛ, “Kyɔnɛ abu ta ani dzɛ ngha gbɛɛ?”
2d09150091	Ongye ombɛ ishe sulu ofɛ okye akwiibɛ onyi ma mbɛ ishe ama a ka kyungwɔ ingblimɔ di mbɛ angbeka ngwi a ka kyungwɔ imɔ mi ele ba gbɛ lo?
2d09160074	Kabana Imgbasho mina otso itingga yi mfye mgban mbi ali inggisɛ ngwu o mina odzilin duu, nghaduu o shitukwu yi ama.
2d091700a4	Kaba o kyungwɔnɛ ikye otso okwɔkwɔ mgbi ongwu mi onɔ ngwi ongwu dzɛ yi elela odiidi mbi ama ongwu kyi mɛlu ma tokɛ gbɛɛ ni a tu okwɔkwɔ mgbi ongwu mani.
2d0918004c	Eyi kpaa wodzɛ mbi ama ngwu o sadu mani, li emi iJuda ta ba, Udzengye kpaa.
2d091900d1	Dafi Otsɛ gbɔ yɛyɛ mi afɛ mgbi iHosia mani gbɛɛ: “A yama li ‘inggisɛ mgbɛn’ ba kpaa n ka kwu ma gbɛɛ, ‘Emidɛn’; n ka tso okpitukwu mbi inggisɛ ama ngwu a tso okpitukwu yi ama ye ba mani.
2d091a00a0	O diyɛ gbɛɛ, “Imbe ngwi a plɛ nya ma gbɛɛ, ‘Ema li emidani ba na,’ li mi ele yɛyɛ ngwi a dika kwu ma gbɛɛ, ‘Emi ongwɛ Imgbasho oshishe.’”
2d091b0092	Ongye ogbɛɛsɛ Adzaya gbobakwɔ ikye emi Israi gbɛɛ: “Dafi mmbwo mgbi emi Israi dzɛ dafi mfyan mi onekyoo nɛ kpaa, li gwee ni ta ka watɔ.
2d091c005d	Lubana Otsɛ ka kwo ɛsɛ adɔ plɛ, ma dika li dafi o gbɔgbɛɛ ongwu ka kyɔ ma yɛyɛ.”
2d091d00a8	Dzɛ yɛyɛ dafi Adzaya tsekise gbɔ mani gbɛɛ: “Ni Otsɛ Ongha yi mfye ki dzata etɔ mgbi eyi angbeka oshishe bayɔ, eyi kika dzili dafi iSodon yi iGomora mani.”
2d091e005a	Ni i gbɔn sinɛ tsatso? Udzengye ama ngbli mi odzɛ osaan ba kpaa, tun mi oyɛyɛ onuunu.
2d091f004d	Kpaa emi Israi ama ngbli gbɛɛ ama ki dzɛ osaan yi Imgbasho ma kpaa tun ba.
2d092000ac	Kyɔnɛ ngwi a tu ba? Ikyekyɛ a pita li mi oyɛyɛ onuunu ba, kpaa a pita dafi li mi idɔ mgbi ama okyɔɔkyɔ mani. Ali nɛ yɛɛ iKrestu ngwi inggisɛ le tsiishi mi ele.
2d092100ab	Dafi a lɔ mani gbɛɛ, “Dika, n kye iKrestu la emi iDzayɔn nu ma le tsiishi bɛyi ikwutsɛ nnu ma le gbɛsɛ mani, nghaduu inggisɛ nnun oyɛyɛ yɔ, ka gyayiwi ba.”
2d0a01005d	Emi ongwunani, oweka yi ibɔ mgbi ani mbi Imgbasho ikye emi Israi yɔ, li ogbɛɛ a ki watɔ.
2d0a020077	Lubana n ka kyɔ obwɛndɛ ikye ma gbɛɛ Imgbasho gbɛ ma itukwu sɔ, kpaa a difwi ofɛ ngwi a ka kyɛdɔ Imgbasho ba.
2d0a030090	Dafi a yama ye osaan nkyɛ mbi Imgbasho na ba le di gbɛɛ ama ki kyɔ osaan mgbi ikyibɔ ma nɛ, a gbela nu osaan mgbi Imgbasho kye ma teyi ba.
2d0a040054	Lubana iKrestu ngyɛlu yi ola, ikye ni ama nnun oyɛyɛ duu, yɛɛ saan yi Imgbasho.
2d0a050074	IMose nu osa mi osaan ngwi a li tu mi ola mani o gbɛɛ, “Inggisɛ nkyungwɔ ama ola gbɔ yɔ, ka dzɛ oshishe.”
2d0a060092	Nghaduu osaan ndzɛ mi oyɛyɛ onuunu ma gbɛɛ, “Ka yama gbɔ mi itukwu mgbi abu gbɛɛ, ‘Li emɛ ka kɛ esho?’” (ka kye iKrestu ba esɛ)
2d0a070058	“naadi, ‘Li emɛ ka lu esɛ kpini?’” (gbɛɛ no kyile iKrestu mbi emi ikwukwɔ).
2d0a0800c1	Imbe odzɛ nɛ kyinɛbyi ma li ongwu aani: “Esɔ mgbi Imgbasho dzɛ kwɛkwɛ yi abu, dzɛ ikpondu mgbi abu bɛyi itukwu mgbɔɔ,” ali ma, li esɔ mgbi oyɛyɛ onuunu ngwi eyi le gbɔ nɛni.
2d0a090094	Kini abu gbɔ mi ondu mgbi abu gbɛɛ, “IYesu li Otsɛ,” di noyɛyɛ mi itukwu mgbi abu gbɛɛ Imgbasho kyilen mbi emi ikwukwɔ yɔ, o ka watɔ.
2d0a0a0095	Lubana li mi oyɛyɛ onuunu mgbi ema mi itukwu ngwi ema gye emyɛmyɛ, di li obwɛndɛ ngwi ema kyɔ mi ondu mgbi ema ma, ngwi a dulu ema watɔ aali.
2d0a0b004f	Dafi Afɛ gbɔ mani gbɛɛ, “Ali inggisɛ nnun oyɛyɛ duu, ka gyayiwi ba.”
2d0a0c0087	Lubana idzidza dzɛ mbi emi iJuda yi Udzengye ba, Otsɛ onyi ma li mgbi ama duu di li kye mse bɛ ama nkwu mi iyi mgban duu ewo kpakpa,
2d0a0d0042	ikyesinɛ, “Ali inggisɛ nkwu mi iyi mgbi Otsɛ duu ka watɔ.”
2d0a0e00b3	Nghanɛ, ka kyɔnɛ, ngwi a ka kwu mi iyi mgbi ongwu a nun oyɛyɛ ba? Dika kyɔnɛ ngwi a ka noyɛyɛ mbi ongwu a fwo odzan ba? A dika kyɔsinɛse fwo ni inggisɛ gbɔ nya ma ba?
2d0a0f0087	Ni a dɔ ma esɔ ba ma a ka kyɔnɛse gbɔ? Dafi Afɛ gbɔ mani gbɛɛ, “Ama nle wa gbɔ Esɔ Osuse ma obaaba mgbi ama sunse saan!”
2d0a100073	Kpaa li emi Israi duu gbela Esɔ Osuse nɛ ba. Lubana Adzaya gbɛɛ, “Otsɛ, li emɛ nu esɔ mgbi eyi oyɛyɛ?”
2d0a11005a	Ongwikpa yɔ, oyɛyɛ onuunu kyɛ mi ofwoofwo, ofwo esɔ ogbɔɔgbɔ mgbi elodzɛ iKrestu.
2d0a1200a0	Nghaduu n le byita gbɛɛ, a yama fwo ba naadi? Mi otsitsi yɔ a fwo, “Ela mgbi ama gbɔfwɛ kaka ɛsɛ duu, elodzɛ mgbi ama kpatsɛ imbe ɛsɛ dondu duu.”
2d0a1300b3	N dile byita gbɛɛ, Israi yama tu osa ba naadi? Ababɔ yɔ, iMose gbɛɛ, “N ka nu ema di ɛsɛ nli unkonyi ba ma kyofu; n ka nu ɛsɛ ndifwi unkonyi ba ma kyɔ ema itingga.”
2d0a14008e	Adzaya di gbɔ yi imio ba gbɛɛ, “Inggisɛ ama npita ani ba ma li ama di di ani aali; N kye ewen tso mbi ama nle byita ani kpaa ba mani.”
2d0a150092	Nghaduu mi odzɛ mgbi Israi yɔ Imgbasho gbɛɛ, “I kye egbe olɔlɔ ngwi ani na abɔ kɛ mbi ama onghaadɔ bɛyi ama nfwa onoyɛyɛ ntonani.”
2d0b010093	Nghanɛ n le byita gbɛɛ, Imgbasho fwa emidan naadi? Onoka ba du! Ani li inggisɛ Israi abuen, ongwiba mgbi Abrahan, mi agwɔ mgbi iBenjamin nani.
2d0b020087	Imgbasho yama fwa emidan ama o teyi ye ma na ba. Ema ye odzɛ ngwi Afɛ gbɔ ikye Elaija dafi o fyewo yi Imgbasho ikye emi Israi ma lo:
2d0b030081	“Otsɛ, a kyi ngwɔlu ama ogbɛɛsɛ mgbi abu di kyi gbobulu abu iwashi ntonani; li ani onyi ta sisi, a dile fya ongwɔ ani”?
2d0b040064	Ma Imgbasho nose nun uka sinɛ? “Ani nu inggisɛ idubu egyafa sisi ama nfwa okwakwafɔ nu iBaa.”
2d0b05003f	Onɛnɛ kpaa inggisɛ sisi to ma ama Imgbasho sadu ma mi elela.
2d0b06005d	Ki li mi elela yɔ, yama li idɔ okyɔɔkyɔ wuba. Ni li otsitsi yɔ, elela ka li elela wuba.
2d0b070098	Ungwɔnɛ tso gbɛɛ osaan ngwi emi Israi le gbili mi itukwu mgbi ama onyi ma kpaa a tu ba, li ama a sadu ma gwee ma ta tu. Kpaa ama nsisi duu gbadikye,
2d0b080091	dafi Afɛ lɔ mani gbɛɛ, “Imgbasho nu ma itukwu yɛɛ mbuumbu, a sulu inɛ kpaa a li di ba, a sulu adɔ kpaa a li fwo ba, nghataa ba inɛ.”
2d0b09007e	IDevedi di gbɛɛ, “Ni oga mgbi ama yɛɛ mmbwalii yi ukya, nka nu ma esɛ ogboogbo ngwi li adɔ okwookwo ngyɔ yi ama mani.
2d0b0a005b	Inɛ no bulu lo ma mi ikye zukwu nu ma ka yagba di ba, ni ekpo fulu loma mi isɔ gyegwu.”
2d0b0b00a3	N diyɛ byita gbɛɛ, emi Israi tsiishi gbɛsɛ lamyɛ okyɛɛ-kyɛɛ? Onoka ba dududu! Ola ofaafa mgbi ama nu owatɔ-watɔ ba mbi Udzengye adzi ni Israi di kyofu.
2d0b0c00c4	Kpaa kini adɔ onghaangha mgbi ama yɛɛ mse mbi ɛsɛ, esɛ ogboogbo mgbi ama di yɛɛ mse mbi Udzengye, emi iJuda duu wa gbelan ma, itɔ aludu ngwi inggisɛ mi ɛsɛ duu ka tu ma ka shewo sinɛ!
2d0b0d0080	N le gbɔdzɛ yi ema Udzengye. Dafi ani li ongye ogbikye iYesu mbi ema Udzengye nɛ, n ka dzɛ yi abɔ otsigɛgɛ mi idɔ mgbɛn
2d0b0e005f	yi ɛwɛ ogbebyi gbɛɛ kaba n ka kyile emidɛn itukwu esho nu ma kyofu, emi iJuda nu ma watɔ.
2d0b0f00b4	Lubana kini ofwaafwa ngwi emi Israi fwa Imgbasho nɛ yile ɛsɛ duu gyiide yi Imgbasho ma, ogbela-gbela mgbi ama ka li ɛkyɛ tsatso? Ka dzɛ dafi okyile emi ikwukwɔ luba oshishe.
2d0b100089	Kini a kye anggayi ibredi nu Imgbasho yɔ, ibredi olɔlɔ duu kpaa li mgban, ni a di gbe akpekwɔ nu Imgbasho yɔ, abekwɔ kpaa li mgban.
2d0b1100fc	Ema Udzengye dzɛ dafi abekwɔ olivi ntaagbo ngwi a kye kwokyi yi ekwɔ olivi ongwi inggisɛ okwɔ yeeye mani. Ema gbikye abɔ angbeka ngwi a fwɛlu ma ngwuta nani. Ma mi itɔdzɛ nɛ, ema kpaa li tu mse ndzɛ mbi ekwɔ olivi ngwi a kwokyi-kwokyi nani.
2d0b1200a5	Nghaduu ka yama tsɛwɛ gbɛɛ abu tatase ngha abɔ ngwi a fwɛlu ma yangwuta na ba. Wɛ ta gbɛɛ, li abu le fyi akpekwɔ anya ba kpaa li akpa le fyi abu anya aali.
2d0b13005c	Kaba abu ka gbɔgbɛɛ, “A kyi fwɛlu abɔ ntonɛ yangwuta ikye okye ani kwokyi mi ele.”
2d0b14008d	Li otsitsi waali. A kyi fwɛlu ma ikyekyɛ a noyɛyɛ ba, kpaa abu kwudzɛ mi oyɛyɛ onuunu. Ka li inggisɛ ohaha ba, kpaa dzɛ yi imio ewo.
2d0b150068	Dafi Imgbasho di emi iJuda ama nli abɔ mgbi atta elela ba nɛ, ema kpaa o ka di ema elela ba ngha aali.
2d0b1600e2	Onɛnɛ ema di dafi Imgbasho nunɔ di leewo ma lɔ, o nunɔ yi ama ngbɛsɛ mani, kpaa o leewo yi ema, o dika kiyayi oleewo yi ema kini ema kiyayi yi oleewo mgban nɛ yɔ, ni li ngha bayɔ, ema kpaa a ka kyi fwɛlu ema ngwuta.
2d0b170067	Ni a fyumfyikye wuba yɛ noyɛyɛ yɔ, a ka yile ma kwokyi, ikyesinɛ Imgbasho ka yagba yile ma kwokyi.
2d0b1800d8	Ngwi i dzɛ ngha duu kpaa, yama li ayin ba odulu abɔ olivi ongwi ntaagbo kye wa kwokyi mi ekwɔ olivi osuse. Nghanɛ yama li adzɛ ba ni Imgbasho yile abɔ olivi osuse ongwi a kyi fwɛ ngwuta yilen kwokyi mi ita ma!
2d0b1900d5	Emi ongwunani, i minɛn gbɛɛ ni ema difwi ungwɔ odaada nɛni, adzi ni ema ka kyile ewo esho ba: Emi Israi angbeka kye itukwu tiishu, a dika kɛɛkiyayi mbinose ngwi mmbwo mgbi Udzengye ka ba ngyɛ mbi Imgbasho.
2d0b1a00a6	Taman emi Israi duu ka watɔ, dafi a lɔ mi Afɛ mani gbɛɛ: “Ongye odulu inggisɛ watɔ ma ka kyɛ iDzayɔn; o ka kyata emi Israi nu ma nya okwu Imgbasho shanyɛ.
2d0b1b0058	Dika li ondu obwaabwa mgbi ani yi ama onɔ ngwi n ka kyi kyelu alobube mgbi ama mani.”
2d0b1c00b1	A kye emi Israi gbɛɛ a li engyikyili mgbi Imgbasho, ikye ni Esɔ Osuse kaka mbi ema Udzengye. Nghaduu a ka li ama ngwu a sadu ma, a di kpa Imgbasho itukwu ikye emi otsikyɔma.
2d0b1d0078	Lubana ni Imgbasho kye umba nu inggisɛ yɔ, o li yɛ kyi gbɛlu wuba, ama ngwu o kwu ma ela kpaa, o li yɛ fwa ma wuba.
2d0b1e006b	Yɛyɛ dafi ema onoka nose ngha Imgbasho adɔ kpaa a di ema elela ikye adɔ onghaangha mgbi emi Israi nani,
2d0b1f0065	nghanɛ ama kpaa yɛ nghaadɔ ikyegbɛɛ ni Imgbasho di ama elela mi elela odiidi ngwi o di ema nani.
2d0b200068	Imgbasho gbe ali inggisɛ duu wokɛ obawi mi adɔ onghaangha mgbi ama, adzi ni ongwu wa di ma duu elela.
2d0b2100a1	Ɛhɛɛn, inggisɛ oyagba kyi mbalu aludu yi ozoyeye mgbi Imgbasho dzɛma ba! Inggisɛ ka yagba difwi owitukwu mgban hona nu osa mi ungwɔ ama o li kyɔ gbɛ ba!
2d0b220037	Li emɛni ye itukwu Otsɛ? Hona li emɛni wan odzɛ ye?
2d0b230036	Li emɛ nu Imgbasho ungwɔ gbɛɛ no wa yilen kpan ye?
2d0b24007b	Lubana alungwɔ duu tɔkyɛ mbon, alungwɔ duu nyɛ mbon dika yɛ lu mbon duu. Okwɔkwɔ duu li mgban gyegwu! No dzɛ ngha.
2d0c0100ed	Ikyenghanɛ, emi ongwunani, n tɛkyɛ nu ema, mi elela odiidi mgbi Imgbasho, gbɛɛ ni ema kye ewo mgbi ema fifɛ mgbi oshishe osaan nu Imgbasho adzi ni Imgbasho dzɛ yi atsa. Ikyesinɛ li ofɛ ntishi ni ema sunu Imgbasho mi onodzi aani.
2d0c0200d4	Ka kye ali mgbi ɛsɛ nɛ yi ungwɔ etɔ mgbi ama ba na, kpaa ni Imgbasho kyata ema yɛɛ inggisɛ ofufɛ mi ewodzɛ mgbi ema otsɛɛtsɛ. Ta ema ka yagba ye owitukwu mgbi Imgbasho ikye ema, ntishi di kpaan mani.
2d0c030106	Lubana mi elela ngwi Imgbasho dzɛyan ikye ani kye idɔ nɛ wo ani abɔ nɛ, n le nya ema duu gbɛɛ, ka di ewema miinɛ nyɛ obyi ba, tatase yɔ yile ewema esɛ mi ɛwɛ otsɛɛtsɛ mgbi ema, mi odzɛɛdzɛ mgbi oyɛyɛ onuunu ngwi Imgbasho mba kye nu ema mani.
2d0c04007e	Yɛyɛ dafi ali ogyɛngyɛ mbi eyi sulu ikpewo onyi yi alewo ibyibyi nɛni, alewo ntonɛ di sulu idɔ mgbi ama idzidza-dzidza,
2d0c050066	nghanɛ mbi iKrestu yɔ ngwi eyi li ibyibyi nɛ eyi yɛɛ ikpewo onyi, ma ali alewo duu li mgbi ewoma.
2d0c0600c0	Eyi to yi umba idzidza-dzidza, mi odzɛɛdzɛ mgbi elela ngwi Imgbasho dzɛyan ikye eyi mani. Kini umba mgbi inggisɛ li idɔ oyegbɔ yɔ, no kyɔ gyɔ-gyɔ dafi oyɛyɛ onuunu mgban tso mani.
2d0c07004a	Ni li okyɔ angbeka idɔ yɔ, no kyɔ ma idɔ, ni li otsootso yɔ, no tso,
2d0c0800cc	ni li ofyi inggisɛ mfye itukwu yɔ, no fyi ma mfye itukwu, ni li odi mi imina mgbi angbeka yɔ, no nu dzii, ni li ogbe inggisɛ teyi yɔ, no gbe ma teyi saan, ni li odi elela yɔ, no kyɔ yi ewo oshɛta.
2d0c090056	Okpitukwu no li mi otsitsi. Ungwɔ obube no ta abu anyi; dzlɛ bɛkɛ yi ungwɔ osuse.
2d0c0a0043	Di ewema kpitukwu dafi engwunewe mani. Nu angbeka mmwɛ ngha ewabu.
2d0c0b005b	Ka yama kyɔ ewewa mi idɔ mgbi Otsɛ ononyi ba, kpaa zola mi Onodzi di kiyayi okyɔn idɔ.
2d0c0c0058	Dzɛ yi atsa mi ɛwɛ ogbe byiibyi na, shitukwu mi adzɛ dika ndɛ yi ibɔ obɔɔbɔ ba.
2d0c0d0055	Ghalu ungwɔ ngwi abu sulun yi emidi Imgbasho ama ungwɔ kwoma oba. Kiyayi oshabɔta.
2d0c0e0050	Bɔ Imgbasho ibɔ no kye mse bɛ ama nle nu abu isɔ ma ewo; no ka li ikamba ba.
2d0c0f0043	Tsatsa yi ama nle tsatsa; kye abɔ tiko yi ama nkye abɔ tiko mani.
2d0c10007e	Dzɛ ondonyi yi ewema na. Ka yama kyile ewo esho ba, kpaa gye tsa yi inggisɛ ama n yɛyikpa kpaa mani. Ka di ewema miinɛ ba.
2d0c110072	Ka yama yile mkpa ungwɔ obube kpa inggisɛ mi obube ba. Gbeka dzɛ no kyungwɔ nli ayin mi inɛ ali inggisɛ duu.
2d0c12003c	Fya mi ofyaafya mgbi abu no dzɛ mi iyu yi ali inggisɛ duu.
2d0c1300b6	Emi okani ka yama kpa mkpa ba na, dzata abɔ ni Imgbasho kpumkpa na abɔn, lubana a lɔ mi Afɛ gbɛɛ, “Mkpa okpaakpa li idɔ mgbi ani; n ka yilen kpa,” Li ngha Otsɛ gbɔ aali.
2d0c1400b9	Tatase yɔ, “Ka nu enbwa dɔ ongyikyili mgbɔɔ hona nu ekweni kwun ba, kpaa nun ungwogye no gye di nun ungwɔ owawa no wa. Kini abu kyɔ ngha yɔ, o gbe angola oyɔɔ tukwun ikye.”
2d0c150051	Ka yama nu ungwɔ obube ngha abu ba, kpaa ngha ungwɔ obube yi osuse okyɔɔkyɔ.
2d0d0100a3	Ali inggisɛ duu no sunu ama ogbe ɛsɛ teyi kyɛmɛ, lubana mfye oka dzɛma ba sede li ongwi Imgbasho kye dzɛ mani. Mfye ama nto ɛsɛ nɛ duu li Imgbasho ta ma.
2d0d02008b	Ikyenghanɛ ama ntuo afɔ esɛ yi mfye nɛ duu le tuo afɔ esɛ yi ungwɔ ngwi Imgbasho kye dzɛ, ama ndi kyɔ ngha duu a ka gbɔ ma ikwɔ.
2d0d0300da	Lubana ama ogbe ɛsɛ teyi yama li sulu owitukwu obube mbi ama nle kyɔ ali osuse ba, sede mbi ama okyɔ ali ibwubwe mata. I mina abu odzɛ yi ewo oshɛta mbi inggisɛ mfye baa? Ngyɛse kyungwɔ osuse ta o ka tsɛ abu.
2d0d0400ea	Bana o li ongbidɔ mgbi Imgbasho ikye okyɔ yi abu saan. Kpaa kini abu le kyɔ obube yɔ, mio, lubana okwusunkli ngwi o kye byabɔ na li ayayi ba. O li ongbidɔ mgbi Imgbasho, o li inggisɛ nka ba yi adɔ okwookwo mbi ama okyɔ obube.
2d0d05007a	Ikyenghanɛ, li kyɛmɛ-kyɛmɛ ni abu sunu mfye, li ikye adɔ okwookwo kyɛmɛ ba kpaa dafi itukwu mgbi abu tso abu mani.
2d0d06009b	Di li itɔdzɛ ngwi ema li kpa udza ifyɛɛ kpaa ma aani, bana emi mfye ntonɛ a li engbidɔ mgbi Imgbasho, a kyi kyelu onɔ mgbi ama duu ogbinɛbyi ɛsɛ.
2d0d0700bd	Alungwɔ ngwi abu sulu inggisɛ ele duu kye nun: kini abu kpa udza ifyɛɛ wa bayɔ, fya no kpa; ni li udza idu oka-ka yɔ, nu ma ka; ni li mmwɛ yɔ, nu mmwɛ; ni li oshewo yɔ, nu oshewo.
2d0d08007d	Ka nu mkpa dɔ abu ikye ba, sede mkpa onu ema kpa ewe itukwu ta, lubana inggisɛ ndi odon kpan itukwu yɔ, o nu ola mbwumbwo.
2d0d0900f3	Ola ma gbɛɛ, “Ka gbo amah ba,” “Ka ngwɔ inggisɛ ba,” “Ka yimi ba,” “Ka di ungwɔ engye mbe anggwɔ ba,” ola angbeka nsisi duu a kwulu wokɛ mbonyi gbɛɛ: “Di inggisɛ ama nwatse dɔ abu kpa abu itukwu dafi ewabu mani.”
2d0d0a0067	Okpitukwu dzɛ yi ungwɔ obube ikye odon ba. Nghanɛ ni abu dzɛ yi okpitukwu yɔ, abu ngyɛlu ola duu.
2d0d0b00bc	Le kyungwɔnɛni, difwi onɔ ongwi onɛnɛni. Onɔ gyɔ ngwi ema ka kyato mi una onaana, ikyekyɛ owatɔ-watɔ mgbi eyi nghao dzɛ kwɛkwɛ onɛnɛ ngha ababɔ nose ngwi eyi noyɛyɛ mani.
2d0d0c0092	Otu nɛ kɛ kpini wa; egbe dzɛ kwɛkwɛ ofaafa. Nghanɛ ni eyi dzata ali ama ngwi eyi li kyɔ ma mi iyifu ntonani di gbe okyiika mgbi osa wo ewo.
2d0d0d00aa	Ni i le kyungwɔ mi oloola, dafi ngbuo okyɔ mi onɔ mani, no ka li mi oga ibwubwe yi ɛbyɛ ofyaafya ba, no ka li mi amah ba, kale gbɔnɔgbɛ hona kyofu yi ewema ba na.
2d0d0e0067	Nghaduu, gbɛ Otsɛ iYesu iKrestu wo ewo, dika tsɛwɛ ofɛ ngwi abu ka kyɔ imina mgbi ali ibwubwe ba.
2d0e01006e	Gbela yi inggisɛ ngwu oyɛyɛ onuunu mgban fyumfye ba kpaa, kale natsondu mi ewodzɛ mgbi ama otsɛɛtsɛ ba.
2d0e020085	Oyɛyɛ onuunu mgbi inggisɛ oka li non gye alungwɔ duu, kpaa inggisɛ oka ngwu oyɛyɛ mgban fyumfye bayɔ, li gye afɔdɔɔ kyoon.
2d0e0300e9	Inggisɛ nli gye alungwɔ duu na no ka di ongwu nli gye afodɔɔ ta na gbɛɛ di o li unka ba ba. Inggisɛ ndi li sadu-sadu ungwogye na, no ka di ongwu nli gye duu na gbɛɛ o dzɛ mi itɔdzɛ ba ba, lubana Imgbasho gbela yi ama duu.
2d0e0400c4	Abu li ɛmɛ ogbɔ ongbidɔ mgbi inggisɛ oka ikwɔ? Non wɛndɛ hona le kyɔ ayin kpaa li ongyukwo mgban ka ye. Li Otsɛ ka non kyungwɔ nli ayin gbɛ, di li ongyukwo mgban ka nun emyɛmyɛ aali.
2d0e050094	Inggisɛ oka li di gbɛɛ egbe oka le saan ngha oka; inggisɛ oka li di gbɛɛ egbe duu li ungwonyi. Ali inggisɛ no di dafi itukwu mgban nyan mani.
2d0e060105	Inggisɛ nli di egbe oka gbɛɛ i nghao le saan na, le kyɔ ngha okye mmwɛ nu Otsɛ. Inggisɛ nli gye mmbwɛ na, le gye ikye okye mmwɛ nu Otsɛ, lubana o li ta Imgbasho angba; inggisɛ nfwa mmbwɛ na kpaa, fwa ikye okye mmwɛ nu Otsɛ di li ta Imgbasho angba.
2d0e07003c	Lubana eyi dzɛ oshishe ikye eweyi hona kwulu ikye eweyi ba.
2d0e08009a	Kini eyi dzɛ oshishe yɔ, i dzɛ ikye Otsɛ; kini eyi di kwulu kpaa, i kwulu ikye Otsɛ. Nghanɛ, ni eyi dzɛ oshishe hona kwulu kpaa, eyi li mgbi Otsɛ.
2d0e09007e	Li itɔdzɛ nɛ yɛyɛ ngwi iKrestu kwulu diyɛ kyɛɛ ikyegbɛɛ ni ongwu li Otsɛ mgbi emi ikwukwɔ yi emi oshishe duu aali.
2d0e0a00af	Ema ma, li ikye ekyɛ ngwi ema le ngwɔ emi ongwunema ikwɔ? Hona kyɔnɛ ngwi ema le di ongwunema gbɛɛ a li unka ba? Lubana egbe kyɛma ngwi Imgbasho ka gbɔ eyi duu ikwɔ.
